date,국내주식추천
2023-06-07,3.32493
2023-06-08,2.61964
2023-06-09,3.22418
2023-06-10,2.16624
2023-06-11,1.86397
2023-06-12,3.02267
2023-06-13,3.52644
2023-06-14,3.82871
2023-06-15,3.07304
2023-06-16,2.56926
2023-06-17,1.51133
2023-06-18,1.25944
2023-06-19,1.61209
2023-06-20,2.51889
2023-06-21,2.87153
2023-06-22,1.91435
2023-06-23,2.11586
2023-06-24,0.70528
2023-06-25,0.55415
2023-06-26,1.61209
2023-06-27,1.66246
2023-06-28,2.06549
2023-06-29,1.51133
2023-06-30,2.21662
2023-07-01,0.70528
2023-07-02,0.30226
2023-07-03,1.51133
2023-07-04,2.67002
2023-07-05,2.82115
2023-07-06,3.07304
2023-07-07,1.71284
2023-07-08,1.05793
2023-07-09,0.70528
2023-07-10,2.41813
2023-07-11,3.37531
2023-07-12,2.67002
2023-07-13,4.0806
2023-07-14,3.02267
2023-07-15,1.66246
2023-07-16,1.8136
2023-07-17,2.61964
2023-07-18,4.534
2023-07-19,3.67758
2023-07-20,4.0806
2023-07-21,3.32493
2023-07-22,1.3602
2023-07-23,2.46851
2023-07-24,4.63476
2023-07-25,4.03022
2023-07-26,4.88664
2023-07-27,3.42569
2023-07-28,3.67758
2023-07-29,1.96473
2023-07-30,0.80604
2023-07-31,3.32493
2023-08-01,4.534
2023-08-02,2.87153
2023-08-03,3.12342
2023-08-04,2.61964
2023-08-05,1.96473
2023-08-06,1.76322
2023-08-07,2.82115
2023-08-08,2.36775
2023-08-09,2.97229
2023-08-10,3.1738
2023-08-11,2.82115
2023-08-12,1.20906
2023-08-13,0.65491
2023-08-14,2.16624
2023-08-15,1.86397
2023-08-16,3.52644
2023-08-17,2.87153
2023-08-18,1.66246
2023-08-19,0.9068
2023-08-20,1.00755
2023-08-21,1.46095
2023-08-22,1.8136
2023-08-23,2.267
2023-08-24,2.16624
2023-08-25,1.30982
2023-08-26,0.30226
2023-08-27,0.4534
2023-08-28,2.16624
2023-08-29,1.8136
2023-08-30,2.46851
2023-08-31,2.21662
2023-09-01,2.11586
2023-09-02,1.56171
2023-09-03,0.75566
2023-09-04,2.67002
2023-09-05,3.32493
2023-09-06,2.67002
2023-09-07,1.91435
2023-09-08,2.16624
2023-09-09,1.20906
2023-09-10,1.05793
2023-09-11,2.77078
2023-09-12,1.91435
2023-09-13,2.92191
2023-09-14,2.11586
2023-09-15,2.36775
2023-09-16,1.05793
2023-09-17,1.3602
2023-09-18,2.46851
2023-09-19,1.91435
2023-09-20,2.77078
2023-09-21,2.82115
2023-09-22,2.01511
2023-09-23,0.9068
2023-09-24,0.95717
2023-09-25,1.76322
2023-09-26,2.7204
2023-09-27,1.41057
2023-09-28,0.35264
2023-09-29,0.9068
2023-09-30,0.85642
2023-10-01,1.15869
2023-10-02,0.65491
2023-10-03,0.75566
2023-10-04,2.92191
2023-10-05,1.61209
2023-10-06,1.71284
2023-10-07,0.55415
2023-10-08,0.35264
2023-10-09,1.05793
2023-10-10,1.56171
2023-10-11,2.46851
2023-10-12,2.11586
2023-10-13,2.16624
2023-10-14,0.95717
2023-10-15,0.50377
2023-10-16,2.01511
2023-10-17,1.10831
2023-10-18,1.41057
2023-10-19,1.91435
2023-10-20,1.20906
2023-10-21,0.50377
2023-10-22,1.10831
2023-10-23,1.96473
2023-10-24,1.91435
2023-10-25,1.96473
2023-10-26,1.91435
2023-10-27,1.3602
2023-10-28,1.00755
2023-10-29,1.46095
2023-10-30,3.02267
2023-10-31,1.76322
2023-11-01,2.31738
2023-11-02,1.51133
2023-11-03,1.61209
2023-11-04,1.10831
2023-11-05,0.65491
2023-11-06,2.36775
2023-11-07,2.36775
2023-11-08,1.3602
2023-11-09,1.61209
2023-11-10,1.00755
2023-11-12,0.55415
2023-11-13,1.00755
2023-11-14,1.86397
2023-11-15,2.7204
2023-11-16,1.86397
2023-11-17,0.70528
2023-11-18,0.60453
2023-11-19,0.50377
2023-11-20,1.20906
2023-11-21,1.96473
2023-11-22,2.21662
2023-11-23,1.10831
2023-11-24,2.21662
2023-11-25,0.25188
2023-11-26,0.55415
2023-11-27,1.3602
2023-11-28,1.41057
2023-11-29,1.56171
2023-11-30,2.01511
2023-12-01,1.51133
2023-12-02,0.75566
2023-12-03,0.80604
2023-12-04,1.56171
2023-12-05,1.76322
2023-12-06,2.31738
2023-12-07,1.51133
2023-12-08,2.61964
2023-12-09,0.95717
2023-12-10,0.85642
2023-12-11,3.57682
2023-12-12,3.07304
2023-12-13,2.92191
2023-12-14,2.61964
2023-12-15,3.02267
2023-12-16,0.95717
2023-12-17,0.9068
2023-12-18,2.92191
2023-12-19,2.267
2023-12-20,3.82871
2023-12-21,2.56926
2023-12-22,2.82115
2023-12-23,1.66246
2023-12-24,0.80604
2023-12-25,1.25944
2023-12-26,2.67002
2023-12-27,3.72795
2023-12-28,3.6272
2023-12-29,2.36775
2023-12-30,1.30982
2023-12-31,0.9068
2024-01-01,1.46095
2024-01-02,3.82871
2024-01-03,2.7204
2024-01-04,2.56926
2024-01-05,1.8136
2024-01-06,0.50377
2024-01-07,1.25944
2024-01-08,1.66246
2024-01-09,2.56926
2024-01-10,2.21662
2024-01-11,2.16624
2024-01-12,2.31738
2024-01-13,1.20906
2024-01-14,1.30982
2024-01-15,1.86397
2024-01-16,1.66246
2024-01-17,1.41057
2024-01-18,2.31738
2024-01-19,2.16624
2024-01-20,1.41057
2024-01-21,1.25944
2024-01-22,2.36775
2024-01-23,2.46851
2024-01-24,2.31738
2024-01-25,1.66246
2024-01-26,1.41057
2024-01-27,0.9068
2024-01-28,1.10831
2024-01-29,2.01511
2024-01-30,3.6272
2024-01-31,2.51889
2024-02-01,1.71284
2024-02-02,2.21662
2024-02-03,1.46095
2024-02-04,1.8136
2024-02-05,2.97229
2024-02-06,3.92947
2024-02-07,2.46851
2024-02-08,2.41813
2024-02-09,1.15869
2024-02-10,1.25944
2024-02-11,1.56171
2024-02-12,1.8136
2024-02-13,3.67758
2024-02-14,4.13098
2024-02-15,4.68513
2024-02-16,3.82871
2024-02-17,2.06549
2024-02-18,2.21662
2024-02-19,4.78589
2024-02-20,4.88664
2024-02-21,4.23173
2024-02-22,4.58438
2024-02-23,3.97984
2024-02-24,2.92191
2024-02-25,2.51889
2024-02-26,3.72795
2024-02-27,4.88664
2024-02-28,4.58438
2024-02-29,4.13098
2024-03-01,1.91435
2024-03-02,1.76322
2024-03-03,1.96473
2024-03-04,3.52644
2024-03-05,5.54156
2024-03-06,5.49118
2024-03-07,4.9874
2024-03-08,3.97984
2024-03-09,2.11586
2024-03-10,1.96473
2024-03-11,4.23173
2024-03-12,5.18891
2024-03-13,5.74307
2024-03-14,5.18891
2024-03-15,3.42569
2024-03-16,1.86397
2024-03-17,2.11586
2024-03-18,3.37531
2024-03-19,4.28211
2024-03-20,4.73551
