date,유안타
2023-05-30,4.57489
2023-05-31,4.25101
2023-06-01,3.94736
2023-06-02,3.42105
2023-06-03,0.91093
2023-06-04,0.80971
2023-06-05,3.38056
2023-06-06,1.23481
2023-06-07,3.34008
2023-06-08,3.31983
2023-06-09,4.08906
2023-06-10,0.93117
2023-06-11,0.93117
2023-06-12,4.00809
2023-06-13,3.80566
2023-06-14,3.86639
2023-06-15,4.04858
2023-06-16,3.46153
2023-06-17,0.8502
2023-06-18,0.74898
2023-06-19,3.2591
2023-06-20,3.50202
2023-06-21,3.58299
2023-06-22,3.21862
2023-06-23,3.42105
2023-06-24,1.23481
2023-06-25,0.9919
2023-06-26,3.82591
2023-06-27,3.34008
2023-06-28,3.58299
2023-06-29,3.68421
2023-06-30,4.10931
2023-07-01,1.37651
2023-07-02,1.05263
2023-07-03,4.02834
2023-07-04,4.10931
2023-07-05,4.00809
2023-07-06,3.94736
2023-07-07,3.86639
2023-07-08,1.2753
2023-07-09,1.05263
2023-07-10,3.90688
2023-07-11,3.98785
2023-07-12,4.45344
2023-07-13,4.08906
2023-07-14,5.20242
2023-07-15,1.53846
2023-07-16,1.80161
2023-07-17,6.5587
2023-07-18,7.34817
2023-07-19,6.47773
2023-07-20,7.77327
2023-07-21,7.95546
2023-07-22,3.05668
2023-07-23,4.17004
2023-07-24,13.03643
2023-07-25,14.08906
2023-07-26,7.18623
2023-07-27,14.69635
2023-07-28,5.8502
2023-07-29,1.43724
2023-07-30,1.43724
2023-07-31,5.5668
2023-08-01,4.21052
2023-08-02,4.33198
2023-08-03,7.30769
2023-08-04,3.05668
2023-08-05,0.97165
2023-08-06,0.9919
2023-08-07,4.08906
2023-08-08,3.52226
2023-08-09,3.60323
2023-08-10,3.94736
2023-08-11,2.71255
2023-08-12,0.93117
2023-08-13,1.39676
2023-08-14,3.19838
2023-08-15,1.19433
2023-08-16,3.86639
2023-08-17,3.66396
2023-08-18,3.34008
2023-08-19,0.91093
2023-08-20,0.89068
2023-08-21,4.12955
2023-08-22,3.80566
2023-08-23,4.35222
2023-08-24,3.76518
2023-08-25,3.46153
2023-08-26,0.93117
2023-08-27,0.95141
2023-08-28,3.34008
2023-08-29,3.56275
2023-08-30,3.42105
2023-08-31,5.04048
2023-09-01,7.1255
2023-09-02,1.23481
2023-09-03,1.31578
2023-09-04,3.96761
2023-09-05,3.50202
2023-09-06,3.19838
2023-09-07,3.17813
2023-09-08,3.66396
2023-09-09,0.9919
2023-09-10,0.80971
2023-09-11,4.47368
2023-09-12,3.86639
2023-09-13,2.73279
2023-09-14,3.68421
2023-09-15,3.98785
2023-09-16,2.16599
2023-09-17,2.44939
2023-09-18,6.21457
2023-09-19,7.20647
2023-09-20,4.10931
2023-09-21,3.52226
2023-09-22,3.05668
2023-09-23,0.93117
2023-09-24,1.01214
2023-09-25,3.52226
2023-09-26,2.99595
2023-09-27,3.27935
2023-09-28,0.64777
2023-09-29,0.68825
2023-09-30,0.78947
2023-10-01,0.68825
2023-10-02,0.80971
2023-10-03,1.05263
2023-10-04,3.23886
2023-10-05,3.72469
2023-10-06,3.05668
2023-10-07,1.1336
2023-10-08,0.87044
2023-10-09,1.37651
2023-10-10,5.97165
2023-10-11,3.44129
2023-10-12,3.4008
2023-10-13,2.71255
2023-10-14,1.11336
2023-10-15,1.17408
2023-10-16,3.27935
2023-10-17,3.46153
2023-10-18,3.09716
2023-10-19,2.87449
2023-10-20,2.85425
2023-10-21,0.68825
2023-10-22,0.93117
2023-10-23,3.4008
2023-10-24,2.79352
2023-10-25,3.03643
2023-10-26,2.95546
2023-10-27,2.81376
2023-10-28,1.05263
2023-10-29,0.72874
2023-10-30,2.63157
2023-10-31,3.52226
2023-11-01,3.19838
2023-11-02,3.05668
2023-11-03,2.95546
2023-11-04,0.82995
2023-11-05,1.11336
2023-11-06,4.77732
2023-11-07,3.2591
2023-11-08,3.44129
2023-11-09,2.85425
2023-11-10,3.03643
2023-11-11,0.8502
2023-11-12,0.93117
2023-11-13,3.60323
2023-11-14,2.93522
2023-11-15,3.90688
2023-11-16,3.38056
2023-11-17,3.03643
2023-11-18,1.03238
2023-11-19,1.03238
2023-11-20,3.52226
2023-11-21,4.00809
2023-11-22,4.29149
2023-11-23,4.79757
2023-11-24,6.63967
2023-11-25,1.61943
2023-11-26,1.21457
2023-11-27,4.41295
2023-11-28,4.31174
2023-11-29,3.19838
2023-11-30,4.08906
2023-12-01,3.13765
2023-12-02,1.417
2023-12-03,1.09311
2023-12-04,4.12955
2023-12-05,4.27125
2023-12-06,3.4008
2023-12-07,2.71255
2023-12-08,3.31983
2023-12-09,1.35627
2023-12-10,1.33603
2023-12-11,3.96761
2023-12-12,3.34008
2023-12-13,3.36032
2023-12-14,3.66396
2023-12-15,3.01619
2023-12-16,0.91093
2023-12-17,0.97165
2023-12-18,3.36032
2023-12-19,2.99595
2023-12-20,3.80566
2023-12-21,3.46153
2023-12-22,3.60323
2023-12-23,1.01214
2023-12-24,1.07287
2023-12-25,1.2753
2023-12-26,4.29149
2023-12-27,3.50202
2023-12-28,3.76518
2023-12-29,3.09716
2023-12-30,0.93117
2023-12-31,0.97165
2024-01-01,1.29554
2024-01-02,4.65587
2024-01-03,3.44129
2024-01-04,3.50202
2024-01-05,3.21862
2024-01-06,0.91093
2024-01-07,1.01214
2024-01-08,3.82591
2024-01-09,3.50202
2024-01-10,3.90688
2024-01-11,3.38056
2024-01-12,4.19028
2024-01-13,1.29554
2024-01-14,1.21457
2024-01-15,3.76518
2024-01-16,3.96761
2024-01-17,3.86639
2024-01-18,3.2591
2024-01-19,4.17004
2024-01-20,1.51821
2024-01-21,1.05263
2024-01-22,3.92712
2024-01-23,3.29959
2024-01-24,3.48178
2024-01-25,3.84615
2024-01-26,3.78542
2024-01-27,1.7004
2024-01-28,1.33603
2024-01-29,4.17004
2024-01-30,4.57489
2024-01-31,4.19028
2024-02-01,4.14979
2024-02-02,4.10931
2024-02-03,1.37651
2024-02-04,1.63967
2024-02-05,4.02834
2024-02-06,3.74493
2024-02-07,3.90688
2024-02-08,3.50202
2024-02-09,1.25506
2024-02-10,0.7085
2024-02-11,0.95141
2024-02-12,1.417
2024-02-13,4.69635
2024-02-14,3.90688
2024-02-15,3.80566
2024-02-16,3.60323
2024-02-17,1.51821
2024-02-18,1.2753
2024-02-19,4.75708
2024-02-20,5.9919
2024-02-21,6.37651
2024-02-22,4.61538
2024-02-23,4.29149
2024-02-24,1.37651
2024-02-25,1.37651
2024-02-26,4.35222
2024-02-27,3.94736
2024-02-28,3.70445
2024-02-29,7.77327
2024-03-01,1.39676
2024-03-02,1.15384
2024-03-03,1.09311
2024-03-04,3.42105
2024-03-05,3.98785
2024-03-06,3.98785
2024-03-07,3.60323
2024-03-08,3.29959
2024-03-09,0.8502
2024-03-10,1.09311
2024-03-11,6.43724
2024-03-12,3.78542
2024-03-13,4.00809
2024-03-14,4.02834
2024-03-15,3.34008
2024-03-16,0.76923
2024-03-17,0.89068
2024-03-18,3.38056
2024-03-19,4.12955
2024-03-20,4.33198
