date,오늘의주식시황
2024-01-06,3.40632
2024-01-07,1.45985
2024-01-08,16.3017
2024-01-09,18.73479
2024-01-10,18.24817
2024-01-11,19.46472
2024-01-12,25.30413
2024-01-13,2.67639
2024-01-14,1.94647
2024-01-15,14.59854
2024-01-16,37.22627
2024-01-17,100.0
2024-01-18,26.03406
2024-01-19,25.06082
2024-01-20,6.32603
2024-01-21,1.21654
2024-01-22,24.5742
2024-01-23,18.00486
2024-01-24,21.89781
2024-01-25,21.89781
2024-01-26,21.41119
2024-01-27,4.62287
2024-01-28,2.43309
2024-01-29,24.5742
2024-01-30,17.03163
2024-01-31,26.27737
2024-02-01,25.54744
2024-02-02,30.41362
2024-02-03,6.56934
2024-02-04,1.70316
2024-02-05,21.89781
2024-02-06,22.14111
2024-02-07,22.62773
2024-02-08,21.41119
2024-02-09,9.00243
2024-02-10,3.40632
2024-02-11,2.18978
2024-02-12,2.67639
2024-02-13,25.79075
2024-02-14,27.73722
2024-02-15,24.3309
2024-02-16,18.73479
2024-02-17,5.83941
2024-02-18,2.43309
2024-02-19,23.60097
2024-02-20,21.16788
2024-02-21,24.08759
2024-02-22,21.6545
2024-02-23,23.11435
2024-02-24,4.62287
2024-02-25,2.9197
2024-02-26,21.41119
2024-02-27,27.00729
2024-02-28,25.79075
2024-02-29,28.46715
2024-03-01,4.86618
2024-03-02,5.10948
2024-03-03,1.70316
2024-03-04,23.11435
2024-03-05,26.03406
2024-03-06,25.79075
2024-03-07,26.27737
2024-03-08,24.81751
2024-03-09,5.83941
2024-03-10,2.9197
2024-03-11,19.46472
2024-03-12,21.41119
2024-03-13,18.49148
2024-03-14,25.54744
2024-03-15,34.06326
2024-03-16,4.86618
2024-03-17,1.45985
2024-03-18,28.95377
2024-03-19,57.66423
2024-03-20,32.84671
