date,쓰레스홀드코인
2022-06-27,0.71546
2022-06-28,0.49532
2022-06-29,0.55035
2022-06-30,0.55035
2022-07-01,0.33021
2022-07-14,0.27517
2022-07-15,0.33021
2022-07-20,0.33021
2022-07-21,0.38525
2022-07-22,0.38525
2022-07-24,0.27517
2022-07-28,0.27517
2022-07-29,0.44028
2022-08-02,0.27517
2022-08-05,0.55035
2022-08-06,0.33021
2022-08-09,0.33021
2022-08-12,0.44028
2022-08-13,0.71546
2022-08-16,0.38525
2022-08-17,0.38525
2022-08-19,0.27517
2022-08-20,0.27517
2022-08-21,0.27517
2022-08-22,0.27517
2022-08-23,0.44028
2022-08-27,0.27517
2022-08-28,0.27517
2022-09-06,0.27517
2022-09-07,0.27517
2022-09-11,3.13703
2022-09-12,1.10071
2022-09-13,0.55035
2022-09-14,0.38525
2022-09-16,0.27517
2022-09-18,0.33021
2022-09-20,0.27517
2022-09-22,0.27517
2022-09-24,0.27517
2022-09-26,0.33021
2022-09-29,0.49532
2022-10-02,0.27517
2022-10-03,0.27517
2022-10-04,0.33021
2022-10-06,0.27517
2022-10-08,0.7705
2022-10-10,0.27517
2022-10-13,0.27517
2022-10-15,0.44028
2022-10-16,0.27517
2022-10-20,0.38525
2022-10-21,0.55035
2022-10-24,0.27517
2022-10-25,0.66042
2022-10-26,0.27517
2022-10-27,0.66042
2022-11-01,0.33021
2022-11-04,0.33021
2022-11-05,0.49532
2022-11-06,0.44028
2022-11-07,0.33021
2022-11-08,0.38525
2022-11-09,0.66042
2022-11-10,0.66042
2022-11-12,0.38525
2022-11-13,0.55035
2022-11-14,0.66042
2022-11-15,0.33021
2022-11-16,0.27517
2022-11-19,3.13703
2022-11-20,0.9356
2022-11-21,0.44028
2022-11-22,0.27517
2022-11-24,0.38525
2022-11-25,0.44028
2022-11-26,0.49532
2022-11-29,0.33021
2022-12-01,0.27517
2022-12-09,1.04567
2022-12-10,0.60539
2022-12-12,0.49532
2022-12-16,0.33021
2022-12-18,0.27517
2022-12-20,0.27517
2022-12-23,0.33021
2022-12-29,0.38525
2023-01-01,0.49532
2023-01-10,0.44028
2023-01-15,0.38525
2023-01-17,0.38525
2023-01-21,0.38525
2023-01-24,15.29994
2023-01-25,26.58227
2023-01-26,46.23004
2023-01-27,29.05888
2023-01-28,13.75894
2023-01-29,10.89708
2023-01-30,8.53054
2023-01-31,21.0787
2023-02-01,15.68519
2023-02-02,9.30104
2023-02-03,7.26472
2023-02-04,5.22839
2023-02-05,4.45789
2023-02-06,4.34782
2023-02-07,1.7061
2023-02-08,3.02696
2023-02-09,4.23775
2023-02-10,2.80682
2023-02-11,3.90753
2023-02-12,3.46725
2023-02-13,2.80682
2023-02-14,1.37589
2023-02-15,0.82553
2023-02-16,1.48596
2023-02-17,1.7061
2023-02-18,1.43093
2023-02-19,4.45789
2023-02-20,3.68739
2023-02-21,1.76114
2023-02-22,0.44028
2023-02-23,0.88057
2023-02-24,1.10071
2023-02-25,0.88057
2023-02-26,0.66042
2023-02-27,1.43093
2023-02-28,0.9356
2023-03-01,1.32085
2023-03-02,14.36433
2023-03-03,11.66758
2023-03-04,5.06329
2023-03-05,5.72372
2023-03-06,4.40286
2023-03-07,3.30214
2023-03-08,5.33847
2023-03-09,3.57732
2023-03-10,2.3115
2023-03-11,1.32085
2023-03-12,1.43093
2023-03-13,0.71546
2023-03-14,9.02586
2023-03-15,9.41111
2023-03-16,2.36653
2023-03-17,3.90753
2023-03-18,4.40286
2023-03-19,3.8525
2023-03-20,3.46725
2023-03-21,5.94386
2023-03-22,5.06329
2023-03-23,2.69675
2023-03-24,3.13703
2023-03-25,1.65107
2023-03-26,2.3115
2023-03-27,2.20143
2023-03-28,2.42157
2023-03-29,2.69675
2023-03-30,2.58668
2023-03-31,3.46725
2023-04-01,6.32911
2023-04-02,27.29774
2023-04-03,12.54815
2023-04-04,8.36543
2023-04-05,7.5399
2023-04-06,5.83379
2023-04-07,4.01761
2023-04-08,2.58668
2023-04-09,1.65107
2023-04-10,3.02696
2023-04-11,3.35718
2023-04-12,4.12768
2023-04-13,1.7061
2023-04-14,3.24711
2023-04-15,1.87121
2023-04-16,2.20143
2023-04-17,2.36653
2023-04-18,2.09135
2023-04-19,4.01761
2023-04-20,2.36653
2023-04-21,2.3115
2023-04-22,2.03632
2023-04-23,1.541
2023-04-24,3.96257
2023-04-25,2.4766
2023-04-26,2.20143
2023-04-27,2.14639
2023-04-28,2.53164
2023-04-29,2.64171
2023-04-30,1.76114
2023-05-01,2.20143
2023-05-02,3.02696
2023-05-03,4.73307
2023-05-04,3.46725
2023-05-05,3.082
2023-05-06,7.15465
2023-05-07,2.42157
2023-05-08,3.082
2023-05-09,1.59603
2023-05-10,1.43093
2023-05-11,5.22839
2023-05-12,8.58558
2023-05-13,1.15575
2023-05-14,1.87121
2023-05-15,3.41221
2023-05-16,2.64171
2023-05-17,3.02696
2023-05-18,2.20143
2023-05-19,5.66868
2023-05-20,3.19207
2023-05-21,1.59603
2023-05-22,1.15575
2023-05-23,1.7061
2023-05-24,0.99064
2023-05-25,1.32085
2023-05-26,1.15575
2023-05-27,0.49532
2023-05-28,0.44028
2023-05-29,0.7705
2023-05-30,0.38525
2023-05-31,0.60539
2023-06-01,0.88057
2023-06-02,0.49532
2023-06-03,0.88057
2023-06-04,0.33021
2023-06-05,0.66042
2023-06-06,0.71546
2023-06-07,0.33021
2023-06-08,0.82553
2023-06-09,0.44028
2023-06-10,1.59603
2023-06-11,0.49532
2023-06-12,1.26582
2023-06-13,0.7705
2023-06-14,0.33021
2023-06-15,0.60539
2023-06-16,0.7705
2023-06-17,0.27517
2023-06-19,0.44028
2023-06-20,0.55035
2023-06-21,1.7061
2023-06-22,0.99064
2023-06-23,15.18987
2023-06-24,23.72041
2023-06-25,7.48486
2023-06-26,7.37479
2023-06-27,4.56796
2023-06-28,3.02696
2023-06-29,3.30214
2023-06-30,4.45789
2023-07-01,3.79746
2023-07-02,3.02696
2023-07-03,2.3115
2023-07-04,1.7061
2023-07-05,3.8525
2023-07-06,2.25646
2023-07-07,1.541
2023-07-08,1.48596
2023-07-09,1.37589
2023-07-10,3.19207
2023-07-11,2.09135
2023-07-12,6.54925
2023-07-13,3.68739
2023-07-14,3.68739
2023-07-15,5.33847
2023-07-16,4.23775
2023-07-17,2.58668
2023-07-18,3.41221
2023-07-19,2.75178
2023-07-20,1.98128
2023-07-21,1.10071
2023-07-22,1.32085
2023-07-23,1.92625
2023-07-24,2.03632
2023-07-25,1.04567
2023-07-26,4.51293
2023-07-27,5.94386
2023-07-28,3.46725
2023-07-29,3.35718
2023-07-30,2.4766
2023-07-31,2.20143
2023-08-01,1.7061
2023-08-02,1.59603
2023-08-03,2.42157
2023-08-04,1.15575
2023-08-05,1.65107
2023-08-06,1.21078
2023-08-07,1.92625
2023-08-08,1.21078
2023-08-09,3.79746
2023-08-10,1.59603
2023-08-11,1.76114
2023-08-12,1.04567
2023-08-13,0.71546
2023-08-14,0.9356
2023-08-15,0.7705
2023-08-16,1.26582
2023-08-17,2.36653
2023-08-18,2.80682
2023-08-19,2.14639
2023-08-20,3.19207
2023-08-21,2.42157
2023-08-22,2.09135
2023-08-23,1.92625
2023-08-24,2.14639
2023-08-25,2.4766
2023-08-26,1.81618
2023-08-27,2.09135
2023-08-28,1.98128
2023-08-29,2.03632
2023-08-30,3.96257
2023-08-31,2.75178
2023-09-01,2.09135
2023-09-02,2.09135
2023-09-03,1.37589
2023-09-04,1.76114
2023-09-05,2.20143
2023-09-06,1.15575
2023-09-07,1.87121
2023-09-08,1.92625
2023-09-09,1.10071
2023-09-10,1.59603
2023-09-11,3.68739
2023-09-12,3.13703
2023-09-13,2.36653
2023-09-14,2.80682
2023-09-15,3.35718
2023-09-16,1.98128
2023-09-17,2.14639
2023-09-18,1.92625
2023-09-19,4.45789
2023-09-20,3.63236
2023-09-21,2.36653
2023-09-22,2.86186
2023-09-23,1.37589
2023-09-24,1.37589
2023-09-25,2.14639
2023-09-26,2.36653
2023-09-27,1.87121
2023-09-28,1.76114
2023-09-29,1.92625
2023-09-30,2.36653
2023-10-01,2.03632
2023-10-02,4.18271
2023-10-03,2.53164
2023-10-04,2.42157
2023-10-05,1.81618
2023-10-06,14.14419
2023-10-07,13.04347
2023-10-08,8.58558
2023-10-09,4.89818
2023-10-10,4.67804
2023-10-11,5.06329
2023-10-12,10.6219
2023-10-13,35.99339
2023-10-14,15.35498
2023-10-15,16.89598
2023-10-16,18.21684
2023-10-17,13.15354
2023-10-18,10.34672
2023-10-19,8.75068
2023-10-20,10.89708
2023-10-21,5.50357
2023-10-22,4.40286
2023-10-23,4.45789
2023-10-24,10.67694
2023-10-25,7.76004
2023-10-26,7.20968
2023-10-27,4.89818
2023-10-28,3.52228
2023-10-29,3.79746
2023-10-30,7.20968
2023-10-31,7.81507
2023-11-01,26.52724
2023-11-02,17.00605
2023-11-03,10.51183
2023-11-04,6.65932
2023-11-05,8.36543
2023-11-06,8.14529
2023-11-07,8.75068
2023-11-08,8.4755
2023-11-09,10.12658
2023-11-10,9.46615
2023-11-11,4.29279
2023-11-12,4.67804
2023-11-13,6.71436
2023-11-14,7.20968
2023-11-15,8.14529
2023-11-16,8.09025
2023-11-17,6.87947
2023-11-18,3.13703
2023-11-19,4.40286
2023-11-20,5.61364
2023-11-21,5.11832
2023-11-22,5.88882
2023-11-23,5.83379
2023-11-24,4.89818
2023-11-25,5.22839
2023-11-26,2.86186
2023-11-27,3.90753
2023-11-28,3.52228
2023-11-29,4.23775
2023-11-30,5.72372
2023-12-01,6.05393
2023-12-02,5.22839
2023-12-03,5.22839
2023-12-04,11.72261
2023-12-05,19.64777
2023-12-06,15.96037
2023-12-07,11.06219
2023-12-08,9.19097
2023-12-09,10.51183
2023-12-10,9.13593
2023-12-11,9.0809
2023-12-12,7.37479
2023-12-13,6.43918
2023-12-14,7.15465
2023-12-15,6.32911
2023-12-16,4.34782
2023-12-17,4.56796
2023-12-18,6.27407
2023-12-19,5.22839
2023-12-20,5.83379
2023-12-21,6.21904
2023-12-22,6.7694
2023-12-23,5.3935
2023-12-24,6.38414
2023-12-25,6.38414
2023-12-26,8.20033
2023-12-27,7.04457
2023-12-28,9.0809
2023-12-29,5.44854
2023-12-30,4.95321
2023-12-31,3.8525
2024-01-01,8.36543
2024-01-02,9.52118
2024-01-03,15.35498
2024-01-04,23.44523
2024-01-05,26.85745
2024-01-06,29.44413
2024-01-07,19.31755
2024-01-08,38.47
2024-01-09,55.42102
2024-01-10,48.21133
2024-01-11,31.15024
2024-01-12,28.39845
2024-01-13,15.46505
2024-01-14,48.98183
2024-01-15,100.0
2024-01-16,77.21518
2024-01-17,36.21353
2024-01-18,34.89268
2024-01-19,30.43478
2024-01-20,21.13373
2024-01-21,21.29884
2024-01-22,22.56466
2024-01-23,23.28013
2024-01-24,18.32691
2024-01-25,13.75894
2024-01-26,9.8514
2024-01-27,11.00715
2024-01-28,10.01651
2024-01-29,13.42872
2024-01-30,12.21794
2024-01-31,10.6219
2024-02-01,12.9334
2024-02-02,11.99779
2024-02-03,7.98018
2024-02-04,7.20968
2024-02-05,8.4755
2024-02-06,7.64997
2024-02-07,6.71436
2024-02-08,9.0809
2024-02-09,7.5399
2024-02-10,6.71436
2024-02-11,9.30104
2024-02-12,9.96147
2024-02-13,13.26362
2024-02-14,23.28013
2024-02-15,29.44413
2024-02-16,27.02256
2024-02-17,13.5388
2024-02-18,12.54815
2024-02-19,14.91469
2024-02-20,12.71326
2024-02-21,11.33736
2024-02-22,9.02586
2024-02-23,8.4755
2024-02-24,10.01651
2024-02-25,9.02586
2024-02-26,10.6219
2024-02-27,18.49201
2024-02-28,14.74958
2024-02-29,18.05173
2024-03-01,17.00605
2024-03-02,20.91359
2024-03-03,19.86791
2024-03-04,19.75784
2024-03-05,21.29884
2024-03-06,23.33516
2024-03-07,18.9323
2024-03-08,17.33626
2024-03-09,15.52008
2024-03-10,18.9323
2024-03-11,16.95101
2024-03-12,32.80132
2024-03-13,20.52834
2024-03-14,13.48376
2024-03-15,13.26362
2024-03-16,9.68629
2024-03-17,10.34672
2024-03-18,11.61254
2024-03-19,10.78701
2024-03-20,11.11722
