date,S&P500선물
2020-09-15,2.49497
2020-09-16,2.17682
2020-09-17,3.08104
2020-09-18,2.34427
2020-09-19,0.53583
2020-09-20,0.10046
2020-09-21,3.04755
2020-09-22,5.00669
2020-09-23,4.05224
2020-09-24,4.65505
2020-09-25,3.8513
2020-09-26,0.66979
2020-09-27,0.23442
2020-09-28,2.82987
2020-09-29,1.99263
2020-09-30,1.59075
2020-10-01,1.84192
2020-10-02,4.62156
2020-10-03,1.18888
2020-10-04,0.41862
2020-10-05,2.86336
2020-10-06,2.44474
2020-10-07,2.79638
2020-10-08,2.07635
2020-10-09,1.54052
2020-10-10,0.50234
2020-10-11,0.48559
2020-10-12,2.29403
2020-10-13,3.48292
2020-10-14,3.16476
2020-10-15,4.35365
2020-10-16,3.63362
2020-10-17,0.58606
2020-10-18,0.11721
2020-10-19,2.27729
2020-10-20,3.34896
2020-10-21,3.08104
2020-10-22,3.26523
2020-10-23,2.82987
2020-10-24,0.75351
2020-10-25,0.1507
2020-10-26,3.60013
2020-10-27,3.73409
2020-10-28,4.85599
2020-10-29,6.14534
2020-10-30,5.92766
2020-10-31,0.85398
2020-11-01,0.4521
2020-11-02,3.98526
2020-11-03,3.86805
2020-11-04,5.34159
2020-11-05,4.98995
2020-11-06,4.65505
2020-11-07,0.83724
2020-11-08,0.46885
2020-11-09,5.89417
2020-11-10,5.70997
2020-11-11,4.53784
2020-11-12,4.002
2020-11-13,3.19825
2020-11-14,0.60281
2020-11-15,0.20093
2020-11-16,2.89685
2020-11-17,3.7006
2020-11-18,2.82987
2020-11-19,3.65036
2020-11-20,3.04755
2020-11-21,0.41862
2020-11-22,0.28466
2020-11-23,2.42799
2020-11-24,2.22705
2020-11-25,2.74614
2020-11-26,2.56195
2020-11-27,1.77494
2020-11-28,0.46885
2020-11-29,0.23442
2020-11-30,2.19356
2020-12-01,1.87541
2020-12-02,1.94239
2020-12-03,1.95914
2020-12-04,1.6075
2020-12-05,0.35164
2020-12-06,0.08372
2020-12-07,1.97588
2020-12-08,3.0643
2020-12-09,1.80843
2020-12-10,2.46148
2020-12-11,1.70797
2020-12-12,0.58606
2020-12-13,0.10046
2020-12-14,2.00937
2020-12-15,2.12659
2020-12-16,2.22705
2020-12-17,2.22705
2020-12-18,1.87541
2020-12-19,0.48559
2020-12-20,0.21768
2020-12-21,3.66711
2020-12-22,3.86805
2020-12-23,3.16476
2020-12-24,2.05961
2020-12-25,0.33489
2020-12-26,0.20093
2020-12-27,0.1507
2020-12-28,2.0931
2020-12-29,1.62424
2020-12-30,1.57401
2020-12-31,0.6363
2021-01-01,0.28466
2021-01-02,0.10046
2021-01-03,0.25117
2021-01-04,1.57401
2021-01-05,2.74614
2021-01-06,4.35365
2021-01-07,2.22705
2021-01-08,1.70797
2021-01-09,0.28466
2021-01-10,0.28466
2021-01-11,3.71734
2021-01-12,3.38245
2021-01-13,2.8801
2021-01-14,3.39919
2021-01-15,2.98057
2021-01-16,0.65304
2021-01-17,0.33489
2021-01-18,2.98057
2021-01-19,3.38245
2021-01-20,3.23174
2021-01-21,3.13127
2021-01-22,3.90154
2021-01-23,1.22237
2021-01-24,0.43536
2021-01-25,2.19356
2021-01-26,3.98526
2021-01-27,4.08573
2021-01-28,7.61888
2021-01-29,6.2793
2021-01-30,1.33958
2021-01-31,0.88747
2021-02-01,5.14065
2021-02-02,4.38713
2021-02-03,3.33221
2021-02-04,4.8225
2021-02-05,3.43268
2021-02-06,0.58606
2021-02-07,0.31815
2021-02-08,2.46148
2021-02-09,3.215
2021-02-10,2.56195
2021-02-11,1.1219
2021-02-12,1.50703
2021-02-13,0.68653
2021-02-14,0.3014
2021-02-15,1.67448
2021-02-16,2.21031
2021-02-17,2.07635
2021-02-18,3.88479
2021-02-19,3.44943
2021-02-20,0.60281
2021-02-21,0.28466
2021-02-22,3.76758
2021-02-23,6.02813
2021-02-24,7.11654
2021-02-25,6.44675
2021-02-26,9.14266
2021-02-27,1.89216
2021-02-28,0.38513
2021-03-01,7.63563
2021-03-02,9.25987
2021-03-03,7.92029
2021-03-04,11.13529
2021-03-05,11.18553
2021-03-06,1.9089
2021-03-07,0.68653
2021-03-08,12.75954
2021-03-09,11.88881
2021-03-10,10.88412
2021-03-11,9.02545
2021-03-12,11.13529
2021-03-13,1.57401
2021-03-14,0.68653
2021-03-15,9.76222
2021-03-16,10.38178
2021-03-17,11.33623
2021-03-18,12.75954
2021-03-19,12.29068
2021-03-20,2.16008
2021-03-21,0.83724
2021-03-22,9.64501
2021-03-23,10.75016
2021-03-24,10.8004
2021-03-25,10.98459
2021-03-26,8.38914
2021-03-27,1.67448
2021-03-28,0.66979
2021-03-29,11.47019
2021-03-30,10.48225
2021-03-31,11.21902
2021-04-01,8.89149
2021-04-02,6.41326
2021-04-03,1.33958
2021-04-04,0.68653
2021-04-05,8.92498
2021-04-06,9.92967
2021-04-07,8.65706
2021-04-08,7.61888
2021-04-09,7.21701
2021-04-10,1.2726
2021-04-11,0.61955
2021-04-12,7.2505
2021-04-13,8.13797
2021-04-14,7.38446
2021-04-15,6.63094
2021-04-16,6.74815
2021-04-17,0.98794
2021-04-18,0.28466
2021-04-19,6.64768
2021-04-20,6.98258
2021-04-21,9.3436
2021-04-22,8.59008
2021-04-23,7.56865
2021-04-24,0.95445
2021-04-25,0.13395
2021-04-26,6.39651
2021-04-27,6.37977
2021-04-28,8.50636
2021-04-29,7.71935
2021-04-30,7.30073
2021-05-01,0.85398
2021-05-02,0.26791
2021-05-03,5.89417
2021-05-04,6.74815
2021-05-05,6.7649
2021-05-06,7.36771
2021-05-07,5.9444
2021-05-08,1.22237
2021-05-09,0.3014
2021-05-10,6.56396
2021-05-11,12.00602
2021-05-12,15.08707
2021-05-13,18.72069
2021-05-14,9.41058
2021-05-15,1.32283
2021-05-16,0.6363
2021-05-17,10.81714
2021-05-18,8.08774
2021-05-19,9.51105
2021-05-20,13.07769
2021-05-21,8.80776
2021-05-22,2.37776
2021-05-23,1.38981
2021-05-24,11.30274
2021-05-25,10.09711
2021-05-26,11.31949
2021-05-27,12.08975
2021-05-28,8.69055
2021-05-29,1.57401
2021-05-30,0.787
2021-05-31,6.81513
2021-06-01,8.77427
2021-06-02,9.36034
2021-06-03,10.66644
2021-06-04,10.04688
2021-06-05,1.62424
2021-06-06,0.85398
2021-06-07,11.60415
2021-06-08,10.16409
2021-06-09,9.20964
2021-06-10,9.44407
2021-06-11,7.21701
2021-06-12,1.87541
2021-06-13,0.51908
2021-06-14,7.66912
2021-06-15,9.02545
2021-06-16,9.42732
2021-06-17,11.23576
2021-06-18,8.69055
2021-06-19,1.84192
2021-06-20,0.83724
2021-06-21,14.13261
2021-06-22,12.96048
2021-06-23,11.31949
2021-06-24,10.26456
2021-06-25,10.21433
2021-06-26,1.80843
2021-06-27,0.98794
2021-06-28,10.90087
2021-06-29,10.96784
2021-06-30,10.93436
2021-07-01,9.77896
2021-07-02,8.65706
2021-07-03,1.82518
2021-07-04,0.58606
2021-07-05,7.81982
2021-07-06,10.64969
2021-07-07,10.16409
2021-07-08,17.04621
2021-07-09,16.5941
2021-07-10,2.44474
2021-07-11,0.61955
2021-07-12,15.10381
2021-07-13,13.58004
2021-07-14,13.64701
2021-07-15,12.79303
2021-07-16,12.5586
2021-07-17,1.84192
2021-07-18,0.70328
2021-07-19,21.31614
2021-07-20,24.41393
2021-07-21,21.63429
2021-07-22,17.26389
2021-07-23,13.17816
2021-07-24,1.95914
2021-07-25,0.73677
2021-07-26,17.64902
2021-07-27,17.49832
2021-07-28,18.41929
2021-07-29,15.89082
2021-07-30,17.64902
2021-07-31,2.37776
2021-08-01,1.02143
2021-08-02,13.8647
2021-08-03,16.94574
2021-08-04,18.11788
2021-08-05,15.94105
2021-08-06,15.35498
2021-08-07,2.37776
2021-08-08,1.10515
2021-08-09,15.75686
2021-08-10,16.4434
2021-08-11,16.1085
2021-08-12,15.07032
2021-08-13,12.45813
2021-08-14,2.22705
2021-08-15,0.60281
2021-08-16,11.82183
2021-08-17,17.81647
2021-08-18,16.52712
2021-08-19,27.93034
2021-08-20,21.34963
2021-08-21,2.32752
2021-08-22,0.88747
2021-08-23,15.85733
2021-08-24,17.51507
2021-08-25,17.78298
2021-08-26,18.06764
2021-08-27,16.40991
2021-08-28,2.31078
2021-08-29,0.6363
2021-08-30,13.96517
2021-08-31,18.6872
2021-09-01,16.05827
2021-09-02,16.91225
2021-09-03,13.56329
2021-09-04,2.02612
2021-09-05,0.66979
2021-09-06,13.02746
2021-09-07,15.42196
2021-09-08,17.21366
2021-09-09,16.57736
2021-09-10,13.78097
2021-09-11,2.52846
2021-09-12,0.88747
2021-09-13,17.02947
2021-09-14,17.91694
2021-09-15,16.30944
2021-09-16,15.97454
2021-09-17,13.32886
2021-09-18,3.16476
2021-09-19,0.88747
2021-09-20,13.11118
2021-09-21,21.24916
2021-09-22,20.91426
2021-09-23,19.67515
2021-09-24,19.79236
2021-09-25,3.13127
2021-09-26,1.1219
2021-09-27,16.32618
2021-09-28,25.92096
2021-09-29,29.88948
2021-09-30,20.2947
2021-10-01,25.31815
2021-10-02,4.21969
2021-10-03,1.23911
2021-10-04,27.67916
2021-10-05,32.21701
2021-10-06,34.04219
2021-10-07,23.24179
2021-10-08,22.83991
2021-10-09,3.24849
2021-10-10,1.18888
2021-10-11,21.24916
2021-10-12,25.83724
2021-10-13,22.48827
2021-10-14,17.716
2021-10-15,17.02947
2021-10-16,2.61219
2021-10-17,1.50703
2021-10-18,22.05291
2021-10-19,20.51239
2021-10-20,21.88546
2021-10-21,19.8091
2021-10-22,18.46952
2021-10-23,2.5787
2021-10-24,0.95445
2021-10-25,19.44072
2021-10-26,17.58204
2021-10-27,18.51975
2021-10-28,19.29002
2021-10-29,20.79705
2021-10-30,2.91359
2021-10-31,0.95445
2021-11-01,16.99598
2021-11-02,21.18218
2021-11-03,21.7515
2021-11-04,20.01004
2021-11-05,19.08908
2021-11-06,3.08104
2021-11-07,0.97119
2021-11-08,23.6939
2021-11-09,20.89752
2021-11-10,24.22973
2021-11-11,25.11721
2021-11-12,19.72538
2021-11-13,2.91359
2021-11-14,1.13864
2021-11-15,18.63697
2021-11-16,22.37106
2021-11-17,17.88345
2021-11-18,19.67515
2021-11-19,18.6872
2021-11-20,3.08104
2021-11-21,0.83724
2021-11-22,17.88345
2021-11-23,21.66778
2021-11-24,20.67983
2021-11-25,16.42665
2021-11-26,41.46014
2021-11-27,6.19557
2021-11-28,2.3945
2021-11-29,48.49296
2021-11-30,67.18017
2021-12-01,48.62692
2021-12-02,54.38713
2021-12-03,40.42196
2021-12-04,6.71466
2021-12-05,2.56195
2021-12-06,46.68452
2021-12-07,39.18285
2021-12-08,40.17079
2021-12-09,35.03014
2021-12-10,30.42531
2021-12-11,4.50435
2021-12-12,1.67448
2021-12-13,31.66443
2021-12-14,42.33087
2021-12-15,39.33355
2021-12-16,32.80308
2021-12-17,34.15941
2021-12-18,5.22438
2021-12-19,1.55726
2021-12-20,51.20562
2021-12-21,43.87139
2021-12-22,43.30207
2021-12-23,32.16677
2021-12-24,13.99866
2021-12-25,2.16008
2021-12-26,1.57401
2021-12-27,27.98057
2021-12-28,31.69792
2021-12-29,27.42799
2021-12-30,22.62223
2021-12-31,15.02009
2022-01-01,3.23174
2022-01-02,1.80843
2022-01-03,26.67448
2022-01-04,28.34896
2022-01-05,34.0087
2022-01-06,54.85599
2022-01-07,34.9799
2022-01-08,5.00669
2022-01-09,2.46148
2022-01-10,49.74882
2022-01-11,41.82853
2022-01-12,33.87474
2022-01-13,31.36302
2022-01-14,33.92498
2022-01-15,4.93971
2022-01-16,1.84192
2022-01-17,27.56195
2022-01-18,57.21701
2022-01-19,56.14534
2022-01-20,42.88345
2022-01-21,54.47086
2022-01-22,8.05425
2022-01-23,3.01406
2022-01-24,85.08037
2022-01-25,82.11654
2022-01-26,70.56262
2022-01-27,81.1286
2022-01-28,54.98995
2022-01-29,7.92029
2022-01-30,2.3945
2022-01-31,35.03014
2022-02-01,39.04889
2022-02-02,43.70395
2022-02-03,76.25586
2022-02-04,61.70462
2022-02-05,9.84594
2022-02-06,4.08573
2022-02-07,60.8004
2022-02-08,53.88479
2022-02-09,43.36905
2022-02-10,53.56664
2022-02-11,53.08104
2022-02-12,9.59477
2022-02-13,3.41594
2022-02-14,82.08305
2022-02-15,75.85398
2022-02-16,65.12056
2022-02-17,69.29002
2022-02-18,56.36302
2022-02-19,8.40589
2022-02-20,3.0643
2022-02-21,51.44005
2022-02-22,86.53717
2022-02-23,61.63764
2022-02-24,91.46014
2022-02-25,72.63898
2022-02-26,10.3148
2022-02-27,4.45411
2022-02-28,71.50033
2022-03-01,52.64567
2022-03-02,62.54186
2022-03-03,54.60482
2022-03-04,56.73141
2022-03-05,7.95378
2022-03-06,2.89685
2022-03-07,64.66845
2022-03-08,70.6296
2022-03-09,45.91426
2022-03-10,58.64032
2022-03-11,54.42062
2022-03-12,8.18821
2022-03-13,3.29872
2022-03-14,67.81647
2022-03-15,59.15941
2022-03-16,55.34159
2022-03-17,64.3503
2022-03-18,46.28265
2022-03-19,7.60214
2022-03-20,3.215
2022-03-21,56.22906
2022-03-22,51.25586
2022-03-23,48.79437
2022-03-24,50.66979
2022-03-25,41.54387
2022-03-26,6.2793
2022-03-27,2.86336
2022-03-28,50.20093
2022-03-29,45.91426
2022-03-30,42.58204
2022-03-31,42.61553
2022-04-01,38.06095
2022-04-02,5.86068
2022-04-03,2.21031
2022-04-04,40.22103
2022-04-05,37.02277
2022-04-06,48.49296
2022-04-07,59.09243
2022-04-08,43.00066
2022-04-09,5.77695
2022-04-10,2.10984
2022-04-11,49.8158
2022-04-12,59.96316
2022-04-13,51.18888
2022-04-14,47.58874
2022-04-15,18.97186
2022-04-16,2.36101
2022-04-17,1.50703
2022-04-18,46.78499
2022-04-19,43.98861
2022-04-20,44.1728
2022-04-21,37.52511
2022-04-22,39.9866
2022-04-23,6.73141
2022-04-24,2.42799
2022-04-25,60.04688
2022-04-26,50.83724
2022-04-27,66.54387
2022-04-28,54.52109
2022-04-29,50.83724
2022-04-30,6.78164
2022-05-01,2.77963
2022-05-02,56.79839
2022-05-03,51.17213
2022-05-04,38.69725
2022-05-05,36.9223
2022-05-06,57.46818
2022-05-07,6.59745
2022-05-08,2.46148
2022-05-09,70.06028
2022-05-10,78.48292
2022-05-11,78.93503
2022-05-12,85.4655
2022-05-13,54.40388
2022-05-14,7.51841
2022-05-15,2.54521
2022-05-16,68.60348
2022-05-17,54.35365
2022-05-18,63.27863
2022-05-19,83.77427
2022-05-20,53.88479
2022-05-21,8.60683
2022-05-22,2.91359
2022-05-23,55.54253
2022-05-24,68.80442
2022-05-25,63.81446
2022-05-26,62.19022
2022-05-27,54.8225
2022-05-28,6.98258
2022-05-29,2.47823
2022-05-30,53.8513
2022-05-31,66.05827
2022-06-01,41.66108
2022-06-02,55.40857
2022-06-03,47.10314
2022-06-04,6.56396
2022-06-05,2.42799
2022-06-06,38.74748
2022-06-07,53.13127
2022-06-08,45.57937
2022-06-09,47.11989
2022-06-10,54.43737
2022-06-11,6.73141
2022-06-12,3.215
2022-06-13,79.11922
2022-06-14,94.5077
2022-06-15,74.19624
2022-06-16,97.95713
2022-06-17,79.4876
2022-06-18,9.29336
2022-06-19,4.06898
2022-06-20,66.07501
2022-06-21,68.5365
2022-06-22,82.85331
2022-06-23,80.59276
2022-06-24,61.20227
2022-06-25,9.07568
2022-06-26,3.33221
2022-06-27,75.40187
2022-06-28,68.83791
2022-06-29,69.79236
2022-06-30,72.53851
2022-07-01,66.94574
2022-07-02,8.08774
2022-07-03,2.67916
2022-07-04,55.87742
2022-07-05,76.6075
2022-07-06,70.02679
2022-07-07,56.11185
2022-07-08,61.63764
2022-07-09,7.2505
2022-07-10,2.93034
2022-07-11,56.68117
2022-07-12,64.88613
2022-07-13,71.98593
2022-07-14,70.9645
2022-07-15,59.62826
2022-07-16,6.37977
2022-07-17,2.37776
2022-07-18,55.25787
2022-07-19,60.51574
2022-07-20,65.28801
2022-07-21,62.87675
2022-07-22,56.19557
2022-07-23,6.79839
2022-07-24,2.14333
2022-07-25,54.8225
2022-07-26,49.79906
2022-07-27,55.4588
2022-07-28,56.29604
2022-07-29,50.83724
2022-07-30,6.7649
2022-07-31,2.51172
2022-08-01,52.49497
2022-08-02,55.25787
2022-08-03,55.60951
2022-08-04,53.75083
2022-08-05,50.75351
2022-08-06,6.24581
2022-08-07,2.3945
2022-08-08,48.87809
2022-08-09,51.69122
2022-08-10,58.17146
2022-08-11,56.56396
2022-08-12,45.04353
2022-08-13,6.17883
2022-08-14,2.29403
2022-08-15,39.73543
2022-08-16,50.03348
2022-08-17,53.65036
2022-08-18,51.52377
2022-08-19,48.24179
2022-08-20,5.74346
2022-08-21,2.10984
2022-08-22,55.04018
2022-08-23,64.75217
2022-08-24,55.50904
2022-08-25,53.96851
2022-08-26,51.69122
2022-08-27,7.92029
2022-08-28,2.16008
2022-08-29,75.31815
2022-08-30,63.26188
2022-08-31,65.79035
2022-09-01,65.28801
2022-09-02,64.38379
2022-09-03,8.07099
2022-09-04,2.62893
2022-09-05,53.16476
2022-09-06,59.15941
2022-09-07,62.17347
2022-09-08,48.09109
2022-09-09,30.22438
2022-09-10,6.86537
2022-09-11,3.13127
2022-09-12,43.82116
2022-09-13,70.22772
2022-09-14,73.00736
2022-09-15,60.28131
2022-09-16,53.08104
2022-09-17,7.56865
2022-09-18,2.64567
2022-09-19,58.62357
2022-09-20,52.61219
2022-09-21,57.33422
2022-09-22,64.46751
2022-09-23,57.85331
2022-09-24,7.80308
2022-09-25,2.36101
2022-09-26,81.66443
2022-09-27,72.43804
2022-09-28,87.64233
2022-09-29,81.9156
2022-09-30,71.81848
2022-10-01,8.05425
2022-10-02,2.91359
2022-10-03,73.74413
2022-10-04,68.33556
2022-10-05,79.21969
2022-10-06,74.1795
2022-10-07,61.78834
2022-10-08,8.20495
2022-10-09,2.96383
2022-10-10,69.23978
2022-10-11,86.47019
2022-10-12,75.13395
2022-10-13,100.0
2022-10-14,82.38446
2022-10-15,9.77896
2022-10-16,3.11453
2022-10-17,67.79973
2022-10-18,77.52846
2022-10-19,80.04018
2022-10-20,75.90421
2022-10-21,63.99866
2022-10-22,8.95847
2022-10-23,2.46148
2022-10-24,75.56932
2022-10-25,66.67782
2022-10-26,80.25787
2022-10-27,71.14869
2022-10-28,61.73811
2022-10-29,7.8868
2022-10-30,2.21031
2022-10-31,63.51306
2022-11-01,61.55391
2022-11-02,61.95579
2022-11-03,73.74413
2022-11-04,58.80776
2022-11-05,7.81982
2022-11-06,2.36101
2022-11-07,66.929
2022-11-08,57.71935
2022-11-09,63.36235
2022-11-10,62.073
2022-11-11,60.36503
2022-11-12,9.17615
2022-11-13,2.66242
2022-11-14,57.70261
2022-11-15,60.58271
2022-11-16,61.00133
2022-11-17,58.3724
2022-11-18,51.79169
2022-11-19,6.36302
2022-11-20,1.94239
2022-11-21,45.74681
2022-11-22,45.7803
2022-11-23,43.56999
2022-11-24,35.21433
2022-11-25,33.67381
2022-11-26,5.89417
2022-11-27,1.55726
2022-11-28,37.77628
2022-11-29,40.40522
2022-11-30,34.44407
2022-12-01,40.03683
2022-12-02,34.32685
2022-12-03,5.39182
2022-12-04,2.02612
2022-12-05,34.44407
2022-12-06,43.30207
2022-12-07,44.18955
2022-12-08,39.53449
2022-12-09,35.24782
2022-12-10,6.07836
2022-12-11,1.52377
2022-12-12,36.25251
2022-12-13,48.19156
2022-12-14,42.14668
2022-12-15,49.93302
2022-12-16,46.86872
2022-12-17,6.54722
2022-12-18,1.67448
2022-12-19,38.74748
2022-12-20,52.52846
2022-12-21,45.24447
2022-12-22,41.32618
2022-12-23,44.54119
2022-12-24,6.19557
2022-12-25,1.64099
2022-12-26,15.02009
2022-12-27,38.94842
2022-12-28,36.25251
2022-12-29,34.31011
2022-12-30,27.93034
2022-12-31,4.93971
2023-01-01,1.52377
2023-01-02,16.5941
2023-01-03,50.46885
2023-01-04,44.00535
2023-01-05,45.01004
2023-01-06,40.84058
2023-01-07,6.61419
2023-01-08,1.64099
2023-01-09,40.25452
2023-01-10,44.3235
2023-01-11,41.97923
2023-01-12,51.32283
2023-01-13,43.78767
2023-01-14,7.50167
2023-01-15,1.74146
2023-01-16,34.64501
2023-01-17,46.06496
2023-01-18,42.02947
2023-01-19,44.5077
2023-01-20,34.67849
2023-01-21,5.69323
2023-01-22,1.6075
2023-01-23,13.16141
2023-01-24,15.37173
2023-01-25,22.65572
2023-01-26,18.80442
2023-01-27,15.68988
2023-01-28,2.44474
2023-01-29,1.03817
2023-01-30,16.82853
2023-01-31,16.57736
2023-02-01,15.79035
2023-02-02,17.58204
2023-02-03,17.39785
2023-02-04,2.44474
2023-02-05,0.98794
2023-02-06,17.09645
2023-02-07,16.71131
2023-02-08,15.33824
2023-02-09,15.1373
2023-02-10,14.61821
2023-02-11,2.49497
2023-02-12,0.83724
2023-02-13,14.38379
2023-02-14,21.41661
2023-02-15,22.32083
2023-02-16,21.81848
2023-02-17,22.13663
2023-02-18,3.3657
2023-02-19,0.80375
2023-02-20,17.21366
2023-02-21,22.99062
2023-02-22,27.96383
2023-02-23,24.09578
2023-02-24,23.42598
2023-02-25,3.66711
2023-02-26,0.95445
2023-02-27,24.94976
2023-02-28,20.44541
2023-03-01,18.41929
2023-03-02,26.20562
2023-03-03,18.75418
2023-03-04,3.38245
2023-03-05,0.80375
2023-03-06,21.28265
2023-03-07,20.01004
2023-03-08,22.89015
2023-03-09,23.12458
2023-03-10,28.83456
2023-03-11,4.38713
2023-03-12,1.52377
2023-03-13,57.18352
2023-03-14,48.94507
2023-03-15,48.66041
2023-03-16,41.14199
2023-03-17,29.45411
2023-03-18,4.1862
2023-03-19,1.6075
2023-03-20,44.89283
2023-03-21,33.35565
2023-03-22,34.36034
2023-03-23,39.73543
2023-03-24,32.66912
2023-03-25,4.50435
2023-03-26,1.44005
2023-03-27,30.09042
2023-03-28,31.2793
2023-03-29,29.9732
2023-03-30,28.93503
2023-03-31,24.43067
2023-04-01,3.95177
2023-04-02,0.90421
2023-04-03,29.90622
2023-04-04,28.58338
2023-04-05,27.02612
2023-04-06,30.07367
2023-04-07,19.49095
2023-04-08,3.76758
2023-04-09,1.45679
2023-04-10,25.48559
2023-04-11,24.8158
2023-04-12,26.62424
2023-04-13,22.85666
2023-04-14,19.08908
2023-04-15,3.0643
2023-04-16,1.00468
2023-04-17,21.23241
2023-04-18,22.22036
2023-04-19,23.00736
2023-04-20,25.26791
2023-04-21,21.90221
2023-04-22,3.04755
2023-04-23,0.80375
2023-04-24,21.31614
2023-04-25,22.73945
2023-04-26,27.99732
2023-04-27,23.50971
2023-04-28,20.144
2023-04-29,2.47823
2023-04-30,0.90421
2023-05-01,16.97923
2023-05-02,19.15606
2023-05-03,21.39986
2023-05-04,23.359
2023-05-05,14.96985
2023-05-06,3.68385
2023-05-07,1.07166
2023-05-08,22.06965
2023-05-09,22.90689
2023-05-10,26.32283
2023-05-11,23.79437
2023-05-12,19.79236
2023-05-13,3.08104
2023-05-14,1.07166
2023-05-15,21.2659
2023-05-16,21.08171
2023-05-17,21.31614
2023-05-18,22.37106
2023-05-19,20.31145
2023-05-20,3.33221
2023-05-21,0.82049
2023-05-22,20.98124
2023-05-23,24.04554
2023-05-24,24.1795
2023-05-25,33.5231
2023-05-26,21.21567
2023-05-27,3.23174
2023-05-28,1.23911
2023-05-29,15.79035
2023-05-30,28.49966
