date,좌담회
2020-07-22,25.67353
2020-07-23,26.46592
2020-07-24,19.33438
2020-07-25,9.19175
2020-07-26,9.19175
2020-07-27,21.71156
2020-07-28,24.24722
2020-07-29,23.29635
2020-07-30,26.46592
2020-07-31,31.0618
2020-08-01,12.5198
2020-08-02,9.98415
2020-08-03,18.38351
2020-08-04,24.4057
2020-08-05,29.95245
2020-08-06,26.30744
2020-08-07,23.61331
2020-08-08,13.94611
2020-08-09,13.78763
2020-08-10,22.02852
2020-08-11,26.46592
2020-08-12,29.31854
2020-08-13,28.20919
2020-08-14,19.65134
2020-08-15,11.72741
2020-08-16,12.04437
2020-08-17,11.25198
2020-08-18,23.13787
2020-08-19,22.66244
2020-08-20,22.187
2020-08-21,16.95721
2020-08-22,11.41045
2020-08-23,9.50871
2020-08-24,19.9683
2020-08-25,20.60221
2020-08-26,19.80982
2020-08-27,17.7496
2020-08-28,18.54199
2020-08-29,10.3011
2020-08-30,8.71632
2020-08-31,17.59112
2020-09-01,17.90808
2020-09-02,18.70047
2020-09-03,21.55309
2020-09-04,21.39461
2020-09-05,12.04437
2020-09-06,11.41045
2020-09-07,22.187
2020-09-08,19.9683
2020-09-09,25.99049
2020-09-10,20.12678
2020-09-11,18.54199
2020-09-12,16.48177
2020-09-13,11.56893
2020-09-14,19.01743
2020-09-15,28.68462
2020-09-16,25.99049
2020-09-17,26.30744
2020-09-18,27.73375
2020-09-19,11.56893
2020-09-20,13.62916
2020-09-21,24.88114
2020-09-22,18.06656
2020-09-23,16.48177
2020-09-24,24.24722
2020-09-25,17.7496
2020-09-26,10.45958
2020-09-27,7.60697
2020-09-28,16.16481
2020-09-29,12.04437
2020-09-30,8.0824
2020-10-01,3.32805
2020-10-02,4.59587
2020-10-03,6.33914
2020-10-04,7.92393
2020-10-05,19.49286
2020-10-06,22.66244
2020-10-07,26.94136
2020-10-08,20.76069
2020-10-09,12.36133
2020-10-10,10.14263
2020-10-11,12.36133
2020-10-12,23.61331
2020-10-13,25.51505
2020-10-14,25.03961
2020-10-15,19.9683
2020-10-16,19.33438
2020-10-17,10.14263
2020-10-18,12.67828
2020-10-19,23.13787
2020-10-20,23.29635
2020-10-21,26.78288
2020-10-22,28.52614
2020-10-23,25.19809
2020-10-24,12.36133
2020-10-25,12.67828
2020-10-26,24.4057
2020-10-27,29.00158
2020-10-28,29.31854
2020-10-29,26.94136
2020-10-30,27.09984
2020-10-31,12.67828
2020-11-01,16.48177
2020-11-02,37.7179
2020-11-03,37.08399
2020-11-04,26.14896
2020-11-05,26.14896
2020-11-06,27.41679
2020-11-07,18.70047
2020-11-08,19.65134
2020-11-09,29.47702
2020-11-10,28.20919
2020-11-11,26.94136
2020-11-12,24.24722
2020-11-13,20.12678
2020-11-14,14.58003
2020-11-15,14.89698
2020-11-16,42.1553
2020-11-17,39.77812
2020-11-18,40.25356
2020-11-19,41.04595
2020-11-20,23.93026
2020-11-21,35.65768
2020-11-22,15.5309
2020-11-23,22.02852
2020-11-24,26.94136
2020-11-25,27.57527
2020-11-26,29.47702
2020-11-27,27.09984
2020-11-28,16.64025
2020-11-29,12.99524
2020-11-30,31.22028
2020-12-01,21.71156
2020-12-02,25.19809
2020-12-03,25.67353
2020-12-04,22.97939
2020-12-05,14.58003
2020-12-06,17.90808
2020-12-07,25.03961
2020-12-08,32.17115
2020-12-09,28.68462
2020-12-10,28.05071
2020-12-11,20.12678
2020-12-12,11.88589
2020-12-13,14.42155
2020-12-14,20.44374
2020-12-15,23.13787
2020-12-16,20.91917
2020-12-17,20.28526
2020-12-18,17.7496
2020-12-19,9.82567
2020-12-20,11.25198
2020-12-21,19.49286
2020-12-22,22.97939
2020-12-23,14.58003
2020-12-24,13.3122
2020-12-25,9.19175
2020-12-26,9.35023
2020-12-27,11.25198
2020-12-28,22.34548
2020-12-29,19.9683
2020-12-30,24.24722
2020-12-31,17.90808
2021-01-01,17.43264
2021-01-02,16.95721
2021-01-03,20.44374
2021-01-04,31.53724
2021-01-05,23.29635
2021-01-06,28.36767
2021-01-07,30.26941
2021-01-08,25.19809
2021-01-09,14.42155
2021-01-10,17.27416
2021-01-11,20.91917
2021-01-12,26.30744
2021-01-13,27.89223
2021-01-14,27.73375
2021-01-15,22.82091
2021-01-16,16.00633
2021-01-17,13.47068
2021-01-18,33.2805
2021-01-19,26.78288
2021-01-20,25.99049
2021-01-21,20.12678
2021-01-22,20.28526
2021-01-23,14.42155
2021-01-24,13.3122
2021-01-25,23.61331
2021-01-26,22.97939
2021-01-27,25.51505
2021-01-28,25.67353
2021-01-29,24.4057
2021-01-30,14.73851
2021-01-31,13.3122
2021-02-01,26.46592
2021-02-02,26.14896
2021-02-03,28.20919
2021-02-04,27.25832
2021-02-05,32.96354
2021-02-06,20.44374
2021-02-07,12.36133
2021-02-08,21.07765
2021-02-09,19.01743
2021-02-10,15.37242
2021-02-11,7.60697
2021-02-12,12.20285
2021-02-13,12.99524
2021-02-14,12.5198
2021-02-15,23.77179
2021-02-16,28.36767
2021-02-17,22.187
2021-02-18,26.94136
2021-02-19,21.55309
2021-02-20,17.43264
2021-02-21,15.84786
2021-02-22,28.05071
2021-02-23,25.35657
2021-02-24,26.94136
2021-02-25,21.07765
2021-02-26,21.07765
2021-02-27,13.94611
2021-02-28,16.00633
2021-03-01,18.70047
2021-03-02,30.26941
2021-03-03,28.20919
2021-03-04,30.74484
2021-03-05,25.83201
2021-03-06,16.16481
2021-03-07,14.42155
2021-03-08,27.89223
2021-03-09,24.72266
2021-03-10,24.08874
2021-03-11,23.13787
2021-03-12,23.77179
2021-03-13,13.15372
2021-03-14,16.48177
2021-03-15,19.80982
2021-03-16,26.78288
2021-03-17,22.82091
2021-03-18,20.12678
2021-03-19,25.19809
2021-03-20,14.10459
2021-03-21,14.58003
2021-03-22,27.09984
2021-03-23,23.13787
2021-03-24,27.89223
2021-03-25,21.39461
2021-03-26,21.55309
2021-03-27,11.88589
2021-03-28,12.36133
2021-03-29,19.17591
2021-03-30,20.28526
2021-03-31,21.87004
2021-04-01,21.39461
2021-04-02,23.61331
2021-04-03,11.0935
2021-04-04,11.25198
2021-04-05,20.91917
2021-04-06,25.99049
2021-04-07,29.00158
2021-04-08,26.78288
2021-04-09,19.33438
2021-04-10,10.77654
2021-04-11,12.83676
2021-04-12,22.187
2021-04-13,25.51505
2021-04-14,31.37876
2021-04-15,26.30744
2021-04-16,25.67353
2021-04-17,17.11568
2021-04-18,12.67828
2021-04-19,32.32963
2021-04-20,24.56418
2021-04-21,25.67353
2021-04-22,21.07765
2021-04-23,22.97939
2021-04-24,9.82567
2021-04-25,10.45958
2021-04-26,23.77179
2021-04-27,24.08874
2021-04-28,23.77179
2021-04-29,17.90808
2021-04-30,19.49286
2021-05-01,10.3011
2021-05-02,9.35023
2021-05-03,17.90808
2021-05-04,18.22503
2021-05-05,10.3011
2021-05-06,18.54199
2021-05-07,17.11568
2021-05-08,10.45958
2021-05-09,11.41045
2021-05-10,19.01743
2021-05-11,20.44374
2021-05-12,19.17591
2021-05-13,19.9683
2021-05-14,19.65134
2021-05-15,9.19175
2021-05-16,7.29001
2021-05-17,18.06656
2021-05-18,23.45483
2021-05-19,11.41045
2021-05-20,22.66244
2021-05-21,19.33438
2021-05-22,13.47068
2021-05-23,13.94611
2021-05-24,18.70047
2021-05-25,27.57527
2021-05-26,20.44374
2021-05-27,19.9683
2021-05-28,21.07765
2021-05-29,10.61806
2021-05-30,12.20285
2021-05-31,20.44374
2021-06-01,27.89223
2021-06-02,23.61331
2021-06-03,21.39461
2021-06-04,18.22503
2021-06-05,6.81458
2021-06-06,13.15372
2021-06-07,22.187
2021-06-08,27.09984
2021-06-09,24.56418
2021-06-10,18.70047
2021-06-11,27.09984
2021-06-12,15.05546
2021-06-13,11.0935
2021-06-14,23.93026
2021-06-15,26.78288
2021-06-16,27.73375
2021-06-17,24.88114
2021-06-18,21.07765
2021-06-19,10.45958
2021-06-20,12.04437
2021-06-21,23.77179
2021-06-22,28.52614
2021-06-23,22.50396
2021-06-24,25.35657
2021-06-25,18.06656
2021-06-26,10.45958
2021-06-27,10.3011
2021-06-28,21.07765
2021-06-29,19.17591
2021-06-30,17.7496
2021-07-01,17.43264
2021-07-02,17.43264
2021-07-03,8.24088
2021-07-04,10.45958
2021-07-05,23.13787
2021-07-06,23.29635
2021-07-07,21.23613
2021-07-08,20.12678
2021-07-09,17.27416
2021-07-10,8.0824
2021-07-11,13.15372
2021-07-12,18.22503
2021-07-13,16.79873
2021-07-14,20.44374
2021-07-15,17.90808
2021-07-16,15.5309
2021-07-17,7.60697
2021-07-18,9.35023
2021-07-19,19.01743
2021-07-20,20.91917
2021-07-21,16.79873
2021-07-22,15.37242
2021-07-23,19.01743
2021-07-24,8.8748
2021-07-25,9.03328
2021-07-26,16.32329
2021-07-27,18.22503
2021-07-28,21.39461
2021-07-29,20.12678
2021-07-30,18.38351
2021-07-31,12.67828
2021-08-01,14.73851
2021-08-02,16.64025
2021-08-03,22.82091
2021-08-04,24.72266
2021-08-05,24.4057
2021-08-06,19.80982
2021-08-07,8.55784
2021-08-08,15.21394
2021-08-09,20.91917
2021-08-10,20.91917
2021-08-11,21.87004
2021-08-12,22.97939
2021-08-13,19.80982
2021-08-14,11.25198
2021-08-15,14.26307
2021-08-16,19.49286
2021-08-17,27.25832
2021-08-18,19.9683
2021-08-19,23.77179
2021-08-20,20.28526
2021-08-21,11.41045
2021-08-22,8.71632
2021-08-23,20.44374
2021-08-24,18.38351
2021-08-25,22.02852
2021-08-26,19.49286
2021-08-27,16.95721
2021-08-28,7.92393
2021-08-29,10.61806
2021-08-30,21.87004
2021-08-31,16.16481
2021-09-01,20.28526
2021-09-02,22.187
2021-09-03,16.00633
2021-09-04,9.35023
2021-09-05,9.03328
2021-09-06,20.91917
2021-09-07,24.08874
2021-09-08,18.38351
2021-09-09,21.87004
2021-09-10,15.84786
2021-09-11,8.8748
2021-09-12,10.45958
2021-09-13,21.23613
2021-09-14,20.12678
2021-09-15,20.60221
2021-09-16,21.71156
2021-09-17,14.10459
2021-09-18,5.8637
2021-09-19,6.02218
2021-09-20,6.33914
2021-09-21,7.29001
2021-09-22,6.97305
2021-09-23,15.5309
2021-09-24,20.91917
2021-09-25,9.98415
2021-09-26,9.82567
2021-09-27,26.14896
2021-09-28,24.24722
2021-09-29,23.45483
2021-09-30,18.06656
2021-10-01,18.70047
2021-10-02,9.50871
2021-10-03,10.14263
2021-10-04,11.88589
2021-10-05,23.13787
2021-10-06,21.07765
2021-10-07,22.82091
2021-10-08,17.59112
2021-10-09,12.83676
2021-10-10,14.42155
2021-10-11,11.41045
2021-10-12,23.93026
2021-10-13,32.01267
2021-10-14,21.07765
2021-10-15,19.01743
2021-10-16,11.72741
2021-10-17,10.93502
2021-10-18,26.14896
2021-10-19,28.8431
2021-10-20,28.68462
2021-10-21,26.46592
2021-10-22,21.39461
2021-10-23,13.78763
2021-10-24,11.56893
2021-10-25,23.29635
2021-10-26,19.17591
2021-10-27,28.68462
2021-10-28,27.25832
2021-10-29,17.27416
2021-10-30,12.36133
2021-10-31,10.77654
2021-11-01,23.45483
2021-11-02,27.73375
2021-11-03,27.57527
2021-11-04,21.71156
2021-11-05,18.85895
2021-11-06,12.83676
2021-11-07,8.71632
2021-11-08,21.55309
2021-11-09,23.93026
2021-11-10,28.20919
2021-11-11,26.30744
2021-11-12,32.64659
2021-11-13,24.24722
2021-11-14,20.76069
2021-11-15,31.0618
2021-11-16,26.46592
2021-11-17,26.6244
2021-11-18,29.31854
2021-11-19,24.4057
2021-11-20,12.99524
2021-11-21,17.90808
2021-11-22,30.90332
2021-11-23,36.45007
2021-11-24,29.63549
2021-11-25,32.32963
2021-11-26,31.69572
2021-11-27,19.01743
2021-11-28,26.6244
2021-11-29,35.18225
2021-11-30,33.12202
2021-12-01,36.45007
2021-12-02,36.2916
2021-12-03,29.47702
2021-12-04,20.91917
2021-12-05,18.22503
2021-12-06,34.23137
2021-12-07,31.0618
2021-12-08,28.8431
2021-12-09,29.00158
2021-12-10,28.20919
2021-12-11,16.64025
2021-12-12,17.27416
2021-12-13,32.17115
2021-12-14,23.61331
2021-12-15,30.74484
2021-12-16,23.29635
2021-12-17,23.93026
2021-12-18,10.3011
2021-12-19,11.56893
2021-12-20,22.187
2021-12-21,22.66244
2021-12-22,18.38351
2021-12-23,21.55309
2021-12-24,11.88589
2021-12-25,6.6561
2021-12-26,10.61806
2021-12-27,20.76069
2021-12-28,15.21394
2021-12-29,18.70047
2021-12-30,15.84786
2021-12-31,12.67828
2022-01-01,8.55784
2022-01-02,9.50871
2022-01-03,21.71156
2022-01-04,29.79397
2022-01-05,24.24722
2022-01-06,21.39461
2022-01-07,23.77179
2022-01-08,19.01743
2022-01-09,25.03961
2022-01-10,41.52139
2022-01-11,39.77812
2022-01-12,100.0
2022-01-13,39.77812
2022-01-14,33.2805
2022-01-15,13.94611
2022-01-16,11.41045
2022-01-17,27.57527
2022-01-18,26.94136
2022-01-19,28.52614
2022-01-20,26.94136
2022-01-21,23.77179
2022-01-22,12.5198
2022-01-23,14.58003
2022-01-24,30.11093
2022-01-25,24.72266
2022-01-26,25.99049
2022-01-27,29.63549
2022-01-28,19.01743
2022-01-29,14.89698
2022-01-30,15.68938
2022-01-31,16.95721
2022-02-01,16.64025
2022-02-02,17.43264
2022-02-03,31.85419
2022-02-04,23.29635
2022-02-05,19.17591
2022-02-06,32.80507
2022-02-07,46.90966
2022-02-08,41.52139
2022-02-09,38.98573
2022-02-10,36.13312
2022-02-11,37.40095
2022-02-12,19.33438
2022-02-13,21.07765
2022-02-14,23.93026
2022-02-15,41.83835
2022-02-16,45.80031
2022-02-17,32.17115
2022-02-18,24.08874
2022-02-19,17.7496
2022-02-20,15.37242
2022-02-21,22.97939
2022-02-22,24.24722
2022-02-23,28.36767
2022-02-24,33.2805
2022-02-25,27.41679
2022-02-26,22.34548
2022-02-27,14.10459
2022-02-28,20.60221
2022-03-01,18.38351
2022-03-02,19.9683
2022-03-03,27.89223
2022-03-04,36.45007
2022-03-05,19.9683
2022-03-06,20.76069
2022-03-07,30.42789
2022-03-08,24.88114
2022-03-09,16.79873
2022-03-10,26.14896
2022-03-11,23.29635
2022-03-12,21.55309
2022-03-13,20.44374
2022-03-14,32.96354
2022-03-15,28.36767
2022-03-16,27.09984
2022-03-17,28.36767
2022-03-18,27.57527
2022-03-19,13.78763
2022-03-20,15.37242
2022-03-21,26.78288
2022-03-22,28.52614
2022-03-23,23.93026
2022-03-24,26.6244
2022-03-25,22.82091
2022-03-26,17.11568
2022-03-27,12.99524
2022-03-28,30.11093
2022-03-29,22.82091
2022-03-30,25.83201
2022-03-31,22.34548
2022-04-01,19.65134
2022-04-02,11.25198
2022-04-03,12.04437
2022-04-04,26.6244
2022-04-05,22.82091
2022-04-06,25.03961
2022-04-07,33.59746
2022-04-08,22.34548
2022-04-09,12.67828
2022-04-10,9.82567
2022-04-11,26.94136
2022-04-12,28.05071
2022-04-13,25.99049
2022-04-14,24.4057
2022-04-15,21.87004
2022-04-16,13.62916
2022-04-17,14.10459
2022-04-18,22.50396
2022-04-19,26.14896
2022-04-20,27.25832
2022-04-21,23.13787
2022-04-22,22.02852
2022-04-23,11.56893
2022-04-24,12.99524
2022-04-25,26.6244
2022-04-26,22.34548
2022-04-27,21.71156
2022-04-28,22.97939
2022-04-29,19.33438
2022-04-30,15.21394
2022-05-01,15.5309
2022-05-02,28.20919
2022-05-03,27.09984
2022-05-04,27.25832
2022-05-05,11.41045
2022-05-06,20.60221
2022-05-07,14.89698
2022-05-08,15.68938
2022-05-09,25.19809
2022-05-10,31.69572
2022-05-11,35.34072
2022-05-12,30.42789
2022-05-13,25.03961
2022-05-14,17.43264
2022-05-15,18.22503
2022-05-16,35.4992
2022-05-17,39.14421
2022-05-18,31.37876
2022-05-19,27.09984
2022-05-20,24.08874
2022-05-21,15.68938
2022-05-22,14.10459
2022-05-23,23.29635
2022-05-24,29.00158
2022-05-25,30.26941
2022-05-26,23.61331
2022-05-27,27.41679
2022-05-28,12.99524
2022-05-29,11.41045
2022-05-30,20.28526
2022-05-31,23.13787
2022-06-01,12.5198
2022-06-02,20.91917
2022-06-03,21.07765
2022-06-04,17.43264
2022-06-05,15.05546
2022-06-06,12.5198
2022-06-07,23.77179
2022-06-08,27.09984
2022-06-09,33.75594
2022-06-10,29.00158
2022-06-11,14.10459
2022-06-12,14.58003
2022-06-13,26.14896
2022-06-14,29.95245
2022-06-15,32.01267
2022-06-16,29.63549
2022-06-17,29.31854
2022-06-18,18.06656
2022-06-19,16.79873
2022-06-20,40.25356
2022-06-21,33.2805
2022-06-22,32.80507
2022-06-23,32.17115
2022-06-24,32.96354
2022-06-25,18.85895
2022-06-26,16.95721
2022-06-27,28.52614
2022-06-28,31.37876
2022-06-29,29.31854
2022-06-30,31.85419
2022-07-01,29.47702
2022-07-02,16.64025
2022-07-03,23.13787
2022-07-04,38.66877
2022-07-05,42.31378
2022-07-06,35.97464
2022-07-07,41.67987
2022-07-08,58.32012
2022-07-09,26.14896
2022-07-10,22.66244
2022-07-11,43.10618
2022-07-12,39.61965
2022-07-13,41.04595
2022-07-14,34.38985
2022-07-15,42.47226
2022-07-16,24.88114
2022-07-17,18.54199
2022-07-18,41.04595
2022-07-19,34.38985
2022-07-20,40.88748
2022-07-21,32.17115
2022-07-22,31.22028
2022-07-23,17.59112
2022-07-24,20.91917
2022-07-25,37.7179
2022-07-26,39.14421
2022-07-27,33.75594
2022-07-28,35.34072
2022-07-29,35.65768
2022-07-30,17.90808
2022-07-31,16.64025
2022-08-01,29.16006
2022-08-02,30.11093
2022-08-03,33.91442
2022-08-04,36.92551
2022-08-05,46.5927
2022-08-06,22.34548
2022-08-07,15.5309
2022-08-08,38.35182
2022-08-09,25.99049
2022-08-10,38.82725
2022-08-11,34.86529
2022-08-12,29.16006
2022-08-13,15.05546
2022-08-14,20.28526
2022-08-15,21.23613
2022-08-16,33.12202
2022-08-17,37.08399
2022-08-18,34.70681
2022-08-19,33.12202
2022-08-20,19.49286
2022-08-21,20.44374
2022-08-22,34.86529
2022-08-23,39.9366
2022-08-24,39.30269
2022-08-25,41.36291
2022-08-26,32.32963
2022-08-27,22.02852
2022-08-28,22.50396
2022-08-29,36.13312
2022-08-30,41.83835
2022-08-31,32.80507
2022-09-01,36.45007
2022-09-02,28.20919
2022-09-03,19.49286
2022-09-04,18.70047
2022-09-05,25.83201
2022-09-06,31.53724
2022-09-07,22.34548
2022-09-08,22.66244
2022-09-09,14.26307
2022-09-10,9.98415
2022-09-11,12.04437
2022-09-12,17.27416
2022-09-13,30.90332
2022-09-14,34.38985
2022-09-15,36.45007
2022-09-16,34.38985
2022-09-17,17.90808
2022-09-18,19.9683
2022-09-19,37.40095
2022-09-20,31.0618
2022-09-21,40.729
2022-09-22,38.03486
2022-09-23,32.96354
2022-09-24,17.27416
2022-09-25,19.01743
2022-09-26,36.76703
2022-09-27,41.67987
2022-09-28,37.7179
2022-09-29,47.86053
2022-09-30,36.92551
2022-10-01,19.33438
2022-10-02,20.60221
2022-10-03,23.29635
2022-10-04,40.729
2022-10-05,41.67987
2022-10-06,45.48335
2022-10-07,30.90332
2022-10-08,17.90808
2022-10-09,19.33438
2022-10-10,22.97939
2022-10-11,35.34072
2022-10-12,36.45007
2022-10-13,40.09508
2022-10-14,37.08399
2022-10-15,25.51505
2022-10-16,25.67353
2022-10-17,43.74009
2022-10-18,41.36291
2022-10-19,41.83835
2022-10-20,44.374
2022-10-21,33.12202
2022-10-22,16.79873
2022-10-23,19.17591
2022-10-24,38.98573
2022-10-25,40.57052
2022-10-26,42.63074
2022-10-27,31.22028
2022-10-28,33.59746
2022-10-29,27.73375
2022-10-30,14.10459
2022-10-31,44.374
2022-11-01,38.66877
2022-11-02,42.31378
2022-11-03,40.09508
2022-11-04,39.30269
2022-11-05,22.02852
2022-11-06,23.13787
2022-11-07,44.374
2022-11-08,44.374
2022-11-09,45.48335
2022-11-10,39.9366
2022-11-11,37.40095
2022-11-12,19.80982
2022-11-13,27.41679
2022-11-14,44.05705
2022-11-15,44.84944
2022-11-16,42.63074
2022-11-17,48.01901
2022-11-18,39.77812
2022-11-19,30.42789
2022-11-20,25.03961
2022-11-21,41.52139
2022-11-22,49.12836
2022-11-23,44.05705
2022-11-24,43.42313
2022-11-25,43.10618
2022-11-26,29.16006
2022-11-27,33.2805
2022-11-28,49.12836
2022-11-29,52.93185
2022-11-30,47.54358
2022-12-01,54.35816
2022-12-02,41.99683
2022-12-03,23.61331
2022-12-04,24.24722
2022-12-05,45.95879
2022-12-06,48.49445
2022-12-07,47.06814
2022-12-08,54.67511
2022-12-09,41.04595
2022-12-10,23.29635
2022-12-11,27.73375
2022-12-12,41.20443
2022-12-13,44.374
2022-12-14,41.36291
2022-12-15,40.57052
2022-12-16,42.63074
2022-12-17,21.39461
2022-12-18,23.61331
2022-12-19,40.09508
2022-12-20,45.48335
2022-12-21,42.47226
2022-12-22,40.729
2022-12-23,58.95404
2022-12-24,58.4786
2022-12-25,43.74009
2022-12-26,59.42947
2022-12-27,48.01901
2022-12-28,71.15689
2022-12-29,58.4786
2022-12-30,44.05705
2022-12-31,25.35657
2023-01-01,20.91917
2023-01-02,44.05705
2023-01-03,44.05705
2023-01-04,44.374
2023-01-05,48.96988
2023-01-06,44.53248
2023-01-07,25.35657
2023-01-08,31.37876
2023-01-09,50.87163
2023-01-10,55.62599
2023-01-11,52.45641
2023-01-12,50.55467
2023-01-13,47.06814
2023-01-14,27.73375
2023-01-15,22.187
2023-01-16,45.80031
2023-01-17,43.10618
2023-01-18,46.5927
2023-01-19,39.46117
2023-01-20,41.20443
2023-01-21,28.68462
2023-01-22,19.9683
2023-01-23,21.23613
2023-01-24,26.94136
2023-01-25,43.10618
2023-01-26,50.87163
2023-01-27,40.57052
2023-01-28,22.34548
2023-01-29,25.19809
2023-01-30,56.10142
2023-01-31,57.52773
2023-02-01,54.67511
2023-02-02,54.19968
2023-02-03,45.1664
2023-02-04,27.41679
2023-02-05,27.57527
2023-02-06,56.73534
2023-02-07,54.99207
2023-02-08,59.58795
2023-02-09,56.2599
2023-02-10,44.53248
2023-02-11,26.78288
2023-02-12,22.34548
2023-02-13,50.71315
2023-02-14,52.29793
2023-02-15,56.41838
2023-02-16,65.92709
2023-02-17,44.21553
2023-02-18,26.46592
2023-02-19,23.61331
2023-02-20,48.81141
2023-02-21,46.5927
2023-02-22,43.10618
2023-02-23,41.83835
2023-02-24,39.14421
2023-02-25,23.93026
2023-02-26,19.17591
2023-02-27,39.61965
2023-02-28,35.65768
2023-03-01,29.31854
2023-03-02,40.09508
2023-03-03,39.46117
2023-03-04,29.31854
2023-03-05,23.13787
2023-03-06,45.80031
2023-03-07,46.43423
2023-03-08,52.45641
2023-03-09,43.10618
2023-03-10,42.63074
2023-03-11,25.99049
2023-03-12,24.56418
2023-03-13,40.41204
2023-03-14,57.68621
2023-03-15,42.47226
2023-03-16,47.70206
2023-03-17,39.14421
2023-03-18,24.72266
2023-03-19,22.187
2023-03-20,47.22662
2023-03-21,42.78922
2023-03-22,44.21553
2023-03-23,49.92076
2023-03-24,42.63074
2023-03-25,29.79397
2023-03-26,27.89223
2023-03-27,44.53248
2023-03-28,43.74009
2023-03-29,42.63074
2023-03-30,40.41204
2023-03-31,39.30269
2023-04-01,24.56418
2023-04-02,28.20919
2023-04-03,41.99683
2023-04-04,52.45641
2023-04-05,51.18858
2023-04-06,51.66402
2023-04-07,37.08399
2023-04-08,22.02852
2023-04-09,20.44374
2023-04-10,41.99683
2023-04-11,42.47226
2023-04-12,44.21553
2023-04-13,42.31378
2023-04-14,40.41204
2023-04-15,21.07765
2023-04-16,21.71156
2023-04-17,38.03486
2023-04-18,50.87163
2023-04-19,38.5103
2023-04-20,37.87638
2023-04-21,35.18225
2023-04-22,19.9683
2023-04-23,22.66244
2023-04-24,35.18225
2023-04-25,33.59746
2023-04-26,34.54833
2023-04-27,34.0729
2023-04-28,28.20919
2023-04-29,15.21394
2023-04-30,18.70047
2023-05-01,24.24722
2023-05-02,33.59746
2023-05-03,32.32963
2023-05-04,31.85419
2023-05-05,20.44374
2023-05-06,14.10459
2023-05-07,12.04437
2023-05-08,36.92551
2023-05-09,38.5103
2023-05-10,47.3851
2023-05-11,50.07923
2023-05-12,34.23137
2023-05-13,13.15372
2023-05-14,19.49286
2023-05-15,31.85419
2023-05-16,35.97464
2023-05-17,34.86529
2023-05-18,32.17115
2023-05-19,40.729
2023-05-20,17.27416
2023-05-21,16.32329
2023-05-22,36.60855
2023-05-23,31.37876
2023-05-24,31.53724
2023-05-25,36.92551
2023-05-26,33.43898
2023-05-27,23.93026
2023-05-28,17.90808
2023-05-29,19.9683
2023-05-30,38.19334
