date,ISA계좌추천
2021-08-29,2.63736
2021-08-30,7.25274
2021-08-31,6.5934
2021-09-01,5.4945
2021-09-02,5.05494
2021-09-03,6.37362
2021-09-04,3.07692
2021-09-05,5.4945
2021-09-06,5.05494
2021-09-07,4.3956
2021-09-08,2.63736
2021-09-09,5.93406
2021-09-10,4.61538
2021-09-11,3.73626
2021-09-13,3.2967
2021-09-14,3.95604
2021-09-15,3.2967
2021-09-16,4.61538
2021-09-17,3.51648
2021-09-18,7.03296
2021-09-19,3.51648
2021-09-20,3.73626
2021-09-21,5.4945
2021-09-22,10.76923
2021-09-23,15.38461
2021-09-24,8.35164
2021-09-25,3.51648
2021-09-26,3.51648
2021-09-27,7.47252
2021-09-28,4.17582
2021-09-29,7.25274
2021-09-30,5.93406
2021-10-01,4.83516
2021-10-02,2.85714
2021-10-03,3.07692
2021-10-04,4.61538
2021-10-05,9.01098
2021-10-06,3.95604
2021-10-07,6.15384
2021-10-08,4.17582
2021-10-12,4.17582
2021-10-13,2.1978
2021-10-14,5.4945
2021-10-15,3.73626
2021-10-16,1.75824
2021-10-18,1.53846
2021-10-19,2.41758
2021-10-20,5.05494
2021-10-21,2.1978
2021-10-22,3.95604
2021-10-23,1.97802
2021-10-24,4.17582
2021-10-25,9.8901
2021-10-26,13.40659
2021-10-27,13.62637
2021-10-28,8.57142
2021-10-29,3.95604
2021-10-30,3.95604
2021-10-31,5.05494
2021-11-01,10.54945
2021-11-02,3.51648
2021-11-03,9.01098
2021-11-04,6.15384
2021-11-05,4.3956
2021-11-06,3.51648
2021-11-07,4.17582
2021-11-08,7.47252
2021-11-09,5.05494
2021-11-10,5.05494
2021-11-11,6.15384
2021-11-12,3.73626
2021-11-14,2.41758
2021-11-15,3.07692
2021-11-16,3.51648
2021-11-17,6.37362
2021-11-18,5.4945
2021-11-19,3.73626
2021-11-20,2.1978
2021-11-21,3.07692
2021-11-22,5.05494
2021-11-23,6.37362
2021-11-24,6.15384
2021-11-25,4.83516
2021-11-26,2.63736
2021-11-27,1.0989
2021-11-28,1.31868
2021-11-29,5.71428
2021-11-30,4.17582
2021-12-01,6.15384
2021-12-02,7.6923
2021-12-03,4.17582
2021-12-04,5.4945
2021-12-05,3.51648
2021-12-06,8.7912
2021-12-07,7.03296
2021-12-08,3.2967
2021-12-09,5.05494
2021-12-10,2.1978
2021-12-11,1.97802
2021-12-12,3.07692
2021-12-13,3.95604
2021-12-14,4.17582
2021-12-15,1.97802
2021-12-16,5.27472
2021-12-17,6.15384
2021-12-19,3.07692
2021-12-20,6.81318
2021-12-21,8.57142
2021-12-22,7.03296
2021-12-23,22.41758
2021-12-24,16.92307
2021-12-25,5.27472
2021-12-26,11.42857
2021-12-27,24.17582
2021-12-28,29.45054
2021-12-29,26.37362
2021-12-30,30.10989
2021-12-31,33.84615
2022-01-01,3.07692
2022-01-02,5.4945
2022-01-03,4.3956
2022-01-04,7.47252
2022-01-05,5.93406
2022-01-06,4.83516
2022-01-07,4.61538
2022-01-08,6.5934
2022-01-09,5.27472
2022-01-10,6.81318
2022-01-11,6.37362
2022-01-12,5.27472
2022-01-13,5.93406
2022-01-14,4.61538
2022-01-15,1.53846
2022-01-16,5.4945
2022-01-17,6.37362
2022-01-18,1.75824
2022-01-19,3.07692
2022-01-20,3.51648
2022-01-21,3.07692
2022-01-22,3.2967
2022-01-23,3.07692
2022-01-24,4.61538
2022-01-25,1.75824
2022-01-26,2.41758
2022-01-27,3.2967
2022-01-28,2.41758
2022-01-30,1.31868
2022-01-31,3.07692
2022-02-01,3.2967
2022-02-02,2.1978
2022-02-03,3.51648
2022-02-04,2.63736
2022-02-05,3.95604
2022-02-06,3.73626
2022-02-07,3.07692
2022-02-08,4.83516
2022-02-09,1.75824
2022-02-10,3.51648
2022-02-11,3.73626
2022-02-14,3.07692
2022-02-15,2.85714
2022-02-16,3.95604
2022-02-17,1.75824
2022-02-21,4.61538
2022-02-22,4.61538
2022-02-23,3.07692
2022-02-24,3.95604
2022-02-26,1.53846
2022-02-27,3.2967
2022-02-28,3.51648
2022-03-01,1.0989
2022-03-02,5.05494
2022-03-03,2.41758
2022-03-04,1.75824
2022-03-05,1.31868
2022-03-06,1.53846
2022-03-07,2.63736
2022-03-08,1.31868
2022-03-10,1.31868
2022-03-11,1.53846
2022-03-13,2.41758
2022-03-14,1.97802
2022-03-15,3.07692
2022-03-16,1.53846
2022-03-17,3.07692
2022-03-18,2.63736
2022-03-19,1.53846
2022-03-20,1.0989
2022-03-22,2.41758
2022-03-23,2.63736
2022-03-25,3.51648
2022-03-27,1.0989
2022-03-28,1.97802
2022-03-29,3.95604
2022-03-30,3.51648
2022-03-31,4.61538
2022-04-01,2.63736
2022-04-02,1.31868
2022-04-03,4.61538
2022-04-04,3.07692
2022-04-05,3.07692
2022-04-06,1.31868
2022-04-08,3.2967
2022-04-09,1.0989
2022-04-11,3.2967
2022-04-12,3.73626
2022-04-13,2.41758
2022-04-14,1.97802
2022-04-15,1.0989
2022-04-16,1.75824
2022-04-17,1.0989
2022-04-18,2.41758
2022-04-19,1.97802
2022-04-20,1.53846
2022-04-21,1.0989
2022-04-22,3.07692
2022-04-25,1.0989
2022-04-26,2.85714
2022-04-28,1.75824
2022-04-29,2.41758
2022-05-02,1.0989
2022-05-03,2.63736
2022-05-07,1.31868
2022-05-09,1.0989
2022-05-10,2.85714
2022-05-11,1.31868
2022-05-17,2.63736
2022-05-18,2.63736
2022-05-19,1.31868
2022-05-21,1.31868
2022-05-24,1.0989
2022-05-26,1.31868
2022-05-30,1.0989
2022-05-31,2.85714
2022-06-01,1.53846
2022-06-02,2.63736
2022-06-03,1.0989
2022-06-05,1.31868
2022-06-07,2.63736
2022-06-19,1.0989
2022-06-20,1.0989
2022-06-29,1.0989
2022-06-30,1.31868
2022-07-05,1.0989
2022-07-06,2.63736
2022-07-10,1.0989
2022-07-12,1.0989
2022-07-14,1.0989
2022-07-16,1.53846
2022-07-20,1.0989
2022-07-21,1.31868
2022-07-24,2.41758
2022-07-26,2.1978
2022-07-28,1.0989
2022-07-30,1.53846
2022-08-02,1.0989
2022-08-03,1.97802
2022-08-05,1.31868
2022-08-07,1.0989
2022-08-17,1.75824
2022-08-19,2.1978
2022-08-22,1.31868
2022-08-24,1.53846
2022-08-25,1.0989
2022-08-28,1.0989
2022-08-29,1.75824
2022-08-31,1.53846
2022-09-05,1.0989
2022-09-12,1.53846
2022-09-14,1.0989
2022-09-15,1.75824
2022-09-16,1.97802
2022-09-17,1.0989
2022-09-19,2.63736
2022-09-21,1.0989
2022-09-23,1.0989
2022-09-26,2.63736
2022-09-27,1.31868
2022-09-28,1.97802
2022-09-30,1.53846
2022-10-03,1.0989
2022-10-07,1.31868
2022-10-11,1.0989
2022-10-13,1.0989
2022-10-15,1.31868
2022-10-16,1.75824
2022-10-19,3.07692
2022-10-20,1.0989
2022-10-27,2.63736
2022-10-28,1.31868
2022-11-01,1.0989
2022-11-02,2.41758
2022-11-07,2.85714
2022-11-14,1.31868
2022-11-15,1.53846
2022-11-16,1.0989
2022-11-17,1.31868
2022-11-21,2.63736
2022-11-22,3.07692
2022-11-23,1.31868
2022-11-27,1.53846
2022-11-29,1.53846
2022-11-30,1.31868
2022-12-02,2.63736
2022-12-05,3.73626
2022-12-06,2.41758
2022-12-07,1.0989
2022-12-08,1.31868
2022-12-13,1.31868
2022-12-14,2.41758
2022-12-15,2.41758
2022-12-16,2.1978
2022-12-17,1.0989
2022-12-18,1.53846
2022-12-19,2.63736
2022-12-21,1.31868
2022-12-22,1.0989
2022-12-23,1.75824
2022-12-25,1.31868
2022-12-26,2.85714
2022-12-27,1.75824
2022-12-28,3.51648
2022-12-29,1.0989
2022-12-30,3.73626
2022-12-31,1.75824
2023-01-05,1.0989
2023-01-08,1.31868
2023-01-09,1.0989
2023-01-11,1.0989
2023-01-12,2.1978
2023-01-13,1.31868
2023-01-14,1.97802
2023-01-16,1.31868
2023-01-17,1.0989
2023-01-18,1.53846
2023-01-19,1.75824
2023-01-20,3.07692
2023-01-21,1.0989
2023-01-25,2.41758
2023-01-26,4.17582
2023-01-27,1.31868
2023-01-28,1.97802
2023-01-29,3.2967
2023-01-30,1.0989
2023-01-31,1.75824
2023-02-01,4.17582
2023-02-02,1.0989
2023-02-03,1.53846
2023-02-04,1.97802
2023-02-06,1.31868
2023-02-07,1.97802
2023-02-08,3.2967
2023-02-09,3.73626
2023-02-10,1.0989
2023-02-12,1.0989
2023-02-16,1.31868
2023-02-19,1.31868
2023-02-20,2.41758
2023-02-22,1.53846
2023-02-23,1.97802
2023-02-24,1.0989
2023-02-26,1.31868
2023-02-27,1.31868
2023-02-28,2.85714
2023-03-01,1.75824
2023-03-02,3.2967
2023-03-03,1.75824
2023-03-04,3.73626
2023-03-05,1.75824
2023-03-06,3.07692
2023-03-07,3.2967
2023-03-08,2.63736
2023-03-10,1.53846
2023-03-13,1.31868
2023-03-15,1.75824
2023-03-16,1.31868
2023-03-20,1.31868
2023-03-21,1.0989
2023-03-24,1.31868
2023-03-28,1.0989
2023-03-29,3.73626
2023-03-30,3.2967
2023-04-01,1.31868
2023-04-05,1.53846
2023-04-09,1.31868
2023-04-11,1.97802
2023-04-14,1.0989
2023-04-15,3.07692
2023-04-16,1.31868
2023-04-17,2.41758
2023-04-18,1.0989
2023-04-19,4.83516
2023-04-20,3.95604
2023-04-21,1.31868
2023-04-24,3.95604
2023-04-25,1.31868
2023-04-26,1.97802
2023-04-27,2.1978
2023-04-28,1.97802
2023-05-01,3.07692
2023-05-02,2.85714
2023-05-03,4.83516
2023-05-04,4.17582
2023-05-05,1.75824
2023-05-06,1.75824
2023-05-07,1.31868
2023-05-08,3.07692
2023-05-09,4.17582
2023-05-10,3.07692
2023-05-11,1.53846
2023-05-12,1.53846
2023-05-13,1.97802
2023-05-14,1.31868
2023-05-15,5.05494
2023-05-16,8.57142
2023-05-17,6.37362
2023-05-18,6.15384
2023-05-19,6.37362
2023-05-20,1.53846
2023-05-21,1.97802
2023-05-22,2.41758
2023-05-23,2.85714
2023-05-24,3.2967
2023-05-25,2.85714
2023-05-26,4.61538
2023-05-27,1.75824
2023-05-28,2.85714
2023-05-29,3.2967
2023-05-30,9.45054
2023-05-31,5.05494
2023-06-01,7.25274
2023-06-02,6.5934
2023-06-03,5.71428
2023-06-04,4.17582
2023-06-05,3.95604
2023-06-06,4.3956
2023-06-07,5.4945
2023-06-08,4.17582
2023-06-09,4.83516
2023-06-10,1.97802
2023-06-11,6.5934
2023-06-12,4.17582
2023-06-13,6.37362
2023-06-14,6.5934
2023-06-15,2.63736
2023-06-16,6.5934
2023-06-17,4.3956
2023-06-18,4.17582
2023-06-19,6.15384
2023-06-20,5.4945
2023-06-21,7.25274
2023-06-22,4.83516
2023-06-23,5.93406
2023-06-24,6.81318
2023-06-25,2.63736
2023-06-26,11.20879
2023-06-27,8.7912
2023-06-28,7.03296
2023-06-29,11.20879
2023-06-30,8.13186
2023-07-01,7.25274
2023-07-02,7.6923
2023-07-03,7.6923
2023-07-04,8.7912
2023-07-05,8.35164
2023-07-06,7.91208
2023-07-07,5.05494
2023-07-08,3.51648
2023-07-09,6.15384
2023-07-10,9.45054
2023-07-11,5.93406
2023-07-12,3.95604
2023-07-13,5.27472
2023-07-14,7.6923
2023-07-15,3.73626
2023-07-16,1.97802
2023-07-17,7.47252
2023-07-18,4.3956
2023-07-19,8.13186
2023-07-20,8.13186
2023-07-21,8.57142
2023-07-22,7.6923
2023-07-23,5.27472
2023-07-24,8.57142
2023-07-25,6.37362
2023-07-26,6.5934
2023-07-27,8.57142
2023-07-28,5.27472
2023-07-29,2.1978
2023-07-30,3.51648
2023-07-31,5.05494
2023-08-01,4.83516
2023-08-02,3.73626
2023-08-03,3.2967
2023-08-04,3.2967
2023-08-05,1.0989
2023-08-06,3.51648
2023-08-07,3.73626
2023-08-08,5.4945
2023-08-09,5.05494
2023-08-10,6.37362
2023-08-11,5.93406
2023-08-12,3.07692
2023-08-13,4.3956
2023-08-14,7.91208
2023-08-15,7.91208
2023-08-16,9.23076
2023-08-17,9.67032
2023-08-18,11.42857
2023-08-19,5.27472
2023-08-20,6.15384
2023-08-21,10.54945
2023-08-22,12.96703
2023-08-23,8.13186
2023-08-24,7.6923
2023-08-25,8.13186
2023-08-26,4.61538
2023-08-27,8.13186
2023-08-28,17.58241
2023-08-29,12.08791
2023-08-30,13.84615
2023-08-31,13.40659
2023-09-01,7.03296
2023-09-02,8.57142
2023-09-03,5.71428
2023-09-04,10.76923
2023-09-05,11.42857
2023-09-06,7.03296
2023-09-07,7.03296
2023-09-08,6.5934
2023-09-09,3.2967
2023-09-10,5.71428
2023-09-11,7.6923
2023-09-12,8.57142
2023-09-13,7.25274
2023-09-14,7.6923
2023-09-15,6.15384
2023-09-16,4.17582
2023-09-17,4.83516
2023-09-18,6.5934
2023-09-19,5.27472
2023-09-20,6.15384
2023-09-21,5.71428
2023-09-22,3.73626
2023-09-23,4.3956
2023-09-24,2.85714
2023-09-25,6.5934
2023-09-26,5.05494
2023-09-27,5.27472
2023-09-28,3.2967
2023-09-30,1.53846
2023-10-01,2.63736
2023-10-02,6.15384
2023-10-03,5.05494
2023-10-04,6.15384
2023-10-05,6.81318
2023-10-06,5.4945
2023-10-07,1.31868
2023-10-08,4.17582
2023-10-09,6.5934
2023-10-10,9.01098
2023-10-11,9.67032
2023-10-12,7.25274
2023-10-13,5.4945
2023-10-14,1.97802
2023-10-15,3.95604
2023-10-16,9.45054
2023-10-17,9.01098
2023-10-18,8.7912
2023-10-19,10.76923
2023-10-20,11.20879
2023-10-21,4.61538
2023-10-22,4.17582
2023-10-23,6.15384
2023-10-24,5.4945
2023-10-25,8.35164
2023-10-26,7.91208
2023-10-27,5.93406
2023-10-28,1.31868
2023-10-29,3.07692
2023-10-30,9.23076
2023-10-31,10.10989
2023-11-01,8.57142
2023-11-02,4.83516
2023-11-03,7.25274
2023-11-04,5.27472
2023-11-05,6.5934
2023-11-06,6.81318
2023-11-07,7.03296
2023-11-08,7.03296
2023-11-09,3.73626
2023-11-10,5.4945
2023-11-11,3.73626
2023-11-12,5.4945
2023-11-13,5.71428
2023-11-14,6.5934
2023-11-15,7.47252
2023-11-16,8.57142
2023-11-17,8.13186
2023-11-18,3.51648
2023-11-19,4.83516
2023-11-20,11.86813
2023-11-21,9.01098
2023-11-22,8.35164
2023-11-23,9.23076
2023-11-24,8.35164
2023-11-25,6.5934
2023-11-26,5.71428
2023-11-27,10.76923
2023-11-28,6.81318
2023-11-29,7.25274
2023-11-30,7.25274
2023-12-01,7.03296
2023-12-02,3.51648
2023-12-03,6.37362
2023-12-04,10.10989
2023-12-05,13.40659
2023-12-06,14.06593
2023-12-07,6.37362
2023-12-08,10.32967
2023-12-09,3.73626
2023-12-10,7.03296
2023-12-11,8.35164
2023-12-12,12.96703
2023-12-13,8.35164
2023-12-14,5.93406
2023-12-15,6.37362
2023-12-16,5.93406
2023-12-17,6.37362
2023-12-18,7.91208
2023-12-19,11.42857
2023-12-20,15.38461
2023-12-21,11.86813
2023-12-22,9.01098
2023-12-23,6.81318
2023-12-24,4.61538
2023-12-25,6.5934
2023-12-26,18.24175
2023-12-27,16.70329
2023-12-28,16.92307
2023-12-29,13.18681
2023-12-30,7.03296
2023-12-31,8.57142
2024-01-01,9.67032
2024-01-02,14.06593
2024-01-03,13.62637
2024-01-04,10.10989
2024-01-05,9.01098
2024-01-06,7.91208
2024-01-07,8.7912
2024-01-08,10.10989
2024-01-09,11.20879
2024-01-10,10.32967
2024-01-11,9.67032
2024-01-12,12.08791
2024-01-13,6.5934
2024-01-14,9.01098
2024-01-15,12.30769
2024-01-16,7.91208
2024-01-17,32.74725
2024-01-18,40.87912
2024-01-19,37.14285
2024-01-20,23.51648
2024-01-21,32.08791
2024-01-22,48.7912
2024-01-23,34.72527
2024-01-24,34.72527
2024-01-25,37.36263
2024-01-26,26.37362
2024-01-27,26.5934
2024-01-28,30.54945
2024-01-29,38.46153
2024-01-30,51.64835
2024-01-31,53.84615
2024-02-01,51.64835
2024-02-02,41.53846
2024-02-03,34.50549
2024-02-04,69.23076
2024-02-05,92.30769
2024-02-06,78.90109
2024-02-07,69.45054
2024-02-08,63.95604
2024-02-09,48.13186
2024-02-10,38.90109
2024-02-11,91.20879
2024-02-12,65.27472
2024-02-13,90.76923
2024-02-14,80.43956
2024-02-15,73.40659
2024-02-16,62.41758
2024-02-17,47.47252
2024-02-18,57.80219
2024-02-19,74.06593
2024-02-20,72.08791
2024-02-21,83.2967
2024-02-22,81.53846
2024-02-23,75.38461
2024-02-24,42.85714
2024-02-25,68.13186
2024-02-26,100.0
2024-02-27,81.0989
2024-02-28,74.50549
2024-02-29,74.06593
2024-03-01,40.87912
2024-03-02,44.61538
2024-03-03,63.07692
2024-03-04,86.81318
2024-03-05,71.20879
2024-03-06,58.68131
2024-03-07,63.2967
2024-03-08,52.96703
2024-03-09,30.98901
2024-03-10,32.96703
2024-03-11,50.98901
2024-03-12,50.98901
2024-03-13,56.70329
2024-03-14,45.4945
2024-03-15,36.70329
2024-03-16,21.75824
2024-03-17,31.86813
2024-03-18,42.63736
2024-03-19,46.15384
2024-03-20,54.06593
