date,월세지원금
2023-05-31,7.96742
2023-06-01,7.75495
2023-06-02,7.08215
2023-06-03,3.75354
2023-06-04,4.42634
2023-06-05,8.03824
2023-06-06,5.45325
2023-06-07,8.8881
2023-06-08,6.62181
2023-06-09,6.12606
2023-06-10,4.60339
2023-06-11,5.13456
2023-06-12,7.71954
2023-06-13,7.86118
2023-06-14,6.69263
2023-06-15,6.55099
2023-06-16,5.2762
2023-06-17,4.88668
2023-06-18,3.75354
2023-06-19,7.96742
2023-06-20,7.68413
2023-06-21,8.21529
2023-06-22,7.29461
2023-06-23,8.42776
2023-06-24,5.52407
2023-06-25,5.38243
2023-06-26,7.82577
2023-06-27,8.74645
2023-06-28,7.93201
2023-06-29,6.79886
2023-06-30,6.12606
2023-07-01,4.78045
2023-07-02,4.67422
2023-07-03,7.54249
2023-07-04,6.76345
2023-07-05,6.05524
2023-07-06,6.16147
2023-07-07,6.19688
2023-07-08,3.6473
2023-07-09,5.5949
2023-07-10,9.49008
2023-07-11,6.97592
2023-07-12,8.78186
2023-07-13,7.54249
2023-07-14,5.31161
2023-07-15,4.14305
2023-07-16,5.31161
2023-07-17,8.71104
2023-07-18,7.8966
2023-07-19,8.71104
2023-07-20,8.10906
2023-07-21,6.16147
2023-07-22,4.9575
2023-07-23,5.13456
2023-07-24,7.86118
2023-07-25,11.15439
2023-07-26,8.28611
2023-07-27,7.2592
2023-07-28,6.30311
2023-07-29,5.13456
2023-07-30,4.74504
2023-07-31,10.65864
2023-08-01,8.14447
2023-08-02,6.62181
2023-08-03,8.21529
2023-08-04,6.44475
2023-08-05,4.81586
2023-08-06,4.46175
2023-08-07,8.28611
2023-08-08,8.95892
2023-08-09,7.01133
2023-08-10,8.95892
2023-08-11,8.35694
2023-08-12,5.66572
2023-08-13,5.91359
2023-08-14,9.52549
2023-08-15,6.48016
2023-08-16,10.83569
2023-08-17,10.05665
2023-08-18,8.74645
2023-08-19,5.77195
2023-08-20,7.11756
2023-08-21,12.28753
2023-08-22,9.20679
2023-08-23,8.17988
2023-08-24,7.8966
2023-08-25,9.84419
2023-08-26,5.34702
2023-08-27,5.06373
2023-08-28,11.50849
2023-08-29,15.33286
2023-08-30,9.45467
2023-08-31,8.5694
2023-09-01,8.64022
2023-09-02,6.05524
2023-09-03,5.87818
2023-09-04,11.04815
2023-09-05,14.37677
2023-09-06,10.65864
2023-09-07,8.67563
2023-09-08,6.40934
2023-09-09,6.40934
2023-09-10,5.66572
2023-09-11,10.5524
2023-09-12,8.2507
2023-09-13,8.39235
2023-09-14,8.35694
2023-09-15,7.36543
2023-09-16,3.93059
2023-09-17,5.80736
2023-09-18,8.35694
2023-09-19,6.9405
2023-09-20,7.29461
2023-09-21,5.41784
2023-09-22,6.19688
2023-09-23,4.32011
2023-09-24,4.32011
2023-09-25,11.93342
2023-09-26,7.04674
2023-09-27,4.99291
2023-09-28,4.24929
2023-09-29,4.10764
2023-09-30,4.07223
2023-10-01,4.53257
2023-10-02,3.82436
2023-10-03,4.2847
2023-10-04,6.65722
2023-10-05,5.87818
2023-10-06,5.09915
2023-10-07,3.36402
2023-10-08,3.82436
2023-10-09,4.42634
2023-10-10,7.04674
2023-10-11,6.76345
2023-10-12,6.62181
2023-10-13,5.77195
2023-10-14,3.61189
2023-10-15,4.2847
2023-10-16,6.97592
2023-10-17,6.09065
2023-10-18,5.34702
2023-10-19,5.06373
2023-10-20,4.70963
2023-10-21,3.39943
2023-10-22,3.18696
2023-10-23,6.48016
2023-10-24,6.2677
2023-10-25,8.78186
2023-10-26,6.83427
2023-10-27,5.66572
2023-10-28,4.14305
2023-10-29,4.67422
2023-10-30,6.65722
2023-10-31,7.22379
2023-11-01,7.50708
2023-11-02,6.40934
2023-11-03,5.949
2023-11-04,4.60339
2023-11-05,4.35552
2023-11-06,5.70113
2023-11-07,5.31161
2023-11-08,6.48016
2023-11-09,6.33852
2023-11-10,5.16997
2023-11-11,3.68271
2023-11-12,4.32011
2023-11-13,6.69263
2023-11-14,7.2592
2023-11-15,8.10906
2023-11-16,5.949
2023-11-17,5.73654
2023-11-18,4.70963
2023-11-19,4.53257
2023-11-20,7.82577
2023-11-21,6.69263
2023-11-22,6.23229
2023-11-23,7.75495
2023-11-24,7.15297
2023-11-25,4.92209
2023-11-26,5.16997
2023-11-27,8.64022
2023-11-28,7.2592
2023-11-29,7.47167
2023-11-30,6.97592
2023-12-01,5.13456
2023-12-02,4.78045
2023-12-03,5.16997
2023-12-04,8.95892
2023-12-05,8.2507
2023-12-06,7.93201
2023-12-07,7.18838
2023-12-08,5.98441
2023-12-09,5.34702
2023-12-10,4.88668
2023-12-11,7.36543
2023-12-12,7.93201
2023-12-13,6.79886
2023-12-14,6.16147
2023-12-15,6.12606
2023-12-16,5.16997
2023-12-17,4.88668
2023-12-18,8.71104
2023-12-19,7.71954
2023-12-20,8.39235
2023-12-21,7.75495
2023-12-22,7.22379
2023-12-23,4.56798
2023-12-24,3.966
2023-12-25,4.92209
2023-12-26,9.02974
2023-12-27,10.58781
2023-12-28,10.12747
2023-12-29,8.46317
2023-12-30,6.65722
2023-12-31,7.08215
2024-01-01,7.29461
2024-01-02,14.41218
2024-01-03,12.78328
2024-01-04,10.76487
2024-01-05,10.97733
2024-01-06,8.39235
2024-01-07,9.45467
2024-01-08,11.08356
2024-01-09,11.08356
2024-01-10,12.42917
2024-01-11,11.33144
2024-01-12,9.5609
2024-01-13,9.63172
2024-01-14,10.94192
2024-01-15,17.88243
2024-01-16,14.483
2024-01-17,13.8456
2024-01-18,11.72096
2024-01-19,11.47308
2024-01-20,7.29461
2024-01-21,7.5779
2024-01-22,14.09348
2024-01-23,11.22521
2024-01-24,12.11048
2024-01-25,12.00424
2024-01-26,10.09206
2024-01-27,7.93201
2024-01-28,9.10056
2024-01-29,11.36685
2024-01-30,10.94192
2024-01-31,9.34844
2024-02-01,9.34844
2024-02-02,8.5694
2024-02-03,6.90509
2024-02-04,6.40934
2024-02-05,10.23371
2024-02-06,8.21529
2024-02-07,7.54249
2024-02-08,8.00283
2024-02-09,5.70113
2024-02-10,7.43626
2024-02-11,7.01133
2024-02-12,8.10906
2024-02-13,12.32294
2024-02-14,12.11048
2024-02-15,11.61473
2024-02-16,10.69405
2024-02-17,7.71954
2024-02-18,9.77337
2024-02-19,12.25212
2024-02-20,11.5439
2024-02-21,16.1473
2024-02-22,12.92492
2024-02-23,14.94334
2024-02-24,13.06657
2024-02-25,13.73937
2024-02-26,100.0
2024-02-27,53.78895
2024-02-28,31.48016
2024-02-29,23.47733
2024-03-01,16.50141
2024-03-02,12.74787
2024-03-03,14.34135
2024-03-04,22.87535
2024-03-05,21.49433
2024-03-06,19.65297
2024-03-07,15.7932
2024-03-08,17.06798
2024-03-09,11.04815
2024-03-10,11.36685
2024-03-11,17.13881
2024-03-12,11.65014
2024-03-13,16.64305
2024-03-14,15.43909
2024-03-15,13.24362
2024-03-16,6.19688
2024-03-17,7.22379
2024-03-18,12.25212
2024-03-19,13.63314
2024-03-20,13.06657
