date,삼성SDI우
2020-06-12,72.14611
2020-06-13,2.15701
2020-06-14,1.60098
2020-06-15,8.38999
2020-06-16,6.01918
2020-06-17,5.49777
2020-06-18,5.08871
2020-06-19,4.24419
2020-06-20,0.70939
2020-06-21,0.64288
2020-06-22,3.3696
2020-06-23,3.27758
2020-06-24,2.734
2020-06-25,1.966
2020-06-26,1.92106
2020-06-27,0.34558
2020-06-28,0.31734
2020-06-29,1.80687
2020-06-30,1.68814
2020-07-01,1.79655
2020-07-02,1.52415
2020-07-03,1.5694
2020-07-04,0.28272
2020-07-05,0.29456
2020-07-06,2.26178
2020-07-07,2.3626
2020-07-08,1.97511
2020-07-09,2.30521
2020-07-10,1.66172
2020-07-11,0.27118
2020-07-12,0.25296
2020-07-13,1.48984
2020-07-14,1.28576
2020-07-15,1.2308
2020-07-16,1.19588
2020-07-17,1.1315
2020-07-18,0.21014
2020-07-19,0.18493
2020-07-20,1.01671
2020-07-21,1.24568
2020-07-22,1.02885
2020-07-23,0.92287
2020-07-24,0.90769
2020-07-25,0.14242
2020-07-26,0.16094
2020-07-27,0.96144
2020-07-28,1.38993
2020-07-29,1.08625
2020-07-30,0.9086
2020-07-31,1.15761
2020-08-01,0.2317
2020-08-02,0.20923
2020-08-03,2.12179
2020-08-04,2.12634
2020-08-05,4.33043
2020-08-06,3.52447
2020-08-07,4.31737
2020-08-08,0.78713
2020-08-09,0.67385
2020-08-10,3.58156
2020-08-11,2.62498
2020-08-12,2.24113
2020-08-13,2.06166
2020-08-14,1.81933
2020-08-15,0.23869
2020-08-16,0.18524
2020-08-17,0.29395
2020-08-18,2.12118
2020-08-19,1.76406
2020-08-20,1.66658
2020-08-21,1.73217
2020-08-22,0.21712
2020-08-23,0.18615
2020-08-24,1.53751
2020-08-25,1.41665
2020-08-26,1.53356
2020-08-27,1.62558
2020-08-28,1.256
2020-08-29,0.18251
2020-08-30,0.17704
2020-08-31,1.21713
2020-09-01,1.17431
2020-09-02,1.01853
2020-09-03,1.07015
2020-09-04,0.95749
2020-09-05,0.18038
2020-09-06,0.14789
2020-09-07,0.9338
2020-09-08,1.0082
2020-09-09,1.04343
2020-09-10,0.99909
2020-09-11,0.7847
2020-09-12,0.14789
2020-09-13,0.1409
2020-09-14,0.9748
2020-09-15,1.2311
2020-09-16,1.09597
2020-09-17,1.43062
2020-09-18,1.16794
2020-09-19,0.17218
2020-09-20,0.16459
2020-09-21,1.11115
2020-09-22,1.07198
2020-09-23,1.08291
2020-09-24,1.08989
2020-09-25,0.92074
2020-09-26,0.14697
2020-09-27,0.13847
2020-09-28,0.90495
2020-09-29,0.77437
2020-09-30,0.09019
2020-10-01,0.075
2020-10-02,0.08351
2020-10-03,0.08897
2020-10-04,0.0744
2020-10-05,0.77528
2020-10-06,0.69876
2020-10-07,0.63347
2020-10-08,0.66353
2020-10-09,0.11782
2020-10-10,0.09079
2020-10-11,0.09565
2020-10-12,0.67871
2020-10-13,0.64986
2020-10-14,0.62861
2020-10-15,0.65715
2020-10-16,0.59551
2020-10-17,0.08806
2020-10-18,0.07318
2020-10-19,0.63559
2020-10-20,0.75554
2020-10-21,0.67112
2020-10-22,0.57394
2020-10-23,0.53022
2020-10-24,0.07652
2020-10-25,0.0826
2020-10-26,0.67264
2020-10-27,0.68114
2020-10-28,0.5952
2020-10-29,0.56939
2020-10-30,0.98695
2020-10-31,0.12906
2020-11-01,0.12784
2020-11-02,0.65047
2020-11-03,0.85576
2020-11-04,0.85302
2020-11-05,1.08321
2020-11-06,1.1731
2020-11-07,0.18372
2020-11-08,0.174
2020-11-09,1.71638
2020-11-10,1.22533
2020-11-11,1.10356
2020-11-12,0.92105
2020-11-13,1.03462
2020-11-14,0.1327
2020-11-15,0.10021
2020-11-16,0.93289
2020-11-17,0.81992
2020-11-18,0.81415
2020-11-19,0.81598
2020-11-20,0.62162
2020-11-21,0.10142
2020-11-22,0.08988
2020-11-23,0.89432
2020-11-24,1.16551
2020-11-25,1.08716
2020-11-26,0.89615
2020-11-27,0.82994
2020-11-28,0.14819
2020-11-29,0.11661
2020-11-30,0.68752
2020-12-01,0.7191
2020-12-02,0.78257
2020-12-03,0.73155
2020-12-04,0.79138
2020-12-05,0.12784
2020-12-06,0.12906
2020-12-07,0.7109
2020-12-08,0.86062
2020-12-09,0.83329
2020-12-10,0.76617
2020-12-11,0.70058
2020-12-12,0.14515
2020-12-13,0.11448
2020-12-14,0.669
2020-12-15,0.60583
2020-12-16,0.65837
2020-12-17,0.6693
2020-12-18,0.60249
2020-12-19,0.13361
2020-12-20,0.15092
2020-12-21,0.63529
2020-12-22,0.54267
2020-12-23,0.64713
2020-12-24,0.67234
2020-12-25,0.11964
2020-12-26,0.1078
2020-12-27,0.15396
2020-12-28,0.7021
2020-12-29,1.33678
2020-12-30,1.30945
2020-12-31,0.30337
2021-01-01,0.16914
2021-01-02,0.16793
2021-01-03,0.27513
2021-01-04,2.50867
2021-01-05,2.30491
2021-01-06,2.0653
2021-01-07,2.05923
2021-01-08,3.73583
2021-01-09,0.63255
2021-01-10,0.65958
2021-01-11,4.59038
2021-01-12,3.79262
2021-01-13,2.73673
2021-01-14,2.2381
2021-01-15,1.92622
2021-01-16,0.30914
2021-01-17,0.29001
2021-01-18,1.76284
2021-01-19,1.949
2021-01-20,1.60432
2021-01-21,1.52537
2021-01-22,2.35106
2021-01-23,0.46766
2021-01-24,0.37777
2021-01-25,2.47557
2021-01-26,4.73189
2021-01-27,5.89407
2021-01-28,4.10085
2021-01-29,3.80386
2021-01-30,0.52566
2021-01-31,0.46675
2021-02-01,3.22991
2021-02-02,2.53995
2021-02-03,2.16461
2021-02-04,1.60068
2021-02-05,1.70241
2021-02-06,0.34254
2021-02-07,0.28181
2021-02-08,1.52658
2021-02-09,1.4042
2021-02-10,1.34225
2021-02-11,0.26936
2021-02-12,0.20589
2021-02-13,0.18554
2021-02-14,0.21105
2021-02-15,1.71425
2021-02-16,1.30459
2021-02-17,1.18251
2021-02-18,1.18312
2021-02-19,1.30854
2021-02-20,0.18433
2021-02-21,0.1655
2021-02-22,1.15701
2021-02-23,1.35409
2021-02-24,1.27119
2021-02-25,1.23626
2021-02-26,1.0076
2021-02-27,0.16185
2021-02-28,0.14029
2021-03-01,0.17704
2021-03-02,1.20559
2021-03-03,0.97571
2021-03-04,0.79138
2021-03-05,0.88461
2021-03-06,0.13301
2021-03-07,0.12298
2021-03-08,0.88886
2021-03-09,1.28333
2021-03-10,1.06408
2021-03-11,1.52658
2021-03-12,1.20954
2021-03-13,0.13452
2021-03-14,0.13361
2021-03-15,1.03553
2021-03-16,1.11145
2021-03-17,1.22108
2021-03-18,1.04373
2021-03-19,0.80626
2021-03-20,0.11782
2021-03-21,0.09474
2021-03-22,0.98543
2021-03-23,1.0328
2021-03-24,0.97541
2021-03-25,0.83693
2021-03-26,0.82964
2021-03-27,0.11114
2021-03-28,0.09565
2021-03-29,0.74279
2021-03-30,0.86608
2021-03-31,0.73216
2021-04-01,0.85454
2021-04-02,0.75311
2021-04-03,0.10233
2021-04-04,0.0829
2021-04-05,0.77437
2021-04-06,0.74036
2021-04-07,0.75524
2021-04-08,0.71576
2021-04-09,0.72882
2021-04-10,0.09231
2021-04-11,0.0999
2021-04-12,0.82175
2021-04-13,1.23353
2021-04-14,1.17857
2021-04-15,0.92955
2021-04-16,0.81962
2021-04-17,0.10841
2021-04-18,0.09717
2021-04-19,0.69268
2021-04-20,0.70179
2021-04-21,0.60917
2021-04-22,0.68539
2021-04-23,0.58397
2021-04-24,0.07925
2021-04-25,0.07591
2021-04-26,0.68631
2021-04-27,0.61585
2021-04-28,0.58548
2021-04-29,0.64349
2021-04-30,0.52293
2021-05-01,0.06316
2021-05-02,0.05071
2021-05-03,0.6198
2021-05-04,0.60856
2021-05-05,0.09808
2021-05-06,0.55967
2021-05-07,0.53872
2021-05-08,0.08867
2021-05-09,0.0744
2021-05-10,0.68114
2021-05-11,0.56787
2021-05-12,0.54297
2021-05-13,0.67112
2021-05-14,0.68175
2021-05-15,0.07075
2021-05-16,0.06195
2021-05-17,0.52262
2021-05-18,0.51746
2021-05-19,0.09748
2021-05-20,0.52141
2021-05-21,0.53568
2021-05-22,0.06559
2021-05-23,0.06225
2021-05-24,0.47616
2021-05-25,0.51928
2021-05-26,0.51473
2021-05-27,0.60036
2021-05-28,0.53052
2021-05-29,0.07288
2021-05-30,0.05466
2021-05-31,0.76253
2021-06-01,0.64227
2021-06-02,0.54874
2021-06-03,0.63225
2021-06-04,0.48922
2021-06-05,0.0668
2021-06-06,0.06255
2021-06-07,0.52202
2021-06-08,0.47434
2021-06-09,0.45339
2021-06-10,0.53356
2021-06-11,0.73429
2021-06-12,0.09353
2021-06-13,0.07591
2021-06-14,0.69481
2021-06-15,0.7522
2021-06-16,0.67598
2021-06-17,0.62952
2021-06-18,0.82843
2021-06-19,0.09049
2021-06-20,0.0744
2021-06-21,0.59763
2021-06-22,0.57516
2021-06-23,0.6201
2021-06-24,0.66444
2021-06-25,0.6195
2021-06-26,0.07227
2021-06-27,0.07075
2021-06-28,0.5372
2021-06-29,0.52293
2021-06-30,0.57121
2021-07-01,0.86973
2021-07-02,0.83055
2021-07-03,0.08745
2021-07-04,0.07348
2021-07-05,0.67082
2021-07-06,0.80201
2021-07-07,0.78379
2021-07-08,0.63013
2021-07-09,0.61828
2021-07-10,0.07531
2021-07-11,0.12693
2021-07-12,0.66566
2021-07-13,0.69967
2021-07-14,0.57273
2021-07-15,0.61312
2021-07-16,0.4956
2021-07-17,0.08047
2021-07-18,0.06225
2021-07-19,0.44245
2021-07-20,0.45521
2021-07-21,0.44367
2021-07-22,0.45217
2021-07-23,0.44215
2021-07-24,0.05618
2021-07-25,0.05132
2021-07-26,0.39842
2021-07-27,0.56696
2021-07-28,0.48041
2021-07-29,0.47586
2021-07-30,0.38263
2021-07-31,0.04251
2021-08-01,0.03036
2021-08-02,0.37929
2021-08-03,0.40358
2021-08-04,0.44701
2021-08-05,0.53386
2021-08-06,0.57486
2021-08-07,0.06923
2021-08-08,0.06711
2021-08-09,0.51746
2021-08-10,0.69633
2021-08-11,0.54995
2021-08-12,0.75554
2021-08-13,0.63529
2021-08-14,0.13088
2021-08-15,0.10446
2021-08-16,0.1324
2021-08-17,0.55998
2021-08-18,0.52505
2021-08-19,0.46158
2021-08-20,0.47161
2021-08-21,0.08381
2021-08-22,0.05314
2021-08-23,0.62223
2021-08-24,0.68995
2021-08-25,0.4959
2021-08-26,0.4464
2021-08-27,0.42332
2021-08-28,0.07561
2021-08-29,0.0744
2021-08-30,0.43122
2021-08-31,0.58306
2021-09-01,0.49377
2021-09-02,0.48588
2021-09-03,0.47829
2021-09-04,0.0583
2021-09-05,0.04464
2021-09-06,0.39447
2021-09-07,0.36623
2021-09-08,0.35955
2021-09-09,0.35348
2021-09-10,0.37109
2021-09-11,0.04555
2021-09-12,0.04342
2021-09-13,0.36896
2021-09-14,0.43061
2021-09-15,0.41057
2021-09-16,0.50319
2021-09-17,0.37686
2021-09-18,0.05891
2021-09-19,0.03522
2021-09-20,0.03158
2021-09-21,0.03765
2021-09-22,0.03431
2021-09-23,0.37686
2021-09-24,0.39295
2021-09-25,0.05648
2021-09-26,0.04798
2021-09-27,0.3799
2021-09-28,0.35256
2021-09-29,0.36562
2021-09-30,0.36623
2021-10-01,0.33434
2021-10-02,0.03917
2021-10-03,0.0337
2021-10-04,0.05982
2021-10-05,0.43972
2021-10-06,0.41937
2021-10-07,0.38354
2021-10-08,0.41998
2021-10-09,0.04767
2021-10-10,0.03218
2021-10-11,0.05253
2021-10-12,0.35348
2021-10-13,0.32888
2021-10-14,0.39204
2021-10-15,0.40358
2021-10-16,0.05648
2021-10-17,0.03188
2021-10-18,0.42848
2021-10-19,0.41694
2021-10-20,0.39326
2021-10-21,0.32888
2021-10-22,0.36623
2021-10-23,0.04281
2021-10-24,0.03127
2021-10-25,0.32189
2021-10-26,0.35651
2021-10-27,0.29669
2021-10-28,0.32068
2021-10-29,0.26996
2021-10-30,0.03279
2021-10-31,0.02186
2021-11-01,0.27847
2021-11-02,0.34771
2021-11-03,0.34588
2021-11-04,0.36471
2021-11-05,0.28727
2021-11-06,0.04706
2021-11-07,0.0416
2021-11-08,0.28545
2021-11-09,0.29001
2021-11-10,0.2727
2021-11-11,0.29517
2021-11-12,0.31126
2021-11-13,0.03765
2021-11-14,0.02824
2021-11-15,0.33708
2021-11-16,0.37018
2021-11-17,0.2973
2021-11-18,0.25083
2021-11-19,0.27513
2021-11-20,0.03644
2021-11-21,0.03218
2021-11-22,0.32129
2021-11-23,0.25387
2021-11-24,0.27057
2021-11-25,0.27239
2021-11-26,0.26936
2021-11-27,0.03097
2021-11-28,0.03067
2021-11-29,0.27118
2021-11-30,0.29183
2021-12-01,0.3307
2021-12-02,0.31187
2021-12-03,0.2809
2021-12-04,0.03006
2021-12-05,0.03036
2021-12-06,0.28454
2021-12-07,0.26996
2021-12-08,0.37716
2021-12-09,0.3389
2021-12-10,0.27847
2021-12-11,0.03431
2021-12-12,0.02824
2021-12-13,0.29304
2021-12-14,0.25174
2021-12-15,0.25357
2021-12-16,0.30944
2021-12-17,0.23413
2021-12-18,0.03158
2021-12-19,0.02338
2021-12-20,0.25934
2021-12-21,0.28272
2021-12-22,0.31521
2021-12-23,0.30823
2021-12-24,0.29699
2021-12-25,0.03279
2021-12-26,0.04069
2021-12-27,0.25721
2021-12-28,0.25235
2021-12-29,0.31248
2021-12-30,0.25387
2021-12-31,0.06529
2022-01-01,0.02459
2022-01-02,0.02125
2022-01-03,0.24415
2022-01-04,0.25994
2022-01-05,0.24597
2022-01-06,0.27725
2022-01-07,0.3058
2022-01-08,0.03553
2022-01-09,0.02793
2022-01-10,0.29001
2022-01-11,0.29972
2022-01-12,0.42757
2022-01-13,0.35135
2022-01-14,0.27513
2022-01-15,0.03947
2022-01-16,0.03401
2022-01-17,0.25721
2022-01-18,0.43091
2022-01-19,0.31005
2022-01-20,0.43243
2022-01-21,0.36987
2022-01-22,0.06316
2022-01-23,0.06893
2022-01-24,0.34345
2022-01-25,0.39569
2022-01-26,0.36775
2022-01-27,0.45217
2022-01-28,0.47282
2022-01-29,0.05283
2022-01-30,0.03553
2022-01-31,0.03127
2022-02-01,0.02854
2022-02-02,0.04372
2022-02-03,0.36228
2022-02-04,0.32614
2022-02-05,0.04312
2022-02-06,0.03158
2022-02-07,0.34558
2022-02-08,0.36441
2022-02-09,0.30975
2022-02-10,0.33404
2022-02-11,0.28697
2022-02-12,0.03279
2022-02-13,0.02216
2022-02-14,0.3061
2022-02-15,0.27604
2022-02-16,0.29517
2022-02-17,0.34771
2022-02-18,0.26085
2022-02-19,0.0252
2022-02-20,0.02216
2022-02-21,0.21621
2022-02-22,0.2071
2022-02-23,0.24263
2022-02-24,0.26602
2022-02-25,0.27209
2022-02-26,0.02915
2022-02-27,0.02945
2022-02-28,0.24931
2022-03-01,0.03613
2022-03-02,0.21409
2022-03-03,0.24081
2022-03-04,0.18585
2022-03-05,0.03188
2022-03-06,0.02641
2022-03-07,0.20437
2022-03-08,0.20073
2022-03-09,0.03067
2022-03-10,0.22715
2022-03-11,0.27027
2022-03-12,0.04312
2022-03-13,0.03856
2022-03-14,0.29365
2022-03-15,0.26237
2022-03-16,0.23838
2022-03-17,0.32827
2022-03-18,0.25265
2022-03-19,0.03644
2022-03-20,0.03097
2022-03-21,0.25083
2022-03-22,0.22107
2022-03-23,0.26662
2022-03-24,0.22745
2022-03-25,0.25357
2022-03-26,0.04099
2022-03-27,0.02884
2022-03-28,0.21044
2022-03-29,0.23322
2022-03-30,0.30944
2022-03-31,0.46735
2022-04-01,0.28788
2022-04-02,0.04798
2022-04-03,0.02702
2022-04-04,0.273
2022-04-05,0.35348
2022-04-06,0.24537
2022-04-07,0.23747
2022-04-08,0.26389
2022-04-09,0.03917
2022-04-10,0.02156
2022-04-11,0.18372
2022-04-12,0.1822
2022-04-13,0.24233
2022-04-14,0.29335
2022-04-15,0.31946
2022-04-16,0.04858
2022-04-17,0.02945
2022-04-18,0.24354
2022-04-19,0.27604
2022-04-20,0.23717
2022-04-21,0.22836
2022-04-22,0.18251
2022-04-23,0.0252
2022-04-24,0.02034
2022-04-25,0.17734
2022-04-26,0.1907
2022-04-27,0.1737
2022-04-28,0.232
2022-04-29,0.24688
2022-04-30,0.0252
2022-05-01,0.02399
2022-05-02,0.19739
2022-05-03,0.22472
2022-05-04,0.20224
2022-05-05,0.03613
2022-05-06,0.17431
2022-05-07,0.02368
2022-05-08,0.01427
2022-05-09,0.17309
2022-05-10,0.16185
2022-05-11,0.1822
2022-05-12,0.16337
2022-05-13,0.18827
2022-05-14,0.02156
2022-05-15,0.02065
2022-05-16,0.18645
2022-05-17,0.18767
2022-05-18,0.19587
2022-05-19,0.18858
2022-05-20,0.2396
2022-05-21,0.0334
2022-05-22,0.02733
2022-05-23,0.22715
2022-05-24,0.22472
2022-05-25,0.21378
2022-05-26,0.1904
2022-05-27,0.17674
2022-05-28,0.0249
2022-05-29,0.017
2022-05-30,0.1907
2022-05-31,0.21166
2022-06-01,0.03674
2022-06-02,0.14789
2022-06-03,0.14303
2022-06-04,0.02065
2022-06-05,0.01305
2022-06-06,0.01791
2022-06-07,0.14181
2022-06-08,0.15214
2022-06-09,0.14424
2022-06-10,0.13452
2022-06-11,0.01852
2022-06-12,0.0173
2022-06-13,0.13452
2022-06-14,0.16793
2022-06-15,0.15548
2022-06-16,0.21014
2022-06-17,0.21105
2022-06-18,0.02702
2022-06-19,0.01882
2022-06-20,0.20224
2022-06-21,0.20862
2022-06-22,0.20467
2022-06-23,0.18676
2022-06-24,0.19374
2022-06-25,0.02338
2022-06-26,0.017
2022-06-27,0.22836
2022-06-28,0.20437
2022-06-29,0.16945
2022-06-30,0.18615
2022-07-01,0.17947
2022-07-02,0.02034
2022-07-03,0.01002
2022-07-04,0.15943
2022-07-05,0.18342
2022-07-06,0.14272
2022-07-07,0.18979
2022-07-08,0.17491
2022-07-09,0.01791
2022-07-10,0.01427
2022-07-11,0.15183
2022-07-12,0.12815
2022-07-13,0.14758
2022-07-14,0.19708
2022-07-15,0.18129
2022-07-16,0.02247
2022-07-17,0.01609
2022-07-18,0.16155
2022-07-19,0.15851
2022-07-20,0.18493
2022-07-21,0.18797
2022-07-22,0.18463
2022-07-23,0.01973
2022-07-24,0.01457
2022-07-25,0.14303
2022-07-26,0.15153
2022-07-27,0.11539
2022-07-28,0.17643
2022-07-29,0.20923
2022-07-30,0.02095
2022-07-31,0.01579
2022-08-01,0.18858
2022-08-02,0.16246
2022-08-03,0.19799
2022-08-04,0.19799
2022-08-05,0.21804
2022-08-06,0.02307
2022-08-07,0.02125
2022-08-08,0.20255
2022-08-09,0.26359
2022-08-10,0.23899
2022-08-11,0.26571
2022-08-12,0.22775
2022-08-13,0.0331
2022-08-14,0.02156
2022-08-15,0.0255
2022-08-16,0.2402
2022-08-17,0.19799
2022-08-18,0.16003
2022-08-19,0.15973
2022-08-20,0.01822
2022-08-21,0.01639
2022-08-22,0.14576
2022-08-23,0.15426
2022-08-24,0.15062
2022-08-25,0.15791
2022-08-26,0.14546
2022-08-27,0.0173
2022-08-28,0.01852
2022-08-29,0.1245
2022-08-30,0.14697
2022-08-31,0.1907
2022-09-01,0.1327
2022-09-02,0.14546
2022-09-03,0.02065
2022-09-04,0.01184
2022-09-05,0.13027
2022-09-06,0.1327
2022-09-07,0.12936
2022-09-08,0.15092
2022-09-09,0.02004
2022-09-10,0.00971
2022-09-11,0.00941
2022-09-12,0.01396
2022-09-13,0.22563
2022-09-14,0.22563
2022-09-15,0.22138
2022-09-16,0.17643
2022-09-17,0.02004
2022-09-18,0.01184
2022-09-19,0.17977
2022-09-20,0.20832
2022-09-21,0.15153
2022-09-22,0.17552
2022-09-23,0.16216
2022-09-24,0.01548
2022-09-25,0.01214
2022-09-26,0.157
2022-09-27,0.15396
2022-09-28,0.15244
2022-09-29,0.16185
2022-09-30,0.14181
2022-10-01,0.02247
2022-10-02,0.01457
2022-10-03,0.01457
2022-10-04,0.17795
2022-10-05,0.16337
2022-10-06,0.1901
2022-10-07,0.1819
2022-10-08,0.01427
2022-10-09,0.01427
2022-10-10,0.017
2022-10-11,0.15912
2022-10-12,0.16368
2022-10-13,0.14272
2022-10-14,0.17218
2022-10-15,0.01609
2022-10-16,0.01032
2022-10-17,0.17825
2022-10-18,0.20194
2022-10-19,0.21044
2022-10-20,0.15487
2022-10-21,0.30975
2022-10-22,0.03826
2022-10-23,0.02277
2022-10-24,0.2976
2022-10-25,0.27634
2022-10-26,0.37321
2022-10-27,0.64956
2022-10-28,0.42545
2022-10-29,0.04494
2022-10-30,0.03431
2022-10-31,0.41451
2022-11-01,0.56635
2022-11-02,0.46675
2022-11-03,0.4543
2022-11-04,0.37959
2022-11-05,0.03431
2022-11-06,0.03218
2022-11-07,0.39994
2022-11-08,0.33191
2022-11-09,0.35712
2022-11-10,0.27209
2022-11-11,0.45521
2022-11-12,0.04706
2022-11-13,0.03583
2022-11-14,0.44822
2022-11-15,0.35894
2022-11-16,0.33738
2022-11-17,0.25296
2022-11-18,0.25539
2022-11-19,0.02459
2022-11-20,0.01761
2022-11-21,0.18706
2022-11-22,0.19162
2022-11-23,0.2402
2022-11-24,0.27148
2022-11-25,0.28879
2022-11-26,0.03067
2022-11-27,0.02186
2022-11-28,0.22745
2022-11-29,0.20498
2022-11-30,0.23322
2022-12-01,0.27634
2022-12-02,0.18493
2022-12-03,0.02581
2022-12-04,0.01639
2022-12-05,0.1907
2022-12-06,0.17248
2022-12-07,0.1901
2022-12-08,0.17339
2022-12-09,0.21196
2022-12-10,0.02733
2022-12-11,0.0167
2022-12-12,0.18676
2022-12-13,0.174
2022-12-14,0.21743
2022-12-15,0.18372
2022-12-16,0.15274
2022-12-17,0.01305
2022-12-18,0.01913
2022-12-19,0.1491
2022-12-20,0.14485
2022-12-21,0.15214
2022-12-22,0.16185
2022-12-23,0.13331
2022-12-24,0.02125
2022-12-25,0.0167
2022-12-26,0.15123
2022-12-27,0.14728
2022-12-28,0.14758
2022-12-29,0.15153
2022-12-30,0.05101
2022-12-31,0.01396
2023-01-01,0.01002
2023-01-02,0.16216
2023-01-03,0.15001
2023-01-04,0.17522
2023-01-05,0.17279
2023-01-06,0.16216
2023-01-07,0.01913
2023-01-08,0.01396
2023-01-09,0.18554
2023-01-10,0.18676
2023-01-11,0.19526
2023-01-12,0.20073
2023-01-13,0.19496
2023-01-14,0.02672
2023-01-15,0.01214
2023-01-16,0.17582
2023-01-17,0.13999
2023-01-18,0.13209
2023-01-19,0.13422
2023-01-20,0.12602
2023-01-21,0.01882
2023-01-22,0.01396
2023-01-23,0.01214
2023-01-24,0.01822
2023-01-25,0.24385
2023-01-26,0.30489
2023-01-27,0.29244
2023-01-28,0.02884
2023-01-29,0.02277
2023-01-30,0.23686
2023-01-31,0.28029
2023-02-01,0.36714
2023-02-02,0.27786
2023-02-03,0.25964
2023-02-04,0.02702
2023-02-05,0.02672
2023-02-06,0.21348
2023-02-07,0.2478
2023-02-08,0.27148
2023-02-09,0.28818
2023-02-10,0.23717
2023-02-11,0.03583
2023-02-12,0.02277
2023-02-13,0.20133
2023-02-14,0.22806
2023-02-15,0.2314
2023-02-16,0.29365
2023-02-17,0.20892
2023-02-18,0.0249
2023-02-19,0.01548
2023-02-20,0.20255
2023-02-21,0.21652
2023-02-22,0.1576
2023-02-23,0.21348
2023-02-24,0.16762
2023-02-25,0.02338
2023-02-26,0.02216
2023-02-27,0.14333
2023-02-28,0.27786
2023-03-01,0.04069
2023-03-02,0.26298
2023-03-03,0.27239
2023-03-04,0.05921
2023-03-05,0.04585
2023-03-06,0.55572
2023-03-07,0.52019
2023-03-08,0.30064
2023-03-09,0.27118
2023-03-10,0.22107
2023-03-11,0.03036
2023-03-12,0.02884
2023-03-13,0.27877
2023-03-14,0.21925
2023-03-15,0.31886
2023-03-16,0.26055
2023-03-17,0.23717
2023-03-18,0.03006
2023-03-19,0.02429
2023-03-20,0.18919
2023-03-21,0.19769
2023-03-22,0.23626
2023-03-23,0.25114
2023-03-24,0.21075
2023-03-25,0.02307
2023-03-26,0.02338
2023-03-27,0.24263
2023-03-28,0.18767
2023-03-29,0.1989
2023-03-30,0.26268
2023-03-31,0.24324
2023-04-01,0.02976
2023-04-02,0.03401
2023-04-03,0.27543
2023-04-04,0.27118
2023-04-05,0.47616
2023-04-06,0.30367
2023-04-07,0.29517
2023-04-08,0.03461
2023-04-09,0.0255
2023-04-10,0.38901
2023-04-11,0.73823
2023-04-12,0.50957
2023-04-13,0.37625
2023-04-14,0.35469
2023-04-15,0.04919
2023-04-16,0.03704
2023-04-17,0.32189
2023-04-18,0.63316
2023-04-19,0.4956
2023-04-20,0.34983
2023-04-21,0.29851
2023-04-22,0.03674
2023-04-23,0.0249
2023-04-24,0.28059
2023-04-25,0.31035
2023-04-26,0.30701
2023-04-27,0.32402
2023-04-28,0.26116
2023-04-29,0.03583
2023-04-30,0.02611
2023-05-01,0.06923
2023-05-02,0.27725
2023-05-03,0.19647
2023-05-04,0.20558
2023-05-05,0.04221
2023-05-06,0.03067
2023-05-07,0.02095
2023-05-08,0.21014
2023-05-09,0.19739
2023-05-10,0.17461
2023-05-11,0.19739
2023-05-12,0.17582
2023-05-13,0.02338
2023-05-14,0.017
2023-05-15,0.17643
2023-05-16,0.19465
2023-05-17,0.22745
2023-05-18,0.20042
2023-05-19,0.20133
2023-05-20,0.02793
2023-05-21,0.02277
2023-05-22,0.20862
2023-05-23,0.23322
2023-05-24,0.18099
2023-05-25,0.15578
2023-05-26,0.17704
2023-05-27,0.02125
2023-05-28,0.02429
2023-05-29,0.02672
