date,2차전지
2023-05-30,4.80849
2023-05-31,4.14006
2023-06-01,3.6798
2023-06-02,4.08687
2023-06-03,2.0284
2023-06-04,2.07466
2023-06-05,3.6266
2023-06-06,2.34064
2023-06-07,5.5278
2023-06-08,4.54482
2023-06-09,4.5055
2023-06-10,2.3337
2023-06-11,2.37533
2023-06-12,4.87325
2023-06-13,6.1569
2023-06-14,30.40984
2023-06-15,8.77972
2023-06-16,4.77379
2023-06-17,2.55111
2023-06-18,2.57655
2023-06-19,5.36821
2023-06-20,5.25256
2023-06-21,4.74835
2023-06-22,3.85095
2023-06-23,3.20334
2023-06-24,1.89656
2023-06-25,2.09316
2023-06-26,3.74687
2023-06-27,4.60264
2023-06-28,8.75196
2023-06-29,4.46849
2023-06-30,3.63354
2023-07-01,1.93588
2023-07-02,1.81792
2023-07-03,6.95485
2023-07-04,5.91867
2023-07-05,6.3535
2023-07-06,5.51623
2023-07-07,4.42224
2023-07-08,2.61587
2023-07-09,2.67369
2023-07-10,6.33731
2023-07-11,6.75131
2023-07-12,6.31649
2023-07-13,5.73827
2023-07-14,5.46535
2023-07-15,2.8726
2023-07-16,2.74771
2023-07-17,5.04672
2023-07-18,13.91433
2023-07-19,11.8813
2023-07-20,13.62521
2023-07-21,11.86511
2023-07-22,6.05745
2023-07-23,6.21935
2023-07-24,22.07419
2023-07-25,25.754
2023-07-26,100.0
2023-07-27,58.34027
2023-07-28,27.7292
2023-07-29,10.13044
2023-07-30,9.2261
2023-07-31,19.12757
2023-08-01,18.15154
2023-08-02,19.06975
2023-08-03,14.56193
2023-08-04,9.32556
2023-08-05,4.91719
2023-08-06,6.00194
2023-08-07,19.62253
2023-08-08,11.60838
2023-08-09,9.03876
2023-08-10,7.29484
2023-08-11,7.63946
2023-08-12,3.49939
2023-08-13,3.76769
2023-08-14,7.75048
2023-08-15,4.13544
2023-08-16,11.55981
2023-08-17,9.55916
2023-08-18,7.22546
2023-08-19,3.36293
2023-08-20,3.38144
2023-08-21,7.40355
2023-08-22,6.53159
2023-08-23,6.82995
2023-08-24,5.52086
2023-08-25,4.62577
2023-08-26,2.51179
2023-08-27,2.83559
2023-08-28,5.22712
2023-08-29,5.90248
2023-08-30,5.16467
2023-08-31,4.67897
2023-09-01,7.68341
2023-09-02,2.61356
2023-09-03,2.6922
2023-09-04,5.08835
2023-09-05,4.76917
2023-09-06,5.278
2023-09-07,7.41974
2023-09-08,5.26644
2023-09-09,2.61124
2023-09-10,2.84485
2023-09-11,7.69497
2023-09-12,11.51355
2023-09-13,9.73494
2023-09-14,6.89703
2023-09-15,4.64659
2023-09-16,2.34758
2023-09-17,2.8194
2023-09-18,4.58182
2023-09-19,5.06984
2023-09-20,4.14006
2023-09-21,4.17013
2023-09-22,3.20103
2023-09-23,1.79017
2023-09-24,1.96132
2023-09-25,10.98158
2023-09-26,5.35664
2023-09-27,4.19326
2023-09-28,1.63983
2023-09-29,1.89888
2023-09-30,1.7416
2023-10-01,1.88731
2023-10-02,1.83411
2023-10-03,2.54648
2023-10-04,8.34489
2023-10-05,5.08603
2023-10-06,3.98973
2023-10-07,1.93126
2023-10-08,1.9035
2023-10-09,2.34526
2023-10-10,7.40355
2023-10-11,5.98112
2023-10-12,5.1161
2023-10-13,3.5179
2023-10-14,2.01915
2023-10-15,2.13942
2023-10-16,3.95272
2023-10-17,3.79313
2023-10-18,3.98741
2023-10-19,5.01202
2023-10-20,6.09445
2023-10-21,2.7107
2023-10-22,2.37533
2023-10-23,4.74373
2023-10-24,6.14071
2023-10-25,28.52715
2023-10-26,14.45785
2023-10-27,6.6241
2023-10-28,2.81478
2023-10-29,2.99056
2023-10-30,5.74289
2023-10-31,12.55435
2023-11-01,10.10963
2023-11-02,8.03265
2023-11-03,5.25025
2023-11-04,2.63437
2023-11-05,3.34906
2023-11-06,37.06864
2023-11-07,14.53649
2023-11-08,8.40965
2023-11-09,6.75825
2023-11-10,5.91405
2023-11-11,3.39531
2023-11-12,2.89804
2023-11-13,5.84466
2023-11-14,6.82533
2023-11-15,5.97418
2023-11-16,4.40373
2023-11-17,4.18632
2023-11-18,2.34295
2023-11-19,2.76621
2023-11-20,4.85706
2023-11-21,4.05911
2023-11-22,3.88796
2023-11-23,3.733
2023-11-24,2.98362
2023-11-25,1.91507
2023-11-26,2.20418
2023-11-27,3.9134
2023-11-28,3.88796
2023-11-29,5.63188
2023-11-30,4.61883
2023-12-01,5.17392
2023-12-02,3.2496
2023-12-03,3.23572
2023-12-04,5.03284
2023-12-05,4.0036
2023-12-06,5.39365
2023-12-07,4.524
2023-12-08,3.24729
2023-12-09,1.99602
2023-12-10,2.44472
2023-12-11,3.42538
2023-12-12,3.61273
2023-12-13,7.5215
2023-12-14,5.17161
2023-12-15,4.63965
2023-12-16,2.22037
2023-12-17,2.02377
2023-12-18,5.00508
2023-12-19,3.63123
2023-12-20,3.22879
2023-12-21,3.33518
2023-12-22,3.67055
2023-12-23,1.84799
2023-12-24,1.70691
2023-12-25,2.20649
2023-12-26,5.21324
2023-12-27,3.89258
2023-12-28,2.98825
2023-12-29,2.22268
2023-12-30,1.82024
2023-12-31,1.73235
2024-01-01,1.97058
2024-01-02,4.16782
2024-01-03,4.73448
2024-01-04,3.5179
2024-01-05,3.61504
2024-01-06,1.58432
2024-01-07,1.67453
2024-01-08,2.89804
2024-01-09,2.96974
2024-01-10,3.87639
2024-01-11,3.39994
2024-01-12,3.60116
2024-01-13,1.66759
2024-01-14,1.83643
2024-01-15,5.37283
2024-01-16,3.68211
2024-01-17,5.99269
2024-01-18,4.01517
2024-01-19,8.46748
2024-01-20,2.82634
2024-01-21,2.29669
2024-01-22,22.02331
2024-01-23,9.22148
2024-01-24,6.19853
2024-01-25,12.0247
2024-01-26,8.86529
2024-01-27,2.6205
2024-01-28,2.73152
2024-01-29,5.55324
2024-01-30,4.74604
2024-01-31,3.6613
2024-02-01,4.08224
2024-02-02,3.40457
2024-02-03,1.73697
2024-02-04,1.7231
2024-02-05,3.25885
2024-02-06,4.30659
2024-02-07,5.66888
2024-02-08,3.16402
2024-02-09,1.8133
2024-02-10,1.84105
2024-02-11,1.50568
2024-02-12,2.17411
2024-02-13,4.20945
2024-02-14,4.04524
2024-02-15,3.66823
2024-02-16,3.83708
2024-02-17,1.64446
2024-02-18,1.82486
2024-02-19,4.38754
2024-02-20,4.37598
2024-02-21,4.14932
2024-02-22,3.33518
2024-02-23,3.10389
2024-02-24,1.62827
2024-02-25,1.88962
2024-02-26,3.06226
2024-02-27,3.43926
2024-02-28,3.36293
2024-02-29,2.75002
2024-03-01,1.55194
2024-03-02,1.62133
2024-03-03,1.55194
2024-03-04,3.43926
2024-03-05,4.68128
2024-03-06,4.03598
2024-03-07,4.46618
2024-03-08,3.77463
2024-03-09,1.69765
2024-03-10,2.03996
2024-03-11,3.83476
2024-03-12,7.08437
2024-03-13,4.22333
2024-03-14,3.56878
2024-03-15,3.27042
2024-03-16,1.65371
2024-03-17,1.72772
2024-03-18,3.53177
2024-03-19,3.11545
2024-03-20,3.1062
