date,보험비교사이트
2020-11-21,10.55276
2020-11-22,15.57788
2020-11-23,19.76549
2020-11-24,24.79061
2020-11-25,24.45561
2020-11-26,21.10552
2020-11-27,23.28308
2020-11-28,11.55778
2020-11-29,10.88777
2020-11-30,25.79564
2020-12-01,29.48073
2020-12-02,22.27805
2020-12-03,23.95309
2020-12-04,24.45561
2020-12-05,13.56783
2020-12-06,15.74539
2020-12-07,26.13065
2020-12-08,28.1407
2020-12-09,34.17085
2020-12-10,35.00837
2020-12-11,24.2881
2020-12-12,12.89782
2020-12-13,14.40536
2020-12-14,30.98827
2020-12-15,29.48073
2020-12-16,29.14572
2020-12-17,29.48073
2020-12-18,23.61809
2020-12-19,13.40033
2020-12-20,11.72529
2020-12-21,31.32328
2020-12-22,28.81072
2020-12-23,29.81574
2020-12-24,19.09547
2020-12-25,14.74036
2020-12-26,15.41038
2020-12-27,21.44053
2020-12-28,35.67839
2020-12-29,39.53098
2020-12-30,33.33333
2020-12-31,27.47068
2021-01-01,11.22278
2021-01-02,11.22278
2021-01-03,14.90787
2021-01-04,24.2881
2021-01-05,28.47571
2021-01-06,28.64321
2021-01-07,28.64321
2021-01-08,23.78559
2021-01-09,16.91792
2021-01-10,17.92294
2021-01-11,28.64321
2021-01-12,28.81072
2021-01-13,26.46566
2021-01-14,27.30318
2021-01-15,29.31323
2021-01-16,18.92797
2021-01-17,18.25795
2021-01-18,43.88609
2021-01-19,34.33835
2021-01-20,34.50586
2021-01-21,29.48073
2021-01-22,26.13065
2021-01-23,14.74036
2021-01-24,16.91792
2021-01-25,33.83584
2021-01-26,29.31323
2021-01-27,32.66331
2021-01-28,34.50586
2021-01-29,25.29313
2021-01-30,16.2479
2021-01-31,13.73534
2021-02-01,27.30318
2021-02-02,28.81072
2021-02-03,27.63819
2021-02-04,25.79564
2021-02-05,25.62814
2021-02-06,14.23785
2021-02-07,15.07537
2021-02-08,26.80067
2021-02-09,28.64321
2021-02-10,19.76549
2021-02-11,7.70519
2021-02-12,10.72026
2021-02-13,13.56783
2021-02-14,18.09045
2021-02-15,33.33333
2021-02-16,38.35845
2021-02-17,30.82077
2021-02-18,31.65829
2021-02-19,28.81072
2021-02-20,16.91792
2021-02-21,14.57286
2021-02-22,26.29815
2021-02-23,35.51088
2021-02-24,24.95812
2021-02-25,27.80569
2021-02-26,31.15577
2021-02-27,9.88274
2021-02-28,17.58793
2021-03-01,22.27805
2021-03-02,30.15075
2021-03-03,26.63316
2021-03-04,25.12562
2021-03-05,20.93802
2021-03-06,12.89782
2021-03-07,13.40033
2021-03-08,27.47068
2021-03-09,28.1407
2021-03-10,30.98827
2021-03-11,29.81574
2021-03-12,26.96817
2021-03-13,12.2278
2021-03-14,16.0804
2021-03-15,23.28308
2021-03-16,38.69346
2021-03-17,32.3283
2021-03-18,27.80569
2021-03-19,28.1407
2021-03-20,16.0804
2021-03-21,17.58793
2021-03-22,26.96817
2021-03-23,29.81574
2021-03-24,28.3082
2021-03-25,28.97822
2021-03-26,20.43551
2021-03-27,13.40033
2021-03-28,15.24288
2021-03-29,27.13567
2021-03-30,25.29313
2021-03-31,24.79061
2021-04-01,19.09547
2021-04-02,18.76046
2021-04-03,14.07035
2021-04-04,9.38023
2021-04-05,19.59798
2021-04-06,21.27303
2021-04-07,22.27805
2021-04-08,18.25795
2021-04-09,23.45058
2021-04-10,14.07035
2021-04-11,11.89279
2021-04-12,23.11557
2021-04-13,22.78056
2021-04-14,27.80569
2021-04-15,21.44053
2021-04-16,20.93802
2021-04-17,12.89782
2021-04-18,11.22278
2021-04-19,24.62311
2021-04-20,27.63819
2021-04-21,21.27303
2021-04-22,20.1005
2021-04-23,20.1005
2021-04-24,9.21273
2021-04-25,13.40033
2021-04-26,25.79564
2021-04-27,22.27805
2021-04-28,25.96314
2021-04-29,25.79564
2021-04-30,22.78056
2021-05-01,15.24288
2021-05-02,20.268
2021-05-03,35.17587
2021-05-04,30.48576
2021-05-05,23.11557
2021-05-06,31.15577
2021-05-07,30.65326
2021-05-08,14.40536
2021-05-09,14.90787
2021-05-10,29.98324
2021-05-11,21.10552
2021-05-12,24.2881
2021-05-13,23.61809
2021-05-14,18.25795
2021-05-15,9.21273
2021-05-16,13.73534
2021-05-17,24.2881
2021-05-18,24.79061
2021-05-19,15.91289
2021-05-20,30.31825
2021-05-21,25.29313
2021-05-22,19.43048
2021-05-23,20.268
2021-05-24,39.53098
2021-05-25,37.01842
2021-05-26,37.18592
2021-05-27,42.04355
2021-05-28,28.97822
2021-05-29,22.27805
2021-05-30,18.25795
2021-05-31,28.64321
2021-06-01,30.98827
2021-06-02,32.83082
2021-06-03,32.66331
2021-06-04,27.80569
2021-06-05,12.73031
2021-06-06,18.42546
2021-06-07,30.31825
2021-06-08,33.50083
2021-06-09,32.3283
2021-06-10,33.16582
2021-06-11,30.48576
2021-06-12,23.45058
2021-06-13,21.44053
2021-06-14,28.1407
2021-06-15,27.97319
2021-06-16,29.14572
2021-06-17,28.47571
2021-06-18,36.85092
2021-06-19,24.45561
2021-06-20,27.47068
2021-06-21,40.3685
2021-06-22,44.72361
2021-06-23,35.00837
2021-06-24,36.0134
2021-06-25,27.13567
2021-06-26,14.74036
2021-06-27,14.40536
2021-06-28,36.0134
2021-06-29,38.86097
2021-06-30,47.90619
2021-07-01,24.79061
2021-07-02,24.45561
2021-07-03,11.55778
2021-07-04,13.23283
2021-07-05,22.44556
2021-07-06,19.43048
2021-07-07,22.27805
2021-07-08,14.23785
2021-07-09,18.92797
2021-07-10,11.89279
2021-07-11,10.88777
2021-07-12,25.12562
2021-07-13,24.79061
2021-07-14,21.44053
2021-07-15,19.76549
2021-07-16,23.11557
2021-07-17,15.07537
2021-07-18,17.75544
2021-07-19,23.11557
2021-07-20,27.30318
2021-07-21,27.63819
2021-07-22,26.96817
2021-07-23,18.42546
2021-07-24,11.72529
2021-07-25,12.89782
2021-07-26,23.11557
2021-07-27,25.29313
2021-07-28,23.11557
2021-07-29,20.268
2021-07-30,19.93299
2021-07-31,11.72529
2021-08-01,15.07537
2021-08-02,19.76549
2021-08-03,22.11055
2021-08-04,25.12562
2021-08-05,23.61809
2021-08-06,19.76549
2021-08-07,12.3953
2021-08-08,14.74036
2021-08-09,26.96817
2021-08-10,26.80067
2021-08-11,25.46063
2021-08-12,28.81072
2021-08-13,24.62311
2021-08-14,11.55778
2021-08-15,11.22278
2021-08-16,16.2479
2021-08-17,20.268
2021-08-18,28.97822
2021-08-19,23.95309
2021-08-20,18.09045
2021-08-21,13.56783
2021-08-22,13.56783
2021-08-23,25.46063
2021-08-24,26.29815
2021-08-25,30.15075
2021-08-26,28.81072
2021-08-27,24.62311
2021-08-28,11.05527
2021-08-29,12.0603
2021-08-30,20.60301
2021-08-31,21.94304
2021-09-01,24.2881
2021-09-02,30.65326
2021-09-03,24.2881
2021-09-04,12.0603
2021-09-05,13.06532
2021-09-06,33.83584
2021-09-07,28.3082
2021-09-08,28.64321
2021-09-09,35.17587
2021-09-10,30.15075
2021-09-11,19.93299
2021-09-12,20.1005
2021-09-13,24.79061
2021-09-14,31.49078
2021-09-15,32.99832
2021-09-16,30.48576
2021-09-17,25.29313
2021-09-18,12.89782
2021-09-19,12.89782
2021-09-20,10.38525
2021-09-21,13.06532
2021-09-22,18.92797
2021-09-23,36.68341
2021-09-24,36.51591
2021-09-25,25.62814
2021-09-26,17.42043
2021-09-27,37.68844
2021-09-28,37.01842
2021-09-29,27.80569
2021-09-30,30.15075
2021-10-01,23.28308
2021-10-02,14.57286
2021-10-03,16.41541
2021-10-04,25.62814
2021-10-05,35.00837
2021-10-06,29.98324
2021-10-07,31.65829
2021-10-08,30.31825
2021-10-09,11.39028
2021-10-10,15.24288
2021-10-11,23.11557
2021-10-12,34.00335
2021-10-13,31.65829
2021-10-14,24.2881
2021-10-15,24.1206
2021-10-16,12.73031
2021-10-17,14.90787
2021-10-18,26.80067
2021-10-19,30.98827
2021-10-20,27.30318
2021-10-21,22.44556
2021-10-22,27.30318
2021-10-23,14.57286
2021-10-24,16.91792
2021-10-25,37.35343
2021-10-26,28.97822
2021-10-27,32.3283
2021-10-28,35.84589
2021-10-29,32.83082
2021-10-30,18.92797
2021-10-31,21.60804
2021-11-01,33.16582
2021-11-02,37.52093
2021-11-03,38.86097
2021-11-04,30.65326
2021-11-05,32.49581
2021-11-06,20.1005
2021-11-07,20.43551
2021-11-08,29.48073
2021-11-09,36.3484
2021-11-10,32.99832
2021-11-11,29.64824
2021-11-12,29.31323
2021-11-13,20.93802
2021-11-14,20.93802
2021-11-15,33.16582
2021-11-16,33.50083
2021-11-17,32.49581
2021-11-18,32.1608
2021-11-19,27.13567
2021-11-20,27.30318
2021-11-21,22.11055
2021-11-22,36.51591
2021-11-23,34.33835
2021-11-24,31.82579
2021-11-25,35.34338
2021-11-26,28.97822
2021-11-27,23.95309
2021-11-28,24.1206
2021-11-29,32.66331
2021-11-30,27.47068
2021-12-01,27.80569
2021-12-02,26.63316
2021-12-03,22.94807
2021-12-04,20.43551
2021-12-05,18.09045
2021-12-06,36.68341
2021-12-07,35.67839
2021-12-08,32.66331
2021-12-09,35.34338
2021-12-10,23.28308
2021-12-11,17.42043
2021-12-12,19.59798
2021-12-13,31.15577
2021-12-14,32.99832
2021-12-15,33.33333
2021-12-16,31.99329
2021-12-17,25.96314
2021-12-18,22.27805
2021-12-19,21.94304
2021-12-20,34.17085
2021-12-21,30.15075
2021-12-22,31.65829
2021-12-23,29.31323
2021-12-24,26.63316
2021-12-25,15.07537
2021-12-26,16.91792
2021-12-27,36.51591
2021-12-28,38.19095
2021-12-29,38.02345
2021-12-30,35.51088
2021-12-31,32.83082
2022-01-01,19.76549
2022-01-02,21.44053
2022-01-03,32.3283
2022-01-04,33.16582
2022-01-05,25.79564
2022-01-06,29.81574
2022-01-07,27.47068
2022-01-08,15.41038
2022-01-09,23.95309
2022-01-10,37.18592
2022-01-11,35.00837
2022-01-12,27.97319
2022-01-13,32.1608
2022-01-14,21.94304
2022-01-15,19.09547
2022-01-16,23.95309
2022-01-17,34.84087
2022-01-18,36.3484
2022-01-19,36.85092
2022-01-20,31.49078
2022-01-21,29.64824
2022-01-22,26.29815
2022-01-23,21.60804
2022-01-24,31.99329
2022-01-25,35.34338
2022-01-26,32.83082
2022-01-27,31.49078
2022-01-28,32.3283
2022-01-29,19.26298
2022-01-30,19.76549
2022-01-31,17.08542
2022-02-01,16.91792
2022-02-02,19.76549
2022-02-03,38.19095
2022-02-04,35.34338
2022-02-05,24.95812
2022-02-06,24.2881
2022-02-07,36.85092
2022-02-08,29.48073
2022-02-09,25.46063
2022-02-10,36.68341
2022-02-11,24.79061
2022-02-12,17.25293
2022-02-13,13.06532
2022-02-14,26.63316
2022-02-15,34.33835
2022-02-16,34.33835
2022-02-17,27.30318
2022-02-18,34.00335
2022-02-19,21.60804
2022-02-20,21.60804
2022-02-21,45.22613
2022-02-22,57.28643
2022-02-23,55.94639
2022-02-24,54.27135
2022-02-25,54.43886
2022-02-26,50.92127
2022-02-27,55.44388
2022-02-28,60.97152
2022-03-01,48.2412
2022-03-02,51.08877
2022-03-03,25.79564
2022-03-04,24.2881
2022-03-05,16.91792
2022-03-06,15.24288
2022-03-07,29.81574
2022-03-08,28.47571
2022-03-09,13.56783
2022-03-10,23.78559
2022-03-11,30.65326
2022-03-12,20.43551
2022-03-13,27.13567
2022-03-14,30.98827
2022-03-15,33.16582
2022-03-16,29.98324
2022-03-17,35.67839
2022-03-18,34.00335
2022-03-19,25.62814
2022-03-20,29.81574
2022-03-21,41.87604
2022-03-22,34.33835
2022-03-23,34.17085
2022-03-24,42.37855
2022-03-25,33.16582
2022-03-26,26.29815
2022-03-27,25.79564
2022-03-28,35.34338
2022-03-29,39.86599
2022-03-30,44.55611
2022-03-31,38.52596
2022-04-01,24.1206
2022-04-02,19.59798
2022-04-03,15.24288
2022-04-04,32.99832
2022-04-05,33.33333
2022-04-06,38.19095
2022-04-07,33.16582
2022-04-08,23.78559
2022-04-09,20.60301
2022-04-10,16.75041
2022-04-11,32.3283
2022-04-12,36.3484
2022-04-13,37.68844
2022-04-14,31.65829
2022-04-15,32.99832
2022-04-16,22.94807
2022-04-17,23.61809
2022-04-18,35.51088
2022-04-19,36.0134
2022-04-20,36.3484
2022-04-21,31.82579
2022-04-22,32.1608
2022-04-23,27.97319
2022-04-24,28.64321
2022-04-25,32.1608
2022-04-26,34.00335
2022-04-27,27.80569
2022-04-28,24.95812
2022-04-29,19.26298
2022-04-30,10.72026
2022-05-01,11.55778
2022-05-02,23.95309
2022-05-03,25.79564
2022-05-04,16.75041
2022-05-05,12.0603
2022-05-06,24.2881
2022-05-07,13.23283
2022-05-08,11.89279
2022-05-09,23.28308
2022-05-10,29.31323
2022-05-11,41.37353
2022-05-12,38.86097
2022-05-13,37.01842
2022-05-14,24.1206
2022-05-15,28.81072
2022-05-16,39.53098
2022-05-17,35.34338
2022-05-18,35.17587
2022-05-19,45.05862
2022-05-20,39.19597
2022-05-21,30.82077
2022-05-22,24.62311
2022-05-23,40.53601
2022-05-24,39.86599
2022-05-25,38.86097
2022-05-26,39.19597
2022-05-27,30.65326
2022-05-28,17.58793
2022-05-29,15.41038
2022-05-30,29.98324
2022-05-31,29.31323
2022-06-01,19.76549
2022-06-02,26.96817
2022-06-03,24.79061
2022-06-04,15.41038
2022-06-05,19.43048
2022-06-06,18.59296
2022-06-07,25.79564
2022-06-08,34.00335
2022-06-09,32.83082
2022-06-10,24.79061
2022-06-11,14.57286
2022-06-12,19.76549
2022-06-13,36.68341
2022-06-14,25.46063
2022-06-15,29.81574
2022-06-16,29.14572
2022-06-17,26.63316
2022-06-18,14.23785
2022-06-19,15.57788
2022-06-20,28.47571
2022-06-21,28.47571
2022-06-22,27.80569
2022-06-23,29.48073
2022-06-24,22.94807
2022-06-25,11.55778
2022-06-26,16.41541
2022-06-27,27.63819
2022-06-28,26.29815
2022-06-29,22.44556
2022-06-30,24.95812
2022-07-01,23.78559
2022-07-02,13.73534
2022-07-03,11.39028
2022-07-04,25.62814
2022-07-05,26.96817
2022-07-06,30.98827
2022-07-07,21.27303
2022-07-08,20.268
2022-07-09,13.23283
2022-07-10,13.73534
2022-07-11,31.99329
2022-07-12,27.97319
2022-07-13,30.98827
2022-07-14,23.45058
2022-07-15,27.30318
2022-07-16,15.41038
2022-07-17,17.58793
2022-07-18,31.82579
2022-07-19,33.16582
2022-07-20,27.80569
2022-07-21,26.63316
2022-07-22,27.13567
2022-07-23,14.74036
2022-07-24,16.0804
2022-07-25,26.63316
2022-07-26,30.31825
2022-07-27,34.33835
2022-07-28,35.51088
2022-07-29,29.98324
2022-07-30,15.41038
2022-07-31,15.24288
2022-08-01,24.95812
2022-08-02,26.13065
2022-08-03,31.65829
2022-08-04,30.31825
2022-08-05,27.63819
2022-08-06,16.2479
2022-08-07,18.42546
2022-08-08,27.47068
2022-08-09,26.63316
2022-08-10,24.95812
2022-08-11,26.80067
2022-08-12,23.61809
2022-08-13,14.90787
2022-08-14,13.56783
2022-08-15,18.09045
2022-08-16,29.31323
2022-08-17,28.97822
2022-08-18,25.96314
2022-08-19,26.29815
2022-08-20,17.42043
2022-08-21,15.24288
2022-08-22,35.84589
2022-08-23,29.31323
2022-08-24,35.84589
2022-08-25,27.63819
2022-08-26,29.64824
2022-08-27,15.74539
2022-08-28,11.05527
2022-08-29,29.81574
2022-08-30,29.98324
2022-08-31,28.1407
2022-09-01,28.1407
2022-09-02,24.79061
2022-09-03,15.57788
2022-09-04,13.23283
2022-09-05,25.79564
2022-09-06,31.65829
2022-09-07,28.64321
2022-09-08,20.77051
2022-09-09,10.72026
2022-09-10,10.55276
2022-09-11,10.88777
2022-09-12,15.07537
2022-09-13,33.33333
2022-09-14,31.65829
2022-09-15,26.96817
2022-09-16,29.14572
2022-09-17,14.40536
2022-09-18,16.41541
2022-09-19,32.83082
2022-09-20,28.1407
2022-09-21,29.31323
2022-09-22,32.1608
2022-09-23,25.79564
2022-09-24,9.21273
2022-09-25,13.23283
2022-09-26,27.80569
2022-09-27,29.64824
2022-09-28,30.15075
2022-09-29,32.99832
2022-09-30,21.27303
2022-10-01,11.89279
2022-10-02,11.22278
2022-10-03,22.78056
2022-10-04,31.15577
2022-10-05,44.2211
2022-10-06,35.51088
2022-10-07,23.95309
2022-10-08,10.38525
2022-10-09,13.56783
2022-10-10,16.75041
2022-10-11,27.13567
2022-10-12,26.63316
2022-10-13,26.46566
2022-10-14,20.77051
2022-10-15,13.73534
2022-10-16,14.07035
2022-10-17,29.81574
2022-10-18,34.33835
2022-10-19,32.99832
2022-10-20,28.3082
2022-10-21,29.14572
2022-10-22,17.75544
2022-10-23,17.42043
2022-10-24,32.3283
2022-10-25,34.84087
2022-10-26,28.1407
2022-10-27,29.64824
2022-10-28,35.34338
2022-10-29,14.07035
2022-10-30,12.89782
2022-10-31,26.96817
2022-11-01,29.14572
2022-11-02,27.80569
2022-11-03,27.47068
2022-11-04,23.95309
2022-11-05,20.93802
2022-11-06,10.21775
2022-11-07,26.46566
2022-11-08,28.64321
2022-11-09,27.97319
2022-11-10,28.81072
2022-11-11,23.95309
2022-11-12,20.1005
2022-11-13,12.56281
2022-11-14,24.62311
2022-11-15,31.49078
2022-11-16,29.31323
2022-11-17,26.80067
2022-11-18,28.3082
2022-11-19,11.05527
2022-11-20,15.41038
2022-11-21,30.65326
2022-11-22,28.64321
2022-11-23,27.80569
2022-11-24,25.29313
2022-11-25,23.95309
2022-11-26,15.41038
2022-11-27,20.77051
2022-11-28,35.84589
2022-11-29,32.66331
2022-11-30,33.66834
2022-12-01,25.79564
2022-12-02,18.92797
2022-12-03,13.23283
2022-12-04,17.25293
2022-12-05,28.97822
2022-12-06,33.16582
2022-12-07,32.1608
2022-12-08,27.13567
2022-12-09,25.29313
2022-12-10,15.24288
2022-12-11,12.89782
2022-12-12,26.80067
2022-12-13,33.16582
2022-12-14,28.64321
2022-12-15,32.66331
2022-12-16,26.80067
2022-12-17,12.73031
2022-12-18,17.58793
2022-12-19,27.47068
2022-12-20,30.98827
2022-12-21,38.69346
2022-12-22,42.88107
2022-12-23,44.89112
2022-12-24,17.92294
2022-12-25,15.74539
2022-12-26,56.95142
2022-12-27,53.76884
2022-12-28,41.54103
2022-12-29,39.53098
2022-12-30,28.3082
2022-12-31,15.91289
2023-01-01,15.07537
2023-01-02,33.83584
2023-01-03,31.82579
2023-01-04,29.81574
2023-01-05,31.65829
2023-01-06,23.61809
2023-01-07,15.57788
2023-01-08,18.09045
2023-01-09,30.65326
2023-01-10,34.17085
2023-01-11,28.81072
2023-01-12,34.00335
2023-01-13,27.80569
2023-01-14,17.92294
2023-01-15,18.25795
2023-01-16,32.99832
2023-01-17,27.63819
2023-01-18,36.3484
2023-01-19,30.48576
2023-01-20,24.45561
2023-01-21,17.08542
2023-01-22,17.08542
2023-01-23,20.1005
2023-01-24,25.46063
2023-01-25,43.88609
2023-01-26,40.3685
2023-01-27,38.35845
2023-01-28,21.10552
2023-01-29,18.25795
2023-01-30,37.18592
2023-01-31,31.65829
2023-02-01,39.19597
2023-02-02,42.04355
2023-02-03,39.69849
2023-02-04,27.47068
2023-02-05,26.96817
2023-02-06,43.38358
2023-02-07,43.04857
2023-02-08,43.88609
2023-02-09,49.91624
2023-02-10,45.72864
2023-02-11,37.18592
2023-02-12,37.01842
2023-02-13,62.14405
2023-02-14,52.0938
2023-02-15,50.41876
2023-02-16,51.92629
2023-02-17,51.08877
2023-02-18,35.51088
2023-02-19,36.51591
2023-02-20,40.53601
2023-02-21,36.85092
2023-02-22,32.1608
2023-02-23,33.16582
2023-02-24,31.49078
2023-02-25,12.73031
2023-02-26,21.10552
2023-02-27,38.86097
2023-02-28,30.65326
2023-03-01,22.44556
2023-03-02,29.31323
2023-03-03,26.63316
2023-03-04,15.07537
2023-03-05,18.42546
2023-03-06,28.81072
2023-03-07,32.49581
2023-03-08,24.1206
2023-03-09,26.46566
2023-03-10,26.13065
2023-03-11,14.23785
2023-03-12,16.58291
2023-03-13,35.34338
2023-03-14,33.33333
2023-03-15,30.65326
2023-03-16,32.49581
2023-03-17,28.64321
2023-03-18,16.91792
2023-03-19,23.28308
2023-03-20,33.50083
2023-03-21,35.00837
2023-03-22,35.34338
2023-03-23,34.00335
2023-03-24,39.86599
2023-03-25,19.26298
2023-03-26,22.44556
2023-03-27,37.85594
2023-03-28,37.18592
2023-03-29,35.51088
2023-03-30,41.20603
2023-03-31,27.13567
2023-04-01,16.58291
2023-04-02,16.2479
2023-04-03,32.3283
2023-04-04,34.50586
2023-04-05,32.66331
2023-04-06,32.66331
2023-04-07,40.53601
2023-04-08,20.1005
2023-04-09,20.93802
2023-04-10,47.90619
2023-04-11,51.08877
2023-04-12,48.2412
2023-04-13,42.21105
2023-04-14,34.67336
2023-04-15,20.1005
2023-04-16,22.27805
2023-04-17,32.49581
2023-04-18,38.69346
2023-04-19,30.65326
2023-04-20,37.68844
2023-04-21,29.64824
2023-04-22,15.91289
2023-04-23,15.07537
2023-04-24,35.67839
2023-04-25,31.15577
2023-04-26,30.15075
2023-04-27,28.97822
2023-04-28,24.1206
2023-04-29,11.55778
2023-04-30,12.56281
2023-05-01,19.09547
2023-05-02,31.32328
2023-05-03,27.13567
2023-05-04,24.62311
2023-05-05,18.92797
2023-05-06,14.40536
2023-05-07,15.24288
2023-05-08,29.81574
2023-05-09,35.67839
2023-05-10,54.94137
2023-05-11,53.60134
2023-05-12,42.54606
2023-05-13,23.61809
2023-05-14,42.71356
2023-05-15,66.66666
2023-05-16,63.81909
2023-05-17,58.96147
2023-05-18,58.79396
2023-05-19,44.55611
2023-05-20,17.58793
2023-05-21,15.07537
2023-05-22,43.55108
2023-05-23,46.73366
2023-05-24,61.47403
2023-05-25,63.14907
2023-05-26,53.93634
2023-05-27,51.42378
2023-05-28,50.41876
