date,크립토
2020-06-25,0.34083
2020-06-26,0.43172
2020-06-27,0.2613
2020-06-28,0.3181
2020-06-29,0.48852
2020-06-30,0.68166
2020-07-01,0.43172
2020-07-02,0.37491
2020-07-03,0.36355
2020-07-04,0.37491
2020-07-05,0.35219
2020-07-06,0.30674
2020-07-07,0.38627
2020-07-08,0.4658
2020-07-09,0.42035
2020-07-10,0.39763
2020-07-11,0.22722
2020-07-12,0.23858
2020-07-13,0.5226
2020-07-14,0.43172
2020-07-15,0.43172
2020-07-16,0.47716
2020-07-17,0.44308
2020-07-18,0.29538
2020-07-19,0.23858
2020-07-20,0.30674
2020-07-21,0.45444
2020-07-22,0.45444
2020-07-23,0.40899
2020-07-24,0.35219
2020-07-25,0.28402
2020-07-26,0.45444
2020-07-27,0.45444
2020-07-28,0.36355
2020-07-29,0.47716
2020-07-30,0.42035
2020-07-31,0.38627
2020-08-01,0.2613
2020-08-02,0.45444
2020-08-03,0.73846
2020-08-04,0.56805
2020-08-05,0.51124
2020-08-06,0.44308
2020-08-07,0.43172
2020-08-08,0.53396
2020-08-09,0.5226
2020-08-10,0.4658
2020-08-11,0.78391
2020-08-12,0.47716
2020-08-13,0.71574
2020-08-14,0.49988
2020-08-15,0.5226
2020-08-16,0.34083
2020-08-17,0.54533
2020-08-18,0.47716
2020-08-19,0.6703
2020-08-20,0.44308
2020-08-21,0.99977
2020-08-22,0.70438
2020-08-23,0.56805
2020-08-24,0.6703
2020-08-25,0.85207
2020-08-26,0.5226
2020-08-27,0.51124
2020-08-28,0.35219
2020-08-29,0.45444
2020-08-30,0.48852
2020-08-31,0.62485
2020-09-01,0.39763
2020-09-02,0.57941
2020-09-03,0.48852
2020-09-04,0.45444
2020-09-05,0.48852
2020-09-06,0.53396
2020-09-07,0.6703
2020-09-08,0.68166
2020-09-09,0.39763
2020-09-10,0.40899
2020-09-11,0.55669
2020-09-12,0.3181
2020-09-13,0.39763
2020-09-14,0.49988
2020-09-15,0.59077
2020-09-16,0.49988
2020-09-17,0.55669
2020-09-18,0.37491
2020-09-19,0.39763
2020-09-20,0.28402
2020-09-21,0.47716
2020-09-22,0.55669
2020-09-23,0.39763
2020-09-24,0.38627
2020-09-25,0.39763
2020-09-26,0.24994
2020-09-27,0.35219
2020-09-28,0.38627
2020-09-29,0.42035
2020-09-30,0.15905
2020-10-01,0.36355
2020-10-02,0.32947
2020-10-03,0.36355
2020-10-04,0.27266
2020-10-05,0.40899
2020-10-06,0.54533
2020-10-07,0.39763
2020-10-08,0.54533
2020-10-09,0.42035
2020-10-10,0.28402
2020-10-11,0.28402
2020-10-12,0.42035
2020-10-13,0.22722
2020-10-14,0.37491
2020-10-15,0.34083
2020-10-16,0.4658
2020-10-17,0.20449
2020-10-18,0.36355
2020-10-19,0.63621
2020-10-20,0.56805
2020-10-21,0.49988
2020-10-22,0.77255
2020-10-23,0.49988
2020-10-24,0.44308
2020-10-25,0.40899
2020-10-26,0.47716
2020-10-27,0.54533
2020-10-28,0.39763
2020-10-29,0.47716
2020-10-30,0.37491
2020-10-31,0.37491
2020-11-01,0.20449
2020-11-02,0.34083
2020-11-03,0.35219
2020-11-04,0.40899
2020-11-05,0.56805
2020-11-06,0.36355
2020-11-07,0.24994
2020-11-08,0.28402
2020-11-09,0.56805
2020-11-10,0.49988
2020-11-11,0.53396
2020-11-12,0.42035
2020-11-13,0.47716
2020-11-14,0.47716
2020-11-15,0.20449
2020-11-16,0.60213
2020-11-17,0.53396
2020-11-18,0.65894
2020-11-19,0.48852
2020-11-20,0.51124
2020-11-21,0.51124
2020-11-22,0.43172
2020-11-23,0.65894
2020-11-24,0.73846
2020-11-25,0.70438
2020-11-26,0.81799
2020-11-27,0.47716
2020-11-28,0.48852
2020-11-29,1.09066
2020-11-30,0.95432
2020-12-01,2.14723
2020-12-02,0.68166
2020-12-03,0.60213
2020-12-04,0.77255
2020-12-05,0.48852
2020-12-06,0.4658
2020-12-07,0.69302
2020-12-08,0.61349
2020-12-09,0.6703
2020-12-10,0.59077
2020-12-11,0.51124
2020-12-12,0.42035
2020-12-13,0.48852
2020-12-14,0.56805
2020-12-15,0.38627
2020-12-16,0.47716
2020-12-17,0.97705
2020-12-18,0.80663
2020-12-19,0.54533
2020-12-20,0.85207
2020-12-21,0.59077
2020-12-22,0.88616
2020-12-23,0.60213
2020-12-24,0.76119
2020-12-25,0.42035
2020-12-26,0.65894
2020-12-27,0.74982
2020-12-28,0.96568
2020-12-29,1.22699
2020-12-30,0.80663
2020-12-31,0.76119
2021-01-01,0.63621
2021-01-02,0.81799
2021-01-03,0.90888
2021-01-04,1.17018
2021-01-05,1.0793
2021-01-06,1.05657
2021-01-07,1.62463
2021-01-08,1.40877
2021-01-09,1.46557
2021-01-10,1.22699
2021-01-11,1.17018
2021-01-12,1.64735
2021-01-13,1.3406
2021-01-14,1.11338
2021-01-15,1.09066
2021-01-16,1.11338
2021-01-17,1.01113
2021-01-18,0.85207
2021-01-19,1.17018
2021-01-20,1.18154
2021-01-21,0.98841
2021-01-22,1.24971
2021-01-23,0.76119
2021-01-24,0.95432
2021-01-25,0.97705
2021-01-26,1.17018
2021-01-27,0.65894
2021-01-28,0.81799
2021-01-29,1.04521
2021-01-30,0.85207
2021-01-31,1.10202
2021-02-01,1.19291
2021-02-02,1.40877
2021-02-03,1.23835
2021-02-04,2.09043
2021-02-05,1.81776
2021-02-06,1.56782
2021-02-07,2.2154
2021-02-08,2.6244
2021-02-09,3.40831
2021-02-10,2.46534
2021-02-11,2.45398
2021-02-12,3.20381
2021-02-13,3.27198
2021-02-14,3.14701
2021-02-15,2.66984
2021-02-16,3.30606
2021-02-17,4.04453
2021-02-18,6.41899
2021-02-19,6.85071
2021-02-20,5.79413
2021-02-21,4.94205
2021-02-22,100.0
2021-02-23,27.11883
2021-02-24,13.24698
2021-02-25,19.17745
2021-02-26,8.4867
2021-02-27,6.9416
2021-02-28,6.46443
2021-03-01,5.93047
2021-03-02,7.44149
2021-03-03,7.15746
2021-03-04,5.94183
2021-03-05,5.88502
2021-03-06,4.15814
2021-03-07,4.1127
2021-03-08,4.56714
2021-03-09,5.78277
2021-03-10,5.13519
2021-03-11,12.8039
2021-03-12,8.45262
2021-03-13,5.57827
2021-03-14,5.71461
2021-03-15,7.90729
2021-03-16,10.98613
2021-03-17,7.48693
2021-03-18,16.43944
2021-03-19,15.72369
2021-03-20,10.37264
2021-03-21,11.73596
2021-03-22,11.67916
2021-03-23,9.53192
2021-03-24,15.30334
2021-03-25,15.84867
2021-03-26,12.66757
2021-03-27,6.37355
2021-03-28,6.57805
2021-03-29,9.566
2021-03-30,7.6119
2021-03-31,7.94137
2021-04-01,7.71415
2021-04-02,7.32788
2021-04-03,6.31674
2021-04-04,5.41922
2021-04-05,6.90752
2021-04-06,7.37332
2021-04-07,9.06612
2021-04-08,5.9191
2021-04-09,6.64621
2021-04-10,5.28289
2021-04-11,5.13519
2021-04-12,5.94183
2021-04-13,7.1461
2021-04-14,8.13451
2021-04-15,8.37309
2021-04-16,7.74823
2021-04-17,6.56668
2021-04-18,5.22608
2021-04-19,7.98682
2021-04-20,7.37332
2021-04-21,6.13496
2021-04-22,5.77141
2021-04-23,7.28243
2021-04-24,4.74892
2021-04-25,3.965
2021-04-26,4.07861
2021-04-27,4.56714
2021-04-28,4.74892
2021-04-29,4.40808
2021-04-30,4.71483
2021-05-01,3.4992
2021-05-02,3.26062
2021-05-03,3.2947
2021-05-04,4.79436
2021-05-05,4.70347
2021-05-06,5.90774
2021-05-07,6.18041
2021-05-08,5.61236
2021-05-09,5.56691
2021-05-10,6.43035
2021-05-11,5.71461
2021-05-12,5.80549
2021-05-13,5.14655
2021-05-14,13.94001
2021-05-15,4.03317
2021-05-16,4.08997
2021-05-17,7.52101
2021-05-18,4.5785
2021-05-19,5.6578
2021-05-20,9.1002
2021-05-21,5.46466
2021-05-22,7.5551
2021-05-23,4.374
2021-05-24,6.72574
2021-05-25,4.3172
2021-05-26,3.80595
2021-05-27,3.88548
2021-05-28,5.87366
2021-05-29,4.86253
2021-05-30,2.95387
2021-05-31,3.34014
2021-06-01,3.965
2021-06-02,3.7037
2021-06-03,4.63531
2021-06-04,3.20381
2021-06-05,2.06771
2021-06-06,2.91979
2021-06-07,3.14701
2021-06-08,2.86298
2021-06-09,2.10179
2021-06-10,4.15814
2021-06-11,3.66962
2021-06-12,2.16996
2021-06-13,2.24948
2021-06-14,2.34037
2021-06-15,2.61304
2021-06-16,3.556
2021-06-17,2.91979
2021-06-18,2.49943
2021-06-19,2.4767
2021-06-20,1.99954
2021-06-21,2.8857
2021-06-22,3.16973
2021-06-23,2.99931
2021-06-24,1.8064
2021-06-25,1.72688
2021-06-26,1.47693
2021-06-27,1.63599
2021-06-28,2.23812
2021-06-29,2.26084
2021-06-30,2.31765
2021-07-01,1.84049
2021-07-02,1.9541
2021-07-03,1.38604
2021-07-04,1.26107
2021-07-05,1.43149
2021-07-06,1.84049
2021-07-07,1.61326
2021-07-08,1.87457
2021-07-09,1.73824
2021-07-10,1.64735
2021-07-11,1.86321
2021-07-12,1.61326
2021-07-13,1.52238
2021-07-14,1.53374
2021-07-15,1.65871
2021-07-16,1.53374
2021-07-17,1.48829
2021-07-18,1.38604
2021-07-19,1.72688
2021-07-20,1.84049
2021-07-21,1.56782
2021-07-22,2.16996
2021-07-23,1.35196
2021-07-24,1.63599
2021-07-25,1.37468
2021-07-26,2.29493
2021-07-27,1.96546
2021-07-28,1.78368
2021-07-29,1.6019
2021-07-30,2.03362
2021-07-31,1.43149
2021-08-01,1.29516
2021-08-02,1.64735
2021-08-03,1.40877
2021-08-04,1.55646
2021-08-05,1.40877
2021-08-06,1.35196
2021-08-07,1.29516
2021-08-08,1.92001
2021-08-09,2.10179
2021-08-10,2.59032
2021-08-11,2.65848
2021-08-12,2.61304
2021-08-13,3.31742
2021-08-14,2.20404
2021-08-15,2.32901
2021-08-16,2.57895
2021-08-17,2.37446
2021-08-18,2.20404
2021-08-19,1.82912
2021-08-20,3.05612
2021-08-21,2.06771
2021-08-22,2.39718
2021-08-23,2.77209
2021-08-24,2.55623
2021-08-25,2.23812
2021-08-26,2.4767
2021-08-27,2.04498
2021-08-28,1.85185
2021-08-29,2.4199
2021-08-30,2.07907
2021-08-31,2.26084
2021-09-01,2.56759
2021-09-02,2.51079
2021-09-03,2.4199
2021-09-04,2.04498
2021-09-05,2.19268
2021-09-06,2.85162
2021-09-07,3.06748
2021-09-08,2.74937
2021-09-09,2.24948
2021-09-10,2.30629
2021-09-11,2.03362
2021-09-12,1.87457
2021-09-13,2.12451
2021-09-14,2.4199
2021-09-15,2.61304
2021-09-16,2.44262
2021-09-17,2.51079
2021-09-18,2.48807
2021-09-19,1.61326
2021-09-20,1.76096
2021-09-21,2.06771
2021-09-22,2.19268
2021-09-23,3.06748
2021-09-24,2.64712
2021-09-25,2.48807
2021-09-26,2.2154
2021-09-27,2.19268
2021-09-28,2.55623
2021-09-29,2.32901
2021-09-30,2.02226
2021-10-01,2.19268
2021-10-02,1.94274
2021-10-03,1.7496
2021-10-04,2.04498
2021-10-05,2.05635
2021-10-06,2.18132
2021-10-07,2.54487
2021-10-08,2.69256
2021-10-09,2.73801
2021-10-10,2.52215
2021-10-11,2.6244
2021-10-12,2.70393
2021-10-13,3.20381
2021-10-14,2.27221
2021-10-15,2.23812
2021-10-16,2.60168
2021-10-17,2.22676
2021-10-18,2.13587
2021-10-19,2.34037
2021-10-20,2.74937
2021-10-21,3.556
2021-10-22,4.04453
2021-10-23,2.03362
2021-10-24,2.10179
2021-10-25,2.98795
2021-10-26,2.97659
2021-10-27,5.22608
2021-10-28,4.72619
2021-10-29,5.4533
2021-10-30,3.2379
2021-10-31,3.27198
2021-11-01,3.2379
2021-11-02,3.94228
2021-11-03,5.55555
2021-11-04,4.72619
2021-11-05,7.2029
2021-11-06,5.77141
2021-11-07,4.38536
2021-11-08,15.43967
2021-11-09,13.19018
2021-11-10,8.6344
2021-11-11,7.31651
2021-11-12,8.20268
2021-11-13,5.05566
2021-11-14,6.2713
2021-11-15,9.27062
2021-11-16,5.6578
2021-11-17,7.58918
2021-11-18,7.5551
2021-11-19,5.76005
2021-11-20,5.36241
2021-11-21,5.68052
2021-11-22,7.96409
2021-11-23,6.98704
2021-11-24,7.33924
2021-11-25,7.78232
2021-11-26,5.64644
2021-11-27,3.71506
2021-11-28,3.82867
2021-11-29,4.70347
2021-11-30,5.85094
2021-12-01,4.82844
2021-12-02,5.13519
2021-12-03,4.45353
2021-12-04,4.29447
2021-12-05,4.40808
2021-12-06,5.33969
2021-12-07,5.12383
2021-12-08,5.66916
2021-12-09,4.85117
2021-12-10,5.58963
2021-12-11,5.20336
2021-12-12,5.06703
2021-12-13,6.63485
2021-12-14,5.96455
2021-12-15,5.10111
2021-12-16,4.85117
2021-12-17,3.57873
2021-12-18,2.97659
2021-12-19,3.43103
2021-12-20,4.5785
2021-12-21,5.08975
2021-12-22,4.85117
2021-12-23,4.80572
2021-12-24,5.95319
2021-12-25,5.41922
2021-12-26,6.1236
2021-12-27,6.21449
2021-12-28,8.70256
2021-12-29,8.62304
2021-12-30,6.25994
2021-12-31,5.33969
2022-01-01,5.32833
2022-01-02,5.31697
2022-01-03,5.2488
2022-01-04,5.64644
2022-01-05,5.08975
2022-01-06,5.46466
2022-01-07,7.24835
2022-01-08,6.60077
2022-01-09,4.90797
2022-01-10,5.66916
2022-01-11,5.64644
2022-01-12,22.39263
2022-01-13,10.72483
2022-01-14,6.04408
2022-01-15,5.74869
2022-01-16,8.10043
2022-01-17,6.62349
2022-01-18,5.88502
2022-01-19,8.32765
2022-01-20,9.42967
2022-01-21,6.21449
2022-01-22,5.53283
2022-01-23,7.87321
2022-01-24,7.60054
2022-01-25,6.36219
2022-01-26,5.48738
2022-01-27,5.27152
2022-01-28,6.52124
2022-01-29,4.65803
2022-01-30,4.1127
2022-01-31,5.08975
2022-02-01,5.10111
2022-02-02,5.28289
2022-02-03,5.30561
2022-02-04,5.68052
2022-02-05,5.3965
2022-02-06,5.63508
2022-02-07,5.90774
2022-02-08,6.00999
2022-02-09,5.96455
2022-02-10,5.43058
2022-02-11,4.87389
2022-02-12,3.556
2022-02-13,3.66962
2022-02-14,4.64667
2022-02-15,4.60122
2022-02-16,5.03294
2022-02-17,4.73755
2022-02-18,4.23767
2022-02-19,3.36287
2022-02-20,3.97636
2022-02-21,3.9082
2022-02-22,4.65803
2022-02-23,4.19222
2022-02-24,4.45353
2022-02-25,5.64644
2022-02-26,5.192
2022-02-27,3.84003
2022-02-28,4.14678
2022-03-01,5.3965
2022-03-02,5.36241
2022-03-03,4.85117
2022-03-04,3.34014
2022-03-05,4.18086
2022-03-06,6.74846
2022-03-07,4.97614
2022-03-08,3.45376
2022-03-09,3.2379
2022-03-10,3.51056
2022-03-11,3.53328
2022-03-12,2.87434
2022-03-13,3.05612
2022-03-14,3.39695
2022-03-15,3.51056
2022-03-16,4.06725
2022-03-17,3.43103
2022-03-18,3.14701
2022-03-19,3.98773
2022-03-20,3.32878
2022-03-21,3.7605
2022-03-22,4.14678
2022-03-23,4.22631
2022-03-24,3.93092
2022-03-25,4.1127
2022-03-26,2.63576
2022-03-27,2.73801
2022-03-28,4.45353
2022-03-29,4.22631
2022-03-30,4.24903
2022-03-31,4.20359
2022-04-01,3.53328
2022-04-02,2.64712
2022-04-03,3.07884
2022-04-04,3.89684
2022-04-05,3.97636
2022-04-06,3.965
2022-04-07,3.53328
2022-04-08,2.73801
2022-04-09,1.96546
2022-04-10,3.31742
2022-04-11,3.18109
2022-04-12,2.99931
2022-04-13,3.63553
2022-04-14,3.11292
2022-04-15,2.69256
2022-04-16,2.61304
2022-04-17,2.4199
2022-04-18,2.99931
2022-04-19,3.60145
2022-04-20,3.02204
2022-04-21,3.20381
2022-04-22,3.04476
2022-04-23,2.03362
2022-04-24,2.52215
2022-04-25,3.98773
2022-04-26,3.9082
2022-04-27,4.05589
2022-04-28,3.46512
2022-04-29,3.36287
2022-04-30,2.34037
2022-05-01,2.4199
2022-05-02,3.43103
2022-05-03,3.74914
2022-05-04,3.80595
2022-05-05,2.6244
2022-05-06,2.70393
2022-05-07,2.76073
2022-05-08,2.37446
2022-05-09,4.10134
2022-05-10,4.3172
2022-05-11,5.69188
2022-05-12,9.53192
2022-05-13,7.12338
2022-05-14,5.03294
2022-05-15,3.87411
2022-05-16,4.41945
2022-05-17,4.46489
2022-05-18,4.20359
2022-05-19,4.35128
2022-05-20,3.77187
2022-05-21,2.72665
2022-05-22,2.30629
2022-05-23,2.85162
2022-05-24,3.36287
2022-05-25,3.16973
2022-05-26,3.35151
2022-05-27,3.45376
2022-05-28,2.29493
2022-05-29,2.34037
2022-05-30,3.84003
2022-05-31,2.73801
2022-06-01,2.53351
2022-06-02,2.64712
2022-06-03,2.80618
2022-06-04,1.82912
2022-06-05,2.2154
2022-06-06,2.16996
2022-06-07,2.54487
2022-06-08,2.91979
2022-06-09,3.05612
2022-06-10,2.45398
2022-06-11,1.76096
2022-06-12,2.84026
2022-06-13,4.48761
2022-06-14,5.63508
2022-06-15,5.90774
2022-06-16,4.5785
2022-06-17,3.7037
2022-06-18,3.06748
2022-06-19,3.97636
2022-06-20,5.73733
2022-06-21,3.965
2022-06-22,3.71506
2022-06-23,5.26016
2022-06-24,2.95387
2022-06-25,1.88593
2022-06-26,1.89729
2022-06-27,2.4767
2022-06-28,3.30606
2022-06-29,2.87434
2022-06-30,2.60168
2022-07-01,3.20381
2022-07-02,1.81776
2022-07-03,2.24948
2022-07-04,2.99931
2022-07-05,3.24926
2022-07-06,2.76073
2022-07-07,2.55623
2022-07-08,2.91979
2022-07-09,1.9541
2022-07-10,2.10179
2022-07-11,2.4767
2022-07-12,2.66984
2022-07-13,2.49943
2022-07-14,2.57895
2022-07-15,2.32901
2022-07-16,1.55646
2022-07-17,1.72688
2022-07-18,2.16996
2022-07-19,2.44262
2022-07-20,3.07884
2022-07-21,3.51056
2022-07-22,2.26084
2022-07-23,1.73824
2022-07-24,1.57918
2022-07-25,2.6244
2022-07-26,2.80618
2022-07-27,2.87434
2022-07-28,2.13587
2022-07-29,2.59032
2022-07-30,2.45398
2022-07-31,2.56759
2022-08-01,2.64712
2022-08-02,2.14723
2022-08-03,2.69256
2022-08-04,2.34037
2022-08-05,2.12451
2022-08-06,1.73824
2022-08-07,1.69279
2022-08-08,2.39718
2022-08-09,2.20404
2022-08-10,2.59032
2022-08-11,2.74937
2022-08-12,2.64712
2022-08-13,1.63599
2022-08-14,1.89729
2022-08-15,1.93137
2022-08-16,2.56759
2022-08-17,2.37446
2022-08-18,2.64712
2022-08-19,2.6244
2022-08-20,1.77232
2022-08-21,1.86321
2022-08-22,2.44262
2022-08-23,2.44262
2022-08-24,2.20404
2022-08-25,2.16996
2022-08-26,2.14723
2022-08-27,1.52238
2022-08-28,1.55646
2022-08-29,2.40854
2022-08-30,2.4199
2022-08-31,1.94274
2022-09-01,2.11315
2022-09-02,2.35173
2022-09-03,1.77232
2022-09-04,1.84049
2022-09-05,2.32901
2022-09-06,2.79481
2022-09-07,2.35173
2022-09-08,2.23812
2022-09-09,1.36332
2022-09-10,1.37468
2022-09-11,1.69279
2022-09-12,1.88593
2022-09-13,2.27221
2022-09-14,2.74937
2022-09-15,2.77209
2022-09-16,2.51079
2022-09-17,1.52238
2022-09-18,1.5451
2022-09-19,2.4767
2022-09-20,2.76073
2022-09-21,2.35173
2022-09-22,2.79481
2022-09-23,2.1586
2022-09-24,1.3974
2022-09-25,1.37468
2022-09-26,2.1586
2022-09-27,2.97659
2022-09-28,2.74937
2022-09-29,2.34037
2022-09-30,2.0109
2022-10-01,1.27243
2022-10-02,1.94274
2022-10-03,2.20404
2022-10-04,2.18132
2022-10-05,1.89729
2022-10-06,1.9541
2022-10-07,1.68143
2022-10-08,1.23835
2022-10-09,1.0793
2022-10-10,1.55646
2022-10-11,1.90865
2022-10-12,2.4199
2022-10-13,2.97659
2022-10-14,2.07907
2022-10-15,1.36332
2022-10-16,1.24971
2022-10-17,1.85185
2022-10-18,2.44262
2022-10-19,2.02226
2022-10-20,1.92001
2022-10-21,2.30629
2022-10-22,1.43149
2022-10-23,1.90865
2022-10-24,2.28357
2022-10-25,3.06748
2022-10-26,2.71529
2022-10-27,2.85162
2022-10-28,2.37446
2022-10-29,2.07907
2022-10-30,1.79504
2022-10-31,2.53351
2022-11-01,2.53351
2022-11-02,2.36309
2022-11-03,2.74937
2022-11-04,2.54487
2022-11-05,1.86321
2022-11-06,1.78368
2022-11-07,3.05612
2022-11-08,3.72642
2022-11-09,5.98727
2022-11-10,8.85026
2022-11-11,3.82867
2022-11-12,4.64667
2022-11-13,10.82708
2022-11-14,13.16746
2022-11-15,5.55555
2022-11-16,4.38536
2022-11-17,3.65825
2022-11-18,3.28334
2022-11-19,2.69256
2022-11-20,2.19268
2022-11-21,3.57873
2022-11-22,4.08997
2022-11-23,4.14678
2022-11-24,8.62304
2022-11-25,5.01022
2022-11-26,2.48807
2022-11-27,2.96523
2022-11-28,5.52147
2022-11-29,4.3172
2022-11-30,2.4199
2022-12-01,3.53328
2022-12-02,2.63576
2022-12-03,4.07861
2022-12-04,2.10179
2022-12-05,3.19245
2022-12-06,3.11292
2022-12-07,2.90842
2022-12-08,2.39718
2022-12-09,2.78345
2022-12-10,2.13587
2022-12-11,2.03362
2022-12-12,3.05612
2022-12-13,2.94251
2022-12-14,2.79481
2022-12-15,4.20359
2022-12-16,3.26062
2022-12-17,2.35173
2022-12-18,1.86321
2022-12-19,2.95387
2022-12-20,2.31765
2022-12-21,2.06771
2022-12-22,2.16996
2022-12-23,1.51102
2022-12-24,1.47693
2022-12-25,1.05657
2022-12-26,1.68143
2022-12-27,1.67007
2022-12-28,1.69279
2022-12-29,1.79504
2022-12-30,2.06771
2022-12-31,1.47693
2023-01-01,1.69279
2023-01-02,2.87434
2023-01-03,2.64712
2023-01-04,2.86298
2023-01-05,2.40854
2023-01-06,2.29493
2023-01-07,1.26107
2023-01-08,1.69279
2023-01-09,2.07907
2023-01-10,1.94274
2023-01-11,2.06771
2023-01-12,2.10179
2023-01-13,2.57895
2023-01-14,2.35173
2023-01-15,1.67007
2023-01-16,2.72665
2023-01-17,2.34037
2023-01-18,2.1586
2023-01-19,1.88593
2023-01-20,1.51102
2023-01-21,1.48829
2023-01-22,1.49965
2023-01-23,2.91979
2023-01-24,2.54487
2023-01-25,2.77209
2023-01-26,2.29493
2023-01-27,2.05635
2023-01-28,1.63599
2023-01-29,1.70415
2023-01-30,2.93115
2023-01-31,2.32901
2023-02-01,2.4199
2023-02-02,2.36309
2023-02-03,2.27221
2023-02-04,1.5451
2023-02-05,2.02226
2023-02-06,1.94274
2023-02-07,2.09043
2023-02-08,2.03362
2023-02-09,2.18132
2023-02-10,4.70347
2023-02-11,2.24948
2023-02-12,1.99954
2023-02-13,3.34014
2023-02-14,2.54487
2023-02-15,2.06771
2023-02-16,3.73778
2023-02-17,2.96523
2023-02-18,1.81776
2023-02-19,1.7496
2023-02-20,2.59032
2023-02-21,2.86298
2023-02-22,2.0109
2023-02-23,1.79504
2023-02-24,2.04498
2023-02-25,1.42013
2023-02-26,1.57918
2023-02-27,2.23812
2023-02-28,2.22676
2023-03-01,1.76096
2023-03-02,1.92001
2023-03-03,2.06771
2023-03-04,1.35196
2023-03-05,1.37468
2023-03-06,2.04498
2023-03-07,1.71551
2023-03-08,2.31765
2023-03-09,2.74937
2023-03-10,2.45398
2023-03-11,2.20404
2023-03-12,1.88593
2023-03-13,2.66984
2023-03-14,4.35128
2023-03-15,2.8289
2023-03-16,2.63576
2023-03-17,2.35173
2023-03-18,1.99954
2023-03-19,1.76096
2023-03-20,3.10156
2023-03-21,2.2154
2023-03-22,2.94251
2023-03-23,3.16973
2023-03-24,4.1127
2023-03-25,2.8857
2023-03-26,1.79504
2023-03-27,3.05612
2023-03-28,3.18109
2023-03-29,2.69256
2023-03-30,2.10179
2023-03-31,2.10179
2023-04-01,1.90865
2023-04-02,1.89729
2023-04-03,2.45398
2023-04-04,1.97682
2023-04-05,2.09043
2023-04-06,2.31765
2023-04-07,1.47693
2023-04-08,1.47693
2023-04-09,1.79504
2023-04-10,1.84049
2023-04-11,2.14723
2023-04-12,1.97682
2023-04-13,1.97682
2023-04-14,2.16996
2023-04-15,1.57918
2023-04-16,1.51102
2023-04-17,1.94274
2023-04-18,2.04498
2023-04-19,2.28357
2023-04-20,2.07907
2023-04-21,1.94274
2023-04-22,1.56782
2023-04-23,1.69279
2023-04-24,2.07907
2023-04-25,2.56759
2023-04-26,2.12451
2023-04-27,3.10156
2023-04-28,2.16996
2023-04-29,1.78368
2023-04-30,1.68143
2023-05-01,1.72688
2023-05-02,2.39718
2023-05-03,3.10156
2023-05-04,2.32901
2023-05-05,1.72688
2023-05-06,1.90865
2023-05-07,2.28357
2023-05-08,2.29493
2023-05-09,2.30629
2023-05-10,1.96546
2023-05-11,2.48807
2023-05-12,1.73824
2023-05-13,1.48829
2023-05-14,1.61326
2023-05-15,1.65871
2023-05-16,1.78368
2023-05-17,1.65871
2023-05-18,1.6019
2023-05-19,1.59054
2023-05-20,1.53374
2023-05-21,1.5451
2023-05-22,1.73824
2023-05-23,1.61326
2023-05-24,1.59054
2023-05-25,2.09043
2023-05-26,1.61326
2023-05-27,1.05657
2023-05-28,1.61326
2023-05-29,1.42013
