date,한국ANKOR유전
2020-07-09,0.15562
2020-07-10,0.1156
2020-07-11,0.03557
2020-07-12,0.04001
2020-07-13,0.12894
2020-07-14,0.09782
2020-07-15,0.18674
2020-07-16,0.14673
2020-07-17,0.11116
2020-07-18,0.06669
2020-07-19,0.11116
2020-07-20,0.14228
2020-07-21,0.15562
2020-07-22,0.14228
2020-07-23,0.20898
2020-07-24,0.12894
2020-07-25,0.04446
2020-07-26,0.04446
2020-07-27,0.21342
2020-07-28,0.1823
2020-07-29,0.22676
2020-07-30,0.16007
2020-07-31,0.16451
2020-08-01,0.06669
2020-08-02,0.09337
2020-08-03,0.23566
2020-08-04,0.1823
2020-08-05,0.16896
2020-08-06,0.22232
2020-08-07,0.12449
2020-08-08,0.07114
2020-08-09,0.04001
2020-08-10,0.12005
2020-08-11,0.23566
2020-08-12,0.21342
2020-08-13,0.15117
2020-08-14,0.17785
2020-08-15,0.08448
2020-08-16,0.05335
2020-08-17,0.07558
2020-08-18,0.28901
2020-08-19,0.21342
2020-08-20,0.15117
2020-08-21,0.12449
2020-08-22,0.05335
2020-08-23,0.04891
2020-08-24,0.17341
2020-08-25,0.2401
2020-08-26,0.25344
2020-08-27,0.30235
2020-08-28,0.22676
2020-08-29,0.06224
2020-08-30,0.1156
2020-08-31,0.24455
2020-09-01,0.29346
2020-09-02,0.27123
2020-09-03,0.20453
2020-09-04,0.22676
2020-09-05,0.08892
2020-09-06,0.08003
2020-09-07,0.28012
2020-09-08,0.28012
2020-09-09,0.25789
2020-09-10,0.2401
2020-09-11,0.23121
2020-09-12,0.14673
2020-09-13,0.08448
2020-09-14,0.22232
2020-09-15,0.26233
2020-09-16,0.35571
2020-09-17,0.35571
2020-09-18,0.27123
2020-09-19,0.12005
2020-09-20,0.21787
2020-09-21,0.28457
2020-09-22,0.23566
2020-09-23,0.21787
2020-09-24,0.17785
2020-09-25,0.16896
2020-09-26,0.04001
2020-09-27,0.08448
2020-09-28,0.21787
2020-09-29,0.27567
2020-09-30,0.08892
2020-10-01,0.04446
2020-10-02,0.04446
2020-10-03,0.04446
2020-10-04,0.06669
2020-10-05,0.25789
2020-10-06,0.17785
2020-10-07,0.25344
2020-10-08,0.19119
2020-10-09,0.05335
2020-10-10,0.03112
2020-10-11,0.07558
2020-10-12,0.19564
2020-10-13,0.1823
2020-10-14,0.17785
2020-10-15,0.15562
2020-10-16,0.20453
2020-10-17,0.06669
2020-10-18,0.07114
2020-10-19,0.20008
2020-10-20,0.12449
2020-10-21,0.16896
2020-10-22,0.18674
2020-10-23,0.19564
2020-10-24,0.05335
2020-10-25,0.1156
2020-10-26,0.16896
2020-10-27,0.13339
2020-10-28,0.14673
2020-10-29,0.16451
2020-10-30,0.22676
2020-10-31,0.0578
2020-11-01,0.03112
2020-11-02,0.15117
2020-11-03,0.14228
2020-11-04,0.12005
2020-11-05,0.12005
2020-11-06,0.15562
2020-11-07,0.04446
2020-11-08,0.06224
2020-11-09,0.20008
2020-11-10,0.21342
2020-11-11,0.23121
2020-11-12,0.21787
2020-11-13,0.15117
2020-11-14,0.02667
2020-11-15,0.09782
2020-11-16,0.19564
2020-11-17,0.20898
2020-11-18,0.16896
2020-11-19,0.32903
2020-11-20,0.20453
2020-11-21,0.06669
2020-11-22,0.12449
2020-11-23,0.23566
2020-11-24,0.27123
2020-11-25,0.24899
2020-11-26,0.30235
2020-11-27,0.22232
2020-11-28,0.16007
2020-11-29,0.10671
2020-11-30,0.21342
2020-12-01,0.23566
2020-12-02,0.29791
2020-12-03,0.39128
2020-12-04,0.32458
2020-12-05,0.07558
2020-12-06,0.11116
2020-12-07,0.28457
2020-12-08,0.3068
2020-12-09,0.33792
2020-12-10,0.33792
2020-12-11,0.28901
2020-12-12,0.10671
2020-12-13,0.1156
2020-12-14,0.32903
2020-12-15,0.27123
2020-12-16,0.27567
2020-12-17,0.28901
2020-12-18,0.39128
2020-12-19,0.12449
2020-12-20,0.16007
2020-12-21,0.33792
2020-12-22,0.24455
2020-12-23,0.24899
2020-12-24,0.20453
2020-12-25,0.1156
2020-12-26,0.08003
2020-12-27,0.14228
2020-12-28,0.33348
2020-12-29,0.16896
2020-12-30,0.24455
2020-12-31,0.12449
2021-01-01,0.07114
2021-01-02,0.04446
2021-01-03,0.05335
2021-01-04,0.19119
2021-01-05,0.29346
2021-01-06,0.35126
2021-01-07,0.27123
2021-01-08,0.25789
2021-01-09,0.11116
2021-01-10,0.08892
2021-01-11,0.25789
2021-01-12,0.28901
2021-01-13,0.38683
2021-01-14,0.35126
2021-01-15,0.25789
2021-01-16,0.08448
2021-01-17,0.07558
2021-01-18,0.20453
2021-01-19,0.25789
2021-01-20,0.21787
2021-01-21,0.21787
2021-01-22,0.24899
2021-01-23,0.03557
2021-01-24,0.02667
2021-01-25,0.28457
2021-01-26,0.1823
2021-01-27,0.20008
2021-01-28,0.16007
2021-01-29,0.39573
2021-01-30,0.09337
2021-01-31,0.08892
2021-02-01,0.13783
2021-02-02,0.29791
2021-02-03,0.16896
2021-02-04,0.15117
2021-02-05,0.20898
2021-02-06,0.08448
2021-02-07,0.08892
2021-02-08,0.16896
2021-02-09,0.22676
2021-02-10,0.12894
2021-02-11,0.11116
2021-02-12,0.06669
2021-02-13,0.06224
2021-02-14,0.04001
2021-02-15,0.22232
2021-02-16,0.23121
2021-02-17,0.25344
2021-02-18,0.16451
2021-02-19,0.1823
2021-02-20,0.12894
2021-02-22,0.22676
2021-02-23,0.20898
2021-02-24,0.17341
2021-02-25,0.30235
2021-02-26,0.20008
2021-02-27,0.03112
2021-02-28,0.10226
2021-03-01,0.04446
2021-03-02,0.2401
2021-03-03,0.18674
2021-03-04,0.1823
2021-03-05,0.16451
2021-03-06,0.05335
2021-03-07,0.04446
2021-03-08,0.21787
2021-03-09,0.17341
2021-03-10,0.18674
2021-03-11,0.1156
2021-03-12,0.26678
2021-03-13,0.06224
2021-03-14,0.02667
2021-03-15,0.28012
2021-03-16,0.21787
2021-03-17,0.23566
2021-03-18,0.13783
2021-03-19,0.25789
2021-03-20,0.03557
2021-03-21,0.02667
2021-03-22,0.23566
2021-03-23,0.17785
2021-03-24,0.14228
2021-03-25,0.18674
2021-03-26,0.16007
2021-03-27,0.04891
2021-03-28,0.09337
2021-03-29,0.16896
2021-03-30,0.13783
2021-03-31,0.15117
2021-04-01,0.16451
2021-04-02,0.15117
2021-04-03,0.02667
2021-04-05,0.16896
2021-04-06,0.17341
2021-04-07,0.17785
2021-04-08,0.20453
2021-04-09,0.20898
2021-04-10,0.06224
2021-04-11,0.02223
2021-04-12,0.17785
2021-04-13,0.09337
2021-04-14,0.13783
2021-04-15,0.16007
2021-04-16,0.15562
2021-04-17,0.04001
2021-04-18,0.02667
2021-04-19,0.13783
2021-04-20,0.18674
2021-04-21,0.24455
2021-04-22,0.16896
2021-04-23,0.16896
2021-04-24,0.05335
2021-04-25,0.03112
2021-04-26,0.20898
2021-04-27,0.25789
2021-04-28,0.21787
2021-04-29,0.12449
2021-04-30,0.15117
2021-05-01,0.02667
2021-05-02,0.0578
2021-05-03,0.14228
2021-05-04,0.12449
2021-05-05,0.02667
2021-05-06,0.15117
2021-05-07,0.17341
2021-05-08,0.0578
2021-05-09,0.03557
2021-05-10,0.1823
2021-05-11,0.20453
2021-05-12,0.19119
2021-05-13,0.15117
2021-05-14,0.17341
2021-05-15,0.02667
2021-05-16,0.03112
2021-05-17,0.16451
2021-05-18,0.23121
2021-05-19,0.05335
2021-05-20,0.13339
2021-05-21,0.11116
2021-05-22,0.03557
2021-05-24,0.11116
2021-05-25,0.25789
2021-05-26,0.40017
2021-05-27,0.3646
2021-05-28,0.34682
2021-05-29,0.09782
2021-05-30,0.07558
2021-05-31,0.3646
2021-06-01,0.33792
2021-06-02,0.7381
2021-06-03,1.38283
2021-06-04,0.62694
2021-06-05,0.22232
2021-06-06,0.09782
2021-06-07,0.57803
2021-06-08,0.35571
2021-06-09,0.4224
2021-06-10,0.50244
2021-06-11,0.44464
2021-06-12,0.15117
2021-06-13,0.13783
2021-06-14,0.34682
2021-06-15,0.35571
2021-06-16,0.32903
2021-06-17,0.32014
2021-06-18,0.41351
2021-06-19,0.07558
2021-06-20,0.04446
2021-06-21,0.24899
2021-06-22,0.35126
2021-06-23,0.27567
2021-06-24,0.27123
2021-06-25,0.32458
2021-06-26,0.13339
2021-06-27,0.09782
2021-06-28,0.40907
2021-06-29,0.26678
2021-06-30,0.33348
2021-07-01,0.40462
2021-07-02,0.23566
2021-07-03,0.06224
2021-07-04,0.07558
2021-07-05,0.1823
2021-07-06,0.27123
2021-07-07,0.21787
2021-07-08,0.21342
2021-07-09,0.23566
2021-07-10,0.0578
2021-07-12,0.1823
2021-07-13,0.28012
2021-07-14,0.16451
2021-07-15,0.17785
2021-07-16,0.29346
2021-07-17,0.04446
2021-07-18,0.09782
2021-07-19,0.22232
2021-07-20,0.19564
2021-07-21,0.18674
2021-07-22,0.23121
2021-07-23,0.21787
2021-07-24,0.04891
2021-07-25,0.02223
2021-07-26,0.16007
2021-07-27,0.24455
2021-07-28,0.25344
2021-07-29,0.21342
2021-07-30,0.19119
2021-07-31,0.08448
2021-08-01,0.05335
2021-08-02,0.16007
2021-08-03,0.23121
2021-08-04,0.20453
2021-08-05,0.20898
2021-08-06,0.17341
2021-08-07,0.02667
2021-08-09,0.1823
2021-08-10,0.27123
2021-08-11,0.20898
2021-08-12,0.2401
2021-08-13,0.2401
2021-08-14,0.03557
2021-08-16,0.04891
2021-08-17,0.16007
2021-08-18,0.16896
2021-08-19,0.10226
2021-08-20,0.16896
2021-08-21,0.04891
2021-08-22,0.07558
2021-08-23,0.14673
2021-08-24,0.28457
2021-08-25,0.23121
2021-08-26,0.2401
2021-08-27,0.19119
2021-08-28,0.05335
2021-08-29,0.05335
2021-08-30,0.17785
2021-08-31,0.17341
2021-09-01,0.15117
2021-09-02,0.17341
2021-09-03,0.19119
2021-09-04,0.02667
2021-09-05,0.04891
2021-09-06,0.14673
2021-09-07,0.24455
2021-09-08,0.22676
2021-09-09,0.18674
2021-09-10,0.20898
2021-09-12,0.03557
2021-09-13,0.13339
2021-09-14,0.17785
2021-09-15,0.13339
2021-09-16,0.24455
2021-09-17,0.22232
2021-09-18,0.07558
2021-09-19,0.03557
2021-09-20,0.04001
2021-09-21,0.03112
2021-09-22,0.04446
2021-09-23,0.27123
2021-09-24,0.1823
2021-09-25,0.05335
2021-09-26,0.05335
2021-09-27,0.12894
2021-09-28,0.17785
2021-09-29,0.19119
2021-09-30,0.2401
2021-10-01,0.19119
2021-10-02,0.06224
2021-10-03,0.02667
2021-10-04,0.05335
2021-10-05,0.19119
2021-10-06,0.23566
2021-10-07,0.20008
2021-10-08,0.21787
2021-10-09,0.03112
2021-10-10,0.04891
2021-10-11,0.04891
2021-10-12,0.24899
2021-10-13,0.30235
2021-10-14,0.25344
2021-10-15,0.28457
2021-10-16,0.20898
2021-10-17,0.13339
2021-10-18,0.22232
2021-10-19,0.16451
2021-10-20,0.20898
2021-10-21,0.15562
2021-10-22,0.21342
2021-10-23,0.04446
2021-10-25,0.19564
2021-10-26,0.18674
2021-10-27,0.23121
2021-10-28,0.26233
2021-10-29,0.16007
2021-10-30,0.06669
2021-10-31,0.04891
2021-11-01,0.16451
2021-11-02,0.19119
2021-11-03,0.16007
2021-11-04,0.16007
2021-11-05,0.16007
2021-11-06,0.02223
2021-11-07,0.03557
2021-11-08,0.16007
2021-11-09,0.12005
2021-11-10,0.20898
2021-11-11,0.15117
2021-11-12,0.17341
2021-11-13,0.05335
2021-11-14,0.04001
2021-11-15,0.16451
2021-11-16,0.11116
2021-11-17,0.19564
2021-11-18,0.14228
2021-11-19,0.1156
2021-11-20,0.03112
2021-11-21,0.03557
2021-11-22,0.12005
2021-11-23,0.17785
2021-11-24,0.16896
2021-11-25,0.13339
2021-11-26,0.16007
2021-11-27,0.02667
2021-11-28,0.03557
2021-11-29,0.14228
2021-11-30,0.08448
2021-12-01,0.12894
2021-12-02,0.16451
2021-12-03,0.12005
2021-12-04,0.04891
2021-12-05,0.03112
2021-12-06,0.09337
2021-12-07,0.10671
2021-12-08,0.16007
2021-12-09,0.15117
2021-12-10,0.16451
2021-12-11,0.06224
2021-12-12,0.06224
2021-12-13,0.09782
2021-12-14,0.29791
2021-12-15,0.20898
2021-12-16,0.20453
2021-12-17,0.16896
2021-12-18,0.04001
2021-12-19,0.02223
2021-12-20,0.17785
2021-12-21,0.14673
2021-12-22,0.20008
2021-12-23,0.15562
2021-12-24,0.20008
2021-12-25,0.03112
2021-12-26,0.12005
2021-12-27,0.22232
2021-12-28,0.31124
2021-12-29,0.17785
2021-12-30,0.16451
2021-12-31,0.02667
2022-01-01,0.02223
2022-01-02,0.08448
2022-01-03,0.1823
2022-01-04,0.26678
2022-01-05,0.16451
2022-01-06,0.16451
2022-01-07,0.24455
2022-01-08,0.07558
2022-01-09,0.05335
2022-01-10,0.17341
2022-01-11,0.12894
2022-01-12,0.34237
2022-01-13,0.26233
2022-01-14,0.25344
2022-01-15,0.16451
2022-01-16,0.14673
2022-01-17,0.31569
2022-01-18,0.21342
2022-01-19,0.19564
2022-01-20,0.37349
2022-01-21,0.23121
2022-01-22,0.1156
2022-01-23,0.08892
2022-01-24,0.25789
2022-01-25,0.25789
2022-01-26,0.33792
2022-01-27,0.40907
2022-01-28,0.40907
2022-01-29,0.22232
2022-01-30,0.10226
2022-01-31,0.13783
2022-02-01,0.07558
2022-02-02,0.17785
2022-02-03,0.37349
2022-02-04,0.37349
2022-02-05,0.30235
2022-02-06,0.13783
2022-02-07,0.32458
2022-02-08,0.3068
2022-02-09,0.2401
2022-02-10,0.32458
2022-02-11,0.28012
2022-02-12,0.16451
2022-02-13,0.1156
2022-02-14,0.37349
2022-02-15,0.35126
2022-02-16,0.28457
2022-02-17,0.2401
2022-02-18,0.25344
2022-02-19,0.08892
2022-02-20,0.09782
2022-02-21,0.21787
2022-02-22,0.21342
2022-02-23,0.28457
2022-02-24,0.39573
2022-02-25,0.3646
2022-02-26,0.14673
2022-02-27,0.16896
2022-02-28,0.37349
2022-03-01,0.20453
2022-03-02,0.41796
2022-03-03,1.33392
2022-03-04,0.56469
2022-03-05,0.14673
2022-03-06,0.17785
2022-03-07,0.59582
2022-03-08,0.51578
2022-03-09,0.19119
2022-03-10,0.27567
2022-03-11,0.40907
2022-03-12,0.17341
2022-03-13,0.16896
2022-03-14,0.34682
2022-03-15,0.30235
2022-03-16,0.38683
2022-03-17,0.40017
2022-03-18,0.60471
2022-03-19,0.23566
2022-03-20,0.24899
2022-03-21,0.45798
2022-03-22,0.4224
2022-03-23,0.52467
2022-03-24,0.46242
2022-03-25,0.41351
2022-03-26,0.16896
2022-03-27,0.1156
2022-03-28,0.32458
2022-03-29,0.44019
2022-03-30,0.32903
2022-03-31,0.40017
2022-04-01,0.33792
2022-04-02,0.16896
2022-04-03,0.14228
2022-04-04,0.39573
2022-04-05,0.34237
2022-04-06,0.29346
2022-04-07,0.33348
2022-04-08,0.39128
2022-04-09,0.1156
2022-04-10,0.12894
2022-04-11,0.38239
2022-04-12,0.36905
2022-04-13,0.75589
2022-04-14,0.52467
2022-04-15,0.41796
2022-04-16,0.20008
2022-04-17,0.11116
2022-04-18,0.40907
2022-04-19,0.56914
2022-04-20,0.57803
2022-04-21,0.4891
2022-04-22,0.44019
2022-04-23,0.22676
2022-04-24,0.10226
2022-04-25,0.34682
2022-04-26,0.47576
2022-04-27,0.36016
2022-04-28,0.35571
2022-04-29,0.36016
2022-04-30,0.16896
2022-05-01,0.21787
2022-05-02,0.51133
2022-05-03,0.39128
2022-05-04,0.38239
2022-05-05,0.12449
2022-05-06,0.31124
2022-05-07,0.04891
2022-05-08,0.09337
2022-05-09,0.25344
2022-05-10,0.26233
2022-05-11,0.25344
2022-05-12,0.30235
2022-05-13,0.3646
2022-05-14,0.10671
2022-05-15,0.07114
2022-05-16,0.39573
2022-05-17,0.35126
2022-05-18,0.31569
2022-05-19,0.29346
2022-05-20,0.31124
2022-05-21,0.07114
2022-05-22,0.0578
2022-05-23,0.22676
2022-05-24,0.30235
2022-05-25,0.3068
2022-05-26,0.26678
2022-05-27,0.25789
2022-05-28,0.07558
2022-05-29,0.02223
2022-05-30,0.22676
2022-05-31,0.30235
2022-06-01,0.07114
2022-06-02,0.24455
2022-06-03,0.24455
2022-06-04,0.05335
2022-06-05,0.04001
2022-06-06,0.03557
2022-06-07,1.20497
2022-06-08,0.41351
2022-06-09,0.40462
2022-06-10,0.33348
2022-06-11,0.10226
2022-06-12,0.08892
2022-06-13,0.34237
2022-06-14,0.31124
2022-06-15,0.31124
2022-06-16,0.33792
2022-06-17,0.31569
2022-06-18,0.15117
2022-06-19,0.12005
2022-06-20,0.27567
2022-06-21,0.27123
2022-06-22,0.38683
2022-06-23,0.34237
2022-06-24,0.31569
2022-06-25,0.11116
2022-06-26,0.07114
2022-06-27,0.31124
2022-06-28,0.33348
2022-06-29,0.40907
2022-06-30,0.40907
2022-07-01,0.32903
2022-07-02,0.08003
2022-07-03,0.03557
2022-07-04,0.2401
2022-07-05,0.27567
2022-07-06,0.28012
2022-07-07,0.3068
2022-07-08,0.2401
2022-07-09,0.08003
2022-07-11,0.2401
2022-07-12,0.14673
2022-07-13,0.21787
2022-07-14,0.27567
2022-07-15,0.22232
2022-07-16,0.04001
2022-07-17,0.04001
2022-07-18,0.27567
2022-07-19,0.25344
2022-07-20,0.25344
2022-07-21,0.27567
2022-07-22,0.24455
2022-07-23,0.02667
2022-07-24,0.04001
2022-07-25,0.19564
2022-07-26,0.25344
2022-07-27,0.23121
2022-07-28,0.23121
2022-07-29,0.27123
2022-07-30,0.04446
2022-07-31,0.02223
2022-08-01,0.23566
2022-08-02,0.29791
2022-08-03,0.20898
2022-08-04,0.20008
2022-08-05,0.24899
2022-08-06,0.07558
2022-08-07,0.08448
2022-08-08,0.21342
2022-08-09,0.28457
2022-08-10,0.27123
2022-08-11,0.2401
2022-08-12,0.29346
2022-08-13,0.07558
2022-08-14,0.09337
2022-08-15,0.12005
2022-08-16,0.25344
2022-08-17,0.28457
2022-08-18,0.26678
2022-08-19,0.37794
2022-08-20,0.10226
2022-08-21,0.07558
2022-08-22,0.37349
2022-08-23,0.35126
2022-08-24,0.39573
2022-08-25,0.32458
2022-08-26,0.28457
2022-08-27,0.08003
2022-08-28,0.04446
2022-08-29,0.28457
2022-08-30,0.31124
2022-08-31,0.32458
2022-09-01,0.29791
2022-09-02,0.32903
2022-09-03,0.08448
2022-09-04,0.12005
2022-09-05,0.33792
2022-09-06,0.34237
2022-09-07,0.34682
2022-09-08,0.28457
2022-09-09,0.07114
2022-09-10,0.06224
2022-09-11,0.12005
2022-09-12,0.08892
2022-09-13,0.3646
2022-09-14,0.39573
2022-09-15,0.38683
2022-09-16,0.34237
2022-09-17,0.13783
2022-09-18,0.10226
2022-09-19,0.33792
2022-09-20,0.32903
2022-09-21,0.32903
2022-09-22,0.32903
2022-09-23,0.31569
2022-09-24,0.13783
2022-09-25,0.12894
2022-09-26,0.39573
2022-09-27,0.37794
2022-09-28,0.49355
2022-09-29,0.40017
2022-09-30,0.4313
2022-10-01,0.11116
2022-10-02,0.13783
2022-10-03,0.12894
2022-10-04,0.4891
2022-10-05,0.51578
2022-10-06,0.32014
2022-10-07,0.39128
2022-10-08,0.07558
2022-10-09,0.09337
2022-10-10,0.09337
2022-10-11,0.53801
2022-10-12,0.40907
2022-10-13,0.47132
2022-10-14,0.41796
2022-10-15,0.13339
2022-10-16,0.08003
2022-10-17,0.53357
2022-10-18,0.42685
2022-10-19,0.46687
2022-10-20,0.39128
2022-10-21,0.39128
2022-10-22,0.08892
2022-10-23,0.10226
2022-10-24,0.63139
2022-10-25,0.40462
2022-10-26,0.31569
2022-10-27,0.4313
2022-10-28,0.34237
2022-10-29,0.04891
2022-10-30,0.05335
2022-10-31,0.34237
2022-11-01,0.32903
2022-11-02,0.6714
2022-11-03,0.53357
2022-11-04,0.52912
2022-11-05,0.09782
2022-11-06,0.06669
2022-11-07,0.41796
2022-11-08,0.37794
2022-11-09,0.32458
2022-11-10,0.29791
2022-11-11,0.34237
2022-11-12,0.04891
2022-11-13,0.04891
2022-11-14,0.28901
2022-11-15,0.39128
2022-11-16,0.26678
2022-11-17,0.27567
2022-11-18,0.24899
2022-11-19,0.04891
2022-11-20,0.07558
2022-11-21,0.20453
2022-11-22,0.21787
2022-11-23,0.23121
2022-11-24,0.22232
2022-11-25,0.22232
2022-11-26,0.03557
2022-11-27,0.06224
2022-11-28,0.25344
2022-11-29,0.24899
2022-11-30,0.41796
2022-12-01,0.71587
2022-12-02,0.51578
2022-12-03,0.1823
2022-12-04,0.1823
2022-12-05,0.56469
2022-12-06,0.53801
2022-12-07,0.49355
2022-12-08,0.51578
2022-12-09,0.47132
2022-12-10,0.33792
2022-12-11,0.26678
2022-12-12,0.64028
2022-12-13,0.63139
2022-12-14,20.76923
2022-12-15,17.81236
2022-12-16,17.24766
2022-12-17,3.37927
2022-12-18,2.7212
2022-12-19,15.25122
2022-12-20,20.90706
2022-12-21,23.3437
2022-12-22,10.05335
2022-12-23,21.52512
2022-12-24,4.60204
2022-12-25,3.81947
2022-12-26,29.63094
2022-12-27,13.86838
2022-12-28,31.35171
2022-12-29,47.87905
2022-12-30,14.61093
2022-12-31,6.0827
2023-01-01,6.20275
2023-01-02,44.69542
2023-01-03,27.03868
2023-01-04,53.49933
2023-01-05,39.79991
2023-01-06,26.016
2023-01-07,5.82925
2023-01-08,4.89106
2023-01-09,22.83236
2023-01-10,18.29702
2023-01-11,16.26056
2023-01-12,17.72787
2023-01-13,14.23299
2023-01-14,3.58381
2023-01-15,2.80569
2023-01-16,10.9871
2023-01-17,22.2899
2023-01-18,20.23566
2023-01-19,15.93597
2023-01-20,10.97821
2023-01-21,1.78301
2023-01-22,1.57403
2023-01-23,1.47621
2023-01-24,7.17207
2023-01-25,11.93863
2023-01-26,9.58203
2023-01-27,9.29301
2023-01-28,1.83637
2023-01-29,2.36549
2023-01-30,9.48866
2023-01-31,10.0578
2023-02-01,7.8257
2023-02-02,8.4393
2023-02-03,8.99955
2023-02-04,2.12983
2023-02-05,1.91196
2023-02-06,6.43397
2023-02-07,6.14495
2023-02-08,6.67852
2023-02-09,5.42018
2023-02-10,4.85993
2023-02-11,1.28946
2023-02-12,1.02712
2023-02-13,4.63761
2023-02-14,5.42018
2023-02-15,6.29168
2023-02-16,5.18897
2023-02-17,4.37083
2023-02-18,1.00489
2023-02-19,0.77812
2023-02-20,6.53623
2023-02-21,5.57581
2023-02-22,4.93108
2023-02-23,3.92174
2023-02-24,3.48599
2023-02-25,0.74255
2023-02-26,0.66251
2023-02-27,3.48154
2023-02-28,3.8506
2023-03-01,1.28056
2023-03-02,6.05602
2023-03-03,6.36282
2023-03-04,1.76522
2023-03-05,1.43174
2023-03-06,16.89195
2023-03-07,18.52823
2023-03-08,29.43085
2023-03-09,22.42774
2023-03-10,20.45798
2023-03-11,4.84215
2023-03-12,4.52645
2023-03-13,17.00755
2023-03-14,14.09959
2023-03-15,14.4064
2023-03-16,12.28101
2023-03-17,9.44864
2023-03-18,1.92085
2023-03-19,1.72521
2023-03-20,9.18185
2023-03-21,8.35482
2023-03-22,7.97243
2023-03-23,6.88305
2023-03-24,6.86971
2023-03-25,1.78746
2023-03-26,1.95642
2023-03-27,8.06136
2023-03-28,6.53179
2023-03-29,6.25611
2023-03-30,8.39484
2023-03-31,10.06224
2023-04-01,2.99244
2023-04-02,2.94797
2023-04-03,25.3935
2023-04-04,29.88439
2023-04-05,49.89773
2023-04-06,60.6803
2023-04-07,66.30502
2023-04-08,16.47843
2023-04-09,14.12627
2023-04-10,31.53846
2023-04-11,83.8417
2023-04-12,75.8915
2023-04-13,61.9253
2023-04-14,45.50911
2023-04-15,8.3148
2023-04-16,7.51
2023-04-17,32.92574
2023-04-18,27.09204
2023-04-19,24.11293
2023-04-20,40.46242
2023-04-21,56.49622
2023-04-22,11.06714
2023-04-23,10.37349
2023-04-24,84.73543
2023-04-25,34.50867
2023-04-26,100.0
2023-04-27,64.22854
2023-04-28,42.53445
2023-04-29,7.54112
2023-04-30,6.01156
2023-05-01,8.60827
2023-05-02,57.9502
2023-05-03,77.5767
2023-05-04,56.35838
2023-05-05,8.27478
2023-05-06,6.46064
2023-05-07,7.35437
2023-05-08,45.0867
2023-05-09,53.87727
2023-05-10,42.50333
2023-05-11,33.6594
2023-05-12,30.34682
2023-05-13,4.97554
2023-05-14,4.92218
2023-05-15,29.76878
2023-05-16,32.01422
2023-05-17,25.80257
2023-05-18,25.88261
2023-05-19,23.2281
2023-05-20,3.65495
2023-05-21,4.16629
2023-05-22,20.78257
2023-05-23,22.01422
2023-05-24,52.87683
2023-05-25,59.63539
2023-05-26,34.1574
2023-05-27,4.98443
2023-05-28,4.13072
2023-05-29,5.74477
2023-05-30,27.2032
2023-05-31,24.26856
2023-06-01,36.68297
2023-06-02,29.3108
2023-06-03,4.91329
2023-06-04,4.28634
2023-06-05,20.53357
