date,다이렉트자동차보험비교견적
2020-06-10,27.47663
2020-06-11,19.81308
2020-06-12,21.49532
2020-06-13,12.52336
2020-06-14,13.08411
2020-06-15,21.30841
2020-06-16,25.42056
2020-06-17,22.61682
2020-06-18,20.56074
2020-06-19,27.66355
2020-06-20,10.6542
2020-06-21,10.28037
2020-06-22,20.18691
2020-06-23,23.73831
2020-06-24,24.29906
2020-06-25,25.23364
2020-06-26,21.68224
2020-06-27,8.97196
2020-06-28,9.34579
2020-06-29,21.30841
2020-06-30,21.49532
2020-07-01,22.99065
2020-07-02,18.31775
2020-07-03,20.93457
2020-07-04,11.21495
2020-07-05,11.58878
2020-07-06,29.34579
2020-07-07,21.49532
2020-07-08,16.07476
2020-07-09,21.49532
2020-07-10,22.99065
2020-07-11,11.96261
2020-07-12,10.28037
2020-07-13,23.73831
2020-07-14,22.24299
2020-07-15,27.47663
2020-07-16,20.37383
2020-07-17,19.43925
2020-07-18,8.97196
2020-07-19,11.21495
2020-07-20,20.93457
2020-07-21,19.06542
2020-07-22,25.04672
2020-07-23,13.83177
2020-07-24,16.07476
2020-07-25,8.41121
2020-07-26,11.7757
2020-07-27,25.60747
2020-07-28,18.8785
2020-07-29,16.44859
2020-07-30,17.19626
2020-07-31,14.76635
2020-08-01,9.15887
2020-08-02,13.27102
2020-08-03,18.69158
2020-08-04,22.05607
2020-08-05,24.85981
2020-08-06,24.11214
2020-08-07,21.12149
2020-08-08,9.53271
2020-08-09,10.46728
2020-08-10,22.80373
2020-08-11,23.5514
2020-08-12,22.4299
2020-08-13,19.25233
2020-08-14,11.7757
2020-08-15,10.84112
2020-08-16,12.14953
2020-08-17,15.3271
2020-08-18,22.61682
2020-08-19,26.16822
2020-08-20,23.92523
2020-08-21,20.18691
2020-08-22,10.6542
2020-08-23,14.01869
2020-08-24,26.35514
2020-08-25,22.4299
2020-08-26,22.61682
2020-08-27,22.24299
2020-08-28,17.19626
2020-08-29,11.02803
2020-08-30,13.27102
2020-08-31,24.67289
2020-09-01,24.29906
2020-09-02,22.80373
2020-09-03,24.67289
2020-09-04,21.86915
2020-09-05,11.40186
2020-09-06,14.57943
2020-09-07,27.1028
2020-09-08,23.5514
2020-09-09,25.79439
2020-09-10,20.0
2020-09-11,16.44859
2020-09-12,12.71028
2020-09-13,8.03738
2020-09-14,19.81308
2020-09-15,12.71028
2020-09-16,23.92523
2020-09-17,20.18691
2020-09-18,20.93457
2020-09-19,9.15887
2020-09-20,10.46728
2020-09-21,24.85981
2020-09-22,28.22429
2020-09-23,20.93457
2020-09-24,20.93457
2020-09-25,18.8785
2020-09-26,10.46728
2020-09-27,9.15887
2020-09-28,28.78504
2020-09-29,18.13084
2020-09-30,7.66355
2020-10-01,8.03738
2020-10-02,8.59813
2020-10-03,8.78504
2020-10-04,13.27102
2020-10-05,30.6542
2020-10-06,27.85046
2020-10-07,27.47663
2020-10-08,21.30841
2020-10-09,9.15887
2020-10-10,10.46728
2020-10-11,12.14953
2020-10-12,24.85981
2020-10-13,34.2056
2020-10-14,25.42056
2020-10-15,25.60747
2020-10-16,23.73831
2020-10-17,9.90654
2020-10-18,11.02803
2020-10-19,36.07476
2020-10-20,23.5514
2020-10-21,27.47663
2020-10-22,21.86915
2020-10-23,19.06542
2020-10-24,8.97196
2020-10-25,12.71028
2020-10-26,24.48598
2020-10-27,26.91588
2020-10-28,23.5514
2020-10-29,23.36448
2020-10-30,19.06542
2020-10-31,8.03738
2020-11-01,9.53271
2020-11-02,25.9813
2020-11-03,18.8785
2020-11-04,17.94392
2020-11-05,20.18691
2020-11-06,18.69158
2020-11-07,13.08411
2020-11-08,10.09345
2020-11-09,24.11214
2020-11-10,22.24299
2020-11-11,20.18691
2020-11-12,16.44859
2020-11-13,15.70093
2020-11-14,8.03738
2020-11-15,11.7757
2020-11-16,18.31775
2020-11-17,18.13084
2020-11-18,19.81308
2020-11-19,19.62616
2020-11-20,14.95327
2020-11-21,8.78504
2020-11-22,14.2056
2020-11-23,20.93457
2020-11-24,19.62616
2020-11-25,18.50467
2020-11-26,19.25233
2020-11-27,18.50467
2020-11-28,12.14953
2020-11-29,8.97196
2020-11-30,16.26168
2020-12-01,25.42056
2020-12-02,21.86915
2020-12-03,21.68224
2020-12-04,22.80373
2020-12-05,9.71962
2020-12-06,10.28037
2020-12-07,22.80373
2020-12-08,23.36448
2020-12-09,26.72897
2020-12-10,20.18691
2020-12-11,14.39252
2020-12-12,7.1028
2020-12-13,6.91588
2020-12-14,19.43925
2020-12-15,22.99065
2020-12-16,23.92523
2020-12-17,21.30841
2020-12-18,17.57009
2020-12-19,12.89719
2020-12-20,15.3271
2020-12-21,21.49532
2020-12-22,19.62616
2020-12-23,17.94392
2020-12-24,14.57943
2020-12-25,9.71962
2020-12-26,10.46728
2020-12-27,10.46728
2020-12-28,24.48598
2020-12-29,18.50467
2020-12-30,18.50467
2020-12-31,12.33644
2021-01-01,8.03738
2021-01-02,6.91588
2021-01-03,14.39252
2021-01-04,24.67289
2021-01-05,26.72897
2021-01-06,22.24299
2021-01-07,18.13084
2021-01-08,13.27102
2021-01-09,11.40186
2021-01-10,13.64485
2021-01-11,22.4299
2021-01-12,24.48598
2021-01-13,20.0
2021-01-14,18.50467
2021-01-15,20.0
2021-01-16,8.59813
2021-01-17,12.89719
2021-01-18,19.06542
2021-01-19,16.82242
2021-01-20,19.81308
2021-01-21,19.81308
2021-01-22,15.51401
2021-01-23,8.03738
2021-01-24,13.27102
2021-01-25,23.5514
2021-01-26,16.82242
2021-01-27,17.757
2021-01-28,18.69158
2021-01-29,16.82242
2021-01-30,7.85046
2021-01-31,7.28971
2021-02-01,18.50467
2021-02-02,19.25233
2021-02-03,17.38317
2021-02-04,14.2056
2021-02-05,13.64485
2021-02-06,6.54205
2021-02-07,10.46728
2021-02-08,17.38317
2021-02-09,15.51401
2021-02-10,16.44859
2021-02-11,7.28971
2021-02-12,4.29906
2021-02-13,8.78504
2021-02-14,13.08411
2021-02-15,21.86915
2021-02-16,20.37383
2021-02-17,21.68224
2021-02-18,18.31775
2021-02-19,12.33644
2021-02-20,10.6542
2021-02-21,7.66355
2021-02-22,18.13084
2021-02-23,21.68224
2021-02-24,25.23364
2021-02-25,26.54205
2021-02-26,17.38317
2021-02-27,8.78504
2021-02-28,9.71962
2021-03-01,9.53271
2021-03-02,22.05607
2021-03-03,20.74766
2021-03-04,19.62616
2021-03-05,20.18691
2021-03-06,9.34579
2021-03-07,10.84112
2021-03-08,26.16822
2021-03-09,17.57009
2021-03-10,15.3271
2021-03-11,15.70093
2021-03-12,17.57009
2021-03-13,10.6542
2021-03-14,10.6542
2021-03-15,20.56074
2021-03-16,17.00934
2021-03-17,22.05607
2021-03-18,17.94392
2021-03-19,15.3271
2021-03-20,10.84112
2021-03-21,10.28037
2021-03-22,28.59813
2021-03-23,20.18691
2021-03-24,18.69158
2021-03-25,13.83177
2021-03-26,13.27102
2021-03-27,7.85046
2021-03-28,9.53271
2021-03-29,18.8785
2021-03-30,20.56074
2021-03-31,11.96261
2021-04-01,14.95327
2021-04-02,14.57943
2021-04-03,9.34579
2021-04-04,8.59813
2021-04-05,19.81308
2021-04-06,22.24299
2021-04-07,14.57943
2021-04-08,17.00934
2021-04-09,15.70093
2021-04-10,9.15887
2021-04-11,6.72897
2021-04-12,19.62616
2021-04-13,13.64485
2021-04-14,16.44859
2021-04-15,19.81308
2021-04-16,14.2056
2021-04-17,7.47663
2021-04-18,9.15887
2021-04-19,16.26168
2021-04-20,19.43925
2021-04-21,16.63551
2021-04-22,15.14018
2021-04-23,14.39252
2021-04-24,5.23364
2021-04-25,7.1028
2021-04-26,14.76635
2021-04-27,13.08411
2021-04-28,15.88785
2021-04-29,19.06542
2021-04-30,14.95327
2021-05-01,4.67289
2021-05-02,10.09345
2021-05-03,15.14018
2021-05-04,14.01869
2021-05-05,12.33644
2021-05-06,14.95327
2021-05-07,14.01869
2021-05-08,9.15887
2021-05-09,6.54205
2021-05-10,24.48598
2021-05-11,19.81308
2021-05-12,16.63551
2021-05-13,19.06542
2021-05-14,16.63551
2021-05-15,9.15887
2021-05-16,11.58878
2021-05-17,21.86915
2021-05-18,12.89719
2021-05-19,9.71962
2021-05-20,14.76635
2021-05-21,15.88785
2021-05-22,7.28971
2021-05-23,7.66355
2021-05-24,23.73831
2021-05-25,17.38317
2021-05-26,16.82242
2021-05-27,18.69158
2021-05-28,16.26168
2021-05-29,6.16822
2021-05-30,8.97196
2021-05-31,16.63551
2021-06-01,17.19626
2021-06-02,15.88785
2021-06-03,17.57009
2021-06-04,14.57943
2021-06-05,8.22429
2021-06-06,8.41121
2021-06-07,18.50467
2021-06-08,21.30841
2021-06-09,15.3271
2021-06-10,16.82242
2021-06-11,13.64485
2021-06-12,7.85046
2021-06-13,7.85046
2021-06-14,20.74766
2021-06-15,19.06542
2021-06-16,16.63551
2021-06-17,18.31775
2021-06-18,12.33644
2021-06-19,7.28971
2021-06-20,9.71962
2021-06-21,16.82242
2021-06-22,14.57943
2021-06-23,16.26168
2021-06-24,15.3271
2021-06-25,17.94392
2021-06-26,9.15887
2021-06-27,9.34579
2021-06-28,21.30841
2021-06-29,16.07476
2021-06-30,17.19626
2021-07-01,15.3271
2021-07-02,13.64485
2021-07-03,9.53271
2021-07-04,8.78504
2021-07-05,16.82242
2021-07-06,18.69158
2021-07-07,12.14953
2021-07-08,18.13084
2021-07-09,15.88785
2021-07-10,10.28037
2021-07-11,8.97196
2021-07-12,16.07476
2021-07-13,16.26168
2021-07-14,16.63551
2021-07-15,14.57943
2021-07-16,11.02803
2021-07-17,6.54205
2021-07-18,11.02803
2021-07-19,19.06542
2021-07-20,14.39252
2021-07-21,15.51401
2021-07-22,15.51401
2021-07-23,15.88785
2021-07-24,7.1028
2021-07-25,8.78504
2021-07-26,16.26168
2021-07-27,14.2056
2021-07-28,11.40186
2021-07-29,14.39252
2021-07-30,12.33644
2021-07-31,9.15887
2021-08-01,8.97196
2021-08-02,14.39252
2021-08-03,17.757
2021-08-04,14.2056
2021-08-05,14.39252
2021-08-06,14.2056
2021-08-07,7.66355
2021-08-08,7.1028
2021-08-09,18.69158
2021-08-10,16.07476
2021-08-11,12.89719
2021-08-12,15.14018
2021-08-13,16.82242
2021-08-14,5.42056
2021-08-15,7.66355
2021-08-16,13.64485
2021-08-17,17.38317
2021-08-18,14.95327
2021-08-19,14.01869
2021-08-20,12.71028
2021-08-21,7.28971
2021-08-22,7.28971
2021-08-23,21.68224
2021-08-24,15.70093
2021-08-25,19.06542
2021-08-26,18.69158
2021-08-27,16.44859
2021-08-28,10.6542
2021-08-29,7.28971
2021-08-30,18.8785
2021-08-31,18.13084
2021-09-01,19.25233
2021-09-02,25.23364
2021-09-03,14.57943
2021-09-04,11.7757
2021-09-05,11.21495
2021-09-06,21.12149
2021-09-07,22.80373
2021-09-08,21.68224
2021-09-09,17.38317
2021-09-10,13.45794
2021-09-11,8.41121
2021-09-12,9.15887
2021-09-13,18.50467
2021-09-14,24.85981
2021-09-15,17.757
2021-09-16,18.31775
2021-09-17,15.3271
2021-09-18,8.78504
2021-09-19,4.67289
2021-09-20,3.92523
2021-09-21,7.47663
2021-09-22,8.03738
2021-09-23,22.61682
2021-09-24,13.83177
2021-09-25,10.6542
2021-09-26,9.34579
2021-09-27,23.17757
2021-09-28,20.93457
2021-09-29,17.38317
2021-09-30,14.76635
2021-10-01,15.70093
2021-10-02,8.78504
2021-10-03,8.78504
2021-10-04,10.6542
2021-10-05,26.54205
2021-10-06,19.06542
2021-10-07,17.57009
2021-10-08,16.82242
2021-10-09,8.41121
2021-10-10,10.46728
2021-10-11,11.21495
2021-10-12,20.37383
2021-10-13,22.80373
2021-10-14,19.62616
2021-10-15,15.3271
2021-10-16,11.40186
2021-10-17,12.33644
2021-10-18,18.13084
2021-10-19,22.4299
2021-10-20,15.51401
2021-10-21,14.2056
2021-10-22,13.64485
2021-10-23,10.6542
2021-10-24,9.53271
2021-10-25,20.93457
2021-10-26,16.63551
2021-10-27,18.31775
2021-10-28,16.26168
2021-10-29,14.2056
2021-10-30,7.1028
2021-10-31,9.15887
2021-11-01,22.61682
2021-11-02,18.50467
2021-11-03,15.3271
2021-11-04,13.27102
2021-11-05,12.33644
2021-11-06,7.28971
2021-11-07,8.59813
2021-11-08,20.74766
2021-11-09,17.00934
2021-11-10,18.69158
2021-11-11,15.3271
2021-11-12,13.08411
2021-11-13,9.15887
2021-11-14,9.34579
2021-11-15,17.57009
2021-11-16,17.94392
2021-11-17,19.06542
2021-11-18,12.14953
2021-11-19,17.38317
2021-11-20,5.9813
2021-11-21,8.03738
2021-11-22,16.44859
2021-11-23,13.45794
2021-11-24,16.26168
2021-11-25,14.95327
2021-11-26,14.39252
2021-11-27,5.23364
2021-11-28,6.72897
2021-11-29,19.25233
2021-11-30,18.31775
2021-12-01,19.06542
2021-12-02,15.88785
2021-12-03,14.01869
2021-12-04,7.85046
2021-12-05,10.09345
2021-12-06,16.44859
2021-12-07,20.0
2021-12-08,17.38317
2021-12-09,16.07476
2021-12-10,11.58878
2021-12-11,6.35514
2021-12-12,8.22429
2021-12-13,19.81308
2021-12-14,20.18691
2021-12-15,16.82242
2021-12-16,12.33644
2021-12-17,16.82242
2021-12-18,10.6542
2021-12-19,9.34579
2021-12-20,18.8785
2021-12-21,18.69158
2021-12-22,17.757
2021-12-23,13.64485
2021-12-24,8.22429
2021-12-25,6.91588
2021-12-26,12.33644
2021-12-27,18.31775
2021-12-28,24.29906
2021-12-29,22.99065
2021-12-30,16.44859
2021-12-31,14.01869
2022-01-01,10.46728
2022-01-02,12.71028
2022-01-03,21.49532
2022-01-04,17.00934
2022-01-05,18.13084
2022-01-06,18.50467
2022-01-07,12.52336
2022-01-08,8.59813
2022-01-09,10.09345
2022-01-10,21.68224
2022-01-11,21.30841
2022-01-12,17.757
2022-01-13,14.01869
2022-01-14,14.76635
2022-01-15,7.28971
2022-01-16,7.85046
2022-01-17,20.18691
2022-01-18,16.63551
2022-01-19,13.45794
2022-01-20,19.62616
2022-01-21,17.19626
2022-01-22,8.22429
2022-01-23,9.90654
2022-01-24,16.82242
2022-01-25,16.63551
2022-01-26,17.19626
2022-01-27,13.83177
2022-01-28,12.52336
2022-01-29,7.66355
2022-01-30,7.1028
2022-01-31,5.42056
2022-02-01,7.66355
2022-02-02,9.34579
2022-02-03,23.73831
2022-02-04,20.18691
2022-02-05,7.1028
2022-02-06,9.53271
2022-02-07,15.3271
2022-02-08,19.43925
2022-02-09,16.26168
2022-02-10,13.64485
2022-02-11,12.89719
2022-02-12,6.35514
2022-02-13,8.78504
2022-02-14,19.81308
2022-02-15,15.51401
2022-02-16,13.27102
2022-02-17,18.50467
2022-02-18,18.31775
2022-02-19,9.90654
2022-02-20,11.7757
2022-02-21,25.79439
2022-02-22,17.94392
2022-02-23,20.0
2022-02-24,14.39252
2022-02-25,14.39252
2022-02-26,6.54205
2022-02-27,8.41121
2022-02-28,18.8785
2022-03-01,12.14953
2022-03-02,21.12149
2022-03-03,18.31775
2022-03-04,16.82242
2022-03-05,8.59813
2022-03-06,10.84112
2022-03-07,16.26168
2022-03-08,13.27102
2022-03-09,8.97196
2022-03-10,14.2056
2022-03-11,16.07476
2022-03-12,10.09345
2022-03-13,11.21495
2022-03-14,24.85981
2022-03-15,20.0
2022-03-16,23.73831
2022-03-17,19.62616
2022-03-18,15.3271
2022-03-19,10.09345
2022-03-20,12.89719
2022-03-21,19.62616
2022-03-22,18.31775
2022-03-23,16.44859
2022-03-24,14.57943
2022-03-25,13.27102
2022-03-26,8.03738
2022-03-27,9.15887
2022-03-28,16.63551
2022-03-29,13.45794
2022-03-30,17.57009
2022-03-31,21.30841
2022-04-01,13.27102
2022-04-02,8.03738
2022-04-03,7.66355
2022-04-04,20.37383
2022-04-05,16.26168
2022-04-06,16.63551
2022-04-07,14.39252
2022-04-08,14.95327
2022-04-09,7.66355
2022-04-10,9.34579
2022-04-11,17.38317
2022-04-12,17.38317
2022-04-13,16.82242
2022-04-14,18.50467
2022-04-15,16.44859
2022-04-16,8.03738
2022-04-17,6.91588
2022-04-18,16.63551
2022-04-19,23.17757
2022-04-20,14.95327
2022-04-21,17.38317
2022-04-22,12.14953
2022-04-23,10.09345
2022-04-24,7.28971
2022-04-25,22.4299
2022-04-26,15.51401
2022-04-27,14.39252
2022-04-28,15.3271
2022-04-29,14.95327
2022-04-30,9.90654
2022-05-01,8.97196
2022-05-02,14.39252
2022-05-03,16.63551
2022-05-04,22.99065
2022-05-05,8.59813
2022-05-06,15.70093
2022-05-07,8.03738
2022-05-08,6.91588
2022-05-09,22.61682
2022-05-10,19.25233
2022-05-11,20.37383
2022-05-12,15.88785
2022-05-13,16.26168
2022-05-14,7.28971
2022-05-15,7.66355
2022-05-16,20.37383
2022-05-17,17.757
2022-05-18,13.83177
2022-05-19,14.76635
2022-05-20,10.46728
2022-05-21,8.41121
2022-05-22,8.41121
2022-05-23,14.76635
2022-05-24,17.94392
2022-05-25,19.25233
2022-05-26,17.00934
2022-05-27,15.70093
2022-05-28,9.15887
2022-05-29,7.66355
2022-05-30,19.62616
2022-05-31,21.49532
2022-06-01,8.97196
2022-06-02,15.14018
2022-06-03,17.57009
2022-06-04,8.97196
2022-06-05,8.03738
2022-06-06,6.54205
2022-06-07,20.74766
2022-06-08,18.31775
2022-06-09,17.57009
2022-06-10,15.88785
2022-06-11,7.28971
2022-06-12,10.6542
2022-06-13,20.93457
2022-06-14,19.06542
2022-06-15,17.757
2022-06-16,18.8785
2022-06-17,15.70093
2022-06-18,6.35514
2022-06-19,11.21495
2022-06-20,17.57009
2022-06-21,16.07476
2022-06-22,18.69158
2022-06-23,16.82242
2022-06-24,16.63551
2022-06-25,10.46728
2022-06-26,7.1028
2022-06-27,17.57009
2022-06-28,16.07476
2022-06-29,14.95327
2022-06-30,16.44859
2022-07-01,11.7757
2022-07-02,8.78504
2022-07-03,10.6542
2022-07-04,16.82242
2022-07-05,17.19626
2022-07-06,17.757
2022-07-07,16.44859
2022-07-08,14.39252
2022-07-09,6.72897
2022-07-10,8.97196
2022-07-11,19.43925
2022-07-12,18.13084
2022-07-13,13.83177
2022-07-14,12.71028
2022-07-15,15.14018
2022-07-16,5.60747
2022-07-17,7.1028
2022-07-18,15.51401
2022-07-19,13.83177
2022-07-20,15.3271
2022-07-21,20.74766
2022-07-22,13.64485
2022-07-23,8.78504
2022-07-24,9.15887
2022-07-25,15.14018
2022-07-26,11.7757
2022-07-27,15.70093
2022-07-28,16.82242
2022-07-29,13.08411
2022-07-30,8.03738
2022-07-31,7.28971
2022-08-01,19.25233
2022-08-02,13.27102
2022-08-03,13.45794
2022-08-04,17.94392
2022-08-05,15.51401
2022-08-06,5.79439
2022-08-07,3.92523
2022-08-08,16.63551
2022-08-09,16.07476
2022-08-10,13.45794
2022-08-11,15.3271
2022-08-12,14.01869
2022-08-13,9.71962
2022-08-14,6.16822
2022-08-15,6.16822
2022-08-16,17.00934
2022-08-17,16.26168
2022-08-18,16.44859
2022-08-19,13.64485
2022-08-20,9.34579
2022-08-21,10.09345
2022-08-22,16.44859
2022-08-23,17.38317
2022-08-24,15.14018
2022-08-25,18.13084
2022-08-26,12.33644
2022-08-27,8.22429
2022-08-28,8.41121
2022-08-29,24.29906
2022-08-30,15.14018
2022-08-31,20.56074
2022-09-01,15.51401
2022-09-02,14.57943
2022-09-03,7.85046
2022-09-04,8.97196
2022-09-05,14.57943
2022-09-06,14.57943
2022-09-07,14.2056
2022-09-08,10.84112
2022-09-09,5.79439
2022-09-10,5.42056
2022-09-11,5.04672
2022-09-12,12.52336
2022-09-13,22.61682
2022-09-14,17.38317
2022-09-15,14.39252
2022-09-16,13.64485
2022-09-17,10.6542
2022-09-18,8.22429
2022-09-19,15.14018
2022-09-20,18.50467
2022-09-21,18.8785
2022-09-22,16.26168
2022-09-23,16.63551
2022-09-24,5.9813
2022-09-25,5.23364
2022-09-26,14.95327
2022-09-27,18.8785
2022-09-28,15.88785
2022-09-29,13.45794
2022-09-30,15.88785
2022-10-01,6.72897
2022-10-02,6.54205
2022-10-03,12.33644
2022-10-04,19.43925
2022-10-05,12.71028
2022-10-06,19.81308
2022-10-07,12.71028
2022-10-08,3.17757
2022-10-09,7.28971
2022-10-10,8.78504
2022-10-11,18.13084
2022-10-12,18.8785
2022-10-13,15.70093
2022-10-14,13.27102
2022-10-15,6.54205
2022-10-16,8.41121
2022-10-17,17.19626
2022-10-18,21.49532
2022-10-19,15.88785
2022-10-20,11.21495
2022-10-21,12.71028
2022-10-22,11.40186
2022-10-23,5.79439
2022-10-24,17.757
2022-10-25,12.14953
2022-10-26,16.63551
2022-10-27,10.84112
2022-10-28,10.09345
2022-10-29,7.1028
2022-10-30,4.67289
2022-10-31,16.82242
2022-11-01,13.08411
2022-11-02,13.27102
2022-11-03,11.7757
2022-11-04,11.21495
2022-11-05,5.42056
2022-11-06,10.09345
2022-11-07,16.26168
2022-11-08,16.44859
2022-11-09,14.2056
2022-11-10,14.57943
2022-11-11,14.76635
2022-11-12,5.23364
2022-11-13,6.16822
2022-11-14,14.95327
2022-11-15,19.81308
2022-11-16,11.96261
2022-11-17,13.83177
2022-11-18,12.14953
2022-11-19,7.66355
2022-11-20,7.47663
2022-11-21,16.63551
2022-11-22,17.757
2022-11-23,15.51401
2022-11-24,13.27102
2022-11-25,11.40186
2022-11-26,8.41121
2022-11-27,7.85046
2022-11-28,11.02803
2022-11-29,12.89719
2022-11-30,12.89719
2022-12-01,15.70093
2022-12-02,12.14953
2022-12-03,5.04672
2022-12-04,9.53271
2022-12-05,9.15887
2022-12-06,16.26168
2022-12-07,11.96261
2022-12-08,11.96261
2022-12-09,11.40186
2022-12-10,8.03738
2022-12-11,5.9813
2022-12-12,19.43925
2022-12-13,14.2056
2022-12-14,17.00934
2022-12-15,15.51401
2022-12-16,13.64485
2022-12-17,8.78504
2022-12-18,7.47663
2022-12-19,16.26168
2022-12-20,15.88785
2022-12-21,15.51401
2022-12-22,14.95327
2022-12-23,11.96261
2022-12-24,6.54205
2022-12-25,8.22429
2022-12-26,16.63551
2022-12-27,15.3271
2022-12-28,15.88785
2022-12-29,12.89719
2022-12-30,12.33644
2022-12-31,5.42056
2023-01-01,6.91588
2023-01-02,16.26168
2023-01-03,18.13084
2023-01-04,16.26168
2023-01-05,20.18691
2023-01-06,11.96261
2023-01-07,8.78504
2023-01-08,7.28971
2023-01-09,13.27102
2023-01-10,15.51401
2023-01-11,42.24299
2023-01-12,26.91588
2023-01-13,12.89719
2023-01-14,6.16822
2023-01-15,11.58878
2023-01-16,13.27102
2023-01-17,17.94392
2023-01-18,13.27102
2023-01-19,12.33644
2023-01-20,7.85046
2023-01-21,2.99065
2023-01-22,3.5514
2023-01-23,3.5514
2023-01-24,6.54205
2023-01-25,20.74766
2023-01-26,18.31775
2023-01-27,12.52336
2023-01-28,5.9813
2023-01-29,6.16822
2023-01-30,14.95327
2023-01-31,14.39252
2023-02-01,19.25233
2023-02-02,13.27102
2023-02-03,12.52336
2023-02-04,9.34579
2023-02-05,7.85046
2023-02-06,17.00934
2023-02-07,16.26168
2023-02-08,13.64485
2023-02-09,13.83177
2023-02-10,13.64485
2023-02-11,5.42056
2023-02-12,6.16822
2023-02-13,17.57009
2023-02-14,13.08411
2023-02-15,16.82242
2023-02-16,15.3271
2023-02-17,14.57943
2023-02-18,8.22429
2023-02-19,7.28971
2023-02-20,16.44859
2023-02-21,16.82242
2023-02-22,12.33644
2023-02-23,16.26168
2023-02-24,8.97196
2023-02-25,8.41121
2023-02-26,10.84112
2023-02-27,20.18691
2023-02-28,15.51401
2023-03-01,11.58878
2023-03-02,18.31775
2023-03-03,15.3271
2023-03-04,7.85046
2023-03-05,8.78504
2023-03-06,17.19626
2023-03-07,12.33644
2023-03-08,17.57009
2023-03-09,13.45794
2023-03-10,14.2056
2023-03-11,5.9813
2023-03-12,8.59813
2023-03-13,21.30841
2023-03-14,14.39252
2023-03-15,16.44859
2023-03-16,12.52336
2023-03-17,15.70093
2023-03-18,8.97196
2023-03-19,8.59813
2023-03-20,17.94392
2023-03-21,16.26168
2023-03-22,14.2056
2023-03-23,16.26168
2023-03-24,14.57943
2023-03-25,7.47663
2023-03-26,9.15887
2023-03-27,17.19626
2023-03-28,14.2056
2023-03-29,13.27102
2023-03-30,17.57009
2023-03-31,14.2056
2023-04-01,11.96261
2023-04-02,11.58878
2023-04-03,15.3271
2023-04-04,17.57009
2023-04-05,13.64485
2023-04-06,14.2056
2023-04-07,10.6542
2023-04-08,6.91588
2023-04-09,8.78504
2023-04-10,18.69158
2023-04-11,18.13084
2023-04-12,18.13084
2023-04-13,16.07476
2023-04-14,16.63551
2023-04-15,10.46728
2023-04-16,9.90654
2023-04-17,19.25233
2023-04-18,16.63551
2023-04-19,14.39252
2023-04-20,15.3271
2023-04-21,13.45794
2023-04-22,5.79439
2023-04-23,8.03738
2023-04-24,20.37383
2023-04-25,17.57009
2023-04-26,17.57009
2023-04-27,17.757
2023-04-28,14.2056
2023-04-29,9.15887
2023-04-30,6.91588
2023-05-01,11.21495
2023-05-02,17.19626
2023-05-03,17.38317
2023-05-04,16.07476
2023-05-05,7.28971
2023-05-06,8.03738
2023-05-07,10.84112
2023-05-08,15.51401
2023-05-09,19.62616
2023-05-10,14.57943
2023-05-11,18.31775
2023-05-12,17.757
2023-05-13,7.47663
2023-05-14,7.1028
2023-05-15,24.29906
2023-05-16,18.8785
2023-05-17,16.63551
2023-05-18,20.56074
2023-05-19,18.8785
2023-05-20,6.16822
2023-05-21,7.28971
2023-05-22,15.51401
2023-05-23,13.08411
2023-05-24,17.757
2023-05-25,20.0
2023-05-26,9.53271
2023-05-27,7.1028
2023-05-28,5.42056
