date,증권사이벤트
2020-09-04,26.8595
2020-09-05,20.86776
2020-09-06,23.76033
2020-09-07,30.99173
2020-09-08,25.20661
2020-09-09,29.33884
2020-09-10,24.07024
2020-09-11,24.69008
2020-09-12,16.63223
2020-09-13,19.42148
2020-09-14,26.23966
2020-09-15,29.44214
2020-09-16,30.99173
2020-09-17,25.41322
2020-09-18,21.69421
2020-09-19,21.4876
2020-09-20,17.14876
2020-09-21,17.35537
2020-09-22,18.69834
2020-09-23,18.59504
2020-09-24,20.35123
2020-09-25,15.28925
2020-09-26,12.80991
2020-09-27,15.28925
2020-09-28,22.41735
2020-09-29,17.14876
2020-09-30,17.35537
2020-10-01,16.32231
2020-10-02,16.219
2020-10-03,17.35537
2020-10-04,20.24793
2020-10-05,30.16528
2020-10-06,33.78099
2020-10-07,29.33884
2020-10-08,29.13223
2020-10-09,24.89669
2020-10-10,21.90082
2020-10-11,21.4876
2020-10-12,29.33884
2020-10-13,21.17768
2020-10-14,23.2438
2020-10-15,23.86363
2020-10-16,27.06611
2020-10-17,18.49173
2020-10-18,16.52892
2020-10-19,13.53305
2020-10-20,19.93801
2020-10-21,20.55785
2020-10-22,17.9752
2020-10-23,19.93801
2020-10-24,15.70247
2020-10-25,14.77272
2020-10-26,20.24793
2020-10-27,18.07851
2020-10-28,20.24793
2020-10-29,22.31404
2020-10-30,17.66528
2020-10-31,12.91322
2020-11-01,15.18595
2020-11-02,25.30991
2020-11-03,23.3471
2020-11-04,20.66115
2020-11-05,26.54958
2020-11-06,23.3471
2020-11-07,20.14462
2020-11-08,15.80578
2020-11-09,22.31404
2020-11-10,31.61157
2020-11-11,27.37603
2020-11-12,32.85123
2020-11-13,28.719
2020-11-14,17.66528
2020-11-15,22.52066
2020-11-16,40.70247
2020-11-17,54.23553
2020-11-18,38.22314
2020-11-19,32.2314
2020-11-20,30.16528
2020-11-21,27.16942
2020-11-22,29.23553
2020-11-23,38.73966
2020-11-24,42.04545
2020-11-25,39.77272
2020-11-26,34.60743
2020-11-27,32.2314
2020-11-28,29.44214
2020-11-29,26.8595
2020-11-30,33.16115
2020-12-01,47.21074
2020-12-02,43.38842
2020-12-03,52.37603
2020-12-04,51.65289
2020-12-05,33.57438
2020-12-06,35.22727
2020-12-07,41.219
2020-12-08,38.94628
2020-12-09,48.03719
2020-12-10,39.77272
2020-12-11,35.95041
2020-12-12,27.37603
2020-12-13,20.55785
2020-12-14,33.88429
2020-12-15,29.54545
2020-12-16,34.40082
2020-12-17,38.11983
2020-12-18,34.71074
2020-12-19,21.79752
2020-12-20,26.23966
2020-12-21,34.0909
2020-12-22,28.30578
2020-12-23,28.30578
2020-12-24,30.57851
2020-12-25,21.38429
2020-12-26,26.13636
2020-12-27,32.12809
2020-12-28,51.54958
2020-12-29,39.77272
2020-12-30,44.93801
2020-12-31,43.69834
2021-01-01,47.62396
2021-01-02,48.65702
2021-01-03,50.30991
2021-01-04,100.0
2021-01-05,75.72314
2021-01-06,77.27272
2021-01-07,74.58677
2021-01-08,91.42561
2021-01-09,69.31818
2021-01-10,70.14462
2021-01-11,90.70247
2021-01-12,63.11983
2021-01-13,59.0909
2021-01-14,55.57851
2021-01-15,50.72314
2021-01-16,35.12396
2021-01-17,32.74793
2021-01-18,43.80165
2021-01-19,51.8595
2021-01-20,50.61983
2021-01-21,58.36776
2021-01-22,46.4876
2021-01-23,40.49586
2021-01-24,35.22727
2021-01-25,53.20247
2021-01-26,55.68181
2021-01-27,47.62396
2021-01-28,47.41735
2021-01-29,46.07438
2021-01-30,33.67768
2021-01-31,31.81818
2021-02-01,61.57024
2021-02-02,59.71074
2021-02-03,46.90082
2021-02-04,52.37603
2021-02-05,43.90495
2021-02-06,29.64876
2021-02-07,32.02479
2021-02-08,39.56611
2021-02-09,38.94628
2021-02-10,35.22727
2021-02-11,29.33884
2021-02-12,25.51652
2021-02-13,20.35123
2021-02-14,22.00413
2021-02-15,35.64049
2021-02-16,33.26446
2021-02-17,32.64462
2021-02-18,27.16942
2021-02-19,18.80165
2021-02-20,12.70661
2021-02-21,14.77272
2021-02-22,17.56198
2021-02-23,18.80165
2021-02-24,21.79752
2021-02-25,28.09917
2021-02-26,25.20661
2021-02-27,23.14049
2021-02-28,22.31404
2021-03-01,30.06198
2021-03-02,40.39256
2021-03-03,35.95041
2021-03-04,30.68181
2021-03-05,22.52066
2021-03-06,21.90082
2021-03-07,21.90082
2021-03-08,25.51652
2021-03-09,30.99173
2021-03-10,28.20247
2021-03-11,21.17768
2021-03-12,19.83471
2021-03-13,8.57438
2021-03-14,10.7438
2021-03-15,13.84297
2021-03-16,15.28925
2021-03-17,14.3595
2021-03-18,16.32231
2021-03-19,16.73553
2021-03-20,10.7438
2021-03-21,11.05371
2021-03-22,12.80991
2021-03-23,12.29338
2021-03-24,13.73966
2021-03-25,12.6033
2021-03-26,14.97933
2021-03-27,13.11983
2021-03-28,15.80578
2021-03-29,22.83057
2021-03-30,21.28099
2021-03-31,26.23966
2021-04-01,42.66528
2021-04-02,33.36776
2021-04-03,29.02892
2021-04-04,20.45454
2021-04-05,17.76859
2021-04-06,17.76859
2021-04-07,13.53305
2021-04-08,13.84297
2021-04-09,11.05371
2021-04-10,8.78099
2021-04-11,11.88016
2021-04-12,17.9752
2021-04-13,19.31818
2021-04-14,21.17768
2021-04-15,18.07851
2021-04-16,21.17768
2021-04-17,16.94214
2021-04-18,11.77685
2021-04-19,16.01239
2021-04-20,16.1157
2021-04-21,17.56198
2021-04-22,13.94628
2021-04-23,14.77272
2021-04-24,9.91735
2021-04-25,8.9876
2021-04-26,12.5
2021-04-27,16.83884
2021-04-28,18.38842
2021-04-29,18.07851
2021-04-30,25.61983
2021-05-01,31.19834
2021-05-02,23.96694
2021-05-03,23.76033
2021-05-04,14.15289
2021-05-05,10.64049
2021-05-06,13.11983
2021-05-07,11.77685
2021-05-08,7.64462
2021-05-09,11.05371
2021-05-10,15.08264
2021-05-11,10.02066
2021-05-12,12.08677
2021-05-13,10.64049
2021-05-14,11.05371
2021-05-15,7.33471
2021-05-16,7.64462
2021-05-17,9.81404
2021-05-18,9.91735
2021-05-19,12.39669
2021-05-20,12.5
2021-05-21,9.50413
2021-05-22,8.57438
2021-05-23,6.50826
2021-05-24,12.6033
2021-05-25,14.04958
2021-05-26,13.11983
2021-05-27,17.56198
2021-05-28,24.07024
2021-05-29,19.52479
2021-05-30,16.1157
2021-05-31,27.47933
2021-06-01,40.59917
2021-06-02,32.85123
2021-06-03,22.52066
2021-06-04,16.1157
2021-06-05,15.28925
2021-06-06,8.36776
2021-06-07,13.73966
2021-06-08,12.80991
2021-06-09,9.60743
2021-06-10,9.91735
2021-06-11,13.01652
2021-06-12,7.54132
2021-06-13,6.71487
2021-06-14,10.95041
2021-06-15,9.0909
2021-06-16,9.29752
2021-06-17,8.36776
2021-06-18,8.05785
2021-06-19,4.85537
2021-06-20,5.99173
2021-06-21,10.22727
2021-06-22,10.12396
2021-06-23,11.36363
2021-06-24,11.26033
2021-06-25,10.95041
2021-06-26,8.78099
2021-06-27,7.33471
2021-06-28,9.71074
2021-06-29,12.6033
2021-06-30,17.76859
2021-07-01,28.92561
2021-07-02,22.72727
2021-07-03,15.39256
2021-07-04,10.64049
2021-07-05,12.08677
2021-07-06,9.71074
2021-07-07,10.22727
2021-07-08,8.05785
2021-07-09,9.81404
2021-07-10,7.43801
2021-07-11,9.60743
2021-07-12,8.47107
2021-07-13,7.12809
2021-07-14,7.64462
2021-07-15,9.19421
2021-07-16,5.78512
2021-07-17,5.16528
2021-07-18,6.50826
2021-07-19,7.74793
2021-07-20,9.29752
2021-07-21,8.05785
2021-07-22,9.40082
2021-07-23,8.67768
2021-07-24,7.74793
2021-07-25,4.64876
2021-07-26,7.2314
2021-07-27,13.42975
2021-07-28,13.94628
2021-07-29,15.80578
2021-07-30,13.63636
2021-07-31,10.95041
2021-08-01,12.39669
2021-08-02,16.94214
2021-08-03,16.01239
2021-08-04,16.01239
2021-08-05,15.08264
2021-08-06,18.07851
2021-08-07,11.88016
2021-08-08,10.8471
2021-08-09,17.04545
2021-08-10,15.70247
2021-08-11,15.90909
2021-08-12,15.59917
2021-08-13,18.18181
2021-08-14,13.73966
2021-08-15,11.88016
2021-08-16,12.5
2021-08-17,17.04545
2021-08-18,17.9752
2021-08-19,21.69421
2021-08-20,15.18595
2021-08-21,13.73966
2021-08-22,14.66942
2021-08-23,21.69421
2021-08-24,26.75619
2021-08-25,20.14462
2021-08-26,21.28099
2021-08-27,17.45867
2021-08-28,15.70247
2021-08-29,15.49586
2021-08-30,19.7314
2021-08-31,26.8595
2021-09-01,35.02066
2021-09-02,34.50413
2021-09-03,29.54545
2021-09-04,21.17768
2021-09-05,18.59504
2021-09-06,25.0
2021-09-07,27.58264
2021-09-08,23.03719
2021-09-09,24.17355
2021-09-10,18.69834
2021-09-11,17.76859
2021-09-12,14.25619
2021-09-13,17.25206
2021-09-14,16.219
2021-09-15,17.45867
2021-09-16,16.73553
2021-09-17,22.00413
2021-09-18,13.22314
2021-09-19,13.32644
2021-09-20,12.80991
2021-09-21,10.7438
2021-09-22,16.219
2021-09-23,20.35123
2021-09-24,20.55785
2021-09-25,16.63223
2021-09-26,12.08677
2021-09-27,19.11157
2021-09-28,19.42148
2021-09-29,21.07438
2021-09-30,22.72727
2021-10-01,26.13636
2021-10-02,15.90909
2021-10-03,16.73553
2021-10-04,16.42561
2021-10-05,22.52066
2021-10-06,21.4876
2021-10-07,19.93801
2021-10-08,18.90495
2021-10-09,12.91322
2021-10-10,11.57024
2021-10-11,12.5
2021-10-12,17.66528
2021-10-13,14.97933
2021-10-14,18.28512
2021-10-15,18.90495
2021-10-16,11.36363
2021-10-17,13.42975
2021-10-18,15.18595
2021-10-19,15.90909
2021-10-20,11.77685
2021-10-21,15.70247
2021-10-22,16.63223
2021-10-23,14.04958
2021-10-24,11.15702
2021-10-25,18.90495
2021-10-26,18.69834
2021-10-27,21.79752
2021-10-28,14.66942
2021-10-29,16.219
2021-10-30,12.19008
2021-10-31,13.42975
2021-11-01,23.65702
2021-11-02,20.14462
2021-11-03,28.719
2021-11-04,24.38016
2021-11-05,19.00826
2021-11-06,15.28925
2021-11-07,14.77272
2021-11-08,19.52479
2021-11-09,15.18595
2021-11-10,14.66942
2021-11-11,12.5
2021-11-12,16.01239
2021-11-13,11.46694
2021-11-14,11.26033
2021-11-15,15.80578
2021-11-16,16.73553
2021-11-17,17.76859
2021-11-18,16.42561
2021-11-19,17.9752
2021-11-20,13.73966
2021-11-21,11.98347
2021-11-22,15.18595
2021-11-23,19.00826
2021-11-24,22.72727
2021-11-25,14.97933
2021-11-26,14.87603
2021-11-27,9.40082
2021-11-28,9.71074
2021-11-29,14.15289
2021-11-30,17.04545
2021-12-01,17.35537
2021-12-02,20.76446
2021-12-03,17.66528
2021-12-04,12.39669
2021-12-05,11.15702
2021-12-06,11.98347
2021-12-07,15.28925
2021-12-08,18.18181
2021-12-09,18.18181
2021-12-10,14.97933
2021-12-11,12.19008
2021-12-12,11.46694
2021-12-13,17.76859
2021-12-14,15.39256
2021-12-15,14.4628
2021-12-16,13.42975
2021-12-17,13.11983
2021-12-18,9.91735
2021-12-19,9.0909
2021-12-20,13.01652
2021-12-21,15.49586
2021-12-22,13.01652
2021-12-23,14.77272
2021-12-24,13.73966
2021-12-25,11.88016
2021-12-26,13.32644
2021-12-27,17.25206
2021-12-28,15.49586
2021-12-29,16.1157
2021-12-30,20.45454
2021-12-31,22.00413
2022-01-01,31.61157
2022-01-02,30.68181
2022-01-03,44.7314
2022-01-04,43.28512
2022-01-05,42.35537
2022-01-06,29.85537
2022-01-07,25.51652
2022-01-08,20.24793
2022-01-09,24.69008
2022-01-10,26.34297
2022-01-11,24.27685
2022-01-12,29.75206
2022-01-13,27.68595
2022-01-14,25.82644
2022-01-15,20.55785
2022-01-16,24.79338
2022-01-17,30.57851
2022-01-18,29.13223
2022-01-19,21.38429
2022-01-20,29.75206
2022-01-21,23.86363
2022-01-22,18.69834
2022-01-23,19.7314
2022-01-24,22.21074
2022-01-25,24.69008
2022-01-26,25.51652
2022-01-27,32.95454
2022-01-28,25.30991
2022-01-29,18.18181
2022-01-30,16.63223
2022-01-31,18.28512
2022-02-01,20.76446
2022-02-02,25.20661
2022-02-03,30.68181
2022-02-04,28.20247
2022-02-05,20.97107
2022-02-06,19.93801
2022-02-07,22.21074
2022-02-08,21.5909
2022-02-09,20.04132
2022-02-10,20.76446
2022-02-11,22.62396
2022-02-12,12.80991
2022-02-13,14.56611
2022-02-14,17.76859
2022-02-15,17.14876
2022-02-16,21.90082
2022-02-17,19.31818
2022-02-18,17.66528
2022-02-19,12.5
2022-02-20,17.9752
2022-02-21,17.35537
2022-02-22,20.45454
2022-02-23,17.9752
2022-02-24,17.9752
2022-02-25,18.80165
2022-02-26,14.56611
2022-02-27,9.0909
2022-02-28,15.28925
2022-03-01,20.55785
2022-03-02,20.04132
2022-03-03,20.76446
2022-03-04,19.00826
2022-03-05,16.219
2022-03-06,13.63636
2022-03-07,21.38429
2022-03-08,17.25206
2022-03-09,12.70661
2022-03-10,16.01239
2022-03-11,16.73553
2022-03-12,13.11983
2022-03-13,10.95041
2022-03-14,13.01652
2022-03-15,14.97933
2022-03-16,14.25619
2022-03-17,12.39669
2022-03-18,13.32644
2022-03-19,14.3595
2022-03-20,10.8471
2022-03-21,16.32231
2022-03-22,17.35537
2022-03-23,13.32644
2022-03-24,15.49586
2022-03-25,19.83471
2022-03-26,13.32644
2022-03-27,9.71074
2022-03-28,16.42561
2022-03-29,16.52892
2022-03-30,17.25206
2022-03-31,13.84297
2022-04-01,21.07438
2022-04-02,18.18181
2022-04-03,13.84297
2022-04-04,16.42561
2022-04-05,18.90495
2022-04-06,13.84297
2022-04-07,16.94214
2022-04-08,14.25619
2022-04-09,9.91735
2022-04-10,9.50413
2022-04-11,13.32644
2022-04-12,11.88016
2022-04-13,12.19008
2022-04-14,11.88016
2022-04-15,12.19008
2022-04-16,10.22727
2022-04-17,8.05785
2022-04-18,12.19008
2022-04-19,13.22314
2022-04-20,16.42561
2022-04-21,14.25619
2022-04-22,14.87603
2022-04-23,10.02066
2022-04-24,9.91735
2022-04-25,14.87603
2022-04-26,11.46694
2022-04-27,13.84297
2022-04-28,12.39669
2022-04-29,12.39669
2022-04-30,8.9876
2022-05-01,12.80991
2022-05-02,15.59917
2022-05-03,13.73966
2022-05-04,13.73966
2022-05-05,12.19008
2022-05-06,11.88016
2022-05-07,7.95454
2022-05-08,8.47107
2022-05-09,9.91735
2022-05-10,8.9876
2022-05-11,10.33057
2022-05-12,7.43801
2022-05-13,8.47107
2022-05-14,6.40495
2022-05-15,7.54132
2022-05-16,9.40082
2022-05-17,8.26446
2022-05-18,8.57438
2022-05-19,9.50413
2022-05-20,10.02066
2022-05-21,7.64462
2022-05-22,5.99173
2022-05-23,8.57438
2022-05-24,7.74793
2022-05-25,8.67768
2022-05-26,9.0909
2022-05-27,8.16115
2022-05-28,7.64462
2022-05-29,5.78512
2022-05-30,8.88429
2022-05-31,10.33057
2022-06-01,13.84297
2022-06-02,10.22727
2022-06-03,10.64049
2022-06-04,8.88429
2022-06-05,7.02479
2022-06-06,9.50413
2022-06-07,8.26446
2022-06-08,9.19421
2022-06-09,10.64049
2022-06-10,8.9876
2022-06-11,6.61157
2022-06-12,5.78512
2022-06-13,11.57024
2022-06-14,10.43388
2022-06-15,10.43388
2022-06-16,8.26446
2022-06-17,10.33057
2022-06-18,5.16528
2022-06-19,9.19421
2022-06-20,10.95041
2022-06-21,10.95041
2022-06-22,11.05371
2022-06-23,11.67355
2022-06-24,8.88429
2022-06-25,7.54132
2022-06-26,5.4752
2022-06-27,11.36363
2022-06-28,8.88429
2022-06-29,9.50413
2022-06-30,8.16115
2022-07-01,15.70247
2022-07-02,7.95454
2022-07-03,7.74793
2022-07-04,13.22314
2022-07-05,8.36776
2022-07-06,8.26446
2022-07-07,9.71074
2022-07-08,6.61157
2022-07-09,5.16528
2022-07-10,4.95867
2022-07-11,7.95454
2022-07-12,7.33471
2022-07-13,6.71487
2022-07-14,5.68181
2022-07-15,7.54132
2022-07-16,4.75206
2022-07-17,5.57851
2022-07-18,8.16115
2022-07-19,7.95454
2022-07-20,6.81818
2022-07-21,6.50826
2022-07-22,7.02479
2022-07-23,5.4752
2022-07-24,6.61157
2022-07-25,6.19834
2022-07-26,7.54132
2022-07-27,5.57851
2022-07-28,8.78099
2022-07-29,5.99173
2022-07-30,8.36776
2022-07-31,7.33471
2022-08-01,15.90909
2022-08-02,12.29338
2022-08-03,11.67355
2022-08-04,12.08677
2022-08-05,9.81404
2022-08-06,7.33471
2022-08-07,5.68181
2022-08-08,13.42975
2022-08-09,14.15289
2022-08-10,11.88016
2022-08-11,9.81404
2022-08-12,7.43801
2022-08-13,6.40495
2022-08-14,5.99173
2022-08-15,7.74793
2022-08-16,8.9876
2022-08-17,12.19008
2022-08-18,11.46694
2022-08-19,11.67355
2022-08-20,7.12809
2022-08-21,5.4752
2022-08-22,8.88429
2022-08-23,10.8471
2022-08-24,9.29752
2022-08-25,9.40082
2022-08-26,9.60743
2022-08-27,5.4752
2022-08-28,5.68181
2022-08-29,9.29752
2022-08-30,8.9876
2022-08-31,9.91735
2022-09-01,17.14876
2022-09-02,14.15289
2022-09-03,7.2314
2022-09-04,9.0909
2022-09-05,10.64049
2022-09-06,11.26033
2022-09-07,10.8471
2022-09-08,8.78099
2022-09-09,5.57851
2022-09-10,8.26446
2022-09-11,6.81818
2022-09-12,7.64462
2022-09-13,12.5
2022-09-14,9.71074
2022-09-15,10.02066
2022-09-16,10.43388
2022-09-17,7.2314
2022-09-18,7.95454
2022-09-19,7.74793
2022-09-20,9.50413
2022-09-21,9.50413
2022-09-22,13.01652
2022-09-23,7.85123
2022-09-24,6.71487
2022-09-25,5.57851
2022-09-26,9.19421
2022-09-27,10.12396
2022-09-28,8.57438
2022-09-29,9.50413
2022-09-30,7.43801
2022-10-01,7.43801
2022-10-02,8.57438
2022-10-03,8.47107
2022-10-04,10.7438
2022-10-05,9.29752
2022-10-06,10.12396
2022-10-07,7.64462
2022-10-08,6.92148
2022-10-09,5.3719
2022-10-10,6.61157
2022-10-11,7.85123
2022-10-12,9.60743
2022-10-13,6.19834
2022-10-14,5.68181
2022-10-15,3.719
2022-10-16,5.4752
2022-10-17,8.67768
2022-10-18,10.12396
2022-10-19,9.71074
2022-10-20,6.71487
2022-10-21,8.05785
2022-10-22,6.61157
2022-10-23,5.3719
2022-10-24,6.92148
2022-10-25,8.05785
2022-10-26,6.40495
2022-10-27,5.68181
2022-10-28,5.4752
2022-10-29,5.06198
2022-10-30,5.16528
2022-10-31,7.12809
2022-11-01,11.36363
2022-11-02,10.7438
2022-11-03,8.78099
2022-11-04,7.95454
2022-11-05,5.4752
2022-11-06,5.3719
2022-11-07,8.57438
2022-11-08,7.74793
2022-11-09,8.05785
2022-11-10,6.92148
2022-11-11,9.60743
2022-11-12,7.12809
2022-11-13,5.57851
2022-11-14,7.74793
2022-11-15,9.19421
2022-11-16,7.85123
2022-11-17,8.16115
2022-11-18,5.68181
2022-11-19,4.95867
2022-11-20,2.99586
2022-11-21,6.30165
2022-11-22,7.12809
2022-11-23,6.81818
2022-11-24,5.99173
2022-11-25,7.12809
2022-11-26,4.64876
2022-11-27,5.57851
2022-11-28,6.71487
2022-11-29,5.57851
2022-11-30,7.33471
2022-12-01,12.08677
2022-12-02,7.64462
2022-12-03,4.95867
2022-12-04,6.09504
2022-12-05,7.85123
2022-12-06,7.85123
2022-12-07,7.85123
2022-12-08,7.64462
2022-12-09,8.88429
2022-12-10,5.06198
2022-12-11,7.64462
2022-12-12,8.26446
2022-12-13,8.05785
2022-12-14,9.50413
2022-12-15,8.67768
2022-12-16,7.54132
2022-12-17,5.78512
2022-12-18,5.78512
2022-12-19,7.12809
2022-12-20,8.16115
2022-12-21,8.05785
2022-12-22,7.43801
2022-12-23,9.71074
2022-12-24,4.75206
2022-12-25,6.30165
2022-12-26,11.57024
2022-12-27,8.16115
2022-12-28,7.54132
2022-12-29,6.50826
2022-12-30,6.71487
2022-12-31,4.33884
2023-01-01,10.02066
2023-01-02,18.18181
2023-01-03,12.08677
2023-01-04,13.11983
2023-01-05,11.98347
2023-01-06,9.19421
2023-01-07,10.53719
2023-01-08,7.02479
2023-01-09,11.88016
2023-01-10,11.36363
2023-01-11,10.64049
2023-01-12,10.8471
2023-01-13,13.22314
2023-01-14,9.50413
2023-01-15,7.33471
2023-01-16,12.19008
2023-01-17,10.8471
2023-01-18,9.19421
2023-01-19,8.88429
2023-01-20,10.22727
2023-01-21,6.40495
2023-01-22,4.64876
2023-01-23,7.12809
2023-01-24,8.67768
2023-01-25,12.70661
2023-01-26,13.01652
2023-01-27,11.05371
2023-01-28,9.60743
2023-01-29,7.64462
2023-01-30,10.8471
2023-01-31,13.53305
2023-02-01,14.77272
2023-02-02,15.49586
2023-02-03,13.22314
2023-02-04,8.9876
2023-02-05,9.29752
2023-02-06,11.46694
2023-02-07,12.08677
2023-02-08,14.66942
2023-02-09,13.42975
2023-02-10,11.05371
2023-02-11,9.60743
2023-02-12,7.74793
2023-02-13,11.26033
2023-02-14,12.6033
2023-02-15,13.22314
2023-02-16,13.84297
2023-02-17,9.19421
2023-02-18,8.05785
2023-02-19,7.85123
2023-02-20,13.22314
2023-02-21,13.42975
2023-02-22,12.70661
2023-02-23,12.6033
2023-02-24,11.98347
2023-02-25,8.05785
2023-02-26,10.12396
2023-02-27,11.15702
2023-02-28,11.26033
2023-03-01,11.05371
2023-03-02,10.64049
2023-03-03,13.73966
2023-03-04,9.91735
2023-03-05,10.95041
2023-03-06,15.18595
2023-03-07,13.11983
2023-03-08,14.77272
2023-03-09,10.22727
2023-03-10,9.19421
2023-03-11,7.02479
2023-03-12,4.95867
2023-03-13,10.53719
2023-03-14,11.88016
2023-03-15,9.81404
2023-03-16,11.15702
2023-03-17,8.78099
2023-03-18,6.40495
2023-03-19,5.88842
2023-03-20,11.26033
2023-03-21,8.26446
2023-03-22,9.91735
2023-03-23,11.67355
2023-03-24,9.60743
2023-03-25,9.0909
2023-03-26,7.2314
2023-03-27,9.50413
2023-03-28,9.40082
2023-03-29,10.22727
2023-03-30,13.11983
2023-03-31,9.91735
2023-04-01,8.36776
2023-04-02,9.60743
2023-04-03,13.84297
2023-04-04,12.19008
2023-04-05,13.53305
2023-04-06,11.15702
2023-04-07,12.6033
2023-04-08,8.05785
2023-04-09,8.67768
2023-04-10,11.57024
2023-04-11,13.63636
2023-04-12,12.5
2023-04-13,10.12396
2023-04-14,9.91735
2023-04-15,6.40495
2023-04-16,5.57851
2023-04-17,8.9876
2023-04-18,10.64049
2023-04-19,12.19008
2023-04-20,10.53719
2023-04-21,8.47107
2023-04-22,4.75206
2023-04-23,7.95454
2023-04-24,9.60743
2023-04-25,10.22727
2023-04-26,6.81818
2023-04-27,8.88429
2023-04-28,7.74793
2023-04-29,9.19421
2023-04-30,6.50826
2023-05-01,8.26446
2023-05-02,10.12396
2023-05-03,7.95454
2023-05-04,8.67768
2023-05-05,10.43388
2023-05-06,7.02479
2023-05-07,5.3719
2023-05-08,9.19421
2023-05-09,12.39669
2023-05-10,10.64049
2023-05-11,11.15702
2023-05-12,7.74793
2023-05-13,5.06198
2023-05-14,5.99173
2023-05-15,8.78099
2023-05-16,8.88429
2023-05-17,8.67768
2023-05-18,8.26446
2023-05-19,7.64462
2023-05-20,5.06198
2023-05-21,5.3719
2023-05-22,10.7438
2023-05-23,11.26033
2023-05-24,9.29752
2023-05-25,10.53719
2023-05-26,9.60743
2023-05-27,7.12809
2023-05-28,7.64462
2023-05-29,4.23553
