date,미국채권투자
2024-03-08,22.47838
2024-03-09,12.96829
2024-03-10,10.37463
2024-03-11,19.59654
2024-03-12,22.47838
2024-03-13,20.17291
2024-03-14,15.56195
2024-03-15,19.88472
2024-03-16,7.49279
2024-03-17,7.78097
2024-03-18,19.02017
2024-03-19,25.07204
2024-03-20,20.74927
