date,연금저축IRP
2020-07-08,4.49612
2020-07-09,6.04651
2020-07-10,4.34108
2020-07-11,2.32558
2020-07-12,3.41085
2020-07-13,6.04651
2020-07-14,5.42635
2020-07-15,5.27131
2020-07-16,4.031
2020-07-17,5.11627
2020-07-18,3.25581
2020-07-19,2.0155
2020-07-20,3.72093
2020-07-21,7.13178
2020-07-22,5.73643
2020-07-23,5.42635
2020-07-24,2.79069
2020-07-25,1.70542
2020-07-26,2.0155
2020-07-27,6.20155
2020-07-28,6.04651
2020-07-29,4.96124
2020-07-30,6.04651
2020-07-31,5.42635
2020-08-01,2.32558
2020-08-02,3.56589
2020-08-03,4.96124
2020-08-04,4.18604
2020-08-05,6.04651
2020-08-06,6.8217
2020-08-07,6.20155
2020-08-08,3.56589
2020-08-09,4.96124
2020-08-10,6.35658
2020-08-11,4.96124
2020-08-12,7.90697
2020-08-13,4.49612
2020-08-14,3.72093
2020-08-15,4.031
2020-08-16,3.10077
2020-08-17,4.8062
2020-08-18,4.031
2020-08-19,6.66666
2020-08-20,6.51162
2020-08-21,6.97674
2020-08-22,4.96124
2020-08-23,3.41085
2020-08-24,5.73643
2020-08-25,8.21705
2020-08-26,8.8372
2020-08-27,7.44186
2020-08-28,6.04651
2020-08-29,4.8062
2020-08-30,7.28682
2020-08-31,5.73643
2020-09-01,7.44186
2020-09-02,8.52713
2020-09-03,6.51162
2020-09-04,5.58139
2020-09-05,3.72093
2020-09-06,5.11627
2020-09-07,10.07751
2020-09-08,5.89147
2020-09-09,6.04651
2020-09-10,7.13178
2020-09-11,4.96124
2020-09-12,1.86046
2020-09-13,3.56589
2020-09-14,3.72093
2020-09-15,4.18604
2020-09-16,7.13178
2020-09-17,7.13178
2020-09-18,5.11627
2020-09-19,2.79069
2020-09-20,4.8062
2020-09-21,1.70542
2020-09-22,4.96124
2020-09-23,5.42635
2020-09-24,3.87596
2020-09-25,3.56589
2020-09-26,4.18604
2020-09-27,2.79069
2020-09-28,5.73643
2020-09-29,5.11627
2020-09-30,1.55038
2020-10-01,3.56589
2020-10-02,1.70542
2020-10-03,2.79069
2020-10-04,4.49612
2020-10-05,5.73643
2020-10-06,4.49612
2020-10-07,5.89147
2020-10-08,2.32558
2020-10-09,5.27131
2020-10-10,3.41085
2020-10-11,4.34108
2020-10-12,5.73643
2020-10-13,5.89147
2020-10-14,6.35658
2020-10-15,5.58139
2020-10-16,4.031
2020-10-17,2.17054
2020-10-18,4.96124
2020-10-19,4.96124
2020-10-20,7.13178
2020-10-21,4.96124
2020-10-22,5.11627
2020-10-23,5.89147
2020-10-24,4.8062
2020-10-25,4.65116
2020-10-26,5.11627
2020-10-27,5.73643
2020-10-28,5.11627
2020-10-29,16.58914
2020-10-30,7.44186
2020-10-31,5.27131
2020-11-01,8.68217
2020-11-02,6.20155
2020-11-03,8.8372
2020-11-04,6.04651
2020-11-05,5.73643
2020-11-06,10.07751
2020-11-07,5.42635
2020-11-08,4.49612
2020-11-09,7.59689
2020-11-10,7.13178
2020-11-11,7.90697
2020-11-12,8.8372
2020-11-13,9.76744
2020-11-14,6.04651
2020-11-15,5.42635
2020-11-16,9.92248
2020-11-17,8.8372
2020-11-18,9.30232
2020-11-19,10.07751
2020-11-20,10.38759
2020-11-21,5.11627
2020-11-22,7.75193
2020-11-23,14.88372
2020-11-24,10.23255
2020-11-25,11.47286
2020-11-26,14.26356
2020-11-27,13.79844
2020-11-28,8.8372
2020-11-29,8.68217
2020-11-30,14.10852
2020-12-01,14.88372
2020-12-02,19.06976
2020-12-03,16.27906
2020-12-04,12.09302
2020-12-05,12.24806
2020-12-06,13.17829
2020-12-07,21.70542
2020-12-08,21.55038
2020-12-09,23.10077
2020-12-10,22.17054
2020-12-11,16.4341
2020-12-12,11.00775
2020-12-13,15.19379
2020-12-14,28.52713
2020-12-15,23.56589
2020-12-16,22.0155
2020-12-17,20.77519
2020-12-18,19.68992
2020-12-19,12.71317
2020-12-20,16.4341
2020-12-21,26.35658
2020-12-22,26.97674
2020-12-23,26.35658
2020-12-24,31.93798
2020-12-25,21.24031
2020-12-26,18.60465
2020-12-27,24.18604
2020-12-28,51.16279
2020-12-29,52.86821
2020-12-30,43.72093
2020-12-31,41.24031
2021-01-01,9.92248
2021-01-02,14.26356
2021-01-03,15.50387
2021-01-04,18.91472
2021-01-05,17.98449
2021-01-06,15.50387
2021-01-07,13.48837
2021-01-08,18.44961
2021-01-09,14.26356
2021-01-10,11.47286
2021-01-11,20.15503
2021-01-12,15.65891
2021-01-13,16.27906
2021-01-14,14.26356
2021-01-15,20.0
2021-01-16,15.19379
2021-01-17,16.12403
2021-01-18,29.76744
2021-01-19,31.93798
2021-01-20,36.4341
2021-01-21,46.97674
2021-01-22,36.74418
2021-01-23,27.28682
2021-01-24,21.70542
2021-01-25,37.98449
2021-01-26,36.74418
2021-01-27,29.6124
2021-01-28,29.92248
2021-01-29,23.10077
2021-01-30,15.65891
2021-01-31,13.79844
2021-02-01,23.87596
2021-02-02,24.49612
2021-02-03,24.34108
2021-02-04,25.27131
2021-02-05,22.79069
2021-02-06,11.93798
2021-02-07,12.86821
2021-02-08,17.05426
2021-02-09,18.60465
2021-02-10,21.39534
2021-02-11,12.4031
2021-02-12,11.78294
2021-02-13,13.79844
2021-02-14,14.88372
2021-02-15,26.97674
2021-02-16,22.0155
2021-02-17,17.36434
2021-02-18,20.15503
2021-02-19,24.65116
2021-02-20,11.6279
2021-02-21,16.74418
2021-02-22,17.67441
2021-02-23,15.34883
2021-02-24,15.50387
2021-02-25,15.34883
2021-02-26,9.76744
2021-02-27,8.8372
2021-02-28,9.45736
2021-03-01,13.79844
2021-03-02,17.98449
2021-03-03,11.47286
2021-03-04,12.24806
2021-03-05,9.45736
2021-03-06,8.68217
2021-03-07,8.52713
2021-03-08,13.33333
2021-03-09,12.4031
2021-03-10,9.76744
2021-03-11,10.38759
2021-03-12,10.85271
2021-03-13,4.96124
2021-03-14,7.75193
2021-03-15,8.21705
2021-03-16,10.07751
2021-03-17,13.02325
2021-03-18,10.23255
2021-03-19,8.06201
2021-03-20,5.11627
2021-03-21,7.59689
2021-03-22,9.92248
2021-03-23,8.52713
2021-03-24,11.47286
2021-03-25,12.4031
2021-03-26,13.17829
2021-03-27,4.8062
2021-03-28,6.97674
2021-03-29,11.31782
2021-03-30,10.85271
2021-03-31,9.14728
2021-04-01,8.8372
2021-04-02,6.20155
2021-04-03,7.28682
2021-04-04,7.28682
2021-04-05,10.07751
2021-04-06,9.6124
2021-04-07,7.75193
2021-04-08,6.66666
2021-04-09,10.85271
2021-04-10,6.35658
2021-04-11,5.73643
2021-04-12,7.75193
2021-04-13,8.52713
2021-04-14,9.76744
2021-04-15,8.52713
2021-04-16,10.23255
2021-04-17,7.44186
2021-04-18,6.66666
2021-04-19,10.69767
2021-04-20,12.09302
2021-04-21,10.38759
2021-04-22,8.52713
2021-04-23,10.07751
2021-04-24,6.66666
2021-04-25,6.20155
2021-04-26,8.52713
2021-04-27,11.47286
2021-04-28,9.14728
2021-04-29,8.99224
2021-04-30,4.65116
2021-05-01,5.11627
2021-05-02,6.20155
2021-05-03,5.89147
2021-05-04,8.21705
2021-05-05,4.031
2021-05-06,10.38759
2021-05-07,6.35658
2021-05-08,5.42635
2021-05-09,4.8062
2021-05-10,7.90697
2021-05-11,9.76744
2021-05-12,6.20155
2021-05-13,6.66666
2021-05-14,8.21705
2021-05-15,4.65116
2021-05-16,6.66666
2021-05-17,9.76744
2021-05-18,10.07751
2021-05-19,6.20155
2021-05-20,8.8372
2021-05-21,8.68217
2021-05-22,4.49612
2021-05-23,5.89147
2021-05-24,8.06201
2021-05-25,8.68217
2021-05-26,9.14728
2021-05-27,10.23255
2021-05-28,8.52713
2021-05-29,5.42635
2021-05-30,7.13178
2021-05-31,7.75193
2021-06-01,8.52713
2021-06-02,10.38759
2021-06-03,9.6124
2021-06-04,8.06201
2021-06-05,6.66666
2021-06-06,6.51162
2021-06-07,7.28682
2021-06-08,9.6124
2021-06-09,8.68217
2021-06-10,9.14728
2021-06-11,9.92248
2021-06-12,5.73643
2021-06-13,7.13178
2021-06-14,9.45736
2021-06-15,8.68217
2021-06-16,7.59689
2021-06-17,9.30232
2021-06-18,9.6124
2021-06-19,6.20155
2021-06-20,5.42635
2021-06-21,9.14728
2021-06-22,9.92248
2021-06-23,10.54263
2021-06-24,11.31782
2021-06-25,10.07751
2021-06-26,5.27131
2021-06-27,7.13178
2021-06-28,9.14728
2021-06-29,9.76744
2021-06-30,11.6279
2021-07-01,7.59689
2021-07-02,8.68217
2021-07-03,6.66666
2021-07-04,6.35658
2021-07-05,11.78294
2021-07-06,10.23255
2021-07-07,9.30232
2021-07-08,8.21705
2021-07-09,7.13178
2021-07-10,6.04651
2021-07-11,5.27131
2021-07-12,8.37209
2021-07-13,9.14728
2021-07-14,6.04651
2021-07-15,5.42635
2021-07-16,6.20155
2021-07-17,3.72093
2021-07-18,5.11627
2021-07-19,5.27131
2021-07-20,8.52713
2021-07-21,6.51162
2021-07-22,9.76744
2021-07-23,9.6124
2021-07-24,4.96124
2021-07-25,6.8217
2021-07-26,10.85271
2021-07-27,10.38759
2021-07-28,10.38759
2021-07-29,12.71317
2021-07-30,6.66666
2021-07-31,3.41085
2021-08-01,4.8062
2021-08-02,7.28682
2021-08-03,10.07751
2021-08-04,8.21705
2021-08-05,9.45736
2021-08-06,10.07751
2021-08-07,8.37209
2021-08-08,6.35658
2021-08-09,11.00775
2021-08-10,8.37209
2021-08-11,7.90697
2021-08-12,8.37209
2021-08-13,10.85271
2021-08-14,8.37209
2021-08-15,6.35658
2021-08-16,8.21705
2021-08-17,10.23255
2021-08-18,12.4031
2021-08-19,7.90697
2021-08-20,7.90697
2021-08-21,7.28682
2021-08-22,5.42635
2021-08-23,9.14728
2021-08-24,10.23255
2021-08-25,12.24806
2021-08-26,11.6279
2021-08-27,11.93798
2021-08-28,4.34108
2021-08-29,6.66666
2021-08-30,9.76744
2021-08-31,11.31782
2021-09-01,11.00775
2021-09-02,9.30232
2021-09-03,10.69767
2021-09-04,8.8372
2021-09-05,7.28682
2021-09-06,8.06201
2021-09-07,11.93798
2021-09-08,9.92248
2021-09-09,11.16279
2021-09-10,8.06201
2021-09-11,6.35658
2021-09-12,6.51162
2021-09-13,9.6124
2021-09-14,10.38759
2021-09-15,10.23255
2021-09-16,10.69767
2021-09-17,7.75193
2021-09-18,7.13178
2021-09-19,3.41085
2021-09-20,12.09302
2021-09-21,5.58139
2021-09-22,11.00775
2021-09-23,15.34883
2021-09-24,14.57364
2021-09-25,8.37209
2021-09-26,13.95348
2021-09-27,17.36434
2021-09-28,11.00775
2021-09-29,10.85271
2021-09-30,10.85271
2021-10-01,10.85271
2021-10-02,5.58139
2021-10-03,6.20155
2021-10-04,9.45736
2021-10-05,12.09302
2021-10-06,11.6279
2021-10-07,9.14728
2021-10-08,8.99224
2021-10-09,4.65116
2021-10-10,6.20155
2021-10-11,6.51162
2021-10-12,11.47286
2021-10-13,7.28682
2021-10-14,7.90697
2021-10-15,7.13178
2021-10-16,4.8062
2021-10-17,8.52713
2021-10-18,8.52713
2021-10-19,9.76744
2021-10-20,12.71317
2021-10-21,11.00775
2021-10-22,7.13178
2021-10-23,6.8217
2021-10-24,5.27131
2021-10-25,16.12403
2021-10-26,17.36434
2021-10-27,13.48837
2021-10-28,11.31782
2021-10-29,9.92248
2021-10-30,10.85271
2021-10-31,8.8372
2021-11-01,16.58914
2021-11-02,20.0
2021-11-03,12.55813
2021-11-04,18.91472
2021-11-05,15.19379
2021-11-06,7.28682
2021-11-07,12.55813
2021-11-08,17.51937
2021-11-09,20.15503
2021-11-10,19.53488
2021-11-11,16.27906
2021-11-12,15.19379
2021-11-13,16.12403
2021-11-14,11.31782
2021-11-15,21.24031
2021-11-16,20.77519
2021-11-17,27.13178
2021-11-18,21.70542
2021-11-19,17.51937
2021-11-20,12.4031
2021-11-21,14.72868
2021-11-22,27.44186
2021-11-23,19.68992
2021-11-24,21.55038
2021-11-25,24.18604
2021-11-26,16.27906
2021-11-27,9.6124
2021-11-28,13.64341
2021-11-29,20.0
2021-11-30,21.24031
2021-12-01,20.62015
2021-12-02,19.53488
2021-12-03,20.77519
2021-12-04,12.4031
2021-12-05,19.84496
2021-12-06,27.13178
2021-12-07,26.66666
2021-12-08,27.90697
2021-12-09,32.86821
2021-12-10,25.89147
2021-12-11,15.81395
2021-12-12,30.54263
2021-12-13,34.88372
2021-12-14,31.93798
2021-12-15,27.75193
2021-12-16,24.96124
2021-12-17,22.79069
2021-12-18,13.33333
2021-12-19,19.06976
2021-12-20,36.58914
2021-12-21,34.10852
2021-12-22,35.50387
2021-12-23,34.57364
2021-12-24,41.39534
2021-12-25,18.29457
2021-12-26,26.20155
2021-12-27,60.46511
2021-12-28,57.51937
2021-12-29,54.26356
2021-12-30,68.06201
2021-12-31,65.58139
2022-01-01,11.6279
2022-01-02,13.48837
2022-01-03,15.96899
2022-01-04,16.12403
2022-01-05,14.88372
2022-01-06,11.47286
2022-01-07,9.45736
2022-01-08,6.04651
2022-01-09,8.21705
2022-01-10,13.33333
2022-01-11,8.99224
2022-01-12,10.54263
2022-01-13,12.4031
2022-01-14,11.31782
2022-01-15,8.99224
2022-01-16,11.47286
2022-01-17,20.62015
2022-01-18,26.8217
2022-01-19,23.10077
2022-01-20,29.6124
2022-01-21,27.28682
2022-01-22,17.2093
2022-01-23,17.51937
2022-01-24,37.51937
2022-01-25,35.81395
2022-01-26,30.23255
2022-01-27,24.65116
2022-01-28,17.98449
2022-01-29,13.02325
2022-01-30,15.34883
2022-01-31,13.33333
2022-02-01,15.03875
2022-02-02,19.37984
2022-02-03,33.95348
2022-02-04,26.20155
2022-02-05,15.03875
2022-02-06,21.24031
2022-02-07,34.72868
2022-02-08,32.24806
2022-02-09,34.88372
2022-02-10,26.04651
2022-02-11,22.79069
2022-02-12,12.55813
2022-02-13,15.96899
2022-02-14,21.70542
2022-02-15,24.031
2022-02-16,21.39534
2022-02-17,22.48062
2022-02-18,21.39534
2022-02-19,11.16279
2022-02-20,17.2093
2022-02-21,24.8062
2022-02-22,21.08527
2022-02-23,22.0155
2022-02-24,21.39534
2022-02-25,22.63565
2022-02-26,22.48062
2022-02-27,16.12403
2022-02-28,25.11627
2022-03-01,18.44961
2022-03-02,16.12403
2022-03-03,16.12403
2022-03-04,17.36434
2022-03-05,10.54263
2022-03-06,11.47286
2022-03-07,12.86821
2022-03-08,13.33333
2022-03-09,7.75193
2022-03-10,12.86821
2022-03-11,14.57364
2022-03-12,9.14728
2022-03-13,9.76744
2022-03-14,15.03875
2022-03-15,12.71317
2022-03-16,11.93798
2022-03-17,12.4031
2022-03-18,11.78294
2022-03-19,9.76744
2022-03-20,8.99224
2022-03-21,15.65891
2022-03-22,12.55813
2022-03-23,11.31782
2022-03-24,11.47286
2022-03-25,11.93798
2022-03-26,11.47286
2022-03-27,10.38759
2022-03-28,14.4186
2022-03-29,13.02325
2022-03-30,13.02325
2022-03-31,11.93798
2022-04-01,11.93798
2022-04-02,4.65116
2022-04-03,8.06201
2022-04-04,13.02325
2022-04-05,12.09302
2022-04-06,11.31782
2022-04-07,9.92248
2022-04-08,7.90697
2022-04-09,4.031
2022-04-10,7.44186
2022-04-11,10.85271
2022-04-12,13.02325
2022-04-13,11.31782
2022-04-14,13.64341
2022-04-15,9.14728
2022-04-16,5.58139
2022-04-17,5.11627
2022-04-18,7.44186
2022-04-19,5.73643
2022-04-20,10.69767
2022-04-21,9.92248
2022-04-22,6.66666
2022-04-23,4.031
2022-04-24,6.51162
2022-04-25,9.92248
2022-04-26,10.54263
2022-04-27,9.6124
2022-04-28,4.65116
2022-04-29,5.89147
2022-04-30,4.18604
2022-05-01,5.11627
2022-05-02,7.28682
2022-05-03,8.21705
2022-05-04,7.75193
2022-05-05,3.56589
2022-05-06,5.11627
2022-05-07,4.96124
2022-05-08,5.58139
2022-05-09,7.75193
2022-05-10,8.21705
2022-05-11,9.6124
2022-05-12,7.90697
2022-05-13,7.90697
2022-05-14,4.34108
2022-05-15,6.8217
2022-05-16,8.52713
2022-05-17,8.68217
2022-05-18,7.59689
2022-05-19,7.13178
2022-05-20,4.65116
2022-05-21,2.63565
2022-05-22,3.10077
2022-05-23,12.24806
2022-05-24,8.52713
2022-05-25,8.21705
2022-05-26,7.28682
2022-05-27,6.97674
2022-05-28,4.49612
2022-05-29,4.34108
2022-05-30,7.13178
2022-05-31,9.92248
2022-06-01,4.8062
2022-06-02,6.51162
2022-06-03,7.90697
2022-06-04,3.10077
2022-06-05,3.56589
2022-06-06,4.34108
2022-06-07,6.97674
2022-06-08,8.37209
2022-06-09,7.90697
2022-06-10,7.75193
2022-06-11,1.08527
2022-06-12,3.25581
2022-06-13,8.37209
2022-06-14,6.66666
2022-06-15,5.73643
2022-06-16,11.31782
2022-06-17,8.06201
2022-06-18,3.41085
2022-06-19,4.49612
2022-06-20,8.37209
2022-06-21,7.44186
2022-06-22,6.35658
2022-06-23,7.59689
2022-06-24,5.11627
2022-06-25,4.8062
2022-06-26,5.27131
2022-06-27,5.58139
2022-06-28,8.37209
2022-06-29,6.97674
2022-06-30,8.06201
2022-07-01,5.73643
2022-07-02,1.55038
2022-07-03,3.72093
2022-07-04,5.11627
2022-07-05,6.04651
2022-07-06,5.58139
2022-07-07,4.49612
2022-07-08,3.72093
2022-07-09,2.63565
2022-07-10,3.25581
2022-07-11,6.66666
2022-07-12,6.8217
2022-07-13,3.87596
2022-07-14,6.35658
2022-07-15,7.28682
2022-07-16,2.48062
2022-07-17,2.79069
2022-07-18,6.20155
2022-07-19,6.97674
2022-07-20,6.04651
2022-07-21,8.21705
2022-07-22,10.85271
2022-07-23,3.72093
2022-07-24,6.8217
2022-07-25,7.90697
2022-07-26,9.76744
2022-07-27,8.37209
2022-07-28,6.66666
2022-07-29,5.11627
2022-07-30,3.87596
2022-07-31,4.96124
2022-08-01,7.13178
2022-08-02,10.23255
2022-08-03,7.44186
2022-08-04,8.06201
2022-08-05,8.52713
2022-08-06,4.18604
2022-08-07,6.35658
2022-08-08,7.59689
2022-08-09,6.51162
2022-08-10,6.66666
2022-08-11,4.8062
2022-08-12,8.8372
2022-08-13,4.8062
2022-08-14,6.66666
2022-08-15,4.8062
2022-08-16,9.76744
2022-08-17,7.28682
2022-08-18,8.99224
2022-08-19,9.92248
2022-08-20,7.44186
2022-08-21,5.73643
2022-08-22,7.28682
2022-08-23,8.06201
2022-08-24,9.76744
2022-08-25,6.35658
2022-08-26,6.35658
2022-08-27,4.49612
2022-08-28,6.51162
2022-08-29,7.59689
2022-08-30,6.97674
2022-08-31,8.8372
2022-09-01,6.8217
2022-09-02,4.96124
2022-09-03,3.56589
2022-09-04,6.20155
2022-09-05,7.59689
2022-09-06,6.97674
2022-09-07,8.06201
2022-09-08,7.44186
2022-09-09,3.25581
2022-09-10,4.49612
2022-09-11,4.031
2022-09-12,6.66666
2022-09-13,8.68217
2022-09-14,11.78294
2022-09-15,7.28682
2022-09-16,6.20155
2022-09-17,1.70542
2022-09-18,4.34108
2022-09-19,5.89147
2022-09-20,5.58139
2022-09-21,7.44186
2022-09-22,8.21705
2022-09-23,8.06201
2022-09-24,3.41085
2022-09-25,5.58139
2022-09-26,7.44186
2022-09-27,7.90697
2022-09-28,7.28682
2022-09-29,6.35658
2022-09-30,5.89147
2022-10-01,2.79069
2022-10-02,1.86046
2022-10-03,4.96124
2022-10-04,8.68217
2022-10-05,9.92248
2022-10-06,6.97674
2022-10-07,5.42635
2022-10-08,4.49612
2022-10-09,4.49612
2022-10-10,4.96124
2022-10-11,10.54263
2022-10-12,8.21705
2022-10-13,6.35658
2022-10-14,7.44186
2022-10-15,6.04651
2022-10-16,3.25581
2022-10-17,6.8217
2022-10-18,5.73643
2022-10-19,6.97674
2022-10-20,6.35658
2022-10-21,6.66666
2022-10-22,3.25581
2022-10-23,2.94573
2022-10-24,8.37209
2022-10-25,9.14728
2022-10-26,7.59689
2022-10-27,8.8372
2022-10-28,7.44186
2022-10-29,5.42635
2022-10-30,3.72093
2022-10-31,8.52713
2022-11-01,10.23255
2022-11-02,11.31782
2022-11-03,9.45736
2022-11-04,9.92248
2022-11-05,15.03875
2022-11-06,14.26356
2022-11-07,12.71317
2022-11-08,13.33333
2022-11-09,11.78294
2022-11-10,11.31782
2022-11-11,8.68217
2022-11-12,7.28682
2022-11-13,6.8217
2022-11-14,12.71317
2022-11-15,9.30232
2022-11-16,11.78294
2022-11-17,9.92248
2022-11-18,9.30232
2022-11-19,5.27131
2022-11-20,13.48837
2022-11-21,14.57364
2022-11-22,13.95348
2022-11-23,16.74418
2022-11-24,12.71317
2022-11-25,14.57364
2022-11-26,6.66666
2022-11-27,9.6124
2022-11-28,14.88372
2022-11-29,18.13953
2022-11-30,21.86046
2022-12-01,24.34108
2022-12-02,17.36434
2022-12-03,10.23255
2022-12-04,14.4186
2022-12-05,30.69767
2022-12-06,29.76744
2022-12-07,26.8217
2022-12-08,28.37209
2022-12-09,27.44186
2022-12-10,15.34883
2022-12-11,22.17054
2022-12-12,39.06976
2022-12-13,36.12403
2022-12-14,31.16279
2022-12-15,23.10077
2022-12-16,27.13178
2022-12-17,15.50387
2022-12-18,34.72868
2022-12-19,35.96899
2022-12-20,56.12403
2022-12-21,37.05426
2022-12-22,33.95348
2022-12-23,37.2093
2022-12-24,16.58914
2022-12-25,21.86046
2022-12-26,51.6279
2022-12-27,52.09302
2022-12-28,42.79069
2022-12-29,53.33333
2022-12-30,54.88372
2022-12-31,14.57364
2023-01-01,8.52713
2023-01-02,12.71317
2023-01-03,12.4031
2023-01-04,19.53488
2023-01-05,16.74418
2023-01-06,11.6279
2023-01-07,8.8372
2023-01-08,11.6279
2023-01-09,18.44961
2023-01-10,16.58914
2023-01-11,13.17829
2023-01-12,12.86821
2023-01-13,10.85271
2023-01-14,10.54263
2023-01-15,14.88372
2023-01-16,26.66666
2023-01-17,28.37209
2023-01-18,34.10852
2023-01-19,30.85271
2023-01-20,34.26356
2023-01-21,17.51937
2023-01-22,13.79844
2023-01-23,14.57364
2023-01-24,23.25581
2023-01-25,37.98449
2023-01-26,39.68992
2023-01-27,32.24806
2023-01-28,18.44961
2023-01-29,22.0155
2023-01-30,33.79844
2023-01-31,35.65891
2023-02-01,26.97674
2023-02-02,22.79069
2023-02-03,23.41085
2023-02-04,12.24806
2023-02-05,13.33333
2023-02-06,23.25581
2023-02-07,19.53488
2023-02-08,18.91472
2023-02-09,19.53488
2023-02-10,18.60465
2023-02-11,9.30232
2023-02-12,8.37209
2023-02-13,17.51937
2023-02-14,17.36434
2023-02-15,20.46511
2023-02-16,21.24031
2023-02-17,18.29457
2023-02-18,9.76744
2023-02-19,12.55813
2023-02-20,26.04651
2023-02-21,18.91472
2023-02-22,20.93023
2023-02-23,19.68992
2023-02-24,17.98449
2023-02-25,11.00775
2023-02-26,10.85271
2023-02-27,13.33333
2023-02-28,15.19379
2023-03-01,10.23255
2023-03-02,14.72868
2023-03-03,14.10852
2023-03-04,11.47286
2023-03-05,10.23255
2023-03-06,15.81395
2023-03-07,12.86821
2023-03-08,12.4031
2023-03-09,15.96899
2023-03-10,12.71317
2023-03-11,6.35658
2023-03-12,7.90697
2023-03-13,11.6279
2023-03-14,10.07751
2023-03-15,8.52713
2023-03-16,10.07751
2023-03-17,7.90697
2023-03-18,3.56589
2023-03-19,5.73643
2023-03-20,11.47286
2023-03-21,11.93798
2023-03-22,11.78294
2023-03-23,8.8372
2023-03-24,10.38759
2023-03-25,5.27131
2023-03-26,7.44186
2023-03-27,11.47286
2023-03-28,9.92248
2023-03-29,11.31782
2023-03-30,9.45736
2023-03-31,8.37209
2023-04-01,4.96124
2023-04-02,8.06201
2023-04-03,10.69767
2023-04-04,11.47286
2023-04-05,11.78294
2023-04-06,8.68217
2023-04-07,9.76744
2023-04-08,4.65116
2023-04-09,8.68217
2023-04-10,9.30232
2023-04-11,7.59689
2023-04-12,10.38759
2023-04-13,7.90697
2023-04-14,5.11627
2023-04-15,4.031
2023-04-16,4.8062
2023-04-17,7.75193
2023-04-18,8.99224
2023-04-19,7.44186
2023-04-20,7.13178
2023-04-21,6.8217
2023-04-22,5.42635
2023-04-23,7.28682
2023-04-24,9.30232
2023-04-25,12.4031
2023-04-26,6.04651
2023-04-27,7.59689
2023-04-28,6.35658
2023-04-29,5.58139
2023-04-30,4.65116
2023-05-01,8.8372
2023-05-02,11.78294
2023-05-03,6.8217
2023-05-04,7.28682
2023-05-05,6.20155
2023-05-06,6.35658
2023-05-07,6.35658
2023-05-08,8.21705
2023-05-09,10.54263
2023-05-10,7.13178
2023-05-11,7.75193
2023-05-12,8.68217
2023-05-13,4.65116
2023-05-14,6.35658
2023-05-15,10.07751
2023-05-16,8.37209
2023-05-17,11.78294
2023-05-18,11.47286
2023-05-19,8.68217
2023-05-20,6.35658
2023-05-21,8.8372
2023-05-22,12.71317
2023-05-23,10.07751
2023-05-24,8.06201
2023-05-25,9.76744
2023-05-26,8.68217
2023-05-27,7.13178
2023-05-28,9.30232
2023-05-29,8.99224
