date,NFT코인
2023-11-28,0.57529
2023-11-29,0.58306
2023-11-30,0.59084
2023-12-01,0.53642
2023-12-02,0.52087
2023-12-03,0.67635
2023-12-04,1.10394
2023-12-05,1.21278
2023-12-06,2.19233
2023-12-07,1.67146
2023-12-08,1.41491
2023-12-09,1.18945
2023-12-10,3.03195
2023-12-11,1.85026
2023-12-12,1.36049
2023-12-13,0.98732
2023-12-14,1.10394
2023-12-15,0.80074
2023-12-16,0.70745
2023-12-17,0.62971
2023-12-18,0.59084
2023-12-19,1.05729
2023-12-20,0.84739
2023-12-21,0.80074
2023-12-22,0.68413
2023-12-23,0.70745
2023-12-24,0.59861
2023-12-25,1.39158
2023-12-26,1.84249
2023-12-27,0.87848
2023-12-28,0.88626
2023-12-29,0.59084
2023-12-30,0.52864
2023-12-31,0.4509
2024-01-01,0.55974
2024-01-02,0.78519
2024-01-03,0.66081
2024-01-04,0.62971
2024-01-05,0.65303
2024-01-06,0.53642
2024-01-07,0.6919
2024-01-08,0.58306
2024-01-09,0.90958
2024-01-10,1.07284
2024-01-11,1.53929
2024-01-12,1.05729
2024-01-13,0.66081
2024-01-14,0.58306
2024-01-15,1.1739
2024-01-16,1.28274
2024-01-17,0.87848
2024-01-18,0.59084
2024-01-19,0.61416
2024-01-20,0.53642
2024-01-21,0.51309
2024-01-22,0.54419
2024-01-23,0.44313
2024-01-24,0.76964
2024-01-25,1.08061
2024-01-26,0.65303
2024-01-27,0.36538
2024-01-28,0.34984
2024-01-29,0.33429
2024-01-30,0.26432
2024-01-31,0.31874
2024-02-01,0.27209
2024-02-02,0.20213
2024-02-03,0.13216
2024-02-04,0.14771
2024-02-05,0.89403
2024-02-06,0.33429
2024-02-07,0.241
2024-02-08,0.27987
2024-02-09,0.68413
2024-02-10,1.81139
2024-02-11,2.48775
2024-02-12,1.75697
2024-02-13,1.60926
2024-02-14,0.87848
2024-02-15,1.1739
2024-02-16,1.15836
2024-02-17,1.05729
2024-02-18,0.59084
2024-02-19,1.205
2024-02-20,0.91735
2024-02-21,1.04174
2024-02-22,1.15836
2024-02-23,1.00287
2024-02-24,0.82406
2024-02-25,0.6919
2024-02-26,1.46155
2024-02-27,1.38381
2024-02-28,1.76475
2024-02-29,1.76475
2024-03-01,1.88913
2024-03-02,1.75697
2024-03-03,1.85804
2024-03-04,2.79095
2024-03-05,3.88711
2024-03-06,2.59659
2024-03-07,3.78605
2024-03-08,3.4673
2024-03-09,6.32045
2024-03-10,4.98328
2024-03-11,4.11257
2024-03-12,3.34292
2024-03-13,2.7132
2024-03-14,2.06017
2024-03-15,1.39936
2024-03-16,1.12726
2024-03-17,1.07284
2024-03-18,1.83471
2024-03-19,1.92801
2024-03-20,1.29052
