date,신탁형ISA
2021-06-18,16.83848
2021-06-19,7.90378
2021-06-20,7.56013
2021-06-21,13.7457
2021-06-22,21.99312
2021-06-23,14.43298
2021-06-24,15.80756
2021-06-25,20.61855
2021-06-26,6.5292
2021-06-27,5.84192
2021-06-28,15.80756
2021-06-29,19.58762
2021-06-30,11.3402
2021-07-01,15.12027
2021-07-02,13.7457
2021-07-03,4.46735
2021-07-04,6.87285
2021-07-05,32.3024
2021-07-06,17.18213
2021-07-07,13.05841
2021-07-08,10.65292
2021-07-09,9.62199
2021-07-10,3.09278
2021-07-11,4.12371
2021-07-12,14.08934
2021-07-13,16.1512
2021-07-14,16.1512
2021-07-15,21.99312
2021-07-16,20.27491
2021-07-17,6.5292
2021-07-18,6.5292
2021-07-19,14.77663
2021-07-20,16.83848
2021-07-21,16.49484
2021-07-22,13.05841
2021-07-23,15.80756
2021-07-24,8.24742
2021-07-25,8.59106
2021-07-26,24.74226
2021-07-27,43.29896
2021-07-28,40.20618
2021-07-29,26.80412
2021-07-30,17.18213
2021-07-31,5.15463
2021-08-01,12.37113
2021-08-02,29.20962
2021-08-03,31.95876
2021-08-04,28.52233
2021-08-05,29.8969
2021-08-06,28.86597
2021-08-07,13.05841
2021-08-08,10.65292
2021-08-09,27.14776
2021-08-10,31.27147
2021-08-11,30.92783
2021-08-12,25.77319
2021-08-13,26.11683
2021-08-14,7.90378
2021-08-15,8.9347
2021-08-16,12.37113
2021-08-17,32.98969
2021-08-18,27.4914
2021-08-19,27.4914
2021-08-20,27.83505
2021-08-21,12.02749
2021-08-22,9.27835
2021-08-23,23.02405
2021-08-24,20.61855
2021-08-25,18.90034
2021-08-26,29.55326
2021-08-27,17.52577
2021-08-28,6.87285
2021-08-29,5.15463
2021-08-30,18.5567
2021-08-31,19.24398
2021-09-01,13.40206
2021-09-02,19.93127
2021-09-03,17.18213
2021-09-04,11.3402
2021-09-05,6.5292
2021-09-06,17.18213
2021-09-07,14.08934
2021-09-08,17.52577
2021-09-09,16.49484
2021-09-10,17.18213
2021-09-11,4.12371
2021-09-12,5.84192
2021-09-13,19.24398
2021-09-14,14.77663
2021-09-15,18.90034
2021-09-16,17.52577
2021-09-17,29.55326
2021-09-18,17.52577
2021-09-19,5.84192
2021-09-20,9.27835
2021-09-21,7.56013
2021-09-22,7.56013
2021-09-23,10.99656
2021-09-24,27.83505
2021-09-25,6.18556
2021-09-26,12.02749
2021-09-27,26.11683
2021-09-28,13.05841
2021-09-29,18.5567
2021-09-30,19.58762
2021-10-01,20.96219
2021-10-02,7.56013
2021-10-03,5.15463
2021-10-04,7.56013
2021-10-05,31.27147
2021-10-06,17.86941
2021-10-07,9.62199
2021-10-08,22.68041
2021-10-09,12.37113
2021-10-10,10.65292
2021-10-11,5.49828
2021-10-12,18.21305
2021-10-13,12.37113
2021-10-14,16.49484
2021-10-15,14.43298
2021-10-16,6.18556
2021-10-17,8.59106
2021-10-18,10.65292
2021-10-19,14.43298
2021-10-20,17.52577
2021-10-21,15.80756
2021-10-22,15.12027
2021-10-23,11.68384
2021-10-24,9.62199
2021-10-25,23.71134
2021-10-26,18.5567
2021-10-27,21.30584
2021-10-28,21.30584
2021-10-29,20.27491
2021-10-30,11.3402
2021-10-31,10.30927
2021-11-01,20.96219
2021-11-02,19.93127
2021-11-03,22.68041
2021-11-04,14.77663
2021-11-05,14.43298
2021-11-06,8.59106
2021-11-07,10.99656
2021-11-08,22.33676
2021-11-09,23.36769
2021-11-10,15.80756
2021-11-11,16.49484
2021-11-12,15.46391
2021-11-13,8.59106
2021-11-14,9.62199
2021-11-15,16.49484
2021-11-16,20.27491
2021-11-17,25.77319
2021-11-18,18.5567
2021-11-19,21.64948
2021-11-20,4.81099
2021-11-21,8.9347
2021-11-22,17.18213
2021-11-23,21.99312
2021-11-24,31.61512
2021-11-25,32.3024
2021-11-26,19.58762
2021-11-27,6.18556
2021-11-28,8.9347
2021-11-29,20.96219
2021-11-30,27.83505
2021-12-01,19.93127
2021-12-02,24.74226
2021-12-03,13.7457
2021-12-04,8.59106
2021-12-05,10.30927
2021-12-06,16.83848
2021-12-07,22.68041
2021-12-08,17.52577
2021-12-09,26.80412
2021-12-10,22.33676
2021-12-11,10.99656
2021-12-12,7.56013
2021-12-13,17.86941
2021-12-14,27.14776
2021-12-15,27.4914
2021-12-16,17.86941
2021-12-17,10.65292
2021-12-18,6.18556
2021-12-19,7.56013
2021-12-20,20.61855
2021-12-21,17.18213
2021-12-22,20.27491
2021-12-23,17.18213
2021-12-24,42.26804
2021-12-25,21.30584
2021-12-26,14.77663
2021-12-27,35.39518
2021-12-28,38.14432
2021-12-29,36.08247
2021-12-30,73.88316
2021-12-31,51.54639
2022-01-01,12.71477
2022-01-02,11.3402
2022-01-03,26.80412
2022-01-04,17.18213
2022-01-05,36.42611
2022-01-06,23.36769
2022-01-07,20.27491
2022-01-08,13.05841
2022-01-09,10.65292
2022-01-10,23.02405
2022-01-11,19.93127
2022-01-12,19.58762
2022-01-13,20.61855
2022-01-14,24.05498
2022-01-15,11.3402
2022-01-16,9.27835
2022-01-17,23.02405
2022-01-18,37.80068
2022-01-19,32.98969
2022-01-20,21.64948
2022-01-21,33.67697
2022-01-22,7.90378
2022-01-23,10.30927
2022-01-24,22.68041
2022-01-25,28.52233
2022-01-26,23.02405
2022-01-27,23.36769
2022-01-28,12.02749
2022-01-29,9.62199
2022-01-30,10.99656
2022-01-31,7.56013
2022-02-01,11.68384
2022-02-02,13.05841
2022-02-03,20.61855
2022-02-04,27.4914
2022-02-05,10.65292
2022-02-06,11.3402
2022-02-07,20.61855
2022-02-08,21.64948
2022-02-09,23.02405
2022-02-10,25.77319
2022-02-11,20.96219
2022-02-12,5.49828
2022-02-13,8.9347
2022-02-14,16.1512
2022-02-15,13.7457
2022-02-16,14.43298
2022-02-17,12.37113
2022-02-18,11.3402
2022-02-19,9.27835
2022-02-20,13.05841
2022-02-21,19.93127
2022-02-22,19.93127
2022-02-23,23.36769
2022-02-24,27.83505
2022-02-25,26.80412
2022-02-26,11.68384
2022-02-27,11.68384
2022-02-28,24.74226
2022-03-01,8.59106
2022-03-02,26.80412
2022-03-03,25.77319
2022-03-04,22.33676
2022-03-05,8.59106
2022-03-06,6.87285
2022-03-07,13.7457
2022-03-08,18.5567
2022-03-09,6.87285
2022-03-10,17.86941
2022-03-11,100.0
2022-03-12,13.05841
2022-03-13,21.30584
2022-03-14,25.08591
2022-03-15,21.30584
2022-03-16,21.99312
2022-03-17,22.68041
2022-03-18,18.21305
2022-03-19,6.87285
2022-03-20,5.84192
2022-03-21,17.52577
2022-03-22,16.83848
2022-03-23,20.96219
2022-03-24,15.80756
2022-03-25,15.46391
2022-03-26,6.5292
2022-03-27,4.46735
2022-03-28,27.14776
2022-03-29,25.08591
2022-03-30,17.18213
2022-03-31,23.36769
2022-04-01,23.02405
2022-04-02,9.62199
2022-04-03,10.99656
2022-04-04,18.21305
2022-04-05,27.83505
2022-04-06,18.90034
2022-04-07,15.80756
2022-04-08,14.77663
2022-04-09,3.78006
2022-04-10,10.99656
2022-04-11,11.3402
2022-04-12,15.80756
2022-04-13,15.46391
2022-04-14,17.86941
2022-04-15,10.30927
2022-04-16,5.15463
2022-04-17,6.87285
2022-04-18,16.1512
2022-04-19,17.18213
2022-04-20,12.71477
2022-04-21,13.40206
2022-04-22,12.71477
2022-04-23,7.90378
2022-04-24,4.46735
2022-04-25,15.46391
2022-04-26,7.56013
2022-04-27,17.86941
2022-04-28,14.08934
2022-04-29,16.49484
2022-04-30,5.49828
2022-05-02,12.37113
2022-05-03,8.9347
2022-05-04,4.12371
2022-05-05,2.06185
2022-05-06,14.43298
2022-05-07,4.12371
2022-05-08,5.49828
2022-05-09,8.9347
2022-05-10,8.24742
2022-05-11,7.21649
2022-05-12,11.3402
2022-05-13,19.24398
2022-05-14,6.18556
2022-05-15,3.43642
2022-05-16,17.52577
2022-05-17,16.83848
2022-05-18,12.02749
2022-05-19,7.21649
2022-05-20,15.12027
2022-05-21,5.15463
2022-05-22,5.84192
2022-05-23,16.49484
2022-05-24,13.05841
2022-05-25,8.59106
2022-05-26,13.7457
2022-05-27,13.7457
2022-05-28,5.84192
2022-05-29,9.27835
2022-05-30,14.08934
2022-05-31,17.18213
2022-06-01,9.27835
2022-06-02,13.40206
2022-06-03,27.83505
2022-06-04,9.62199
2022-06-05,7.21649
2022-06-06,9.27835
2022-06-07,15.80756
2022-06-08,25.42955
2022-06-09,11.3402
2022-06-10,15.46391
2022-06-11,7.90378
2022-06-12,7.90378
2022-06-13,12.71477
2022-06-14,12.37113
2022-06-15,16.1512
2022-06-16,3.78006
2022-06-17,13.7457
2022-06-18,5.84192
2022-06-19,6.87285
2022-06-20,12.71477
2022-06-21,10.65292
2022-06-22,9.96563
2022-06-23,10.99656
2022-06-24,17.52577
2022-06-25,7.56013
2022-06-26,6.18556
2022-06-27,20.61855
2022-06-28,10.65292
2022-06-29,12.02749
2022-06-30,12.37113
2022-07-01,20.96219
2022-07-02,7.21649
2022-07-03,5.84192
2022-07-04,9.96563
2022-07-05,20.61855
2022-07-06,12.71477
2022-07-07,13.05841
2022-07-08,11.68384
2022-07-09,5.84192
2022-07-10,6.5292
2022-07-11,8.59106
2022-07-12,13.05841
2022-07-13,17.18213
2022-07-14,13.40206
2022-07-15,10.30927
2022-07-16,9.27835
2022-07-17,6.5292
2022-07-18,18.5567
2022-07-19,18.90034
2022-07-20,15.12027
2022-07-21,17.86941
2022-07-22,11.3402
2022-07-23,8.9347
2022-07-24,7.56013
2022-07-25,19.24398
2022-07-26,16.49484
2022-07-27,17.86941
2022-07-28,17.86941
2022-07-29,13.7457
2022-07-30,6.18556
2022-07-31,7.56013
2022-08-01,13.05841
2022-08-02,16.1512
2022-08-03,15.80756
2022-08-04,21.30584
2022-08-05,15.12027
2022-08-06,7.90378
2022-08-07,9.27835
2022-08-08,14.08934
2022-08-09,15.46391
2022-08-10,21.30584
2022-08-11,20.61855
2022-08-12,16.49484
2022-08-13,8.9347
2022-08-14,5.49828
2022-08-15,8.24742
2022-08-16,20.27491
2022-08-17,20.27491
2022-08-18,18.90034
2022-08-19,18.5567
2022-08-20,9.96563
2022-08-21,4.12371
2022-08-22,17.52577
2022-08-23,16.83848
2022-08-24,19.93127
2022-08-25,21.99312
2022-08-26,21.30584
2022-08-27,6.5292
2022-08-28,6.18556
2022-08-29,14.08934
2022-08-30,16.83848
2022-08-31,18.21305
2022-09-01,19.58762
2022-09-02,11.68384
2022-09-03,7.90378
2022-09-04,9.62199
2022-09-05,14.43298
2022-09-06,15.12027
2022-09-07,17.86941
2022-09-08,16.1512
2022-09-09,9.96563
2022-09-10,4.46735
2022-09-11,3.43642
2022-09-12,6.5292
2022-09-13,23.36769
2022-09-14,16.1512
2022-09-15,17.18213
2022-09-16,19.58762
2022-09-17,10.65292
2022-09-18,3.78006
2022-09-19,18.21305
2022-09-20,16.83848
2022-09-21,10.30927
2022-09-22,12.37113
2022-09-23,16.49484
2022-09-24,5.15463
2022-09-25,6.18556
2022-09-26,13.05841
2022-09-27,16.1512
2022-09-28,19.58762
2022-09-29,19.93127
2022-09-30,20.61855
2022-10-01,9.62199
2022-10-02,5.49828
2022-10-03,14.08934
2022-10-04,16.1512
2022-10-05,39.86254
2022-10-06,23.36769
2022-10-07,25.42955
2022-10-08,9.62199
2022-10-09,7.21649
2022-10-10,7.56013
2022-10-11,22.33676
2022-10-12,26.46048
2022-10-13,27.4914
2022-10-14,27.14776
2022-10-15,14.77663
2022-10-16,17.18213
2022-10-17,40.54982
2022-10-18,40.20618
2022-10-19,39.86254
2022-10-20,42.95532
2022-10-21,30.58419
2022-10-22,12.71477
2022-10-23,14.77663
2022-10-24,37.80068
2022-10-25,42.26804
2022-10-26,33.67697
2022-10-27,42.95532
2022-10-28,43.64261
2022-10-29,17.86941
2022-10-30,15.12027
2022-10-31,35.39518
2022-11-01,45.01718
2022-11-02,44.32989
2022-11-03,37.45704
2022-11-04,42.95532
2022-11-05,21.64948
2022-11-06,23.71134
2022-11-07,34.02061
2022-11-08,38.14432
2022-11-09,38.14432
2022-11-10,37.45704
2022-11-11,36.76975
2022-11-12,19.93127
2022-11-13,16.1512
2022-11-14,39.17525
2022-11-15,46.73539
2022-11-16,45.01718
2022-11-17,43.64261
2022-11-18,38.14432
2022-11-19,17.86941
2022-11-20,30.58419
2022-11-21,49.48453
2022-11-22,47.07903
2022-11-23,51.89003
2022-11-24,33.33333
2022-11-25,35.39518
2022-11-26,21.64948
2022-11-27,25.08591
2022-11-28,39.5189
2022-11-29,44.67353
2022-11-30,40.20618
2022-12-01,42.26804
2022-12-02,33.67697
2022-12-03,13.7457
2022-12-04,19.93127
2022-12-05,38.14432
2022-12-06,40.20618
2022-12-07,44.32989
2022-12-08,34.36426
2022-12-09,33.67697
2022-12-10,14.77663
2022-12-11,19.93127
2022-12-12,32.64604
2022-12-13,36.42611
2022-12-14,30.24054
2022-12-15,27.83505
2022-12-16,36.42611
2022-12-17,23.36769
2022-12-18,20.96219
2022-12-19,28.86597
2022-12-20,34.02061
2022-12-21,39.5189
2022-12-22,32.3024
2022-12-23,40.20618
2022-12-24,19.24398
2022-12-25,18.21305
2022-12-26,50.8591
2022-12-27,57.38831
2022-12-28,43.29896
2022-12-29,48.4536
2022-12-30,48.10996
2022-12-31,14.77663
2023-01-01,18.90034
2023-01-02,31.27147
2023-01-03,34.02061
2023-01-04,30.92783
2023-01-05,50.17182
2023-01-06,33.33333
2023-01-07,16.1512
2023-01-08,20.61855
2023-01-09,27.83505
2023-01-10,37.45704
2023-01-11,20.27491
2023-01-12,25.77319
2023-01-13,23.71134
2023-01-14,11.3402
2023-01-15,8.24742
2023-01-16,24.05498
2023-01-17,29.8969
2023-01-18,20.27491
2023-01-19,20.61855
2023-01-20,22.33676
2023-01-21,16.1512
2023-01-22,9.96563
2023-01-23,18.5567
2023-01-24,12.71477
2023-01-25,29.20962
2023-01-26,25.42955
2023-01-27,27.4914
2023-01-28,18.5567
2023-01-29,13.7457
2023-01-30,20.27491
2023-01-31,33.67697
2023-02-01,28.86597
2023-02-02,21.30584
2023-02-03,22.68041
2023-02-04,10.30927
2023-02-05,14.43298
2023-02-06,20.27491
2023-02-07,32.64604
2023-02-08,24.74226
2023-02-09,20.96219
2023-02-10,17.86941
2023-02-11,10.99656
2023-02-12,7.56013
2023-02-13,19.93127
2023-02-14,18.21305
2023-02-15,19.24398
2023-02-16,28.17869
2023-02-17,15.80756
2023-02-18,11.68384
2023-02-19,10.65292
2023-02-20,18.5567
2023-02-21,18.21305
2023-02-22,19.93127
2023-02-23,15.80756
2023-02-24,20.27491
2023-02-25,8.59106
2023-02-26,13.05841
2023-02-27,14.43298
2023-02-28,26.80412
2023-03-01,13.05841
2023-03-02,15.80756
2023-03-03,20.27491
2023-03-04,11.68384
2023-03-05,11.68384
2023-03-06,15.46391
2023-03-07,16.1512
2023-03-08,17.52577
2023-03-09,7.90378
2023-03-10,18.5567
2023-03-11,7.90378
2023-03-12,9.27835
2023-03-13,18.21305
2023-03-14,26.11683
2023-03-15,20.27491
2023-03-16,15.12027
2023-03-17,17.52577
2023-03-18,7.90378
2023-03-19,7.90378
2023-03-20,9.96563
2023-03-21,16.49484
2023-03-22,18.21305
2023-03-23,18.21305
2023-03-24,19.58762
2023-03-25,7.90378
2023-03-26,9.62199
2023-03-27,18.5567
2023-03-28,14.08934
2023-03-29,19.93127
2023-03-30,21.99312
2023-03-31,14.43298
2023-04-01,10.30927
2023-04-02,6.18556
2023-04-03,17.86941
2023-04-04,14.43298
2023-04-05,16.1512
2023-04-06,19.58762
2023-04-07,13.7457
2023-04-08,10.30927
2023-04-09,4.81099
2023-04-10,15.46391
2023-04-11,19.93127
2023-04-12,9.96563
2023-04-13,15.46391
2023-04-14,13.7457
2023-04-15,7.90378
2023-04-16,6.18556
2023-04-17,15.80756
2023-04-18,12.71477
2023-04-19,14.77663
2023-04-20,13.05841
2023-04-21,12.37113
2023-04-22,4.81099
2023-04-23,4.46735
2023-04-24,11.68384
2023-04-25,16.83848
2023-04-26,14.43298
2023-04-27,13.05841
2023-04-28,13.05841
2023-04-29,8.24742
2023-04-30,9.27835
2023-05-01,7.56013
2023-05-02,17.52577
2023-05-03,16.1512
2023-05-04,13.7457
2023-05-05,17.52577
2023-05-06,10.65292
2023-05-07,14.43298
2023-05-08,19.58762
2023-05-09,20.61855
2023-05-10,19.93127
2023-05-11,17.18213
2023-05-12,14.43298
2023-05-13,6.5292
2023-05-14,8.24742
2023-05-15,17.18213
2023-05-16,13.7457
2023-05-17,16.1512
2023-05-18,12.02749
2023-05-19,9.96563
2023-05-20,5.84192
2023-05-21,7.56013
2023-05-22,13.40206
2023-05-23,17.18213
2023-05-24,13.7457
2023-05-25,17.18213
2023-05-26,14.43298
2023-05-27,6.5292
2023-05-28,10.30927
2023-05-29,10.30927
2023-05-30,14.77663
2023-05-31,18.90034
2023-06-01,17.18213
