date,연말정산연금저축
2020-06-21,0.61517
2020-06-22,2.5974
2020-06-23,2.5974
2020-06-24,2.5974
2020-06-25,3.41763
2020-06-26,1.98222
2020-06-27,0.82023
2020-06-28,1.23034
2020-06-29,2.52904
2020-06-30,2.93916
2020-07-01,2.5974
2020-07-02,1.70881
2020-07-03,2.5974
2020-07-04,1.02529
2020-07-05,1.4354
2020-07-06,2.39234
2020-07-07,2.32399
2020-07-08,2.7341
2020-07-09,2.25563
2020-07-10,1.91387
2020-07-11,1.98222
2020-07-12,2.52904
2020-07-13,4.30622
2020-07-14,3.48598
2020-07-15,2.93916
2020-07-16,1.64046
2020-07-17,2.7341
2020-07-18,1.50375
2020-07-19,1.02529
2020-07-20,3.55434
2020-07-21,2.66575
2020-07-22,3.34928
2020-07-23,2.80246
2020-07-24,3.41763
2020-07-25,2.52904
2020-07-26,1.64046
2020-07-27,2.46069
2020-07-28,2.87081
2020-07-29,2.25563
2020-07-30,2.5974
2020-07-31,2.46069
2020-08-01,1.4354
2020-08-02,1.2987
2020-08-03,2.18728
2020-08-04,3.48598
2020-08-05,2.66575
2020-08-06,2.25563
2020-08-07,2.87081
2020-08-08,0.61517
2020-08-09,1.4354
2020-08-10,2.52904
2020-08-11,3.14422
2020-08-12,3.00751
2020-08-13,3.00751
2020-08-14,2.46069
2020-08-15,1.98222
2020-08-16,1.4354
2020-08-17,0.88858
2020-08-18,2.7341
2020-08-19,2.25563
2020-08-20,2.80246
2020-08-21,2.80246
2020-08-22,1.84552
2020-08-23,1.2987
2020-08-24,3.14422
2020-08-25,2.5974
2020-08-26,2.5974
2020-08-27,3.21257
2020-08-28,2.32399
2020-08-29,1.84552
2020-08-30,2.18728
2020-08-31,1.91387
2020-09-01,2.87081
2020-09-02,2.18728
2020-09-03,2.7341
2020-09-04,1.91387
2020-09-05,1.70881
2020-09-06,2.32399
2020-09-07,2.93916
2020-09-08,2.39234
2020-09-09,2.93916
2020-09-10,2.80246
2020-09-11,2.66575
2020-09-12,1.77717
2020-09-13,1.16199
2020-09-14,2.80246
2020-09-15,2.66575
2020-09-16,2.87081
2020-09-17,2.80246
2020-09-18,3.28092
2020-09-19,1.4354
2020-09-20,1.91387
2020-09-21,3.34928
2020-09-22,2.87081
2020-09-23,2.39234
2020-09-24,3.34928
2020-09-25,3.00751
2020-09-26,1.70881
2020-09-27,0.82023
2020-09-28,3.8961
2020-09-29,2.39234
2020-09-30,1.57211
2020-10-01,0.95693
2020-10-02,0.34176
2020-10-03,0.88858
2020-10-04,2.25563
2020-10-05,4.16951
2020-10-06,4.10116
2020-10-07,3.82775
2020-10-08,3.8961
2020-10-09,1.16199
2020-10-10,1.50375
2020-10-11,2.18728
2020-10-12,4.10116
2020-10-13,3.75939
2020-10-14,3.21257
2020-10-15,3.82775
2020-10-16,2.66575
2020-10-17,1.77717
2020-10-18,1.84552
2020-10-19,3.82775
2020-10-20,3.75939
2020-10-21,4.23786
2020-10-22,3.75939
2020-10-23,4.37457
2020-10-24,1.2987
2020-10-25,2.39234
2020-10-26,4.10116
2020-10-27,4.51127
2020-10-28,3.62269
2020-10-29,5.80997
2020-10-30,6.3568
2020-10-31,2.66575
2020-11-01,5.67327
2020-11-02,5.94668
2020-11-03,8.54408
2020-11-04,7.86056
2020-11-05,5.46821
2020-11-06,4.71633
2020-11-07,3.14422
2020-11-08,3.07587
2020-11-09,6.83526
2020-11-10,6.4935
2020-11-11,6.3568
2020-11-12,6.90362
2020-11-13,5.53656
2020-11-14,2.52904
2020-11-15,4.30622
2020-11-16,6.90362
2020-11-17,7.7922
2020-11-18,9.70608
2020-11-19,7.92891
2020-11-20,7.51879
2020-11-21,4.30622
2020-11-22,5.05809
2020-11-23,8.88585
2020-11-24,11.4149
2020-11-25,10.2529
2020-11-26,11.20984
2020-11-27,15.58441
2020-11-28,9.0909
2020-11-29,8.13397
2020-11-30,18.38687
2020-12-01,19.68557
2020-12-02,12.78195
2020-12-03,12.37183
2020-12-04,13.60218
2020-12-05,8.20232
2020-12-06,9.36431
2020-12-07,15.99453
2020-12-08,15.17429
2020-12-09,29.46001
2020-12-10,31.6473
2020-12-11,20.09569
2020-12-12,12.98701
2020-12-13,10.66302
2020-12-14,29.52836
2020-12-15,34.58646
2020-12-16,21.6678
2020-12-17,24.2652
2020-12-18,17.22488
2020-12-19,12.23513
2020-12-20,10.66302
2020-12-21,28.57142
2020-12-22,29.11825
2020-12-23,33.56117
2020-12-24,38.89268
2020-12-25,27.95625
2020-12-26,21.94121
2020-12-27,24.81203
2020-12-28,47.23171
2020-12-29,42.65208
2020-12-30,43.26725
2020-12-31,43.81408
2021-01-01,7.45044
2021-01-02,5.12645
2021-01-03,5.05809
2021-01-04,8.27067
2021-01-05,8.47573
2021-01-06,8.20232
2021-01-07,5.94668
2021-01-08,7.45044
2021-01-09,3.8961
2021-01-10,4.78468
2021-01-11,8.68079
2021-01-12,10.04784
2021-01-13,11.00478
2021-01-14,12.7136
2021-01-15,42.72043
2021-01-16,23.78673
2021-01-17,22.48803
2021-01-18,72.2488
2021-01-19,70.88174
2021-01-20,99.58988
2021-01-21,100.0
2021-01-22,81.68147
2021-01-23,46.61654
2021-01-24,35.95352
2021-01-25,78.81066
2021-01-26,72.18045
2021-01-27,57.48462
2021-01-28,43.81408
2021-01-29,34.85987
2021-01-30,19.68557
2021-01-31,17.63499
2021-02-01,36.56869
2021-02-02,30.14354
2021-02-03,29.80177
2021-02-04,29.04989
2021-02-05,23.78673
2021-02-06,14.76418
2021-02-07,13.80724
2021-02-08,27.34107
2021-02-09,27.75119
2021-02-10,21.94121
2021-02-11,8.54408
2021-02-12,8.27067
2021-02-13,10.93643
2021-02-14,10.73137
2021-02-15,32.19412
2021-02-16,35.5434
2021-02-17,28.57142
2021-02-18,28.63978
2021-02-19,25.63226
2021-02-20,10.18455
2021-02-21,12.50854
2021-02-22,21.39439
2021-02-23,18.31852
2021-02-24,17.97676
2021-02-25,16.74641
2021-02-26,10.52631
2021-02-27,4.85304
2021-02-28,6.56185
2021-03-01,6.42515
2021-03-02,9.15926
2021-03-03,8.13397
2021-03-04,5.67327
2021-03-05,4.30622
2021-03-06,4.44292
2021-03-07,4.85304
2021-03-08,7.6555
2021-03-09,8.13397
2021-03-10,9.02255
2021-03-11,6.3568
2021-03-12,4.71633
2021-03-13,2.93916
2021-03-14,5.12645
2021-03-15,5.53656
2021-03-16,6.08339
2021-03-17,3.75939
2021-03-18,5.1948
2021-03-19,9.0909
2021-03-20,7.31373
2021-03-21,6.08339
2021-03-22,9.70608
2021-03-23,7.58714
2021-03-24,8.61244
2021-03-25,6.28844
2021-03-26,7.31373
2021-03-27,6.3568
2021-03-28,4.30622
2021-03-29,7.58714
2021-03-30,7.7922
2021-03-31,7.72385
2021-04-01,8.13397
2021-04-02,4.98974
2021-04-03,3.75939
2021-04-04,5.05809
2021-04-05,7.99726
2021-04-06,8.81749
2021-04-07,6.22009
2021-04-08,6.63021
2021-04-09,5.74162
2021-04-10,3.62269
2021-04-11,4.44292
2021-04-12,5.60492
2021-04-13,7.24538
2021-04-14,5.67327
2021-04-15,6.42515
2021-04-16,6.97197
2021-04-17,3.00751
2021-04-18,3.62269
2021-04-19,5.80997
2021-04-20,4.78468
2021-04-21,6.15174
2021-04-22,6.08339
2021-04-23,7.58714
2021-04-24,2.52904
2021-04-25,3.8961
2021-04-26,5.12645
2021-04-27,5.74162
2021-04-28,3.41763
2021-04-29,4.78468
2021-04-30,2.80246
2021-05-01,1.84552
2021-05-02,2.66575
2021-05-03,4.92139
2021-05-04,4.37457
2021-05-05,3.28092
2021-05-06,4.30622
2021-05-07,4.57963
2021-05-08,2.25563
2021-05-09,2.46069
2021-05-10,4.71633
2021-05-11,4.57963
2021-05-12,4.78468
2021-05-13,4.10116
2021-05-14,2.66575
2021-05-15,2.52904
2021-05-16,3.14422
2021-05-17,4.37457
2021-05-18,3.75939
2021-05-19,3.34928
2021-05-20,4.98974
2021-05-21,4.64798
2021-05-22,2.93916
2021-05-23,3.00751
2021-05-24,4.44292
2021-05-25,6.01503
2021-05-26,5.1948
2021-05-27,4.71633
2021-05-28,3.82775
2021-05-29,2.05058
2021-05-30,2.5974
2021-05-31,4.10116
2021-06-01,4.51127
2021-06-02,3.14422
2021-06-03,3.07587
2021-06-04,4.51127
2021-06-05,1.77717
2021-06-06,1.84552
2021-06-07,3.41763
2021-06-08,2.93916
2021-06-09,2.7341
2021-06-10,4.30622
2021-06-11,3.69104
2021-06-12,2.05058
2021-06-13,1.91387
2021-06-14,3.41763
2021-06-15,3.07587
2021-06-16,5.1948
2021-06-17,3.55434
2021-06-18,3.21257
2021-06-19,2.05058
2021-06-20,2.52904
2021-06-21,2.5974
2021-06-22,3.8961
2021-06-23,4.37457
2021-06-24,4.16951
2021-06-25,7.31373
2021-06-26,2.25563
2021-06-27,3.69104
2021-06-28,6.08339
2021-06-29,4.37457
2021-06-30,4.44292
2021-07-01,4.71633
2021-07-02,4.37457
2021-07-03,2.93916
2021-07-04,2.87081
2021-07-05,3.55434
2021-07-06,4.64798
2021-07-07,4.57963
2021-07-08,3.62269
2021-07-09,3.00751
2021-07-10,1.23034
2021-07-11,2.39234
2021-07-12,3.48598
2021-07-13,3.96445
2021-07-14,2.66575
2021-07-15,3.34928
2021-07-16,2.32399
2021-07-17,1.84552
2021-07-18,1.16199
2021-07-19,3.07587
2021-07-20,4.0328
2021-07-21,2.87081
2021-07-22,3.41763
2021-07-23,3.34928
2021-07-24,1.50375
2021-07-25,2.46069
2021-07-26,3.96445
2021-07-27,4.37457
2021-07-28,3.82775
2021-07-29,4.16951
2021-07-30,3.75939
2021-07-31,2.39234
2021-08-01,1.98222
2021-08-02,2.52904
2021-08-03,4.57963
2021-08-04,4.10116
2021-08-05,3.82775
2021-08-06,3.07587
2021-08-07,1.77717
2021-08-08,1.98222
2021-08-09,3.48598
2021-08-10,3.69104
2021-08-11,4.92139
2021-08-12,5.12645
2021-08-13,4.64798
2021-08-14,2.5974
2021-08-15,2.39234
2021-08-16,2.7341
2021-08-17,5.26315
2021-08-18,4.57963
2021-08-19,5.39986
2021-08-20,5.80997
2021-08-21,3.82775
2021-08-22,2.80246
2021-08-23,4.16951
2021-08-24,5.1948
2021-08-25,6.56185
2021-08-26,6.4935
2021-08-27,3.75939
2021-08-28,2.39234
2021-08-29,2.32399
2021-08-30,5.60492
2021-08-31,5.05809
2021-09-01,5.05809
2021-09-02,4.44292
2021-09-03,4.64798
2021-09-04,1.77717
2021-09-05,2.93916
2021-09-06,3.55434
2021-09-07,4.92139
2021-09-08,4.92139
2021-09-09,4.16951
2021-09-10,3.82775
2021-09-11,2.46069
2021-09-12,2.7341
2021-09-13,4.44292
2021-09-14,4.85304
2021-09-15,5.53656
2021-09-16,4.51127
2021-09-17,4.10116
2021-09-18,2.39234
2021-09-19,2.05058
2021-09-20,3.69104
2021-09-21,1.91387
2021-09-22,6.4935
2021-09-23,7.58714
2021-09-24,7.7922
2021-09-25,5.05809
2021-09-26,3.48598
2021-09-27,6.42515
2021-09-28,5.60492
2021-09-29,5.94668
2021-09-30,6.01503
2021-10-01,4.64798
2021-10-02,2.87081
2021-10-03,2.7341
2021-10-04,3.8961
2021-10-05,6.56185
2021-10-06,5.87833
2021-10-07,5.60492
2021-10-08,5.87833
2021-10-09,1.98222
2021-10-10,2.11893
2021-10-11,3.62269
2021-10-12,6.83526
2021-10-13,6.08339
2021-10-14,5.1948
2021-10-15,5.53656
2021-10-16,2.39234
2021-10-17,3.75939
2021-10-18,4.57963
2021-10-19,5.1948
2021-10-20,6.28844
2021-10-21,6.4935
2021-10-22,4.92139
2021-10-23,3.28092
2021-10-24,3.14422
2021-10-25,8.33902
2021-10-26,6.83526
2021-10-27,7.24538
2021-10-28,6.15174
2021-10-29,6.3568
2021-10-30,5.39986
2021-10-31,5.33151
2021-11-01,7.51879
2021-11-02,8.33902
2021-11-03,8.06561
2021-11-04,7.6555
2021-11-05,7.86056
2021-11-06,5.26315
2021-11-07,3.55434
2021-11-08,7.6555
2021-11-09,8.74914
2021-11-10,7.45044
2021-11-11,6.42515
2021-11-12,7.6555
2021-11-13,7.72385
2021-11-14,6.83526
2021-11-15,9.0909
2021-11-16,11.34654
2021-11-17,9.0909
2021-11-18,8.33902
2021-11-19,9.91114
2021-11-20,6.42515
2021-11-21,4.92139
2021-11-22,10.38961
2021-11-23,9.0909
2021-11-24,9.97949
2021-11-25,14.0123
2021-11-26,9.0909
2021-11-27,4.85304
2021-11-28,8.13397
2021-11-29,14.69583
2021-11-30,13.19207
2021-12-01,13.32877
2021-12-02,12.16678
2021-12-03,11.68831
2021-12-04,7.6555
2021-12-05,9.50102
2021-12-06,16.95146
2021-12-07,17.08817
2021-12-08,17.49829
2021-12-09,17.22488
2021-12-10,15.51606
2021-12-11,9.56937
2021-12-12,17.15652
2021-12-13,25.5639
2021-12-14,18.52358
2021-12-15,18.52358
2021-12-16,17.70334
2021-12-17,18.04511
2021-12-18,7.7922
2021-12-19,14.0123
2021-12-20,24.40191
2021-12-21,25.70061
2021-12-22,23.99179
2021-12-23,25.15379
2021-12-24,25.01708
2021-12-25,15.85782
2021-12-26,17.36158
2021-12-27,35.47505
2021-12-28,31.10047
2021-12-29,33.28776
2021-12-30,38.89268
2021-12-31,38.1408
2022-01-01,5.53656
2022-01-02,5.87833
2022-01-03,8.61244
2022-01-04,7.17703
2022-01-05,6.83526
2022-01-06,6.15174
2022-01-07,5.87833
2022-01-08,3.96445
2022-01-09,3.48598
2022-01-10,7.6555
2022-01-11,7.04032
2022-01-12,8.9542
2022-01-13,10.86807
2022-01-14,9.50102
2022-01-15,18.45522
2022-01-16,14.149
2022-01-17,53.52016
2022-01-18,64.66165
2022-01-19,58.98838
2022-01-20,62.1326
2022-01-21,71.22351
2022-01-22,34.31305
2022-01-23,29.73342
2022-01-24,81.54477
2022-01-25,67.66917
2022-01-26,59.74025
2022-01-27,46.06971
2022-01-28,34.85987
2022-01-29,18.25017
2022-01-30,13.60218
2022-01-31,11.82501
2022-02-01,10.11619
2022-02-02,13.67053
2022-02-03,32.33082
2022-02-04,29.73342
2022-02-05,16.40464
2022-02-06,12.37183
2022-02-07,30.41695
2022-02-08,30.34859
2022-02-09,31.23718
2022-02-10,28.50307
2022-02-11,24.74367
2022-02-12,10.86807
2022-02-13,10.45796
2022-02-14,24.88038
2022-02-15,27.8879
2022-02-16,27.20437
2022-02-17,32.05741
2022-02-18,25.97402
2022-02-19,12.44019
2022-02-20,10.86807
2022-02-21,28.70813
2022-02-22,26.86261
2022-02-23,21.87286
2022-02-24,20.16404
2022-02-25,22.9665
2022-02-26,12.30348
2022-02-27,9.15926
2022-02-28,15.24265
2022-03-01,8.20232
2022-03-02,10.2529
2022-03-03,8.68079
2022-03-04,9.97949
2022-03-05,4.98974
2022-03-06,5.74162
2022-03-07,6.83526
2022-03-08,6.90362
2022-03-09,4.23786
2022-03-10,7.99726
2022-03-11,6.63021
2022-03-12,3.07587
2022-03-13,3.8961
2022-03-14,5.26315
2022-03-15,5.80997
2022-03-16,5.12645
2022-03-17,6.90362
2022-03-18,4.78468
2022-03-19,4.64798
2022-03-20,3.28092
2022-03-21,3.28092
2022-03-22,3.82775
2022-03-23,3.8961
2022-03-24,5.33151
2022-03-25,5.33151
2022-03-26,3.75939
2022-03-27,3.34928
2022-03-28,4.85304
2022-03-29,4.85304
2022-03-30,4.44292
2022-03-31,5.39986
2022-04-01,4.37457
2022-04-02,1.84552
2022-04-03,3.41763
2022-04-04,5.05809
2022-04-05,4.57963
2022-04-06,4.16951
2022-04-07,4.92139
2022-04-08,3.96445
2022-04-09,2.46069
2022-04-10,2.18728
2022-04-11,3.69104
2022-04-12,5.33151
2022-04-13,5.12645
2022-04-14,4.16951
2022-04-15,3.96445
2022-04-16,1.57211
2022-04-17,3.96445
2022-04-18,3.62269
2022-04-19,3.69104
2022-04-20,4.57963
2022-04-21,3.07587
2022-04-22,4.23786
2022-04-23,1.64046
2022-04-24,2.5974
2022-04-25,3.07587
2022-04-26,4.23786
2022-04-27,3.69104
2022-04-28,3.55434
2022-04-29,3.75939
2022-04-30,1.77717
2022-05-01,1.91387
2022-05-02,3.34928
2022-05-03,4.51127
2022-05-04,4.16951
2022-05-05,1.77717
2022-05-06,2.87081
2022-05-07,2.52904
2022-05-08,2.5974
2022-05-09,4.64798
2022-05-10,4.64798
2022-05-11,4.44292
2022-05-12,4.44292
2022-05-13,3.62269
2022-05-14,2.25563
2022-05-15,1.91387
2022-05-16,3.48598
2022-05-17,3.8961
2022-05-18,5.33151
2022-05-19,4.16951
2022-05-20,4.51127
2022-05-21,1.70881
2022-05-22,2.80246
2022-05-23,4.10116
2022-05-24,4.71633
2022-05-25,5.26315
2022-05-26,4.30622
2022-05-27,3.55434
2022-05-28,1.70881
2022-05-29,1.4354
2022-05-30,4.0328
2022-05-31,4.16951
2022-06-01,1.70881
2022-06-02,3.96445
2022-06-03,3.00751
2022-06-04,1.91387
2022-06-05,2.11893
2022-06-06,2.18728
2022-06-07,2.87081
2022-06-08,2.25563
2022-06-09,3.00751
2022-06-10,3.55434
2022-06-11,1.84552
2022-06-12,1.36705
2022-06-13,3.75939
2022-06-14,3.28092
2022-06-15,4.10116
2022-06-16,3.14422
2022-06-17,3.75939
2022-06-18,1.16199
2022-06-19,1.50375
2022-06-20,2.87081
2022-06-21,3.34928
2022-06-22,3.07587
2022-06-23,2.18728
2022-06-24,2.7341
2022-06-25,1.84552
2022-06-26,2.32399
2022-06-27,3.82775
2022-06-28,2.87081
2022-06-29,3.07587
2022-06-30,4.10116
2022-07-01,3.34928
2022-07-02,1.77717
2022-07-03,1.64046
2022-07-04,2.39234
2022-07-05,3.21257
2022-07-06,2.93916
2022-07-07,2.11893
2022-07-08,2.93916
2022-07-09,0.82023
2022-07-10,2.32399
2022-07-11,3.41763
2022-07-12,2.18728
2022-07-13,2.5974
2022-07-14,2.5974
2022-07-15,2.7341
2022-07-16,0.95693
2022-07-17,1.50375
2022-07-18,2.66575
2022-07-19,1.98222
2022-07-20,3.28092
2022-07-21,3.48598
2022-07-22,3.34928
2022-07-23,1.57211
2022-07-24,3.00751
2022-07-25,4.44292
2022-07-26,4.44292
2022-07-27,3.21257
2022-07-28,3.55434
2022-07-29,3.41763
2022-07-30,1.57211
2022-07-31,1.36705
2022-08-01,3.75939
2022-08-02,3.96445
2022-08-03,2.5974
2022-08-04,4.10116
2022-08-05,3.21257
2022-08-06,1.84552
2022-08-07,1.98222
2022-08-08,2.5974
2022-08-09,2.05058
2022-08-10,4.16951
2022-08-11,3.14422
2022-08-12,3.14422
2022-08-13,1.84552
2022-08-14,2.11893
2022-08-15,1.57211
2022-08-16,2.66575
2022-08-17,4.0328
2022-08-18,2.93916
2022-08-19,3.28092
2022-08-20,2.25563
2022-08-21,2.87081
2022-08-22,2.66575
2022-08-23,3.96445
2022-08-24,3.21257
2022-08-25,4.51127
2022-08-26,4.10116
2022-08-27,1.36705
2022-08-28,2.46069
2022-08-29,3.07587
2022-08-30,5.1948
2022-08-31,3.8961
2022-09-01,3.07587
2022-09-02,3.21257
2022-09-03,1.84552
2022-09-04,1.98222
2022-09-05,2.46069
2022-09-06,3.82775
2022-09-07,3.41763
2022-09-08,3.34928
2022-09-09,1.64046
2022-09-10,1.77717
2022-09-11,2.5974
2022-09-12,2.46069
2022-09-13,3.82775
2022-09-14,3.96445
2022-09-15,3.8961
2022-09-16,3.48598
2022-09-17,1.2987
2022-09-18,2.18728
2022-09-19,2.93916
2022-09-20,4.71633
2022-09-21,3.00751
2022-09-22,4.23786
2022-09-23,4.0328
2022-09-24,2.52904
2022-09-25,3.21257
2022-09-26,4.85304
2022-09-27,3.00751
2022-09-28,4.0328
2022-09-29,2.7341
2022-09-30,3.41763
2022-10-01,2.05058
2022-10-02,1.36705
2022-10-03,2.87081
2022-10-04,4.16951
2022-10-05,3.28092
2022-10-06,2.52904
2022-10-07,3.14422
2022-10-08,1.57211
2022-10-09,1.91387
2022-10-10,3.21257
2022-10-11,3.75939
2022-10-12,3.82775
2022-10-13,4.98974
2022-10-14,5.05809
2022-10-15,3.34928
2022-10-16,2.52904
2022-10-17,5.46821
2022-10-18,4.16951
2022-10-19,4.10116
2022-10-20,3.55434
2022-10-21,4.0328
2022-10-22,1.77717
2022-10-23,4.16951
2022-10-24,4.71633
2022-10-25,5.12645
2022-10-26,5.05809
2022-10-27,8.68079
2022-10-28,7.10868
2022-10-29,3.75939
2022-10-30,2.52904
2022-10-31,5.46821
2022-11-01,6.4935
2022-11-02,7.10868
2022-11-03,7.04032
2022-11-04,6.42515
2022-11-05,5.67327
2022-11-06,7.24538
2022-11-07,9.43267
2022-11-08,10.11619
2022-11-09,8.47573
2022-11-10,7.92891
2022-11-11,7.6555
2022-11-12,6.28844
2022-11-13,4.98974
2022-11-14,9.0909
2022-11-15,9.70608
2022-11-16,8.88585
2022-11-17,6.90362
2022-11-18,6.97197
2022-11-19,4.44292
2022-11-20,12.16678
2022-11-21,11.20984
2022-11-22,10.93643
2022-11-23,10.2529
2022-11-24,9.22761
2022-11-25,10.59466
2022-11-26,6.56185
2022-11-27,6.90362
2022-11-28,12.03007
2022-11-29,11.07313
2022-11-30,13.12371
2022-12-01,14.55912
2022-12-02,13.12371
2022-12-03,9.56937
2022-12-04,11.48325
2022-12-05,25.08544
2022-12-06,22.07792
2022-12-07,21.94121
2022-12-08,20.3691
2022-12-09,24.33356
2022-12-10,9.22761
2022-12-11,17.42993
2022-12-12,35.47505
2022-12-13,27.81954
2022-12-14,21.05263
2022-12-15,19.2071
2022-12-16,19.00205
2022-12-17,14.35406
2022-12-18,20.71086
2022-12-19,23.99179
2022-12-20,28.16131
2022-12-21,25.97402
2022-12-22,22.62474
2022-12-23,25.97402
2022-12-24,10.66302
2022-12-25,15.85782
2022-12-26,34.92822
2022-12-27,34.10799
2022-12-28,32.05741
2022-12-29,34.03964
2022-12-30,39.50786
2022-12-31,16.473
2023-01-01,3.96445
2023-01-02,7.10868
2023-01-03,7.99726
2023-01-04,8.88585
2023-01-05,8.9542
2023-01-06,5.05809
2023-01-07,4.16951
2023-01-08,4.30622
2023-01-09,9.70608
2023-01-10,9.70608
2023-01-11,8.13397
2023-01-12,7.24538
2023-01-13,8.88585
2023-01-14,5.46821
2023-01-15,19.27546
2023-01-16,50.37593
2023-01-17,58.09979
2023-01-18,70.19822
2023-01-19,63.02118
2023-01-20,54.68215
2023-01-21,22.14627
2023-01-22,17.56664
2023-01-23,22.41968
2023-01-24,29.73342
2023-01-25,88.38004
2023-01-26,86.19275
2023-01-27,60.08202
2023-01-28,27.34107
2023-01-29,22.62474
2023-01-30,46.61654
2023-01-31,40.05468
2023-02-01,35.40669
2023-02-02,28.43472
2023-02-03,24.33356
2023-02-04,13.12371
2023-02-05,12.50854
2023-02-06,24.60697
2023-02-07,25.83732
2023-02-08,26.24743
2023-02-09,24.81203
2023-02-10,23.65003
2023-02-11,10.32125
2023-02-12,11.34654
2023-02-13,27.81954
2023-02-14,30.14354
2023-02-15,26.65755
2023-02-16,27.8879
2023-02-17,20.84757
2023-02-18,10.59466
2023-02-19,8.88585
2023-02-20,19.34381
2023-02-21,19.68557
2023-02-22,20.02734
2023-02-23,15.72112
2023-02-24,17.49829
2023-02-25,7.6555
2023-02-26,7.92891
2023-02-27,14.42241
2023-02-28,13.67053
2023-03-01,8.13397
2023-03-02,10.04784
2023-03-03,8.74914
2023-03-04,6.4935
2023-03-05,4.92139
2023-03-06,7.31373
2023-03-07,7.24538
2023-03-08,7.38209
2023-03-09,7.86056
2023-03-10,7.17703
2023-03-11,3.75939
2023-03-12,4.92139
2023-03-13,5.39986
2023-03-14,6.56185
2023-03-15,4.92139
2023-03-16,4.30622
2023-03-17,4.37457
2023-03-18,2.66575
2023-03-19,2.80246
2023-03-20,4.85304
2023-03-21,6.22009
2023-03-22,4.92139
2023-03-23,4.16951
2023-03-24,5.1948
2023-03-25,2.87081
2023-03-26,2.05058
2023-03-27,4.10116
2023-03-28,5.33151
2023-03-29,3.07587
2023-03-30,3.14422
2023-03-31,3.14422
2023-04-01,1.4354
2023-04-02,1.70881
2023-04-03,3.00751
2023-04-04,2.46069
2023-04-05,3.75939
2023-04-06,3.48598
2023-04-07,3.07587
2023-04-08,1.2987
2023-04-09,2.05058
2023-04-10,3.55434
2023-04-11,3.96445
2023-04-12,3.75939
2023-04-13,3.14422
2023-04-14,2.66575
2023-04-15,2.05058
2023-04-16,1.57211
2023-04-17,4.23786
2023-04-18,4.71633
2023-04-19,3.62269
2023-04-20,3.14422
2023-04-21,4.37457
2023-04-22,1.4354
2023-04-23,1.2987
2023-04-24,3.21257
2023-04-25,3.28092
2023-04-26,3.28092
2023-04-27,3.96445
2023-04-28,2.5974
2023-04-29,1.02529
2023-04-30,1.09364
2023-05-01,3.21257
2023-05-02,4.71633
2023-05-03,4.92139
2023-05-04,4.78468
2023-05-05,3.75939
2023-05-06,2.7341
2023-05-07,3.14422
2023-05-08,4.23786
2023-05-09,5.67327
2023-05-10,2.87081
2023-05-11,3.07587
2023-05-12,2.93916
2023-05-13,1.4354
2023-05-14,3.00751
2023-05-15,3.07587
2023-05-16,3.62269
2023-05-17,2.80246
2023-05-18,3.69104
2023-05-19,2.93916
2023-05-20,2.11893
2023-05-21,1.98222
2023-05-22,2.93916
2023-05-23,4.23786
2023-05-24,4.10116
2023-05-25,4.44292
2023-05-26,3.00751
2023-05-27,1.77717
2023-05-28,2.39234
