date,실손보험비교사이트
2023-12-24,26.85185
2023-12-25,25.0
2023-12-26,40.74074
2023-12-27,25.92592
2023-12-28,23.14814
2023-12-29,25.92592
2023-12-30,26.85185
2023-12-31,15.74074
2024-01-01,8.33333
2024-01-02,21.29629
2024-01-03,40.74074
2024-01-04,26.85185
2024-01-05,30.55555
2024-01-06,22.22222
2024-01-07,25.0
2024-01-08,33.33333
2024-01-09,16.66666
2024-01-10,34.25925
2024-01-11,29.62962
2024-01-12,15.74074
2024-01-13,4.62962
2024-01-14,6.48148
2024-01-15,18.51851
2024-01-16,23.14814
2024-01-17,22.22222
2024-01-18,37.96296
2024-01-19,45.37037
2024-01-20,19.44444
2024-01-21,23.14814
2024-01-22,38.88888
2024-01-23,47.22222
2024-01-24,18.51851
2024-01-25,23.14814
2024-01-26,20.37037
2024-01-27,10.18518
2024-01-28,5.55555
2024-01-29,17.59259
2024-01-30,21.29629
2024-01-31,22.22222
2024-02-01,35.18518
2024-02-02,22.22222
2024-02-03,4.62962
2024-02-04,8.33333
2024-02-05,48.14814
2024-02-06,73.14814
2024-02-07,51.85185
2024-02-08,60.18518
2024-02-09,5.55555
2024-02-10,31.48148
2024-02-11,25.92592
2024-02-12,30.55555
2024-02-13,55.55555
2024-02-14,50.0
2024-02-15,25.92592
2024-02-16,25.92592
2024-02-17,8.33333
2024-02-18,10.18518
2024-02-19,21.29629
2024-02-20,39.81481
2024-02-21,47.22222
2024-02-22,41.66666
2024-02-23,17.59259
2024-02-24,4.62962
2024-02-25,8.33333
2024-02-26,34.25925
2024-02-27,30.55555
2024-02-28,45.37037
2024-02-29,41.66666
2024-03-02,6.48148
2024-03-03,6.48148
2024-03-04,32.4074
2024-03-05,37.96296
2024-03-06,34.25925
2024-03-07,17.59259
2024-03-08,15.74074
2024-03-09,8.33333
2024-03-11,20.37037
2024-03-12,18.51851
2024-03-13,20.37037
2024-03-14,21.29629
2024-03-15,19.44444
2024-03-16,6.48148
2024-03-17,8.33333
2024-03-18,33.33333
2024-03-19,27.77777
2024-03-20,18.51851
