date,카드캐시백이벤트
2023-08-30,24.17582
2023-08-31,13.18681
2023-09-01,30.76923
2023-09-02,16.48351
2023-09-04,23.07692
2023-09-05,9.8901
2023-09-06,10.98901
2023-09-07,18.68131
2023-09-10,5.4945
2023-09-11,7.6923
2023-09-12,25.27472
2023-09-13,21.97802
2023-09-14,6.5934
2023-09-16,15.38461
2023-09-17,12.08791
2023-09-18,16.48351
2023-09-19,39.56043
2023-09-20,42.85714
2023-09-21,21.97802
2023-09-23,5.4945
2023-09-24,8.7912
2023-09-25,8.7912
2023-09-26,10.98901
2023-09-27,18.68131
2023-09-29,7.6923
2023-09-30,9.8901
2023-10-01,9.8901
2023-10-02,9.8901
2023-10-03,15.38461
2023-10-04,20.87912
2023-10-05,23.07692
2023-10-06,10.98901
2023-10-07,12.08791
2023-10-08,6.5934
2023-10-09,9.8901
2023-10-10,10.98901
2023-10-11,18.68131
2023-10-12,15.38461
2023-10-13,9.8901
2023-10-14,10.98901
2023-10-15,9.8901
2023-10-16,13.18681
2023-10-17,17.58241
2023-10-18,21.97802
2023-10-19,24.17582
2023-10-20,15.38461
2023-10-21,16.48351
2023-10-23,5.4945
2023-10-24,5.4945
2023-10-25,13.18681
2023-10-26,12.08791
2023-10-27,14.28571
2023-10-28,8.7912
2023-10-29,13.18681
2023-10-30,12.08791
2023-10-31,27.47252
2023-11-01,53.84615
2023-11-02,52.74725
2023-11-03,17.58241
2023-11-04,10.98901
2023-11-05,15.38461
2023-11-06,25.27472
2023-11-07,23.07692
2023-11-08,17.58241
2023-11-09,7.6923
2023-11-10,20.87912
2023-11-11,15.38461
2023-11-12,10.98901
2023-11-13,23.07692
2023-11-14,30.76923
2023-11-15,27.47252
2023-11-16,32.96703
2023-11-17,27.47252
2023-11-18,12.08791
2023-11-19,16.48351
2023-11-20,27.47252
2023-11-21,45.05494
2023-11-22,23.07692
2023-11-23,23.07692
2023-11-24,28.57142
2023-11-25,15.38461
2023-11-26,18.68131
2023-11-27,32.96703
2023-11-28,29.67032
2023-11-29,29.67032
2023-11-30,50.54945
2023-12-01,78.02197
2023-12-02,36.26373
2023-12-03,28.57142
2023-12-04,56.04395
2023-12-05,35.16483
2023-12-06,28.57142
2023-12-07,16.48351
2023-12-08,16.48351
2023-12-09,14.28571
2023-12-10,28.57142
2023-12-11,8.7912
2023-12-12,27.47252
2023-12-13,29.67032
2023-12-14,19.78021
2023-12-15,25.27472
2023-12-16,17.58241
2023-12-17,13.18681
2023-12-18,32.96703
2023-12-19,29.67032
2023-12-20,16.48351
2023-12-21,16.48351
2023-12-22,14.28571
2023-12-23,10.98901
2023-12-24,12.08791
2023-12-25,16.48351
2023-12-26,36.26373
2023-12-27,37.36263
2023-12-28,27.47252
2023-12-29,10.98901
2023-12-31,9.8901
2024-01-01,30.76923
2024-01-02,39.56043
2024-01-03,13.18681
2024-01-04,32.96703
2024-01-05,21.97802
2024-01-06,10.98901
2024-01-07,7.6923
2024-01-08,18.68131
2024-01-09,17.58241
2024-01-10,28.57142
2024-01-11,28.57142
2024-01-12,29.67032
2024-01-13,12.08791
2024-01-14,7.6923
2024-01-15,32.96703
2024-01-16,40.65934
2024-01-17,36.26373
2024-01-18,19.78021
2024-01-19,20.87912
2024-01-20,7.6923
2024-01-21,27.47252
2024-01-22,24.17582
2024-01-23,53.84615
2024-01-24,29.67032
2024-01-25,13.18681
2024-01-26,8.7912
2024-01-27,6.5934
2024-01-28,9.8901
2024-01-29,16.48351
2024-01-30,38.46153
2024-01-31,41.75824
2024-02-01,60.43956
2024-02-02,28.57142
2024-02-03,28.57142
2024-02-04,18.68131
2024-02-05,32.96703
2024-02-06,32.96703
2024-02-07,34.06593
2024-02-08,10.98901
2024-02-09,9.8901
2024-02-11,19.78021
2024-02-12,17.58241
2024-02-13,29.67032
2024-02-14,15.38461
2024-02-15,16.48351
2024-02-16,12.08791
2024-02-19,8.7912
2024-02-20,21.97802
2024-02-21,7.6923
2024-02-22,7.6923
2024-02-24,6.5934
2024-02-26,13.18681
2024-02-27,13.18681
2024-02-28,26.37362
2024-02-29,15.38461
2024-03-01,71.42857
2024-03-02,45.05494
2024-03-03,29.67032
2024-03-04,39.56043
2024-03-05,30.76923
2024-03-06,31.86813
2024-03-07,24.17582
2024-03-08,26.37362
2024-03-09,5.4945
2024-03-10,14.28571
2024-03-11,19.78021
2024-03-13,8.7912
2024-03-14,8.7912
2024-03-16,5.4945
2024-03-18,15.38461
2024-03-19,10.98901
