date,보험금조회
2021-02-03,33.77777
2021-02-04,34.44444
2021-02-05,29.55555
2021-02-06,24.11111
2021-02-07,24.11111
2021-02-08,36.88888
2021-02-09,28.88888
2021-02-10,27.44444
2021-02-11,20.55555
2021-02-12,27.77777
2021-02-13,21.88888
2021-02-14,24.77777
2021-02-15,44.88888
2021-02-16,40.88888
2021-02-17,38.77777
2021-02-18,36.44444
2021-02-19,30.88888
2021-02-20,20.77777
2021-02-21,22.22222
2021-02-22,33.22222
2021-02-23,33.88888
2021-02-24,31.11111
2021-02-25,38.33333
2021-02-26,29.0
2021-02-27,17.55555
2021-02-28,20.88888
2021-03-01,25.44444
2021-03-02,38.77777
2021-03-03,32.33333
2021-03-04,26.77777
2021-03-05,27.0
2021-03-06,21.33333
2021-03-07,22.44444
2021-03-08,32.22222
2021-03-09,29.22222
2021-03-10,36.66666
2021-03-11,27.0
2021-03-12,28.33333
2021-03-13,17.0
2021-03-14,20.0
2021-03-15,34.33333
2021-03-16,28.44444
2021-03-17,28.55555
2021-03-18,25.33333
2021-03-19,26.77777
2021-03-20,18.66666
2021-03-21,18.0
2021-03-22,31.11111
2021-03-23,30.44444
2021-03-24,35.55555
2021-03-25,33.77777
2021-03-26,23.77777
2021-03-27,17.55555
2021-03-28,16.0
2021-03-29,31.44444
2021-03-30,29.0
2021-03-31,30.88888
2021-04-01,24.55555
2021-04-02,24.33333
2021-04-03,19.33333
2021-04-04,17.77777
2021-04-05,29.0
2021-04-06,25.66666
2021-04-07,22.44444
2021-04-08,24.44444
2021-04-09,22.33333
2021-04-10,14.0
2021-04-11,16.55555
2021-04-12,28.22222
2021-04-13,27.33333
2021-04-14,25.22222
2021-04-15,28.11111
2021-04-16,20.22222
2021-04-17,16.0
2021-04-18,14.11111
2021-04-19,29.88888
2021-04-20,30.66666
2021-04-21,31.55555
2021-04-22,27.55555
2021-04-23,24.22222
2021-04-24,17.0
2021-04-25,14.44444
2021-04-26,30.88888
2021-04-27,30.22222
2021-04-28,26.0
2021-04-29,27.66666
2021-04-30,27.66666
2021-05-01,17.44444
2021-05-02,17.66666
2021-05-03,26.88888
2021-05-04,25.11111
2021-05-05,20.0
2021-05-06,30.33333
2021-05-07,27.77777
2021-05-08,20.22222
2021-05-09,22.22222
2021-05-10,36.0
2021-05-11,30.88888
2021-05-12,28.11111
2021-05-13,29.0
2021-05-14,27.11111
2021-05-15,20.11111
2021-05-16,22.77777
2021-05-17,39.22222
2021-05-18,33.66666
2021-05-19,29.44444
2021-05-20,41.88888
2021-05-21,31.55555
2021-05-22,19.66666
2021-05-23,23.66666
2021-05-24,37.0
2021-05-25,36.44444
2021-05-26,36.77777
2021-05-27,36.22222
2021-05-28,26.0
2021-05-29,18.11111
2021-05-30,19.0
2021-05-31,31.44444
2021-06-01,27.66666
2021-06-02,29.55555
2021-06-03,27.44444
2021-06-04,25.88888
2021-06-05,18.11111
2021-06-06,17.88888
2021-06-07,28.33333
2021-06-08,30.88888
2021-06-09,31.0
2021-06-10,26.55555
2021-06-11,24.33333
2021-06-12,16.55555
2021-06-13,17.33333
2021-06-14,28.33333
2021-06-15,31.22222
2021-06-16,38.55555
2021-06-17,35.22222
2021-06-18,28.0
2021-06-19,15.11111
2021-06-20,18.33333
2021-06-21,28.88888
2021-06-22,31.33333
2021-06-23,26.77777
2021-06-24,30.22222
2021-06-25,25.44444
2021-06-26,19.77777
2021-06-27,17.88888
2021-06-28,27.77777
2021-06-29,32.77777
2021-06-30,36.0
2021-07-01,24.66666
2021-07-02,22.77777
2021-07-03,14.22222
2021-07-04,13.44444
2021-07-05,23.88888
2021-07-06,24.66666
2021-07-07,22.0
2021-07-08,25.0
2021-07-09,22.11111
2021-07-10,14.11111
2021-07-11,14.22222
2021-07-12,26.66666
2021-07-13,24.44444
2021-07-14,21.44444
2021-07-15,23.66666
2021-07-16,24.0
2021-07-17,18.0
2021-07-18,15.0
2021-07-19,22.44444
2021-07-20,25.66666
2021-07-21,28.0
2021-07-22,24.33333
2021-07-23,21.77777
2021-07-24,15.44444
2021-07-25,16.55555
2021-07-26,26.66666
2021-07-27,23.0
2021-07-28,24.77777
2021-07-29,23.0
2021-07-30,20.33333
2021-07-31,15.22222
2021-08-01,15.44444
2021-08-02,27.33333
2021-08-03,24.66666
2021-08-04,23.0
2021-08-05,24.44444
2021-08-06,19.11111
2021-08-07,14.55555
2021-08-08,13.66666
2021-08-09,27.66666
2021-08-10,27.77777
2021-08-11,26.66666
2021-08-12,24.33333
2021-08-13,22.33333
2021-08-14,18.0
2021-08-15,16.0
2021-08-16,22.44444
2021-08-17,34.33333
2021-08-18,27.88888
2021-08-19,25.55555
2021-08-20,28.0
2021-08-21,18.88888
2021-08-22,16.77777
2021-08-23,32.11111
2021-08-24,26.55555
2021-08-25,31.0
2021-08-26,31.22222
2021-08-27,26.33333
2021-08-28,19.88888
2021-08-29,18.33333
2021-08-30,31.0
2021-08-31,29.77777
2021-09-01,30.77777
2021-09-02,25.33333
2021-09-03,28.11111
2021-09-04,17.66666
2021-09-05,20.22222
2021-09-06,42.88888
2021-09-07,32.33333
2021-09-08,29.44444
2021-09-09,25.55555
2021-09-10,25.66666
2021-09-11,18.55555
2021-09-12,16.88888
2021-09-13,30.22222
2021-09-14,30.44444
2021-09-15,26.77777
2021-09-16,22.33333
2021-09-17,21.77777
2021-09-18,17.0
2021-09-19,12.33333
2021-09-20,12.55555
2021-09-21,14.0
2021-09-22,16.77777
2021-09-23,35.66666
2021-09-24,32.88888
2021-09-25,16.66666
2021-09-26,16.55555
2021-09-27,31.88888
2021-09-28,24.22222
2021-09-29,28.0
2021-09-30,27.33333
2021-10-01,22.55555
2021-10-02,14.0
2021-10-03,13.77777
2021-10-04,17.33333
2021-10-05,27.44444
2021-10-06,31.44444
2021-10-07,32.66666
2021-10-08,23.88888
2021-10-09,10.55555
2021-10-10,14.22222
2021-10-11,13.22222
2021-10-12,29.33333
2021-10-13,26.55555
2021-10-14,24.55555
2021-10-15,23.44444
2021-10-16,12.33333
2021-10-17,11.22222
2021-10-18,23.44444
2021-10-19,23.22222
2021-10-20,22.88888
2021-10-21,20.33333
2021-10-22,20.11111
2021-10-23,11.77777
2021-10-24,12.77777
2021-10-25,23.22222
2021-10-26,22.44444
2021-10-27,25.33333
2021-10-28,21.44444
2021-10-29,17.55555
2021-10-30,13.55555
2021-10-31,13.22222
2021-11-01,22.66666
2021-11-02,43.77777
2021-11-03,100.0
2021-11-04,68.11111
2021-11-05,35.55555
2021-11-06,24.0
2021-11-07,19.22222
2021-11-08,29.88888
2021-11-09,29.11111
2021-11-10,27.44444
2021-11-11,25.33333
2021-11-12,24.0
2021-11-13,16.44444
2021-11-14,14.55555
2021-11-15,28.0
2021-11-16,25.55555
2021-11-17,22.44444
2021-11-18,24.22222
2021-11-19,21.66666
2021-11-20,13.44444
2021-11-21,11.22222
2021-11-22,26.77777
2021-11-23,24.55555
2021-11-24,23.77777
2021-11-25,26.66666
2021-11-26,22.88888
2021-11-27,11.77777
2021-11-28,10.33333
2021-11-29,24.88888
2021-11-30,23.66666
2021-12-01,21.0
2021-12-02,19.44444
2021-12-03,20.11111
2021-12-04,16.22222
2021-12-05,13.22222
2021-12-06,24.88888
2021-12-07,23.44444
2021-12-08,19.0
2021-12-09,23.22222
2021-12-10,20.33333
2021-12-11,13.22222
2021-12-12,15.11111
2021-12-13,22.33333
2021-12-14,22.0
2021-12-15,23.0
2021-12-16,21.77777
2021-12-17,21.11111
2021-12-18,10.88888
2021-12-19,16.44444
2021-12-20,29.11111
2021-12-21,27.55555
2021-12-22,24.55555
2021-12-23,20.55555
2021-12-24,19.66666
2021-12-25,15.0
2021-12-26,14.0
2021-12-27,25.0
2021-12-28,26.77777
2021-12-29,26.66666
2021-12-30,26.33333
2021-12-31,21.0
2022-01-01,15.55555
2022-01-02,17.0
2022-01-03,28.55555
2022-01-04,31.88888
2022-01-05,28.44444
2022-01-06,31.11111
2022-01-07,27.88888
2022-01-08,15.88888
2022-01-09,18.66666
2022-01-10,33.11111
2022-01-11,27.66666
2022-01-12,26.22222
2022-01-13,22.44444
2022-01-14,22.66666
2022-01-15,16.22222
2022-01-16,12.66666
2022-01-17,26.77777
2022-01-18,24.66666
2022-01-19,23.88888
2022-01-20,30.55555
2022-01-21,24.11111
2022-01-22,14.44444
2022-01-23,19.33333
2022-01-24,30.0
2022-01-25,25.55555
2022-01-26,28.44444
2022-01-27,23.66666
2022-01-28,19.11111
2022-01-29,15.22222
2022-01-30,12.11111
2022-01-31,12.77777
2022-02-01,15.88888
2022-02-02,15.33333
2022-02-03,30.44444
2022-02-04,27.22222
2022-02-05,16.33333
2022-02-06,17.66666
2022-02-07,29.11111
2022-02-08,26.11111
2022-02-09,23.22222
2022-02-10,23.33333
2022-02-11,23.66666
2022-02-12,15.0
2022-02-13,14.66666
2022-02-14,21.88888
2022-02-15,23.44444
2022-02-16,22.66666
2022-02-17,24.0
2022-02-18,20.55555
2022-02-19,13.66666
2022-02-20,14.44444
2022-02-21,27.44444
2022-02-22,27.11111
2022-02-23,25.66666
2022-02-24,20.88888
2022-02-25,22.22222
2022-02-26,21.55555
2022-02-27,12.77777
2022-02-28,26.55555
2022-03-01,16.66666
2022-03-02,27.11111
2022-03-03,21.11111
2022-03-04,18.77777
2022-03-05,12.66666
2022-03-06,10.77777
2022-03-07,23.55555
2022-03-08,22.88888
2022-03-09,12.66666
2022-03-10,22.11111
2022-03-11,22.55555
2022-03-12,12.22222
2022-03-13,13.55555
2022-03-14,23.66666
2022-03-15,24.55555
2022-03-16,21.77777
2022-03-17,20.77777
2022-03-18,18.11111
2022-03-19,13.22222
2022-03-20,13.88888
2022-03-21,23.55555
2022-03-22,22.33333
2022-03-23,22.22222
2022-03-24,22.0
2022-03-25,20.88888
2022-03-26,17.22222
2022-03-27,12.44444
2022-03-28,20.0
2022-03-29,21.66666
2022-03-30,23.0
2022-03-31,20.88888
2022-04-01,16.66666
2022-04-02,12.22222
2022-04-03,13.66666
2022-04-04,17.88888
2022-04-05,20.88888
2022-04-06,22.11111
2022-04-07,19.44444
2022-04-08,19.55555
2022-04-09,9.55555
2022-04-10,12.77777
2022-04-11,22.77777
2022-04-12,23.33333
2022-04-13,18.44444
2022-04-14,19.88888
2022-04-15,19.33333
2022-04-16,12.11111
2022-04-17,14.0
2022-04-18,17.22222
2022-04-19,21.11111
2022-04-20,23.0
2022-04-21,21.88888
2022-04-22,18.0
2022-04-23,11.55555
2022-04-24,11.88888
2022-04-25,26.11111
2022-04-26,28.33333
2022-04-27,18.22222
2022-04-28,19.0
2022-04-29,19.22222
2022-04-30,9.77777
2022-05-01,12.0
2022-05-02,20.11111
2022-05-03,19.22222
2022-05-04,18.88888
2022-05-05,15.44444
2022-05-06,19.0
2022-05-07,14.66666
2022-05-08,12.22222
2022-05-09,21.44444
2022-05-10,25.22222
2022-05-11,26.11111
2022-05-12,24.22222
2022-05-13,21.55555
2022-05-14,13.22222
2022-05-15,9.44444
2022-05-16,22.66666
2022-05-17,24.0
2022-05-18,20.66666
2022-05-19,19.11111
2022-05-20,16.66666
2022-05-21,12.33333
2022-05-22,10.55555
2022-05-23,22.66666
2022-05-24,22.77777
2022-05-25,24.77777
2022-05-26,19.33333
2022-05-27,21.0
2022-05-28,14.0
2022-05-29,10.66666
2022-05-30,24.33333
2022-05-31,18.44444
2022-06-01,16.88888
2022-06-02,19.44444
2022-06-03,15.66666
2022-06-04,11.11111
2022-06-05,11.0
2022-06-06,14.11111
2022-06-07,22.11111
2022-06-08,20.0
2022-06-09,19.77777
2022-06-10,19.77777
2022-06-11,12.77777
2022-06-12,14.11111
2022-06-13,22.55555
2022-06-14,19.22222
2022-06-15,24.55555
2022-06-16,20.77777
2022-06-17,20.55555
2022-06-18,13.88888
2022-06-19,13.44444
2022-06-20,28.22222
2022-06-21,21.88888
2022-06-22,22.44444
2022-06-23,19.33333
2022-06-24,19.88888
2022-06-25,9.33333
2022-06-26,11.11111
2022-06-27,21.55555
2022-06-28,23.77777
2022-06-29,20.0
2022-06-30,23.0
2022-07-01,18.88888
2022-07-02,10.44444
2022-07-03,11.44444
2022-07-04,22.44444
2022-07-05,23.88888
2022-07-06,18.66666
2022-07-07,19.11111
2022-07-08,17.66666
2022-07-09,12.77777
2022-07-10,12.88888
2022-07-11,23.33333
2022-07-12,18.77777
2022-07-13,20.88888
2022-07-14,19.88888
2022-07-15,18.44444
2022-07-16,12.0
2022-07-17,11.44444
2022-07-18,21.44444
2022-07-19,21.11111
2022-07-20,20.77777
2022-07-21,20.55555
2022-07-22,18.77777
2022-07-23,11.33333
2022-07-24,12.66666
2022-07-25,21.77777
2022-07-26,22.22222
2022-07-27,20.88888
2022-07-28,18.11111
2022-07-29,18.11111
2022-07-30,12.0
2022-07-31,9.66666
2022-08-01,18.22222
2022-08-02,20.77777
2022-08-03,19.66666
2022-08-04,21.66666
2022-08-05,19.88888
2022-08-06,13.44444
2022-08-07,10.77777
2022-08-08,20.77777
2022-08-09,22.55555
2022-08-10,18.77777
2022-08-11,21.44444
2022-08-12,18.66666
2022-08-13,10.88888
2022-08-14,13.11111
2022-08-15,15.88888
2022-08-16,24.77777
2022-08-17,22.55555
2022-08-18,22.44444
2022-08-19,20.0
2022-08-20,13.88888
2022-08-21,11.33333
2022-08-22,22.88888
2022-08-23,22.88888
2022-08-24,23.55555
2022-08-25,26.22222
2022-08-26,23.11111
2022-08-27,12.11111
2022-08-28,12.77777
2022-08-29,24.66666
2022-08-30,23.11111
2022-08-31,21.44444
2022-09-01,19.11111
2022-09-02,15.88888
2022-09-03,11.55555
2022-09-04,10.44444
2022-09-05,18.88888
2022-09-06,16.33333
2022-09-07,20.22222
2022-09-08,14.22222
2022-09-09,10.44444
2022-09-10,11.77777
2022-09-11,9.77777
2022-09-12,12.44444
2022-09-13,25.33333
2022-09-14,21.88888
2022-09-15,25.0
2022-09-16,21.0
2022-09-17,13.0
2022-09-18,11.88888
2022-09-19,23.44444
2022-09-20,22.77777
2022-09-21,20.88888
2022-09-22,18.77777
2022-09-23,15.22222
2022-09-24,10.44444
2022-09-25,10.88888
2022-09-26,22.55555
2022-09-27,20.88888
2022-09-28,23.33333
2022-09-29,21.66666
2022-09-30,16.55555
2022-10-01,10.88888
2022-10-02,11.0
2022-10-03,11.77777
2022-10-04,25.22222
2022-10-05,24.88888
2022-10-06,24.44444
2022-10-07,26.55555
2022-10-08,13.77777
2022-10-09,10.88888
2022-10-10,14.77777
2022-10-11,23.77777
2022-10-12,23.88888
2022-10-13,23.0
2022-10-14,19.44444
2022-10-15,14.77777
2022-10-16,15.33333
2022-10-17,31.11111
2022-10-18,24.22222
2022-10-19,18.22222
2022-10-20,25.11111
2022-10-21,27.88888
2022-10-22,15.44444
2022-10-23,18.33333
2022-10-24,25.88888
2022-10-25,28.77777
2022-10-26,26.22222
2022-10-27,24.55555
2022-10-28,19.11111
2022-10-29,12.77777
2022-10-30,12.33333
2022-10-31,25.88888
2022-11-01,19.0
2022-11-02,22.22222
2022-11-03,21.33333
2022-11-04,21.33333
2022-11-05,13.77777
2022-11-06,11.77777
2022-11-07,23.77777
2022-11-08,23.0
2022-11-09,23.77777
2022-11-10,17.55555
2022-11-11,20.88888
2022-11-12,16.11111
2022-11-13,12.88888
2022-11-14,23.55555
2022-11-15,29.66666
2022-11-16,24.22222
2022-11-17,19.77777
2022-11-18,19.44444
2022-11-19,13.33333
2022-11-20,13.44444
2022-11-21,29.22222
2022-11-22,23.55555
2022-11-23,25.88888
2022-11-24,23.11111
2022-11-25,22.77777
2022-11-26,15.11111
2022-11-27,13.0
2022-11-28,25.22222
2022-11-29,21.77777
2022-11-30,21.88888
2022-12-01,23.11111
2022-12-02,18.88888
2022-12-03,12.88888
2022-12-04,14.77777
2022-12-05,28.0
2022-12-06,24.55555
2022-12-07,26.22222
2022-12-08,25.22222
2022-12-09,20.55555
2022-12-10,12.77777
2022-12-11,11.88888
2022-12-12,26.66666
2022-12-13,25.55555
2022-12-14,24.33333
2022-12-15,24.88888
2022-12-16,20.66666
2022-12-17,13.77777
2022-12-18,14.0
2022-12-19,26.33333
2022-12-20,27.0
2022-12-21,23.55555
2022-12-22,27.77777
2022-12-23,24.0
2022-12-24,14.66666
2022-12-25,13.11111
2022-12-26,31.22222
2022-12-27,35.77777
2022-12-28,28.55555
2022-12-29,28.55555
2022-12-30,24.66666
2022-12-31,16.88888
2023-01-01,16.11111
2023-01-02,29.66666
2023-01-03,29.77777
2023-01-04,28.0
2023-01-05,29.22222
2023-01-06,25.33333
2023-01-07,19.55555
2023-01-08,18.66666
2023-01-09,28.33333
2023-01-10,29.55555
2023-01-11,28.88888
2023-01-12,25.66666
2023-01-13,24.77777
2023-01-14,17.55555
2023-01-15,18.0
2023-01-16,29.11111
2023-01-17,30.33333
2023-01-18,25.33333
2023-01-19,22.88888
2023-01-20,19.55555
2023-01-21,16.0
2023-01-22,18.0
2023-01-23,16.88888
2023-01-24,17.11111
2023-01-25,38.44444
2023-01-26,34.55555
2023-01-27,28.0
2023-01-28,16.11111
2023-01-29,17.33333
2023-01-30,29.44444
2023-01-31,28.11111
2023-02-01,27.22222
2023-02-02,28.55555
2023-02-03,20.22222
2023-02-04,15.44444
2023-02-05,13.77777
2023-02-06,27.0
2023-02-07,24.11111
2023-02-08,28.44444
2023-02-09,25.55555
2023-02-10,21.66666
2023-02-11,14.44444
2023-02-12,17.22222
2023-02-13,29.11111
2023-02-14,24.44444
2023-02-15,26.33333
2023-02-16,23.77777
2023-02-17,18.77777
2023-02-18,15.22222
2023-02-19,14.33333
2023-02-20,27.33333
2023-02-21,26.55555
2023-02-22,23.44444
2023-02-23,26.88888
2023-02-24,21.44444
2023-02-25,17.11111
2023-02-26,13.77777
2023-02-27,24.22222
2023-02-28,23.77777
2023-03-01,17.77777
2023-03-02,23.11111
2023-03-03,21.11111
2023-03-04,13.88888
2023-03-05,13.77777
2023-03-06,22.11111
2023-03-07,20.77777
2023-03-08,17.88888
2023-03-09,20.33333
2023-03-10,17.66666
2023-03-11,11.88888
2023-03-12,13.0
2023-03-13,22.44444
2023-03-14,21.33333
2023-03-15,24.33333
2023-03-16,22.0
2023-03-17,19.0
2023-03-18,14.0
2023-03-19,10.66666
2023-03-20,25.77777
2023-03-21,24.33333
2023-03-22,23.33333
2023-03-23,25.0
2023-03-24,18.44444
2023-03-25,14.0
2023-03-26,13.33333
2023-03-27,26.77777
2023-03-28,26.77777
2023-03-29,25.33333
2023-03-30,20.66666
2023-03-31,19.66666
2023-04-01,15.11111
2023-04-02,13.66666
2023-04-03,19.77777
2023-04-04,20.55555
2023-04-05,21.44444
2023-04-06,20.77777
2023-04-07,18.66666
2023-04-08,10.55555
2023-04-09,8.55555
2023-04-10,24.66666
2023-04-11,24.33333
2023-04-12,21.55555
2023-04-13,19.66666
2023-04-14,18.88888
2023-04-15,12.55555
2023-04-16,11.33333
2023-04-17,21.55555
2023-04-18,22.66666
2023-04-19,24.88888
2023-04-20,24.22222
2023-04-21,21.33333
2023-04-22,10.22222
2023-04-23,10.22222
2023-04-24,22.33333
2023-04-25,26.66666
2023-04-26,22.88888
2023-04-27,21.33333
2023-04-28,16.77777
2023-04-29,13.66666
2023-04-30,10.77777
2023-05-01,17.22222
2023-05-02,24.55555
2023-05-03,20.0
2023-05-04,24.0
2023-05-05,14.66666
2023-05-06,16.0
2023-05-07,15.33333
2023-05-08,26.11111
2023-05-09,26.77777
2023-05-10,24.33333
2023-05-11,25.0
2023-05-12,20.55555
2023-05-13,11.22222
2023-05-14,11.77777
2023-05-15,26.22222
2023-05-16,24.0
2023-05-17,24.55555
2023-05-18,23.66666
2023-05-19,22.66666
2023-05-20,15.0
2023-05-21,13.44444
2023-05-22,24.22222
2023-05-23,27.44444
2023-05-24,23.77777
2023-05-25,26.55555
2023-05-26,22.22222
2023-05-27,14.33333
2023-05-28,14.77777
2023-05-29,16.33333
2023-05-30,25.88888
2023-05-31,28.88888
2023-06-01,22.0
2023-06-02,19.11111
2023-06-03,14.11111
2023-06-04,14.44444
2023-06-05,21.22222
2023-06-06,16.44444
2023-06-07,21.77777
2023-06-08,20.22222
2023-06-09,21.44444
