date,SOLETF
2022-01-23,1.71232
2022-01-24,1.19863
2022-01-25,2.56849
2022-01-26,3.59589
2022-01-28,2.91095
2022-01-29,0.85616
2022-02-01,0.85616
2022-02-02,1.19863
2022-02-03,2.73972
2022-02-04,2.73972
2022-02-05,1.19863
2022-02-06,1.02739
2022-02-07,2.91095
2022-02-08,3.08219
2022-02-09,3.08219
2022-02-10,1.19863
2022-02-12,1.02739
2022-02-14,2.22602
2022-02-15,2.22602
2022-02-16,3.76712
2022-02-17,3.93835
2022-02-18,1.36986
2022-02-19,1.02739
2022-02-22,2.05479
2022-02-23,1.54109
2022-02-24,1.88356
2022-02-25,1.36986
2022-02-26,1.02739
2022-02-27,0.85616
2022-02-28,2.56849
2022-03-01,0.85616
2022-03-02,2.05479
2022-03-03,3.25342
2022-03-04,2.05479
2022-03-07,1.19863
2022-03-08,2.05479
2022-03-09,1.02739
2022-03-10,3.93835
2022-03-11,2.05479
2022-03-14,1.54109
2022-03-15,2.39726
2022-03-16,3.76712
2022-03-17,1.02739
2022-03-21,1.36986
2022-03-24,1.71232
2022-03-25,1.19863
2022-03-29,1.02739
2022-04-02,1.19863
2022-04-04,2.56849
2022-04-05,1.88356
2022-04-06,4.10958
2022-04-07,18.15068
2022-04-08,10.10273
2022-04-09,4.62328
2022-04-10,4.45205
2022-04-11,6.16438
2022-04-12,9.58904
2022-04-13,4.62328
2022-04-14,2.05479
2022-04-15,5.47945
2022-04-16,2.22602
2022-04-18,4.28082
2022-04-19,2.39726
2022-04-20,2.91095
2022-04-21,2.22602
2022-04-22,3.08219
2022-04-24,0.85616
2022-04-26,2.22602
2022-04-27,1.02739
2022-04-29,1.02739
2022-04-30,2.05479
2022-05-01,1.19863
2022-05-02,1.54109
2022-05-04,1.02739
2022-05-11,1.02739
2022-05-12,1.19863
2022-05-13,1.36986
2022-05-16,2.56849
2022-05-17,1.71232
2022-05-18,0.85616
2022-05-19,1.36986
2022-05-20,1.19863
2022-05-23,2.05479
2022-05-24,1.02739
2022-05-25,1.71232
2022-05-26,2.39726
2022-05-30,1.36986
2022-05-31,2.05479
2022-06-03,0.85616
2022-06-07,3.59589
2022-06-08,4.79452
2022-06-09,3.59589
2022-06-10,4.10958
2022-06-11,3.76712
2022-06-12,2.56849
2022-06-13,4.28082
2022-06-14,7.87671
2022-06-15,5.13698
2022-06-16,3.76712
2022-06-17,100.0
2022-06-18,89.04109
2022-06-19,44.34931
2022-06-20,49.31506
2022-06-21,77.73972
2022-06-22,33.56164
2022-06-23,19.34931
2022-06-24,21.4041
2022-06-25,25.34246
2022-06-26,21.06164
2022-06-27,18.32191
2022-06-28,21.23287
2022-06-29,13.52739
2022-06-30,10.4452
2022-07-01,9.24657
2022-07-02,4.79452
2022-07-03,3.42465
2022-07-04,5.99315
2022-07-05,3.93835
2022-07-06,5.47945
2022-07-07,5.30821
2022-07-08,5.30821
2022-07-09,3.93835
2022-07-10,2.91095
2022-07-11,3.42465
2022-07-12,2.39726
2022-07-13,4.10958
2022-07-14,4.10958
2022-07-15,2.39726
2022-07-16,3.59589
2022-07-17,3.42465
2022-07-18,2.91095
2022-07-19,3.59589
2022-07-20,4.10958
2022-07-21,4.45205
2022-07-22,3.59589
2022-07-23,2.91095
2022-07-24,4.10958
2022-07-25,5.13698
2022-07-26,5.82191
2022-07-27,6.33561
2022-07-28,7.36301
2022-07-29,4.96575
2022-07-30,6.33561
2022-07-31,3.59589
2022-08-01,8.39041
2022-08-02,7.70547
2022-08-03,9.9315
2022-08-04,6.84931
2022-08-05,9.24657
2022-08-06,3.93835
2022-08-07,3.42465
2022-08-08,4.96575
2022-08-09,5.99315
2022-08-10,5.99315
2022-08-11,5.65068
2022-08-12,4.28082
2022-08-13,4.28082
2022-08-14,2.73972
2022-08-15,2.39726
2022-08-16,5.65068
2022-08-17,10.4452
2022-08-18,11.13013
2022-08-19,6.67808
2022-08-20,2.73972
2022-08-21,5.30821
2022-08-22,10.4452
2022-08-23,8.21917
2022-08-24,6.33561
2022-08-25,8.04794
2022-08-26,5.13698
2022-08-27,3.76712
2022-08-28,4.96575
2022-08-29,5.47945
2022-08-30,9.4178
2022-08-31,9.24657
2022-09-01,9.4178
2022-09-02,7.70547
2022-09-03,1.19863
2022-09-04,4.62328
2022-09-05,5.65068
2022-09-06,5.30821
2022-09-07,4.79452
2022-09-08,4.10958
2022-09-09,1.19863
2022-09-10,2.05479
2022-09-11,1.02739
2022-09-12,2.91095
2022-09-13,3.93835
2022-09-14,3.42465
2022-09-15,4.10958
2022-09-16,2.73972
2022-09-17,1.02739
2022-09-19,1.88356
2022-09-20,3.59589
2022-09-21,2.91095
2022-09-22,2.91095
2022-09-23,2.73972
2022-09-25,1.02739
2022-09-26,2.22602
2022-09-27,5.82191
2022-09-28,4.62328
2022-09-29,5.13698
2022-09-30,5.47945
2022-10-02,1.19863
2022-10-03,3.08219
2022-10-04,3.76712
2022-10-05,3.25342
2022-10-06,2.73972
2022-10-07,3.59589
2022-10-08,2.05479
2022-10-10,1.88356
2022-10-11,2.39726
2022-10-12,3.76712
2022-10-13,2.73972
2022-10-14,2.39726
2022-10-15,1.36986
2022-10-16,0.85616
2022-10-17,4.96575
2022-10-18,8.21917
2022-10-19,6.67808
2022-10-20,4.96575
2022-10-21,3.42465
2022-10-23,2.56849
2022-10-24,1.71232
2022-10-25,2.73972
2022-10-26,2.39726
2022-10-27,3.42465
2022-10-28,3.08219
2022-10-29,1.19863
2022-10-30,2.91095
2022-10-31,3.59589
2022-11-01,3.08219
2022-11-02,2.56849
2022-11-03,1.88356
2022-11-04,2.73972
2022-11-06,1.02739
2022-11-07,4.10958
2022-11-08,6.84931
2022-11-09,3.93835
2022-11-10,8.73287
2022-11-11,13.69863
2022-11-12,8.56164
2022-11-13,13.01369
2022-11-14,27.91095
2022-11-15,29.10958
2022-11-16,18.15068
2022-11-17,11.9863
2022-11-18,8.9041
2022-11-19,4.79452
2022-11-20,6.16438
2022-11-21,8.21917
2022-11-22,9.4178
2022-11-23,7.19178
2022-11-24,6.67808
2022-11-25,7.19178
2022-11-26,5.30821
2022-11-27,3.59589
2022-11-28,8.73287
2022-11-29,11.9863
2022-11-30,7.36301
2022-12-01,10.4452
2022-12-02,6.84931
2022-12-03,3.08219
2022-12-04,5.99315
2022-12-05,8.21917
2022-12-06,16.26712
2022-12-07,11.64383
2022-12-08,7.36301
2022-12-09,5.99315
2022-12-10,5.13698
2022-12-11,4.28082
2022-12-12,5.65068
2022-12-13,8.39041
2022-12-14,6.33561
2022-12-15,5.47945
2022-12-16,6.33561
2022-12-17,4.10958
2022-12-18,3.59589
2022-12-19,5.99315
2022-12-20,5.65068
2022-12-21,4.28082
2022-12-22,6.67808
2022-12-23,5.47945
2022-12-24,2.91095
2022-12-25,3.93835
2022-12-26,6.67808
2022-12-27,9.58904
2022-12-28,9.58904
2022-12-29,7.36301
2022-12-30,4.10958
2022-12-31,4.10958
2023-01-01,4.62328
2023-01-02,17.80821
2023-01-03,10.61643
2023-01-04,7.02054
2023-01-05,8.21917
2023-01-06,10.61643
2023-01-07,9.07534
2023-01-08,8.56164
2023-01-09,8.9041
2023-01-10,9.24657
2023-01-11,5.99315
2023-01-12,6.16438
2023-01-13,5.47945
2023-01-14,3.25342
2023-01-15,4.79452
2023-01-16,6.50684
2023-01-17,6.84931
2023-01-18,6.50684
2023-01-19,3.93835
2023-01-20,5.65068
2023-01-21,3.42465
2023-01-22,1.36986
2023-01-23,2.22602
2023-01-24,4.79452
2023-01-25,6.50684
2023-01-26,8.73287
2023-01-27,11.64383
2023-01-28,8.04794
2023-01-29,5.47945
2023-01-30,13.01369
2023-01-31,15.58219
2023-02-01,18.15068
2023-02-02,10.10273
2023-02-03,8.39041
2023-02-04,5.30821
2023-02-05,6.50684
2023-02-06,7.70547
2023-02-07,11.4726
2023-02-08,8.9041
2023-02-09,8.04794
2023-02-10,5.30821
2023-02-11,4.79452
2023-02-12,6.33561
2023-02-13,6.84931
2023-02-14,8.04794
2023-02-15,6.16438
2023-02-16,8.56164
2023-02-17,5.13698
2023-02-18,4.79452
2023-02-19,4.45205
2023-02-20,13.18493
2023-02-21,12.15753
2023-02-22,10.78767
2023-02-23,10.10273
2023-02-24,11.9863
2023-02-25,4.96575
2023-02-26,5.99315
2023-02-27,8.04794
2023-02-28,10.4452
2023-03-01,8.39041
2023-03-02,18.66438
2023-03-03,10.9589
2023-03-04,5.47945
2023-03-05,7.36301
2023-03-06,10.10273
2023-03-07,7.70547
2023-03-08,8.04794
2023-03-09,6.84931
2023-03-10,5.82191
2023-03-11,4.28082
2023-03-12,3.93835
2023-03-13,4.96575
2023-03-14,9.24657
2023-03-15,8.56164
2023-03-16,12.32876
2023-03-17,26.19863
2023-03-18,6.50684
2023-03-19,6.33561
2023-03-20,14.21232
2023-03-21,14.04109
2023-03-22,10.27397
2023-03-23,10.4452
2023-03-24,11.9863
2023-03-25,7.70547
2023-03-26,7.19178
2023-03-27,10.61643
2023-03-28,12.67123
2023-03-29,15.58219
2023-03-30,15.06849
2023-03-31,12.67123
2023-04-01,8.21917
2023-04-02,8.9041
2023-04-03,24.14383
2023-04-04,10.78767
2023-04-05,9.07534
2023-04-06,6.33561
2023-04-07,7.19178
2023-04-08,3.25342
2023-04-09,5.82191
2023-04-10,8.56164
2023-04-11,7.19178
2023-04-12,8.39041
2023-04-13,7.53424
2023-04-14,8.56164
2023-04-15,5.13698
2023-04-16,8.21917
2023-04-17,7.87671
2023-04-18,15.06849
2023-04-19,23.28767
2023-04-20,20.37671
2023-04-21,16.95205
2023-04-22,11.81506
2023-04-23,11.30136
2023-04-24,20.37671
2023-04-25,30.99315
2023-04-26,28.93835
2023-04-27,29.79452
2023-04-28,17.80821
2023-04-29,13.52739
2023-04-30,10.27397
2023-05-01,8.39041
2023-05-02,24.14383
2023-05-03,15.58219
2023-05-04,11.4726
2023-05-05,8.21917
2023-05-06,5.99315
2023-05-07,5.30821
2023-05-08,8.21917
2023-05-09,9.9315
2023-05-10,12.32876
2023-05-11,10.4452
2023-05-12,10.78767
2023-05-13,5.30821
2023-05-14,5.65068
2023-05-15,10.27397
2023-05-16,8.56164
2023-05-17,9.07534
2023-05-18,14.21232
2023-05-19,12.15753
2023-05-20,7.19178
2023-05-21,4.79452
2023-05-22,16.95205
2023-05-23,14.38356
2023-05-24,15.92465
2023-05-25,20.03424
2023-05-26,30.13698
2023-05-27,13.18493
2023-05-28,11.64383
2023-05-29,9.58904
2023-05-30,28.08219
2023-05-31,20.20547
2023-06-01,30.99315
2023-06-02,13.86986
2023-06-03,7.70547
2023-06-04,8.04794
2023-06-05,11.9863
2023-06-06,6.50684
2023-06-07,12.5
2023-06-08,12.32876
2023-06-09,9.24657
2023-06-10,6.50684
2023-06-11,8.39041
2023-06-12,16.95205
2023-06-13,18.32191
2023-06-14,30.30821
2023-06-15,15.75342
2023-06-16,19.34931
2023-06-17,6.84931
2023-06-18,7.36301
2023-06-19,15.75342
2023-06-20,19.17808
2023-06-21,13.69863
2023-06-22,19.86301
2023-06-23,13.18493
2023-06-24,10.4452
2023-06-25,8.73287
2023-06-26,15.23972
2023-06-27,16.78082
2023-06-28,14.04109
2023-06-29,13.01369
2023-06-30,10.27397
2023-07-01,9.07534
2023-07-02,8.56164
2023-07-03,32.19178
2023-07-04,14.89726
2023-07-05,7.87671
2023-07-06,8.21917
2023-07-07,6.16438
2023-07-08,3.76712
2023-07-09,4.28082
2023-07-10,10.61643
2023-07-11,11.30136
2023-07-12,6.50684
2023-07-13,10.9589
2023-07-14,9.4178
2023-07-15,4.45205
2023-07-16,6.16438
2023-07-17,11.4726
2023-07-18,12.84246
2023-07-19,11.9863
2023-07-20,14.72602
2023-07-21,12.5
2023-07-22,6.67808
2023-07-23,4.45205
2023-07-24,11.13013
2023-07-25,9.4178
2023-07-26,15.23972
2023-07-27,17.12328
2023-07-28,13.86986
2023-07-29,8.21917
2023-07-30,6.84931
2023-07-31,17.80821
2023-08-01,33.56164
2023-08-02,14.89726
2023-08-03,11.30136
2023-08-04,14.04109
2023-08-05,5.82191
2023-08-06,4.62328
2023-08-07,7.70547
2023-08-08,10.4452
2023-08-09,12.5
2023-08-10,10.27397
2023-08-11,8.39041
2023-08-12,6.50684
2023-08-13,5.47945
2023-08-14,13.52739
2023-08-15,6.33561
2023-08-16,7.36301
2023-08-17,18.49315
2023-08-18,13.69863
2023-08-19,5.82191
2023-08-20,5.65068
2023-08-21,17.12328
2023-08-22,32.87671
2023-08-23,15.92465
2023-08-24,11.4726
2023-08-25,10.61643
2023-08-26,7.02054
2023-08-27,4.79452
2023-08-28,14.38356
2023-08-29,19.17808
2023-08-30,17.29452
2023-08-31,12.5
2023-09-01,23.4589
2023-09-02,7.70547
2023-09-03,6.33561
2023-09-04,24.65753
2023-09-05,17.46575
2023-09-06,12.84246
2023-09-07,11.4726
2023-09-08,12.84246
2023-09-09,2.22602
2023-09-10,4.10958
2023-09-11,11.4726
2023-09-12,15.23972
2023-09-13,7.70547
2023-09-14,9.76027
2023-09-15,12.67123
2023-09-16,4.62328
2023-09-17,2.91095
2023-09-18,9.4178
2023-09-19,12.84246
2023-09-20,9.4178
2023-09-21,9.24657
2023-09-22,7.36301
2023-09-23,4.28082
2023-09-24,4.79452
2023-09-25,11.81506
2023-09-26,10.61643
2023-09-27,11.64383
2023-09-28,2.56849
2023-09-29,2.05479
2023-09-30,1.19863
2023-10-01,4.10958
2023-10-02,3.08219
2023-10-03,5.99315
2023-10-04,21.57534
2023-10-05,17.29452
2023-10-06,10.10273
2023-10-07,7.02054
2023-10-08,4.28082
2023-10-09,4.79452
2023-10-10,7.36301
2023-10-11,9.9315
2023-10-12,9.58904
2023-10-13,6.67808
2023-10-14,1.19863
2023-10-15,3.08219
2023-10-16,5.82191
2023-10-17,7.53424
2023-10-18,8.73287
2023-10-19,12.15753
2023-10-20,13.18493
2023-10-21,4.96575
2023-10-22,2.39726
2023-10-23,6.33561
2023-10-24,7.19178
2023-10-25,8.04794
2023-10-26,6.84931
2023-10-27,8.9041
2023-10-28,4.96575
2023-10-29,5.47945
2023-10-30,14.38356
2023-10-31,11.30136
2023-11-01,20.71917
2023-11-02,15.75342
2023-11-03,9.07534
2023-11-04,5.82191
2023-11-05,3.42465
2023-11-06,16.43835
2023-11-07,14.38356
2023-11-08,10.78767
2023-11-09,9.76027
2023-11-10,16.78082
2023-11-11,6.16438
2023-11-12,4.62328
2023-11-13,9.9315
2023-11-14,8.73287
2023-11-15,10.78767
2023-11-16,11.13013
2023-11-17,11.30136
2023-11-18,3.76712
2023-11-19,2.56849
2023-11-20,7.87671
2023-11-21,8.21917
2023-11-22,9.58904
2023-11-23,7.70547
2023-11-24,6.84931
2023-11-25,4.62328
2023-11-26,5.47945
2023-11-27,12.32876
2023-11-28,15.41095
2023-11-29,15.92465
2023-11-30,11.13013
2023-12-01,23.80136
2023-12-02,9.58904
2023-12-03,7.36301
2023-12-04,14.21232
2023-12-05,11.81506
2023-12-06,13.01369
2023-12-07,10.27397
2023-12-08,9.07534
2023-12-09,3.76712
2023-12-10,9.4178
2023-12-11,13.69863
2023-12-12,10.10273
2023-12-13,20.20547
2023-12-14,16.26712
2023-12-15,10.27397
2023-12-16,6.84931
2023-12-17,8.56164
2023-12-18,14.72602
2023-12-19,15.23972
2023-12-20,12.84246
2023-12-21,12.84246
2023-12-22,16.95205
2023-12-23,8.9041
2023-12-24,7.87671
2023-12-25,10.27397
2023-12-26,28.76712
2023-12-27,31.16438
2023-12-28,20.37671
2023-12-29,15.06849
2023-12-30,8.73287
2023-12-31,6.84931
2024-01-01,12.5
2024-01-02,31.67808
2024-01-03,25.68493
2024-01-04,17.63698
2024-01-05,13.86986
2024-01-06,6.84931
2024-01-07,8.39041
2024-01-08,9.4178
2024-01-09,16.43835
2024-01-10,12.15753
2024-01-11,12.67123
2024-01-12,16.26712
2024-01-13,5.99315
2024-01-14,7.87671
2024-01-15,10.10273
2024-01-16,11.64383
2024-01-17,13.86986
2024-01-18,14.89726
2024-01-19,19.00684
2024-01-20,6.67808
2024-01-21,7.70547
2024-01-22,16.43835
2024-01-23,13.69863
2024-01-24,9.4178
2024-01-25,10.10273
2024-01-26,10.78767
2024-01-27,9.24657
2024-01-28,7.87671
2024-01-29,19.34931
2024-01-30,16.95205
2024-01-31,15.92465
2024-02-01,30.30821
2024-02-02,23.11643
2024-02-03,8.21917
2024-02-04,7.53424
2024-02-05,10.9589
2024-02-06,15.75342
2024-02-07,14.72602
2024-02-08,15.23972
2024-02-09,6.67808
2024-02-10,5.65068
2024-02-11,4.79452
2024-02-12,8.04794
2024-02-13,21.57534
2024-02-14,19.00684
2024-02-15,13.35616
2024-02-16,23.28767
2024-02-17,8.56164
2024-02-18,7.36301
2024-02-19,12.5
2024-02-20,19.34931
2024-02-21,16.09589
2024-02-22,20.37671
2024-02-23,19.17808
2024-02-24,7.36301
2024-02-25,6.67808
2024-02-26,14.38356
2024-02-27,28.25342
2024-02-28,17.80821
2024-02-29,14.55479
2024-03-01,9.4178
2024-03-02,5.99315
2024-03-03,6.67808
2024-03-04,25.0
2024-03-05,21.57534
2024-03-06,13.35616
2024-03-07,17.46575
2024-03-08,17.12328
2024-03-09,7.36301
2024-03-10,9.4178
2024-03-11,14.89726
2024-03-12,14.55479
2024-03-13,14.72602
2024-03-14,12.32876
2024-03-15,12.84246
2024-03-16,9.76027
2024-03-17,9.76027
2024-03-18,12.84246
2024-03-19,15.92465
2024-03-20,13.35616
