date,상속포기신고서
2020-08-06,50.84269
2020-08-07,40.44943
2020-08-08,28.93258
2020-08-09,25.84269
2020-08-10,56.46067
2020-08-11,60.95505
2020-08-12,66.85393
2020-08-13,60.11235
2020-08-14,46.06741
2020-08-15,32.58426
2020-08-16,19.38202
2020-08-17,29.21348
2020-08-18,50.28089
2020-08-19,50.84269
2020-08-20,45.78651
2020-08-21,43.82022
2020-08-22,23.0337
2020-08-23,26.40449
2020-08-24,66.29213
2020-08-25,61.79775
2020-08-26,47.19101
2020-08-27,46.62921
2020-08-28,39.88764
2020-08-29,24.1573
2020-08-30,29.77528
2020-08-31,62.07865
2020-09-01,57.86516
2020-09-02,56.46067
2020-09-03,48.5955
2020-09-04,37.07865
2020-09-05,22.7528
2020-09-06,20.78651
2020-09-07,55.61797
2020-09-08,62.92134
2020-09-09,51.40449
2020-09-10,57.30337
2020-09-11,36.23595
2020-09-12,21.62921
2020-09-13,25.84269
2020-09-14,61.79775
2020-09-15,54.21348
2020-09-16,49.7191
2020-09-17,51.96629
2020-09-18,44.66292
2020-09-19,20.22471
2020-09-20,23.3146
2020-09-21,58.70786
2020-09-22,51.12359
2020-09-23,59.55056
2020-09-24,54.49438
2020-09-25,44.10112
2020-09-26,23.8764
2020-09-27,22.19101
2020-09-28,39.88764
2020-09-29,37.92134
2020-09-30,21.34831
2020-10-01,22.19101
2020-10-02,17.69662
2020-10-03,26.40449
2020-10-04,27.80898
2020-10-05,74.7191
2020-10-06,72.19101
2020-10-07,50.56179
2020-10-08,45.22471
2020-10-09,26.68539
2020-10-10,22.7528
2020-10-11,30.33707
2020-10-12,75.84269
2020-10-13,80.61797
2020-10-14,53.08988
2020-10-15,56.46067
2020-10-16,53.08988
2020-10-17,28.93258
2020-10-18,35.67415
2020-10-19,62.64044
2020-10-20,43.25842
2020-10-21,42.97752
2020-10-22,57.02247
2020-10-23,52.52808
2020-10-24,32.02247
2020-10-25,39.60674
2020-10-26,58.14606
2020-10-27,49.4382
2020-10-28,47.19101
2020-10-29,53.08988
2020-10-30,55.89887
2020-10-31,26.96629
2020-11-01,30.05617
2020-11-02,63.76404
2020-11-03,56.46067
2020-11-04,55.33707
2020-11-05,55.89887
2020-11-06,54.49438
2020-11-07,31.46067
2020-11-08,25.0
2020-11-09,60.11235
2020-11-10,56.74157
2020-11-11,60.11235
2020-11-12,62.92134
2020-11-13,57.58426
2020-11-14,30.33707
2020-11-15,31.74157
2020-11-16,61.51685
2020-11-17,51.96629
2020-11-18,66.29213
2020-11-19,50.56179
2020-11-20,44.94382
2020-11-21,33.42696
2020-11-22,33.14606
2020-11-23,63.76404
2020-11-24,56.74157
2020-11-25,52.52808
2020-11-26,53.93258
2020-11-27,37.07865
2020-11-28,24.1573
2020-11-29,26.40449
2020-11-30,56.74157
2020-12-01,56.74157
2020-12-02,47.7528
2020-12-03,57.02247
2020-12-04,40.16853
2020-12-05,30.33707
2020-12-06,29.77528
2020-12-07,55.89887
2020-12-08,53.93258
2020-12-09,55.33707
2020-12-10,60.67415
2020-12-11,49.1573
2020-12-12,23.0337
2020-12-13,29.21348
2020-12-14,66.57303
2020-12-15,54.21348
2020-12-16,54.49438
2020-12-17,60.95505
2020-12-18,51.40449
2020-12-19,26.96629
2020-12-20,34.55056
2020-12-21,64.88764
2020-12-22,68.53932
2020-12-23,60.95505
2020-12-24,53.93258
2020-12-25,30.89887
2020-12-26,36.23595
2020-12-27,43.82022
2020-12-28,92.13483
2020-12-29,60.11235
2020-12-30,61.79775
2020-12-31,46.34831
2021-01-01,33.14606
2021-01-02,33.42696
2021-01-03,46.34831
2021-01-04,67.69662
2021-01-05,59.26966
2021-01-06,64.88764
2021-01-07,54.77528
2021-01-08,51.68539
2021-01-09,36.51685
2021-01-10,35.39325
2021-01-11,57.86516
2021-01-12,70.22471
2021-01-13,61.23595
2021-01-14,66.85393
2021-01-15,53.08988
2021-01-16,38.76404
2021-01-17,38.20224
2021-01-18,72.19101
2021-01-19,63.48314
2021-01-20,64.04494
2021-01-21,58.42696
2021-01-22,68.25842
2021-01-23,41.57303
2021-01-24,36.51685
2021-01-25,74.4382
2021-01-26,68.53932
2021-01-27,68.53932
2021-01-28,67.13483
2021-01-29,51.96629
2021-01-30,38.48314
2021-01-31,37.92134
2021-02-01,78.65168
2021-02-02,71.34831
2021-02-03,59.26966
2021-02-04,50.56179
2021-02-05,71.91011
2021-02-06,39.04494
2021-02-07,34.26966
2021-02-08,64.88764
2021-02-09,64.04494
2021-02-10,45.78651
2021-02-11,37.92134
2021-02-12,37.64044
2021-02-13,32.02247
2021-02-14,48.8764
2021-02-15,100.0
2021-02-16,75.56179
2021-02-17,68.25842
2021-02-18,67.41573
2021-02-19,58.70786
2021-02-20,48.5955
2021-02-21,52.52808
2021-02-22,77.80898
2021-02-23,74.1573
2021-02-24,64.88764
2021-02-25,65.16853
2021-02-26,55.89887
2021-02-27,30.61797
2021-02-28,39.60674
2021-03-01,38.76404
2021-03-02,75.84269
2021-03-03,75.0
2021-03-04,74.4382
2021-03-05,58.70786
2021-03-06,41.85393
2021-03-07,42.41573
2021-03-08,87.07865
2021-03-09,73.3146
2021-03-10,79.77528
2021-03-11,67.97752
2021-03-12,60.39325
2021-03-13,46.62921
2021-03-14,34.55056
2021-03-15,65.73033
2021-03-16,73.8764
2021-03-17,71.62921
2021-03-18,64.88764
2021-03-19,58.98876
2021-03-20,40.16853
2021-03-21,31.17977
2021-03-22,65.16853
2021-03-23,61.23595
2021-03-24,54.49438
2021-03-25,63.76404
2021-03-26,50.84269
2021-03-27,32.86516
2021-03-28,36.23595
2021-03-29,71.91011
2021-03-30,65.73033
2021-03-31,60.39325
2021-04-01,56.17977
2021-04-02,56.17977
2021-04-03,44.66292
2021-04-04,40.73033
2021-04-05,65.16853
2021-04-06,63.48314
2021-04-07,61.51685
2021-04-08,62.07865
2021-04-09,58.42696
2021-04-10,29.77528
2021-04-11,39.04494
2021-04-12,74.4382
2021-04-13,62.92134
2021-04-14,71.06741
2021-04-15,61.79775
2021-04-16,63.48314
2021-04-17,39.32584
2021-04-18,32.30337
2021-04-19,68.82022
2021-04-20,65.16853
2021-04-21,64.88764
2021-04-22,64.04494
2021-04-23,46.62921
2021-04-24,30.33707
2021-04-25,26.68539
2021-04-26,68.25842
2021-04-27,60.95505
2021-04-28,50.84269
2021-04-29,52.52808
2021-04-30,48.3146
2021-05-01,27.24719
2021-05-02,22.19101
2021-05-03,53.08988
2021-05-04,38.48314
2021-05-05,34.26966
2021-05-06,44.66292
2021-05-07,47.19101
2021-05-08,27.80898
2021-05-09,34.55056
2021-05-10,52.52808
2021-05-11,58.14606
2021-05-12,54.21348
2021-05-13,48.0337
2021-05-14,40.16853
2021-05-15,20.22471
2021-05-16,25.56179
2021-05-17,54.49438
2021-05-18,49.4382
2021-05-19,29.21348
2021-05-20,45.50561
2021-05-21,39.88764
2021-05-22,23.0337
2021-05-23,21.06741
2021-05-24,53.37078
2021-05-25,74.4382
2021-05-26,64.32584
2021-05-27,55.33707
2021-05-28,41.57303
2021-05-29,23.5955
2021-05-30,23.5955
2021-05-31,55.89887
2021-06-01,39.04494
2021-06-02,36.79775
2021-06-03,38.20224
2021-06-04,40.44943
2021-06-05,25.28089
2021-06-06,22.47191
2021-06-07,49.4382
2021-06-08,44.38202
2021-06-09,44.38202
2021-06-10,48.0337
2021-06-11,37.35955
2021-06-12,28.93258
2021-06-13,23.8764
2021-06-14,53.93258
2021-06-15,47.7528
2021-06-16,46.34831
2021-06-17,46.62921
2021-06-18,33.98876
2021-06-19,19.66292
2021-06-20,25.28089
2021-06-21,59.26966
2021-06-22,44.38202
2021-06-23,39.88764
2021-06-24,48.5955
2021-06-25,48.0337
2021-06-26,17.41573
2021-06-27,28.65168
2021-06-28,63.20224
2021-06-29,40.44943
2021-06-30,37.35955
2021-07-01,34.26966
2021-07-02,37.07865
2021-07-03,19.66292
2021-07-04,25.28089
2021-07-05,42.13483
2021-07-06,40.73033
2021-07-07,37.92134
2021-07-08,46.06741
2021-07-09,32.30337
2021-07-10,24.1573
2021-07-11,20.22471
2021-07-12,49.7191
2021-07-13,46.34831
2021-07-14,42.97752
2021-07-15,39.32584
2021-07-16,43.53932
2021-07-17,24.4382
2021-07-18,26.40449
2021-07-19,55.05617
2021-07-20,53.93258
2021-07-21,45.50561
2021-07-22,43.82022
2021-07-23,39.60674
2021-07-24,18.82022
2021-07-25,25.0
2021-07-26,49.1573
2021-07-27,43.53932
2021-07-28,34.83146
2021-07-29,36.79775
2021-07-30,32.86516
2021-07-31,23.0337
2021-08-01,16.01123
2021-08-02,45.78651
2021-08-03,36.79775
2021-08-04,49.4382
2021-08-05,46.91011
2021-08-06,38.76404
2021-08-07,22.47191
2021-08-08,26.68539
2021-08-09,55.33707
2021-08-10,49.1573
2021-08-11,47.47191
2021-08-12,41.29213
2021-08-13,38.48314
2021-08-14,25.56179
2021-08-15,20.78651
2021-08-16,30.89887
2021-08-17,50.0
2021-08-18,43.25842
2021-08-19,39.32584
2021-08-20,32.02247
2021-08-21,28.37078
2021-08-22,22.7528
2021-08-23,39.32584
2021-08-24,49.4382
2021-08-25,45.78651
2021-08-26,48.3146
2021-08-27,44.66292
2021-08-28,27.52808
2021-08-29,28.65168
2021-08-30,44.10112
2021-08-31,42.41573
2021-09-01,39.88764
2021-09-02,47.47191
2021-09-03,36.79775
2021-09-04,22.19101
2021-09-05,26.96629
2021-09-06,45.50561
2021-09-07,36.23595
2021-09-08,42.13483
2021-09-09,45.50561
2021-09-10,33.14606
2021-09-11,17.69662
2021-09-12,19.10112
2021-09-13,39.60674
2021-09-14,47.47191
2021-09-15,39.04494
2021-09-16,38.20224
2021-09-17,29.49438
2021-09-18,17.41573
2021-09-19,12.64044
2021-09-20,14.32584
2021-09-21,23.3146
2021-09-22,26.12359
2021-09-23,85.39325
2021-09-24,51.12359
2021-09-25,28.08988
2021-09-26,22.47191
2021-09-27,50.84269
2021-09-28,51.12359
2021-09-29,48.0337
2021-09-30,41.57303
2021-10-01,37.35955
2021-10-02,28.93258
2021-10-03,19.94382
2021-10-04,25.84269
2021-10-05,44.10112
2021-10-06,46.91011
2021-10-07,38.20224
2021-10-08,31.46067
2021-10-09,18.53932
2021-10-10,16.01123
2021-10-11,25.56179
2021-10-12,50.84269
2021-10-13,50.28089
2021-10-14,39.60674
2021-10-15,43.53932
2021-10-16,20.78651
2021-10-17,19.38202
2021-10-18,41.29213
2021-10-19,50.84269
2021-10-20,33.42696
2021-10-21,46.06741
2021-10-22,42.41573
2021-10-23,13.76404
2021-10-24,22.19101
2021-10-25,44.10112
2021-10-26,50.28089
2021-10-27,49.4382
2021-10-28,32.30337
2021-10-29,32.02247
2021-10-30,17.69662
2021-10-31,19.38202
2021-11-01,44.66292
2021-11-02,50.56179
2021-11-03,43.82022
2021-11-04,45.22471
2021-11-05,49.1573
2021-11-06,21.06741
2021-11-07,20.78651
2021-11-08,41.29213
2021-11-09,38.20224
2021-11-10,41.57303
2021-11-11,44.10112
2021-11-12,28.93258
2021-11-13,12.92134
2021-11-14,20.22471
2021-11-15,47.7528
2021-11-16,40.44943
2021-11-17,39.04494
2021-11-18,42.13483
2021-11-19,40.73033
2021-11-20,19.94382
2021-11-21,24.4382
2021-11-22,51.40449
2021-11-23,45.78651
2021-11-24,31.46067
2021-11-25,37.07865
2021-11-26,33.70786
2021-11-27,18.53932
2021-11-28,21.91011
2021-11-29,47.19101
2021-11-30,32.86516
2021-12-01,40.73033
2021-12-02,43.53932
2021-12-03,41.01123
2021-12-04,25.56179
2021-12-05,25.0
2021-12-06,45.22471
2021-12-07,43.25842
2021-12-08,50.84269
2021-12-09,51.40449
2021-12-10,36.79775
2021-12-11,22.47191
2021-12-12,25.56179
2021-12-13,47.19101
2021-12-14,41.01123
2021-12-15,52.52808
2021-12-16,44.10112
2021-12-17,45.78651
2021-12-18,25.84269
2021-12-19,28.93258
2021-12-20,43.25842
2021-12-21,38.76404
2021-12-22,39.04494
2021-12-23,48.8764
2021-12-24,29.21348
2021-12-25,18.25842
2021-12-26,17.97752
2021-12-27,41.29213
2021-12-28,42.41573
2021-12-29,42.97752
2021-12-30,40.44943
2021-12-31,32.02247
2022-01-01,15.73033
2022-01-02,17.97752
2022-01-03,48.3146
2022-01-04,44.66292
2022-01-05,45.50561
2022-01-06,45.22471
2022-01-07,42.97752
2022-01-08,24.1573
2022-01-09,25.28089
2022-01-10,63.20224
2022-01-11,45.50561
2022-01-12,50.84269
2022-01-13,35.95505
2022-01-14,41.57303
2022-01-15,17.13483
2022-01-16,23.3146
2022-01-17,49.7191
2022-01-18,42.41573
2022-01-19,40.73033
2022-01-20,42.41573
2022-01-21,30.05617
2022-01-22,23.5955
2022-01-23,25.0
2022-01-24,53.08988
2022-01-25,47.19101
2022-01-26,48.8764
2022-01-27,42.97752
2022-01-28,29.21348
2022-01-29,19.94382
2022-01-30,16.57303
2022-01-31,32.02247
2022-02-01,36.23595
2022-02-02,30.61797
2022-02-03,51.68539
2022-02-04,50.84269
2022-02-05,27.24719
2022-02-06,25.84269
2022-02-07,55.89887
2022-02-08,42.97752
2022-02-09,51.12359
2022-02-10,47.47191
2022-02-11,34.26966
2022-02-12,20.22471
2022-02-13,26.12359
2022-02-14,49.1573
2022-02-15,47.7528
2022-02-16,57.58426
2022-02-17,53.37078
2022-02-18,52.24719
2022-02-19,26.96629
2022-02-20,29.49438
2022-02-21,79.77528
2022-02-22,64.32584
2022-02-23,63.76404
2022-02-24,61.51685
2022-02-25,66.85393
2022-02-26,44.38202
2022-02-27,61.51685
2022-02-28,87.07865
2022-03-01,29.77528
2022-03-02,59.83146
2022-03-03,42.13483
2022-03-04,47.7528
2022-03-05,22.7528
2022-03-06,21.62921
2022-03-07,41.29213
2022-03-08,35.39325
2022-03-09,23.3146
2022-03-10,38.20224
2022-03-11,34.83146
2022-03-12,16.57303
2022-03-13,24.4382
2022-03-14,49.4382
2022-03-15,53.37078
2022-03-16,45.78651
2022-03-17,47.7528
2022-03-18,42.13483
2022-03-19,23.0337
2022-03-20,23.8764
2022-03-21,58.42696
2022-03-22,46.91011
2022-03-23,44.10112
2022-03-24,46.06741
2022-03-25,40.44943
2022-03-26,22.7528
2022-03-27,29.49438
2022-03-28,57.58426
2022-03-29,44.10112
2022-03-30,45.78651
2022-03-31,42.41573
2022-04-01,42.41573
2022-04-02,22.47191
2022-04-03,21.06741
2022-04-04,56.46067
2022-04-05,58.14606
2022-04-06,55.61797
2022-04-07,42.13483
2022-04-08,40.16853
2022-04-09,23.0337
2022-04-10,25.56179
2022-04-11,46.34831
2022-04-12,45.50561
2022-04-13,50.84269
2022-04-14,45.78651
2022-04-15,40.73033
2022-04-16,25.28089
2022-04-17,25.0
2022-04-18,59.55056
2022-04-19,52.80898
2022-04-20,52.24719
2022-04-21,46.62921
2022-04-22,42.69662
2022-04-23,27.24719
2022-04-24,24.4382
2022-04-25,51.40449
2022-04-26,49.1573
2022-04-27,52.80898
2022-04-28,43.25842
2022-04-29,42.69662
2022-04-30,20.22471
2022-05-01,26.96629
2022-05-02,41.29213
2022-05-03,53.37078
2022-05-04,45.50561
2022-05-05,29.49438
2022-05-06,41.57303
2022-05-07,25.84269
2022-05-08,23.8764
2022-05-09,57.02247
2022-05-10,55.05617
2022-05-11,51.12359
2022-05-12,51.12359
2022-05-13,45.78651
2022-05-14,27.24719
2022-05-15,24.1573
2022-05-16,54.77528
2022-05-17,50.28089
2022-05-18,50.0
2022-05-19,44.10112
2022-05-20,42.97752
2022-05-21,25.28089
2022-05-22,22.47191
2022-05-23,56.74157
2022-05-24,51.40449
2022-05-25,48.8764
2022-05-26,51.12359
2022-05-27,31.46067
2022-05-28,18.53932
2022-05-29,23.5955
2022-05-30,46.91011
2022-05-31,40.44943
2022-06-01,20.78651
2022-06-02,41.57303
2022-06-03,40.73033
2022-06-04,20.50561
2022-06-05,21.91011
2022-06-06,18.25842
2022-06-07,48.0337
2022-06-08,50.56179
2022-06-09,47.19101
2022-06-10,35.67415
2022-06-11,23.5955
2022-06-12,19.66292
2022-06-13,51.12359
2022-06-14,44.38202
2022-06-15,40.16853
2022-06-16,41.29213
2022-06-17,37.92134
2022-06-18,20.50561
2022-06-19,17.69662
2022-06-20,57.58426
2022-06-21,41.01123
2022-06-22,47.47191
2022-06-23,42.13483
2022-06-24,43.82022
2022-06-25,25.0
2022-06-26,28.65168
2022-06-27,57.58426
2022-06-28,38.76404
2022-06-29,41.85393
2022-06-30,39.88764
2022-07-01,35.39325
2022-07-02,18.25842
2022-07-03,22.7528
2022-07-04,49.1573
2022-07-05,44.94382
2022-07-06,39.04494
2022-07-07,43.53932
2022-07-08,43.53932
2022-07-09,22.7528
2022-07-10,18.53932
2022-07-11,55.61797
2022-07-12,42.13483
2022-07-13,39.04494
2022-07-14,52.52808
2022-07-15,38.76404
2022-07-16,21.06741
2022-07-17,25.56179
2022-07-18,56.46067
2022-07-19,46.62921
2022-07-20,46.34831
2022-07-21,36.51685
2022-07-22,44.94382
2022-07-23,25.56179
2022-07-24,21.06741
2022-07-25,47.7528
2022-07-26,39.60674
2022-07-27,39.04494
2022-07-28,43.82022
2022-07-29,33.42696
2022-07-30,14.88764
2022-07-31,21.62921
2022-08-01,39.88764
2022-08-02,46.06741
2022-08-03,42.41573
2022-08-04,39.04494
2022-08-05,35.11235
2022-08-06,21.34831
2022-08-07,12.35955
2022-08-08,45.50561
2022-08-09,45.78651
2022-08-10,31.17977
2022-08-11,37.92134
2022-08-12,31.17977
2022-08-13,21.06741
2022-08-14,19.10112
2022-08-15,23.3146
2022-08-16,45.50561
2022-08-17,35.95505
2022-08-18,45.78651
2022-08-19,39.60674
2022-08-20,19.66292
2022-08-21,32.86516
2022-08-22,39.04494
2022-08-23,52.52808
2022-08-24,42.97752
2022-08-25,44.10112
2022-08-26,42.69662
2022-08-27,21.06741
2022-08-28,21.62921
2022-08-29,43.25842
2022-08-30,39.88764
2022-08-31,40.44943
2022-09-01,33.70786
2022-09-02,31.46067
2022-09-03,17.13483
2022-09-04,19.66292
2022-09-05,36.51685
2022-09-06,33.42696
2022-09-07,36.23595
2022-09-08,31.17977
2022-09-09,17.97752
2022-09-10,21.91011
2022-09-11,23.5955
2022-09-12,32.86516
2022-09-13,65.44943
2022-09-14,58.42696
2022-09-15,43.82022
2022-09-16,43.82022
2022-09-17,19.38202
2022-09-18,23.5955
2022-09-19,57.86516
2022-09-20,49.1573
2022-09-21,48.5955
2022-09-22,48.3146
2022-09-23,37.64044
2022-09-24,19.10112
2022-09-25,23.8764
2022-09-26,49.7191
2022-09-27,41.85393
2022-09-28,34.26966
2022-09-29,37.07865
2022-09-30,35.39325
2022-10-01,18.82022
2022-10-02,20.50561
2022-10-03,24.7191
2022-10-04,47.7528
2022-10-05,51.68539
2022-10-06,34.83146
2022-10-07,33.70786
2022-10-08,17.41573
2022-10-09,16.01123
2022-10-10,21.06741
2022-10-11,47.19101
2022-10-12,39.88764
2022-10-13,46.62921
2022-10-14,35.39325
2022-10-15,23.5955
2022-10-16,21.06741
2022-10-17,48.0337
2022-10-18,41.29213
2022-10-19,37.07865
2022-10-20,43.53932
2022-10-21,35.11235
2022-10-22,17.41573
2022-10-23,18.82022
2022-10-24,46.06741
2022-10-25,35.39325
2022-10-26,32.86516
2022-10-27,38.76404
2022-10-28,33.70786
2022-10-29,12.92134
2022-10-30,16.01123
2022-10-31,42.97752
2022-11-01,32.30337
2022-11-02,38.48314
2022-11-03,40.73033
2022-11-04,32.02247
2022-11-05,19.66292
2022-11-06,20.78651
2022-11-07,44.66292
2022-11-08,44.94382
2022-11-09,41.57303
2022-11-10,36.51685
2022-11-11,32.02247
2022-11-12,16.85393
2022-11-13,21.34831
2022-11-14,42.97752
2022-11-15,39.88764
2022-11-16,48.3146
2022-11-17,36.23595
2022-11-18,37.07865
2022-11-19,20.78651
2022-11-20,18.53932
2022-11-21,44.10112
2022-11-22,41.29213
2022-11-23,37.07865
2022-11-24,36.51685
2022-11-25,33.14606
2022-11-26,16.57303
2022-11-27,29.21348
2022-11-28,51.12359
2022-11-29,43.25842
2022-11-30,37.07865
2022-12-01,41.85393
2022-12-02,29.49438
2022-12-03,15.73033
2022-12-04,20.50561
2022-12-05,44.94382
2022-12-06,42.97752
2022-12-07,39.88764
2022-12-08,39.32584
2022-12-09,36.51685
2022-12-10,21.62921
2022-12-11,26.96629
2022-12-12,46.62921
2022-12-13,49.1573
2022-12-14,41.29213
2022-12-15,34.55056
2022-12-16,39.04494
2022-12-17,15.16853
2022-12-18,18.53932
2022-12-19,41.57303
2022-12-20,50.56179
2022-12-21,42.41573
2022-12-22,35.11235
2022-12-23,30.33707
2022-12-24,16.01123
2022-12-25,22.7528
2022-12-26,45.78651
2022-12-27,48.8764
2022-12-28,46.62921
2022-12-29,38.48314
2022-12-30,36.23595
2022-12-31,17.41573
2023-01-01,17.41573
2023-01-02,49.1573
2023-01-03,59.55056
2023-01-04,50.56179
2023-01-05,57.02247
2023-01-06,42.69662
2023-01-07,30.89887
2023-01-08,30.89887
2023-01-09,58.98876
2023-01-10,51.96629
2023-01-11,44.94382
2023-01-12,38.76404
2023-01-13,35.11235
2023-01-14,19.66292
2023-01-15,26.12359
2023-01-16,46.91011
2023-01-17,48.0337
2023-01-18,54.21348
2023-01-19,42.97752
2023-01-20,35.39325
2023-01-21,23.5955
2023-01-22,23.0337
2023-01-23,27.52808
2023-01-24,31.17977
2023-01-25,50.56179
2023-01-26,49.1573
2023-01-27,44.38202
2023-01-28,23.5955
2023-01-29,24.7191
2023-01-30,64.88764
2023-01-31,51.40449
2023-02-01,55.89887
2023-02-02,40.73033
2023-02-03,44.10112
2023-02-04,19.10112
2023-02-05,22.19101
2023-02-06,53.65168
2023-02-07,45.22471
2023-02-08,52.80898
2023-02-09,49.4382
2023-02-10,48.0337
2023-02-11,23.5955
2023-02-12,25.56179
2023-02-13,68.25842
2023-02-14,47.19101
2023-02-15,43.53932
2023-02-16,53.93258
2023-02-17,39.88764
2023-02-18,23.0337
2023-02-19,27.80898
2023-02-20,55.33707
2023-02-21,52.24719
2023-02-22,46.62921
2023-02-23,46.34831
2023-02-24,47.19101
2023-02-25,21.91011
2023-02-26,22.19101
2023-02-27,46.34831
2023-02-28,38.48314
2023-03-01,28.93258
2023-03-02,43.53932
2023-03-03,37.92134
2023-03-04,19.94382
2023-03-05,27.24719
2023-03-06,48.0337
2023-03-07,43.25842
2023-03-08,40.73033
2023-03-09,39.32584
2023-03-10,42.13483
2023-03-11,18.25842
2023-03-12,24.1573
2023-03-13,48.5955
2023-03-14,43.53932
2023-03-15,47.19101
2023-03-16,46.91011
2023-03-17,38.76404
2023-03-18,28.37078
2023-03-19,19.10112
2023-03-20,53.08988
2023-03-21,45.50561
2023-03-22,48.3146
2023-03-23,57.30337
2023-03-24,48.3146
2023-03-25,21.62921
2023-03-26,23.5955
2023-03-27,52.24719
2023-03-28,54.77528
2023-03-29,42.69662
2023-03-30,51.12359
2023-03-31,31.46067
2023-04-01,17.97752
2023-04-02,16.29213
2023-04-03,49.7191
2023-04-04,49.7191
2023-04-05,41.01123
2023-04-06,44.94382
2023-04-07,40.73033
2023-04-08,18.82022
2023-04-09,24.4382
2023-04-10,47.47191
2023-04-11,48.5955
2023-04-12,36.79775
2023-04-13,42.13483
2023-04-14,36.51685
2023-04-15,17.97752
2023-04-16,22.19101
2023-04-17,48.8764
2023-04-18,36.51685
2023-04-19,49.4382
2023-04-20,43.25842
2023-04-21,32.58426
2023-04-22,23.5955
2023-04-23,23.8764
2023-04-24,50.28089
2023-04-25,43.25842
2023-04-26,40.44943
2023-04-27,43.25842
2023-04-28,35.39325
2023-04-29,16.29213
2023-04-30,18.82022
2023-05-01,34.55056
2023-05-02,48.3146
2023-05-03,44.10112
2023-05-04,35.95505
2023-05-05,14.60674
2023-05-06,21.62921
2023-05-07,19.66292
2023-05-08,39.60674
2023-05-09,47.19101
2023-05-10,51.68539
2023-05-11,36.23595
2023-05-12,40.44943
2023-05-13,22.19101
2023-05-14,17.69662
2023-05-15,49.4382
2023-05-16,45.22471
2023-05-17,47.7528
2023-05-18,29.49438
2023-05-19,40.73033
2023-05-20,16.01123
2023-05-21,21.62921
2023-05-22,58.42696
2023-05-23,43.25842
2023-05-24,45.50561
2023-05-25,35.67415
2023-05-26,30.33707
2023-05-27,19.38202
2023-05-28,18.82022
2023-05-29,24.1573
