date,돈버는만보기
2023-05-31,2.68972
2023-06-01,2.9779
2023-06-02,3.07396
2023-06-03,2.78578
2023-06-04,3.45821
2023-06-05,1.63304
2023-06-06,4.2267
2023-06-07,1.7291
2023-06-08,2.20941
2023-06-09,1.7291
2023-06-10,2.88184
2023-06-11,2.68972
2023-06-12,2.30547
2023-06-13,2.68972
2023-06-14,2.30547
2023-06-15,2.59365
2023-06-16,3.93852
2023-06-17,2.68972
2023-06-18,2.88184
2023-06-19,1.92122
2023-06-20,2.40153
2023-06-21,2.40153
2023-06-22,3.36215
2023-06-23,1.7291
2023-06-24,3.36215
2023-06-25,3.26609
2023-06-26,2.49759
2023-06-27,7.20461
2023-06-28,3.45821
2023-06-29,3.74639
2023-06-30,2.11335
2023-07-01,2.68972
2023-07-02,4.03458
2023-07-03,3.17002
2023-07-04,2.11335
2023-07-05,1.7291
2023-07-06,2.01729
2023-07-07,2.59365
2023-07-08,2.88184
2023-07-09,2.49759
2023-07-10,2.20941
2023-07-11,2.49759
2023-07-12,1.92122
2023-07-13,1.24879
2023-07-14,1.7291
2023-07-15,2.20941
2023-07-16,2.30547
2023-07-17,3.17002
2023-07-18,1.44092
2023-07-19,2.9779
2023-07-20,2.01729
2023-07-21,2.49759
2023-07-22,1.63304
2023-07-23,2.30547
2023-07-24,2.01729
2023-07-25,3.26609
2023-07-26,2.78578
2023-07-27,2.30547
2023-07-28,2.20941
2023-07-29,2.11335
2023-07-30,1.92122
2023-07-31,2.49759
2023-08-01,3.07396
2023-08-02,1.34486
2023-08-03,1.34486
2023-08-04,1.7291
2023-08-05,1.34486
2023-08-06,1.82516
2023-08-07,1.05667
2023-08-08,1.44092
2023-08-09,2.40153
2023-08-10,1.92122
2023-08-11,1.7291
2023-08-12,1.53698
2023-08-13,1.63304
2023-08-14,1.63304
2023-08-15,3.45821
2023-08-16,2.11335
2023-08-17,2.40153
2023-08-18,1.15273
2023-08-19,2.01729
2023-08-20,2.20941
2023-08-21,1.15273
2023-08-22,0.96061
2023-08-23,2.20941
2023-08-24,2.78578
2023-08-25,1.34486
2023-08-26,2.30547
2023-08-27,2.78578
2023-08-28,2.78578
2023-08-29,2.49759
2023-08-30,2.59365
2023-08-31,1.63304
2023-09-01,1.7291
2023-09-02,3.07396
2023-09-03,1.82516
2023-09-04,2.20941
2023-09-05,1.92122
2023-09-06,1.7291
2023-09-07,2.78578
2023-09-08,2.11335
2023-09-09,2.59365
2023-09-10,2.11335
2023-09-11,1.53698
2023-09-12,3.65033
2023-09-13,3.36215
2023-09-14,2.30547
2023-09-15,2.20941
2023-09-16,1.7291
2023-09-17,1.53698
2023-09-18,1.24879
2023-09-19,1.7291
2023-09-20,1.34486
2023-09-21,0.57636
2023-09-22,2.20941
2023-09-23,3.07396
2023-09-24,2.9779
2023-09-25,2.88184
2023-09-26,1.34486
2023-09-27,2.30547
2023-09-28,1.7291
2023-09-29,3.45821
2023-09-30,2.30547
2023-10-01,2.9779
2023-10-02,5.37944
2023-10-03,5.09125
2023-10-04,3.26609
2023-10-05,2.49759
2023-10-06,3.26609
2023-10-07,2.9779
2023-10-08,3.36215
2023-10-09,3.07396
2023-10-10,3.55427
2023-10-11,2.68972
2023-10-12,3.74639
2023-10-13,3.55427
2023-10-14,2.59365
2023-10-15,3.55427
2023-10-16,2.49759
2023-10-17,3.65033
2023-10-18,3.45821
2023-10-19,3.74639
2023-10-20,3.55427
2023-10-21,3.74639
2023-10-22,2.88184
2023-10-23,100.0
2023-10-24,2.68972
2023-10-25,3.07396
2023-10-26,1.82516
2023-10-27,1.82516
2023-10-28,2.49759
2023-10-29,2.20941
2023-10-30,1.92122
2023-10-31,2.01729
2023-11-01,2.49759
2023-11-02,1.92122
2023-11-03,1.82516
2023-11-04,5.18731
2023-11-05,3.55427
2023-11-06,2.11335
2023-11-07,2.88184
2023-11-08,2.78578
2023-11-09,2.30547
2023-11-10,2.68972
2023-11-11,1.34486
2023-11-12,1.7291
2023-11-13,1.63304
2023-11-14,1.53698
2023-11-15,1.82516
2023-11-16,2.20941
2023-11-17,2.30547
2023-11-18,2.01729
2023-11-19,1.92122
2023-11-20,2.40153
2023-11-21,2.68972
2023-11-22,2.20941
2023-11-23,3.65033
2023-11-24,4.51488
2023-11-25,2.30547
2023-11-26,2.68972
2023-11-27,2.30547
2023-11-28,2.11335
2023-11-29,2.01729
2023-11-30,2.68972
2023-12-01,3.17002
2023-12-02,3.93852
2023-12-03,1.53698
2023-12-04,2.40153
2023-12-05,3.65033
2023-12-06,2.01729
2023-12-07,2.59365
2023-12-08,2.11335
2023-12-09,1.92122
2023-12-10,2.40153
2023-12-11,1.34486
2023-12-12,2.78578
2023-12-13,3.45821
2023-12-14,1.05667
2023-12-15,2.20941
2023-12-16,2.01729
2023-12-17,2.68972
2023-12-18,1.53698
2023-12-19,1.44092
2023-12-20,2.59365
2023-12-21,1.7291
2023-12-22,1.05667
2023-12-23,1.44092
2023-12-24,1.15273
2023-12-25,2.49759
2023-12-26,1.92122
2023-12-27,1.7291
2023-12-28,1.92122
2023-12-29,1.63304
2023-12-30,2.01729
2023-12-31,1.53698
2024-01-01,2.78578
2024-01-02,2.40153
2024-01-03,1.53698
2024-01-04,3.07396
2024-01-05,2.01729
2024-01-06,1.7291
2024-01-07,1.82516
2024-01-08,2.40153
2024-01-09,1.44092
2024-01-10,3.45821
2024-01-11,1.7291
2024-01-12,2.40153
2024-01-13,1.92122
2024-01-14,1.7291
2024-01-15,2.11335
2024-01-16,1.24879
2024-01-17,2.11335
2024-01-18,2.20941
2024-01-19,2.40153
2024-01-20,2.68972
2024-01-21,4.03458
2024-01-22,2.49759
2024-01-23,2.01729
2024-01-24,2.01729
2024-01-25,1.53698
2024-01-26,2.59365
2024-01-27,2.88184
2024-01-28,2.20941
2024-01-29,2.59365
2024-01-30,1.24879
2024-01-31,2.01729
2024-02-01,2.11335
2024-02-02,3.26609
2024-02-03,2.20941
2024-02-04,1.63304
2024-02-05,1.82516
2024-02-06,1.44092
2024-02-07,2.49759
2024-02-08,1.44092
2024-02-09,1.92122
2024-02-10,2.30547
2024-02-11,2.49759
2024-02-12,4.2267
2024-02-13,2.01729
2024-02-14,3.26609
2024-02-15,2.59365
2024-02-16,3.74639
2024-02-17,2.20941
2024-02-18,3.17002
2024-02-19,1.7291
2024-02-20,2.20941
2024-02-21,1.92122
2024-02-22,2.01729
2024-02-23,1.82516
2024-02-24,2.78578
2024-02-25,2.68972
2024-02-26,2.78578
2024-02-27,3.55427
2024-02-28,4.41882
2024-02-29,2.88184
2024-03-01,2.78578
2024-03-02,1.7291
2024-03-03,2.40153
2024-03-04,2.68972
2024-03-05,3.74639
2024-03-06,4.03458
2024-03-07,2.59365
2024-03-08,2.59365
2024-03-09,3.93852
2024-03-10,2.40153
2024-03-11,2.59365
2024-03-12,2.88184
2024-03-13,2.49759
2024-03-14,3.17002
2024-03-15,2.68972
2024-03-16,3.84245
2024-03-17,4.13064
2024-03-18,3.55427
2024-03-19,2.49759
2024-03-20,2.78578
