date,은마아파트
2023-05-30,3.48256
2023-05-31,3.52031
2023-06-01,3.30816
2023-06-02,3.16972
2023-06-03,3.08881
2023-06-04,2.80474
2023-06-05,4.09025
2023-06-06,3.12837
2023-06-07,3.59942
2023-06-08,3.37288
2023-06-09,3.29737
2023-06-10,3.21107
2023-06-11,2.87486
2023-06-12,3.40704
2023-06-13,3.38007
2023-06-14,3.28299
2023-06-15,3.48076
2023-06-16,3.68033
2023-06-17,3.15354
2023-06-18,2.78137
2023-06-19,3.15174
2023-06-20,3.17511
2023-06-21,3.02409
2023-06-22,3.29737
2023-06-23,3.58144
2023-06-24,3.51492
2023-06-25,3.02409
2023-06-26,3.0151
2023-06-27,3.23804
2023-06-28,3.37468
2023-06-29,3.2758
2023-06-30,3.28299
2023-07-01,3.28658
2023-07-02,3.00431
2023-07-03,3.24343
2023-07-04,3.21287
2023-07-05,3.03128
2023-07-06,3.09241
2023-07-07,3.15893
2023-07-08,3.03128
2023-07-09,2.65731
2023-07-10,3.12657
2023-07-11,3.28299
2023-07-12,3.65336
2023-07-13,3.38007
2023-07-14,3.1823
2023-07-15,3.19848
2023-07-16,2.83531
2023-07-17,3.19309
2023-07-18,3.46637
2023-07-19,3.32074
2023-07-20,3.2686
2023-07-21,3.38906
2023-07-22,3.10499
2023-07-23,2.99532
2023-07-24,3.24703
2023-07-25,3.03667
2023-07-26,3.77741
2023-07-27,3.33153
2023-07-28,3.34412
2023-07-29,3.91945
2023-07-30,3.59223
2023-07-31,3.37468
2023-08-01,3.76303
2023-08-02,3.78281
2023-08-03,3.48435
2023-08-04,3.13196
2023-08-05,3.16073
2023-08-06,2.95397
2023-08-07,3.66235
2023-08-08,3.27759
2023-08-09,3.5329
2023-08-10,3.41603
2023-08-11,3.84394
2023-08-12,3.82955
2023-08-13,3.81877
2023-08-14,3.82596
2023-08-15,3.49514
2023-08-16,3.7864
2023-08-17,3.98238
2023-08-18,4.51636
2023-08-19,7.54404
2023-08-20,8.50053
2023-08-21,7.06939
2023-08-22,5.53937
2023-08-23,4.78604
2023-08-24,4.66379
2023-08-25,5.17799
2023-08-26,4.43185
2023-08-27,4.23768
2023-08-28,4.51815
2023-08-29,4.60445
2023-08-30,4.02373
2023-08-31,5.50341
2023-09-01,5.4279
2023-09-02,4.32937
2023-09-03,3.93743
2023-09-04,4.0471
2023-09-05,3.59403
2023-09-06,3.86371
2023-09-07,3.89967
2023-09-08,3.47357
2023-09-09,3.61021
2023-09-10,3.20747
2023-09-11,4.83998
2023-09-12,4.86156
2023-09-13,3.69651
2023-09-14,4.3887
2023-09-15,3.80618
2023-09-16,4.38151
2023-09-17,3.82416
2023-09-18,3.85832
2023-09-19,4.18554
2023-09-20,3.66235
2023-09-21,3.48795
2023-09-22,3.73067
2023-09-23,3.81877
2023-09-24,4.74469
2023-09-25,4.18374
2023-09-26,7.50809
2023-09-27,12.57101
2023-09-28,6.50845
2023-09-29,5.31103
2023-09-30,4.51815
2023-10-01,3.89787
2023-10-02,4.71772
2023-10-03,4.15857
2023-10-04,4.46062
2023-10-05,4.01474
2023-10-06,5.73175
2023-10-07,4.6512
2023-10-08,3.96979
2023-10-09,4.13879
2023-10-10,4.3923
2023-10-11,4.5649
2023-10-12,4.19093
2023-10-13,4.24847
2023-10-14,4.00215
2023-10-15,3.74325
2023-10-16,4.25206
2023-10-17,3.98058
2023-10-18,3.8745
2023-10-19,4.11003
2023-10-20,3.33333
2023-10-21,3.40345
2023-10-22,2.90902
2023-10-23,3.39266
2023-10-24,3.60841
2023-10-25,4.03811
2023-10-26,3.59762
2023-10-27,3.53469
2023-10-28,3.28299
2023-10-29,3.40704
2023-10-30,3.37288
2023-10-31,3.52031
2023-11-01,3.19309
2023-11-02,3.1032
2023-11-03,3.19489
2023-11-04,3.04386
2023-11-05,2.85508
2023-11-06,3.28119
2023-11-07,3.00071
2023-11-08,3.09241
2023-11-09,3.24883
2023-11-10,3.37648
2023-11-11,3.40704
2023-11-12,3.11218
2023-11-13,3.30816
2023-11-14,4.01654
2023-11-15,3.79359
2023-11-16,3.22545
2023-11-17,3.90507
2023-11-18,3.38547
2023-11-19,3.7864
2023-11-20,4.34376
2023-11-21,4.15677
2023-11-22,3.57425
2023-11-23,4.36174
2023-11-24,3.80978
2023-11-25,3.31535
2023-11-26,3.23624
2023-11-27,3.66055
2023-11-28,3.36929
2023-11-29,3.61021
2023-11-30,3.38007
2023-12-01,3.04566
2023-12-02,3.02588
2023-12-03,3.22725
2023-12-04,3.38727
2023-12-05,3.51492
2023-12-06,3.19489
2023-12-07,3.54368
2023-12-08,3.71269
2023-12-09,4.54332
2023-12-10,4.09924
2023-12-11,3.73247
2023-12-12,3.54009
2023-12-13,3.55447
2023-12-14,3.66414
2023-12-15,4.09924
2023-12-16,3.72887
2023-12-17,4.03811
2023-12-18,3.52571
2023-12-19,3.16972
2023-12-20,3.19848
2023-12-21,3.38727
2023-12-22,3.5329
2023-12-23,3.59582
2023-12-24,2.90363
2023-12-25,3.37288
2023-12-26,3.57784
2023-12-27,3.27759
2023-12-28,3.32614
2023-12-29,3.32614
2023-12-30,2.90003
2023-12-31,3.12297
2024-01-01,2.88745
2024-01-02,3.04386
2024-01-03,3.36209
2024-01-04,3.48256
2024-01-05,3.35311
2024-01-06,3.37828
2024-01-07,3.52391
2024-01-08,3.03667
2024-01-09,3.06724
2024-01-10,4.05969
2024-01-11,3.69291
2024-01-12,3.90327
2024-01-13,3.92484
2024-01-14,3.68752
2024-01-15,10.21215
2024-01-16,6.05357
2024-01-17,5.0845
2024-01-18,4.38151
2024-01-19,3.60122
2024-01-20,3.53469
2024-01-21,3.63897
2024-01-22,4.49119
2024-01-23,3.55807
2024-01-24,3.3567
2024-01-25,3.22186
2024-01-26,3.1877
2024-01-27,3.57245
2024-01-28,3.07443
2024-01-29,3.82775
2024-01-30,3.51312
2024-01-31,3.05645
2024-02-01,3.77562
2024-02-02,3.37108
2024-02-03,2.81193
2024-02-04,2.88924
2024-02-05,2.93779
2024-02-06,2.9306
2024-02-07,3.02049
2024-02-08,3.6156
2024-02-09,2.87846
2024-02-10,3.37648
2024-02-11,3.40345
2024-02-12,3.37108
2024-02-13,5.82704
2024-02-14,7.45235
2024-02-15,6.13807
2024-02-16,5.19777
2024-02-17,4.19453
2024-02-18,4.46422
2024-02-19,4.48399
2024-02-20,3.71808
2024-02-21,3.51132
2024-02-22,4.0453
2024-02-23,3.78281
2024-02-24,3.66774
2024-02-25,4.73031
2024-02-26,4.57389
2024-02-27,3.59403
2024-02-28,3.443
2024-02-29,3.38007
2024-03-01,4.19453
2024-03-02,4.41028
2024-03-03,4.25386
2024-03-04,4.71233
2024-03-05,4.49298
2024-03-06,3.92304
2024-03-07,4.33477
2024-03-08,4.14419
2024-03-09,4.23948
2024-03-10,4.14059
2024-03-11,4.137
2024-03-12,3.77921
2024-03-13,3.30097
2024-03-14,3.26321
2024-03-15,3.5275
2024-03-16,3.36569
2024-03-17,3.2722
2024-03-18,3.39985
2024-03-19,4.07587
2024-03-20,3.86012
