date,연금저축계좌
2023-05-29,7.06287
2023-05-30,9.04392
2023-05-31,8.74246
2023-06-01,7.88113
2023-06-02,8.1826
2023-06-03,5.16795
2023-06-04,4.78036
2023-06-05,7.2782
2023-06-06,5.46942
2023-06-07,6.80447
2023-06-08,7.6658
2023-06-09,6.50301
2023-06-10,5.34022
2023-06-11,5.25409
2023-06-12,7.795
2023-06-13,8.09646
2023-06-14,7.06287
2023-06-15,7.4074
2023-06-16,8.95779
2023-06-17,5.38329
2023-06-18,5.72782
2023-06-19,7.149
2023-06-20,9.04392
2023-06-21,12.36003
2023-06-22,8.22566
2023-06-23,8.78552
2023-06-24,5.55555
2023-06-25,6.15848
2023-06-26,9.25925
2023-06-27,8.22566
2023-06-28,9.17312
2023-06-29,9.08699
2023-06-30,7.36434
2023-07-01,6.63221
2023-07-02,6.58914
2023-07-03,8.1826
2023-07-04,9.68992
2023-07-05,10.20671
2023-07-06,8.48406
2023-07-07,6.76141
2023-07-08,4.69422
2023-07-09,4.90956
2023-07-10,7.70887
2023-07-11,8.69939
2023-07-12,8.91472
2023-07-13,8.87166
2023-07-14,7.32127
2023-07-15,5.38329
2023-07-16,7.01981
2023-07-17,7.23514
2023-07-18,10.29285
2023-07-19,9.90525
2023-07-20,8.69939
2023-07-21,8.44099
2023-07-22,6.33074
2023-07-23,6.20155
2023-07-24,9.77605
2023-07-25,9.38845
2023-07-26,9.68992
2023-07-27,7.57967
2023-07-28,6.97674
2023-07-29,7.88113
2023-07-30,5.94315
2023-07-31,9.90525
2023-08-01,8.65633
2023-08-02,9.13006
2023-08-03,8.1826
2023-08-04,8.09646
2023-08-05,6.02928
2023-08-06,7.57967
2023-08-07,8.95779
2023-08-08,10.24978
2023-08-09,9.34539
2023-08-10,9.34539
2023-08-11,8.1826
2023-08-12,6.37381
2023-08-13,9.25925
2023-08-14,9.60378
2023-08-15,10.42204
2023-08-16,10.85271
2023-08-17,11.7571
2023-08-18,14.38415
2023-08-19,23.60034
2023-08-20,27.60551
2023-08-21,29.93109
2023-08-22,47.58828
2023-08-23,42.46339
2023-08-24,40.99913
2023-08-25,28.03617
2023-08-26,21.40396
2023-08-27,20.24117
2023-08-28,22.00689
2023-08-29,23.94487
2023-08-30,22.26528
2023-08-31,16.58053
2023-09-01,12.74763
2023-09-02,10.80964
2023-09-03,11.8863
2023-09-04,14.81481
2023-09-05,16.45133
2023-09-06,16.40826
2023-09-07,14.51335
2023-09-08,11.80017
2023-09-09,10.37898
2023-09-10,12.87683
2023-09-11,13.60895
2023-09-12,14.42721
2023-09-13,14.64254
2023-09-14,13.26442
2023-09-15,12.57536
2023-09-16,9.25925
2023-09-17,9.73298
2023-09-18,10.98191
2023-09-19,9.56072
2023-09-20,9.51765
2023-09-21,9.34539
2023-09-22,7.10594
2023-09-23,5.46942
2023-09-24,6.15848
2023-09-25,8.09646
2023-09-26,10.89577
2023-09-27,7.96726
2023-09-28,7.01981
2023-09-29,5.59862
2023-09-30,6.07235
2023-10-01,7.19207
2023-10-02,8.82859
2023-10-03,13.26442
2023-10-04,11.67097
2023-10-05,9.77605
2023-10-06,9.04392
2023-10-07,6.15848
2023-10-08,7.9242
2023-10-09,9.38845
2023-10-10,10.07751
2023-10-11,10.85271
2023-10-12,11.97243
2023-10-13,10.85271
2023-10-14,7.5366
2023-10-15,6.89061
2023-10-16,8.0534
2023-10-17,10.20671
2023-10-18,10.12058
2023-10-19,8.95779
2023-10-20,7.6658
2023-10-21,4.78036
2023-10-22,6.28768
2023-10-23,9.13006
2023-10-24,10.42204
2023-10-25,12.18776
2023-10-26,9.90525
2023-10-27,8.69939
2023-10-28,6.45994
2023-10-29,7.149
2023-10-30,9.99138
2023-10-31,9.77605
2023-11-01,8.95779
2023-11-02,8.95779
2023-11-03,9.51765
2023-11-04,6.02928
2023-11-05,6.63221
2023-11-06,9.43152
2023-11-07,8.74246
2023-11-08,8.87166
2023-11-09,8.09646
2023-11-10,7.45047
2023-11-11,5.77088
2023-11-12,6.58914
2023-11-13,8.74246
2023-11-14,8.52713
2023-11-15,10.33591
2023-11-16,10.42204
2023-11-17,10.29285
2023-11-18,7.10594
2023-11-19,9.60378
2023-11-20,12.83376
2023-11-21,16.32213
2023-11-22,15.63307
2023-11-23,11.92937
2023-11-24,13.65202
2023-11-25,8.74246
2023-11-26,11.19724
2023-11-27,13.95348
2023-11-28,14.98708
2023-11-29,16.3652
2023-11-30,16.06373
2023-12-01,13.00602
2023-12-02,9.81912
2023-12-03,10.42204
2023-12-04,15.80534
2023-12-05,16.58053
2023-12-06,18.13092
2023-12-07,16.40826
2023-12-08,15.11627
2023-12-09,11.32644
2023-12-10,14.81481
2023-12-11,18.81998
2023-12-12,15.37467
2023-12-13,18.17398
2023-12-14,17.95865
2023-12-15,14.64254
2023-12-16,11.19724
2023-12-17,12.31696
2023-12-18,17.52799
2023-12-19,19.63824
2023-12-20,20.24117
2023-12-21,19.03531
2023-12-22,20.62876
2023-12-23,13.09216
2023-12-24,13.17829
2023-12-25,17.05426
2023-12-26,28.55297
2023-12-27,29.32816
2023-12-28,28.8975
2023-12-29,28.16537
2023-12-30,15.03014
2023-12-31,16.58053
2024-01-01,16.19293
2024-01-02,28.68217
2024-01-03,24.84926
2024-01-04,21.87769
2024-01-05,18.77691
2024-01-06,14.55641
2024-01-07,13.26442
2024-01-08,16.66666
2024-01-09,17.87252
2024-01-10,16.66666
2024-01-11,16.79586
2024-01-12,13.04909
2024-01-13,12.4031
2024-01-14,12.1447
2024-01-15,18.47545
2024-01-16,19.72437
2024-01-17,20.41343
2024-01-18,20.54263
2024-01-19,22.09302
2024-01-20,14.47028
2024-01-21,15.33161
2024-01-22,27.60551
2024-01-23,26.91645
2024-01-24,30.27562
2024-01-25,31.09388
2024-01-26,24.50473
2024-01-27,17.14039
2024-01-28,20.0689
2024-01-29,23.55727
2024-01-30,24.89233
2024-01-31,22.04995
2024-02-01,21.79155
2024-02-02,20.75796
2024-02-03,12.87683
2024-02-04,21.31782
2024-02-05,22.17915
2024-02-06,21.87769
2024-02-07,19.07838
2024-02-08,19.33677
2024-02-09,15.15934
2024-02-10,14.51335
2024-02-11,15.41774
2024-02-12,18.94918
2024-02-13,30.06029
2024-02-14,24.4186
2024-02-15,23.08354
2024-02-16,38.37209
2024-02-17,18.43238
2024-02-18,20.1981
2024-02-19,25.83979
2024-02-20,27.64857
2024-02-21,25.75366
2024-02-22,24.72006
2024-02-23,27.17484
2024-02-24,19.07838
2024-02-25,30.06029
2024-02-26,33.29026
2024-02-27,26.91645
2024-02-28,25.06459
2024-02-29,24.07407
2024-03-01,18.64771
2024-03-02,17.09732
2024-03-03,18.43238
2024-03-04,22.60981
2024-03-05,24.031
2024-03-06,22.82515
2024-03-07,21.96382
2024-03-08,19.72437
2024-03-09,13.52282
2024-03-10,16.53746
2024-03-11,20.75796
2024-03-12,18.77691
2024-03-13,17.57105
2024-03-14,18.90611
2024-03-15,18.43238
2024-03-16,11.6279
2024-03-17,15.15934
2024-03-18,15.11627
2024-03-19,20.54263
2024-03-20,21.83462
