date,개인형IRP
2020-06-30,22.14532
2020-07-01,20.99192
2020-07-02,15.91695
2020-07-03,14.07151
2020-07-04,7.38177
2020-07-05,7.26643
2020-07-06,22.14532
2020-07-07,22.49134
2020-07-08,19.14648
2020-07-09,20.76124
2020-07-10,23.87543
2020-07-11,5.88235
2020-07-12,8.76585
2020-07-13,16.37831
2020-07-14,19.26182
2020-07-15,20.53056
2020-07-16,16.03229
2020-07-17,14.30219
2020-07-18,6.92041
2020-07-19,4.84429
2020-07-20,16.60899
2020-07-21,22.26066
2020-07-22,24.33679
2020-07-23,21.56862
2020-07-24,22.26066
2020-07-25,9.68858
2020-07-26,9.22722
2020-07-27,19.95386
2020-07-28,18.10841
2020-07-29,19.95386
2020-07-30,22.60668
2020-07-31,23.06805
2020-08-01,10.0346
2020-08-02,7.61245
2020-08-03,15.91695
2020-08-04,20.99192
2020-08-05,22.14532
2020-08-06,21.2226
2020-08-07,23.41407
2020-08-08,14.18685
2020-08-09,9.11188
2020-08-10,21.2226
2020-08-11,28.71972
2020-08-12,21.7993
2020-08-13,26.29757
2020-08-14,25.02883
2020-08-15,9.22722
2020-08-16,7.61245
2020-08-17,13.14878
2020-08-18,22.02998
2020-08-19,19.03114
2020-08-20,19.37716
2020-08-21,20.6459
2020-08-22,11.07266
2020-08-23,9.68858
2020-08-24,24.10611
2020-08-25,28.02768
2020-08-26,22.26066
2020-08-27,27.91234
2020-08-28,20.53056
2020-08-29,11.188
2020-08-30,9.11188
2020-08-31,22.60668
2020-09-01,27.56632
2020-09-02,26.41291
2020-09-03,22.26066
2020-09-04,23.87543
2020-09-05,13.72549
2020-09-06,12.57208
2020-09-07,23.99077
2020-09-08,22.95271
2020-09-09,21.7993
2020-09-10,20.53056
2020-09-11,18.22376
2020-09-12,7.84313
2020-09-13,6.57439
2020-09-14,16.72433
2020-09-15,21.2226
2020-09-16,24.22145
2020-09-17,23.41407
2020-09-18,18.3391
2020-09-19,7.61245
2020-09-20,5.88235
2020-09-21,17.64705
2020-09-22,20.41522
2020-09-23,20.41522
2020-09-24,19.14648
2020-09-25,23.87543
2020-09-26,7.03575
2020-09-27,5.07497
2020-09-28,16.37831
2020-09-29,16.14763
2020-09-30,6.80507
2020-10-01,5.65167
2020-10-02,5.76701
2020-10-03,7.03575
2020-10-04,10.38062
2020-10-05,22.49134
2020-10-06,24.22145
2020-10-07,20.99192
2020-10-08,24.45213
2020-10-09,8.18915
2020-10-10,9.4579
2020-10-11,8.41983
2020-10-12,19.4925
2020-10-13,16.95501
2020-10-14,22.49134
2020-10-15,27.22029
2020-10-16,22.83737
2020-10-17,9.80392
2020-10-18,9.11188
2020-10-19,20.29988
2020-10-20,23.76009
2020-10-21,22.95271
2020-10-22,24.45213
2020-10-23,23.29873
2020-10-24,8.76585
2020-10-25,11.88004
2020-10-26,25.37485
2020-10-27,28.9504
2020-10-28,24.68281
2020-10-29,23.76009
2020-10-30,21.68396
2020-10-31,9.11188
2020-11-01,12.9181
2020-11-02,31.83391
2020-11-03,28.9504
2020-11-04,23.76009
2020-11-05,53.40253
2020-11-06,23.18339
2020-11-07,13.4948
2020-11-08,12.11072
2020-11-09,29.98846
2020-11-10,31.48788
2020-11-11,26.06689
2020-11-12,29.5271
2020-11-13,32.17993
2020-11-14,14.30219
2020-11-15,12.57208
2020-11-16,27.33564
2020-11-17,33.44867
2020-11-18,32.87197
2020-11-19,37.02422
2020-11-20,27.68166
2020-11-21,13.4948
2020-11-22,18.22376
2020-11-23,35.29411
2020-11-24,43.02191
2020-11-25,37.71626
2020-11-26,35.29411
2020-11-27,46.25144
2020-11-28,20.18454
2020-11-29,19.03114
2020-11-30,42.21453
2020-12-01,57.43944
2020-12-02,61.70703
2020-12-03,47.75086
2020-12-04,39.10034
2020-12-05,40.1384
2020-12-06,30.91118
2020-12-07,46.7128
2020-12-08,56.86274
2020-12-09,100.0
2020-12-10,68.97347
2020-12-11,59.0542
2020-12-12,23.29873
2020-12-13,28.25836
2020-12-14,51.21107
2020-12-15,53.51787
2020-12-16,51.78777
2020-12-17,51.21107
2020-12-18,47.98154
2020-12-19,25.49019
2020-12-20,25.72087
2020-12-21,55.36332
2020-12-22,48.09688
2020-12-23,52.36447
2020-12-24,51.32641
2020-12-25,45.21337
2020-12-26,30.91118
2020-12-27,31.94925
2020-12-28,74.97116
2020-12-29,67.3587
2020-12-30,66.43598
2020-12-31,66.55132
2021-01-01,27.10495
2021-01-02,23.29873
2021-01-03,26.52825
2021-01-04,41.98385
2021-01-05,40.02306
2021-01-06,45.09803
2021-01-07,36.6782
2021-01-08,37.94694
2021-01-09,19.95386
2021-01-10,24.79815
2021-01-11,41.17647
2021-01-12,40.59976
2021-01-13,36.56286
2021-01-14,31.02652
2021-01-15,43.94463
2021-01-16,26.64359
2021-01-17,35.06343
2021-01-18,58.59284
2021-01-19,58.13148
2021-01-20,68.39677
2021-01-21,61.59169
2021-01-22,52.59515
2021-01-23,31.94925
2021-01-24,32.41061
2021-01-25,57.78546
2021-01-26,54.90196
2021-01-27,54.09457
2021-01-28,42.79123
2021-01-29,43.25259
2021-01-30,25.83621
2021-01-31,22.72202
2021-02-01,40.7151
2021-02-02,40.25374
2021-02-03,38.52364
2021-02-04,44.52133
2021-02-05,39.44636
2021-02-06,19.95386
2021-02-07,21.2226
2021-02-08,36.44752
2021-02-09,32.52595
2021-02-10,32.87197
2021-02-11,18.45444
2021-02-12,15.91695
2021-02-13,18.45444
2021-02-14,21.56862
2021-02-15,44.52133
2021-02-16,38.75432
2021-02-17,39.90772
2021-02-18,35.87081
2021-02-19,33.56401
2021-02-20,21.33794
2021-02-21,28.71972
2021-02-22,30.44982
2021-02-23,33.10265
2021-02-24,27.10495
2021-02-25,31.60322
2021-02-26,35.64013
2021-02-27,13.14878
2021-02-28,14.53287
2021-03-01,17.07035
2021-03-02,30.1038
2021-03-03,33.33333
2021-03-04,30.33448
2021-03-05,26.75893
2021-03-06,12.3414
2021-03-07,18.3391
2021-03-08,35.29411
2021-03-09,30.56516
2021-03-10,33.33333
2021-03-11,21.56862
2021-03-12,23.99077
2021-03-13,13.26412
2021-03-14,10.38062
2021-03-15,27.10495
2021-03-16,29.5271
2021-03-17,20.99192
2021-03-18,21.91464
2021-03-19,20.76124
2021-03-20,7.72779
2021-03-21,8.76585
2021-03-22,19.26182
2021-03-23,18.10841
2021-03-24,19.60784
2021-03-25,19.4925
2021-03-26,16.14763
2021-03-27,9.80392
2021-03-28,9.4579
2021-03-29,22.26066
2021-03-30,19.03114
2021-03-31,20.6459
2021-04-01,19.26182
2021-04-02,13.26412
2021-04-03,7.61245
2021-04-04,7.15109
2021-04-05,13.95617
2021-04-06,20.76124
2021-04-07,18.3391
2021-04-08,17.41637
2021-04-09,20.0692
2021-04-10,8.99653
2021-04-11,7.38177
2021-04-12,17.64705
2021-04-13,20.76124
2021-04-14,17.41637
2021-04-15,17.07035
2021-04-16,15.45559
2021-04-17,8.18915
2021-04-18,7.38177
2021-04-19,22.60668
2021-04-20,18.22376
2021-04-21,17.41637
2021-04-22,15.91695
2021-04-23,15.57093
2021-04-24,6.45905
2021-04-25,9.22722
2021-04-26,19.37716
2021-04-27,19.72318
2021-04-28,17.53171
2021-04-29,16.95501
2021-04-30,12.9181
2021-05-01,8.99653
2021-05-02,10.26528
2021-05-03,16.60899
2021-05-04,19.83852
2021-05-05,7.03575
2021-05-06,19.60784
2021-05-07,21.2226
2021-05-08,10.0346
2021-05-09,10.0346
2021-05-10,23.18339
2021-05-11,20.29988
2021-05-12,18.56978
2021-05-13,17.41637
2021-05-14,20.41522
2021-05-15,6.92041
2021-05-16,10.72664
2021-05-17,18.3391
2021-05-18,15.68627
2021-05-19,9.22722
2021-05-20,17.99307
2021-05-21,14.99423
2021-05-22,4.95963
2021-05-23,4.61361
2021-05-24,15.57093
2021-05-25,17.18569
2021-05-26,17.30103
2021-05-27,19.95386
2021-05-28,17.76239
2021-05-29,7.03575
2021-05-30,8.65051
2021-05-31,18.3391
2021-06-01,17.99307
2021-06-02,19.83852
2021-06-03,17.07035
2021-06-04,18.9158
2021-06-05,6.80507
2021-06-06,5.88235
2021-06-07,19.37716
2021-06-08,20.76124
2021-06-09,25.14417
2021-06-10,21.45328
2021-06-11,21.7993
2021-06-12,6.68973
2021-06-13,6.34371
2021-06-14,22.72202
2021-06-15,25.72087
2021-06-16,20.76124
2021-06-17,20.29988
2021-06-18,14.53287
2021-06-19,6.22837
2021-06-20,6.57439
2021-06-21,17.76239
2021-06-22,22.14532
2021-06-23,19.03114
2021-06-24,13.84083
2021-06-25,18.3391
2021-06-26,6.57439
2021-06-27,5.42099
2021-06-28,18.22376
2021-06-29,19.4925
2021-06-30,19.60784
2021-07-01,19.26182
2021-07-02,15.22491
2021-07-03,7.72779
2021-07-04,8.76585
2021-07-05,24.45213
2021-07-06,20.76124
2021-07-07,17.87773
2021-07-08,20.18454
2021-07-09,13.03344
2021-07-10,6.45905
2021-07-11,8.65051
2021-07-12,18.9158
2021-07-13,18.22376
2021-07-14,16.49365
2021-07-15,13.72549
2021-07-16,14.76355
2021-07-17,6.22837
2021-07-18,7.26643
2021-07-19,15.45559
2021-07-20,20.99192
2021-07-21,15.57093
2021-07-22,16.26297
2021-07-23,13.61014
2021-07-24,6.68973
2021-07-25,7.84313
2021-07-26,23.64475
2021-07-27,19.72318
2021-07-28,17.99307
2021-07-29,16.83967
2021-07-30,18.56978
2021-07-31,5.65167
2021-08-01,5.53633
2021-08-02,19.72318
2021-08-03,21.10726
2021-08-04,15.91695
2021-08-05,28.25836
2021-08-06,19.26182
2021-08-07,8.65051
2021-08-08,8.41983
2021-08-09,20.53056
2021-08-10,20.76124
2021-08-11,21.56862
2021-08-12,20.0692
2021-08-13,24.22145
2021-08-14,8.99653
2021-08-15,6.92041
2021-08-16,10.49596
2021-08-17,21.91464
2021-08-18,23.52941
2021-08-19,22.26066
2021-08-20,17.76239
2021-08-21,5.76701
2021-08-22,8.41983
2021-08-23,19.14648
2021-08-24,20.0692
2021-08-25,25.25951
2021-08-26,20.41522
2021-08-27,22.49134
2021-08-28,8.53517
2021-08-29,7.26643
2021-08-30,17.41637
2021-08-31,20.18454
2021-09-01,19.03114
2021-09-02,18.3391
2021-09-03,16.83967
2021-09-04,7.03575
2021-09-05,9.57324
2021-09-06,17.99307
2021-09-07,18.22376
2021-09-08,16.60899
2021-09-09,17.07035
2021-09-10,17.76239
2021-09-11,7.61245
2021-09-12,7.49711
2021-09-13,16.72433
2021-09-14,17.99307
2021-09-15,17.07035
2021-09-16,21.10726
2021-09-17,18.9158
2021-09-18,7.49711
2021-09-19,5.53633
2021-09-20,7.61245
2021-09-21,6.92041
2021-09-22,7.61245
2021-09-23,31.48788
2021-09-24,27.22029
2021-09-25,12.9181
2021-09-26,14.07151
2021-09-27,20.18454
2021-09-28,22.376
2021-09-29,21.2226
2021-09-30,26.18223
2021-10-01,20.41522
2021-10-02,9.57324
2021-10-03,7.49711
2021-10-04,11.41868
2021-10-05,26.06689
2021-10-06,22.83737
2021-10-07,20.99192
2021-10-08,20.41522
2021-10-09,8.76585
2021-10-10,7.03575
2021-10-11,10.6113
2021-10-12,21.2226
2021-10-13,28.25836
2021-10-14,26.87427
2021-10-15,21.33794
2021-10-16,11.41868
2021-10-17,8.53517
2021-10-18,18.3391
2021-10-19,23.64475
2021-10-20,23.06805
2021-10-21,22.14532
2021-10-22,22.376
2021-10-23,8.76585
2021-10-24,9.11188
2021-10-25,24.56747
2021-10-26,26.41291
2021-10-27,24.68281
2021-10-28,24.33679
2021-10-29,20.76124
2021-10-30,8.07381
2021-10-31,9.91926
2021-11-01,24.45213
2021-11-02,28.02768
2021-11-03,26.87427
2021-11-04,26.18223
2021-11-05,25.37485
2021-11-06,9.34256
2021-11-07,11.07266
2021-11-08,27.797
2021-11-09,25.37485
2021-11-10,26.98961
2021-11-11,24.10611
2021-11-12,20.53056
2021-11-13,9.22722
2021-11-14,9.91926
2021-11-15,19.72318
2021-11-16,25.14417
2021-11-17,22.83737
2021-11-18,24.56747
2021-11-19,22.26066
2021-11-20,10.38062
2021-11-21,10.0346
2021-11-22,32.64129
2021-11-23,24.56747
2021-11-24,20.99192
2021-11-25,26.29757
2021-11-26,22.14532
2021-11-27,10.38062
2021-11-28,11.07266
2021-11-29,23.76009
2021-11-30,25.83621
2021-12-01,27.68166
2021-12-02,35.40945
2021-12-03,36.6782
2021-12-04,15.10957
2021-12-05,14.41753
2021-12-06,31.37254
2021-12-07,46.36678
2021-12-08,29.18108
2021-12-09,29.29642
2021-12-10,28.3737
2021-12-11,14.07151
2021-12-12,16.72433
2021-12-13,30.1038
2021-12-14,29.06574
2021-12-15,47.05882
2021-12-16,29.98846
2021-12-17,26.41291
2021-12-18,10.84198
2021-12-19,14.41753
2021-12-20,39.10034
2021-12-21,35.87081
2021-12-22,30.6805
2021-12-23,29.5271
2021-12-24,40.1384
2021-12-25,13.4948
2021-12-26,25.72087
2021-12-27,47.40484
2021-12-28,54.20991
2021-12-29,45.79008
2021-12-30,53.17185
2021-12-31,51.21107
2022-01-01,13.61014
2022-01-02,9.57324
2022-01-03,25.95155
2022-01-04,28.02768
2022-01-05,30.6805
2022-01-06,20.87658
2022-01-07,20.53056
2022-01-08,10.14994
2022-01-09,10.14994
2022-01-10,25.95155
2022-01-11,24.22145
2022-01-12,22.83737
2022-01-13,21.10726
2022-01-14,22.02998
2022-01-15,10.0346
2022-01-16,11.41868
2022-01-17,28.02768
2022-01-18,37.71626
2022-01-19,31.02652
2022-01-20,33.79469
2022-01-21,30.21914
2022-01-22,14.99423
2022-01-23,15.10957
2022-01-24,35.52479
2022-01-25,36.10149
2022-01-26,38.63898
2022-01-27,34.48673
2022-01-28,26.52825
2022-01-29,13.95617
2022-01-30,14.41753
2022-01-31,11.188
2022-02-01,11.188
2022-02-02,13.37946
2022-02-03,34.37139
2022-02-04,33.79469
2022-02-05,17.99307
2022-02-06,15.22491
2022-02-07,43.13725
2022-02-08,36.6782
2022-02-09,38.86966
2022-02-10,36.56286
2022-02-11,30.44982
2022-02-12,11.99538
2022-02-13,12.9181
2022-02-14,25.02883
2022-02-15,34.60207
2022-02-16,31.94925
2022-02-17,28.02768
2022-02-18,34.25605
2022-02-19,13.03344
2022-02-20,14.99423
2022-02-21,42.32987
2022-02-22,51.67243
2022-02-23,42.44521
2022-02-24,37.37024
2022-02-25,41.75317
2022-02-26,19.4925
2022-02-27,16.83967
2022-02-28,38.4083
2022-03-01,20.87658
2022-03-02,33.67935
2022-03-03,34.71741
2022-03-04,33.67935
2022-03-05,14.30219
2022-03-06,10.95732
2022-03-07,27.10495
2022-03-08,22.95271
2022-03-09,9.34256
2022-03-10,28.83506
2022-03-11,28.60438
2022-03-12,10.84198
2022-03-13,8.88119
2022-03-14,24.56747
2022-03-15,25.37485
2022-03-16,24.91349
2022-03-17,21.7993
2022-03-18,21.7993
2022-03-19,9.11188
2022-03-20,7.95847
2022-03-21,20.76124
2022-03-22,19.95386
2022-03-23,28.14302
2022-03-24,23.76009
2022-03-25,22.83737
2022-03-26,11.64936
2022-03-27,8.88119
2022-03-28,22.83737
2022-03-29,25.14417
2022-03-30,21.7993
2022-03-31,20.99192
2022-04-01,26.18223
2022-04-02,9.34256
2022-04-03,7.03575
2022-04-04,17.99307
2022-04-05,22.26066
2022-04-06,19.60784
2022-04-07,21.10726
2022-04-08,15.57093
2022-04-09,6.11303
2022-04-10,5.07497
2022-04-11,17.18569
2022-04-12,19.83852
2022-04-13,21.10726
2022-04-14,27.68166
2022-04-15,21.33794
2022-04-16,7.84313
2022-04-17,9.4579
2022-04-18,33.44867
2022-04-19,23.99077
2022-04-20,24.79815
2022-04-21,21.68396
2022-04-22,20.0692
2022-04-23,9.11188
2022-04-24,6.80507
2022-04-25,26.98961
2022-04-26,25.37485
2022-04-27,20.29988
2022-04-28,21.91464
2022-04-29,16.83967
2022-04-30,6.45905
2022-05-01,9.80392
2022-05-02,16.95501
2022-05-03,20.76124
2022-05-04,16.95501
2022-05-05,7.49711
2022-05-06,19.03114
2022-05-07,7.72779
2022-05-08,4.72895
2022-05-09,18.80046
2022-05-10,21.56862
2022-05-11,21.7993
2022-05-12,19.03114
2022-05-13,16.49365
2022-05-14,4.0369
2022-05-15,6.22837
2022-05-16,17.99307
2022-05-17,16.95501
2022-05-18,15.80161
2022-05-19,17.99307
2022-05-20,15.10957
2022-05-21,6.45905
2022-05-22,4.26758
2022-05-23,16.26297
2022-05-24,19.14648
2022-05-25,19.83852
2022-05-26,18.56978
2022-05-27,22.83737
2022-05-28,12.80276
2022-05-29,5.19031
2022-05-30,18.80046
2022-05-31,15.80161
2022-06-01,7.38177
2022-06-02,20.76124
2022-06-03,14.99423
2022-06-04,4.38292
2022-06-05,5.30565
2022-06-06,5.19031
2022-06-07,18.10841
2022-06-08,20.41522
2022-06-09,16.95501
2022-06-10,16.95501
2022-06-11,6.22837
2022-06-12,7.61245
2022-06-13,18.10841
2022-06-14,21.7993
2022-06-15,19.4925
2022-06-16,21.68396
2022-06-17,16.95501
2022-06-18,6.92041
2022-06-19,5.99769
2022-06-20,16.72433
2022-06-21,18.3391
2022-06-22,17.41637
2022-06-23,15.68627
2022-06-24,16.03229
2022-06-25,4.38292
2022-06-26,5.88235
2022-06-27,16.26297
2022-06-28,18.9158
2022-06-29,15.91695
2022-06-30,16.72433
2022-07-01,12.80276
2022-07-02,4.26758
2022-07-03,4.84429
2022-07-04,12.57208
2022-07-05,18.56978
2022-07-06,19.03114
2022-07-07,15.34025
2022-07-08,14.53287
2022-07-09,6.45905
2022-07-10,5.42099
2022-07-11,15.10957
2022-07-12,13.4948
2022-07-13,13.61014
2022-07-14,14.18685
2022-07-15,14.07151
2022-07-16,4.61361
2022-07-17,3.92156
2022-07-18,15.22491
2022-07-19,16.49365
2022-07-20,15.10957
2022-07-21,18.3391
2022-07-22,24.22145
2022-07-23,5.07497
2022-07-24,4.49826
2022-07-25,17.64705
2022-07-26,15.10957
2022-07-27,17.30103
2022-07-28,14.99423
2022-07-29,15.68627
2022-07-30,7.38177
2022-07-31,5.07497
2022-08-01,17.18569
2022-08-02,14.99423
2022-08-03,16.14763
2022-08-04,16.72433
2022-08-05,13.72549
2022-08-06,6.45905
2022-08-07,4.38292
2022-08-08,14.53287
2022-08-09,16.49365
2022-08-10,14.99423
2022-08-11,15.68627
2022-08-12,16.26297
2022-08-13,7.03575
2022-08-14,6.57439
2022-08-15,5.07497
2022-08-16,17.99307
2022-08-17,16.72433
2022-08-18,16.60899
2022-08-19,14.41753
2022-08-20,5.99769
2022-08-21,4.15224
2022-08-22,19.03114
2022-08-23,16.26297
2022-08-24,17.18569
2022-08-25,17.53171
2022-08-26,14.64821
2022-08-27,4.95963
2022-08-28,3.92156
2022-08-29,14.76355
2022-08-30,17.18569
2022-08-31,15.68627
2022-09-01,15.45559
2022-09-02,14.87889
2022-09-03,5.65167
2022-09-04,5.76701
2022-09-05,13.61014
2022-09-06,17.41637
2022-09-07,16.03229
2022-09-08,29.98846
2022-09-09,5.65167
2022-09-10,4.26758
2022-09-11,5.07497
2022-09-12,7.95847
2022-09-13,30.56516
2022-09-14,31.60322
2022-09-15,21.91464
2022-09-16,15.80161
2022-09-17,6.57439
2022-09-18,4.95963
2022-09-19,20.0692
2022-09-20,14.76355
2022-09-21,17.87773
2022-09-22,18.45444
2022-09-23,16.03229
2022-09-24,4.84429
2022-09-25,4.72895
2022-09-26,19.26182
2022-09-27,21.56862
2022-09-28,18.9158
2022-09-29,17.76239
2022-09-30,23.29873
2022-10-01,7.15109
2022-10-02,4.61361
2022-10-03,6.57439
2022-10-04,16.72433
2022-10-05,18.3391
2022-10-06,33.44867
2022-10-07,13.95617
2022-10-08,4.61361
2022-10-09,7.03575
2022-10-10,6.68973
2022-10-11,21.68396
2022-10-12,18.22376
2022-10-13,22.72202
2022-10-14,21.10726
2022-10-15,7.38177
2022-10-16,7.49711
2022-10-17,18.9158
2022-10-18,21.7993
2022-10-19,20.41522
2022-10-20,18.80046
2022-10-21,18.56978
2022-10-22,7.49711
2022-10-23,7.26643
2022-10-24,20.41522
2022-10-25,23.18339
2022-10-26,22.376
2022-10-27,26.87427
2022-10-28,18.56978
2022-10-29,6.80507
2022-10-30,4.38292
2022-10-31,22.72202
2022-11-01,30.91118
2022-11-02,27.10495
2022-11-03,24.68281
2022-11-04,25.14417
2022-11-05,9.68858
2022-11-06,13.26412
2022-11-07,25.25951
2022-11-08,29.5271
2022-11-09,25.02883
2022-11-10,38.985
2022-11-11,27.33564
2022-11-12,10.95732
2022-11-13,9.34256
2022-11-14,19.60784
2022-11-15,30.33448
2022-11-16,29.18108
2022-11-17,25.25951
2022-11-18,21.91464
2022-11-19,10.6113
2022-11-20,10.14994
2022-11-21,30.79584
2022-11-22,31.94925
2022-11-23,33.21799
2022-11-24,24.45213
2022-11-25,27.22029
2022-11-26,9.22722
2022-11-27,8.18915
2022-11-28,28.02768
2022-11-29,31.60322
2022-11-30,35.17877
2022-12-01,45.21337
2022-12-02,27.68166
2022-12-03,9.22722
2022-12-04,11.53402
2022-12-05,28.60438
2022-12-06,31.2572
2022-12-07,28.9504
2022-12-08,35.29411
2022-12-09,28.48904
2022-12-10,11.64936
2022-12-11,13.14878
2022-12-12,38.52364
2022-12-13,42.21453
2022-12-14,35.40945
2022-12-15,34.48673
2022-12-16,38.86966
2022-12-17,14.76355
2022-12-18,14.53287
2022-12-19,40.83044
2022-12-20,42.32987
2022-12-21,42.56055
2022-12-22,36.44752
2022-12-23,38.52364
2022-12-24,16.03229
2022-12-25,15.22491
2022-12-26,43.48327
2022-12-27,59.40023
2022-12-28,48.21222
2022-12-29,52.47981
2022-12-30,50.05767
2022-12-31,14.53287
2023-01-01,11.30334
2023-01-02,34.14071
2023-01-03,26.06689
2023-01-04,32.06459
2023-01-05,31.48788
2023-01-06,24.56747
2023-01-07,10.72664
2023-01-08,11.64936
2023-01-09,28.25836
2023-01-10,32.29527
2023-01-11,25.60553
2023-01-12,24.10611
2023-01-13,22.72202
2023-01-14,10.26528
2023-01-15,12.3414
2023-01-16,34.14071
2023-01-17,35.52479
2023-01-18,35.06343
2023-01-19,33.33333
2023-01-20,30.1038
2023-01-21,14.18685
2023-01-22,17.76239
2023-01-23,14.07151
2023-01-24,17.87773
2023-01-25,53.63321
2023-01-26,45.21337
2023-01-27,39.21568
2023-01-28,21.2226
2023-01-29,20.41522
2023-01-30,39.44636
2023-01-31,44.05997
2023-02-01,35.06343
2023-02-02,36.33217
2023-02-03,33.21799
2023-02-04,13.37946
2023-02-05,11.88004
2023-02-06,32.98731
2023-02-07,32.41061
2023-02-08,30.21914
2023-02-09,31.71856
2023-02-10,29.5271
2023-02-11,16.60899
2023-02-12,12.80276
2023-02-13,35.75547
2023-02-14,33.44867
2023-02-15,37.13956
2023-02-16,40.7151
2023-02-17,36.33217
2023-02-18,16.14763
2023-02-19,18.56978
2023-02-20,47.40484
2023-02-21,41.06113
2023-02-22,38.75432
2023-02-23,31.2572
2023-02-24,33.56401
2023-02-25,13.84083
2023-02-26,10.49596
2023-02-27,35.52479
2023-02-28,37.60092
2023-03-01,19.60784
2023-03-02,33.79469
2023-03-03,33.67935
2023-03-04,17.30103
2023-03-05,12.68742
2023-03-06,37.02422
2023-03-07,36.10149
2023-03-08,37.02422
2023-03-09,28.71972
2023-03-10,30.91118
2023-03-11,10.0346
2023-03-12,10.95732
2023-03-13,26.64359
2023-03-14,30.44982
2023-03-15,32.17993
2023-03-16,30.1038
2023-03-17,20.53056
2023-03-18,10.84198
2023-03-19,9.68858
2023-03-20,25.37485
2023-03-21,28.3737
2023-03-22,27.797
2023-03-23,25.49019
2023-03-24,25.95155
2023-03-25,10.72664
2023-03-26,9.57324
2023-03-27,24.22145
2023-03-28,26.29757
2023-03-29,23.18339
2023-03-30,19.72318
2023-03-31,22.02998
2023-04-01,8.30449
2023-04-02,8.18915
2023-04-03,20.53056
2023-04-04,19.60784
2023-04-05,24.10611
2023-04-06,22.60668
2023-04-07,20.76124
2023-04-08,6.92041
2023-04-09,7.03575
2023-04-10,22.376
2023-04-11,25.72087
2023-04-12,23.18339
2023-04-13,24.22145
2023-04-14,21.10726
2023-04-15,8.88119
2023-04-16,7.38177
2023-04-17,21.10726
2023-04-18,20.18454
2023-04-19,20.6459
2023-04-20,17.41637
2023-04-21,20.18454
2023-04-22,7.95847
2023-04-23,6.80507
2023-04-24,16.49365
2023-04-25,24.45213
2023-04-26,21.7993
2023-04-27,18.22376
2023-04-28,18.80046
2023-04-29,7.15109
2023-04-30,7.03575
2023-05-01,10.14994
2023-05-02,18.68512
2023-05-03,20.6459
2023-05-04,21.2226
2023-05-05,8.30449
2023-05-06,10.14994
2023-05-07,8.88119
2023-05-08,20.0692
2023-05-09,21.10726
2023-05-10,23.06805
2023-05-11,22.60668
2023-05-12,21.68396
2023-05-13,8.88119
2023-05-14,9.91926
2023-05-15,25.49019
2023-05-16,21.2226
2023-05-17,21.45328
2023-05-18,20.29988
2023-05-19,21.45328
2023-05-20,8.65051
2023-05-21,6.45905
2023-05-22,20.0692
2023-05-23,23.99077
2023-05-24,21.33794
2023-05-25,27.22029
2023-05-26,22.02998
2023-05-27,8.65051
2023-05-28,8.30449
2023-05-29,10.26528
