date,예창패
2024-01-29,69.56521
2024-01-30,67.14975
2024-01-31,79.22705
2024-02-01,78.74396
2024-02-02,64.2512
2024-02-03,33.81642
2024-02-04,31.40096
2024-02-05,54.58937
2024-02-06,50.72463
2024-02-07,32.85024
2024-02-08,38.64734
2024-02-09,20.28985
2024-02-10,19.80676
2024-02-11,19.80676
2024-02-12,26.08695
2024-02-13,58.4541
2024-02-14,51.69082
2024-02-15,49.75845
2024-02-16,53.62318
2024-02-17,39.13043
2024-02-18,46.8599
2024-02-19,76.3285
2024-02-20,100.0
2024-02-21,95.65217
2024-02-22,52.657
2024-02-23,38.64734
2024-02-24,19.80676
2024-02-25,28.50241
2024-02-26,36.71497
2024-02-27,35.2657
2024-02-28,24.15458
2024-02-29,28.01932
2024-03-01,16.90821
2024-03-02,18.35748
2024-03-03,17.87439
2024-03-04,34.29951
2024-03-05,33.81642
2024-03-06,32.36714
2024-03-07,34.7826
2024-03-08,28.9855
2024-03-09,14.49275
2024-03-10,18.84057
2024-03-11,51.20772
2024-03-12,54.58937
2024-03-13,86.95652
2024-03-14,49.75845
2024-03-15,70.5314
2024-03-16,23.67149
2024-03-17,21.73913
2024-03-18,35.2657
2024-03-19,28.9855
2024-03-20,20.77294
