date,건강보험료조회
2020-07-18,0.20859
2020-07-19,0.2157
2020-07-20,0.58312
2020-07-21,0.50094
2020-07-22,0.4646
2020-07-23,0.44405
2020-07-24,0.49383
2020-07-25,0.19279
2020-07-26,0.21649
2020-07-27,0.53097
2020-07-28,0.51675
2020-07-29,0.51912
2020-07-30,0.55862
2020-07-31,0.51121
2020-08-01,0.24336
2020-08-02,0.192
2020-08-03,0.51438
2020-08-04,0.49936
2020-08-05,0.39823
2020-08-06,0.40534
2020-08-07,0.37847
2020-08-08,0.21807
2020-08-09,0.2323
2020-08-10,0.80199
2020-08-11,0.53176
2020-08-12,0.46223
2020-08-13,0.44089
2020-08-14,0.34608
2020-08-15,0.17225
2020-08-16,0.16434
2020-08-17,0.25047
2020-08-18,0.41166
2020-08-19,0.42588
2020-08-20,0.39348
2020-08-21,0.36662
2020-08-22,0.1675
2020-08-23,0.22756
2020-08-24,0.54993
2020-08-25,0.52149
2020-08-26,0.48751
2020-08-27,0.47408
2020-08-28,0.61946
2020-08-29,0.22993
2020-08-30,0.23072
2020-08-31,0.61867
2020-09-01,0.59497
2020-09-02,0.56099
2020-09-03,0.48514
2020-09-04,0.46539
2020-09-05,0.2402
2020-09-06,0.18647
2020-09-07,0.55546
2020-09-08,1.10935
2020-09-09,0.78855
2020-09-10,1.08486
2020-09-11,0.81305
2020-09-12,0.29156
2020-09-13,0.32158
2020-09-14,0.64949
2020-09-15,0.60524
2020-09-16,0.53492
2020-09-17,0.54045
2020-09-18,0.50252
2020-09-19,0.18884
2020-09-20,0.22439
2020-09-21,0.55704
2020-09-22,0.50568
2020-09-23,0.689
2020-09-24,0.61235
2020-09-25,0.5926
2020-09-26,0.23704
2020-09-27,0.22914
2020-09-28,0.56415
2020-09-29,0.51991
2020-09-30,0.2481
2020-10-01,0.15328
2020-10-02,0.18094
2020-10-03,0.16434
2020-10-04,0.18647
2020-10-05,0.72297
2020-10-06,0.62974
2020-10-07,0.61788
2020-10-08,0.57996
2020-10-09,0.27101
2020-10-10,0.22756
2020-10-11,0.24178
2020-10-12,0.84386
2020-10-13,0.60524
2020-10-14,0.5128
2020-10-15,0.50647
2020-10-16,0.41087
2020-10-17,0.17067
2020-10-18,0.20069
2020-10-19,0.47487
2020-10-20,0.46776
2020-10-21,0.46065
2020-10-22,0.39348
2020-10-23,0.40692
2020-10-24,0.18173
2020-10-25,0.14696
2020-10-26,0.42351
2020-10-27,0.36188
2020-10-28,0.45828
2020-10-29,0.37215
2020-10-30,0.34054
2020-10-31,0.19674
2020-11-01,0.20385
2020-11-02,0.42193
2020-11-03,0.34924
2020-11-04,0.29314
2020-11-05,0.28049
2020-11-06,0.25679
2020-11-07,0.11457
2020-11-08,0.11615
2020-11-09,0.35635
2020-11-10,0.40692
2020-11-11,0.27259
2020-11-12,0.28207
2020-11-13,0.21728
2020-11-14,0.09323
2020-11-15,0.11219
2020-11-16,0.30657
2020-11-17,0.21175
2020-11-18,0.2078
2020-11-19,0.20385
2020-11-20,0.21333
2020-11-21,0.09955
2020-11-22,0.09481
2020-11-23,0.26153
2020-11-24,0.36741
2020-11-25,0.38953
2020-11-26,0.4401
2020-11-27,0.44642
2020-11-28,0.16197
2020-11-29,0.18489
2020-11-30,0.48672
2020-12-01,0.4962
2020-12-02,0.42904
2020-12-03,0.35161
2020-12-04,0.28603
2020-12-05,0.11536
2020-12-06,0.11615
2020-12-07,0.24968
2020-12-08,0.24889
2020-12-09,0.28524
2020-12-10,0.41482
2020-12-11,0.2402
2020-12-12,0.09955
2020-12-13,0.11615
2020-12-14,0.28286
2020-12-15,0.39111
2020-12-16,0.30341
2020-12-17,0.27812
2020-12-18,0.24415
2020-12-19,0.11773
2020-12-20,0.13511
2020-12-21,0.27575
2020-12-22,0.30262
2020-12-23,0.29946
2020-12-24,0.23467
2020-12-25,0.09481
2020-12-26,0.12642
2020-12-27,0.13748
2020-12-28,0.33975
2020-12-29,0.36899
2020-12-30,0.3919
2020-12-31,0.36267
2021-01-01,0.18173
2021-01-02,0.18726
2021-01-03,0.16434
2021-01-04,0.3603
2021-01-05,0.35082
2021-01-06,0.35714
2021-01-07,0.33659
2021-01-08,0.28919
2021-01-09,0.13511
2021-01-10,0.18331
2021-01-11,0.43141
2021-01-12,0.35082
2021-01-13,0.28919
2021-01-14,0.29077
2021-01-15,0.29946
2021-01-16,0.14064
2021-01-17,0.12642
2021-01-18,0.3042
2021-01-19,0.31605
2021-01-20,0.36741
2021-01-21,0.33185
2021-01-22,0.27338
2021-01-23,0.13353
2021-01-24,0.13353
2021-01-25,0.37136
2021-01-26,0.33027
2021-01-27,0.37847
2021-01-28,0.40929
2021-01-29,0.34766
2021-01-30,0.1438
2021-01-31,0.1438
2021-02-01,0.32
2021-02-02,0.29314
2021-02-03,0.24257
2021-02-04,0.27259
2021-02-05,0.24099
2021-02-06,0.09876
2021-02-07,0.10034
2021-02-08,0.28524
2021-02-09,0.28049
2021-02-10,0.33738
2021-02-11,0.09955
2021-02-12,0.07032
2021-02-13,0.09955
2021-02-14,0.14301
2021-02-15,0.27575
2021-02-16,0.29077
2021-02-17,0.2157
2021-02-18,0.23704
2021-02-19,0.21807
2021-02-20,0.1114
2021-02-21,0.12089
2021-02-22,0.28761
2021-02-23,0.2963
2021-02-24,0.31842
2021-02-25,0.33817
2021-02-26,0.27575
2021-02-27,0.14143
2021-02-28,0.10745
2021-03-01,0.16829
2021-03-02,0.34924
2021-03-03,0.31447
2021-03-04,0.30499
2021-03-05,0.26232
2021-03-06,0.13274
2021-03-07,0.13116
2021-03-08,0.29235
2021-03-09,0.30578
2021-03-10,0.41561
2021-03-11,0.28207
2021-03-12,0.22439
2021-03-13,0.0877
2021-03-14,0.07506
2021-03-15,0.1762
2021-03-16,0.18568
2021-03-17,0.17699
2021-03-18,0.21728
2021-03-19,0.1841
2021-03-20,0.08059
2021-03-21,0.0956
2021-03-22,0.18805
2021-03-23,0.20464
2021-03-24,0.19121
2021-03-25,0.2157
2021-03-26,0.17541
2021-03-27,0.08612
2021-03-28,0.0719
2021-03-29,0.2323
2021-03-30,0.25995
2021-03-31,0.23072
2021-04-01,0.19279
2021-04-02,0.13274
2021-04-03,0.06479
2021-04-04,0.0877
2021-04-05,0.22914
2021-04-06,0.18884
2021-04-07,0.15723
2021-04-08,0.14696
2021-04-09,0.18805
2021-04-10,0.07269
2021-04-11,0.07506
2021-04-12,0.19358
2021-04-13,0.20938
2021-04-14,0.15486
2021-04-15,0.1517
2021-04-16,0.13432
2021-04-17,0.05926
2021-04-18,0.06321
2021-04-19,0.26785
2021-04-20,0.21017
2021-04-21,0.22281
2021-04-22,0.16276
2021-04-23,0.22993
2021-04-24,0.07111
2021-04-25,0.09086
2021-04-26,0.20859
2021-04-27,0.21491
2021-04-28,0.29788
2021-04-29,0.32
2021-04-30,0.26706
2021-05-01,0.11931
2021-05-02,0.11931
2021-05-03,0.28682
2021-05-04,0.28049
2021-05-05,0.16039
2021-05-06,0.31605
2021-05-07,0.2797
2021-05-08,0.13906
2021-05-09,0.17304
2021-05-10,0.4725
2021-05-11,0.35477
2021-05-12,0.30183
2021-05-13,0.26627
2021-05-14,0.20938
2021-05-15,0.09718
2021-05-16,0.10666
2021-05-17,0.24415
2021-05-18,0.19437
2021-05-19,0.13037
2021-05-20,0.28365
2021-05-21,0.21017
2021-05-22,0.10824
2021-05-23,0.10192
2021-05-24,0.256
2021-05-25,0.25126
2021-05-26,0.24573
2021-05-27,0.2797
2021-05-28,0.25679
2021-05-29,0.1201
2021-05-30,0.09086
2021-05-31,0.27259
2021-06-01,0.2236
2021-06-02,0.25521
2021-06-03,0.2323
2021-06-04,0.20385
2021-06-05,0.10034
2021-06-06,0.07901
2021-06-07,0.24099
2021-06-08,0.23625
2021-06-09,0.24573
2021-06-10,0.33027
2021-06-11,0.19437
2021-06-12,0.09007
2021-06-13,0.08217
2021-06-14,0.19437
2021-06-15,0.20464
2021-06-16,0.17304
2021-06-17,0.1762
2021-06-18,0.17383
2021-06-19,0.07348
2021-06-20,0.0798
2021-06-21,0.18884
2021-06-22,0.17304
2021-06-23,0.20385
2021-06-24,0.29946
2021-06-25,0.30341
2021-06-26,0.1517
2021-06-27,0.11219
2021-06-28,0.27259
2021-06-29,1.24841
2021-06-30,0.98056
2021-07-01,1.23182
2021-07-02,0.65976
2021-07-03,0.27496
2021-07-04,0.45828
2021-07-05,0.66213
2021-07-06,0.43536
2021-07-07,0.36267
2021-07-08,0.33106
2021-07-09,0.34766
2021-07-10,0.1841
2021-07-11,0.14143
2021-07-12,0.45512
2021-07-13,0.32869
2021-07-14,0.28682
2021-07-15,0.26311
2021-07-16,0.22123
2021-07-17,0.08533
2021-07-18,0.07743
2021-07-19,0.22835
2021-07-20,0.25047
2021-07-21,0.22676
2021-07-22,0.2323
2021-07-23,0.28919
2021-07-24,0.43615
2021-07-25,0.39743
2021-07-26,9.17904
2021-07-27,6.44279
2021-07-28,2.23767
2021-07-29,1.45859
2021-07-30,1.11251
2021-07-31,0.74589
2021-08-01,0.60445
2021-08-02,1.55657
2021-08-03,1.25
2021-08-04,0.8486
2021-08-05,0.78065
2021-08-06,0.5768
2021-08-07,0.37689
2021-08-08,0.35872
2021-08-09,0.64159
2021-08-10,0.91024
2021-08-11,0.69927
2021-08-12,10.79883
2021-08-13,5.09639
2021-08-14,1.79835
2021-08-15,0.75221
2021-08-16,1.09434
2021-08-17,1.82048
2021-08-18,1.47518
2021-08-19,1.67351
2021-08-20,1.11488
2021-08-21,0.60445
2021-08-22,0.54519
2021-08-23,1.0975
2021-08-24,1.75726
2021-08-25,2.07411
2021-08-26,4.0621
2021-08-27,3.01991
2021-08-28,1.61425
2021-08-29,1.58264
2021-08-30,30.32948
2021-08-31,21.378
2021-09-01,13.89222
2021-09-02,12.39886
2021-09-03,11.65218
2021-09-04,6.94532
2021-09-05,17.01959
2021-09-06,35.76011
2021-09-07,20.50568
2021-09-08,14.38764
2021-09-09,12.49051
2021-09-10,11.82601
2021-09-11,6.13384
2021-09-12,3.67098
2021-09-13,5.03634
2021-09-14,3.56431
2021-09-15,3.81479
2021-09-16,2.79709
2021-09-17,2.36014
2021-09-18,1.61267
2021-09-19,1.20812
2021-09-20,1.21602
2021-09-21,1.3053
2021-09-22,1.13542
2021-09-23,2.55135
2021-09-24,2.00774
2021-09-25,0.78934
2021-09-26,0.84702
2021-09-27,2.42019
2021-09-28,2.04329
2021-09-29,1.94216
2021-09-30,2.51817
2021-10-01,2.32221
2021-10-02,0.93631
2021-10-03,0.7285
2021-10-04,0.99241
2021-10-05,1.75805
2021-10-06,1.4657
2021-10-07,1.28318
2021-10-08,1.48704
2021-10-09,0.6163
2021-10-10,0.49146
2021-10-11,0.55388
2021-10-12,1.1291
2021-10-13,0.85335
2021-10-14,0.75458
2021-10-15,0.72613
2021-10-16,0.32237
2021-10-17,0.30736
2021-10-18,0.68268
2021-10-19,0.58786
2021-10-20,0.66529
2021-10-21,0.6645
2021-10-22,0.52544
2021-10-23,0.29077
2021-10-24,0.32
2021-10-25,0.71349
2021-10-26,0.61709
2021-10-27,0.72297
2021-10-28,0.78223
2021-10-29,0.72613
2021-10-30,0.37531
2021-10-31,0.35477
2021-11-01,0.73087
2021-11-02,0.65107
2021-11-03,0.60919
2021-11-04,0.51991
2021-11-05,0.47329
2021-11-06,0.26232
2021-11-07,0.25205
2021-11-08,0.60682
2021-11-09,0.59181
2021-11-10,0.78776
2021-11-11,0.55151
2021-11-12,0.44563
2021-11-13,0.17857
2021-11-14,0.22202
2021-11-15,0.55704
2021-11-16,0.62974
2021-11-17,0.59734
2021-11-18,0.47487
2021-11-19,0.47566
2021-11-20,0.23151
2021-11-21,0.24336
2021-11-22,0.60129
2021-11-23,0.90549
2021-11-24,1.18046
2021-11-25,1.32111
2021-11-26,1.11409
2021-11-27,0.48593
2021-11-28,0.38874
2021-11-29,0.96238
2021-11-30,1.08328
2021-12-01,0.97582
2021-12-02,0.83754
2021-12-03,0.69453
2021-12-04,0.34054
2021-12-05,0.3603
2021-12-06,0.82253
2021-12-07,0.64159
2021-12-08,0.61314
2021-12-09,0.62025
2021-12-10,0.98214
2021-12-11,0.35635
2021-12-12,0.30815
2021-12-13,0.59102
2021-12-14,0.5128
2021-12-15,0.48909
2021-12-16,0.49225
2021-12-17,0.41956
2021-12-18,0.20622
2021-12-19,0.21333
2021-12-20,0.53887
2021-12-21,0.5286
2021-12-22,0.55625
2021-12-23,0.48277
2021-12-24,0.35319
2021-12-25,0.17146
2021-12-26,0.19516
2021-12-27,0.45432
2021-12-28,0.53887
2021-12-29,0.60366
2021-12-30,0.61393
2021-12-31,0.53176
2022-01-01,0.29156
2022-01-02,0.30894
2022-01-03,0.70875
2022-01-04,0.66134
2022-01-05,0.64396
2022-01-06,0.59576
2022-01-07,0.4962
2022-01-08,0.27496
2022-01-09,0.30183
2022-01-10,1.18046
2022-01-11,0.76169
2022-01-12,0.61709
2022-01-13,0.53176
2022-01-14,0.44326
2022-01-15,0.24257
2022-01-16,0.22756
2022-01-17,0.53413
2022-01-18,0.51754
2022-01-19,0.47724
2022-01-20,0.46934
2022-01-21,0.4164
2022-01-22,0.24573
2022-01-23,0.20622
2022-01-24,0.49778
2022-01-25,0.5681
2022-01-26,0.45037
2022-01-27,0.49778
2022-01-28,0.50647
2022-01-29,0.23309
2022-01-30,0.16592
2022-01-31,0.15565
2022-02-01,0.16592
2022-02-02,0.24336
2022-02-03,0.68347
2022-02-04,0.56969
2022-02-05,0.25126
2022-02-06,0.24415
2022-02-07,0.59734
2022-02-08,0.46776
2022-02-09,0.53018
2022-02-10,0.7767
2022-02-11,0.45512
2022-02-12,0.2157
2022-02-13,0.20464
2022-02-14,0.36504
2022-02-15,0.38005
2022-02-16,0.33422
2022-02-17,0.35477
2022-02-18,0.29946
2022-02-19,0.15565
2022-02-20,0.15723
2022-02-21,0.36583
2022-02-22,0.36425
2022-02-23,0.34845
2022-02-24,0.35398
2022-02-25,0.31763
2022-02-26,0.18489
2022-02-27,0.18094
2022-02-28,0.40376
2022-03-01,0.21965
2022-03-02,0.46618
2022-03-03,0.46776
2022-03-04,0.41324
2022-03-05,0.18173
2022-03-06,0.19437
2022-03-07,0.4085
2022-03-08,0.39427
2022-03-09,0.23151
2022-03-10,0.57601
2022-03-11,0.41798
2022-03-12,0.20859
2022-03-13,0.18568
2022-03-14,0.40455
2022-03-15,0.36583
2022-03-16,0.3279
2022-03-17,0.29709
2022-03-18,0.29867
2022-03-19,0.15565
2022-03-20,0.13906
2022-03-21,0.35872
2022-03-22,0.32079
2022-03-23,0.38795
2022-03-24,0.30815
2022-03-25,0.30973
2022-03-26,0.14143
2022-03-27,0.14854
2022-03-28,0.28128
2022-03-29,0.26785
2022-03-30,0.3358
2022-03-31,0.46302
2022-04-01,0.3279
2022-04-02,0.15328
2022-04-03,0.14064
2022-04-04,0.33975
2022-04-05,0.34292
2022-04-06,0.30657
2022-04-07,0.30815
2022-04-08,0.34213
2022-04-09,0.14538
2022-04-10,0.16355
2022-04-11,0.40455
2022-04-12,0.44642
2022-04-13,0.33501
2022-04-14,0.31763
2022-04-15,0.30262
2022-04-16,0.14617
2022-04-17,0.11694
2022-04-18,0.34687
2022-04-19,0.52307
2022-04-20,0.48751
2022-04-21,0.44247
2022-04-22,0.48119
2022-04-23,0.25916
2022-04-24,0.30736
2022-04-25,0.80673
2022-04-26,0.5523
2022-04-27,0.46934
2022-04-28,0.50647
2022-04-29,0.49304
2022-04-30,0.24968
2022-05-01,0.31131
2022-05-02,0.60682
2022-05-03,0.50647
2022-05-04,0.47566
2022-05-05,0.19753
2022-05-06,0.31605
2022-05-07,0.17541
2022-05-08,0.19437
2022-05-09,0.49857
2022-05-10,0.6329
2022-05-11,0.39506
2022-05-12,0.35951
2022-05-13,0.30104
2022-05-14,0.13195
2022-05-15,0.13985
2022-05-16,0.34529
2022-05-17,0.33343
2022-05-18,0.27417
2022-05-19,0.2481
2022-05-20,0.26785
2022-05-21,0.11931
2022-05-22,0.12563
2022-05-23,0.30736
2022-05-24,0.29393
2022-05-25,0.39902
2022-05-26,0.31605
2022-05-27,0.31447
2022-05-28,0.13353
2022-05-29,0.1517
2022-05-30,0.33896
2022-05-31,0.40692
2022-06-01,0.17225
2022-06-02,0.33975
2022-06-03,0.28998
2022-06-04,0.14143
2022-06-05,0.11378
2022-06-06,0.14696
2022-06-07,0.35793
2022-06-08,0.32632
2022-06-09,0.31605
2022-06-10,0.41324
2022-06-11,0.12721
2022-06-12,0.128
2022-06-13,0.29393
2022-06-14,0.27812
2022-06-15,0.28286
2022-06-16,0.28128
2022-06-17,0.25126
2022-06-18,0.10903
2022-06-19,0.08296
2022-06-20,0.23546
2022-06-21,0.24099
2022-06-22,0.21728
2022-06-23,0.22439
2022-06-24,0.23388
2022-06-25,0.10113
2022-06-26,0.10587
2022-06-27,0.24336
2022-06-28,0.33027
2022-06-29,0.44405
2022-06-30,0.45274
2022-07-01,0.40534
2022-07-02,0.17304
2022-07-03,0.18489
2022-07-04,0.40297
2022-07-05,0.39348
2022-07-06,0.30104
2022-07-07,0.29077
2022-07-08,0.25758
2022-07-09,0.13748
2022-07-10,0.19437
2022-07-11,0.40929
2022-07-12,0.31447
2022-07-13,0.24731
2022-07-14,0.23072
2022-07-15,0.25679
2022-07-16,0.13116
2022-07-17,0.14064
2022-07-18,0.34766
2022-07-19,0.31131
2022-07-20,0.3445
2022-07-21,0.32948
2022-07-22,0.25442
2022-07-23,0.13432
2022-07-24,0.12958
2022-07-25,0.32158
2022-07-26,0.30736
2022-07-27,0.32474
2022-07-28,0.32474
2022-07-29,0.28207
2022-07-30,0.16197
2022-07-31,0.15328
2022-08-01,0.40139
2022-08-02,0.35556
2022-08-03,0.36346
2022-08-04,0.28761
2022-08-05,0.29393
2022-08-06,0.15802
2022-08-07,0.13827
2022-08-08,0.36188
2022-08-09,0.35951
2022-08-10,0.55546
2022-08-11,0.41166
2022-08-12,0.32869
2022-08-13,0.15091
2022-08-14,0.12958
2022-08-15,0.19042
2022-08-16,0.41166
2022-08-17,0.3761
2022-08-18,0.3603
2022-08-19,0.46539
2022-08-20,0.28682
2022-08-21,0.25995
2022-08-22,0.52544
2022-08-23,0.5365
2022-08-24,0.52623
2022-08-25,0.45116
2022-08-26,0.41166
2022-08-27,0.2078
2022-08-28,0.21965
2022-08-29,0.45749
2022-08-30,0.60366
2022-08-31,0.62658
2022-09-01,0.54519
2022-09-02,0.42983
2022-09-03,0.19674
2022-09-04,0.2078
2022-09-05,0.41245
2022-09-06,0.35793
2022-09-07,0.36346
2022-09-08,0.33738
2022-09-09,0.17541
2022-09-10,0.15486
2022-09-11,0.12958
2022-09-12,0.19279
2022-09-13,0.59102
2022-09-14,0.42272
2022-09-15,0.37847
2022-09-16,0.31763
2022-09-17,0.15565
2022-09-18,0.13195
2022-09-19,0.34608
2022-09-20,0.32553
2022-09-21,0.33027
2022-09-22,0.34687
2022-09-23,0.32632
2022-09-24,0.15881
2022-09-25,0.12879
2022-09-26,0.35793
2022-09-27,0.37531
2022-09-28,0.48198
2022-09-29,0.40613
2022-09-30,0.39981
2022-10-01,0.18094
2022-10-02,0.15091
2022-10-03,0.18647
2022-10-04,0.44563
2022-10-05,0.3682
2022-10-06,0.37136
2022-10-07,0.31684
2022-10-08,0.14301
2022-10-09,0.09402
2022-10-10,0.22044
2022-10-11,0.43062
2022-10-12,0.31605
2022-10-13,0.30815
2022-10-14,0.29077
2022-10-15,0.09955
2022-10-16,0.12563
2022-10-17,0.34134
2022-10-18,0.32158
2022-10-19,0.27101
2022-10-20,0.23309
2022-10-21,0.20543
2022-10-22,0.11298
2022-10-23,0.10113
2022-10-24,0.27496
2022-10-25,0.33422
2022-10-26,0.30894
2022-10-27,0.30183
2022-10-28,0.33738
2022-10-29,0.10982
2022-10-30,0.10666
2022-10-31,0.37136
2022-11-01,0.38084
2022-11-02,0.30736
2022-11-03,0.27575
2022-11-04,0.29314
2022-11-05,0.11931
2022-11-06,0.10666
2022-11-07,0.30262
2022-11-08,0.29867
2022-11-09,0.25284
2022-11-10,0.41166
2022-11-11,0.30815
2022-11-12,0.12168
2022-11-13,0.14064
2022-11-14,0.33264
2022-11-15,0.3445
2022-11-16,0.2402
2022-11-17,0.21333
2022-11-18,0.25995
2022-11-19,0.10982
2022-11-20,0.10429
2022-11-21,0.34292
2022-11-22,0.39427
2022-11-23,0.36662
2022-11-24,0.36267
2022-11-25,0.32
2022-11-26,0.1438
2022-11-27,0.14143
2022-11-28,0.37847
2022-11-29,0.34845
2022-11-30,0.50647
2022-12-01,0.42825
2022-12-02,0.32948
2022-12-03,0.12089
2022-12-04,0.11378
2022-12-05,0.32948
2022-12-06,0.32711
2022-12-07,0.30973
2022-12-08,0.28365
2022-12-09,0.3279
2022-12-10,0.1438
2022-12-11,0.1114
2022-12-12,0.37531
2022-12-13,0.27733
2022-12-14,0.23388
2022-12-15,0.2718
2022-12-16,0.23625
2022-12-17,0.10034
2022-12-18,0.11219
2022-12-19,0.27891
2022-12-20,0.25521
2022-12-21,0.2884
2022-12-22,0.25679
2022-12-23,0.24415
2022-12-24,0.08849
2022-12-25,0.0956
2022-12-26,0.24257
2022-12-27,0.31605
2022-12-28,0.3121
2022-12-29,0.33659
2022-12-30,0.29867
2022-12-31,0.17778
2023-01-01,0.19042
2023-01-02,0.42114
2023-01-03,0.38953
2023-01-04,0.3761
2023-01-05,0.33422
2023-01-06,0.30341
2023-01-07,0.1438
2023-01-08,0.1596
2023-01-09,0.42667
2023-01-10,0.5128
2023-01-11,0.38953
2023-01-12,0.31052
2023-01-13,0.30973
2023-01-14,0.14696
2023-01-15,0.14933
2023-01-16,0.42351
2023-01-17,0.31842
2023-01-18,0.30499
2023-01-19,0.29788
2023-01-20,0.256
2023-01-21,0.10666
2023-01-22,0.10429
2023-01-23,0.10903
2023-01-24,0.16197
2023-01-25,0.43141
2023-01-26,0.39111
2023-01-27,0.33422
2023-01-28,0.15328
2023-01-29,0.13116
2023-01-30,0.42272
2023-01-31,0.50331
2023-02-01,0.47803
2023-02-02,0.40771
2023-02-03,0.34213
2023-02-04,0.13274
2023-02-05,0.13669
2023-02-06,0.38321
2023-02-07,0.32158
2023-02-08,0.30499
2023-02-09,0.32
2023-02-10,0.41087
2023-02-11,0.11852
2023-02-12,0.11931
2023-02-13,0.29314
2023-02-14,0.24415
2023-02-15,0.29235
2023-02-16,0.28286
2023-02-17,0.21649
2023-02-18,0.10587
2023-02-19,0.08928
2023-02-20,0.25205
2023-02-21,0.24178
2023-02-22,0.2236
2023-02-23,0.25284
2023-02-24,0.22993
2023-02-25,0.09165
2023-02-26,0.09955
2023-02-27,0.26864
2023-02-28,0.29867
2023-03-01,0.18884
2023-03-02,0.38084
2023-03-03,0.36899
2023-03-04,0.14064
2023-03-05,0.15723
2023-03-06,0.36267
2023-03-07,0.3358
2023-03-08,0.29393
2023-03-09,0.36109
2023-03-10,0.38242
2023-03-11,0.1201
2023-03-12,0.12247
2023-03-13,0.28207
2023-03-14,0.26232
2023-03-15,0.28128
2023-03-16,0.26153
2023-03-17,0.24336
2023-03-18,0.10192
2023-03-19,0.0956
2023-03-20,0.25995
2023-03-21,0.23862
2023-03-22,0.23309
2023-03-23,0.31289
2023-03-24,0.29709
2023-03-25,0.13748
2023-03-26,0.12958
2023-03-27,0.2884
2023-03-28,0.27891
2023-03-29,0.3358
2023-03-30,0.35398
2023-03-31,0.31368
2023-04-01,0.16039
2023-04-02,0.11457
2023-04-03,0.37452
2023-04-04,0.3761
2023-04-05,0.41561
2023-04-06,0.37294
2023-04-07,0.31842
2023-04-08,0.14775
2023-04-09,0.14854
2023-04-10,0.47092
2023-04-11,0.37057
2023-04-12,0.34213
2023-04-13,0.44721
2023-04-14,0.3682
2023-04-15,0.15012
2023-04-16,0.16513
2023-04-17,0.40218
2023-04-18,0.37768
2023-04-19,0.32395
2023-04-20,0.38005
2023-04-21,0.44721
2023-04-22,0.16592
2023-04-23,0.14775
2023-04-24,0.43615
2023-04-25,0.54282
2023-04-26,0.34054
2023-04-27,0.35003
2023-04-28,0.36109
2023-04-29,0.16513
2023-04-30,0.13511
2023-05-01,0.35793
2023-05-02,0.61551
2023-05-03,0.54835
2023-05-04,0.51042
2023-05-05,0.23625
2023-05-06,0.18489
2023-05-07,0.16355
2023-05-08,0.44168
2023-05-09,0.47882
2023-05-10,0.63369
2023-05-11,0.42509
2023-05-12,0.37847
2023-05-13,0.17383
2023-05-14,0.18884
2023-05-15,0.45986
2023-05-16,0.37294
2023-05-17,0.3445
2023-05-18,0.3919
2023-05-19,0.40139
2023-05-20,0.19121
2023-05-21,0.21886
2023-05-22,0.40534
2023-05-23,0.39348
2023-05-24,0.41956
2023-05-25,0.47566
2023-05-26,0.33817
2023-05-27,0.15012
2023-05-28,0.19595
2023-05-29,0.24415
