date,증권사
2023-06-27,11.53333
2023-06-28,10.9
2023-06-29,11.63333
2023-06-30,10.26666
2023-07-01,5.73333
2023-07-02,5.46666
2023-07-03,11.43333
2023-07-04,12.46666
2023-07-05,14.83333
2023-07-06,13.3
2023-07-07,12.16666
2023-07-08,5.09999
2023-07-09,6.33333
2023-07-10,13.93333
2023-07-11,12.6
2023-07-12,12.4
2023-07-13,12.36666
2023-07-14,12.43333
2023-07-15,7.36666
2023-07-16,6.46666
2023-07-17,12.3
2023-07-18,12.96666
2023-07-19,12.5
2023-07-20,18.13333
2023-07-21,18.56666
2023-07-22,8.53333
2023-07-23,8.83333
2023-07-24,15.36666
2023-07-25,16.0
2023-07-26,17.93333
2023-07-27,12.43333
2023-07-28,12.43333
2023-07-29,5.66666
2023-07-30,6.5
2023-07-31,98.43333
2023-08-01,14.46666
2023-08-02,13.2
2023-08-03,12.96666
2023-08-04,12.33333
2023-08-05,5.86666
2023-08-06,5.8
2023-08-07,14.13333
2023-08-08,12.03333
2023-08-09,13.3
2023-08-10,13.93333
2023-08-11,10.93333
2023-08-12,5.36666
2023-08-13,5.56666
2023-08-14,10.03333
2023-08-15,6.2
2023-08-16,11.33333
2023-08-17,11.96666
2023-08-18,10.83333
2023-08-19,5.7
2023-08-20,6.33333
2023-08-21,12.7
2023-08-22,12.6
2023-08-23,11.3
2023-08-24,11.23333
2023-08-25,10.3
2023-08-26,5.36666
2023-08-27,5.86666
2023-08-28,11.03333
2023-08-29,12.03333
2023-08-30,12.56666
2023-08-31,12.53333
2023-09-01,11.83333
2023-09-02,6.53333
2023-09-03,7.06666
2023-09-04,13.83333
2023-09-05,12.66666
2023-09-06,12.23333
2023-09-07,11.53333
2023-09-08,11.36666
2023-09-09,5.4
2023-09-10,6.23333
2023-09-11,12.86666
2023-09-12,12.9
2023-09-13,12.36666
2023-09-14,12.33333
2023-09-15,11.46666
2023-09-16,5.9
2023-09-17,6.63333
2023-09-18,12.7
2023-09-19,11.53333
2023-09-20,13.66666
2023-09-21,12.16666
2023-09-22,11.36666
2023-09-23,5.73333
2023-09-24,6.16666
2023-09-25,11.6
2023-09-26,11.4
2023-09-27,9.96666
2023-09-28,4.83333
2023-09-29,4.9
2023-09-30,4.0
2023-10-01,4.73333
2023-10-02,6.3
2023-10-03,6.86666
2023-10-04,12.83333
2023-10-05,12.93333
2023-10-06,10.4
2023-10-07,4.83333
2023-10-08,4.76666
2023-10-09,6.2
2023-10-10,12.03333
2023-10-11,13.23333
2023-10-12,11.8
2023-10-13,11.13333
2023-10-14,6.83333
2023-10-15,6.2
2023-10-16,11.3
2023-10-17,12.13333
2023-10-18,11.63333
2023-10-19,10.8
2023-10-20,11.86666
2023-10-21,6.53333
2023-10-22,6.73333
2023-10-23,14.6
2023-10-24,16.2
2023-10-25,14.6
2023-10-26,15.86666
2023-10-27,14.06666
2023-10-28,7.13333
2023-10-29,7.76666
2023-10-30,14.9
2023-10-31,14.26666
2023-11-01,16.23333
2023-11-02,14.29999
2023-11-03,19.9
2023-11-04,10.66666
2023-11-05,9.66666
2023-11-06,17.0
2023-11-07,14.56666
2023-11-08,13.83333
2023-11-09,12.0
2023-11-10,11.1
2023-11-11,5.06666
2023-11-12,6.63333
2023-11-13,11.83333
2023-11-14,12.03333
2023-11-15,11.83333
2023-11-16,20.39999
2023-11-17,12.0
2023-11-18,5.46666
2023-11-19,6.26666
2023-11-20,11.43333
2023-11-21,13.73333
2023-11-22,12.13333
2023-11-23,13.06666
2023-11-24,12.6
2023-11-25,7.3
2023-11-26,6.8
2023-11-27,13.93333
2023-11-28,14.26666
2023-11-29,13.5
2023-11-30,13.46666
2023-12-01,10.43333
2023-12-02,6.26666
2023-12-03,7.9
2023-12-04,13.43333
2023-12-05,13.23333
2023-12-06,14.29999
2023-12-07,15.43333
2023-12-08,11.3
2023-12-09,7.0
2023-12-10,7.03333
2023-12-11,14.66666
2023-12-12,14.09999
2023-12-13,13.46666
2023-12-14,13.4
2023-12-15,12.33333
2023-12-16,6.03333
2023-12-17,11.3
2023-12-18,19.83333
2023-12-19,16.1
2023-12-20,14.09999
2023-12-21,13.06666
2023-12-22,12.7
2023-12-23,6.86666
2023-12-24,5.83333
2023-12-25,7.16666
2023-12-26,15.06666
2023-12-27,15.1
2023-12-28,14.93333
2023-12-29,29.8
2023-12-30,8.36666
2023-12-31,6.83333
2024-01-01,9.4
2024-01-02,27.8
2024-01-03,16.63333
2024-01-04,13.8
2024-01-05,14.19999
2024-01-06,9.43333
2024-01-07,8.9
2024-01-08,15.2
2024-01-09,18.23333
2024-01-10,19.66666
2024-01-11,18.86666
2024-01-12,14.19999
2024-01-13,7.33333
2024-01-14,8.5
2024-01-15,15.16666
2024-01-16,14.53333
2024-01-17,14.86666
2024-01-18,14.13333
2024-01-19,14.23333
2024-01-20,10.66666
2024-01-21,9.4
2024-01-22,17.73333
2024-01-23,14.09999
2024-01-24,15.36666
2024-01-25,16.33333
2024-01-26,14.83333
2024-01-27,9.26666
2024-01-28,11.23333
2024-01-29,17.03333
2024-01-30,16.5
2024-01-31,14.4
2024-02-01,14.6
2024-02-02,13.1
2024-02-03,8.43333
2024-02-04,12.53333
2024-02-05,14.13333
2024-02-06,14.19999
2024-02-07,13.06666
2024-02-08,12.1
2024-02-09,9.93333
2024-02-10,10.93333
2024-02-11,10.6
2024-02-12,11.96666
2024-02-13,18.43333
2024-02-14,18.2
2024-02-15,17.36666
2024-02-16,13.96666
2024-02-17,10.5
2024-02-18,10.0
2024-02-19,14.06666
2024-02-20,15.76666
2024-02-21,15.2
2024-02-22,13.56666
2024-02-23,15.36666
2024-02-24,9.56666
2024-02-25,11.63333
2024-02-26,14.29999
2024-02-27,14.83333
2024-02-28,13.86666
2024-02-29,13.76666
2024-03-01,8.5
2024-03-02,9.06666
2024-03-03,10.9
2024-03-04,13.13333
2024-03-05,15.2
2024-03-06,13.4
2024-03-07,14.43333
2024-03-08,14.86666
2024-03-09,9.36666
2024-03-10,10.13333
2024-03-11,14.26666
2024-03-12,16.46666
2024-03-13,13.93333
2024-03-14,15.26666
2024-03-15,13.0
2024-03-16,9.63333
2024-03-17,10.1
2024-03-18,18.86666
2024-03-19,15.8
2024-03-20,14.76666
