date,다이렉트자동차보험비교견적사이트
2020-10-29,33.10265
2020-10-30,28.83506
2020-10-31,17.53171
2020-11-01,19.03114
2020-11-02,42.21453
2020-11-03,35.40945
2020-11-04,30.56516
2020-11-05,31.71856
2020-11-06,31.14186
2020-11-07,13.4948
2020-11-08,15.91695
2020-11-09,34.37139
2020-11-10,33.79469
2020-11-11,32.17993
2020-11-12,34.94809
2020-11-13,26.87427
2020-11-14,12.9181
2020-11-15,19.14648
2020-11-16,36.10149
2020-11-17,29.06574
2020-11-18,30.33448
2020-11-19,32.06459
2020-11-20,27.797
2020-11-21,16.37831
2020-11-22,13.84083
2020-11-23,37.48558
2020-11-24,31.60322
2020-11-25,33.44867
2020-11-26,31.2572
2020-11-27,25.72087
2020-11-28,18.10841
2020-11-29,14.07151
2020-11-30,32.52595
2020-12-01,35.52479
2020-12-02,36.79354
2020-12-03,34.48673
2020-12-04,28.9504
2020-12-05,17.87773
2020-12-06,18.80046
2020-12-07,37.02422
2020-12-08,40.94579
2020-12-09,40.83044
2020-12-10,39.33102
2020-12-11,32.17993
2020-12-12,19.37716
2020-12-13,16.37831
2020-12-14,41.40715
2020-12-15,34.25605
2020-12-16,36.56286
2020-12-17,30.1038
2020-12-18,25.72087
2020-12-19,13.95617
2020-12-20,17.18569
2020-12-21,41.75317
2020-12-22,35.64013
2020-12-23,32.87197
2020-12-24,26.41291
2020-12-25,11.7647
2020-12-26,16.95501
2020-12-27,20.29988
2020-12-28,42.79123
2020-12-29,34.02537
2020-12-30,32.87197
2020-12-31,25.49019
2021-01-01,18.56978
2021-01-02,16.37831
2021-01-03,19.83852
2021-01-04,45.09803
2021-01-05,39.5617
2021-01-06,42.32987
2021-01-07,32.29527
2021-01-08,33.67935
2021-01-09,19.37716
2021-01-10,22.02998
2021-01-11,37.60092
2021-01-12,38.75432
2021-01-13,38.06228
2021-01-14,36.21683
2021-01-15,33.79469
2021-01-16,19.4925
2021-01-17,18.9158
2021-01-18,37.37024
2021-01-19,35.29411
2021-01-20,34.83275
2021-01-21,31.37254
2021-01-22,30.6805
2021-01-23,14.30219
2021-01-24,15.34025
2021-01-25,36.6782
2021-01-26,32.52595
2021-01-27,28.02768
2021-01-28,28.25836
2021-01-29,23.76009
2021-01-30,14.87889
2021-01-31,17.76239
2021-02-01,35.17877
2021-02-02,35.52479
2021-02-03,33.33333
2021-02-04,31.02652
2021-02-05,27.10495
2021-02-06,14.41753
2021-02-07,15.34025
2021-02-08,29.75778
2021-02-09,29.29642
2021-02-10,30.91118
2021-02-11,14.07151
2021-02-12,12.68742
2021-02-13,12.68742
2021-02-14,16.49365
2021-02-15,42.32987
2021-02-16,40.02306
2021-02-17,34.02537
2021-02-18,33.91003
2021-02-19,27.10495
2021-02-20,20.41522
2021-02-21,18.22376
2021-02-22,38.63898
2021-02-23,35.40945
2021-02-24,34.02537
2021-02-25,29.06574
2021-02-26,26.29757
2021-02-27,18.45444
2021-02-28,16.03229
2021-03-01,22.02998
2021-03-02,40.59976
2021-03-03,36.10149
2021-03-04,38.29296
2021-03-05,31.71856
2021-03-06,16.26297
2021-03-07,14.64821
2021-03-08,38.17762
2021-03-09,32.87197
2021-03-10,33.33333
2021-03-11,31.94925
2021-03-12,31.94925
2021-03-13,12.57208
2021-03-14,16.60899
2021-03-15,33.79469
2021-03-16,34.37139
2021-03-17,32.29527
2021-03-18,30.1038
2021-03-19,23.29873
2021-03-20,16.95501
2021-03-21,16.26297
2021-03-22,38.29296
2021-03-23,35.75547
2021-03-24,29.75778
2021-03-25,29.41176
2021-03-26,23.52941
2021-03-27,13.03344
2021-03-28,17.07035
2021-03-29,30.33448
2021-03-30,34.94809
2021-03-31,26.41291
2021-04-01,28.14302
2021-04-02,26.52825
2021-04-03,16.37831
2021-04-04,17.76239
2021-04-05,33.67935
2021-04-06,33.91003
2021-04-07,32.29527
2021-04-08,28.71972
2021-04-09,28.83506
2021-04-10,12.9181
2021-04-11,16.72433
2021-04-12,34.60207
2021-04-13,28.9504
2021-04-14,30.33448
2021-04-15,32.41061
2021-04-16,28.48904
2021-04-17,15.34025
2021-04-18,14.30219
2021-04-19,36.10149
2021-04-20,29.41176
2021-04-21,26.41291
2021-04-22,26.87427
2021-04-23,27.22029
2021-04-24,14.53287
2021-04-25,16.03229
2021-04-26,29.75778
2021-04-27,27.91234
2021-04-28,31.83391
2021-04-29,32.17993
2021-04-30,29.29642
2021-05-01,14.53287
2021-05-02,15.34025
2021-05-03,33.21799
2021-05-04,28.3737
2021-05-05,17.07035
2021-05-06,27.22029
2021-05-07,28.02768
2021-05-08,17.87773
2021-05-09,17.07035
2021-05-10,33.79469
2021-05-11,38.17762
2021-05-12,40.02306
2021-05-13,33.10265
2021-05-14,30.21914
2021-05-15,14.41753
2021-05-16,18.3391
2021-05-17,36.56286
2021-05-18,32.52595
2021-05-19,19.72318
2021-05-20,38.52364
2021-05-21,27.68166
2021-05-22,13.14878
2021-05-23,17.41637
2021-05-24,34.71741
2021-05-25,30.91118
2021-05-26,29.06574
2021-05-27,30.56516
2021-05-28,23.18339
2021-05-29,14.18685
2021-05-30,13.26412
2021-05-31,34.83275
2021-06-01,33.10265
2021-06-02,33.44867
2021-06-03,34.60207
2021-06-04,29.06574
2021-06-05,13.95617
2021-06-06,16.14763
2021-06-07,35.87081
2021-06-08,29.41176
2021-06-09,30.44982
2021-06-10,31.60322
2021-06-11,27.45098
2021-06-12,19.72318
2021-06-13,15.22491
2021-06-14,35.17877
2021-06-15,33.56401
2021-06-16,31.60322
2021-06-17,33.10265
2021-06-18,27.22029
2021-06-19,16.14763
2021-06-20,14.64821
2021-06-21,35.17877
2021-06-22,36.44752
2021-06-23,30.21914
2021-06-24,32.06459
2021-06-25,26.75893
2021-06-26,13.26412
2021-06-27,12.22606
2021-06-28,31.14186
2021-06-29,30.33448
2021-06-30,32.52595
2021-07-01,29.5271
2021-07-02,29.41176
2021-07-03,16.14763
2021-07-04,13.95617
2021-07-05,34.71741
2021-07-06,30.6805
2021-07-07,28.14302
2021-07-08,26.64359
2021-07-09,22.95271
2021-07-10,11.41868
2021-07-11,14.99423
2021-07-12,37.48558
2021-07-13,31.83391
2021-07-14,31.2572
2021-07-15,32.41061
2021-07-16,25.83621
2021-07-17,17.41637
2021-07-18,24.10611
2021-07-19,33.79469
2021-07-20,35.17877
2021-07-21,30.21914
2021-07-22,26.06689
2021-07-23,24.45213
2021-07-24,15.80161
2021-07-25,13.26412
2021-07-26,34.25605
2021-07-27,33.67935
2021-07-28,25.49019
2021-07-29,27.45098
2021-07-30,20.87658
2021-07-31,13.72549
2021-08-01,11.41868
2021-08-02,29.5271
2021-08-03,26.64359
2021-08-04,24.22145
2021-08-05,25.95155
2021-08-06,20.87658
2021-08-07,14.18685
2021-08-08,14.18685
2021-08-09,28.48904
2021-08-10,31.83391
2021-08-11,25.37485
2021-08-12,24.10611
2021-08-13,22.376
2021-08-14,10.49596
2021-08-15,14.07151
2021-08-16,20.0692
2021-08-17,32.17993
2021-08-18,31.48788
2021-08-19,30.91118
2021-08-20,27.68166
2021-08-21,11.07266
2021-08-22,14.41753
2021-08-23,29.06574
2021-08-24,30.21914
2021-08-25,28.3737
2021-08-26,25.49019
2021-08-27,23.06805
2021-08-28,12.68742
2021-08-29,11.07266
2021-08-30,25.02883
2021-08-31,24.79815
2021-09-01,30.6805
2021-09-02,31.02652
2021-09-03,28.60438
2021-09-04,15.10957
2021-09-05,16.49365
2021-09-06,34.25605
2021-09-07,30.44982
2021-09-08,29.64244
2021-09-09,22.83737
2021-09-10,26.98961
2021-09-11,15.45559
2021-09-12,15.10957
2021-09-13,29.06574
2021-09-14,31.2572
2021-09-15,29.41176
2021-09-16,23.64475
2021-09-17,22.72202
2021-09-18,8.76585
2021-09-19,8.18915
2021-09-20,7.03575
2021-09-21,8.76585
2021-09-22,13.95617
2021-09-23,31.2572
2021-09-24,23.41407
2021-09-25,14.64821
2021-09-26,11.188
2021-09-27,28.14302
2021-09-28,30.33448
2021-09-29,26.41291
2021-09-30,30.1038
2021-10-01,24.22145
2021-10-02,9.68858
2021-10-03,14.99423
2021-10-04,18.68512
2021-10-05,35.64013
2021-10-06,31.48788
2021-10-07,29.18108
2021-10-08,25.95155
2021-10-09,13.14878
2021-10-10,13.14878
2021-10-11,17.76239
2021-10-12,29.64244
2021-10-13,31.02652
2021-10-14,28.9504
2021-10-15,28.48904
2021-10-16,11.64936
2021-10-17,17.30103
2021-10-18,32.29527
2021-10-19,27.10495
2021-10-20,26.41291
2021-10-21,24.68281
2021-10-22,22.02998
2021-10-23,10.95732
2021-10-24,12.11072
2021-10-25,27.22029
2021-10-26,28.3737
2021-10-27,29.06574
2021-10-28,25.72087
2021-10-29,21.68396
2021-10-30,12.68742
2021-10-31,11.07266
2021-11-01,32.52595
2021-11-02,28.71972
2021-11-03,28.48904
2021-11-04,24.22145
2021-11-05,22.02998
2021-11-06,10.84198
2021-11-07,10.49596
2021-11-08,30.91118
2021-11-09,34.14071
2021-11-10,25.72087
2021-11-11,24.45213
2021-11-12,22.49134
2021-11-13,12.11072
2021-11-14,10.14994
2021-11-15,28.48904
2021-11-16,28.48904
2021-11-17,25.83621
2021-11-18,28.83506
2021-11-19,24.10611
2021-11-20,10.49596
2021-11-21,12.3414
2021-11-22,32.06459
2021-11-23,27.56632
2021-11-24,26.52825
2021-11-25,25.83621
2021-11-26,21.45328
2021-11-27,10.0346
2021-11-28,10.49596
2021-11-29,28.71972
2021-11-30,27.56632
2021-12-01,27.45098
2021-12-02,28.14302
2021-12-03,23.29873
2021-12-04,11.88004
2021-12-05,14.87889
2021-12-06,31.2572
2021-12-07,30.44982
2021-12-08,25.02883
2021-12-09,21.2226
2021-12-10,25.37485
2021-12-11,9.80392
2021-12-12,14.87889
2021-12-13,31.2572
2021-12-14,28.25836
2021-12-15,25.95155
2021-12-16,23.76009
2021-12-17,24.10611
2021-12-18,16.37831
2021-12-19,13.95617
2021-12-20,34.48673
2021-12-21,30.33448
2021-12-22,28.02768
2021-12-23,24.45213
2021-12-24,22.14532
2021-12-25,12.45674
2021-12-26,14.76355
2021-12-27,27.33564
2021-12-28,24.68281
2021-12-29,23.52941
2021-12-30,25.72087
2021-12-31,19.26182
2022-01-01,11.30334
2022-01-02,17.18569
2022-01-03,28.48904
2022-01-04,33.21799
2022-01-05,24.45213
2022-01-06,23.99077
2022-01-07,26.87427
2022-01-08,17.41637
2022-01-09,17.18569
2022-01-10,31.94925
2022-01-11,29.64244
2022-01-12,26.06689
2022-01-13,26.64359
2022-01-14,23.18339
2022-01-15,12.80276
2022-01-16,12.22606
2022-01-17,28.25836
2022-01-18,24.68281
2022-01-19,23.06805
2022-01-20,20.87658
2022-01-21,22.72202
2022-01-22,9.91926
2022-01-23,14.99423
2022-01-24,23.76009
2022-01-25,28.83506
2022-01-26,25.49019
2022-01-27,24.33679
2022-01-28,20.0692
2022-01-29,11.188
2022-01-30,8.07381
2022-01-31,7.26643
2022-02-01,9.34256
2022-02-02,12.68742
2022-02-03,33.44867
2022-02-04,26.18223
2022-02-05,14.18685
2022-02-06,15.34025
2022-02-07,38.52364
2022-02-08,40.1384
2022-02-09,21.2226
2022-02-10,22.72202
2022-02-11,27.45098
2022-02-12,16.26297
2022-02-13,20.76124
2022-02-14,34.94809
2022-02-15,33.10265
2022-02-16,26.98961
2022-02-17,28.02768
2022-02-18,23.64475
2022-02-19,12.11072
2022-02-20,17.64705
2022-02-21,31.14186
2022-02-22,28.02768
2022-02-23,29.64244
2022-02-24,23.99077
2022-02-25,20.53056
2022-02-26,9.34256
2022-02-27,10.95732
2022-02-28,23.18339
2022-03-01,16.14763
2022-03-02,31.14186
2022-03-03,23.99077
2022-03-04,23.52941
2022-03-05,12.68742
2022-03-06,12.57208
2022-03-07,29.41176
2022-03-08,25.83621
2022-03-09,10.95732
2022-03-10,26.98961
2022-03-11,26.52825
2022-03-12,15.80161
2022-03-13,15.80161
2022-03-14,29.18108
2022-03-15,27.45098
2022-03-16,25.49019
2022-03-17,25.60553
2022-03-18,24.56747
2022-03-19,17.30103
2022-03-20,15.22491
2022-03-21,28.48904
2022-03-22,26.75893
2022-03-23,25.72087
2022-03-24,19.37716
2022-03-25,21.33794
2022-03-26,12.68742
2022-03-27,13.37946
2022-03-28,25.25951
2022-03-29,21.2226
2022-03-30,24.79815
2022-03-31,26.18223
2022-04-01,19.95386
2022-04-02,9.57324
2022-04-03,13.84083
2022-04-04,28.3737
2022-04-05,28.25836
2022-04-06,26.41291
2022-04-07,27.68166
2022-04-08,22.72202
2022-04-09,10.49596
2022-04-10,9.91926
2022-04-11,26.75893
2022-04-12,25.37485
2022-04-13,25.60553
2022-04-14,24.91349
2022-04-15,21.33794
2022-04-16,9.91926
2022-04-17,13.26412
2022-04-18,25.83621
2022-04-19,29.5271
2022-04-20,28.60438
2022-04-21,20.6459
2022-04-22,23.41407
2022-04-23,12.57208
2022-04-24,12.11072
2022-04-25,31.48788
2022-04-26,26.29757
2022-04-27,20.18454
2022-04-28,19.4925
2022-04-29,17.53171
2022-04-30,11.64936
2022-05-01,12.3414
2022-05-02,26.87427
2022-05-03,25.83621
2022-05-04,27.10495
2022-05-05,12.9181
2022-05-06,20.76124
2022-05-07,10.95732
2022-05-08,10.6113
2022-05-09,24.33679
2022-05-10,29.98846
2022-05-11,25.83621
2022-05-12,22.95271
2022-05-13,23.06805
2022-05-14,10.49596
2022-05-15,12.80276
2022-05-16,27.33564
2022-05-17,22.95271
2022-05-18,22.02998
2022-05-19,24.56747
2022-05-20,21.33794
2022-05-21,10.95732
2022-05-22,11.53402
2022-05-23,29.75778
2022-05-24,27.91234
2022-05-25,21.45328
2022-05-26,21.33794
2022-05-27,22.72202
2022-05-28,9.11188
2022-05-29,10.49596
2022-05-30,30.79584
2022-05-31,23.52941
2022-06-01,14.41753
2022-06-02,28.9504
2022-06-03,19.26182
2022-06-04,10.6113
2022-06-05,9.11188
2022-06-06,13.26412
2022-06-07,28.83506
2022-06-08,30.56516
2022-06-09,25.37485
2022-06-10,22.26066
2022-06-11,11.188
2022-06-12,10.49596
2022-06-13,26.06689
2022-06-14,26.98961
2022-06-15,28.9504
2022-06-16,21.45328
2022-06-17,19.60784
2022-06-18,13.14878
2022-06-19,12.45674
2022-06-20,28.02768
2022-06-21,31.14186
2022-06-22,26.18223
2022-06-23,23.06805
2022-06-24,21.33794
2022-06-25,13.84083
2022-06-26,11.07266
2022-06-27,23.76009
2022-06-28,30.21914
2022-06-29,24.68281
2022-06-30,22.14532
2022-07-01,17.76239
2022-07-02,11.188
2022-07-03,11.7647
2022-07-04,25.25951
2022-07-05,24.10611
2022-07-06,24.79815
2022-07-07,20.41522
2022-07-08,21.45328
2022-07-09,9.91926
2022-07-10,10.26528
2022-07-11,29.06574
2022-07-12,24.91349
2022-07-13,24.45213
2022-07-14,24.68281
2022-07-15,19.72318
2022-07-16,11.99538
2022-07-17,11.7647
2022-07-18,26.52825
2022-07-19,25.37485
2022-07-20,27.68166
2022-07-21,21.33794
2022-07-22,20.41522
2022-07-23,11.07266
2022-07-24,9.57324
2022-07-25,26.98961
2022-07-26,19.83852
2022-07-27,21.91464
2022-07-28,19.26182
2022-07-29,18.45444
2022-07-30,11.99538
2022-07-31,10.84198
2022-08-01,22.26066
2022-08-02,19.95386
2022-08-03,25.60553
2022-08-04,19.83852
2022-08-05,19.14648
2022-08-06,10.38062
2022-08-07,8.41983
2022-08-08,22.02998
2022-08-09,21.33794
2022-08-10,24.45213
2022-08-11,22.72202
2022-08-12,21.68396
2022-08-13,10.26528
2022-08-14,9.34256
2022-08-15,12.11072
2022-08-16,32.87197
2022-08-17,24.68281
2022-08-18,27.22029
2022-08-19,24.91349
2022-08-20,10.14994
2022-08-21,11.30334
2022-08-22,29.18108
2022-08-23,26.75893
2022-08-24,23.29873
2022-08-25,23.87543
2022-08-26,19.60784
2022-08-27,10.14994
2022-08-28,14.07151
2022-08-29,27.68166
2022-08-30,23.29873
2022-08-31,23.64475
2022-09-01,20.99192
2022-09-02,17.07035
2022-09-03,11.41868
2022-09-04,10.49596
2022-09-05,22.83737
2022-09-06,24.22145
2022-09-07,23.87543
2022-09-08,19.14648
2022-09-09,9.57324
2022-09-10,6.68973
2022-09-11,8.41983
2022-09-12,12.57208
2022-09-13,25.95155
2022-09-14,27.797
2022-09-15,22.26066
2022-09-16,24.22145
2022-09-17,11.188
2022-09-18,13.26412
2022-09-19,27.68166
2022-09-20,28.71972
2022-09-21,22.26066
2022-09-22,20.41522
2022-09-23,19.95386
2022-09-24,9.11188
2022-09-25,8.76585
2022-09-26,23.99077
2022-09-27,21.56862
2022-09-28,23.99077
2022-09-29,32.17993
2022-09-30,24.33679
2022-10-01,25.72087
2022-10-02,15.10957
2022-10-03,20.76124
2022-10-04,43.25259
2022-10-05,34.71741
2022-10-06,42.09919
2022-10-07,19.37716
2022-10-08,9.91926
2022-10-09,7.61245
2022-10-10,13.95617
2022-10-11,27.22029
2022-10-12,26.18223
2022-10-13,21.2226
2022-10-14,23.06805
2022-10-15,10.84198
2022-10-16,12.45674
2022-10-17,28.48904
2022-10-18,21.45328
2022-10-19,23.06805
2022-10-20,22.26066
2022-10-21,18.10841
2022-10-22,9.34256
2022-10-23,10.49596
2022-10-24,27.33564
2022-10-25,21.91464
2022-10-26,22.26066
2022-10-27,22.02998
2022-10-28,17.41637
2022-10-29,11.41868
2022-10-30,7.61245
2022-10-31,25.25951
2022-11-01,22.83737
2022-11-02,20.87658
2022-11-03,21.33794
2022-11-04,19.4925
2022-11-05,13.4948
2022-11-06,8.88119
2022-11-07,22.376
2022-11-08,23.41407
2022-11-09,18.3391
2022-11-10,19.4925
2022-11-11,14.41753
2022-11-12,10.0346
2022-11-13,8.88119
2022-11-14,20.53056
2022-11-15,23.87543
2022-11-16,19.83852
2022-11-17,16.95501
2022-11-18,19.14648
2022-11-19,8.99653
2022-11-20,10.6113
2022-11-21,24.22145
2022-11-22,22.14532
2022-11-23,20.76124
2022-11-24,21.68396
2022-11-25,19.26182
2022-11-26,9.80392
2022-11-27,11.41868
2022-11-28,19.60784
2022-11-29,22.376
2022-11-30,20.87658
2022-12-01,23.52941
2022-12-02,19.60784
2022-12-03,10.6113
2022-12-04,13.72549
2022-12-05,20.53056
2022-12-06,21.68396
2022-12-07,19.4925
2022-12-08,23.06805
2022-12-09,18.45444
2022-12-10,10.49596
2022-12-11,10.95732
2022-12-12,25.37485
2022-12-13,23.87543
2022-12-14,26.87427
2022-12-15,21.45328
2022-12-16,18.22376
2022-12-17,7.38177
2022-12-18,10.14994
2022-12-19,26.64359
2022-12-20,26.64359
2022-12-21,22.95271
2022-12-22,21.10726
2022-12-23,18.80046
2022-12-24,8.53517
2022-12-25,9.22722
2022-12-26,24.79815
2022-12-27,25.83621
2022-12-28,19.4925
2022-12-29,21.2226
2022-12-30,17.30103
2022-12-31,10.26528
2023-01-01,13.84083
2023-01-02,25.49019
2023-01-03,29.41176
2023-01-04,26.06689
2023-01-05,25.37485
2023-01-06,21.7993
2023-01-07,11.41868
2023-01-08,14.07151
2023-01-09,26.29757
2023-01-10,21.2226
2023-01-11,26.06689
2023-01-12,28.48904
2023-01-13,23.18339
2023-01-14,11.07266
2023-01-15,11.64936
2023-01-16,24.68281
2023-01-17,24.45213
2023-01-18,21.91464
2023-01-19,21.91464
2023-01-20,14.64821
2023-01-21,6.34371
2023-01-22,4.15224
2023-01-23,3.69088
2023-01-24,7.15109
2023-01-25,29.06574
2023-01-26,26.29757
2023-01-27,24.79815
2023-01-28,10.6113
2023-01-29,10.72664
2023-01-30,25.83621
2023-01-31,27.22029
2023-02-01,27.797
2023-02-02,23.64475
2023-02-03,25.25951
2023-02-04,13.95617
2023-02-05,16.37831
2023-02-06,29.75778
2023-02-07,27.10495
2023-02-08,26.41291
2023-02-09,22.60668
2023-02-10,20.76124
2023-02-11,11.07266
2023-02-12,11.53402
2023-02-13,31.94925
2023-02-14,30.33448
2023-02-15,26.41291
2023-02-16,23.41407
2023-02-17,19.95386
2023-02-18,13.84083
2023-02-19,14.18685
2023-02-20,30.6805
2023-02-21,29.41176
2023-02-22,23.41407
2023-02-23,26.06689
2023-02-24,20.0692
2023-02-25,9.4579
2023-02-26,15.68627
2023-02-27,25.02883
2023-02-28,27.33564
2023-03-01,17.53171
2023-03-02,29.98846
2023-03-03,22.49134
2023-03-04,13.26412
2023-03-05,13.03344
2023-03-06,28.9504
2023-03-07,23.99077
2023-03-08,28.25836
2023-03-09,22.14532
2023-03-10,18.9158
2023-03-11,9.57324
2023-03-12,11.53402
2023-03-13,28.60438
2023-03-14,22.14532
2023-03-15,30.79584
2023-03-16,23.18339
2023-03-17,21.10726
2023-03-18,11.64936
2023-03-19,12.45674
2023-03-20,31.48788
2023-03-21,22.14532
2023-03-22,23.64475
2023-03-23,20.87658
2023-03-24,21.7993
2023-03-25,9.91926
2023-03-26,10.38062
2023-03-27,20.87658
2023-03-28,21.33794
2023-03-29,21.56862
2023-03-30,23.41407
2023-03-31,17.99307
2023-04-01,11.07266
2023-04-02,10.95732
2023-04-03,27.22029
2023-04-04,27.68166
2023-04-05,23.76009
2023-04-06,20.87658
2023-04-07,22.83737
2023-04-08,9.11188
2023-04-09,11.88004
2023-04-10,25.60553
2023-04-11,24.56747
2023-04-12,20.99192
2023-04-13,21.7993
2023-04-14,22.02998
2023-04-15,9.80392
2023-04-16,14.53287
2023-04-17,22.60668
2023-04-18,29.87312
2023-04-19,24.45213
2023-04-20,22.376
2023-04-21,19.95386
2023-04-22,10.84198
2023-04-23,10.72664
2023-04-24,24.56747
2023-04-25,23.29873
2023-04-26,20.76124
2023-04-27,20.99192
2023-04-28,17.30103
2023-04-29,10.95732
2023-04-30,11.07266
2023-05-01,18.56978
2023-05-02,22.02998
2023-05-03,22.14532
2023-05-04,19.26182
2023-05-05,12.9181
2023-05-06,10.49596
2023-05-07,9.22722
2023-05-08,26.75893
2023-05-09,23.87543
2023-05-10,26.64359
2023-05-11,26.98961
2023-05-12,24.56747
2023-05-13,14.30219
2023-05-14,17.53171
2023-05-15,26.64359
2023-05-16,27.68166
2023-05-17,22.376
2023-05-18,24.33679
2023-05-19,19.14648
2023-05-20,9.91926
2023-05-21,11.07266
2023-05-22,24.56747
2023-05-23,21.45328
2023-05-24,19.26182
2023-05-25,22.95271
2023-05-26,19.60784
2023-05-27,10.72664
