date,코인판
2020-07-03,6.34155
2020-07-04,5.20219
2020-07-05,5.16307
2020-07-06,6.39185
2020-07-07,7.2874
2020-07-08,7.83927
2020-07-09,7.90843
2020-07-10,6.80819
2020-07-11,5.3915
2020-07-12,5.50467
2020-07-13,6.67407
2020-07-14,6.88294
2020-07-15,6.32618
2020-07-16,6.49104
2020-07-17,5.58221
2020-07-18,4.70621
2020-07-19,5.03105
2020-07-20,6.56509
2020-07-21,6.66429
2020-07-22,6.1711
2020-07-23,6.6587
2020-07-24,6.33526
2020-07-25,5.32863
2020-07-26,7.44179
2020-07-27,9.25107
2020-07-28,9.43968
2020-07-29,9.23849
2020-07-30,8.99469
2020-07-31,7.82879
2020-08-01,8.0663
2020-08-02,13.27409
2020-08-03,9.16654
2020-08-04,9.12463
2020-08-05,8.51827
2020-08-06,8.12289
2020-08-07,7.73938
2020-08-08,6.33456
2020-08-09,7.03452
2020-08-10,8.63773
2020-08-11,9.27063
2020-08-12,9.4292
2020-08-13,9.69186
2020-08-14,9.25665
2020-08-15,7.6318
2020-08-16,7.63459
2020-08-17,8.81866
2020-08-18,10.44561
2020-08-19,9.66671
2020-08-20,8.96186
2020-08-21,10.82772
2020-08-22,8.17877
2020-08-23,7.05967
2020-08-24,8.28425
2020-08-25,8.32407
2020-08-26,8.8941
2020-08-27,8.7984
2020-08-28,7.64856
2020-08-29,6.66219
2020-08-30,6.67337
2020-08-31,8.00972
2020-09-01,8.68593
2020-09-02,10.39811
2020-09-03,9.58428
2020-09-04,12.89337
2020-09-05,8.16131
2020-09-06,9.40405
2020-09-07,8.97583
2020-09-08,8.47077
2020-09-09,8.07958
2020-09-10,7.98597
2020-09-11,7.84556
2020-09-12,5.82601
2020-09-13,5.95594
2020-09-14,6.88014
2020-09-15,7.34469
2020-09-16,7.53819
2020-09-17,7.1917
2020-09-18,6.98074
2020-09-19,6.06702
2020-09-20,5.73799
2020-09-21,7.60246
2020-09-22,7.07504
2020-09-23,5.96572
2020-09-24,6.93533
2020-09-25,6.04955
2020-09-26,4.811
2020-09-27,4.92067
2020-09-28,5.97969
2020-09-29,5.51585
2020-09-30,4.54485
2020-10-01,4.09916
2020-10-02,5.5885
2020-10-03,4.34576
2020-10-04,4.57558
2020-10-05,5.51096
2020-10-06,5.59199
2020-10-07,6.08588
2020-10-08,6.31989
2020-10-09,6.21441
2020-10-10,6.01881
2020-10-11,5.29091
2020-10-12,6.17948
2020-10-13,6.1208
2020-10-14,6.2221
2020-10-15,5.99856
2020-10-16,5.80505
2020-10-17,4.19487
2020-10-18,4.05515
2020-10-19,5.07296
2020-10-20,5.88748
2020-10-21,6.28706
2020-10-22,7.0946
2020-10-23,6.44703
2020-10-24,4.76629
2020-10-25,5.18822
2020-10-26,5.87072
2020-10-27,6.26122
2020-10-28,7.7261
2020-10-29,6.29614
2020-10-30,6.18857
2020-10-31,4.86758
2020-11-01,4.49665
2020-11-02,5.90914
2020-11-03,6.53785
2020-11-04,6.2689
2020-11-05,7.03103
2020-11-06,8.47217
2020-11-07,6.42957
2020-11-08,6.0279
2020-11-09,6.73973
2020-11-10,6.82496
2020-11-11,7.14979
2020-11-12,7.04011
2020-11-13,7.15258
2020-11-14,5.74707
2020-11-15,6.30872
2020-11-16,7.64018
2020-11-17,8.84241
2020-11-18,12.56365
2020-11-19,9.66392
2020-11-20,9.15397
2020-11-21,11.39426
2020-11-22,15.32367
2020-11-23,14.80464
2020-11-24,22.18636
2020-11-25,16.81511
2020-11-26,22.73683
2020-11-27,16.15357
2020-11-28,11.54794
2020-11-29,11.76869
2020-11-30,13.33836
2020-12-01,17.01839
2020-12-02,14.04461
2020-12-03,13.23427
2020-12-04,12.06348
2020-12-05,11.31043
2020-12-06,10.16758
2020-12-07,11.98245
2020-12-08,11.62339
2020-12-09,13.26291
2020-12-10,10.75507
2020-12-11,11.53327
2020-12-12,10.92133
2020-12-13,9.76451
2020-12-14,10.00412
2020-12-15,9.73727
2020-12-16,11.63107
2020-12-17,16.87029
2020-12-18,13.90699
2020-12-19,11.48996
2020-12-20,12.42673
2020-12-21,15.23286
2020-12-22,13.62826
2020-12-23,21.32293
2020-12-24,21.27962
2020-12-25,14.70405
2020-12-26,15.41309
2020-12-27,19.89158
2020-12-28,16.95761
2020-12-29,21.32852
2020-12-30,18.06833
2020-12-31,14.32403
2021-01-01,12.89896
2021-01-02,13.82596
2021-01-03,22.51678
2021-01-04,29.93202
2021-01-05,18.78855
2021-01-06,22.23037
2021-01-07,25.20764
2021-01-08,24.04174
2021-01-09,21.12175
2021-01-10,25.4731
2021-01-11,34.02421
2021-01-12,24.00542
2021-01-13,17.62544
2021-01-14,19.26986
2021-01-15,18.98694
2021-01-16,16.77738
2021-01-17,16.2842
2021-01-18,15.93282
2021-01-19,16.94993
2021-01-20,16.84305
2021-01-21,18.77458
2021-01-22,22.6013
2021-01-23,13.82246
2021-01-24,13.2706
2021-01-25,15.49412
2021-01-26,14.61743
2021-01-27,14.65934
2021-01-28,14.41904
2021-01-29,18.53357
2021-01-30,15.6513
2021-01-31,21.91811
2021-02-01,31.80487
2021-02-02,21.34389
2021-02-03,20.18148
2021-02-04,22.44203
2021-02-05,20.35962
2021-02-06,18.5671
2021-02-07,19.40398
2021-02-08,22.83532
2021-02-09,26.78011
2021-02-10,24.56706
2021-02-11,23.11545
2021-02-12,23.53249
2021-02-13,27.0281
2021-02-14,27.11821
2021-02-15,28.3379
2021-02-16,24.00821
2021-02-17,28.80594
2021-02-18,37.77479
2021-02-19,33.30399
2021-02-20,33.24112
2021-02-21,31.31239
2021-02-22,44.92808
2021-02-23,45.63642
2021-02-24,31.4982
2021-02-25,27.74482
2021-02-26,28.31415
2021-02-27,22.54751
2021-02-28,24.86185
2021-03-01,23.71412
2021-03-02,23.56951
2021-03-03,26.85835
2021-03-04,27.16991
2021-03-05,25.22161
2021-03-06,19.03444
2021-03-07,18.76969
2021-03-08,23.11615
2021-03-09,27.65261
2021-03-10,28.52652
2021-03-11,29.86007
2021-03-12,32.98544
2021-03-13,31.61416
2021-03-14,30.73188
2021-03-15,38.10661
2021-03-16,45.87463
2021-03-17,39.7147
2021-03-18,38.46777
2021-03-19,36.39653
2021-03-20,35.83279
2021-03-21,34.31621
2021-03-22,37.77759
2021-03-23,48.96088
2021-03-24,40.33992
2021-03-25,50.52497
2021-03-26,36.75349
2021-03-27,28.9708
2021-03-28,30.78287
2021-03-29,36.0207
2021-03-30,42.10658
2021-03-31,46.35594
2021-04-01,47.97172
2021-04-02,54.66186
2021-04-03,48.79532
2021-04-04,47.76983
2021-04-05,61.34501
2021-04-06,69.97855
2021-04-07,92.63085
2021-04-08,65.53988
2021-04-09,57.42467
2021-04-10,48.57178
2021-04-11,51.00418
2021-04-12,51.16345
2021-04-13,54.80925
2021-04-14,63.59648
2021-04-15,51.35486
2021-04-16,58.02474
2021-04-17,50.85399
2021-04-18,70.75745
2021-04-19,70.3446
2021-04-20,83.70322
2021-04-21,54.89308
2021-04-22,70.5367
2021-04-23,100.0
2021-04-24,50.41878
2021-04-25,45.67344
2021-04-26,53.30944
2021-04-27,48.14007
2021-04-28,49.02236
2021-04-29,44.65913
2021-04-30,39.83695
2021-05-01,32.76679
2021-05-02,32.0822
2021-05-03,38.62494
2021-05-04,46.10935
2021-05-05,45.58612
2021-05-06,51.66153
2021-05-07,54.78271
2021-05-08,42.60116
2021-05-09,49.20608
2021-05-10,46.53128
2021-05-11,60.56401
2021-05-12,48.75411
2021-05-13,64.60241
2021-05-14,49.01886
2021-05-15,38.33155
2021-05-16,38.05422
2021-05-17,65.28141
2021-05-18,42.23023
2021-05-19,76.14826
2021-05-20,67.53847
2021-05-21,50.43834
2021-05-22,54.26717
2021-05-23,54.64579
2021-05-24,61.99467
2021-05-25,46.39296
2021-05-26,37.11954
2021-05-27,36.26939
2021-05-28,38.0137
2021-05-29,29.6044
2021-05-30,31.0602
2021-05-31,31.8901
2021-06-01,29.92085
2021-06-02,30.15487
2021-06-03,30.46573
2021-06-04,31.15591
2021-06-05,21.80913
2021-06-06,22.21849
2021-06-07,25.23279
2021-06-08,39.39616
2021-06-09,32.18838
2021-06-10,29.54223
2021-06-11,31.14543
2021-06-12,30.87159
2021-06-13,23.35156
2021-06-14,31.68472
2021-06-15,24.26109
2021-06-16,23.78537
2021-06-17,24.71027
2021-06-18,25.67358
2021-06-19,19.22096
2021-06-20,23.02184
2021-06-21,33.86773
2021-06-22,42.10309
2021-06-23,28.778
2021-06-24,22.49862
2021-06-25,21.45357
2021-06-26,18.63137
2021-06-27,16.25626
2021-06-28,22.84371
2021-06-29,24.50279
2021-06-30,21.08542
2021-07-01,21.54438
2021-07-02,17.25311
2021-07-03,14.47841
2021-07-04,14.31076
2021-07-05,18.40643
2021-07-06,15.68343
2021-07-07,15.73443
2021-07-08,18.69005
2021-07-09,16.09279
2021-07-10,12.42254
2021-07-11,11.86649
2021-07-12,15.23845
2021-07-13,15.78542
2021-07-14,17.45639
2021-07-15,16.61532
2021-07-16,17.11828
2021-07-17,13.64782
2021-07-18,12.21856
2021-07-19,16.06136
2021-07-20,21.15318
2021-07-21,15.89091
2021-07-22,16.12772
2021-07-23,14.36944
2021-07-24,14.45117
2021-07-25,14.70125
2021-07-26,24.08365
2021-07-27,21.07634
2021-07-28,20.00544
2021-07-29,17.05751
2021-07-30,19.81194
2021-07-31,17.16229
2021-08-01,17.08964
2021-08-02,18.60273
2021-08-03,18.14238
2021-08-04,16.7711
2021-08-05,19.59399
2021-08-06,18.86748
2021-08-07,21.84127
2021-08-08,20.29605
2021-08-09,21.47592
2021-08-10,22.72635
2021-08-11,26.25479
2021-08-12,28.45736
2021-08-13,24.77873
2021-08-14,25.03649
2021-08-15,23.14758
2021-08-16,23.68408
2021-08-17,26.37285
2021-08-18,26.39799
2021-08-19,23.66452
2021-08-20,24.24083
2021-08-21,21.7763
2021-08-22,19.24122
2021-08-23,28.93168
2021-08-24,26.98618
2021-08-25,27.48356
2021-08-26,25.68476
2021-08-27,23.68547
2021-08-28,20.68934
2021-08-29,24.85277
2021-08-30,27.0742
2021-08-31,26.40498
2021-09-01,26.04382
2021-09-02,26.81574
2021-09-03,28.37353
2021-09-04,25.97816
2021-09-05,26.69279
2021-09-06,32.06753
2021-09-07,33.58411
2021-09-08,44.94554
2021-09-09,28.11436
2021-09-10,28.89466
2021-09-11,22.73962
2021-09-12,21.36135
2021-09-13,29.27049
2021-09-14,25.10356
2021-09-15,24.12138
2021-09-16,23.53458
2021-09-17,24.73961
2021-09-18,19.04143
2021-09-19,18.48537
2021-09-20,29.04555
2021-09-21,26.84857
2021-09-22,27.94531
2021-09-23,27.83284
2021-09-24,29.20272
2021-09-25,21.0002
2021-09-26,22.58314
2021-09-27,23.42631
2021-09-28,26.19611
2021-09-29,26.58451
2021-09-30,26.71863
2021-10-01,25.50453
2021-10-02,21.45915
2021-10-03,20.42947
2021-10-04,23.57999
2021-10-05,29.95508
2021-10-06,32.93794
2021-10-07,28.8255
2021-10-08,27.56809
2021-10-09,24.11998
2021-10-10,23.79724
2021-10-11,25.52619
2021-10-12,30.80174
2021-10-13,26.67742
2021-10-14,24.1577
2021-10-15,34.57817
2021-10-16,26.66485
2021-10-17,20.03828
2021-10-18,26.74099
2021-10-19,23.75323
2021-10-20,30.06405
2021-10-21,30.45944
2021-10-22,26.91982
2021-10-23,20.85839
2021-10-24,20.31561
2021-10-25,26.13813
2021-10-26,26.73959
2021-10-27,36.16251
2021-10-28,29.13427
2021-10-29,26.88
2021-10-30,23.60095
2021-10-31,32.85411
2021-11-01,31.55618
2021-11-02,31.90966
2021-11-03,34.79123
2021-11-04,31.47585
2021-11-05,28.94635
2021-11-06,22.30372
2021-11-07,21.05399
2021-11-08,29.16361
2021-11-09,31.18106
2021-11-10,30.479
2021-11-11,32.39167
2021-11-12,29.97883
2021-11-13,22.08646
2021-11-14,22.47556
2021-11-15,31.61626
2021-11-16,40.65497
2021-11-17,38.70877
2021-11-18,43.46459
2021-11-19,38.648
2021-11-20,27.15244
2021-11-21,29.42766
2021-11-22,36.1192
2021-11-23,38.29592
2021-11-24,37.97807
2021-11-25,42.74786
2021-11-26,44.34967
2021-11-27,30.9156
2021-11-28,32.04518
2021-11-29,36.27148
2021-11-30,35.6323
2021-12-01,34.63335
2021-12-02,36.76537
2021-12-03,35.48071
2021-12-04,56.84487
2021-12-05,31.9355
2021-12-06,45.1621
2021-12-07,34.49155
2021-12-08,32.94423
2021-12-09,31.06929
2021-12-10,30.771
2021-12-11,23.10776
2021-12-12,22.21709
2021-12-13,28.7759
2021-12-14,35.58759
2021-12-15,33.42973
2021-12-16,31.12657
2021-12-17,27.99072
2021-12-18,22.2157
2021-12-19,21.63659
2021-12-20,29.61767
2021-12-21,26.0054
2021-12-22,24.91844
2021-12-23,24.34212
2021-12-24,24.78571
2021-12-25,19.02885
2021-12-26,18.85212
2021-12-27,23.37112
2021-12-28,25.31522
2021-12-29,27.31032
2021-12-30,24.81994
2021-12-31,19.8308
2022-01-01,18.80601
2022-01-02,20.63345
2022-01-03,24.54191
2022-01-04,25.43468
2022-01-05,22.72076
2022-01-06,31.92852
2022-01-07,25.78885
2022-01-08,18.79064
2022-01-09,21.03303
2022-01-10,28.46365
2022-01-11,28.85205
2022-01-12,23.44657
2022-01-13,21.70924
2022-01-14,21.85873
2022-01-15,15.6534
2022-01-16,15.14973
2022-01-17,18.79972
2022-01-18,22.09904
2022-01-19,22.61877
2022-01-20,19.7826
2022-01-21,29.26001
2022-01-22,34.36301
2022-01-23,21.58909
2022-01-24,29.87684
2022-01-25,25.07631
2022-01-26,23.69875
2022-01-27,23.68967
2022-01-28,19.41376
2022-01-29,17.00512
2022-01-30,15.70439
2022-01-31,15.44662
2022-02-01,14.85354
2022-02-02,16.60204
2022-02-03,21.52342
2022-02-04,18.41551
2022-02-05,22.36868
2022-02-06,18.60273
2022-02-07,23.25725
2022-02-08,30.31414
2022-02-09,21.83219
2022-02-10,21.78329
2022-02-11,20.05015
2022-02-12,19.08474
2022-02-13,16.7697
2022-02-14,21.09381
2022-02-15,19.08963
2022-02-16,19.09941
2022-02-17,20.03129
2022-02-18,20.52308
2022-02-19,16.49586
2022-02-20,19.41586
2022-02-21,21.15947
2022-02-22,23.70084
2022-02-23,17.76725
2022-02-24,27.15873
2022-02-25,20.36311
2022-02-26,16.5748
2022-02-27,16.16544
2022-02-28,20.47418
2022-03-01,25.25235
2022-03-02,24.29532
2022-03-03,19.17974
2022-03-04,19.1022
2022-03-05,16.00198
2022-03-06,14.78159
2022-03-07,19.09382
2022-03-08,17.50319
2022-03-09,17.50668
2022-03-10,22.97434
2022-03-11,18.09418
2022-03-12,14.82071
2022-03-13,14.12704
2022-03-14,19.86922
2022-03-15,17.86225
2022-03-16,19.10011
2022-03-17,19.8804
2022-03-18,17.58981
2022-03-19,17.33973
2022-03-20,16.87029
2022-03-21,18.49794
2022-03-22,20.73125
2022-03-23,20.58316
2022-03-24,20.46091
2022-03-25,20.64463
2022-03-26,15.79241
2022-03-27,36.82754
2022-03-28,25.91319
2022-03-29,24.12208
2022-03-30,24.01729
2022-03-31,25.75741
2022-04-01,23.50105
2022-04-02,20.03408
2022-04-03,20.77107
2022-04-04,23.74765
2022-04-05,21.51085
2022-04-06,23.77489
2022-04-07,20.62437
2022-04-08,16.95272
2022-04-09,14.12424
2022-04-10,13.32998
2022-04-11,20.37498
2022-04-12,20.67537
2022-04-13,17.28105
2022-04-14,16.04599
2022-04-15,15.92164
2022-04-16,11.53537
2022-04-17,12.04182
2022-04-18,18.7145
2022-04-19,15.83572
2022-04-20,16.17662
2022-04-21,19.31806
2022-04-22,23.44237
2022-04-23,15.01491
2022-04-24,12.28213
2022-04-25,18.20385
2022-04-26,16.5287
2022-04-27,16.89963
2022-04-28,14.31635
2022-04-29,14.51614
2022-04-30,12.73061
2022-05-01,16.78996
2022-05-02,14.65515
2022-05-03,14.11027
2022-05-04,14.53779
2022-05-05,14.49238
2022-05-06,19.80845
2022-05-07,11.51441
2022-05-08,15.74351
2022-05-09,22.47626
2022-05-10,28.56214
2022-05-11,39.35564
2022-05-12,51.06216
2022-05-13,42.86103
2022-05-14,27.04975
2022-05-15,20.71309
2022-05-16,24.43084
2022-05-17,19.91044
2022-05-18,20.62227
2022-05-19,22.82624
2022-05-20,18.50074
2022-05-21,14.0481
2022-05-22,14.22693
2022-05-23,17.75607
2022-05-24,18.43228
2022-05-25,16.37292
2022-05-26,20.52098
2022-05-27,19.42494
2022-05-28,13.77007
2022-05-29,13.19026
2022-05-30,16.78996
2022-05-31,18.89193
2022-06-01,16.52101
2022-06-02,17.2056
2022-06-03,14.2395
2022-06-04,11.15186
2022-06-05,11.19447
2022-06-06,13.24335
2022-06-07,15.67575
2022-06-08,15.51159
2022-06-09,13.805
2022-06-10,14.90873
2022-06-11,14.10259
2022-06-12,20.25134
2022-06-13,30.5272
2022-06-14,28.00329
2022-06-15,23.05886
2022-06-16,21.31455
2022-06-17,17.12387
2022-06-18,17.26358
2022-06-19,20.55451
2022-06-20,17.71346
2022-06-21,16.05158
2022-06-22,15.42497
2022-06-23,14.69497
2022-06-24,16.15357
2022-06-25,12.3478
2022-06-26,11.7149
2022-06-27,14.49727
2022-06-28,14.75155
2022-06-29,15.72116
2022-06-30,17.07777
2022-07-01,16.12353
2022-07-02,10.94788
2022-07-03,10.92063
2022-07-04,13.5605
2022-07-05,14.3373
2022-07-06,13.2699
2022-07-07,13.39285
2022-07-08,15.13995
2022-07-09,10.19413
2022-07-10,10.40509
2022-07-11,13.03798
2022-07-12,12.99327
2022-07-13,14.47143
2022-07-14,13.0247
2022-07-15,12.84238
2022-07-16,9.98945
2022-07-17,12.61325
2022-07-18,16.58737
2022-07-19,16.18011
2022-07-20,17.09034
2022-07-21,15.91047
2022-07-22,13.39285
2022-07-23,11.23289
2022-07-24,10.53852
2022-07-25,14.38131
2022-07-26,13.52837
2022-07-27,12.7362
2022-07-28,16.30096
2022-07-29,17.43473
2022-07-30,12.396
2022-07-31,13.17978
2022-08-01,15.72605
2022-08-02,15.93003
2022-08-03,13.41171
2022-08-04,13.42009
2022-08-05,13.96846
2022-08-06,10.71316
2022-08-07,10.7425
2022-08-08,14.42742
2022-08-09,14.63629
2022-08-10,15.39702
2022-08-11,15.42986
2022-08-12,14.28631
2022-08-13,11.81339
2022-08-14,12.31915
2022-08-15,13.75261
2022-08-16,13.44244
2022-08-17,14.66074
2022-08-18,12.89477
2022-08-19,19.28732
2022-08-20,12.45957
2022-08-21,10.73342
2022-08-22,13.31042
2022-08-23,12.95135
2022-08-24,11.48297
2022-08-25,12.26816
2022-08-26,13.22729
2022-08-27,12.84168
2022-08-28,11.08898
2022-08-29,13.92236
2022-08-30,12.53222
2022-08-31,12.02716
2022-09-01,12.47354
2022-09-02,11.16303
2022-09-03,9.14977
2022-09-04,9.45924
2022-09-05,11.55353
2022-09-06,13.22659
2022-09-07,15.4082
2022-09-08,12.75576
2022-09-09,13.69113
2022-09-10,11.79942
2022-09-11,11.37959
2022-09-12,13.1742
2022-09-13,17.11549
2022-09-14,15.24264
2022-09-15,16.09489
2022-09-16,13.54723
2022-09-17,10.50289
2022-09-18,10.44281
2022-09-19,19.82452
2022-09-20,13.44733
2022-09-21,14.30657
2022-09-22,15.84201
2022-09-23,16.34847
2022-09-24,11.10715
2022-09-25,9.92448
2022-09-26,13.62337
2022-09-27,13.92236
2022-09-28,14.95064
2022-09-29,11.99782
2022-09-30,12.15848
2022-10-01,9.34328
2022-10-02,9.16933
2022-10-03,10.1578
2022-10-04,11.45014
2022-10-05,11.47389
2022-10-06,9.87558
2022-10-07,10.73202
2022-10-08,10.09074
2022-10-09,8.19484
2022-10-10,10.45888
2022-10-11,13.78823
2022-10-12,11.62897
2022-10-13,15.66387
2022-10-14,12.10539
2022-10-15,11.07082
2022-10-16,9.50045
2022-10-17,11.28039
2022-10-18,10.95975
2022-10-19,12.22694
2022-10-20,10.64679
2022-10-21,10.79349
2022-10-22,8.66427
2022-10-23,9.46063
2022-10-24,11.51092
2022-10-25,11.11832
2022-10-26,12.75436
2022-10-27,13.81268
2022-10-28,12.72292
2022-10-29,11.58566
2022-10-30,15.94819
2022-10-31,13.33417
2022-11-01,13.68554
2022-11-02,14.46165
2022-11-03,14.66982
2022-11-04,13.76239
2022-11-05,12.19341
2022-11-06,10.97302
2022-11-07,13.75261
2022-11-08,19.13643
2022-11-09,32.31622
2022-11-10,31.44861
2022-11-11,20.07251
2022-11-12,17.86644
2022-11-13,17.47525
2022-11-14,25.97117
2022-11-15,16.74874
2022-11-16,19.44589
2022-11-17,14.75993
2022-11-18,13.37887
2022-11-19,11.28458
2022-11-20,13.67227
2022-11-21,16.65304
2022-11-22,16.21504
2022-11-23,14.81023
2022-11-24,17.1085
2022-11-25,15.83782
2022-11-26,11.41801
2022-11-27,11.49555
2022-11-28,13.79871
2022-11-29,12.91154
2022-11-30,12.05929
2022-12-01,12.06627
2022-12-02,12.67822
2022-12-03,9.31743
2022-12-04,10.04673
2022-12-05,12.43442
2022-12-06,12.68031
2022-12-07,17.81615
2022-12-08,15.47876
2022-12-09,12.08025
2022-12-10,9.4278
2022-12-11,9.68906
2022-12-12,14.47492
2022-12-13,14.40506
2022-12-14,11.80711
2022-12-15,12.48122
2022-12-16,12.22555
2022-12-17,13.59543
2022-12-18,9.73517
2022-12-19,11.63945
2022-12-20,13.53046
2022-12-21,10.67963
2022-12-22,11.19796
2022-12-23,10.45469
2022-12-24,7.76452
2022-12-25,8.13895
2022-12-26,10.56925
2022-12-27,10.8396
2022-12-28,12.58601
2022-12-29,11.56471
2022-12-30,11.82806
2022-12-31,8.73273
2023-01-01,8.75439
2023-01-02,10.64121
2023-01-03,10.01529
2023-01-04,10.91015
2023-01-05,10.89059
2023-01-06,10.43094
2023-01-07,8.72854
2023-01-08,7.83578
2023-01-09,13.04566
2023-01-10,12.40089
2023-01-11,10.93181
2023-01-12,13.62756
2023-01-13,13.06801
2023-01-14,18.38617
2023-01-15,14.47003
2023-01-16,15.22099
2023-01-17,13.87765
2023-01-18,14.35966
2023-01-19,14.64747
2023-01-20,11.761
2023-01-21,15.70579
2023-01-22,13.34395
2023-01-23,14.57202
2023-01-24,16.4784
2023-01-25,17.63033
2023-01-26,17.43822
2023-01-27,16.03062
2023-01-28,13.64433
2023-01-29,13.18607
2023-01-30,17.79449
2023-01-31,16.29747
2023-02-01,15.73233
2023-02-02,16.62929
2023-02-03,16.3792
2023-02-04,14.00898
2023-02-05,17.84968
2023-02-06,18.26532
2023-02-07,17.53253
2023-02-08,17.90277
2023-02-09,17.07148
2023-02-10,16.59506
2023-02-11,11.71979
2023-02-12,11.29366
2023-02-13,16.5287
2023-02-14,16.07044
2023-02-15,16.29957
2023-02-16,20.76618
2023-02-17,16.5748
2023-02-18,15.27198
2023-02-19,13.99082
2023-02-20,19.09591
2023-02-21,19.16507
2023-02-22,18.05156
2023-02-23,16.9639
2023-02-24,16.82419
2023-02-25,15.05822
2023-02-26,12.56016
2023-02-27,15.06381
2023-02-28,14.26605
2023-03-01,13.19306
2023-03-02,16.18361
2023-03-03,18.11653
2023-03-04,11.54794
2023-03-05,11.43687
2023-03-06,13.27619
2023-03-07,14.07255
2023-03-08,15.23216
2023-03-09,14.95833
2023-03-10,18.0809
2023-03-11,12.54549
2023-03-12,10.95975
2023-03-13,17.53183
2023-03-14,21.02115
2023-03-15,17.62963
2023-03-16,15.50251
2023-03-17,16.38619
2023-03-18,15.68343
2023-03-19,14.50147
2023-03-20,18.50493
2023-03-21,18.05017
2023-03-22,17.40399
2023-03-23,17.91604
2023-03-24,15.79311
2023-03-25,12.55317
2023-03-26,11.77358
2023-03-27,14.80534
2023-03-28,16.37012
2023-03-29,17.33065
2023-03-30,17.06938
2023-03-31,15.17628
2023-04-01,13.48645
2023-04-02,13.23776
2023-04-03,16.0425
2023-04-04,16.94504
2023-04-05,15.26779
2023-04-06,16.6251
2023-04-07,14.04041
2023-04-08,10.50708
2023-04-09,10.84309
2023-04-10,13.82176
2023-04-11,16.79275
2023-04-12,18.52868
2023-04-13,16.33449
2023-04-14,15.93701
2023-04-15,12.21227
2023-04-16,11.98245
2023-04-17,14.93318
2023-04-18,14.35826
2023-04-19,16.53428
2023-04-20,15.06241
2023-04-21,14.73548
2023-04-22,12.07605
2023-04-23,10.16548
2023-04-24,14.53639
2023-04-25,12.76065
2023-04-26,13.48506
2023-04-27,13.42219
2023-04-28,11.45992
2023-04-29,10.29891
2023-04-30,9.13161
2023-05-01,11.54235
2023-05-02,12.08723
2023-05-03,12.64888
2023-05-04,13.28038
2023-05-05,9.95452
2023-05-06,11.29646
2023-05-07,9.98805
2023-05-08,14.36315
2023-05-09,13.87276
2023-05-10,12.07675
2023-05-11,12.5874
2023-05-12,12.9765
2023-05-13,8.6503
2023-05-14,8.30731
2023-05-15,11.78196
2023-05-16,10.13056
2023-05-17,10.65937
2023-05-18,9.75892
2023-05-19,9.15606
2023-05-20,7.03173
2023-05-21,7.25457
2023-05-22,10.17457
2023-05-23,9.71212
2023-05-24,10.81864
2023-05-25,10.93321
2023-05-26,9.27482
2023-05-27,7.35097
2023-05-28,7.6807
2023-05-29,9.62689
