date,상장예정주식
2021-07-24,4.4843
2021-07-25,2.69058
2021-07-26,3.58744
2021-07-27,8.52017
2021-07-28,11.21076
2021-07-29,6.27802
2021-07-30,7.62331
2021-08-01,2.69058
2021-08-03,5.82959
2021-08-04,8.07174
2021-08-05,14.7982
2021-08-06,50.22421
2021-08-07,25.1121
2021-08-08,14.34977
2021-08-09,66.36771
2021-08-10,43.94618
2021-08-11,49.32735
2021-08-12,41.2556
2021-08-13,15.24663
2021-08-14,7.17488
2021-08-15,4.93273
2021-08-16,10.76233
2021-08-17,50.67264
2021-08-18,57.84753
2021-08-19,71.74887
2021-08-20,51.12107
2021-08-21,13.45291
2021-08-22,24.21524
2021-08-23,45.29147
2021-08-24,24.66367
2021-08-25,28.25112
2021-08-26,26.00896
2021-08-27,19.28251
2021-08-28,6.27802
2021-08-29,13.45291
2021-08-30,20.17937
2021-08-31,20.17937
2021-09-01,47.98206
2021-09-02,24.66367
2021-09-03,17.04035
2021-09-04,8.52017
2021-09-05,8.07174
2021-09-06,9.41704
2021-09-07,11.65919
2021-09-08,9.86547
2021-09-09,2.69058
2021-09-10,5.82959
2021-09-11,4.93273
2021-09-12,5.38116
2021-09-13,15.24663
2021-09-14,19.28251
2021-09-15,11.21076
2021-09-16,10.3139
2021-09-17,17.48878
2021-09-18,17.93721
2021-09-19,2.69058
2021-09-22,6.72645
2021-09-23,5.82959
2021-09-24,8.9686
2021-09-25,3.58744
2021-09-27,3.13901
2021-09-28,4.93273
2021-09-29,4.4843
2021-09-30,3.58744
2021-10-01,11.65919
2021-10-06,3.58744
2021-10-07,2.69058
2021-10-12,2.69058
2021-10-14,3.58744
2021-10-15,6.27802
2021-10-17,2.69058
2021-10-18,4.4843
2021-10-19,7.17488
2021-10-20,6.27802
2021-10-21,6.72645
2021-10-22,12.10762
2021-10-23,3.58744
2021-10-26,7.17488
2021-10-27,2.69058
2021-10-28,5.82959
2021-10-29,3.58744
2021-10-30,2.24215
2021-11-01,3.58744
2021-11-02,5.82959
2021-11-03,31.83856
2021-11-04,13.90134
2021-11-05,7.17488
2021-11-06,3.13901
2021-11-07,2.24215
2021-11-08,5.82959
2021-11-09,2.69058
2021-11-10,11.65919
2021-11-11,8.07174
2021-11-12,9.41704
2021-11-14,3.58744
2021-11-15,6.72645
2021-11-16,10.76233
2021-11-17,10.76233
2021-11-18,5.82959
2021-11-19,3.58744
2021-11-20,3.58744
2021-11-21,2.24215
2021-11-22,3.58744
2021-11-23,5.38116
2021-11-24,8.52017
2021-11-25,4.93273
2021-11-26,4.93273
2021-11-27,2.24215
2021-11-29,3.13901
2021-11-30,2.24215
2021-12-02,2.24215
2021-12-03,2.24215
2021-12-05,2.69058
2021-12-06,3.13901
2021-12-07,2.24215
2021-12-08,2.24215
2021-12-09,5.82959
2021-12-10,3.58744
2021-12-11,2.24215
2021-12-12,2.24215
2021-12-13,6.72645
2021-12-14,6.27802
2021-12-15,7.62331
2021-12-16,3.58744
2021-12-17,3.13901
2021-12-18,5.38116
2021-12-19,4.93273
2021-12-20,3.13901
2021-12-21,4.93273
2021-12-22,2.24215
2021-12-24,2.24215
2021-12-26,2.24215
2021-12-29,2.24215
2021-12-30,2.69058
2022-01-02,3.58744
2022-01-03,5.38116
2022-01-04,6.27802
2022-01-06,3.13901
2022-01-07,4.4843
2022-01-08,3.13901
2022-01-09,4.93273
2022-01-11,6.27802
2022-01-12,5.82959
2022-01-13,6.72645
2022-01-15,2.24215
2022-01-16,3.58744
2022-01-17,2.69058
2022-01-18,6.72645
2022-01-19,8.07174
2022-01-20,19.73094
2022-01-21,13.00448
2022-01-22,6.27802
2022-01-23,5.38116
2022-01-24,16.14349
2022-01-25,3.58744
2022-01-26,25.1121
2022-01-27,72.64573
2022-01-28,44.84304
2022-01-29,14.7982
2022-01-30,16.14349
2022-01-31,14.34977
2022-02-01,15.24663
2022-02-02,13.00448
2022-02-03,30.49327
2022-02-04,32.73542
2022-02-05,20.17937
2022-02-06,8.52017
2022-02-07,25.1121
2022-02-08,14.34977
2022-02-09,17.48878
2022-02-10,17.48878
2022-02-11,17.93721
2022-02-12,8.07174
2022-02-13,5.82959
2022-02-14,15.69506
2022-02-15,9.86547
2022-02-16,10.76233
2022-02-17,8.9686
2022-02-18,4.93273
2022-02-19,5.82959
2022-02-20,4.03587
2022-02-21,12.55605
2022-02-22,12.55605
2022-02-23,5.82959
2022-02-24,2.24215
2022-02-25,2.24215
2022-02-26,2.24215
2022-02-28,4.93273
2022-03-01,2.69058
2022-03-03,5.38116
2022-03-04,3.58744
2022-03-07,7.17488
2022-03-08,3.58744
2022-03-09,2.69058
2022-03-10,3.13901
2022-03-13,3.13901
2022-03-14,3.58744
2022-03-15,3.13901
2022-03-16,4.4843
2022-03-18,12.55605
2022-03-19,5.38116
2022-03-22,5.38116
2022-03-25,2.69058
2022-03-29,5.82959
2022-03-30,3.58744
2022-04-01,3.58744
2022-04-05,3.58744
2022-04-06,4.03587
2022-04-07,3.13901
2022-04-11,3.13901
2022-04-12,3.13901
2022-04-14,3.58744
2022-04-15,2.24215
2022-04-16,2.24215
2022-04-21,3.13901
2022-04-22,2.24215
2022-04-24,2.24215
2022-04-28,2.69058
2022-05-09,2.24215
2022-05-11,2.69058
2022-05-23,3.13901
2022-05-28,2.24215
2022-06-07,3.13901
2022-06-15,2.24215
2022-06-17,3.58744
2022-06-20,2.24215
2022-06-21,2.69058
2022-06-30,3.13901
2022-07-01,4.93273
2022-07-08,7.62331
2022-07-25,2.69058
2022-08-09,2.69058
2022-08-11,3.13901
2022-08-16,2.24215
2022-08-25,3.13901
2022-09-15,2.69058
2022-09-21,2.24215
2022-10-13,4.03587
2022-10-17,3.13901
2022-10-18,3.13901
2022-10-20,2.24215
2022-11-08,2.24215
2022-11-14,2.24215
2022-12-09,2.69058
2022-12-21,2.24215
2022-12-27,2.24215
2023-01-11,2.69058
2023-01-17,2.69058
2023-01-19,2.24215
2023-01-20,2.69058
2023-01-27,5.82959
2023-01-29,3.13901
2023-01-30,8.52017
2023-01-31,7.17488
2023-02-01,3.13901
2023-02-02,4.03587
2023-02-03,3.58744
2023-02-04,3.13901
2023-02-05,2.24215
2023-02-07,8.9686
2023-02-08,3.13901
2023-02-09,4.93273
2023-02-10,2.24215
2023-02-11,4.4843
2023-02-13,4.03587
2023-02-14,4.4843
2023-02-15,2.24215
2023-02-16,4.4843
2023-02-20,2.24215
2023-03-23,2.24215
2023-03-30,4.03587
2023-03-31,4.03587
2023-04-04,2.24215
2023-04-06,4.4843
2023-04-07,2.69058
2023-04-08,3.58744
2023-04-09,2.69058
2023-04-11,3.13901
2023-04-12,4.03587
2023-04-13,3.58744
2023-04-16,3.13901
2023-04-17,4.93273
2023-04-21,2.69058
2023-04-23,2.69058
2023-04-25,3.13901
2023-05-10,2.24215
2023-05-30,2.24215
2023-06-08,3.13901
2023-06-09,7.17488
2023-06-11,4.03587
2023-06-12,4.93273
2023-06-13,7.62331
2023-06-20,2.24215
2023-06-22,2.24215
2023-06-23,4.4843
2023-06-26,3.13901
2023-06-27,2.24215
2023-06-28,4.93273
2023-06-29,12.10762
2023-06-30,30.49327
2023-07-01,5.82959
2023-07-02,3.58744
2023-07-03,2.24215
2023-07-04,6.27802
2023-07-05,6.72645
2023-07-06,16.59192
2023-07-07,13.45291
2023-07-08,11.21076
2023-07-09,3.58744
2023-07-10,7.62331
2023-07-11,4.4843
2023-07-12,3.58744
2023-07-13,3.58744
2023-07-14,16.59192
2023-07-15,3.13901
2023-07-16,6.72645
2023-07-17,7.62331
2023-07-18,8.52017
2023-07-19,8.52017
2023-07-20,3.58744
2023-07-21,8.9686
2023-07-22,5.82959
2023-07-23,4.93273
2023-07-24,9.86547
2023-07-25,8.52017
2023-07-26,8.52017
2023-07-27,14.34977
2023-07-28,4.4843
2023-07-31,4.93273
2023-08-01,4.4843
2023-08-02,3.13901
2023-08-03,4.03587
2023-08-04,8.52017
2023-08-05,4.4843
2023-08-06,2.24215
2023-08-07,4.93273
2023-08-08,7.17488
2023-08-09,7.62331
2023-08-10,9.86547
2023-08-11,4.93273
2023-08-12,2.24215
2023-08-13,2.24215
2023-08-14,2.69058
2023-08-15,3.58744
2023-08-16,7.62331
2023-08-17,3.13901
2023-08-18,7.17488
2023-08-19,4.03587
2023-08-20,3.58744
2023-08-21,8.9686
2023-08-22,8.07174
2023-08-23,7.17488
2023-08-24,12.10762
2023-08-25,8.52017
2023-08-26,2.24215
2023-08-28,8.9686
2023-08-29,16.59192
2023-08-30,16.14349
2023-08-31,14.7982
2023-09-01,10.3139
2023-09-02,6.27802
2023-09-03,4.93273
2023-09-04,9.41704
2023-09-05,8.9686
2023-09-06,8.07174
2023-09-07,8.07174
2023-09-08,5.38116
2023-09-09,2.69058
2023-09-10,3.13901
2023-09-11,10.76233
2023-09-12,8.07174
2023-09-13,5.38116
2023-09-14,6.27802
2023-09-15,8.52017
2023-09-16,2.24215
2023-09-17,5.82959
2023-09-18,13.90134
2023-09-19,8.52017
2023-09-20,9.86547
2023-09-21,6.27802
2023-09-22,12.10762
2023-09-23,2.24215
2023-09-25,21.07623
2023-09-26,4.4843
2023-09-27,7.17488
2023-09-28,4.93273
2023-09-29,2.69058
2023-10-02,4.93273
2023-10-03,6.27802
2023-10-04,23.31838
2023-10-05,24.66367
2023-10-06,11.65919
2023-10-07,3.13901
2023-10-08,2.69058
2023-10-09,3.58744
2023-10-10,13.00448
2023-10-11,7.62331
2023-10-12,4.03587
2023-10-13,14.7982
2023-10-14,6.72645
2023-10-15,3.58744
2023-10-16,7.17488
2023-10-17,8.52017
2023-10-18,11.21076
2023-10-19,8.07174
2023-10-20,3.58744
2023-10-22,2.24215
2023-10-23,6.27802
2023-10-24,4.93273
2023-10-25,3.13901
2023-10-26,12.55605
2023-10-27,12.55605
2023-10-28,2.24215
2023-10-30,6.27802
2023-10-31,7.62331
2023-11-01,7.17488
2023-11-02,15.69506
2023-11-03,5.82959
2023-11-04,4.4843
2023-11-06,12.10762
2023-11-07,19.28251
2023-11-08,17.48878
2023-11-09,11.65919
2023-11-10,7.62331
2023-11-11,3.13901
2023-11-12,4.4843
2023-11-13,17.48878
2023-11-14,17.04035
2023-11-15,34.52914
2023-11-16,14.7982
2023-11-17,37.66816
2023-11-18,14.34977
2023-11-19,9.86547
2023-11-20,37.66816
2023-11-21,65.47085
2023-11-22,61.43497
2023-11-23,43.49775
2023-11-24,100.0
2023-11-25,44.39461
2023-11-26,32.73542
2023-11-27,98.6547
2023-11-28,73.5426
2023-11-29,34.52914
2023-11-30,27.35426
2023-12-01,44.39461
2023-12-02,4.03587
2023-12-03,17.48878
2023-12-04,32.28699
2023-12-05,28.69955
2023-12-06,56.05381
2023-12-07,28.25112
2023-12-08,16.14349
2023-12-09,8.9686
2023-12-10,12.55605
2023-12-11,30.04484
2023-12-12,66.36771
2023-12-13,90.58295
2023-12-14,27.35426
2023-12-15,35.87443
2023-12-16,15.24663
2023-12-17,8.52017
2023-12-18,39.46188
2023-12-19,34.97757
2023-12-20,39.91031
2023-12-21,39.91031
2023-12-22,51.12107
2023-12-23,19.73094
2023-12-24,9.86547
2023-12-25,14.7982
2023-12-26,14.34977
2023-12-27,14.7982
2023-12-28,9.41704
2023-12-29,4.4843
2023-12-30,6.27802
2023-12-31,3.58744
2024-01-01,12.55605
2024-01-02,22.86995
2024-01-03,23.31838
2024-01-04,27.80269
2024-01-05,27.35426
2024-01-06,7.17488
2024-01-07,13.00448
2024-01-08,28.25112
2024-01-09,31.39013
2024-01-10,39.01345
2024-01-11,34.52914
2024-01-12,26.90582
2024-01-13,10.3139
2024-01-14,12.10762
2024-01-15,13.45291
2024-01-16,17.93721
2024-01-17,20.6278
2024-01-18,15.69506
2024-01-19,13.00448
2024-01-20,5.82959
2024-01-21,4.03587
2024-01-22,13.45291
2024-01-23,24.66367
2024-01-24,33.63228
2024-01-25,30.04484
2024-01-26,31.39013
2024-01-27,8.9686
2024-01-28,11.65919
2024-01-29,21.07623
2024-01-30,14.34977
2024-01-31,14.7982
2024-02-01,17.93721
2024-02-02,11.21076
2024-02-03,4.03587
2024-02-04,4.4843
2024-02-05,14.34977
2024-02-06,21.07623
2024-02-07,5.82959
2024-02-08,5.38116
2024-02-09,2.24215
2024-02-10,2.24215
2024-02-11,4.93273
2024-02-12,4.4843
2024-02-13,14.34977
2024-02-14,16.59192
2024-02-15,18.83408
2024-02-16,11.21076
2024-02-17,7.17488
2024-02-18,12.10762
2024-02-19,21.52466
2024-02-20,16.59192
2024-02-21,18.38565
2024-02-22,25.1121
2024-02-23,24.21524
2024-02-24,10.76233
2024-02-25,5.38116
2024-02-26,16.59192
2024-02-27,18.38565
2024-02-28,11.65919
2024-02-29,23.76681
2024-03-01,5.82959
2024-03-02,2.69058
2024-03-03,4.03587
2024-03-04,17.93721
2024-03-05,16.59192
2024-03-06,11.65919
2024-03-07,12.10762
2024-03-08,12.55605
2024-03-09,4.4843
2024-03-10,6.72645
2024-03-11,13.90134
2024-03-12,9.41704
2024-03-13,27.80269
2024-03-14,11.65919
2024-03-15,8.9686
2024-03-16,5.82959
2024-03-17,6.27802
2024-03-18,8.07174
2024-03-19,9.41704
2024-03-20,11.21076
