date,와이즈버즈
2023-05-30,0.91971
2023-05-31,0.89598
2023-06-01,0.89598
2023-06-02,0.71797
2023-06-03,0.16614
2023-06-04,0.19581
2023-06-05,0.61116
2023-06-06,0.24328
2023-06-07,1.3766
2023-06-08,29.35975
2023-06-09,11.5113
2023-06-10,1.68515
2023-06-11,1.22233
2023-06-12,3.29318
2023-06-13,4.60452
2023-06-14,2.24885
2023-06-15,2.86595
2023-06-16,1.75636
2023-06-17,0.42128
2023-06-18,0.46875
2023-06-19,1.64362
2023-06-20,2.12425
2023-06-21,2.01744
2023-06-22,1.341
2023-06-23,0.88411
2023-06-24,0.29074
2023-06-25,0.24328
2023-06-26,1.05025
2023-06-27,1.2876
2023-06-28,1.44187
2023-06-29,1.2876
2023-06-30,1.24013
2023-07-01,0.26108
2023-07-02,0.26701
2023-07-03,1.08586
2023-07-04,1.04432
2023-07-05,1.84536
2023-07-06,8.46733
2023-07-07,48.98237
2023-07-08,16.54898
2023-07-09,16.3769
2023-07-10,87.83005
2023-07-11,100.0
2023-07-12,55.09998
2023-07-13,38.56286
2023-07-14,24.85017
2023-07-15,6.74657
2023-07-16,5.90399
2023-07-17,20.94582
2023-07-18,20.09731
2023-07-19,17.58737
2023-07-20,12.77517
2023-07-21,11.38669
2023-07-22,3.13297
2023-07-23,3.22791
2023-07-24,14.88755
2023-07-25,11.00694
2023-07-26,9.99821
2023-07-27,17.40936
2023-07-28,11.50536
2023-07-29,2.32599
2023-07-30,2.10051
2023-07-31,7.77309
2023-08-01,7.83243
2023-08-02,7.2984
2023-08-03,5.60731
2023-08-04,10.10502
2023-08-05,2.11238
2023-08-06,1.73262
2023-08-07,7.12632
2023-08-08,5.78532
2023-08-09,12.42508
2023-08-10,7.50014
2023-08-11,4.46804
2023-08-12,1.24013
2023-08-13,1.05619
2023-08-14,4.27817
2023-08-15,1.38254
2023-08-16,3.98742
2023-08-17,3.42965
2023-08-18,3.16857
2023-08-19,0.81291
2023-08-20,0.74764
2023-08-21,3.64326
2023-08-22,3.02023
2023-08-23,2.83629
2023-08-24,3.37625
2023-08-25,2.71168
2023-08-26,0.48656
2023-08-27,0.47469
2023-08-28,2.58707
2023-08-29,3.86281
2023-08-30,3.28131
2023-08-31,3.03803
2023-09-01,2.20732
2023-09-02,0.52216
2023-09-03,0.59336
2023-09-04,2.67608
2023-09-05,2.25479
2023-09-06,2.64641
2023-09-07,2.37939
2023-09-08,1.82163
2023-09-09,0.55776
2023-09-10,0.49842
2023-09-11,1.80976
2023-09-12,2.15391
2023-09-13,2.33192
2023-09-14,1.85723
2023-09-15,1.66735
2023-09-16,0.33821
2023-09-17,0.42128
2023-09-18,1.9581
2023-09-19,1.9759
2023-09-20,1.66142
2023-09-21,1.70889
2023-09-22,1.341
2023-09-23,0.35008
2023-09-24,0.47469
2023-09-25,1.3766
2023-09-26,1.50121
2023-09-27,1.60802
2023-09-28,0.33821
2023-09-29,0.32635
2023-09-30,0.26701
2023-10-01,0.21361
2023-10-02,0.32041
2023-10-03,0.40942
2023-10-04,3.0499
2023-10-05,4.59858
2023-10-06,2.76508
2023-10-07,0.67643
2023-10-08,0.40942
2023-10-09,0.51029
2023-10-10,2.49807
2023-10-11,2.07678
2023-10-12,2.49807
2023-10-13,2.20732
2023-10-14,0.52809
2023-10-15,0.55776
2023-10-16,1.91657
2023-10-17,2.08864
2023-10-18,2.07678
2023-10-19,1.89283
2023-10-20,1.69702
2023-10-21,0.52809
2023-10-22,0.37975
2023-10-23,1.44187
2023-10-24,1.63175
2023-10-25,2.47433
2023-10-26,2.21918
2023-10-27,1.74449
2023-10-28,0.35601
2023-10-29,0.40942
2023-10-30,1.43594
2023-10-31,1.70296
2023-11-01,1.26386
2023-11-02,1.76229
2023-11-03,1.46561
2023-11-04,0.28481
2023-11-05,0.28481
2023-11-06,1.94624
2023-11-07,1.79196
2023-11-08,1.64362
2023-11-09,1.22233
2023-11-10,1.22826
2023-11-11,0.30261
2023-11-12,0.25514
2023-11-13,1.28167
2023-11-14,1.38254
2023-11-15,2.34973
2023-11-16,3.32878
2023-11-17,1.24013
2023-11-18,0.45689
2023-11-19,0.26108
2023-11-20,1.2698
2023-11-21,1.57835
2023-11-22,1.45968
2023-11-23,1.43594
2023-11-24,1.22826
2023-11-25,0.33821
2023-11-26,0.27294
2023-11-27,1.12146
2023-11-28,1.49528
2023-11-29,1.22233
2023-11-30,1.10959
2023-12-01,1.04432
2023-12-02,0.40942
2023-12-03,0.37382
2023-12-04,1.19859
2023-12-05,1.40034
2023-12-06,9.30991
2023-12-07,3.12703
2023-12-08,2.04711
2023-12-09,0.48656
2023-12-10,0.92565
2023-12-11,2.33192
2023-12-12,2.00557
2023-12-13,2.60487
2023-12-14,38.78834
2023-12-15,35.03827
2023-12-16,5.70224
2023-12-17,5.98706
2023-12-18,17.24322
2023-12-19,21.07043
2023-12-20,9.72527
2023-12-21,62.87307
2023-12-22,29.24108
2023-12-23,4.18323
2023-12-24,3.20417
2023-12-25,3.87468
2023-12-26,58.4525
2023-12-27,26.64214
2023-12-28,17.49243
2023-12-29,4.38497
2023-12-30,2.24885
2023-12-31,2.19545
2024-01-01,2.37346
2024-01-02,9.29804
2024-01-03,10.70432
2024-01-04,7.93923
2024-01-05,6.22441
2024-01-06,1.79196
2024-01-07,1.59615
2024-01-08,6.26594
2024-01-09,6.84151
2024-01-10,5.5361
2024-01-11,5.29282
2024-01-12,4.81219
2024-01-13,1.11552
2024-01-14,1.08586
2024-01-15,4.96054
2024-01-16,4.15356
2024-01-17,3.7916
2024-01-18,3.91028
2024-01-19,3.92808
2024-01-20,1.02652
2024-01-21,0.96718
2024-01-22,4.47991
2024-01-23,3.82721
2024-01-24,3.0677
2024-01-25,3.48305
2024-01-26,10.37204
2024-01-27,1.61988
2024-01-28,1.67922
2024-01-29,4.3019
2024-01-30,11.36296
2024-01-31,3.86874
2024-02-01,4.15356
2024-02-02,9.99821
2024-02-03,3.10923
2024-02-04,2.11238
2024-02-05,8.68094
2024-02-06,4.27817
2024-02-07,6.94238
2024-02-08,3.67293
2024-02-09,0.74764
2024-02-10,0.58149
2024-02-11,0.61116
2024-02-12,0.78917
2024-02-13,3.60766
2024-02-14,2.88969
2024-02-15,2.93716
2024-02-16,2.40313
2024-02-17,0.6527
2024-02-18,0.89598
2024-02-19,3.83907
2024-02-20,15.75387
2024-02-21,6.28968
2024-02-22,8.6038
2024-02-23,8.54447
2024-02-24,2.68794
2024-02-25,2.81255
2024-02-26,12.59716
2024-02-27,8.63941
2024-02-28,8.59787
2024-02-29,6.15914
2024-03-01,1.77416
2024-03-02,1.37067
2024-03-03,1.45968
2024-03-04,6.01079
2024-03-05,29.89378
2024-03-06,38.90108
2024-03-07,11.74271
2024-03-08,7.68409
2024-03-09,1.76823
2024-03-10,1.60802
2024-03-11,5.99299
2024-03-12,5.34029
2024-03-13,5.16228
2024-03-14,4.16543
2024-03-15,3.76787
2024-03-16,1.02058
2024-03-17,0.89598
2024-03-18,3.38812
2024-03-19,2.99649
2024-03-20,2.87782
