date,사업아이템
2020-07-10,56.65171
2020-07-11,41.10612
2020-07-12,57.54857
2020-07-13,78.62481
2020-07-14,73.09417
2020-07-15,67.26457
2020-07-16,66.96562
2020-07-17,48.72944
2020-07-18,44.69357
2020-07-19,60.23916
2020-07-20,83.25859
2020-07-21,78.47533
2020-07-22,74.73841
2020-07-23,71.15097
2020-07-24,63.22869
2020-07-25,51.42002
2020-07-26,60.98654
2020-07-27,73.24364
2020-07-28,66.66666
2020-07-29,68.46038
2020-07-30,62.48131
2020-07-31,51.86846
2020-08-01,38.56502
2020-08-02,50.52316
2020-08-03,67.26457
2020-08-04,56.80119
2020-08-05,58.59491
2020-08-06,62.92974
2020-08-07,47.83258
2020-08-08,44.99252
2020-08-09,48.43049
2020-08-10,66.66666
2020-08-11,64.72346
2020-08-12,58.14648
2020-08-13,48.87892
2020-08-14,47.83258
2020-08-15,37.3692
2020-08-16,40.35874
2020-08-17,55.15695
2020-08-18,65.7698
2020-08-19,58.44544
2020-08-20,60.83707
2020-08-21,48.13153
2020-08-22,45.44095
2020-08-23,50.22421
2020-08-24,75.48579
2020-08-25,61.43497
2020-08-26,57.84753
2020-08-27,61.73393
2020-08-28,53.66218
2020-08-29,36.62182
2020-08-30,45.73991
2020-08-31,67.11509
2020-09-01,65.91928
2020-09-02,61.58445
2020-09-03,70.10463
2020-09-04,50.82212
2020-09-05,46.18834
2020-09-06,64.87294
2020-09-07,87.44394
2020-09-08,75.03736
2020-09-09,70.85201
2020-09-10,63.22869
2020-09-11,53.5127
2020-09-12,41.40508
2020-09-13,55.30642
2020-09-14,76.98056
2020-09-15,69.80568
2020-09-16,62.33183
2020-09-17,56.05381
2020-09-18,50.22421
2020-09-19,40.95665
2020-09-20,48.87892
2020-09-21,65.47085
2020-09-22,55.30642
2020-09-23,49.6263
2020-09-24,53.66218
2020-09-25,49.17787
2020-09-26,36.47234
2020-09-27,50.67264
2020-09-28,53.81165
2020-09-29,39.76083
2020-09-30,41.40508
2020-10-01,30.79222
2020-10-02,38.86397
2020-10-03,50.82212
2020-10-04,71.5994
2020-10-05,80.56801
2020-10-06,71.00149
2020-10-07,73.84155
2020-10-08,66.06875
2020-10-09,46.93572
2020-10-10,47.38415
2020-10-11,67.41405
2020-10-12,85.20179
2020-10-13,74.1405
2020-10-14,67.26457
2020-10-15,72.64573
2020-10-16,60.53811
2020-10-17,50.82212
2020-10-18,62.78026
2020-10-19,78.17638
2020-10-20,80.11958
2020-10-21,75.78475
2020-10-22,65.91928
2020-10-23,58.14648
2020-10-24,40.95665
2020-10-25,69.95515
2020-10-26,89.38714
2020-10-27,100.0
2020-10-28,92.37668
2020-10-29,74.88789
2020-10-30,62.63079
2020-10-31,51.27055
2020-11-01,63.67713
2020-11-02,87.29446
2020-11-03,83.8565
2020-11-04,67.56352
2020-11-05,62.33183
2020-11-06,53.36322
2020-11-07,46.93572
2020-11-08,56.80119
2020-11-09,78.32585
2020-11-10,73.84155
2020-11-11,66.96562
2020-11-12,67.41405
2020-11-13,56.65171
2020-11-14,43.04932
2020-11-15,65.91928
2020-11-16,73.69207
2020-11-17,73.39312
2020-11-18,67.11509
2020-11-19,67.713
2020-11-20,52.46636
2020-11-21,43.94618
2020-11-22,61.43497
2020-11-23,78.32585
2020-11-24,60.98654
2020-11-25,61.2855
2020-11-26,59.3423
2020-11-27,56.35276
2020-11-28,45.59043
2020-11-29,53.5127
2020-11-30,70.85201
2020-12-01,63.97608
2020-12-02,67.11509
2020-12-03,59.3423
2020-12-04,51.5695
2020-12-05,43.34828
2020-12-06,57.54857
2020-12-07,62.18236
2020-12-08,60.23916
2020-12-09,59.49177
2020-12-10,56.35276
2020-12-11,53.81165
2020-12-12,44.39461
2020-12-13,48.57997
2020-12-14,62.33183
2020-12-15,54.40956
2020-12-16,57.84753
2020-12-17,48.43049
2020-12-18,47.38415
2020-12-19,39.76083
2020-12-20,49.47683
2020-12-21,68.31091
2020-12-22,57.84753
2020-12-23,56.80119
2020-12-24,42.30194
2020-12-25,32.58594
2020-12-26,42.60089
2020-12-27,65.17189
2020-12-28,71.89835
2020-12-29,68.75934
2020-12-30,54.11061
2020-12-31,47.23467
2021-01-01,47.23467
2021-01-02,53.66218
2021-01-03,60.98654
2021-01-04,77.87742
2021-01-05,64.42451
2021-01-06,56.05381
2021-01-07,46.78624
2021-01-08,47.23467
2021-01-09,40.50822
2021-01-10,57.54857
2021-01-11,56.20328
2021-01-12,57.99701
2021-01-13,53.66218
2021-01-14,56.80119
2021-01-15,46.48729
2021-01-16,48.13153
2021-01-17,57.24962
2021-01-18,62.78026
2021-01-19,59.49177
2021-01-20,55.90433
2021-01-21,55.75485
2021-01-22,47.83258
2021-01-23,45.59043
2021-01-24,52.91479
2021-01-25,64.87294
2021-01-26,62.48131
2021-01-27,51.12107
2021-01-28,50.07473
2021-01-29,47.83258
2021-01-30,39.61136
2021-01-31,45.142
2021-02-01,59.49177
2021-02-02,53.96113
2021-02-03,56.35276
2021-02-04,52.16741
2021-02-05,38.71449
2021-02-06,40.05979
2021-02-07,43.79671
2021-02-08,50.37369
2021-02-09,44.99252
2021-02-10,36.7713
2021-02-11,28.55007
2021-02-12,28.69955
2021-02-13,43.64723
2021-02-14,56.20328
2021-02-15,71.15097
2021-02-16,54.55904
2021-02-17,56.05381
2021-02-18,56.80119
2021-02-19,45.88938
2021-02-20,38.41554
2021-02-21,44.84304
2021-02-22,64.57399
2021-02-23,52.91479
2021-02-24,48.57997
2021-02-25,49.92526
2021-02-26,38.41554
2021-02-27,40.50822
2021-02-28,45.88938
2021-03-01,43.94618
2021-03-02,55.30642
2021-03-03,57.84753
2021-03-04,52.31689
2021-03-05,41.40508
2021-03-06,36.32286
2021-03-07,45.73991
2021-03-08,61.43497
2021-03-09,59.3423
2021-03-10,50.67264
2021-03-11,53.06427
2021-03-12,48.28101
2021-03-13,35.57548
2021-03-14,43.04932
2021-03-15,62.18236
2021-03-16,64.57399
2021-03-17,58.29596
2021-03-18,59.04334
2021-03-19,45.29147
2021-03-20,43.1988
2021-03-21,43.49775
2021-03-22,54.85799
2021-03-23,59.64125
2021-03-24,58.59491
2021-03-25,46.78624
2021-03-26,44.39461
2021-03-27,31.24065
2021-03-28,37.81763
2021-03-29,55.15695
2021-03-30,51.5695
2021-03-31,46.18834
2021-04-01,46.18834
2021-04-02,37.81763
2021-04-03,38.26606
2021-04-04,42.60089
2021-04-05,51.5695
2021-04-06,52.61584
2021-04-07,49.0284
2021-04-08,50.52316
2021-04-09,37.21973
2021-04-10,34.52914
2021-04-11,37.66816
2021-04-12,53.21375
2021-04-13,54.11061
2021-04-14,53.96113
2021-04-15,62.33183
2021-04-16,43.64723
2021-04-17,36.32286
2021-04-18,47.0852
2021-04-19,57.99701
2021-04-20,55.00747
2021-04-21,54.70852
2021-04-22,49.77578
2021-04-23,44.54409
2021-04-24,35.72496
2021-04-25,49.17787
2021-04-26,68.46038
2021-04-27,63.22869
2021-04-28,62.18236
2021-04-29,51.27055
2021-04-30,44.84304
2021-05-01,34.08071
2021-05-02,37.51868
2021-05-03,54.70852
2021-05-04,43.94618
2021-05-05,35.27653
2021-05-06,50.52316
2021-05-07,43.1988
2021-05-08,35.27653
2021-05-09,42.15246
2021-05-10,57.84753
2021-05-11,56.65171
2021-05-12,53.96113
2021-05-13,45.29147
2021-05-14,43.64723
2021-05-15,40.35874
2021-05-16,54.11061
2021-05-17,67.713
2021-05-18,54.11061
2021-05-19,42.00298
2021-05-20,55.15695
2021-05-21,55.30642
2021-05-22,39.91031
2021-05-23,49.32735
2021-05-24,64.42451
2021-05-25,62.92974
2021-05-26,59.9402
2021-05-27,53.06427
2021-05-28,51.42002
2021-05-29,40.65769
2021-05-30,50.22421
2021-05-31,71.30044
2021-06-01,57.69805
2021-06-02,61.13602
2021-06-03,59.3423
2021-06-04,50.52316
2021-06-05,33.93124
2021-06-06,45.142
2021-06-07,61.13602
2021-06-08,50.22421
2021-06-09,59.3423
2021-06-10,47.53363
2021-06-11,47.6831
2021-06-12,39.01345
2021-06-13,49.0284
2021-06-14,60.53811
2021-06-15,57.54857
2021-06-16,54.11061
2021-06-17,46.93572
2021-06-18,48.72944
2021-06-19,33.33333
2021-06-20,39.61136
2021-06-21,55.00747
2021-06-22,53.66218
2021-06-23,52.01793
2021-06-24,52.16741
2021-06-25,37.07025
2021-06-26,35.12705
2021-06-27,38.56502
2021-06-28,52.61584
2021-06-29,47.98206
2021-06-30,45.59043
2021-07-01,47.38415
2021-07-02,39.76083
2021-07-03,29.29745
2021-07-04,38.11659
2021-07-05,53.81165
2021-07-06,47.98206
2021-07-07,44.39461
2021-07-08,47.83258
2021-07-09,35.27653
2021-07-10,32.43647
2021-07-11,34.97757
2021-07-12,49.77578
2021-07-13,46.63677
2021-07-14,45.44095
2021-07-15,46.33781
2021-07-16,32.43647
2021-07-17,35.57548
2021-07-18,38.11659
2021-07-19,49.92526
2021-07-20,51.27055
2021-07-21,44.54409
2021-07-22,46.78624
2021-07-23,37.96711
2021-07-24,31.24065
2021-07-25,39.16292
2021-07-26,49.47683
2021-07-27,51.27055
2021-07-28,41.55455
2021-07-29,42.75037
2021-07-30,36.17339
2021-07-31,30.34379
2021-08-01,35.72496
2021-08-02,42.00298
2021-08-03,47.23467
2021-08-04,38.71449
2021-08-05,39.46188
2021-08-06,41.2556
2021-08-07,30.79222
2021-08-08,38.41554
2021-08-09,50.67264
2021-08-10,49.47683
2021-08-11,51.27055
2021-08-12,47.98206
2021-08-13,39.76083
2021-08-14,31.83856
2021-08-15,36.92077
2021-08-16,46.93572
2021-08-17,49.6263
2021-08-18,52.61584
2021-08-19,50.97159
2021-08-20,40.65769
2021-08-21,34.67862
2021-08-22,40.95665
2021-08-23,51.86846
2021-08-24,46.93572
2021-08-25,58.89387
2021-08-26,51.71898
2021-08-27,45.59043
2021-08-28,33.48281
2021-08-29,37.66816
2021-08-30,55.30642
2021-08-31,48.87892
2021-09-01,46.78624
2021-09-02,49.17787
2021-09-03,41.40508
2021-09-04,32.73542
2021-09-05,36.62182
2021-09-06,50.37369
2021-09-07,49.92526
2021-09-08,45.29147
2021-09-09,41.40508
2021-09-10,43.1988
2021-09-11,31.24065
2021-09-12,38.26606
2021-09-13,50.52316
2021-09-14,49.32735
2021-09-15,45.142
2021-09-16,47.98206
2021-09-17,34.08071
2021-09-18,23.31838
2021-09-19,30.04484
2021-09-20,25.71001
2021-09-21,28.55007
2021-09-22,34.52914
2021-09-23,52.76532
2021-09-24,46.63677
2021-09-25,31.53961
2021-09-26,45.44095
2021-09-27,61.13602
2021-09-28,60.98654
2021-09-29,53.81165
2021-09-30,47.6831
2021-10-01,40.80717
2021-10-02,37.51868
2021-10-03,37.51868
2021-10-04,45.44095
2021-10-05,59.9402
2021-10-06,53.06427
2021-10-07,58.74439
2021-10-08,43.34828
2021-10-09,31.39013
2021-10-10,39.3124
2021-10-11,47.98206
2021-10-12,56.35276
2021-10-13,57.54857
2021-10-14,47.23467
2021-10-15,40.65769
2021-10-16,28.10164
2021-10-17,32.28699
2021-10-18,52.46636
2021-10-19,50.67264
2021-10-20,46.03886
2021-10-21,46.63677
2021-10-22,48.87892
2021-10-23,40.05979
2021-10-24,40.35874
2021-10-25,46.78624
2021-10-26,49.77578
2021-10-27,52.01793
2021-10-28,50.82212
2021-10-29,41.40508
2021-10-30,29.59641
2021-10-31,37.07025
2021-11-01,55.90433
2021-11-02,44.09566
2021-11-03,46.63677
2021-11-04,46.78624
2021-11-05,42.89985
2021-11-06,33.78176
2021-11-07,40.80717
2021-11-08,59.49177
2021-11-09,57.99701
2021-11-10,40.65769
2021-11-11,41.10612
2021-11-12,40.80717
2021-11-13,29.14798
2021-11-14,34.97757
2021-11-15,52.61584
2021-11-16,46.63677
2021-11-17,42.15246
2021-11-18,46.78624
2021-11-19,42.75037
2021-11-20,32.8849
2021-11-21,39.91031
2021-11-22,52.01793
2021-11-23,44.84304
2021-11-24,47.23467
2021-11-25,46.18834
2021-11-26,42.00298
2021-11-27,35.27653
2021-11-28,39.16292
2021-11-29,53.66218
2021-11-30,52.76532
2021-12-01,44.54409
2021-12-02,43.79671
2021-12-03,37.3692
2021-12-04,34.97757
2021-12-05,36.17339
2021-12-06,55.00747
2021-12-07,47.6831
2021-12-08,50.67264
2021-12-09,39.91031
2021-12-10,38.41554
2021-12-11,35.27653
2021-12-12,43.79671
2021-12-13,46.48729
2021-12-14,48.87892
2021-12-15,46.63677
2021-12-16,41.10612
2021-12-17,36.02391
2021-12-18,31.53961
2021-12-19,38.71449
2021-12-20,42.89985
2021-12-21,53.21375
2021-12-22,40.20926
2021-12-23,40.50822
2021-12-24,37.51868
2021-12-25,39.3124
2021-12-26,42.60089
2021-12-27,49.32735
2021-12-28,41.85351
2021-12-29,46.63677
2021-12-30,46.18834
2021-12-31,32.8849
2022-01-01,33.78176
2022-01-02,43.1988
2022-01-03,55.00747
2022-01-04,51.27055
2022-01-05,46.93572
2022-01-06,53.21375
2022-01-07,46.33781
2022-01-08,37.66816
2022-01-09,56.50224
2022-01-10,58.59491
2022-01-11,53.36322
2022-01-12,49.6263
2022-01-13,46.48729
2022-01-14,39.46188
2022-01-15,36.32286
2022-01-16,40.80717
2022-01-17,57.54857
2022-01-18,50.37369
2022-01-19,47.23467
2022-01-20,47.23467
2022-01-21,42.75037
2022-01-22,30.9417
2022-01-23,44.39461
2022-01-24,47.0852
2022-01-25,48.13153
2022-01-26,45.73991
2022-01-27,43.49775
2022-01-28,35.57548
2022-01-29,30.49327
2022-01-30,33.93124
2022-01-31,32.8849
2022-02-01,38.26606
2022-02-02,52.16741
2022-02-03,55.75485
2022-02-04,50.37369
2022-02-05,38.26606
2022-02-06,48.43049
2022-02-07,58.29596
2022-02-08,53.36322
2022-02-09,49.17787
2022-02-10,42.89985
2022-02-11,42.45142
2022-02-12,34.8281
2022-02-13,41.85351
2022-02-14,50.97159
2022-02-15,50.52316
2022-02-16,45.29147
2022-02-17,45.59043
2022-02-18,42.30194
2022-02-19,37.96711
2022-02-20,47.53363
2022-02-21,57.10014
2022-02-22,45.73991
2022-02-23,47.23467
2022-02-24,37.21973
2022-02-25,38.86397
2022-02-26,32.58594
2022-02-27,36.02391
2022-02-28,43.04932
2022-03-01,44.39461
2022-03-02,47.23467
2022-03-03,46.18834
2022-03-04,39.3124
2022-03-05,30.79222
2022-03-06,39.61136
2022-03-07,45.73991
2022-03-08,40.05979
2022-03-09,24.66367
2022-03-10,39.61136
2022-03-11,43.64723
2022-03-12,29.59641
2022-03-13,44.39461
2022-03-14,58.59491
2022-03-15,52.16741
2022-03-16,49.47683
2022-03-17,50.82212
2022-03-18,44.54409
2022-03-19,40.65769
2022-03-20,43.79671
2022-03-21,55.00747
2022-03-22,56.05381
2022-03-23,63.07922
2022-03-24,46.93572
2022-03-25,49.0284
2022-03-26,37.07025
2022-03-27,43.34828
2022-03-28,58.29596
2022-03-29,53.21375
2022-03-30,52.46636
2022-03-31,48.57997
2022-04-01,38.26606
2022-04-02,32.43647
2022-04-03,42.45142
2022-04-04,55.15695
2022-04-05,56.05381
2022-04-06,53.81165
2022-04-07,55.60538
2022-04-08,46.48729
2022-04-09,34.97757
2022-04-10,44.99252
2022-04-11,56.95067
2022-04-12,63.97608
2022-04-13,56.50224
2022-04-14,43.94618
2022-04-15,39.16292
2022-04-16,39.91031
2022-04-17,44.39461
2022-04-18,59.3423
2022-04-19,67.26457
2022-04-20,62.63079
2022-04-21,56.05381
2022-04-22,44.99252
2022-04-23,35.72496
2022-04-24,49.17787
2022-04-25,62.63079
2022-04-26,62.48131
2022-04-27,54.70852
2022-04-28,55.30642
2022-04-29,41.55455
2022-04-30,34.23019
2022-05-01,47.98206
2022-05-02,57.99701
2022-05-03,57.69805
2022-05-04,43.64723
2022-05-05,40.50822
2022-05-06,38.26606
2022-05-07,33.48281
2022-05-08,41.70403
2022-05-09,74.73841
2022-05-10,58.59491
2022-05-11,56.35276
2022-05-12,56.50224
2022-05-13,42.75037
2022-05-14,32.8849
2022-05-15,45.88938
2022-05-16,57.99701
2022-05-17,59.3423
2022-05-18,56.35276
2022-05-19,57.24962
2022-05-20,44.99252
2022-05-21,37.51868
2022-05-22,48.87892
2022-05-23,61.73393
2022-05-24,59.9402
2022-05-25,55.00747
2022-05-26,55.4559
2022-05-27,52.16741
2022-05-28,33.03437
2022-05-29,41.2556
2022-05-30,60.08968
2022-05-31,44.69357
2022-06-01,41.10612
2022-06-02,55.30642
2022-06-03,44.69357
2022-06-04,31.68908
2022-06-05,35.87443
2022-06-06,51.86846
2022-06-07,57.24962
2022-06-08,56.35276
2022-06-09,47.83258
2022-06-10,44.54409
2022-06-11,33.18385
2022-06-12,45.29147
2022-06-13,59.3423
2022-06-14,57.99701
2022-06-15,52.91479
2022-06-16,43.49775
2022-06-17,39.61136
2022-06-18,28.9985
2022-06-19,39.16292
2022-06-20,54.11061
2022-06-21,50.52316
2022-06-22,44.24514
2022-06-23,45.44095
2022-06-24,36.62182
2022-06-25,28.10164
2022-06-26,35.57548
2022-06-27,51.5695
2022-06-28,51.42002
2022-06-29,44.39461
2022-06-30,42.60089
2022-07-01,35.57548
2022-07-02,30.19431
2022-07-03,34.23019
2022-07-04,53.81165
2022-07-05,49.0284
2022-07-06,43.94618
2022-07-07,44.69357
2022-07-08,37.66816
2022-07-09,28.84902
2022-07-10,41.10612
2022-07-11,53.66218
2022-07-12,48.87892
2022-07-13,57.3991
2022-07-14,52.01793
2022-07-15,47.0852
2022-07-16,31.53961
2022-07-17,37.3692
2022-07-18,53.66218
2022-07-19,52.91479
2022-07-20,49.47683
2022-07-21,43.34828
2022-07-22,38.26606
2022-07-23,28.10164
2022-07-24,37.21973
2022-07-25,45.29147
2022-07-26,44.24514
2022-07-27,40.80717
2022-07-28,43.04932
2022-07-29,36.7713
2022-07-30,30.19431
2022-07-31,31.53961
2022-08-01,41.2556
2022-08-02,45.44095
2022-08-03,44.84304
2022-08-04,43.49775
2022-08-05,39.46188
2022-08-06,30.79222
2022-08-07,39.16292
2022-08-08,48.43049
2022-08-09,45.29147
2022-08-10,45.29147
2022-08-11,41.10612
2022-08-12,39.46188
2022-08-13,30.19431
2022-08-14,31.09118
2022-08-15,38.26606
2022-08-16,51.42002
2022-08-17,57.3991
2022-08-18,47.0852
2022-08-19,51.42002
2022-08-20,33.63228
2022-08-21,44.69357
2022-08-22,67.713
2022-08-23,58.89387
2022-08-24,48.13153
2022-08-25,57.54857
2022-08-26,45.88938
2022-08-27,33.03437
2022-08-28,42.60089
2022-08-29,60.53811
2022-08-30,56.65171
2022-08-31,51.86846
2022-09-01,48.72944
2022-09-02,43.49775
2022-09-03,30.64275
2022-09-04,40.05979
2022-09-05,53.66218
2022-09-06,50.82212
2022-09-07,54.70852
2022-09-08,41.10612
2022-09-09,31.53961
2022-09-10,26.45739
2022-09-11,42.15246
2022-09-12,61.13602
2022-09-13,78.32585
2022-09-14,76.98056
2022-09-15,65.7698
2022-09-16,57.54857
2022-09-17,45.88938
2022-09-18,47.83258
2022-09-19,83.25859
2022-09-20,71.44992
2022-09-21,63.07922
2022-09-22,69.05829
2022-09-23,51.5695
2022-09-24,34.67862
2022-09-25,46.63677
2022-09-26,66.51718
2022-09-27,65.32137
2022-09-28,67.26457
2022-09-29,56.20328
2022-09-30,45.88938
2022-10-01,34.8281
2022-10-02,37.51868
2022-10-03,47.23467
2022-10-04,57.84753
2022-10-05,51.86846
2022-10-06,50.67264
2022-10-07,41.2556
2022-10-08,34.8281
2022-10-09,38.71449
2022-10-10,42.30194
2022-10-11,62.03288
2022-10-12,62.33183
2022-10-13,54.40956
2022-10-14,47.23467
2022-10-15,39.3124
2022-10-16,49.92526
2022-10-17,68.31091
2022-10-18,65.62032
2022-10-19,57.69805
2022-10-20,60.68759
2022-10-21,53.5127
2022-10-22,39.46188
2022-10-23,49.92526
2022-10-24,64.72346
2022-10-25,62.78026
2022-10-26,65.7698
2022-10-27,60.23916
2022-10-28,46.78624
2022-10-29,30.19431
2022-10-30,36.47234
2022-10-31,59.3423
2022-11-01,63.22869
2022-11-02,60.38863
2022-11-03,55.30642
2022-11-04,46.48729
2022-11-05,40.95665
2022-11-06,43.64723
2022-11-07,67.713
2022-11-08,67.41405
2022-11-09,66.06875
2022-11-10,49.32735
2022-11-11,46.63677
2022-11-12,38.41554
2022-11-13,50.97159
2022-11-14,59.04334
2022-11-15,67.86248
2022-11-16,53.5127
2022-11-17,55.4559
2022-11-18,48.28101
2022-11-19,37.3692
2022-11-20,45.44095
2022-11-21,62.48131
2022-11-22,61.8834
2022-11-23,51.27055
2022-11-24,53.36322
2022-11-25,47.23467
2022-11-26,32.58594
2022-11-27,43.94618
2022-11-28,50.22421
2022-11-29,59.19282
2022-11-30,52.46636
2022-12-01,47.38415
2022-12-02,33.78176
2022-12-03,21.67414
2022-12-04,38.71449
2022-12-05,49.47683
2022-12-06,52.31689
2022-12-07,53.66218
2022-12-08,51.12107
2022-12-09,45.29147
2022-12-10,36.02391
2022-12-11,49.92526
2022-12-12,63.97608
2022-12-13,56.05381
2022-12-14,50.82212
2022-12-15,53.06427
2022-12-16,45.142
2022-12-17,38.86397
2022-12-18,38.71449
2022-12-19,55.00747
2022-12-20,49.17787
2022-12-21,50.97159
2022-12-22,49.77578
2022-12-23,38.71449
2022-12-24,27.0553
2022-12-25,34.52914
2022-12-26,53.96113
2022-12-27,50.07473
2022-12-28,53.36322
2022-12-29,51.12107
2022-12-30,41.10612
2022-12-31,28.9985
2023-01-01,43.34828
2023-01-02,58.14648
2023-01-03,56.35276
2023-01-04,52.46636
2023-01-05,57.24962
2023-01-06,49.17787
2023-01-07,37.96711
2023-01-08,50.52316
2023-01-09,61.8834
2023-01-10,64.27503
2023-01-11,56.80119
2023-01-12,56.35276
2023-01-13,51.86846
2023-01-14,41.10612
2023-01-15,45.29147
2023-01-16,57.84753
2023-01-17,57.69805
2023-01-18,51.71898
2023-01-19,44.24514
2023-01-20,39.61136
2023-01-21,31.68908
2023-01-22,34.8281
2023-01-23,38.86397
2023-01-24,47.6831
2023-01-25,59.04334
2023-01-26,59.3423
2023-01-27,55.90433
2023-01-28,38.26606
2023-01-29,48.87892
2023-01-30,69.20777
2023-01-31,63.07922
2023-02-01,59.3423
2023-02-02,57.54857
2023-02-03,53.06427
2023-02-04,34.08071
2023-02-05,44.54409
2023-02-06,66.51718
2023-02-07,55.75485
2023-02-08,59.3423
2023-02-09,53.21375
2023-02-10,45.59043
2023-02-11,33.93124
2023-02-12,49.32735
2023-02-13,62.92974
2023-02-14,56.20328
2023-02-15,47.83258
2023-02-16,46.93572
2023-02-17,47.98206
2023-02-18,39.3124
2023-02-19,49.92526
2023-02-20,60.83707
2023-02-21,54.11061
2023-02-22,55.15695
2023-02-23,58.74439
2023-02-24,44.69357
2023-02-25,34.37967
2023-02-26,43.1988
2023-02-27,52.31689
2023-02-28,46.03886
2023-03-01,46.18834
2023-03-02,48.13153
2023-03-03,43.34828
2023-03-04,35.72496
2023-03-05,49.32735
2023-03-06,55.90433
2023-03-07,54.55904
2023-03-08,52.46636
2023-03-09,56.80119
2023-03-10,45.59043
2023-03-11,35.72496
2023-03-12,37.96711
2023-03-13,58.29596
2023-03-14,57.69805
2023-03-15,56.05381
2023-03-16,54.40956
2023-03-17,43.94618
2023-03-18,35.426
2023-03-19,48.28101
2023-03-20,74.1405
2023-03-21,61.13602
2023-03-22,56.65171
2023-03-23,57.24962
2023-03-24,50.37369
2023-03-25,32.58594
2023-03-26,44.24514
2023-03-27,63.37817
2023-03-28,66.96562
2023-03-29,72.64573
2023-03-30,62.33183
2023-03-31,55.15695
2023-04-01,36.47234
2023-04-02,39.91031
2023-04-03,64.57399
2023-04-04,72.79521
2023-04-05,78.62481
2023-04-06,82.36173
2023-04-07,65.91928
2023-04-08,54.11061
2023-04-09,65.32137
2023-04-10,85.05231
2023-04-11,82.51121
2023-04-12,74.88789
2023-04-13,80.41853
2023-04-14,58.14648
2023-04-15,58.44544
2023-04-16,65.7698
2023-04-17,85.20179
2023-04-18,77.57847
2023-04-19,70.25411
2023-04-20,66.96562
2023-04-21,52.61584
2023-04-22,40.65769
2023-04-23,50.82212
2023-04-24,69.50672
2023-04-25,69.50672
2023-04-26,65.17189
2023-04-27,59.19282
2023-04-28,49.77578
2023-04-29,36.02391
2023-04-30,41.40508
2023-05-01,57.99701
2023-05-02,64.87294
2023-05-03,63.07922
2023-05-04,54.85799
2023-05-05,43.04932
2023-05-06,40.05979
2023-05-07,51.86846
2023-05-08,72.49626
2023-05-09,66.21823
2023-05-10,64.27503
2023-05-11,55.90433
2023-05-12,51.71898
2023-05-13,43.04932
2023-05-14,51.12107
2023-05-15,76.0837
2023-05-16,76.23318
2023-05-17,70.25411
2023-05-18,65.62032
2023-05-19,52.01793
2023-05-20,43.34828
2023-05-21,48.28101
2023-05-22,74.43946
2023-05-23,74.43946
2023-05-24,72.49626
2023-05-25,64.57399
2023-05-26,53.5127
2023-05-27,38.86397
2023-05-28,50.07473
2023-05-29,57.84753
