date,행복한눈물
2020-07-26,6.10494
2020-07-27,7.56811
2020-07-28,6.10494
2020-07-29,5.80221
2020-07-30,6.65993
2020-07-31,7.66902
2020-08-01,4.03632
2020-08-02,5.54994
2020-08-03,4.69223
2020-08-04,4.59132
2020-08-05,5.70131
2020-08-06,4.74268
2020-08-07,3.93541
2020-08-08,2.92633
2020-08-09,4.08678
2020-08-10,4.69223
2020-08-11,4.84359
2020-08-12,6.00403
2020-08-13,4.18768
2020-08-14,3.32996
2020-08-15,3.27951
2020-08-16,4.13723
2020-08-17,3.38042
2020-08-18,3.78405
2020-08-19,4.49041
2020-08-20,4.13723
2020-08-21,3.7336
2020-08-22,3.88496
2020-08-23,3.68314
2020-08-24,4.08678
2020-08-25,4.79313
2020-08-26,5.75176
2020-08-27,5.75176
2020-08-28,5.65085
2020-08-29,3.83451
2020-08-30,4.74268
2020-08-31,5.85267
2020-09-01,7.26538
2020-09-02,6.30676
2020-09-03,7.92129
2020-09-04,6.55903
2020-09-05,4.64177
2020-09-06,5.54994
2020-09-07,6.20585
2020-09-08,11.70534
2020-09-09,12.00807
2020-09-10,9.53582
2020-09-11,9.78809
2020-09-12,4.9445
2020-09-13,7.11402
2020-09-14,10.29263
2020-09-15,11.25126
2020-09-16,9.13218
2020-09-17,10.14127
2020-09-18,8.72855
2020-09-19,5.85267
2020-09-20,7.66902
2020-09-21,9.08173
2020-09-22,8.32492
2020-09-23,9.13218
2020-09-24,8.62764
2020-09-25,7.41675
2020-09-26,5.0454
2020-09-27,5.90312
2020-09-28,6.8113
2020-09-29,7.06357
2020-09-30,4.28859
2020-10-01,3.27951
2020-10-02,3.88496
2020-10-03,3.93541
2020-10-04,5.34813
2020-10-05,7.76992
2020-10-06,10.34308
2020-10-07,7.4672
2020-10-08,6.96266
2020-10-09,4.23814
2020-10-10,4.84359
2020-10-11,4.84359
2020-10-12,8.02219
2020-10-13,8.32492
2020-10-14,7.21493
2020-10-15,9.83854
2020-10-16,7.4672
2020-10-17,4.03632
2020-10-18,4.18768
2020-10-19,7.66902
2020-10-20,8.72855
2020-10-21,8.82946
2020-10-22,10.09081
2020-10-23,7.82038
2020-10-24,4.33905
2020-10-25,7.66902
2020-10-26,10.14127
2020-10-27,16.34712
2020-10-28,12.26034
2020-10-29,11.45307
2020-10-30,9.73763
2020-10-31,6.20585
2020-11-01,6.60948
2020-11-02,11.30171
2020-11-03,10.34308
2020-11-04,9.334
2020-11-05,11.80625
2020-11-06,9.83854
2020-11-07,4.69223
2020-11-08,6.15539
2020-11-09,9.93945
2020-11-10,9.83854
2020-11-11,8.57719
2020-11-12,10.34308
2020-11-13,8.42583
2020-11-14,5.70131
2020-11-15,4.99495
2020-11-16,9.83854
2020-11-17,9.08173
2020-11-18,8.17356
2020-11-19,9.78809
2020-11-20,8.27447
2020-11-21,4.59132
2020-11-22,4.64177
2020-11-23,9.38446
2020-11-24,8.98082
2020-11-25,8.82946
2020-11-26,11.45307
2020-11-27,9.03128
2020-11-28,4.74268
2020-11-29,5.14631
2020-11-30,9.889
2020-12-01,7.82038
2020-12-02,5.44904
2020-12-03,6.40766
2020-12-04,7.51765
2020-12-05,4.43995
2020-12-06,6.8113
2020-12-07,8.98082
2020-12-08,12.05852
2020-12-09,9.03128
2020-12-10,10.89808
2020-12-11,9.23309
2020-12-12,4.99495
2020-12-13,5.0454
2020-12-14,10.44399
2020-12-15,8.1231
2020-12-16,9.13218
2020-12-17,9.889
2020-12-18,7.36629
2020-12-19,4.23814
2020-12-20,4.69223
2020-12-21,5.65085
2020-12-22,6.30676
2020-12-23,6.55903
2020-12-24,7.36629
2020-12-25,3.98587
2020-12-26,3.02724
2020-12-27,5.44904
2020-12-28,6.2563
2020-12-29,4.3895
2020-12-30,5.54994
2020-12-31,4.99495
2021-01-01,3.32996
2021-01-02,4.08678
2021-01-03,4.23814
2021-01-04,4.49041
2021-01-05,4.89404
2021-01-06,4.49041
2021-01-07,4.18768
2021-01-08,4.3895
2021-01-09,2.57315
2021-01-10,2.82542
2021-01-11,3.83451
2021-01-12,3.58224
2021-01-13,4.84359
2021-01-14,3.32996
2021-01-15,4.89404
2021-01-16,4.59132
2021-01-17,3.32996
2021-01-18,4.23814
2021-01-19,4.49041
2021-01-20,3.53178
2021-01-21,4.03632
2021-01-22,3.98587
2021-01-23,5.75176
2021-01-24,3.48133
2021-01-25,3.7336
2021-01-26,3.78405
2021-01-27,3.43087
2021-01-28,4.03632
2021-01-29,3.68314
2021-01-30,3.93541
2021-01-31,3.02724
2021-02-01,3.78405
2021-02-02,4.43995
2021-02-03,6.20585
2021-02-04,3.53178
2021-02-05,3.78405
2021-02-06,3.48133
2021-02-07,2.27043
2021-02-08,4.69223
2021-02-09,2.87588
2021-02-10,3.78405
2021-02-11,3.02724
2021-02-12,3.02724
2021-02-13,3.68314
2021-02-14,3.48133
2021-02-15,2.06861
2021-02-16,3.02724
2021-02-17,2.5227
2021-02-18,3.07769
2021-02-19,3.53178
2021-02-20,3.83451
2021-02-21,3.02724
2021-02-22,4.03632
2021-02-23,5.90312
2021-02-24,4.89404
2021-02-25,2.87588
2021-02-26,3.12815
2021-02-27,3.58224
2021-02-28,6.76084
2021-03-01,14.48032
2021-03-02,6.8113
2021-03-03,7.36629
2021-03-04,7.4672
2021-03-05,4.49041
2021-03-06,6.9122
2021-03-07,5.29767
2021-03-08,9.18264
2021-03-09,7.92129
2021-03-10,10.49445
2021-03-11,9.73763
2021-03-12,8.42583
2021-03-13,4.74268
2021-03-14,7.21493
2021-03-15,9.23309
2021-03-16,9.83854
2021-03-17,10.59535
2021-03-18,8.98082
2021-03-19,8.22401
2021-03-20,5.0454
2021-03-21,5.70131
2021-03-22,8.6781
2021-03-23,9.68718
2021-03-24,9.53582
2021-03-25,11.45307
2021-03-26,9.13218
2021-03-27,4.79313
2021-03-28,5.95358
2021-03-29,10.39354
2021-03-30,9.03128
2021-03-31,8.98082
2021-04-01,12.20988
2021-04-02,11.85671
2021-04-03,4.69223
2021-04-04,5.65085
2021-04-05,10.39354
2021-04-06,9.08173
2021-04-07,11.45307
2021-04-08,10.94853
2021-04-09,10.04036
2021-04-10,5.95358
2021-04-11,4.99495
2021-04-12,10.19172
2021-04-13,10.09081
2021-04-14,12.91624
2021-04-15,11.45307
2021-04-16,8.93037
2021-04-17,5.85267
2021-04-18,6.2563
2021-04-19,9.23309
2021-04-20,7.4672
2021-04-21,9.43491
2021-04-22,8.77901
2021-04-23,7.41675
2021-04-24,4.59132
2021-04-25,4.54086
2021-04-26,6.05449
2021-04-27,7.71947
2021-04-28,22.09889
2021-04-29,29.56609
2021-04-30,20.68617
2021-05-01,12.26034
2021-05-02,10.19172
2021-05-03,9.43491
2021-05-04,10.99899
2021-05-05,6.30676
2021-05-06,12.05852
2021-05-07,13.26942
2021-05-08,7.4672
2021-05-09,8.42583
2021-05-10,9.03128
2021-05-11,12.91624
2021-05-12,12.26034
2021-05-13,11.95761
2021-05-14,11.25126
2021-05-15,6.05449
2021-05-16,8.52674
2021-05-17,14.32896
2021-05-18,11.7558
2021-05-19,7.11402
2021-05-20,15.99394
2021-05-21,9.334
2021-05-22,5.85267
2021-05-23,6.65993
2021-05-24,13.67305
2021-05-25,14.88395
2021-05-26,14.42986
2021-05-27,17.05348
2021-05-28,14.88395
2021-05-29,7.66902
2021-05-30,8.62764
2021-05-31,13.42078
2021-06-01,12.00807
2021-06-02,11.45307
2021-06-03,13.21897
2021-06-04,18.0121
2021-06-05,6.00403
2021-06-06,7.16448
2021-06-07,15.74167
2021-06-08,17.9112
2021-06-09,18.31483
2021-06-10,18.26437
2021-06-11,12.00807
2021-06-12,6.05449
2021-06-13,7.26538
2021-06-14,14.37941
2021-06-15,13.82441
2021-06-16,15.13622
2021-06-17,16.95257
2021-06-18,14.02623
2021-06-19,6.30676
2021-06-20,6.96266
2021-06-21,12.20988
2021-06-22,10.64581
2021-06-23,9.08173
2021-06-24,10.59535
2021-06-25,8.42583
2021-06-26,4.79313
2021-06-27,5.54994
2021-06-28,6.00403
2021-06-29,7.01311
2021-06-30,7.01311
2021-07-01,7.51765
2021-07-02,6.00403
2021-07-03,5.34813
2021-07-04,5.49949
2021-07-05,7.31584
2021-07-06,6.05449
2021-07-07,8.02219
2021-07-08,6.05449
2021-07-09,6.9122
2021-07-10,3.63269
2021-07-11,4.64177
2021-07-12,5.19677
2021-07-13,6.71039
2021-07-14,5.54994
2021-07-15,6.45812
2021-07-16,4.23814
2021-07-17,2.97679
2021-07-18,3.38042
2021-07-19,3.78405
2021-07-20,4.28859
2021-07-21,3.78405
2021-07-22,3.43087
2021-07-23,3.98587
2021-07-24,2.82542
2021-07-25,2.97679
2021-07-26,2.97679
2021-07-27,3.12815
2021-07-28,3.88496
2021-07-29,3.38042
2021-07-30,3.38042
2021-07-31,3.43087
2021-08-01,4.08678
2021-08-02,3.02724
2021-08-03,3.48133
2021-08-04,2.77497
2021-08-05,2.37134
2021-08-06,2.67406
2021-08-07,2.47225
2021-08-08,2.92633
2021-08-09,3.12815
2021-08-10,2.37134
2021-08-11,3.32996
2021-08-12,3.27951
2021-08-13,2.97679
2021-08-14,2.82542
2021-08-15,3.7336
2021-08-16,3.83451
2021-08-17,6.15539
2021-08-18,7.56811
2021-08-19,8.42583
2021-08-20,5.49949
2021-08-21,3.7336
2021-08-22,4.43995
2021-08-23,8.02219
2021-08-24,8.27447
2021-08-25,7.11402
2021-08-26,8.27447
2021-08-27,6.30676
2021-08-28,3.88496
2021-08-29,3.93541
2021-08-30,8.02219
2021-08-31,8.62764
2021-09-01,8.07265
2021-09-02,10.99899
2021-09-03,8.72855
2021-09-04,3.32996
2021-09-05,5.49949
2021-09-06,8.02219
2021-09-07,8.6781
2021-09-08,8.47628
2021-09-09,8.77901
2021-09-10,7.4672
2021-09-11,4.23814
2021-09-12,3.48133
2021-09-13,7.26538
2021-09-14,10.44399
2021-09-15,8.93037
2021-09-16,9.23309
2021-09-17,6.96266
2021-09-18,3.22906
2021-09-19,2.87588
2021-09-20,2.57315
2021-09-21,2.16952
2021-09-22,3.7336
2021-09-23,7.36629
2021-09-24,5.90312
2021-09-25,4.03632
2021-09-26,3.7336
2021-09-27,6.55903
2021-09-28,8.57719
2021-09-29,8.98082
2021-09-30,8.62764
2021-10-01,7.16448
2021-10-02,4.23814
2021-10-03,3.88496
2021-10-04,3.98587
2021-10-05,8.22401
2021-10-06,9.13218
2021-10-07,7.97174
2021-10-08,5.80221
2021-10-09,3.58224
2021-10-10,2.16952
2021-10-11,4.54086
2021-10-12,7.01311
2021-10-13,6.05449
2021-10-14,5.65085
2021-10-15,8.62764
2021-10-16,4.18768
2021-10-17,5.09586
2021-10-18,8.57719
2021-10-19,8.1231
2021-10-20,10.04036
2021-10-21,10.59535
2021-10-22,7.31584
2021-10-23,3.58224
2021-10-24,4.33905
2021-10-25,10.04036
2021-10-26,9.889
2021-10-27,12.66397
2021-10-28,8.22401
2021-10-29,8.02219
2021-10-30,4.33905
2021-10-31,4.33905
2021-11-01,10.84762
2021-11-02,13.57214
2021-11-03,9.03128
2021-11-04,11.40262
2021-11-05,9.38446
2021-11-06,4.08678
2021-11-07,5.24722
2021-11-08,11.40262
2021-11-09,10.5449
2021-11-10,7.11402
2021-11-11,10.49445
2021-11-12,6.20585
2021-11-13,4.13723
2021-11-14,5.49949
2021-11-15,9.13218
2021-11-16,9.93945
2021-11-17,8.77901
2021-11-18,7.71947
2021-11-19,8.37537
2021-11-20,5.49949
2021-11-21,7.01311
2021-11-22,12.66397
2021-11-23,9.889
2021-11-24,6.20585
2021-11-25,11.7558
2021-11-26,9.13218
2021-11-27,6.40766
2021-11-28,6.05449
2021-11-29,9.53582
2021-11-30,8.62764
2021-12-01,7.76992
2021-12-02,9.9899
2021-12-03,9.13218
2021-12-04,6.00403
2021-12-05,4.79313
2021-12-06,8.77901
2021-12-07,7.66902
2021-12-08,7.51765
2021-12-09,6.9122
2021-12-10,6.00403
2021-12-11,3.1786
2021-12-12,5.65085
2021-12-13,6.76084
2021-12-14,7.4672
2021-12-15,6.8113
2021-12-16,6.05449
2021-12-17,4.9445
2021-12-18,3.38042
2021-12-19,2.77497
2021-12-20,5.39858
2021-12-21,4.79313
2021-12-22,5.09586
2021-12-23,3.63269
2021-12-24,3.83451
2021-12-25,3.27951
2021-12-26,3.1786
2021-12-27,3.63269
2021-12-28,3.43087
2021-12-29,4.13723
2021-12-30,2.21997
2021-12-31,2.92633
2022-01-01,2.37134
2022-01-02,1.91725
2022-01-03,3.02724
2022-01-04,2.82542
2022-01-05,2.77497
2022-01-06,4.03632
2022-01-07,3.68314
2022-01-08,3.43087
2022-01-09,3.7336
2022-01-10,3.58224
2022-01-11,3.93541
2022-01-12,4.03632
2022-01-13,2.5227
2022-01-14,2.67406
2022-01-15,8.17356
2022-01-16,3.83451
2022-01-17,2.47225
2022-01-18,4.23814
2022-01-19,3.12815
2022-01-20,3.53178
2022-01-21,2.92633
2022-01-22,3.27951
2022-01-23,3.98587
2022-01-24,2.37134
2022-01-25,100.0
2022-01-26,5.29767
2022-01-27,4.23814
2022-01-28,3.7336
2022-01-29,3.43087
2022-01-30,2.77497
2022-01-31,3.7336
2022-02-01,2.5227
2022-02-02,3.48133
2022-02-03,2.57315
2022-02-04,4.69223
2022-02-05,3.27951
2022-02-06,3.68314
2022-02-07,3.07769
2022-02-08,3.58224
2022-02-09,3.53178
2022-02-10,3.27951
2022-02-11,3.83451
2022-02-12,2.92633
2022-02-13,3.02724
2022-02-14,2.97679
2022-02-15,3.32996
2022-02-16,2.5227
2022-02-17,3.22906
2022-02-18,2.97679
2022-02-19,3.7336
2022-02-20,9.58627
2022-02-21,2.27043
2022-02-22,2.06861
2022-02-23,2.77497
2022-02-24,2.47225
2022-02-25,3.02724
2022-02-26,3.83451
2022-02-27,3.43087
2022-02-28,2.87588
2022-03-01,2.92633
2022-03-02,2.67406
2022-03-03,4.54086
2022-03-04,3.7336
2022-03-05,2.92633
2022-03-06,4.23814
2022-03-07,5.75176
2022-03-08,4.9445
2022-03-09,4.18768
2022-03-10,6.60948
2022-03-11,6.35721
2022-03-12,3.43087
2022-03-13,3.98587
2022-03-14,7.56811
2022-03-15,7.11402
2022-03-16,6.00403
2022-03-17,6.15539
2022-03-18,7.51765
2022-03-19,5.34813
2022-03-20,6.2563
2022-03-21,4.9445
2022-03-22,7.4672
2022-03-23,7.56811
2022-03-24,7.97174
2022-03-25,6.60948
2022-03-26,4.33905
2022-03-27,5.29767
2022-03-28,7.41675
2022-03-29,9.78809
2022-03-30,6.71039
2022-03-31,6.96266
2022-04-01,6.55903
2022-04-02,4.03632
2022-04-03,5.19677
2022-04-04,7.26538
2022-04-05,7.26538
2022-04-06,6.9122
2022-04-07,7.31584
2022-04-08,7.01311
2022-04-09,4.64177
2022-04-10,4.9445
2022-04-11,6.96266
2022-04-12,6.9122
2022-04-13,6.76084
2022-04-14,8.93037
2022-04-15,5.85267
2022-04-16,4.64177
2022-04-17,4.89404
2022-04-18,7.26538
2022-04-19,6.45812
2022-04-20,7.92129
2022-04-21,6.2563
2022-04-22,6.55903
2022-04-23,3.63269
2022-04-24,3.48133
2022-04-25,5.6004
2022-04-26,4.03632
2022-04-27,4.3895
2022-04-28,4.9445
2022-04-29,5.24722
2022-04-30,2.87588
2022-05-01,4.3895
2022-05-02,8.07265
2022-05-03,8.07265
2022-05-04,7.36629
2022-05-05,4.08678
2022-05-06,4.79313
2022-05-07,3.83451
2022-05-08,3.93541
2022-05-09,8.02219
2022-05-10,8.98082
2022-05-11,8.82946
2022-05-12,10.84762
2022-05-13,7.41675
2022-05-14,3.7336
2022-05-15,5.19677
2022-05-16,11.30171
2022-05-17,8.52674
2022-05-18,9.03128
2022-05-19,12.61352
2022-05-20,8.17356
2022-05-21,3.43087
2022-05-22,5.44904
2022-05-23,10.64581
2022-05-24,10.09081
2022-05-25,10.19172
2022-05-26,11.50353
2022-05-27,9.08173
2022-05-28,4.3895
2022-05-29,5.90312
2022-05-30,17.30575
2022-05-31,11.25126
2022-06-01,4.84359
2022-06-02,13.77396
2022-06-03,10.34308
2022-06-04,3.02724
2022-06-05,3.68314
2022-06-06,4.59132
2022-06-07,12.4117
2022-06-08,9.93945
2022-06-09,9.08173
2022-06-10,12.91624
2022-06-11,4.33905
2022-06-12,6.86175
2022-06-13,10.19172
2022-06-14,11.2008
2022-06-15,13.92532
2022-06-16,19.62663
2022-06-17,12.76488
2022-06-18,4.74268
2022-06-19,6.40766
2022-06-20,13.21897
2022-06-21,12.36125
2022-06-22,13.11806
2022-06-23,11.95761
2022-06-24,8.37537
2022-06-25,3.07769
2022-06-26,3.78405
2022-06-27,7.4672
2022-06-28,5.90312
2022-06-29,6.50857
2022-06-30,7.36629
2022-07-01,6.76084
2022-07-02,2.92633
2022-07-03,4.43995
2022-07-04,5.90312
2022-07-05,8.22401
2022-07-06,6.00403
2022-07-07,8.02219
2022-07-08,8.17356
2022-07-09,4.54086
2022-07-10,3.83451
2022-07-11,6.65993
2022-07-12,7.11402
2022-07-13,5.44904
2022-07-14,5.85267
2022-07-15,4.79313
2022-07-16,2.87588
2022-07-17,3.1786
2022-07-18,3.12815
2022-07-19,3.68314
2022-07-20,3.48133
2022-07-21,3.22906
2022-07-22,2.27043
2022-07-23,2.47225
2022-07-24,1.76589
2022-07-25,2.27043
2022-07-26,2.11907
2022-07-27,2.72452
2022-07-28,3.02724
2022-07-29,2.16952
2022-07-30,5.24722
2022-07-31,2.37134
2022-08-01,2.42179
2022-08-02,1.81634
2022-08-03,2.97679
2022-08-04,2.92633
2022-08-05,2.32088
2022-08-06,1.76589
2022-08-07,2.16952
2022-08-08,2.57315
2022-08-09,3.63269
2022-08-10,3.07769
2022-08-11,3.27951
2022-08-12,2.27043
2022-08-13,2.06861
2022-08-14,3.68314
2022-08-15,1.66498
2022-08-16,3.43087
2022-08-17,5.19677
2022-08-18,5.14631
2022-08-19,5.44904
2022-08-20,2.92633
2022-08-21,3.53178
2022-08-22,5.85267
2022-08-23,6.71039
2022-08-24,8.47628
2022-08-25,8.1231
2022-08-26,6.8113
2022-08-27,3.22906
2022-08-28,3.7336
2022-08-29,9.43491
2022-08-30,10.5449
2022-08-31,6.50857
2022-09-01,9.78809
2022-09-02,9.889
2022-09-03,4.13723
2022-09-04,4.54086
2022-09-05,8.22401
2022-09-06,9.78809
2022-09-07,8.22401
2022-09-08,6.55903
2022-09-09,1.91725
2022-09-10,1.8668
2022-09-11,2.92633
2022-09-12,4.28859
2022-09-13,9.23309
2022-09-14,8.02219
2022-09-15,8.22401
2022-09-16,8.93037
2022-09-17,3.1786
2022-09-18,3.7336
2022-09-19,8.93037
2022-09-20,7.71947
2022-09-21,9.73763
2022-09-22,9.58627
2022-09-23,9.38446
2022-09-24,3.43087
2022-09-25,3.83451
2022-09-26,8.52674
2022-09-27,10.34308
2022-09-28,7.06357
2022-09-29,7.82038
2022-09-30,5.6004
2022-10-01,2.16952
2022-10-02,2.47225
2022-10-03,3.38042
2022-10-04,9.889
2022-10-05,9.73763
2022-10-06,9.68718
2022-10-07,5.19677
2022-10-08,3.78405
2022-10-09,3.22906
2022-10-10,6.50857
2022-10-11,7.31584
2022-10-12,8.32492
2022-10-13,6.65993
2022-10-14,9.889
2022-10-15,3.38042
2022-10-16,4.99495
2022-10-17,7.76992
2022-10-18,8.62764
2022-10-19,8.62764
2022-10-20,9.93945
2022-10-21,7.36629
2022-10-22,3.27951
2022-10-23,4.43995
2022-10-24,9.58627
2022-10-25,12.10898
2022-10-26,10.49445
2022-10-27,9.63673
2022-10-28,9.28355
2022-10-29,4.18768
2022-10-30,3.22906
2022-10-31,9.28355
2022-11-01,7.87083
2022-11-02,11.45307
2022-11-03,9.28355
2022-11-04,7.06357
2022-11-05,3.83451
2022-11-06,3.02724
2022-11-07,8.77901
2022-11-08,8.02219
2022-11-09,7.82038
2022-11-10,9.08173
2022-11-11,6.05449
2022-11-12,2.87588
2022-11-13,3.32996
2022-11-14,8.32492
2022-11-15,7.92129
2022-11-16,5.85267
2022-11-17,3.38042
2022-11-18,5.90312
2022-11-19,3.78405
2022-11-20,6.00403
2022-11-21,7.61856
2022-11-22,7.87083
2022-11-23,6.10494
2022-11-24,9.78809
2022-11-25,10.04036
2022-11-26,4.03632
2022-11-27,4.33905
2022-11-28,8.87991
2022-11-29,11.04944
2022-11-30,9.43491
2022-12-01,10.09081
2022-12-02,6.55903
2022-12-03,3.22906
2022-12-04,3.93541
2022-12-05,5.90312
2022-12-06,4.99495
2022-12-07,4.89404
2022-12-08,6.86175
2022-12-09,5.75176
2022-12-10,2.92633
2022-12-11,3.7336
2022-12-12,5.65085
2022-12-13,5.14631
2022-12-14,4.28859
2022-12-15,3.98587
2022-12-16,4.74268
2022-12-17,2.67406
2022-12-18,3.88496
2022-12-19,3.27951
2022-12-20,4.74268
2022-12-21,4.28859
2022-12-22,4.08678
2022-12-23,2.62361
2022-12-24,3.02724
2022-12-25,2.06861
2022-12-26,3.53178
2022-12-27,2.77497
2022-12-28,2.82542
2022-12-29,3.12815
2022-12-30,2.01816
2022-12-31,1.91725
2023-01-01,2.27043
2023-01-02,1.76589
2023-01-03,2.47225
2023-01-04,2.21997
2023-01-05,2.47225
2023-01-06,2.47225
2023-01-07,2.42179
2023-01-08,2.5227
2023-01-09,2.47225
2023-01-10,2.27043
2023-01-11,2.01816
2023-01-12,3.12815
2023-01-13,2.16952
2023-01-14,2.67406
2023-01-15,2.92633
2023-01-16,3.1786
2023-01-17,2.27043
2023-01-18,2.42179
2023-01-19,2.01816
2023-01-20,2.5227
2023-01-21,1.3118
2023-01-22,1.9677
2023-01-23,3.07769
2023-01-24,2.01816
2023-01-25,2.47225
2023-01-26,2.16952
2023-01-27,3.02724
2023-01-28,2.42179
2023-01-29,2.47225
2023-01-30,2.16952
2023-01-31,15.18668
2023-02-01,3.98587
2023-02-02,2.42179
2023-02-03,2.82542
2023-02-04,3.53178
2023-02-05,3.02724
2023-02-06,3.83451
2023-02-07,2.27043
2023-02-08,2.87588
2023-02-09,2.77497
2023-02-10,1.9677
2023-02-11,1.8668
2023-02-12,2.77497
2023-02-13,1.61453
2023-02-14,2.67406
2023-02-15,2.37134
2023-02-16,2.87588
2023-02-17,2.37134
2023-02-18,1.9677
2023-02-19,2.32088
2023-02-20,2.72452
2023-02-21,3.12815
2023-02-22,1.91725
2023-02-23,2.37134
2023-02-24,2.82542
2023-02-25,2.16952
2023-02-26,4.08678
2023-02-27,2.32088
2023-02-28,2.11907
2023-03-01,2.01816
2023-03-02,2.92633
2023-03-03,2.77497
2023-03-04,2.47225
2023-03-05,2.62361
2023-03-06,4.69223
2023-03-07,3.78405
2023-03-08,5.65085
2023-03-09,8.72855
2023-03-10,4.99495
2023-03-11,3.12815
2023-03-12,3.93541
2023-03-13,12.36125
2023-03-14,10.34308
2023-03-15,8.27447
2023-03-16,9.03128
2023-03-17,6.20585
2023-03-18,4.03632
2023-03-19,5.14631
2023-03-20,7.76992
2023-03-21,8.6781
2023-03-22,7.21493
2023-03-23,5.80221
2023-03-24,6.9122
2023-03-25,3.43087
2023-03-26,3.68314
2023-03-27,9.03128
2023-03-28,8.47628
2023-03-29,7.4672
2023-03-30,5.75176
2023-03-31,7.82038
2023-04-01,2.37134
2023-04-02,4.18768
2023-04-03,5.44904
2023-04-04,7.01311
2023-04-05,5.90312
2023-04-06,9.334
2023-04-07,6.76084
2023-04-08,2.5227
2023-04-09,2.57315
2023-04-10,7.21493
2023-04-11,6.55903
2023-04-12,5.75176
2023-04-13,7.16448
2023-04-14,6.65993
2023-04-15,2.92633
2023-04-16,3.07769
2023-04-17,6.30676
2023-04-18,7.11402
2023-04-19,6.50857
2023-04-20,6.00403
2023-04-21,4.99495
2023-04-22,3.27951
2023-04-23,2.62361
2023-04-24,5.70131
2023-04-25,5.34813
2023-04-26,4.49041
2023-04-27,4.28859
2023-04-28,4.18768
2023-04-29,3.93541
2023-04-30,2.32088
2023-05-01,4.64177
2023-05-02,6.30676
2023-05-03,5.75176
2023-05-04,6.2563
2023-05-05,3.07769
2023-05-06,3.68314
2023-05-07,4.3895
2023-05-08,8.17356
2023-05-09,9.78809
2023-05-10,9.43491
2023-05-11,8.93037
2023-05-12,6.71039
2023-05-13,2.77497
2023-05-14,3.63269
2023-05-15,9.23309
2023-05-16,9.78809
2023-05-17,7.26538
2023-05-18,14.37941
2023-05-19,9.83854
2023-05-20,2.97679
2023-05-21,4.3895
2023-05-22,8.62764
2023-05-23,11.04944
2023-05-24,8.52674
2023-05-25,12.66397
2023-05-26,7.82038
2023-05-27,3.43087
2023-05-28,3.48133
2023-05-29,5.0454
