date,위믹스코인
2023-12-31,2.31201
2024-01-01,1.78193
2024-01-02,2.4787
2024-01-03,2.13698
2024-01-04,1.54189
2024-01-05,1.29186
2024-01-06,0.9018
2024-01-07,0.92347
2024-01-08,1.25352
2024-01-09,2.10864
2024-01-10,1.50522
2024-01-11,2.45536
2024-01-12,1.42688
2024-01-13,0.82845
2024-01-14,0.70343
2024-01-15,1.10349
2024-01-16,1.29019
2024-01-17,1.14017
2024-01-18,0.82679
2024-01-19,0.78011
2024-01-20,0.53674
2024-01-21,0.54508
2024-01-22,0.77178
2024-01-23,0.85179
2024-01-24,0.74844
2024-01-25,0.69843
2024-01-26,0.60009
2024-01-27,0.47673
2024-01-28,0.43006
2024-01-29,0.62842
2024-01-30,0.9468
2024-01-31,0.55675
2024-02-01,0.52174
2024-02-02,0.55174
2024-02-03,0.35505
2024-02-04,0.30337
2024-02-05,0.4934
2024-02-06,0.55008
2024-02-07,0.66509
2024-02-08,1.32353
2024-02-09,0.76678
2024-02-10,0.75177
2024-02-11,0.80178
2024-02-12,0.77845
2024-02-13,1.3552
2024-02-14,1.70192
2024-02-15,1.38187
2024-02-16,1.11683
2024-02-17,0.6851
2024-02-18,0.91847
2024-02-19,1.49189
2024-02-20,1.08682
2024-02-21,1.09183
2024-02-22,1.22851
2024-02-23,1.06682
2024-02-24,0.73677
2024-02-25,0.67843
2024-02-26,0.95014
2024-02-27,1.32019
2024-02-28,1.77693
2024-02-29,1.65524
2024-03-01,1.10349
2024-03-02,1.47522
2024-03-03,1.95529
2024-03-04,2.85709
2024-03-05,2.74707
2024-03-06,1.82527
2024-03-07,1.72025
2024-03-08,1.88194
2024-03-09,2.0203
2024-03-10,2.18866
2024-03-11,3.43718
2024-03-12,5.54249
2024-03-13,4.56235
2024-03-14,6.25593
2024-03-15,4.65403
2024-03-16,2.64039
2024-03-17,2.39035
2024-03-18,4.24563
2024-03-19,3.14713
2024-03-20,2.81875
