date,케이뱅크주택담보대출
2020-09-22,12.02375
2020-09-23,10.98466
2020-09-24,8.95596
2020-09-25,10.51459
2020-09-26,6.33349
2020-09-27,5.51707
2020-09-28,10.06927
2020-09-29,9.42602
2020-09-30,4.75012
2020-10-01,3.38941
2020-10-02,3.73577
2020-10-03,3.93369
2020-10-04,6.23453
2020-10-05,12.02375
2020-10-06,9.99505
2020-10-07,17.93666
2020-10-08,9.12914
2020-10-09,6.53142
2020-10-10,4.99752
2020-10-11,6.08609
2020-10-12,9.79713
2020-10-13,11.10836
2020-10-14,9.57446
2020-10-15,8.53537
2020-10-16,7.05096
2020-10-17,3.71103
2020-10-18,4.20583
2020-10-19,9.00544
2020-10-20,7.0757
2020-10-21,7.81791
2020-10-22,7.69421
2020-10-23,5.44285
2020-10-24,3.90895
2020-10-25,3.66155
2020-10-26,6.80356
2020-10-27,8.46115
2020-10-28,9.1044
2020-10-29,8.56011
2020-10-30,6.92726
2020-10-31,4.37902
2020-11-01,5.39336
2020-11-02,8.65907
2020-11-03,7.84265
2020-11-04,9.45076
2020-11-05,8.78278
2020-11-06,7.22414
2020-11-07,6.20979
2020-11-08,6.48193
2020-11-09,10.24245
2020-11-10,11.45472
2020-11-11,11.85056
2020-11-12,31.86541
2020-11-13,14.05244
2020-11-14,5.78921
2020-11-15,5.59129
2020-11-16,10.61355
2020-11-17,9.94557
2020-11-18,8.53537
2020-11-19,8.65907
2020-11-20,6.11083
2020-11-21,3.51311
2020-11-22,3.68629
2020-11-23,5.81395
2020-11-24,5.1707
2020-11-25,4.9233
2020-11-26,3.80999
2020-11-27,4.52746
2020-11-28,2.74616
2020-11-29,3.29045
2020-11-30,6.28401
2020-12-01,5.98713
2020-12-02,4.18109
2020-12-03,3.83473
2020-12-04,3.36467
2020-12-05,2.02869
2020-12-06,3.06778
2020-12-07,4.6759
2020-12-08,4.20583
2020-12-09,4.60168
2020-12-10,3.41415
2020-12-11,3.31519
2020-12-12,2.5235
2020-12-13,2.79564
2020-12-14,4.30479
2020-12-15,4.08213
2020-12-16,4.08213
2020-12-17,5.39336
2020-12-18,4.72538
2020-12-19,3.33993
2020-12-20,3.26571
2020-12-21,5.81395
2020-12-22,4.13161
2020-12-23,4.97278
2020-12-24,3.33993
2020-12-25,2.05343
2020-12-26,2.44928
2020-12-27,4.03265
2020-12-28,4.97278
2020-12-29,4.94804
2020-12-30,5.19544
2020-12-31,4.37902
2021-01-01,2.69668
2021-01-02,3.11726
2021-01-03,3.61207
2021-01-04,6.75408
2021-01-05,10.09401
2021-01-06,10.14349
2021-01-07,9.30232
2021-01-08,6.77882
2021-01-09,3.26571
2021-01-10,4.87382
2021-01-11,6.50667
2021-01-12,8.43641
2021-01-13,7.14992
2021-01-14,5.49233
2021-01-15,4.72538
2021-01-16,3.36467
2021-01-17,4.35428
2021-01-18,6.8283
2021-01-19,7.02622
2021-01-20,6.55616
2021-01-21,5.78921
2021-01-22,6.65512
2021-01-23,3.95843
2021-01-24,4.03265
2021-01-25,6.30875
2021-01-26,6.43245
2021-01-27,5.96239
2021-01-28,6.13557
2021-01-29,4.70064
2021-01-30,2.69668
2021-01-31,3.68629
2021-02-01,6.5809
2021-02-02,7.24888
2021-02-03,6.60564
2021-02-04,5.26966
2021-02-05,4.82434
2021-02-06,3.16674
2021-02-07,3.61207
2021-02-08,5.047
2021-02-09,5.14596
2021-02-10,3.61207
2021-02-11,1.90499
2021-02-12,1.68233
2021-02-13,1.48441
2021-02-14,2.44928
2021-02-15,5.19544
2021-02-16,4.99752
2021-02-17,4.40376
2021-02-18,3.83473
2021-02-19,2.44928
2021-02-20,1.75655
2021-02-21,1.95447
2021-02-22,3.24096
2021-02-23,2.59772
2021-02-24,2.6472
2021-02-25,1.88025
2021-02-26,1.95447
2021-02-27,1.31123
2021-02-28,1.53389
2021-03-01,2.25136
2021-03-02,3.06778
2021-03-03,2.5235
2021-03-04,1.63285
2021-03-05,1.92973
2021-03-06,1.43493
2021-03-07,1.92973
2021-03-08,2.86986
2021-03-09,2.57298
2021-03-10,2.69668
2021-03-11,2.44928
2021-03-12,1.97921
2021-03-13,1.08857
2021-03-14,1.11331
2021-03-15,2.57298
2021-03-16,2.3998
2021-03-17,2.12765
2021-03-18,2.32558
2021-03-19,1.83077
2021-03-20,1.45967
2021-03-21,1.48441
2021-03-22,2.12765
2021-03-23,2.3998
2021-03-24,1.78129
2021-03-25,1.88025
2021-03-26,1.11331
2021-03-27,1.16279
2021-03-28,1.48441
2021-03-29,1.55863
2021-03-30,1.68233
2021-03-31,1.95447
2021-04-01,1.83077
2021-04-02,1.21227
2021-04-03,1.21227
2021-04-04,1.38545
2021-04-05,2.49876
2021-04-06,1.97921
2021-04-07,2.94408
2021-04-08,1.75655
2021-04-09,2.05343
2021-04-10,1.68233
2021-04-11,1.53389
2021-04-12,2.72142
2021-04-13,2.25136
2021-04-14,1.90499
2021-04-15,2.02869
2021-04-16,1.88025
2021-04-17,0.84116
2021-04-18,1.88025
2021-04-19,2.94408
2021-04-20,2.25136
2021-04-21,1.58337
2021-04-22,1.53389
2021-04-23,2.02869
2021-04-24,1.33597
2021-04-25,1.60811
2021-04-26,2.57298
2021-04-27,3.53785
2021-04-28,2.35032
2021-04-29,2.44928
2021-04-30,2.57298
2021-05-01,1.50915
2021-05-02,1.50915
2021-05-03,2.82038
2021-05-04,2.62246
2021-05-05,2.20188
2021-05-06,2.44928
2021-05-07,2.57298
2021-05-08,1.03908
2021-05-09,1.21227
2021-05-10,3.11726
2021-05-11,2.47402
2021-05-12,2.79564
2021-05-13,2.57298
2021-05-14,1.83077
2021-05-15,1.36071
2021-05-16,1.65759
2021-05-17,2.67194
2021-05-18,1.63285
2021-05-19,1.88025
2021-05-20,2.30084
2021-05-21,2.22662
2021-05-22,1.23701
2021-05-23,0.8659
2021-05-24,2.5235
2021-05-25,1.95447
2021-05-26,2.2761
2021-05-27,2.17714
2021-05-28,1.78129
2021-05-29,0.89064
2021-05-30,1.28649
2021-05-31,2.5235
2021-06-01,2.02869
2021-06-02,1.83077
2021-06-03,2.25136
2021-06-04,1.95447
2021-06-05,0.94012
2021-06-06,1.41019
2021-06-07,2.25136
2021-06-08,2.5235
2021-06-09,3.09252
2021-06-10,1.92973
2021-06-11,2.22662
2021-06-12,1.48441
2021-06-13,1.28649
2021-06-14,2.8946
2021-06-15,3.11726
2021-06-16,2.72142
2021-06-17,3.61207
2021-06-18,3.58733
2021-06-19,1.43493
2021-06-20,1.90499
2021-06-21,3.06778
2021-06-22,3.73577
2021-06-23,3.38941
2021-06-24,3.95843
2021-06-25,3.31519
2021-06-26,1.95447
2021-06-27,2.32558
2021-06-28,4.77486
2021-06-29,4.08213
2021-06-30,3.90895
2021-07-01,3.90895
2021-07-02,2.94408
2021-07-03,1.92973
2021-07-04,3.26571
2021-07-05,4.97278
2021-07-06,3.78525
2021-07-07,3.19148
2021-07-08,2.91934
2021-07-09,2.84512
2021-07-10,1.73181
2021-07-11,1.50915
2021-07-12,3.66155
2021-07-13,3.71103
2021-07-14,3.09252
2021-07-15,2.79564
2021-07-16,3.33993
2021-07-17,1.75655
2021-07-18,2.07817
2021-07-19,3.21622
2021-07-20,4.25531
2021-07-21,3.0183
2021-07-22,2.42454
2021-07-23,2.2761
2021-07-24,1.26175
2021-07-25,1.70707
2021-07-26,3.04304
2021-07-27,3.19148
2021-07-28,2.49876
2021-07-29,1.48441
2021-07-30,1.41019
2021-07-31,1.16279
2021-08-01,3.56259
2021-08-02,3.29045
2021-08-03,3.58733
2021-08-04,2.99356
2021-08-05,2.37506
2021-08-06,2.69668
2021-08-07,1.78129
2021-08-08,1.90499
2021-08-09,3.85947
2021-08-10,3.98317
2021-08-11,2.84512
2021-08-12,3.11726
2021-08-13,2.7709
2021-08-14,1.80603
2021-08-15,1.58337
2021-08-16,2.00395
2021-08-17,3.24096
2021-08-18,3.19148
2021-08-19,3.56259
2021-08-20,4.82434
2021-08-21,2.86986
2021-08-22,3.41415
2021-08-23,4.97278
2021-08-24,4.08213
2021-08-25,3.56259
2021-08-26,6.50667
2021-08-27,5.54181
2021-08-28,1.83077
2021-08-29,2.35032
2021-08-30,4.60168
2021-08-31,3.71103
2021-09-01,2.47402
2021-09-02,2.8946
2021-09-03,2.10291
2021-09-04,1.28649
2021-09-05,1.83077
2021-09-06,2.86986
2021-09-07,2.79564
2021-09-08,2.05343
2021-09-09,2.20188
2021-09-10,1.95447
2021-09-11,1.16279
2021-09-12,2.05343
2021-09-13,3.63681
2021-09-14,3.53785
2021-09-15,2.59772
2021-09-16,1.92973
2021-09-17,1.60811
2021-09-18,1.08857
2021-09-19,1.63285
2021-09-20,0.8659
2021-09-21,0.81642
2021-09-22,1.23701
2021-09-23,3.48837
2021-09-24,3.83473
2021-09-25,1.92973
2021-09-26,1.97921
2021-09-27,4.60168
2021-09-28,3.41415
2021-09-29,4.60168
2021-09-30,2.5235
2021-10-01,2.2761
2021-10-02,1.78129
2021-10-03,1.95447
2021-10-04,3.51311
2021-10-05,5.66551
2021-10-06,4.52746
2021-10-07,3.21622
2021-10-08,2.96882
2021-10-09,1.78129
2021-10-10,1.43493
2021-10-11,2.02869
2021-10-12,3.19148
2021-10-13,2.47402
2021-10-14,2.07817
2021-10-15,2.17714
2021-10-16,0.89064
2021-10-17,1.21227
2021-10-18,2.30084
2021-10-19,2.5235
2021-10-20,2.47402
2021-10-21,2.17714
2021-10-22,1.55863
2021-10-23,1.06382
2021-10-24,1.68233
2021-10-25,2.57298
2021-10-26,3.16674
2021-10-27,3.24096
2021-10-28,2.86986
2021-10-29,2.74616
2021-10-30,1.45967
2021-10-31,1.70707
2021-11-01,3.24096
2021-11-02,3.58733
2021-11-03,2.42454
2021-11-04,2.3998
2021-11-05,2.20188
2021-11-06,0.66798
2021-11-07,0.71746
2021-11-08,2.8946
2021-11-09,2.22662
2021-11-10,2.17714
2021-11-11,1.75655
2021-11-12,1.65759
2021-11-13,0.79168
2021-11-14,1.16279
2021-11-15,3.06778
2021-11-16,2.94408
2021-11-17,2.82038
2021-11-18,2.10291
2021-11-19,1.65759
2021-11-20,1.06382
2021-11-21,1.78129
2021-11-22,2.84512
2021-11-23,2.05343
2021-11-24,2.32558
2021-11-25,2.05343
2021-11-26,3.0183
2021-11-27,1.33597
2021-11-28,1.48441
2021-11-29,3.29045
2021-11-30,3.0183
2021-12-01,2.30084
2021-12-02,2.22662
2021-12-03,2.47402
2021-12-04,0.71746
2021-12-05,0.94012
2021-12-06,2.54824
2021-12-07,2.17714
2021-12-08,2.57298
2021-12-09,2.54824
2021-12-10,1.92973
2021-12-11,0.89064
2021-12-12,1.45967
2021-12-13,2.2761
2021-12-14,2.3998
2021-12-15,2.02869
2021-12-16,2.37506
2021-12-17,1.88025
2021-12-18,0.94012
2021-12-19,1.23701
2021-12-20,2.49876
2021-12-21,2.10291
2021-12-22,1.28649
2021-12-23,1.38545
2021-12-24,0.76694
2021-12-25,0.7422
2021-12-26,1.18753
2021-12-27,1.60811
2021-12-28,1.38545
2021-12-29,1.58337
2021-12-30,1.58337
2021-12-31,1.11331
2022-01-01,0.51954
2022-01-02,1.45967
2022-01-03,2.2761
2022-01-04,2.86986
2022-01-05,2.5235
2022-01-06,2.57298
2022-01-07,1.33597
2022-01-08,0.71746
2022-01-09,1.28649
2022-01-10,2.07817
2022-01-11,3.31519
2022-01-12,4.45324
2022-01-13,2.59772
2022-01-14,1.75655
2022-01-15,1.08857
2022-01-16,1.31123
2022-01-17,1.90499
2022-01-18,2.74616
2022-01-19,1.88025
2022-01-20,1.33597
2022-01-21,1.18753
2022-01-22,0.66798
2022-01-23,1.16279
2022-01-24,1.85551
2022-01-25,1.23701
2022-01-26,1.43493
2022-01-27,1.31123
2022-01-28,1.48441
2022-01-29,0.56902
2022-01-30,0.8659
2022-01-31,0.66798
2022-02-01,0.76694
2022-02-02,1.36071
2022-02-03,1.78129
2022-02-04,1.75655
2022-02-05,0.8659
2022-02-06,1.36071
2022-02-07,2.00395
2022-02-08,2.25136
2022-02-09,2.07817
2022-02-10,2.3998
2022-02-11,2.02869
2022-02-12,1.13805
2022-02-13,1.68233
2022-02-14,4.32953
2022-02-15,8.01583
2022-02-16,4.65116
2022-02-17,3.73577
2022-02-18,4.10687
2022-02-19,1.60811
2022-02-20,2.17714
2022-02-21,3.26571
2022-02-22,4.45324
2022-02-23,4.08213
2022-02-24,2.69668
2022-02-25,1.75655
2022-02-26,1.33597
2022-02-27,1.97921
2022-02-28,2.96882
2022-03-01,1.88025
2022-03-02,2.54824
2022-03-03,2.35032
2022-03-04,2.10291
2022-03-05,1.33597
2022-03-06,1.26175
2022-03-07,2.82038
2022-03-08,2.20188
2022-03-09,1.26175
2022-03-10,2.35032
2022-03-11,1.45967
2022-03-12,1.45967
2022-03-13,2.15239
2022-03-14,2.84512
2022-03-15,2.44928
2022-03-16,2.02869
2022-03-17,2.94408
2022-03-18,1.92973
2022-03-19,1.18753
2022-03-20,1.31123
2022-03-21,2.84512
2022-03-22,2.62246
2022-03-23,3.11726
2022-03-24,2.25136
2022-03-25,1.95447
2022-03-26,1.41019
2022-03-27,1.80603
2022-03-28,2.49876
2022-03-29,3.16674
2022-03-30,3.73577
2022-03-31,2.82038
2022-04-01,2.20188
2022-04-02,1.11331
2022-04-03,1.85551
2022-04-04,2.5235
2022-04-05,3.142
2022-04-06,2.47402
2022-04-07,2.96882
2022-04-08,1.80603
2022-04-09,1.43493
2022-04-10,1.53389
2022-04-11,2.3998
2022-04-12,1.80603
2022-04-13,1.90499
2022-04-14,2.82038
2022-04-15,1.58337
2022-04-16,1.13805
2022-04-17,1.21227
2022-04-18,2.12765
2022-04-19,1.88025
2022-04-20,1.90499
2022-04-21,1.90499
2022-04-22,1.45967
2022-04-23,0.7422
2022-04-24,0.71746
2022-04-25,1.90499
2022-04-26,1.75655
2022-04-27,1.48441
2022-04-28,1.45967
2022-04-29,1.26175
2022-04-30,0.91538
2022-05-01,1.01434
2022-05-02,1.65759
2022-05-03,2.00395
2022-05-04,1.58337
2022-05-05,0.96486
2022-05-06,1.16279
2022-05-07,0.66798
2022-05-08,1.31123
2022-05-09,1.78129
2022-05-10,2.30084
2022-05-11,2.20188
2022-05-12,1.48441
2022-05-13,1.01434
2022-05-14,0.29688
2022-05-15,0.89064
2022-05-16,1.92973
2022-05-17,1.95447
2022-05-18,1.55863
2022-05-19,1.45967
2022-05-20,1.55863
2022-05-21,0.6185
2022-05-22,0.3711
2022-05-23,1.36071
2022-05-24,1.41019
2022-05-25,1.45967
2022-05-26,1.53389
2022-05-27,1.45967
2022-05-28,0.79168
2022-05-29,1.03908
2022-05-30,1.06382
2022-05-31,1.58337
2022-06-01,0.8659
2022-06-02,1.21227
2022-06-03,1.26175
2022-06-04,0.47006
2022-06-05,0.59376
2022-06-06,0.94012
2022-06-07,1.38545
2022-06-08,1.08857
2022-06-09,1.16279
2022-06-10,1.33597
2022-06-11,0.54428
2022-06-12,0.8659
2022-06-13,1.08857
2022-06-14,1.41019
2022-06-15,1.55863
2022-06-16,1.92973
2022-06-17,1.58337
2022-06-18,0.9896
2022-06-19,1.23701
2022-06-20,2.20188
2022-06-21,2.02869
2022-06-22,2.59772
2022-06-23,2.2761
2022-06-24,1.65759
2022-06-25,1.33597
2022-06-26,1.11331
2022-06-27,1.68233
2022-06-28,1.43493
2022-06-29,1.48441
2022-06-30,1.65759
2022-07-01,0.9896
2022-07-02,0.56902
2022-07-03,0.71746
2022-07-04,1.55863
2022-07-05,1.31123
2022-07-06,1.28649
2022-07-07,1.28649
2022-07-08,0.91538
2022-07-09,0.34636
2022-07-10,0.4948
2022-07-11,0.8659
2022-07-12,2.02869
2022-07-13,1.18753
2022-07-14,1.33597
2022-07-15,0.76694
2022-07-16,0.27214
2022-07-17,0.76694
2022-07-18,1.16279
2022-07-19,0.81642
2022-07-20,0.94012
2022-07-21,0.8659
2022-07-22,0.89064
2022-07-23,0.22266
2022-07-24,0.22266
2022-07-25,0.81642
2022-07-26,0.8659
2022-07-27,0.84116
2022-07-28,0.9896
2022-07-29,0.44532
2022-07-30,0.27214
2022-07-31,0.42058
2022-08-01,1.41019
2022-08-02,0.76694
2022-08-03,0.96486
2022-08-04,1.95447
2022-08-05,1.43493
2022-08-06,0.47006
2022-08-07,0.66798
2022-08-08,1.26175
2022-08-09,0.8659
2022-08-10,1.21227
2022-08-11,0.8659
2022-08-12,0.4948
2022-08-13,0.39584
2022-08-14,0.17318
2022-08-15,0.39584
2022-08-16,0.84116
2022-08-17,0.91538
2022-08-18,0.89064
2022-08-19,0.66798
2022-08-20,0.34636
2022-08-21,0.29688
2022-08-22,1.26175
2022-08-23,1.38545
2022-08-24,0.8659
2022-08-25,1.13805
2022-08-26,1.01434
2022-08-27,0.3711
2022-08-28,0.54428
2022-08-29,1.06382
2022-08-30,0.44532
2022-08-31,1.08857
2022-09-01,0.9896
2022-09-02,0.54428
2022-09-03,0.54428
2022-09-04,0.29688
2022-09-05,0.81642
2022-09-06,0.7422
2022-09-07,0.76694
2022-09-08,0.64324
2022-09-10,0.14844
2022-09-11,0.3711
2022-09-12,0.17318
2022-09-13,0.7422
2022-09-14,1.16279
2022-09-15,1.31123
2022-09-16,1.73181
2022-09-17,0.42058
2022-09-18,0.6185
2022-09-19,0.89064
2022-09-20,1.23701
2022-09-21,1.50915
2022-09-22,1.45967
2022-09-23,1.11331
2022-09-24,0.4948
2022-09-25,0.56902
2022-09-26,1.08857
2022-09-27,1.13805
2022-09-28,1.28649
2022-09-29,1.01434
2022-09-30,0.9896
2022-10-01,0.39584
2022-10-02,0.59376
2022-10-03,0.66798
2022-10-04,1.03908
2022-10-05,1.85551
2022-10-06,1.58337
2022-10-07,1.38545
2022-10-08,0.51954
2022-10-09,0.64324
2022-10-10,1.01434
2022-10-11,5.54181
2022-10-12,4.7996
2022-10-13,3.06778
2022-10-14,1.90499
2022-10-15,0.9896
2022-10-16,1.48441
2022-10-17,2.82038
2022-10-18,2.02869
2022-10-19,1.88025
2022-10-20,1.60811
2022-10-21,1.11331
2022-10-22,0.64324
2022-10-23,0.9896
2022-10-24,1.88025
2022-10-25,1.53389
2022-10-26,1.78129
2022-10-27,1.45967
2022-10-28,0.9896
2022-10-29,0.64324
2022-10-30,0.54428
2022-10-31,1.41019
2022-11-01,1.60811
2022-11-02,1.36071
2022-11-03,2.10291
2022-11-04,1.38545
2022-11-05,0.76694
2022-11-06,0.89064
2022-11-07,1.65759
2022-11-08,1.48441
2022-11-09,2.22662
2022-11-10,1.11331
2022-11-11,1.48441
2022-11-12,0.59376
2022-11-13,1.16279
2022-11-14,2.22662
2022-11-15,1.80603
2022-11-16,1.48441
2022-11-17,1.21227
2022-11-18,0.84116
2022-11-19,0.34636
2022-11-20,0.44532
2022-11-21,2.54824
2022-11-22,3.78525
2022-11-23,3.93369
2022-11-24,2.67194
2022-11-25,2.62246
2022-11-26,1.53389
2022-11-27,1.60811
2022-11-28,3.29045
2022-11-29,2.69668
2022-11-30,2.94408
2022-12-01,2.42454
2022-12-02,1.73181
2022-12-03,0.6185
2022-12-04,1.48441
2022-12-05,2.74616
2022-12-06,2.5235
2022-12-07,2.44928
2022-12-08,2.42454
2022-12-09,1.58337
2022-12-10,1.23701
2022-12-11,1.43493
2022-12-12,2.96882
2022-12-13,2.37506
2022-12-14,2.47402
2022-12-15,2.6472
2022-12-16,2.02869
2022-12-17,1.53389
2022-12-18,1.41019
2022-12-19,2.57298
2022-12-20,2.2761
2022-12-21,2.30084
2022-12-22,1.90499
2022-12-23,1.08857
2022-12-24,0.7422
2022-12-25,1.16279
2022-12-26,2.00395
2022-12-27,2.72142
2022-12-28,1.75655
2022-12-29,1.50915
2022-12-30,1.13805
2022-12-31,0.47006
2023-01-01,1.23701
2023-01-02,2.3998
2023-01-03,2.67194
2023-01-04,1.92973
2023-01-05,2.02869
2023-01-06,1.88025
2023-01-07,1.41019
2023-01-08,1.41019
2023-01-09,2.17714
2023-01-10,2.10291
2023-01-11,3.38941
2023-01-12,4.10687
2023-01-13,2.59772
2023-01-14,1.83077
2023-01-15,1.83077
2023-01-16,3.90895
2023-01-17,3.90895
2023-01-18,4.7996
2023-01-19,3.41415
2023-01-20,4.08213
2023-01-21,1.48441
2023-01-22,1.28649
2023-01-23,2.57298
2023-01-24,2.25136
2023-01-25,5.69025
2023-01-26,4.9233
2023-01-27,3.56259
2023-01-28,1.68233
2023-01-29,2.30084
2023-01-30,5.49233
2023-01-31,5.07174
2023-02-01,3.63681
2023-02-02,2.5235
2023-02-03,2.8946
2023-02-04,2.07817
2023-02-05,1.83077
2023-02-06,17.56556
2023-02-07,16.0564
2023-02-08,12.39485
2023-02-09,9.82187
2023-02-10,6.952
2023-02-11,4.05739
2023-02-12,3.68629
2023-02-13,6.67986
2023-02-14,4.75012
2023-02-15,4.84908
2023-02-16,5.66551
2023-02-17,5.39336
2023-02-18,3.93369
2023-02-19,3.95843
2023-02-20,7.64473
2023-02-21,6.75408
2023-02-22,6.90252
2023-02-23,6.45719
2023-02-24,5.88817
2023-02-25,3.73577
2023-02-26,4.25531
2023-02-27,7.49628
2023-02-28,5.69025
2023-03-01,3.88421
2023-03-02,7.42206
2023-03-03,7.14992
2023-03-04,3.66155
2023-03-05,3.61207
2023-03-06,6.50667
2023-03-07,6.45719
2023-03-08,6.48193
2023-03-09,7.47154
2023-03-10,6.67986
2023-03-11,3.51311
2023-03-12,3.142
2023-03-13,7.61999
2023-03-14,6.8283
2023-03-15,6.13557
2023-03-16,7.74369
2023-03-17,5.88817
2023-03-18,3.0183
2023-03-19,3.88421
2023-03-20,6.952
2023-03-21,6.85304
2023-03-22,9.17862
2023-03-23,9.07966
2023-03-24,7.0757
2023-03-25,3.93369
2023-03-26,3.90895
2023-03-27,9.5992
2023-03-28,12.39485
2023-03-29,12.81543
2023-03-30,11.5042
2023-03-31,9.50024
2023-04-01,5.71499
2023-04-02,6.5809
2023-04-03,12.59277
2023-04-04,10.39089
2023-04-05,9.2281
2023-04-06,8.16427
2023-04-07,7.89213
2023-04-08,4.05739
2023-04-09,4.25531
2023-04-10,8.83226
2023-04-11,8.33745
2023-04-12,7.59524
2023-04-13,8.18901
2023-04-14,6.952
2023-04-15,3.73577
2023-04-16,5.1707
2023-04-17,10.16823
2023-04-18,9.42602
2023-04-19,8.06531
2023-04-20,7.89213
2023-04-21,5.86343
2023-04-22,3.41415
2023-04-23,3.19148
2023-04-24,7.34784
2023-04-25,6.40771
2023-04-26,5.31914
2023-04-27,5.56655
2023-04-28,3.71103
2023-04-29,2.32558
2023-04-30,2.44928
2023-05-01,4.82434
2023-05-02,9.45076
2023-05-03,8.93122
2023-05-04,6.45719
2023-05-05,3.09252
2023-05-06,2.2761
2023-05-07,2.5235
2023-05-08,7.10044
2023-05-09,7.91687
2023-05-10,7.74369
2023-05-11,6.01187
2023-05-12,6.08609
2023-05-13,3.19148
2023-05-14,2.86986
2023-05-15,7.47154
2023-05-16,8.48589
2023-05-17,6.11083
2023-05-18,10.11875
2023-05-19,8.18901
2023-05-20,3.83473
2023-05-21,4.47798
2023-05-22,8.43641
2023-05-23,7.61999
2023-05-24,8.56011
2023-05-25,7.22414
2023-05-26,6.13557
2023-05-27,3.36467
2023-05-28,3.36467
2023-05-29,4.37902
2023-05-30,7.17466
2023-05-31,6.03661
2023-06-01,6.87778
2023-06-02,5.91291
2023-06-03,3.09252
2023-06-04,2.6472
2023-06-05,7.39732
2023-06-06,4.18109
2023-06-07,6.952
2023-06-08,6.60564
2023-06-09,5.2944
2023-06-10,2.94408
2023-06-11,3.24096
2023-06-12,7.34784
2023-06-13,6.20979
2023-06-14,4.82434
2023-06-15,4.89856
2023-06-16,4.50272
2023-06-17,2.02869
2023-06-18,2.02869
2023-06-19,5.19544
2023-06-20,5.14596
2023-06-21,4.13161
2023-06-22,3.56259
2023-06-23,3.04304
2023-06-24,1.21227
2023-06-25,1.16279
2023-06-26,3.88421
2023-06-27,3.66155
2023-06-28,3.66155
2023-06-29,3.63681
2023-06-30,2.49876
2023-07-01,1.31123
2023-07-02,1.58337
2023-07-03,4.05739
2023-07-04,4.35428
2023-07-05,3.36467
2023-07-06,3.46363
2023-07-07,2.30084
2023-07-08,1.60811
2023-07-09,1.48441
2023-07-10,3.58733
2023-07-11,3.66155
2023-07-12,3.21622
2023-07-13,2.72142
2023-07-14,2.25136
2023-07-15,1.26175
2023-07-16,1.55863
2023-07-17,2.84512
2023-07-18,3.43889
2023-07-19,3.36467
2023-07-20,2.67194
2023-07-21,2.12765
2023-07-22,1.63285
2023-07-23,1.33597
2023-07-24,2.86986
2023-07-25,6.33349
2023-07-26,7.14992
2023-07-27,4.87382
2023-07-28,4.32953
2023-07-29,2.20188
2023-07-30,1.70707
2023-07-31,4.65116
2023-08-01,4.08213
2023-08-02,4.20583
2023-08-03,3.95843
2023-08-04,3.83473
2023-08-05,1.73181
2023-08-06,2.07817
2023-08-07,5.4181
2023-08-08,4.15635
2023-08-09,4.89856
2023-08-10,3.78525
2023-08-11,3.38941
2023-08-12,2.42454
2023-08-13,2.49876
2023-08-14,4.97278
2023-08-15,3.21622
2023-08-16,5.24492
2023-08-17,4.99752
2023-08-18,3.85947
2023-08-19,2.7709
2023-08-20,2.49876
2023-08-21,5.2944
2023-08-22,6.20979
2023-08-23,5.047
2023-08-24,5.44285
2023-08-25,4.72538
2023-08-26,1.73181
2023-08-27,3.16674
