date,메타주가
2022-03-19,7.13805
2022-03-20,2.70439
2022-03-21,4.04457
2022-03-22,7.41665
2022-03-23,8.59832
2022-03-24,8.59352
2022-03-25,7.99788
2022-03-26,5.37515
2022-03-27,2.176
2022-03-28,4.04457
2022-03-29,7.84897
2022-03-30,8.20443
2022-03-31,6.44634
2022-04-01,5.74502
2022-04-02,4.99567
2022-04-03,1.83495
2022-04-04,3.44893
2022-04-05,8.8385
2022-04-06,7.2053
2022-04-07,6.62407
2022-04-08,6.44154
2022-04-09,4.44327
2022-04-10,1.9022
2022-04-11,3.16072
2022-04-12,5.95158
2022-04-13,5.73542
2022-04-14,5.60092
2022-04-15,4.97165
2022-04-16,2.27687
2022-04-17,2.14237
2022-04-18,2.82928
2022-04-19,5.52886
2022-04-20,7.67604
2022-04-21,11.04332
2022-04-22,9.54462
2022-04-23,6.60966
2022-04-24,2.60831
2022-04-25,6.73455
2022-04-26,9.73196
2022-04-27,11.59093
2022-04-28,25.65087
2022-04-29,17.01892
2022-04-30,7.53674
2022-05-01,2.74281
2022-05-02,6.20616
2022-05-03,10.31799
2022-05-04,7.86338
2022-05-05,8.14199
2022-05-06,8.75204
2022-05-07,5.22144
2022-05-08,2.00307
2022-05-09,4.16466
2022-05-10,8.7088
2022-05-11,7.30617
2022-05-12,8.41579
2022-05-13,7.29176
2022-05-14,5.02449
2022-05-15,2.02709
2022-05-16,3.41531
2022-05-17,6.14372
2022-05-18,6.21097
2022-05-19,7.29657
2022-05-20,6.1245
2022-05-21,4.52012
2022-05-22,1.83975
2022-05-23,3.28561
2022-05-24,10.44288
2022-05-25,9.45816
2022-05-26,6.70093
2022-05-27,6.18695
2022-05-28,4.53453
2022-05-29,2.0463
2022-05-30,3.1271
2022-05-31,4.52493
2022-06-01,5.24065
2022-06-02,5.41838
2022-06-03,5.90834
2022-06-04,4.28955
2022-06-05,2.39696
2022-06-06,3.21356
2022-06-07,5.62974
2022-06-08,5.26467
2022-06-09,7.01796
2022-06-10,9.97213
2022-06-11,9.30925
2022-06-12,4.42405
2022-06-13,6.41752
2022-06-14,7.58478
2022-06-15,6.22538
2022-06-16,6.47036
2022-06-17,6.528
2022-06-18,4.27514
2022-06-19,2.37775
2022-06-20,3.47775
2022-06-21,4.94764
2022-06-22,8.92016
2022-06-23,6.37429
2022-06-24,6.05245
2022-06-25,4.88039
2022-06-26,3.04544
2022-06-27,4.77471
2022-06-28,5.8459
2022-06-29,5.82188
2022-06-30,5.51926
2022-07-01,5.25987
2022-07-02,4.24152
2022-07-03,2.56989
2022-07-04,3.20876
2022-07-05,3.92448
2022-07-06,5.46161
2022-07-07,4.94764
2022-07-08,5.06772
2022-07-09,3.6747
2022-07-10,2.09434
2022-07-11,3.27601
2022-07-12,4.90921
2022-07-13,4.29436
2022-07-14,4.083
2022-07-15,4.26073
2022-07-16,3.17994
2022-07-17,1.21529
2022-07-18,2.8533
2022-07-19,4.85637
2022-07-20,6.76337
2022-07-21,6.11009
2022-07-22,8.0171
2022-07-23,4.84196
2022-07-24,1.86377
2022-07-25,4.27514
2022-07-26,6.02363
2022-07-27,6.87866
2022-07-28,13.50273
2022-07-29,9.01623
2022-07-30,5.62974
2022-07-31,2.08953
2022-08-01,4.57296
2022-08-02,6.02363
2022-08-03,6.05245
2022-08-04,7.80094
2022-08-05,6.797
2022-08-06,3.93889
2022-08-07,1.68604
2022-08-08,4.69305
2022-08-09,6.1197
2022-08-10,6.50879
2022-08-11,8.36775
2022-08-12,6.02363
2022-08-13,4.7603
2022-08-14,1.88298
2022-08-15,3.17513
2022-08-16,5.69699
2022-08-17,5.56729
2022-08-18,4.82274
2022-08-19,4.92362
2022-08-20,3.30963
2022-08-21,1.85416
2022-08-22,3.29042
2022-08-23,4.74108
2022-08-24,4.72187
2022-08-25,4.52973
2022-08-26,4.70746
2022-08-27,3.92929
2022-08-28,1.53232
2022-08-29,2.88692
2022-08-30,4.19828
2022-08-31,5.08694
2022-09-01,5.69218
2022-09-02,4.52012
2022-09-03,2.47862
2022-09-04,1.14804
2022-09-05,1.78211
2022-09-06,2.88692
2022-09-07,4.03977
2022-09-08,3.75156
2022-09-09,3.20876
2022-09-10,3.11749
2022-09-11,1.46027
2022-09-12,2.80046
2022-09-13,5.80267
2022-09-14,7.98827
2022-09-15,5.60092
2022-09-16,4.64501
2022-09-17,4.29436
2022-09-18,2.62753
2022-09-19,3.45854
2022-09-20,4.90921
2022-09-21,4.64501
2022-09-22,4.72187
2022-09-23,4.32318
2022-09-24,3.08867
2022-09-25,2.47862
2022-09-26,3.70832
2022-09-27,4.78432
2022-09-28,5.07733
2022-09-29,5.13978
2022-09-30,4.50571
2022-10-01,2.69478
2022-10-02,1.18647
2022-10-03,2.39216
2022-10-04,4.88039
2022-10-05,4.87558
2022-10-06,4.27034
2022-10-07,3.62186
2022-10-08,2.90613
2022-10-09,1.13843
2022-10-10,2.29608
2022-10-11,4.47689
2022-10-12,5.36074
2022-10-13,4.64501
2022-10-14,4.36161
2022-10-15,2.95417
2022-10-16,1.70525
2022-10-17,4.36161
2022-10-18,5.61533
2022-10-19,4.73628
2022-10-20,4.16466
2022-10-21,4.69305
2022-10-22,3.32885
2022-10-23,1.45066
2022-10-24,3.09347
2022-10-25,4.47209
2022-10-26,7.4839
2022-10-27,42.34316
2022-10-28,44.45191
2022-10-29,12.45556
2022-10-30,3.22317
2022-10-31,9.01143
2022-11-01,15.99096
2022-11-02,9.84244
2022-11-03,10.83197
2022-11-04,9.46776
2022-11-05,5.63454
2022-11-06,2.96378
2022-11-07,6.35507
2022-11-08,11.34114
2022-11-09,9.69353
2022-11-10,17.10058
2022-11-11,14.26169
2022-11-12,7.27735
2022-11-13,2.52665
2022-11-14,4.75069
2022-11-15,7.81054
2022-11-16,7.69526
2022-11-17,6.20136
2022-11-18,5.88913
2022-11-19,3.92929
2022-11-20,1.61398
2022-11-21,2.95897
2022-11-22,5.07733
2022-11-23,5.24546
2022-11-24,4.84676
2022-11-25,2.9974
2022-11-26,2.81006
2022-11-27,1.3594
2022-11-28,2.25285
2022-11-29,4.33759
2022-11-30,3.88125
2022-12-01,6.31184
2022-12-02,5.15419
2022-12-03,3.47295
2022-12-04,1.61398
2022-12-05,2.9926
2022-12-06,4.6258
2022-12-07,5.41358
2022-12-08,4.53453
2022-12-09,4.4913
2022-12-10,3.21356
2022-12-11,1.32577
2022-12-12,2.33932
2022-12-13,5.32712
2022-12-14,6.22538
2022-12-15,5.40878
2022-12-16,5.4376
2022-12-17,4.24632
2022-12-18,1.59477
2022-12-19,2.56028
2022-12-20,5.53367
2022-12-21,5.35113
2022-12-22,4.79873
2022-12-23,5.46161
2022-12-24,3.41531
2022-12-25,1.34018
2022-12-26,1.98866
2022-12-27,3.17994
2022-12-28,5.73061
2022-12-29,4.33278
2022-12-30,4.18387
2022-12-31,2.53626
2023-01-01,1.21529
2023-01-02,2.02228
2023-01-03,3.36727
2023-01-04,6.36948
2023-01-05,5.8459
2023-01-06,4.87078
2023-01-07,4.00614
2023-01-08,1.43145
2023-01-09,2.71399
2023-01-10,5.33192
2023-01-11,5.37995
2023-01-12,5.22624
2023-01-13,5.23585
2023-01-14,4.05898
2023-01-15,1.43625
2023-01-16,2.26726
2023-01-17,3.23277
2023-01-18,5.29349
2023-01-19,4.10221
2023-01-20,4.48169
2023-01-21,3.73234
2023-01-22,1.25852
2023-01-23,1.95984
2023-01-24,5.3031
2023-01-25,5.36554
2023-01-26,5.66817
2023-01-27,6.6625
2023-01-28,5.56729
2023-01-29,1.82534
2023-01-30,3.1319
2023-01-31,5.56729
2023-02-01,6.43673
2023-02-02,32.86578
2023-02-03,54.352
2023-02-04,15.00144
2023-02-05,4.72667
2023-02-06,7.95945
2023-02-07,11.57171
2023-02-08,13.26736
2023-02-09,11.57652
2023-02-10,10.44768
2023-02-11,6.44154
2023-02-12,2.44499
2023-02-13,4.72667
2023-02-14,10.30838
2023-02-15,9.43894
2023-02-16,8.82889
2023-02-17,7.17167
2023-02-18,5.31751
2023-02-19,1.907
2023-02-20,2.9974
2023-02-21,5.18781
2023-02-22,7.25814
2023-02-23,7.04198
2023-02-24,6.33105
2023-02-25,4.39043
2023-02-26,1.71486
2023-02-27,3.41051
2023-02-28,6.30704
2023-03-01,6.23498
2023-03-02,5.7114
2023-03-03,5.67297
2023-03-04,6.36948
2023-03-05,2.21923
2023-03-06,4.12623
2023-03-07,7.25814
2023-03-08,7.04678
2023-03-09,6.10529
2023-03-10,5.78826
2023-03-11,4.01095
2023-03-12,1.42665
2023-03-13,3.8092
2023-03-14,6.28302
2023-03-15,8.87212
2023-03-16,8.10836
2023-03-17,7.97386
2023-03-18,4.37121
2023-03-19,1.41704
2023-03-20,3.71793
2023-03-21,6.82102
2023-03-22,7.29657
2023-03-23,7.24853
2023-03-24,6.83543
2023-03-25,4.07339
2023-03-26,1.76289
2023-03-27,3.66509
2023-03-28,5.32712
2023-03-29,5.63454
2023-03-30,6.42232
2023-03-31,6.22057
2023-04-01,4.8948
2023-04-02,1.48909
2023-04-03,3.4057
2023-04-04,6.5328
2023-04-05,6.07647
2023-04-06,5.78345
2023-04-07,5.4424
2023-04-08,2.35853
2023-04-09,1.48909
2023-04-10,3.16552
2023-04-11,5.50004
2023-04-12,4.97165
2023-04-13,5.12056
2023-04-14,5.73542
2023-04-15,3.42492
2023-04-16,1.28254
2023-04-17,2.80046
2023-04-18,5.01969
2023-04-19,4.45287
2023-04-20,4.6258
2023-04-21,4.91401
2023-04-22,2.78605
2023-04-23,1.15765
2023-04-24,2.62753
2023-04-25,4.39523
2023-04-26,5.79786
2023-04-27,22.53818
2023-04-28,23.53251
2023-04-29,7.53194
2023-04-30,2.11355
2023-05-01,3.82841
2023-05-02,8.28609
2023-05-03,6.78739
2023-05-04,5.92756
2023-05-05,4.71707
2023-05-06,4.50571
2023-05-07,1.21049
2023-05-08,3.47295
2023-05-09,7.32058
2023-05-10,5.7162
2023-05-11,5.48083
2023-05-12,5.05812
2023-05-13,2.70919
2023-05-14,1.10961
2023-05-15,2.63714
2023-05-16,5.59611
2023-05-17,5.23105
2023-05-18,5.77865
2023-05-19,7.45989
2023-05-20,3.84282
2023-05-21,1.369
2023-05-22,4.33759
2023-05-23,7.84897
2023-05-24,5.58651
2023-05-25,7.22932
2023-05-26,7.26774
2023-05-27,5.4424
2023-05-28,1.93582
2023-05-29,2.60831
2023-05-30,6.5232
2023-05-31,7.4791
2023-06-01,6.9411
2023-06-02,8.59352
2023-06-03,5.06292
2023-06-04,1.84936
2023-06-05,4.13104
2023-06-06,7.37342
2023-06-07,8.06513
2023-06-08,6.72014
2023-06-09,7.06119
2023-06-10,4.43846
2023-06-11,2.01748
2023-06-12,4.27995
2023-06-13,8.46382
2023-06-14,9.14112
2023-06-15,8.4302
2023-06-16,8.93937
2023-06-17,5.0341
2023-06-18,2.0415
2023-06-19,3.18474
2023-06-20,5.29829
2023-06-21,11.76385
2023-06-22,7.4839
2023-06-23,6.74416
2023-06-24,5.10135
2023-06-25,2.12316
2023-06-26,4.76991
2023-06-27,7.14766
2023-06-28,8.04111
2023-06-29,7.86819
2023-06-30,6.55682
2023-07-01,5.08214
2023-07-02,3.8044
2023-07-03,6.15813
2023-07-04,6.57123
2023-07-05,6.5232
2023-07-06,12.13853
2023-07-07,14.8189
2023-07-08,9.20837
2023-07-09,4.67864
2023-07-10,13.87261
2023-07-11,18.68094
2023-07-12,19.58881
2023-07-13,20.96743
2023-07-14,16.43289
2023-07-15,8.95859
2023-07-16,3.73715
2023-07-17,7.81054
2023-07-18,11.77826
2023-07-19,13.02718
2023-07-20,11.94639
2023-07-21,9.87126
2023-07-22,6.35027
2023-07-23,2.75242
2023-07-24,6.00441
2023-07-25,9.66471
2023-07-26,10.08742
2023-07-27,27.26006
2023-07-28,15.87088
2023-07-29,8.89134
2023-07-30,3.02622
2023-07-31,7.13325
2023-08-01,10.17869
2023-08-02,13.23374
2023-08-03,9.511
2023-08-04,7.82015
2023-08-05,5.01969
2023-08-06,2.26726
2023-08-07,5.31271
2023-08-08,8.06513
2023-08-09,7.25333
2023-08-10,6.797
2023-08-11,5.81227
2023-08-12,3.83322
2023-08-13,1.49389
2023-08-14,3.60745
2023-08-15,5.72581
2023-08-16,5.62013
2023-08-17,5.7114
2023-08-18,6.03804
2023-08-19,3.39609
2023-08-20,1.21049
2023-08-21,3.06465
2023-08-22,5.9852
2023-08-23,5.60572
2023-08-24,7.18128
2023-08-25,4.84196
2023-08-26,3.61706
2023-08-27,1.44106
2023-08-28,3.52579
2023-08-29,5.3031
2023-08-30,6.259
2023-08-31,5.49524
2023-09-01,4.73628
2023-09-02,2.88692
2023-09-03,1.14324
2023-09-04,2.19521
2023-09-05,3.31443
2023-09-06,4.93803
2023-09-07,5.15899
2023-09-08,5.12056
2023-09-09,2.76683
2023-09-10,1.10961
2023-09-11,2.93015
2023-09-12,6.36948
2023-09-13,4.51051
2023-09-14,5.00048
2023-09-15,5.41838
2023-09-16,2.80046
2023-09-17,0.97511
2023-09-18,2.41617
2023-09-19,3.9437
2023-09-20,4.083
2023-09-21,3.9533
2023-09-22,3.63147
2023-09-23,2.41617
2023-09-24,0.73494
2023-09-25,2.20482
2023-09-26,3.6699
2023-09-27,3.18474
2023-09-28,3.19435
2023-09-29,3.545
2023-09-30,2.41137
2023-10-01,1.03276
2023-10-02,1.86857
2023-10-03,3.68911
2023-10-04,3.77077
2023-10-05,3.6747
2023-10-06,3.47295
2023-10-07,2.97819
2023-10-08,0.97992
2023-10-09,2.46901
2023-10-10,4.51051
2023-10-11,5.93236
2023-10-12,5.62974
2023-10-13,4.30877
2023-10-14,2.43539
2023-10-15,0.91267
2023-10-16,2.54107
2023-10-17,4.4913
2023-10-18,4.0878
2023-10-19,4.27034
2023-10-20,3.8092
2023-10-21,2.3105
2023-10-22,0.80699
2023-10-23,2.39696
2023-10-24,4.33278
2023-10-25,5.05331
2023-10-26,12.2346
2023-10-27,6.33586
2023-10-28,2.68997
2023-10-29,1.07599
2023-10-30,2.52185
2023-10-31,4.24632
2023-11-01,3.61706
2023-11-02,4.95724
2023-11-03,4.67864
2023-11-04,3.25199
2023-11-05,1.01354
2023-11-06,2.89172
2023-11-07,4.23671
2023-11-08,4.16466
2023-11-09,4.0782
2023-11-10,3.57863
2023-11-11,3.1319
2023-11-12,0.9559
2023-11-13,2.5843
2023-11-14,5.19262
2023-11-15,6.04284
2023-11-16,4.84676
2023-11-17,3.93409
2023-11-18,2.5843
2023-11-19,0.74935
2023-11-20,2.41617
2023-11-21,5.00048
2023-11-22,3.95811
2023-11-23,4.01095
2023-11-24,2.69958
2023-11-25,2.17119
2023-11-26,1.07118
2023-11-27,1.98866
2023-11-28,3.42011
2023-11-29,3.79959
2023-11-30,3.63627
2023-12-01,3.23758
2023-12-02,2.34412
2023-12-03,1.01834
2023-12-04,2.176
2023-12-05,5.17821
2023-12-06,4.52973
2023-12-07,3.66029
2023-12-08,3.82841
2023-12-09,2.61312
2023-12-10,1.02795
2023-12-11,2.52185
2023-12-12,4.15025
2023-12-13,4.02055
2023-12-14,5.23585
2023-12-15,4.69785
2023-12-16,3.16552
2023-12-17,1.13363
2023-12-18,2.24325
2023-12-19,5.52886
2023-12-20,6.31184
2023-12-21,5.05331
2023-12-22,4.66423
2023-12-23,3.18954
2023-12-24,1.26813
2023-12-25,1.0952
2023-12-26,2.46901
2023-12-27,4.38082
2023-12-28,4.17907
2023-12-29,3.87164
2023-12-30,2.89653
2023-12-31,1.05197
2024-01-01,1.15284
2024-01-02,2.36814
2024-01-03,4.6258
2024-01-04,4.51532
2024-01-05,4.42405
2024-01-06,2.94456
2024-01-07,1.03276
2024-01-08,1.97905
2024-01-09,4.80833
2024-01-10,4.8948
2024-01-11,8.06993
2024-01-12,5.0389
2024-01-13,3.63147
2024-01-14,1.29215
2024-01-15,2.23844
2024-01-16,3.51138
2024-01-17,4.88999
2024-01-18,4.63541
2024-01-19,5.66336
2024-01-20,5.05331
2024-01-21,1.94543
2024-01-22,4.24152
2024-01-23,6.89307
2024-01-24,6.58084
2024-01-25,8.05552
2024-01-26,7.12844
2024-01-27,4.33759
2024-01-28,2.19041
2024-01-29,3.46334
2024-01-30,8.1564
2024-01-31,7.05158
2024-02-01,7.43106
2024-02-02,43.17417
2024-02-03,66.30319
2024-02-04,16.96128
2024-02-05,27.28888
2024-02-06,25.73253
2024-02-07,15.9045
2024-02-08,15.48179
2024-02-09,11.06734
2024-02-10,8.86732
2024-02-11,4.01095
2024-02-12,6.29263
2024-02-13,12.49399
2024-02-14,10.79834
2024-02-15,12.3643
2024-02-16,12.83024
2024-02-17,7.39744
2024-02-18,2.73801
2024-02-19,4.55855
2024-02-20,5.99
2024-02-21,8.85771
2024-02-22,11.34595
2024-02-23,12.96954
2024-02-24,7.09001
2024-02-25,3.43933
2024-02-26,5.4424
2024-02-27,8.63675
2024-02-28,10.75031
2024-02-29,11.6918
2024-03-01,9.67912
2024-03-02,9.25641
2024-03-03,3.6699
2024-03-04,7.08521
2024-03-05,12.11931
2024-03-06,13.94946
2024-03-07,10.40926
2024-03-08,13.08002
2024-03-09,7.28696
2024-03-10,3.34326
2024-03-11,7.46949
2024-03-12,12.52281
2024-03-13,12.0953
2024-03-14,10.24113
2024-03-15,8.5695
2024-03-16,5.35113
2024-03-17,3.01181
2024-03-18,6.45595
2024-03-19,9.39091
2024-03-20,8.05072
