date,의정부맛집
2020-09-28,36.83279
2020-09-29,41.04983
2020-09-30,46.29902
2020-10-01,46.0631
2020-10-02,66.58802
2020-10-03,64.37629
2020-10-04,53.78944
2020-10-05,32.99911
2020-10-06,33.42671
2020-10-07,31.52462
2020-10-08,36.65585
2020-10-09,55.23444
2020-10-10,56.06015
2020-10-11,51.53347
2020-10-12,35.57947
2020-10-13,39.02978
2020-10-14,37.43733
2020-10-15,40.00294
2020-10-16,44.89826
2020-10-17,63.65378
2020-10-18,57.80005
2020-10-19,38.6759
2020-10-20,42.28841
2020-10-21,37.31937
2020-10-22,39.79652
2020-10-23,46.26953
2020-10-24,59.58419
2020-10-25,56.90061
2020-10-26,37.08345
2020-10-27,40.07667
2020-10-28,39.51636
2020-10-29,42.49483
2020-10-30,47.33117
2020-10-31,65.43792
2020-11-01,57.41669
2020-11-02,37.5258
2020-11-03,38.42524
2020-11-04,37.46682
2020-11-05,40.32733
2020-11-06,43.58596
2020-11-07,66.24889
2020-11-08,64.28782
2020-11-09,38.48422
2020-11-10,38.52845
2020-11-11,41.32999
2020-11-12,38.94131
2020-11-13,48.58448
2020-11-14,60.88174
2020-11-15,56.75317
2020-11-16,43.88086
2020-11-17,39.41315
2020-11-18,39.76703
2020-11-19,37.99764
2020-11-20,41.99351
2020-11-21,55.49985
2020-11-22,54.26127
2020-11-23,31.48038
2020-11-24,28.2365
2020-11-25,28.73783
2020-11-26,28.36921
2020-11-27,30.37452
2020-11-28,38.43998
2020-11-29,37.85019
2020-11-30,25.22854
2020-12-01,26.90946
2020-12-02,28.32497
2020-12-03,28.60513
2020-12-04,30.55145
2020-12-05,37.2309
2020-12-06,37.80595
2020-12-07,24.15216
2020-12-08,25.75936
2020-12-09,27.45502
2020-12-10,28.59038
2020-12-11,33.64789
2020-12-12,35.26983
2020-12-13,29.60778
2020-12-14,21.94043
2020-12-15,22.83987
2020-12-16,22.63344
2020-12-17,24.01946
2020-12-18,23.72456
2020-12-19,29.90268
2020-12-20,31.46564
2020-12-21,23.51813
2020-12-22,27.3813
2020-12-23,27.05691
2020-12-24,31.45089
2020-12-25,43.1731
2020-12-26,37.3636
2020-12-27,36.27248
2020-12-28,26.80625
2020-12-29,24.72721
2020-12-30,27.29283
2020-12-31,29.06222
2021-01-01,38.02713
2021-01-02,41.66912
2021-01-03,33.39722
2021-01-04,22.36803
2021-01-05,24.04895
2021-01-06,24.07844
2021-01-07,21.38012
2021-01-08,26.77676
2021-01-09,33.64789
2021-01-10,35.13712
2021-01-11,22.14685
2021-01-12,22.19109
2021-01-13,24.87466
2021-01-14,26.069
2021-01-15,30.75788
2021-01-16,44.82453
2021-01-17,41.46269
2021-01-18,24.97788
2021-01-19,27.26334
2021-01-20,27.97109
2021-01-21,30.62518
2021-01-22,34.00176
2021-01-23,49.248
2021-01-24,48.61397
2021-01-25,30.09436
2021-01-26,30.62518
2021-01-27,30.47773
2021-01-28,27.17487
2021-01-29,32.08493
2021-01-30,50.29489
2021-01-31,48.15688
2021-02-01,28.29548
2021-02-02,32.24712
2021-02-03,29.31288
2021-02-04,30.84635
2021-02-05,38.18932
2021-02-06,56.31082
2021-02-07,54.70362
2021-02-08,34.60631
2021-02-09,39.04452
2021-02-10,41.19728
2021-02-11,49.13005
2021-02-12,50.54556
2021-02-13,67.51695
2021-02-14,57.53465
2021-02-15,37.0982
2021-02-16,37.92391
2021-02-17,40.46004
2021-02-18,40.15039
2021-02-19,44.13152
2021-02-20,62.34149
2021-02-21,62.91654
2021-02-22,37.92391
2021-02-23,39.54585
2021-02-24,41.38897
2021-02-25,41.41846
2021-02-26,46.85933
2021-02-27,68.90297
2021-02-28,72.83987
2021-03-01,52.56561
2021-03-02,36.34621
2021-03-03,33.64789
2021-03-04,36.83279
2021-03-05,44.23473
2021-03-06,66.647
2021-03-07,60.85225
2021-03-08,38.42524
2021-03-09,37.77646
2021-03-10,40.38631
2021-03-11,40.53376
2021-03-12,55.08699
2021-03-13,67.31052
2021-03-14,66.61751
2021-03-15,39.66381
2021-03-16,41.71335
2021-03-17,42.28841
2021-03-18,41.93453
2021-03-19,46.81509
2021-03-20,65.12828
2021-03-21,62.91654
2021-03-22,41.27101
2021-03-23,38.21881
2021-03-24,38.15983
2021-03-25,38.9708
2021-03-26,45.45856
2021-03-27,61.98761
2021-03-28,60.01179
2021-03-29,38.29253
2021-03-30,36.55263
2021-03-31,34.69478
2021-04-01,38.17457
2021-04-02,40.48953
2021-04-03,60.01179
2021-04-04,63.37363
2021-04-05,37.64376
2021-04-06,36.84753
2021-04-07,35.77115
2021-04-08,37.80595
2021-04-09,45.19315
2021-04-10,66.72073
2021-04-11,62.81332
2021-04-12,37.61427
2021-04-13,37.11294
2021-04-14,36.0808
2021-04-15,38.46947
2021-04-16,48.08316
2021-04-17,64.16986
2021-04-18,63.21144
2021-04-19,39.11825
2021-04-20,37.20141
2021-04-21,37.67325
2021-04-22,39.08876
2021-04-23,46.97729
2021-04-24,64.6122
2021-04-25,64.70067
2021-04-26,39.07401
2021-04-27,36.86228
2021-04-28,39.5606
2021-04-29,38.77912
2021-04-30,50.61928
2021-05-01,68.94721
2021-05-02,71.77823
2021-05-03,45.14892
2021-05-04,53.6125
2021-05-05,79.2539
2021-05-06,48.14214
2021-05-07,59.28929
2021-05-08,83.29401
2021-05-09,75.25803
2021-05-10,41.19728
2021-05-11,38.66116
2021-05-12,39.50162
2021-05-13,40.48953
2021-05-14,47.55234
2021-05-15,62.47419
2021-05-16,56.81214
2021-05-17,40.63698
2021-05-18,49.39545
2021-05-19,70.14155
2021-05-20,41.49218
2021-05-21,48.37805
2021-05-22,64.24358
2021-05-23,63.15246
2021-05-24,37.24565
2021-05-25,40.2831
2021-05-26,39.50162
2021-05-27,39.04452
2021-05-28,43.91035
2021-05-29,61.36832
2021-05-30,63.757
2021-05-31,36.39044
2021-06-01,36.6411
2021-06-02,39.66381
2021-06-03,39.1035
2021-06-04,49.43969
2021-06-05,71.96992
2021-06-06,69.38956
2021-06-07,39.02978
2021-06-08,39.97345
2021-06-09,41.06458
2021-06-10,42.61279
2021-06-11,50.05897
2021-06-12,71.35063
2021-06-13,71.58655
2021-06-14,42.96667
2021-06-15,43.48274
2021-06-16,47.74402
2021-06-17,48.12739
2021-06-18,52.25597
2021-06-19,73.37068
2021-06-20,71.30639
2021-06-21,46.358
2021-06-22,44.44116
2021-06-23,47.28693
2021-06-24,45.37009
2021-06-25,51.13535
2021-06-26,73.9015
2021-06-27,71.40961
2021-06-28,42.49483
2021-06-29,43.37953
2021-06-30,39.41315
2021-07-01,40.43055
2021-07-02,47.15423
2021-07-03,61.85491
2021-07-04,61.17664
2021-07-05,40.43055
2021-07-06,41.71335
2021-07-07,41.94927
2021-07-08,39.42789
2021-07-09,40.26835
2021-07-10,60.54261
2021-07-11,48.65821
2021-07-12,33.41197
2021-07-13,34.046
2021-07-14,35.38779
2021-07-15,33.85432
2021-07-16,42.24417
2021-07-17,56.03066
2021-07-18,55.97168
2021-07-19,36.90651
2021-07-20,35.22559
2021-07-21,36.75906
2021-07-22,38.32202
2021-07-23,44.35269
2021-07-24,61.60424
2021-07-25,61.08817
2021-07-26,38.21881
2021-07-27,40.65172
2021-07-28,42.70126
2021-07-29,42.55381
2021-07-30,46.07785
2021-07-31,64.6122
2021-08-01,63.00501
2021-08-02,45.53229
2021-08-03,46.75611
2021-08-04,46.54969
2021-08-05,47.10999
2021-08-06,47.52285
2021-08-07,70.1268
2021-08-08,67.78236
2021-08-09,42.37687
2021-08-10,42.78973
2021-08-11,42.25892
2021-08-12,42.71601
2021-08-13,46.0631
2021-08-14,69.02093
2021-08-15,76.33441
2021-08-16,58.84694
2021-08-17,38.2483
2021-08-18,39.45738
2021-08-19,39.89973
2021-08-20,43.27631
2021-08-21,60.79327
2021-08-22,63.86021
2021-08-23,40.17988
2021-08-24,40.4158
2021-08-25,40.09141
2021-08-26,41.25626
2021-08-27,45.78295
2021-08-28,64.70067
2021-08-29,64.09613
2021-08-30,39.60483
2021-08-31,34.37039
2021-09-01,32.79268
2021-09-02,41.10881
2021-09-03,44.16101
2021-09-04,67.63491
2021-09-05,63.56531
2021-09-06,37.33411
2021-09-07,37.99764
2021-09-08,41.22677
2021-09-09,43.77764
2021-09-10,49.77882
2021-09-11,70.87879
2021-09-12,73.81303
2021-09-13,38.32202
2021-09-14,40.40106
2021-09-15,39.22146
2021-09-16,42.83397
2021-09-17,47.62606
2021-09-18,59.43674
2021-09-19,63.44736
2021-09-20,62.23827
2021-09-21,61.94337
2021-09-22,68.092
2021-09-23,42.92244
2021-09-24,46.96254
2021-09-25,64.46475
2021-09-26,64.1846
2021-09-27,37.02447
2021-09-28,37.2309
2021-09-29,37.31937
2021-09-30,38.26304
2021-10-01,45.32586
2021-10-02,67.64966
2021-10-03,78.61987
2021-10-04,56.01592
2021-10-05,37.61427
2021-10-06,39.29519
2021-10-07,42.86346
2021-10-08,46.91831
2021-10-09,69.15364
2021-10-10,72.38277
2021-10-11,60.43939
2021-10-12,37.42258
2021-10-13,40.20937
2021-10-14,39.01503
2021-10-15,47.41964
2021-10-16,67.56119
2021-10-17,63.21144
2021-10-18,40.79917
2021-10-19,39.82601
2021-10-20,40.51902
2021-10-21,40.59274
2021-10-22,50.14744
2021-10-23,69.68445
2021-10-24,66.17516
2021-10-25,38.66116
2021-10-26,39.84075
2021-10-27,40.69595
2021-10-28,39.78177
2021-10-29,47.47861
2021-10-30,65.64435
2021-10-31,66.49955
2021-11-01,41.66912
2021-11-02,45.29637
2021-11-03,45.48805
2021-11-04,44.6181
2021-11-05,50.92892
2021-11-06,69.92037
2021-11-07,65.68858
2021-11-08,42.14096
2021-11-09,43.42376
2021-11-10,43.61545
2021-11-11,44.24948
2021-11-12,50.97316
2021-11-13,70.56915
2021-11-14,64.55322
2021-11-15,44.13152
2021-11-16,42.99616
2021-11-17,44.35269
2021-11-18,41.5659
2021-11-19,51.04688
2021-11-20,68.092
2021-11-21,65.29047
2021-11-22,43.20259
2021-11-23,42.8782
2021-11-24,41.3005
2021-11-25,44.3232
2021-11-26,47.36066
2021-11-27,63.07873
2021-11-28,64.12562
2021-11-29,41.78708
2021-11-30,42.89295
2021-12-01,40.74019
2021-12-02,43.39427
2021-12-03,46.69713
2021-12-04,59.86434
2021-12-05,57.75582
2021-12-06,39.48687
2021-12-07,41.21203
2021-12-08,39.48687
2021-12-09,39.9882
2021-12-10,46.2253
2021-12-11,60.29194
2021-12-12,57.87378
2021-12-13,37.6585
2021-12-14,37.74697
2021-12-15,41.37422
2021-12-16,38.94131
2021-12-17,43.01091
2021-12-18,50.41285
2021-12-19,48.9826
2021-12-20,36.78855
2021-12-21,39.30993
2021-12-22,38.41049
2021-12-23,40.26835
2021-12-24,49.66086
2021-12-25,67.67915
2021-12-26,51.62194
2021-12-27,37.6585
2021-12-28,37.0982
2021-12-29,37.08345
2021-12-30,40.09141
2021-12-31,43.79239
2022-01-01,56.39929
2022-01-02,55.70628
2022-01-03,33.60365
2022-01-04,34.51784
2022-01-05,37.49631
2022-01-06,39.88498
2022-01-07,44.4854
2022-01-08,62.04659
2022-01-09,56.42878
2022-01-10,39.66381
2022-01-11,37.98289
2022-01-12,38.33677
2022-01-13,41.41846
2022-01-14,46.28428
2022-01-15,61.76644
2022-01-16,63.12297
2022-01-17,37.90917
2022-01-18,39.97345
2022-01-19,33.91329
2022-01-20,40.91713
2022-01-21,43.45325
2022-01-22,65.82129
2022-01-23,63.99292
2022-01-24,38.46947
2022-01-25,39.29519
2022-01-26,36.49365
2022-01-27,37.99764
2022-01-28,42.37687
2022-01-29,59.73164
2022-01-30,58.22766
2022-01-31,51.03214
2022-02-01,48.34856
2022-02-02,59.9823
2022-02-03,37.34886
2022-02-04,43.11412
2022-02-05,58.58153
2022-02-06,52.60984
2022-02-07,33.20554
2022-02-08,37.12769
2022-02-09,35.26983
2022-02-10,35.10763
2022-02-11,40.23886
2022-02-12,58.84694
2022-02-13,56.82689
2022-02-14,38.92657
2022-02-15,36.87702
2022-02-16,34.93069
2022-02-17,38.46947
2022-02-18,42.71601
2022-02-19,63.10822
2022-02-20,56.39929
2022-02-21,37.17192
2022-02-22,36.87702
2022-02-23,38.04187
2022-02-24,36.87702
2022-02-25,40.26835
2022-02-26,59.43674
2022-02-27,62.68062
2022-02-28,45.67974
2022-03-01,60.20347
2022-03-02,32.14391
2022-03-03,34.35564
2022-03-04,42.62754
2022-03-05,62.53317
2022-03-06,57.80005
2022-03-07,36.11029
2022-03-08,41.81657
2022-03-09,55.47036
2022-03-10,34.85697
2022-03-11,44.66234
2022-03-12,62.1498
2022-03-13,54.64464
2022-03-14,36.44942
2022-03-15,35.90386
2022-03-16,35.68268
2022-03-17,36.09554
2022-03-18,46.2253
2022-03-19,62.06133
2022-03-20,57.25449
2022-03-21,35.65319
2022-03-22,36.18401
2022-03-23,37.49631
2022-03-24,38.55794
2022-03-25,46.71188
2022-03-26,61.61899
2022-03-27,61.91388
2022-03-28,38.35151
2022-03-29,39.72279
2022-03-30,39.54585
2022-03-31,40.66647
2022-04-01,47.22795
2022-04-02,66.05721
2022-04-03,66.26363
2022-04-04,40.06192
2022-04-05,41.03509
2022-04-06,42.03774
2022-04-07,41.66912
2022-04-08,47.92096
2022-04-09,64.1846
2022-04-10,60.7048
2022-04-11,39.64907
2022-04-12,40.20937
2022-04-13,39.04452
2022-04-14,41.8608
2022-04-15,50.73724
2022-04-16,71.2769
2022-04-17,65.61486
2022-04-18,44.24948
2022-04-19,43.7629
2022-04-20,43.8956
2022-04-21,43.98407
2022-04-22,51.31229
2022-04-23,71.32114
2022-04-24,69.12415
2022-04-25,47.22795
2022-04-26,45.59127
2022-04-27,46.69713
2022-04-28,48.54025
2022-04-29,55.21969
2022-04-30,75.65614
2022-05-01,76.68829
2022-05-02,56.06015
2022-05-03,55.08699
2022-05-04,62.66588
2022-05-05,93.21734
2022-05-06,72.35328
2022-05-07,100.0
2022-05-08,87.90917
2022-05-09,45.29637
2022-05-10,43.63019
2022-05-11,41.61014
2022-05-12,41.69861
2022-05-13,50.14744
2022-05-14,72.66293
2022-05-15,68.04777
2022-05-16,44.86877
2022-05-17,42.81922
2022-05-18,43.91035
2022-05-19,45.06045
2022-05-20,53.77469
2022-05-21,70.70185
2022-05-22,70.58389
2022-05-23,44.30846
2022-05-24,44.50014
2022-05-25,45.88616
2022-05-26,43.80713
2022-05-27,50.60454
2022-05-28,73.70982
2022-05-29,67.41374
2022-05-30,47.30168
2022-05-31,55.39663
2022-06-01,73.88675
2022-06-02,40.56325
2022-06-03,52.78678
2022-06-04,79.60778
2022-06-05,82.601
2022-06-06,69.07991
2022-06-07,39.07401
2022-06-08,45.47331
2022-06-09,42.22943
2022-06-10,52.0053
2022-06-11,73.34119
2022-06-12,67.82659
2022-06-13,48.34856
2022-06-14,43.99882
2022-06-15,45.67974
2022-06-16,46.40224
2022-06-17,55.75051
2022-06-18,76.7915
2022-06-19,69.03568
2022-06-20,50.07372
2022-06-21,50.89943
2022-06-22,49.21851
2022-06-23,44.98672
2022-06-24,56.10439
2022-06-25,79.26865
2022-06-26,67.31052
2022-06-27,44.63285
2022-06-28,46.66764
2022-06-29,44.72132
2022-06-30,41.61014
2022-07-01,59.08286
2022-07-02,82.40931
2022-07-03,75.74461
2022-07-04,48.3928
2022-07-05,48.31907
2022-07-06,46.88882
2022-07-07,47.81775
2022-07-08,55.07225
2022-07-09,85.00442
2022-07-10,77.63196
2022-07-11,47.15423
2022-07-12,47.31642
2022-07-13,40.40106
2022-07-14,47.803
2022-07-15,56.00117
2022-07-16,70.48068
2022-07-17,73.51813
2022-07-18,49.15953
2022-07-19,48.20112
2022-07-20,48.96785
2022-07-21,47.18372
2022-07-22,56.10439
2022-07-23,76.43762
2022-07-24,75.03686
2022-07-25,49.5429
2022-07-26,50.9879
2022-07-27,51.88734
2022-07-28,51.88734
2022-07-29,61.57475
2022-07-30,83.91329
2022-07-31,75.22854
2022-08-01,62.59215
2022-08-02,59.93807
2022-08-03,60.38041
2022-08-04,54.34974
2022-08-05,61.97286
2022-08-06,86.84753
2022-08-07,73.44441
2022-08-08,45.28162
2022-08-09,41.66912
2022-08-10,51.1501
2022-08-11,53.73046
2022-08-12,59.52521
2022-08-13,78.61987
2022-08-14,93.82188
2022-08-15,70.31849
2022-08-16,48.03892
2022-08-17,48.3928
2022-08-18,45.59127
2022-08-19,51.10586
2022-08-20,81.48038
2022-08-21,72.14685
2022-08-22,45.13417
2022-08-23,43.74815
2022-08-24,42.84871
2022-08-25,41.83131
2022-08-26,51.03214
2022-08-27,76.02477
2022-08-28,72.30905
2022-08-29,39.64907
2022-08-30,40.97611
2022-08-31,37.03922
2022-09-01,41.63963
2022-09-02,49.29224
2022-09-03,67.28103
2022-09-04,54.23179
2022-09-05,33.54467
2022-09-06,39.28044
2022-09-07,39.75228
2022-09-08,50.29489
2022-09-09,67.41374
2022-09-10,72.60395
2022-09-11,83.36773
2022-09-12,74.16691
2022-09-13,39.82601
2022-09-14,39.05927
2022-09-15,41.4332
2022-09-16,48.00943
2022-09-17,68.43114
2022-09-18,62.99026
2022-09-19,41.49218
2022-09-20,39.3984
2022-09-21,43.73341
2022-09-22,40.26835
2022-09-23,47.92096
2022-09-24,71.23267
2022-09-25,63.01975
2022-09-26,41.28575
2022-09-27,44.23473
2022-09-28,41.74284
2022-09-29,44.11677
2022-09-30,51.17959
2022-10-01,72.8841
2022-10-02,78.51666
2022-10-03,59.93807
2022-10-04,43.468
2022-10-05,41.10881
2022-10-06,41.53641
2022-10-07,48.40754
2022-10-08,70.00884
2022-10-09,74.10793
2022-10-10,64.81863
2022-10-11,39.92922
2022-10-12,39.94396
2022-10-13,40.578
2022-10-14,47.28693
2022-10-15,71.70451
2022-10-16,66.23414
2022-10-17,42.40636
2022-10-18,41.22677
2022-10-19,40.29784
2022-10-20,42.18519
2022-10-21,46.358
2022-10-22,68.74078
2022-10-23,66.44057
2022-10-24,41.24152
2022-10-25,44.38218
2022-10-26,41.07932
2022-10-27,39.97345
2022-10-28,47.55234
2022-10-29,66.60277
2022-10-30,63.3294
2022-10-31,41.87555
2022-11-01,43.42376
2022-11-02,42.03774
2022-11-03,41.44795
2022-11-04,49.17428
2022-11-05,66.61751
2022-11-06,64.06664
2022-11-07,43.92509
2022-11-08,41.50693
2022-11-09,42.21468
2022-11-10,43.58596
2022-11-11,51.13535
2022-11-12,67.63491
2022-11-13,65.08404
2022-11-14,45.57652
2022-11-15,43.05514
2022-11-16,41.66912
2022-11-17,44.36744
2022-11-18,53.05219
2022-11-19,65.82129
2022-11-20,60.54261
2022-11-21,43.39427
2022-11-22,45.91565
2022-11-23,41.62488
2022-11-24,37.90917
2022-11-25,52.71306
2022-11-26,70.39221
2022-11-27,64.30256
2022-11-28,39.36891
2022-11-29,42.7455
2022-11-30,42.06723
2022-12-01,41.18254
2022-12-02,46.53494
2022-12-03,60.52786
2022-12-04,65.202
2022-12-05,42.33264
2022-12-06,45.14892
2022-12-07,44.98672
2022-12-08,49.39545
2022-12-09,53.67148
2022-12-10,71.08522
2022-12-11,65.02506
2022-12-12,46.57918
2022-12-13,47.47861
2022-12-14,47.10999
2022-12-15,43.96933
2022-12-16,54.89531
2022-12-17,68.32792
2022-12-18,63.49159
2022-12-19,47.15423
2022-12-20,46.74137
2022-12-21,43.61545
2022-12-22,47.40489
2022-12-23,56.72368
2022-12-24,84.31141
2022-12-25,87.02447
2022-12-26,50.10321
2022-12-27,49.27749
2022-12-28,49.08581
2022-12-29,54.70362
2022-12-30,60.77853
2022-12-31,74.31436
2023-01-01,72.97257
2023-01-02,48.79091
2023-01-03,47.59657
2023-01-04,46.29902
2023-01-05,47.0805
2023-01-06,54.39398
2023-01-07,74.06369
2023-01-08,73.09053
2023-01-09,49.20377
2023-01-10,45.2079
2023-01-11,47.61132
2023-01-12,47.41964
2023-01-13,56.64995
2023-01-14,77.27808
2023-01-15,70.90828
2023-01-16,47.3754
2023-01-17,46.2253
2023-01-18,47.87673
2023-01-19,47.68504
2023-01-20,55.61781
2023-01-21,68.78501
2023-01-22,75.89206
2023-01-23,99.14479
2023-01-24,72.01415
2023-01-25,49.05632
2023-01-26,46.90356
2023-01-27,56.25184
2023-01-28,74.28487
2023-01-29,71.33588
2023-01-30,44.63285
2023-01-31,45.17841
2023-02-01,46.93305
2023-02-02,46.93305
2023-02-03,55.26393
2023-02-04,76.40813
2023-02-05,70.83456
2023-02-06,44.50014
2023-02-07,48.54025
2023-02-08,47.16897
2023-02-09,50.86994
2023-02-10,59.3925
2023-02-11,83.22028
2023-02-12,75.31701
2023-02-13,50.79622
2023-02-14,53.46505
2023-02-15,49.8378
2023-02-16,49.74933
2023-02-17,59.58419
2023-02-18,79.81421
2023-02-19,73.93099
2023-02-20,47.99469
2023-02-21,50.02948
2023-02-22,49.88204
2023-02-23,51.94632
2023-02-24,58.1097
2023-02-25,78.41344
2023-02-26,71.55706
2023-02-27,50.20642
2023-02-28,57.80005
2023-03-01,73.14951
2023-03-02,42.18519
2023-03-03,50.61928
2023-03-04,79.87319
2023-03-05,68.62282
2023-03-06,41.37422
2023-03-07,43.3058
2023-03-08,44.83928
2023-03-09,45.54703
2023-03-10,50.41285
2023-03-11,73.98997
2023-03-12,63.87496
2023-03-13,45.45856
2023-03-14,44.27897
2023-03-15,43.35004
2023-03-16,44.29371
2023-03-17,53.73046
2023-03-18,74.53553
2023-03-19,66.01297
2023-03-20,44.30846
2023-03-21,45.60601
2023-03-22,42.40636
2023-03-23,44.52963
2023-03-24,52.22648
2023-03-25,77.41079
2023-03-26,70.14155
2023-03-27,40.96136
2023-03-28,41.75759
2023-03-29,44.27897
2023-03-30,45.14892
2023-03-31,52.07903
2023-04-01,70.31849
2023-04-02,68.66705
2023-04-03,44.13152
2023-04-04,44.10203
2023-04-05,44.41167
2023-04-06,47.75877
2023-04-07,58.80271
2023-04-08,79.9764
2023-04-09,70.52491
2023-04-10,44.47065
2023-04-11,45.84193
2023-04-12,44.26422
2023-04-13,47.0805
2023-04-14,55.79475
2023-04-15,73.38543
2023-04-16,67.22205
2023-04-17,47.0805
2023-04-18,45.48805
2023-04-19,47.61132
2023-04-20,47.06576
2023-04-21,53.67148
2023-04-22,72.94308
2023-04-23,71.21792
2023-04-24,46.88882
2023-04-25,50.78148
2023-04-26,47.71453
2023-04-27,54.4677
2023-04-28,59.00914
2023-04-29,79.22441
2023-04-30,87.02447
2023-05-01,77.79416
2023-05-02,52.41816
2023-05-03,54.86582
2023-05-04,64.27307
2023-05-05,96.60867
2023-05-06,96.10734
2023-05-07,82.96962
2023-05-08,54.82158
2023-05-09,44.86877
2023-05-10,45.51754
2023-05-11,47.65555
2023-05-12,55.42612
2023-05-13,74.37334
2023-05-14,70.31849
2023-05-15,45.57652
2023-05-16,47.46387
2023-05-17,44.89826
2023-05-18,43.68917
2023-05-19,54.09908
2023-05-20,69.49277
2023-05-21,63.80123
2023-05-22,41.61014
2023-05-23,42.28841
2023-05-24,41.58065
2023-05-25,44.88351
2023-05-26,53.87791
2023-05-27,73.98997
2023-05-28,78.29548
2023-05-29,71.29165
