date,청년형소득공제장기펀드
2022-03-28,9.68612
2022-03-29,8.19028
2022-03-30,8.14124
2022-03-31,9.71064
2022-04-01,6.86611
2022-04-02,4.43845
2022-04-03,6.13045
2022-04-04,7.13585
2022-04-05,7.16037
2022-04-06,6.81706
2022-04-07,6.91515
2022-04-08,6.22854
2022-04-09,5.81167
2022-04-10,8.80333
2022-04-11,11.59882
2022-04-12,8.92594
2022-04-13,9.17116
2022-04-14,7.84698
2022-04-15,7.72437
2022-04-16,3.89897
2022-04-17,5.41932
2022-04-18,4.6101
2022-04-19,5.02697
2022-04-20,3.45757
2022-04-21,4.56105
2022-04-22,3.58018
2022-04-23,2.59931
2022-04-24,4.26679
2022-04-25,5.3948
2022-04-26,5.07601
2022-04-27,4.02157
2022-04-28,4.43845
2022-04-29,4.26679
2022-04-30,3.31044
2022-05-01,3.89897
2022-05-02,5.32123
2022-05-03,6.93967
2022-05-04,3.48209
2022-05-05,2.55026
2022-05-06,3.84992
2022-05-07,2.37861
2022-05-08,3.28592
2022-05-09,4.83079
2022-05-10,4.46297
2022-05-11,4.21775
2022-05-12,3.2614
2022-05-13,2.72192
2022-05-14,2.15792
2022-05-15,3.11427
2022-05-16,3.65375
2022-05-17,4.21775
2022-05-18,2.86905
2022-05-19,3.11427
2022-05-20,1.81461
2022-05-21,1.96174
2022-05-22,2.40313
2022-05-23,3.67827
2022-05-24,2.99166
2022-05-25,3.11427
2022-05-26,2.67287
2022-05-27,1.93722
2022-05-28,1.56939
2022-05-29,2.23148
2022-05-30,12.28543
2022-05-31,17.43501
2022-06-01,21.65277
2022-06-02,19.27415
2022-06-03,12.16282
2022-06-04,7.11132
2022-06-05,9.09759
2022-06-06,11.37812
2022-06-07,16.79744
2022-06-08,6.7435
2022-06-09,6.03236
2022-06-10,5.29671
2022-06-11,3.84992
2022-06-12,5.29671
2022-06-13,8.23933
2022-06-14,12.65326
2022-06-15,17.70475
2022-06-16,25.33104
2022-06-17,26.55713
2022-06-18,17.09171
2022-06-19,12.99656
2022-06-20,11.30456
2022-06-21,5.98332
2022-06-22,4.51201
2022-06-23,4.11966
2022-06-24,3.75183
2022-06-25,2.94261
2022-06-26,2.55026
2022-06-27,3.50662
2022-06-28,4.63462
2022-06-29,8.06768
2022-06-30,8.31289
2022-07-01,11.10838
2022-07-02,4.68366
2022-07-03,6.08141
2022-07-04,6.05689
2022-07-05,6.08141
2022-07-06,7.60176
2022-07-07,4.97793
2022-07-08,4.43845
2022-07-09,3.06522
2022-07-10,18.02354
2022-07-11,33.34968
2022-07-12,14.90926
2022-07-13,10.64247
2022-07-14,12.28543
2022-07-15,6.49828
2022-07-16,3.31044
2022-07-17,5.71358
2022-07-18,10.15203
2022-07-19,5.86071
2022-07-20,5.02697
2022-07-21,4.73271
2022-07-22,4.19323
2022-07-23,2.08435
2022-07-24,2.50122
2022-07-25,4.43845
2022-07-26,3.6047
2022-07-27,3.06522
2022-07-28,2.89357
2022-07-29,2.64835
2022-07-30,1.3487
2022-07-31,1.76557
2022-08-01,2.86905
2022-08-02,2.256
2022-08-03,2.96714
2022-08-04,2.30505
2022-08-05,2.13339
2022-08-06,2.03531
2022-08-07,1.61844
2022-08-08,2.52574
2022-08-09,2.28052
2022-08-10,2.89357
2022-08-11,1.692
2022-08-12,2.23148
2022-08-13,4.36488
2022-08-14,1.76557
2022-08-15,2.6974
2022-08-16,3.77636
2022-08-17,19.02893
2022-08-18,15.20353
2022-08-19,34.35507
2022-08-20,14.95831
2022-08-21,12.18734
2022-08-22,9.2202
2022-08-23,9.19568
2022-08-24,6.98871
2022-08-25,7.0868
2022-08-26,5.3948
2022-08-27,2.45218
2022-08-28,1.81461
2022-08-29,2.57479
2022-08-30,3.50662
2022-08-31,3.11427
2022-09-01,1.86365
2022-09-02,1.9127
2022-09-03,1.39774
2022-09-04,1.56939
2022-09-05,1.9127
2022-09-06,1.9127
2022-09-07,1.74104
2022-09-08,1.71652
2022-09-09,1.22609
2022-09-10,1.15252
2022-09-11,1.44678
2022-09-12,1.692
2022-09-13,1.25061
2022-09-14,1.692
2022-09-15,1.86365
2022-09-16,0.80922
2022-09-17,1.17704
2022-09-18,1.3487
2022-09-19,1.54487
2022-09-20,1.56939
2022-09-21,1.25061
2022-09-22,1.00539
2022-09-23,0.88278
2022-09-24,0.53948
2022-09-25,0.85826
2022-09-26,1.27513
2022-09-27,0.9073
2022-09-28,1.10348
2022-09-29,1.29965
2022-09-30,1.10348
2022-10-01,0.73565
2022-10-02,0.66208
2022-10-03,1.00539
2022-10-04,1.54487
2022-10-05,1.17704
2022-10-06,1.76557
2022-10-07,1.07896
2022-10-08,0.564
2022-10-09,0.66208
2022-10-10,1.20156
2022-10-11,1.22609
2022-10-12,1.61844
2022-10-13,1.128
2022-10-14,0.564
2022-10-15,0.564
2022-10-16,0.85826
2022-10-17,0.83374
2022-10-18,1.59391
2022-10-19,1.07896
2022-10-20,1.00539
2022-10-21,1.20156
2022-10-22,0.49043
2022-10-23,0.83374
2022-10-24,0.98087
2022-10-25,0.95635
2022-10-26,1.61844
2022-10-27,1.20156
2022-10-28,1.22609
2022-10-29,0.73565
2022-10-30,0.71113
2022-10-31,1.20156
2022-11-01,1.4713
2022-11-02,0.95635
2022-11-03,0.9073
2022-11-04,0.63756
2022-11-05,0.88278
2022-11-06,0.44139
2022-11-07,0.93182
2022-11-08,1.29965
2022-11-09,1.00539
2022-11-10,1.42226
2022-11-11,0.63756
2022-11-12,0.68661
2022-11-13,0.564
2022-11-14,1.83913
2022-11-15,1.22609
2022-11-16,1.4713
2022-11-17,0.88278
2022-11-18,0.66208
2022-11-19,0.22069
2022-11-20,0.564
2022-11-21,1.15252
2022-11-22,1.17704
2022-11-23,1.00539
2022-11-24,1.00539
2022-11-25,0.51495
2022-11-26,0.73565
2022-11-27,0.564
2022-11-28,1.4713
2022-11-29,1.22609
2022-11-30,1.02991
2022-12-01,0.9073
2022-12-02,0.83374
2022-12-03,0.53948
2022-12-04,0.58852
2022-12-05,0.73565
2022-12-06,1.15252
2022-12-07,1.83913
2022-12-08,1.22609
2022-12-09,1.54487
2022-12-10,0.68661
2022-12-11,0.63756
2022-12-12,1.25061
2022-12-13,1.81461
2022-12-14,1.71652
2022-12-15,1.10348
2022-12-16,1.52035
2022-12-17,0.68661
2022-12-18,0.58852
2022-12-19,1.15252
2022-12-20,1.64296
2022-12-21,1.17704
2022-12-22,1.27513
2022-12-23,1.05443
2022-12-24,1.22609
2022-12-25,1.37322
2022-12-26,1.42226
2022-12-27,1.29965
2022-12-28,1.00539
2022-12-29,0.78469
2022-12-30,0.564
2022-12-31,0.41687
2023-01-01,0.17165
2023-01-02,0.88278
2023-01-03,0.83374
2023-01-04,0.68661
2023-01-05,0.95635
2023-01-06,0.68661
2023-01-07,0.41687
2023-01-08,0.36782
2023-01-09,1.15252
2023-01-10,1.00539
2023-01-11,1.20156
2023-01-12,1.37322
2023-01-13,1.17704
2023-01-14,7.16037
2023-01-15,3.43305
2023-01-16,3.0407
2023-01-17,4.29131
2023-01-18,3.55566
2023-01-19,2.55026
2023-01-20,3.01618
2023-01-21,0.78469
2023-01-22,0.9073
2023-01-23,1.15252
2023-01-24,1.61844
2023-01-25,3.13879
2023-01-26,3.28592
2023-01-27,2.03531
2023-01-28,1.17704
2023-01-29,0.80922
2023-01-30,2.05983
2023-01-31,1.15252
2023-02-01,22.38842
2023-02-02,9.04855
2023-02-03,3.08974
2023-02-04,2.52574
2023-02-05,2.82
2023-02-06,8.04315
2023-02-07,4.14418
2023-02-08,3.67827
2023-02-09,3.38401
2023-02-10,3.2614
2023-02-11,2.42766
2023-02-12,1.98626
2023-02-13,3.50662
2023-02-14,2.64835
2023-02-15,3.18783
2023-02-16,1.96174
2023-02-17,1.79009
2023-02-18,1.15252
2023-02-19,1.27513
2023-02-20,2.77096
2023-02-21,6.35115
2023-02-22,3.75183
2023-02-23,2.91809
2023-02-24,3.43305
2023-02-25,1.54487
2023-02-26,1.56939
2023-02-27,2.15792
2023-02-28,2.57479
2023-03-01,1.32417
2023-03-02,2.84453
2023-03-03,2.96714
2023-03-04,2.96714
2023-03-05,4.02157
2023-03-06,4.48749
2023-03-07,4.29131
2023-03-08,13.90387
2023-03-09,10.05394
2023-03-10,6.57184
2023-03-11,3.18783
2023-03-12,3.31044
2023-03-13,10.12751
2023-03-14,6.96419
2023-03-15,11.99117
2023-03-16,9.75968
2023-03-17,14.615
2023-03-18,5.81167
2023-03-19,5.14958
2023-03-20,19.76459
2023-03-21,18.85728
2023-03-22,16.67484
2023-03-23,13.87935
2023-03-24,22.5846
2023-03-25,8.90142
2023-03-26,8.01863
2023-03-27,17.45953
2023-03-28,13.38891
2023-03-29,9.95586
2023-03-30,10.2256
2023-03-31,10.12751
2023-04-01,5.32123
2023-04-02,4.65914
2023-04-03,7.72437
2023-04-04,9.90681
2023-04-05,10.51986
2023-04-06,8.21481
2023-04-07,5.9588
2023-04-08,3.70279
2023-04-09,3.48209
2023-04-10,11.5743
2023-04-11,20.25502
2023-04-12,14.90926
2023-04-13,8.31289
2023-04-14,6.91515
2023-04-15,3.75183
2023-04-16,3.35948
2023-04-17,7.62628
2023-04-18,7.11132
2023-04-19,5.56645
2023-04-20,5.61549
2023-04-21,6.69445
2023-04-22,2.28052
2023-04-23,2.6974
2023-04-24,6.37567
2023-04-25,6.25306
2023-04-26,4.97793
2023-04-27,6.44923
2023-04-28,3.92349
2023-04-29,2.08435
2023-04-30,2.13339
2023-05-01,4.14418
2023-05-02,4.41392
2023-05-03,3.38401
2023-05-04,3.6047
2023-05-05,2.40313
2023-05-06,2.03531
2023-05-07,2.59931
2023-05-08,4.24227
2023-05-09,6.47376
2023-05-10,4.09514
2023-05-11,3.06522
2023-05-12,2.57479
2023-05-13,1.52035
2023-05-14,1.61844
2023-05-15,2.96714
2023-05-16,2.79548
2023-05-17,3.21235
2023-05-18,4.9534
2023-05-19,2.79548
2023-05-20,1.42226
2023-05-21,1.3487
2023-05-22,4.07062
2023-05-23,3.62923
2023-05-24,3.23688
2023-05-25,2.72192
2023-05-26,2.52574
2023-05-27,1.64296
2023-05-28,1.52035
2023-05-29,1.93722
2023-05-30,2.67287
2023-05-31,3.11427
2023-06-01,3.31044
2023-06-02,3.01618
2023-06-03,1.29965
2023-06-04,1.4713
2023-06-05,2.4767
2023-06-06,1.71652
2023-06-07,2.18244
2023-06-08,2.50122
2023-06-09,2.42766
2023-06-10,0.88278
2023-06-11,1.56939
2023-06-12,2.59931
2023-06-13,3.21235
2023-06-14,3.21235
2023-06-15,3.87444
2023-06-16,3.28592
2023-06-17,1.86365
2023-06-18,1.93722
2023-06-19,2.45218
2023-06-20,3.38401
2023-06-21,3.0407
2023-06-22,2.64835
2023-06-23,2.13339
2023-06-24,1.71652
2023-06-25,0.85826
2023-06-26,2.67287
2023-06-27,2.96714
2023-06-28,2.99166
2023-06-29,3.06522
2023-06-30,2.62383
2023-07-01,1.27513
2023-07-02,1.3487
2023-07-03,1.692
2023-07-04,1.74104
2023-07-05,2.28052
2023-07-06,1.88818
2023-07-07,1.37322
2023-07-08,1.25061
2023-07-09,0.88278
2023-07-10,1.9127
2023-07-11,1.42226
2023-07-12,1.66748
2023-07-13,1.52035
2023-07-14,0.66208
2023-07-15,0.564
2023-07-16,1.15252
2023-07-17,1.74104
2023-07-18,1.10348
2023-07-19,1.96174
2023-07-20,1.15252
2023-07-21,1.02991
2023-07-22,0.71113
2023-07-23,0.564
2023-07-24,1.37322
2023-07-25,1.37322
2023-07-26,1.64296
2023-07-27,1.86365
2023-07-28,2.03531
2023-07-29,1.128
2023-07-30,0.564
2023-07-31,1.93722
2023-08-01,1.79009
2023-08-02,1.4713
2023-08-03,1.32417
2023-08-04,2.10887
2023-08-05,0.83374
2023-08-06,1.128
2023-08-07,1.17704
2023-08-08,1.74104
2023-08-09,0.88278
2023-08-10,1.37322
2023-08-11,1.25061
2023-08-12,0.46591
2023-08-13,0.68661
2023-08-14,1.59391
2023-08-15,0.73565
2023-08-16,1.49583
2023-08-17,1.76557
2023-08-18,1.20156
2023-08-19,0.49043
2023-08-20,0.66208
2023-08-21,1.54487
2023-08-22,5.9588
2023-08-23,3.16331
2023-08-24,1.692
2023-08-25,1.25061
2023-08-26,0.63756
2023-08-27,0.93182
2023-08-28,1.88818
2023-08-29,1.74104
2023-08-30,1.56939
2023-08-31,1.4713
2023-09-01,0.95635
2023-09-02,0.564
2023-09-03,0.58852
2023-09-04,1.42226
2023-09-05,1.86365
2023-09-06,1.44678
2023-09-07,1.15252
2023-09-08,3.38401
2023-09-09,0.66208
2023-09-10,0.93182
2023-09-11,1.88818
2023-09-12,1.32417
2023-09-13,0.9073
2023-09-14,1.52035
2023-09-15,0.85826
2023-09-16,0.53948
2023-09-17,0.53948
2023-09-18,0.9073
2023-09-19,1.59391
2023-09-20,1.44678
2023-09-21,1.74104
2023-09-22,0.95635
2023-09-23,0.73565
2023-09-24,0.85826
2023-09-25,1.44678
2023-09-26,1.81461
2023-09-27,0.95635
2023-09-28,0.53948
2023-09-29,0.51495
2023-09-30,0.80922
2023-10-01,0.71113
2023-10-02,1.00539
2023-10-03,0.85826
2023-10-04,1.15252
2023-10-05,1.20156
2023-10-06,1.27513
2023-10-07,0.41687
2023-10-08,0.41687
2023-10-09,0.63756
2023-10-10,0.88278
2023-10-11,1.10348
2023-10-12,1.10348
2023-10-13,3.72731
2023-10-14,0.85826
2023-10-15,0.80922
2023-10-16,1.59391
2023-10-17,1.39774
2023-10-18,1.15252
2023-10-19,1.05443
2023-10-20,1.49583
2023-10-21,0.85826
2023-10-22,0.61304
2023-10-23,1.59391
2023-10-24,1.4713
2023-10-25,1.61844
2023-10-26,1.86365
2023-10-27,1.86365
2023-10-28,0.9073
2023-10-29,0.564
2023-10-30,1.25061
2023-10-31,1.64296
2023-11-01,1.32417
2023-11-02,3.08974
2023-11-03,1.37322
2023-11-04,0.88278
2023-11-05,1.15252
2023-11-06,1.96174
2023-11-07,1.4713
2023-11-08,1.15252
2023-11-09,1.17704
2023-11-10,1.61844
2023-11-11,0.98087
2023-11-12,0.61304
2023-11-13,1.32417
2023-11-14,1.56939
2023-11-15,1.692
2023-11-16,1.88818
2023-11-17,1.15252
2023-11-18,0.73565
2023-11-19,1.00539
2023-11-20,5.90975
2023-11-21,3.6047
2023-11-22,2.62383
2023-11-23,2.03531
2023-11-24,3.18783
2023-11-25,1.76557
2023-11-26,1.81461
2023-11-27,3.23688
2023-11-28,2.03531
2023-11-29,1.64296
2023-11-30,3.6047
2023-12-01,2.64835
2023-12-02,1.96174
2023-12-03,3.6047
2023-12-04,3.80088
2023-12-05,3.18783
2023-12-06,3.31044
2023-12-07,2.67287
2023-12-08,2.96714
2023-12-09,1.02991
2023-12-10,1.29965
2023-12-11,2.62383
2023-12-12,3.53114
2023-12-13,3.40853
2023-12-14,2.6974
2023-12-15,3.13879
2023-12-16,2.08435
2023-12-17,2.42766
2023-12-18,4.58558
2023-12-19,4.58558
2023-12-20,3.80088
2023-12-21,3.35948
2023-12-22,4.70819
2023-12-23,3.48209
2023-12-24,2.94261
2023-12-25,3.33496
2023-12-26,6.71897
2023-12-27,6.96419
2023-12-28,6.20402
2023-12-29,6.27758
2023-12-30,2.10887
2023-12-31,2.4767
2024-01-01,1.27513
2024-01-02,1.56939
2024-01-03,2.01078
2024-01-04,2.20696
2024-01-05,2.03531
2024-01-06,1.05443
2024-01-07,1.27513
2024-01-08,1.4713
2024-01-09,1.692
2024-01-10,1.86365
2024-01-11,1.9127
2024-01-12,1.74104
2024-01-13,1.02991
2024-01-14,1.10348
2024-01-15,2.42766
2024-01-16,2.72192
2024-01-17,2.59931
2024-01-18,2.10887
2024-01-19,2.55026
2024-01-20,1.10348
2024-01-21,1.88818
2024-01-22,3.45757
2024-01-23,3.40853
2024-01-24,3.58018
2024-01-25,3.50662
2024-01-26,2.28052
2024-01-27,1.59391
2024-01-28,1.9127
2024-01-29,2.18244
2024-01-30,2.30505
2024-01-31,2.55026
2024-02-01,2.50122
2024-02-02,2.42766
2024-02-03,1.52035
2024-02-04,1.25061
2024-02-05,2.05983
2024-02-06,1.88818
2024-02-07,1.64296
2024-02-08,1.4713
2024-02-09,0.63756
2024-02-10,6.62089
2024-02-11,4.43845
2024-02-12,3.75183
2024-02-13,5.32123
2024-02-14,3.87444
2024-02-15,3.11427
2024-02-16,2.10887
2024-02-17,0.98087
2024-02-18,1.39774
2024-02-19,2.74644
2024-02-20,1.79009
2024-02-21,2.91809
2024-02-22,5.24767
2024-02-23,3.94801
2024-02-24,1.71652
2024-02-25,1.3487
2024-02-26,3.62923
2024-02-27,3.13879
2024-02-28,3.6047
2024-02-29,2.77096
2024-03-01,1.25061
2024-03-02,1.42226
2024-03-03,1.71652
2024-03-04,2.28052
2024-03-05,2.79548
2024-03-06,1.79009
2024-03-07,2.08435
2024-03-08,2.08435
2024-03-09,1.22609
2024-03-10,1.3487
2024-03-11,1.59391
2024-03-12,1.54487
2024-03-13,1.83913
2024-03-14,1.52035
2024-03-15,1.15252
2024-03-16,0.41687
2024-03-17,0.53948
2024-03-18,1.54487
2024-03-19,1.74104
2024-03-20,1.44678
