date,월급쟁이재테크
2020-10-26,46.01542
2020-10-27,52.44215
2020-10-28,48.84318
2020-10-29,30.84832
2020-10-30,38.56041
2020-10-31,29.56298
2020-11-01,31.61953
2020-11-02,51.15681
2020-11-03,44.473
2020-11-04,46.27249
2020-11-05,42.67352
2020-11-06,40.10282
2020-11-07,19.79434
2020-11-08,30.84832
2020-11-09,44.98714
2020-11-10,44.73007
2020-11-11,44.98714
2020-11-12,48.58611
2020-11-13,58.35475
2020-11-14,33.67609
2020-11-15,37.7892
2020-11-16,50.64267
2020-11-17,42.67352
2020-11-18,36.76092
2020-11-19,53.47043
2020-11-20,56.55526
2020-11-21,41.38817
2020-11-22,39.58868
2020-11-23,52.69922
2020-11-24,45.75835
2020-11-25,35.47557
2020-11-26,37.53213
2020-11-27,40.61696
2020-11-28,28.27763
2020-11-29,28.5347
2020-11-30,30.33419
2020-12-01,38.56041
2020-12-02,40.87403
2020-12-03,42.15938
2020-12-04,29.56298
2020-12-05,22.36503
2020-12-06,34.96143
2020-12-07,35.98971
2020-12-08,33.93316
2020-12-09,29.82005
2020-12-10,32.39074
2020-12-11,30.84832
2020-12-12,23.90745
2020-12-13,33.67609
2020-12-14,38.04627
2020-12-15,35.47557
2020-12-16,35.47557
2020-12-17,26.22107
2020-12-18,26.99228
2020-12-19,26.22107
2020-12-20,29.04884
2020-12-21,40.10282
2020-12-22,34.4473
2020-12-23,38.56041
2020-12-24,23.65038
2020-12-25,36.50385
2020-12-26,35.73264
2020-12-27,50.64267
2020-12-28,62.982
2020-12-29,52.95629
2020-12-30,57.58354
2020-12-31,54.75578
2021-01-01,61.69665
2021-01-02,63.75321
2021-01-03,77.89203
2021-01-04,76.09254
2021-01-05,83.29048
2021-01-06,80.71979
2021-01-07,76.09254
2021-01-08,71.97943
2021-01-09,62.72493
2021-01-10,69.6658
2021-01-11,76.86375
2021-01-12,64.26735
2021-01-13,75.5784
2021-01-14,73.00771
2021-01-15,60.66838
2021-01-16,43.95886
2021-01-17,56.2982
2021-01-18,78.40616
2021-01-19,70.17994
2021-01-20,66.58097
2021-01-21,68.38046
2021-01-22,64.52442
2021-01-23,51.41388
2021-01-24,59.12596
2021-01-25,65.80976
2021-01-26,93.05912
2021-01-27,71.72236
2021-01-28,90.23136
2021-01-29,76.09254
2021-01-30,63.23907
2021-01-31,66.58097
2021-02-01,76.86375
2021-02-02,95.88688
2021-02-03,76.34961
2021-02-04,75.5784
2021-02-05,59.89717
2021-02-06,52.95629
2021-02-07,49.35732
2021-02-08,62.72493
2021-02-09,52.18508
2021-02-10,42.93059
2021-02-11,34.70437
2021-02-12,41.90231
2021-02-13,48.32904
2021-02-14,65.55269
2021-02-15,68.12339
2021-02-16,60.15424
2021-02-17,66.06683
2021-02-18,62.72493
2021-02-19,46.27249
2021-02-20,44.98714
2021-02-21,44.73007
2021-02-22,49.10025
2021-02-23,50.89974
2021-02-24,53.21336
2021-02-25,55.78406
2021-02-26,34.19023
2021-02-27,39.07455
2021-02-28,46.52956
2021-03-01,49.35732
2021-03-02,58.61182
2021-03-03,49.61439
2021-03-04,38.30334
2021-03-05,41.64524
2021-03-06,30.84832
2021-03-07,42.41645
2021-03-08,43.70179
2021-03-09,56.04113
2021-03-10,45.24421
2021-03-11,43.44473
2021-03-12,33.16195
2021-03-13,23.90745
2021-03-14,36.76092
2021-03-15,51.67095
2021-03-16,49.35732
2021-03-17,48.58611
2021-03-18,36.76092
2021-03-19,30.33419
2021-03-20,32.13367
2021-03-21,42.67352
2021-03-22,58.09768
2021-03-23,59.12596
2021-03-24,57.32647
2021-03-25,37.7892
2021-03-26,35.73264
2021-03-27,34.4473
2021-03-28,40.61696
2021-03-29,51.15681
2021-03-30,58.09768
2021-03-31,51.92802
2021-04-01,48.32904
2021-04-02,41.1311
2021-04-03,48.84318
2021-04-04,51.92802
2021-04-05,59.6401
2021-04-06,44.73007
2021-04-07,52.95629
2021-04-08,41.90231
2021-04-09,42.93059
2021-04-10,34.70437
2021-04-11,39.84575
2021-04-12,52.69922
2021-04-13,47.30077
2021-04-14,49.87146
2021-04-15,43.18766
2021-04-16,47.81491
2021-04-17,30.59125
2021-04-18,41.1311
2021-04-19,42.93059
2021-04-20,55.26992
2021-04-21,48.32904
2021-04-22,45.24421
2021-04-23,51.15681
2021-04-24,39.84575
2021-04-25,37.53213
2021-04-26,53.7275
2021-04-27,51.15681
2021-04-28,38.56041
2021-04-29,38.81748
2021-04-30,34.70437
2021-05-01,33.67609
2021-05-02,32.90488
2021-05-03,41.90231
2021-05-04,35.47557
2021-05-05,33.93316
2021-05-06,34.19023
2021-05-07,35.73264
2021-05-08,22.6221
2021-05-09,27.24935
2021-05-10,43.70179
2021-05-11,36.24678
2021-05-12,34.96143
2021-05-13,27.76349
2021-05-14,20.05141
2021-05-15,16.96658
2021-05-16,26.99228
2021-05-17,30.59125
2021-05-18,30.07712
2021-05-19,33.67609
2021-05-20,41.90231
2021-05-21,26.99228
2021-05-22,22.10796
2021-05-23,36.24678
2021-05-24,34.19023
2021-05-25,38.30334
2021-05-26,33.41902
2021-05-27,29.30591
2021-05-28,27.24935
2021-05-29,25.44987
2021-05-30,28.79177
2021-05-31,43.70179
2021-06-01,44.21593
2021-06-02,35.98971
2021-06-03,31.8766
2021-06-04,29.82005
2021-06-05,21.59383
2021-06-06,26.99228
2021-06-07,41.38817
2021-06-08,53.21336
2021-06-09,46.01542
2021-06-10,33.41902
2021-06-11,32.13367
2021-06-12,23.65038
2021-06-13,24.93573
2021-06-14,37.53213
2021-06-15,38.56041
2021-06-16,37.01799
2021-06-17,39.33161
2021-06-18,31.10539
2021-06-19,17.48071
2021-06-20,24.93573
2021-06-21,37.7892
2021-06-22,31.8766
2021-06-23,30.84832
2021-06-24,37.7892
2021-06-25,30.84832
2021-06-26,28.02056
2021-06-27,29.82005
2021-06-28,40.61696
2021-06-29,34.19023
2021-06-30,37.53213
2021-07-01,43.44473
2021-07-02,28.02056
2021-07-03,28.27763
2021-07-04,31.36246
2021-07-05,40.10282
2021-07-06,43.70179
2021-07-07,41.1311
2021-07-08,46.01542
2021-07-09,34.70437
2021-07-10,31.8766
2021-07-11,33.93316
2021-07-12,40.87403
2021-07-13,42.15938
2021-07-14,37.01799
2021-07-15,38.56041
2021-07-16,46.52956
2021-07-17,37.27506
2021-07-18,42.67352
2021-07-19,53.98457
2021-07-20,53.47043
2021-07-21,46.78663
2021-07-22,39.84575
2021-07-23,40.10282
2021-07-24,33.67609
2021-07-25,37.7892
2021-07-26,50.12853
2021-07-27,50.12853
2021-07-28,43.44473
2021-07-29,48.58611
2021-07-30,40.87403
2021-07-31,31.10539
2021-08-01,36.76092
2021-08-02,50.64267
2021-08-03,43.70179
2021-08-04,48.84318
2021-08-05,46.27249
2021-08-06,46.01542
2021-08-07,29.82005
2021-08-08,32.90488
2021-08-09,44.473
2021-08-10,43.44473
2021-08-11,46.01542
2021-08-12,46.01542
2021-08-13,39.33161
2021-08-14,32.64781
2021-08-15,27.50642
2021-08-16,45.50128
2021-08-17,54.49871
2021-08-18,54.24164
2021-08-19,51.15681
2021-08-20,52.18508
2021-08-21,35.47557
2021-08-22,38.04627
2021-08-23,55.01285
2021-08-24,52.69922
2021-08-25,51.92802
2021-08-26,56.55526
2021-08-27,49.10025
2021-08-28,36.24678
2021-08-29,40.87403
2021-08-30,48.84318
2021-08-31,46.52956
2021-09-01,63.75321
2021-09-02,45.75835
2021-09-03,34.70437
2021-09-04,31.36246
2021-09-05,36.76092
2021-09-06,44.473
2021-09-07,40.10282
2021-09-08,49.10025
2021-09-09,54.49871
2021-09-10,43.18766
2021-09-11,34.70437
2021-09-12,34.4473
2021-09-13,43.95886
2021-09-14,40.35989
2021-09-15,49.10025
2021-09-16,47.0437
2021-09-17,33.67609
2021-09-18,31.10539
2021-09-19,27.76349
2021-09-20,30.84832
2021-09-21,37.7892
2021-09-22,39.33161
2021-09-23,53.47043
2021-09-24,47.55784
2021-09-25,38.30334
2021-09-26,35.98971
2021-09-27,47.30077
2021-09-28,54.49871
2021-09-29,49.61439
2021-09-30,45.50128
2021-10-01,45.24421
2021-10-02,32.39074
2021-10-03,30.33419
2021-10-04,39.33161
2021-10-05,43.44473
2021-10-06,44.98714
2021-10-07,43.44473
2021-10-08,39.07455
2021-10-09,30.07712
2021-10-10,29.04884
2021-10-11,40.35989
2021-10-12,35.47557
2021-10-13,37.7892
2021-10-14,49.61439
2021-10-15,45.75835
2021-10-16,34.19023
2021-10-17,38.81748
2021-10-18,48.07197
2021-10-19,45.75835
2021-10-20,47.30077
2021-10-21,49.10025
2021-10-22,40.61696
2021-10-23,34.4473
2021-10-24,38.04627
2021-10-25,42.93059
2021-10-26,53.21336
2021-10-27,53.7275
2021-10-28,55.78406
2021-10-29,38.04627
2021-10-30,33.16195
2021-10-31,45.50128
2021-11-01,55.52699
2021-11-02,50.3856
2021-11-03,42.41645
2021-11-04,41.38817
2021-11-05,44.21593
2021-11-06,25.96401
2021-11-07,35.98971
2021-11-08,43.95886
2021-11-09,43.95886
2021-11-10,43.70179
2021-11-11,32.90488
2021-11-12,35.73264
2021-11-13,22.10796
2021-11-14,26.47814
2021-11-15,37.01799
2021-11-16,35.2185
2021-11-17,43.18766
2021-11-18,30.07712
2021-11-19,38.04627
2021-11-20,27.50642
2021-11-21,32.39074
2021-11-22,40.87403
2021-11-23,44.473
2021-11-24,40.61696
2021-11-25,42.15938
2021-11-26,33.41902
2021-11-27,29.56298
2021-11-28,24.67866
2021-11-29,37.27506
2021-11-30,41.1311
2021-12-01,44.21593
2021-12-02,48.07197
2021-12-03,39.33161
2021-12-04,31.36246
2021-12-05,29.04884
2021-12-06,48.32904
2021-12-07,44.73007
2021-12-08,46.52956
2021-12-09,38.30334
2021-12-10,36.50385
2021-12-11,33.67609
2021-12-12,29.30591
2021-12-13,44.98714
2021-12-14,37.7892
2021-12-15,52.18508
2021-12-16,44.473
2021-12-17,35.98971
2021-12-18,30.07712
2021-12-19,31.10539
2021-12-20,49.35732
2021-12-21,56.04113
2021-12-22,53.98457
2021-12-23,41.90231
2021-12-24,41.64524
2021-12-25,36.50385
2021-12-26,42.41645
2021-12-27,52.95629
2021-12-28,53.7275
2021-12-29,59.89717
2021-12-30,42.41645
2021-12-31,36.24678
2022-01-01,43.95886
2022-01-02,40.61696
2022-01-03,68.12339
2022-01-04,60.92544
2022-01-05,61.69665
2022-01-06,46.27249
2022-01-07,50.89974
2022-01-08,50.64267
2022-01-09,52.44215
2022-01-10,69.6658
2022-01-11,63.49614
2022-01-12,51.41388
2022-01-13,62.72493
2022-01-14,51.67095
2022-01-15,44.473
2022-01-16,48.58611
2022-01-17,66.83804
2022-01-18,65.80976
2022-01-19,77.37789
2022-01-20,67.35218
2022-01-21,55.52699
2022-01-22,44.73007
2022-01-23,49.35732
2022-01-24,58.86889
2022-01-25,74.29305
2022-01-26,59.6401
2022-01-27,61.18251
2022-01-28,56.81233
2022-01-29,40.61696
2022-01-30,47.0437
2022-01-31,38.30334
2022-02-01,53.7275
2022-02-02,60.41131
2022-02-03,73.77892
2022-02-04,52.18508
2022-02-05,52.95629
2022-02-06,56.04113
2022-02-07,69.92287
2022-02-08,45.75835
2022-02-09,65.29562
2022-02-10,62.982
2022-02-11,53.7275
2022-02-12,46.01542
2022-02-13,46.52956
2022-02-14,68.8946
2022-02-15,59.12596
2022-02-16,60.15424
2022-02-17,53.98457
2022-02-18,58.86889
2022-02-19,51.67095
2022-02-20,43.18766
2022-02-21,73.77892
2022-02-22,62.46786
2022-02-23,62.982
2022-02-24,54.75578
2022-02-25,56.81233
2022-02-26,39.58868
2022-02-27,39.07455
2022-02-28,57.32647
2022-03-01,57.84061
2022-03-02,65.80976
2022-03-03,54.75578
2022-03-04,58.61182
2022-03-05,37.53213
2022-03-06,40.87403
2022-03-07,54.24164
2022-03-08,54.49871
2022-03-09,35.73264
2022-03-10,54.49871
2022-03-11,57.32647
2022-03-12,42.41645
2022-03-13,55.26992
2022-03-14,65.29562
2022-03-15,63.75321
2022-03-16,61.43958
2022-03-17,60.15424
2022-03-18,54.49871
2022-03-19,44.73007
2022-03-20,51.92802
2022-03-21,56.04113
2022-03-22,59.6401
2022-03-23,62.72493
2022-03-24,57.32647
2022-03-25,51.15681
2022-03-26,46.52956
2022-03-27,42.67352
2022-03-28,58.86889
2022-03-29,54.49871
2022-03-30,65.03856
2022-03-31,65.80976
2022-04-01,66.58097
2022-04-02,46.01542
2022-04-03,45.24421
2022-04-04,64.78149
2022-04-05,64.52442
2022-04-06,63.23907
2022-04-07,64.01028
2022-04-08,58.61182
2022-04-09,47.0437
2022-04-10,49.35732
2022-04-11,62.46786
2022-04-12,64.01028
2022-04-13,66.83804
2022-04-14,73.52185
2022-04-15,61.95372
2022-04-16,42.67352
2022-04-17,51.15681
2022-04-18,75.83547
2022-04-19,71.20822
2022-04-20,57.84061
2022-04-21,59.12596
2022-04-22,60.41131
2022-04-23,52.18508
2022-04-24,61.18251
2022-04-25,75.5784
2022-04-26,73.52185
2022-04-27,74.03598
2022-04-28,64.78149
2022-04-29,58.61182
2022-04-30,41.1311
2022-05-01,49.61439
2022-05-02,73.52185
2022-05-03,61.43958
2022-05-04,65.29562
2022-05-05,47.0437
2022-05-06,58.86889
2022-05-07,41.64524
2022-05-08,39.07455
2022-05-09,79.69151
2022-05-10,60.92544
2022-05-11,70.95115
2022-05-12,62.72493
2022-05-13,56.2982
2022-05-14,44.473
2022-05-15,36.50385
2022-05-16,70.95115
2022-05-17,64.78149
2022-05-18,67.86632
2022-05-19,69.6658
2022-05-20,59.89717
2022-05-21,38.04627
2022-05-22,45.24421
2022-05-23,71.72236
2022-05-24,69.40874
2022-05-25,72.49357
2022-05-26,64.78149
2022-05-27,62.46786
2022-05-28,36.50385
2022-05-29,38.81748
2022-05-30,59.89717
2022-05-31,53.7275
2022-06-01,38.30334
2022-06-02,53.47043
2022-06-03,42.93059
2022-06-04,27.76349
2022-06-05,32.39074
2022-06-06,42.93059
2022-06-07,61.43958
2022-06-08,57.58354
2022-06-09,54.49871
2022-06-10,55.01285
2022-06-11,43.44473
2022-06-12,43.70179
2022-06-13,57.84061
2022-06-14,61.43958
2022-06-15,66.3239
2022-06-16,64.78149
2022-06-17,67.60925
2022-06-18,40.10282
2022-06-19,44.98714
2022-06-20,61.43958
2022-06-21,58.61182
2022-06-22,59.38303
2022-06-23,64.26735
2022-06-24,63.23907
2022-06-25,35.73264
2022-06-26,40.87403
2022-06-27,70.17994
2022-06-28,60.66838
2022-06-29,63.75321
2022-06-30,62.21079
2022-07-01,63.49614
2022-07-02,40.61696
2022-07-03,45.75835
2022-07-04,75.5784
2022-07-05,71.46529
2022-07-06,60.15424
2022-07-07,72.75064
2022-07-08,53.7275
2022-07-09,36.24678
2022-07-10,32.64781
2022-07-11,73.52185
2022-07-12,58.61182
2022-07-13,68.8946
2022-07-14,68.38046
2022-07-15,65.55269
2022-07-16,38.81748
2022-07-17,41.90231
2022-07-18,77.37789
2022-07-19,61.69665
2022-07-20,62.982
2022-07-21,76.86375
2022-07-22,54.24164
2022-07-23,37.27506
2022-07-24,40.87403
2022-07-25,57.0694
2022-07-26,62.46786
2022-07-27,63.23907
2022-07-28,61.18251
2022-07-29,51.92802
2022-07-30,37.27506
2022-07-31,40.10282
2022-08-01,64.26735
2022-08-02,61.95372
2022-08-03,67.09511
2022-08-04,59.89717
2022-08-05,56.81233
2022-08-06,42.41645
2022-08-07,38.56041
2022-08-08,68.38046
2022-08-09,71.97943
2022-08-10,56.2982
2022-08-11,61.18251
2022-08-12,62.982
2022-08-13,38.81748
2022-08-14,36.24678
2022-08-15,46.01542
2022-08-16,70.95115
2022-08-17,65.80976
2022-08-18,75.32133
2022-08-19,49.10025
2022-08-20,33.16195
2022-08-21,37.01799
2022-08-22,57.58354
2022-08-23,57.32647
2022-08-24,57.32647
2022-08-25,57.84061
2022-08-26,55.26992
2022-08-27,33.93316
2022-08-28,38.04627
2022-08-29,64.52442
2022-08-30,66.83804
2022-08-31,54.49871
2022-09-01,54.49871
2022-09-02,47.81491
2022-09-03,31.10539
2022-09-04,30.84832
2022-09-05,56.04113
2022-09-06,52.18508
2022-09-07,47.30077
2022-09-08,39.58868
2022-09-09,24.67866
2022-09-10,28.27763
2022-09-11,24.16452
2022-09-12,30.84832
2022-09-13,61.95372
2022-09-14,47.55784
2022-09-15,51.41388
2022-09-16,39.84575
2022-09-17,32.39074
2022-09-18,36.76092
2022-09-19,62.72493
2022-09-20,69.6658
2022-09-21,56.04113
2022-09-22,61.43958
2022-09-23,61.43958
2022-09-24,32.64781
2022-09-25,31.61953
2022-09-26,57.32647
2022-09-27,58.09768
2022-09-28,46.78663
2022-09-29,56.81233
2022-09-30,58.61182
2022-10-01,32.39074
2022-10-02,28.02056
2022-10-03,39.33161
2022-10-04,50.12853
2022-10-05,52.18508
2022-10-06,55.52699
2022-10-07,48.58611
2022-10-08,36.76092
2022-10-09,30.84832
2022-10-10,38.04627
2022-10-11,64.78149
2022-10-12,56.04113
2022-10-13,67.60925
2022-10-14,54.49871
2022-10-15,39.84575
2022-10-16,35.98971
2022-10-17,66.58097
2022-10-18,67.86632
2022-10-19,70.17994
2022-10-20,78.9203
2022-10-21,61.95372
2022-10-22,49.35732
2022-10-23,42.67352
2022-10-24,91.5167
2022-10-25,82.77634
2022-10-26,84.31876
2022-10-27,85.60411
2022-10-28,75.06426
2022-10-29,49.35732
2022-10-30,44.73007
2022-10-31,89.46015
2022-11-01,86.88946
2022-11-02,80.46272
2022-11-03,80.46272
2022-11-04,79.94858
2022-11-05,47.55784
2022-11-06,43.18766
2022-11-07,78.40616
2022-11-08,78.1491
2022-11-09,67.86632
2022-11-10,65.03856
2022-11-11,71.72236
2022-11-12,46.78663
2022-11-13,43.44473
2022-11-14,75.5784
2022-11-15,87.14652
2022-11-16,64.26735
2022-11-17,60.41131
2022-11-18,60.41131
2022-11-19,36.50385
2022-11-20,41.64524
2022-11-21,74.55012
2022-11-22,78.9203
2022-11-23,79.94858
2022-11-24,70.43701
2022-11-25,78.9203
2022-11-26,49.35732
2022-11-27,36.24678
2022-11-28,74.29305
2022-11-29,77.63496
2022-11-30,62.21079
2022-12-01,76.86375
2022-12-02,62.72493
2022-12-03,35.98971
2022-12-04,37.27506
2022-12-05,59.12596
2022-12-06,56.04113
2022-12-07,100.0
2022-12-08,87.91773
2022-12-09,64.78149
2022-12-10,42.41645
2022-12-11,48.32904
2022-12-12,59.89717
2022-12-13,76.86375
2022-12-14,57.58354
2022-12-15,58.86889
2022-12-16,41.1311
2022-12-17,36.76092
2022-12-18,35.2185
2022-12-19,59.6401
2022-12-20,53.47043
2022-12-21,57.58354
2022-12-22,64.26735
2022-12-23,49.10025
2022-12-24,37.27506
2022-12-25,33.93316
2022-12-26,59.6401
2022-12-27,53.47043
2022-12-28,52.44215
2022-12-29,55.26992
2022-12-30,42.93059
2022-12-31,37.27506
2023-01-01,42.67352
2023-01-02,64.01028
2023-01-03,51.67095
2023-01-04,53.47043
2023-01-05,51.92802
2023-01-06,49.10025
2023-01-07,39.84575
2023-01-08,34.70437
2023-01-09,54.75578
2023-01-10,60.66838
2023-01-11,59.12596
2023-01-12,51.15681
2023-01-13,54.49871
2023-01-14,37.27506
2023-01-15,34.4473
2023-01-16,57.84061
2023-01-17,47.0437
2023-01-18,46.52956
2023-01-19,47.30077
2023-01-20,36.24678
2023-01-21,26.47814
2023-01-22,26.73521
2023-01-23,32.13367
2023-01-24,37.27506
2023-01-25,53.47043
2023-01-26,53.21336
2023-01-27,49.87146
2023-01-28,40.35989
2023-01-29,37.27506
2023-01-30,50.64267
2023-01-31,44.21593
2023-02-01,42.67352
2023-02-02,47.0437
2023-02-03,38.04627
2023-02-04,34.70437
2023-02-05,37.53213
2023-02-06,39.58868
2023-02-07,47.0437
2023-02-08,38.04627
2023-02-09,41.1311
2023-02-10,37.27506
2023-02-11,32.39074
2023-02-12,31.10539
2023-02-13,47.30077
2023-02-14,44.21593
2023-02-15,42.93059
2023-02-16,56.55526
2023-02-17,39.33161
2023-02-18,23.13624
2023-02-19,24.67866
2023-02-20,43.70179
2023-02-21,44.73007
2023-02-22,44.73007
2023-02-23,31.8766
2023-02-24,38.30334
2023-02-25,22.87917
2023-02-26,25.70694
2023-02-27,33.67609
2023-02-28,30.07712
2023-03-01,26.73521
2023-03-02,31.10539
2023-03-03,33.67609
2023-03-04,22.6221
2023-03-05,23.90745
2023-03-06,31.61953
2023-03-07,33.41902
2023-03-08,30.33419
2023-03-09,31.10539
2023-03-10,29.04884
2023-03-11,19.53727
2023-03-12,20.05141
2023-03-13,38.04627
2023-03-14,36.50385
2023-03-15,31.36246
2023-03-16,32.90488
2023-03-17,29.04884
2023-03-18,21.07969
2023-03-19,26.73521
2023-03-20,35.2185
2023-03-21,32.13367
2023-03-22,29.56298
2023-03-23,34.70437
2023-03-24,32.90488
2023-03-25,21.85089
2023-03-26,21.33676
2023-03-27,32.39074
2023-03-28,39.07455
2023-03-29,33.67609
2023-03-30,29.30591
2023-03-31,25.70694
2023-04-01,21.07969
2023-04-02,22.10796
2023-04-03,36.24678
2023-04-04,30.33419
2023-04-05,29.82005
2023-04-06,33.41902
2023-04-07,24.42159
2023-04-08,18.50899
2023-04-09,20.05141
2023-04-10,36.50385
2023-04-11,32.64781
2023-04-12,31.61953
2023-04-13,32.64781
2023-04-14,28.79177
2023-04-15,20.30848
2023-04-16,21.07969
2023-04-17,33.16195
2023-04-18,37.27506
2023-04-19,28.79177
2023-04-20,32.39074
2023-04-21,21.07969
2023-04-22,16.70951
2023-04-23,17.48071
2023-04-24,27.50642
2023-04-25,34.70437
2023-04-26,27.24935
2023-04-27,30.84832
2023-04-28,24.67866
2023-04-29,18.25192
2023-04-30,16.70951
2023-05-01,28.02056
2023-05-02,28.02056
2023-05-03,25.96401
2023-05-04,26.99228
2023-05-05,19.53727
2023-05-06,19.2802
2023-05-07,22.6221
2023-05-08,37.27506
2023-05-09,28.02056
2023-05-10,40.10282
2023-05-11,26.99228
2023-05-12,27.50642
2023-05-13,26.22107
2023-05-14,14.13881
2023-05-15,31.10539
2023-05-16,27.76349
2023-05-17,28.02056
2023-05-18,29.04884
2023-05-19,20.30848
2023-05-20,18.25192
2023-05-21,21.33676
2023-05-22,23.65038
2023-05-23,26.73521
2023-05-24,23.13624
2023-05-25,35.2185
2023-05-26,28.79177
2023-05-27,23.65038
2023-05-28,21.59383
