date,차용증법적효력
2021-07-07,57.25938
2021-07-08,65.74225
2021-07-09,56.76998
2021-07-10,42.74061
2021-07-11,35.88907
2021-07-12,58.23817
2021-07-13,58.56443
2021-07-14,57.09624
2021-07-15,61.82707
2021-07-16,57.9119
2021-07-17,33.93148
2021-07-18,44.86133
2021-07-19,64.60032
2021-07-20,65.08972
2021-07-21,60.68515
2021-07-22,57.42251
2021-07-23,54.48613
2021-07-24,41.10929
2021-07-25,42.90375
2021-07-26,66.72104
2021-07-27,57.09624
2021-07-28,56.44371
2021-07-29,61.17455
2021-07-30,54.81239
2021-07-31,33.93148
2021-08-01,43.55628
2021-08-02,55.62805
2021-08-03,58.4013
2021-08-04,59.05383
2021-08-05,59.70636
2021-08-06,52.20228
2021-08-07,39.15171
2021-08-08,36.0522
2021-08-09,57.74877
2021-08-10,61.01141
2021-08-11,62.4796
2021-08-12,63.94779
2021-08-13,56.76998
2021-08-14,41.59869
2021-08-15,36.70473
2021-08-16,48.61337
2021-08-17,68.0261
2021-08-18,67.5367
2021-08-19,68.0261
2021-08-20,58.8907
2021-08-21,44.86133
2021-08-22,44.37194
2021-08-23,61.99021
2021-08-24,65.90538
2021-08-25,63.62153
2021-08-26,63.94779
2021-08-27,65.08972
2021-08-28,42.57748
2021-08-29,41.43556
2021-08-30,67.86296
2021-08-31,69.82055
2021-09-01,65.08972
2021-09-02,61.99021
2021-09-03,55.13866
2021-09-04,39.6411
2021-09-05,38.49918
2021-09-06,61.66394
2021-09-07,63.13213
2021-09-08,58.07504
2021-09-09,54.48613
2021-09-10,57.42251
2021-09-11,42.25122
2021-09-12,41.92495
2021-09-13,56.11745
2021-09-14,53.8336
2021-09-15,53.67047
2021-09-16,52.69168
2021-09-17,42.25122
2021-09-18,34.74714
2021-09-19,27.07993
2021-09-20,29.03752
2021-09-21,30.83197
2021-09-22,38.66231
2021-09-23,59.54323
2021-09-24,60.52202
2021-09-25,45.35073
2021-09-26,43.71941
2021-09-27,78.14029
2021-09-28,67.69983
2021-09-29,67.5367
2021-09-30,69.33115
2021-10-01,58.8907
2021-10-02,39.6411
2021-10-03,40.94616
2021-10-04,48.61337
2021-10-05,72.26753
2021-10-06,59.86949
2021-10-07,69.65742
2021-10-08,58.72756
2021-10-09,37.03099
2021-10-10,35.72593
2021-10-11,53.18107
2021-10-12,67.5367
2021-10-13,71.28874
2021-10-14,59.86949
2021-10-15,56.60685
2021-10-16,38.66231
2021-10-17,36.54159
2021-10-18,60.84828
2021-10-19,63.4584
2021-10-20,59.21696
2021-10-21,60.68515
2021-10-22,51.38662
2021-10-23,34.91027
2021-10-24,40.94616
2021-10-25,65.25285
2021-10-26,65.74225
2021-10-27,69.49429
2021-10-28,65.08972
2021-10-29,59.21696
2021-10-30,42.57748
2021-10-31,48.61337
2021-11-01,66.72104
2021-11-02,59.05383
2021-11-03,62.15334
2021-11-04,66.55791
2021-11-05,49.59216
2021-11-06,41.43556
2021-11-07,45.35073
2021-11-08,61.82707
2021-11-09,63.62153
2021-11-10,63.4584
2021-11-11,58.07504
2021-11-12,53.3442
2021-11-13,34.91027
2021-11-14,36.86786
2021-11-15,69.65742
2021-11-16,56.60685
2021-11-17,60.19575
2021-11-18,55.79119
2021-11-19,50.57096
2021-11-20,43.06688
2021-11-21,40.1305
2021-11-22,60.35889
2021-11-23,57.58564
2021-11-24,63.62153
2021-11-25,59.05383
2021-11-26,55.46492
2021-11-27,34.42088
2021-11-28,35.72593
2021-11-29,68.0261
2021-11-30,66.72104
2021-12-01,59.70636
2021-12-02,54.81239
2021-12-03,55.62805
2021-12-04,33.11582
2021-12-05,36.70473
2021-12-06,58.07504
2021-12-07,59.86949
2021-12-08,61.82707
2021-12-09,59.21696
2021-12-10,57.09624
2021-12-11,40.6199
2021-12-12,44.37194
2021-12-13,68.84176
2021-12-14,64.60032
2021-12-15,63.4584
2021-12-16,60.03262
2021-12-17,53.99673
2021-12-18,37.19412
2021-12-19,39.31484
2021-12-20,76.99836
2021-12-21,67.5367
2021-12-22,80.09787
2021-12-23,72.5938
2021-12-24,58.23817
2021-12-25,39.80424
2021-12-26,40.6199
2021-12-27,63.94779
2021-12-28,71.94127
2021-12-29,70.63621
2021-12-30,65.08972
2021-12-31,61.01141
2022-01-01,36.54159
2022-01-02,39.31484
2022-01-03,61.99021
2022-01-04,65.57911
2022-01-05,61.17455
2022-01-06,67.37357
2022-01-07,57.58564
2022-01-08,43.23001
2022-01-09,38.66231
2022-01-10,73.73572
2022-01-11,68.67862
2022-01-12,69.16802
2022-01-13,63.13213
2022-01-14,57.25938
2022-01-15,39.6411
2022-01-16,45.35073
2022-01-17,67.69983
2022-01-18,57.42251
2022-01-19,59.21696
2022-01-20,63.62153
2022-01-21,55.79119
2022-01-22,44.37194
2022-01-23,40.78303
2022-01-24,65.08972
2022-01-25,73.08319
2022-01-26,62.15334
2022-01-27,60.52202
2022-01-28,52.69168
2022-01-29,41.43556
2022-01-30,30.66884
2022-01-31,34.42088
2022-02-01,34.74714
2022-02-02,40.78303
2022-02-03,61.82707
2022-02-04,65.57911
2022-02-05,44.86133
2022-02-06,45.02446
2022-02-07,70.14681
2022-02-08,75.20391
2022-02-09,65.08972
2022-02-10,66.72104
2022-02-11,55.46492
2022-02-12,45.35073
2022-02-13,44.6982
2022-02-14,73.89885
2022-02-15,61.99021
2022-02-16,65.41598
2022-02-17,68.18923
2022-02-18,61.01141
2022-02-19,46.81892
2022-02-20,40.78303
2022-02-21,73.57259
2022-02-22,67.5367
2022-02-23,65.57911
2022-02-24,67.0473
2022-02-25,64.43719
2022-02-26,40.29363
2022-02-27,53.3442
2022-02-28,66.55791
2022-03-01,54.81239
2022-03-02,67.86296
2022-03-03,64.76345
2022-03-04,51.54975
2022-03-05,39.47797
2022-03-06,36.86786
2022-03-07,64.76345
2022-03-08,55.95432
2022-03-09,37.84665
2022-03-10,55.95432
2022-03-11,53.67047
2022-03-12,42.90375
2022-03-13,40.1305
2022-03-14,64.60032
2022-03-15,69.65742
2022-03-16,67.86296
2022-03-17,56.44371
2022-03-18,57.09624
2022-03-19,36.54159
2022-03-20,42.08809
2022-03-21,66.88417
2022-03-22,54.323
2022-03-23,58.72756
2022-03-24,50.08156
2022-03-25,50.57096
2022-03-26,38.33605
2022-03-27,36.21533
2022-03-28,62.64274
2022-03-29,63.4584
2022-03-30,62.969
2022-03-31,65.74225
2022-04-01,55.13866
2022-04-02,40.94616
2022-04-03,34.42088
2022-04-04,63.78466
2022-04-05,65.74225
2022-04-06,63.13213
2022-04-07,59.05383
2022-04-08,51.22349
2022-04-09,35.0734
2022-04-10,33.11582
2022-04-11,68.67862
2022-04-12,64.43719
2022-04-13,52.36541
2022-04-14,50.24469
2022-04-15,51.54975
2022-04-16,36.86786
2022-04-17,39.15171
2022-04-18,71.12561
2022-04-19,69.00489
2022-04-20,65.57911
2022-04-21,70.47308
2022-04-22,59.21696
2022-04-23,38.33605
2022-04-24,40.6199
2022-04-25,73.40946
2022-04-26,68.0261
2022-04-27,61.82707
2022-04-28,63.13213
2022-04-29,62.64274
2022-04-30,39.96737
2022-05-01,41.27243
2022-05-02,60.03262
2022-05-03,67.21044
2022-05-04,53.18107
2022-05-05,41.76182
2022-05-06,52.52854
2022-05-07,39.47797
2022-05-08,42.57748
2022-05-09,73.40946
2022-05-10,73.08319
2022-05-11,60.68515
2022-05-12,62.969
2022-05-13,59.38009
2022-05-14,41.76182
2022-05-15,43.39314
2022-05-16,72.26753
2022-05-17,69.00489
2022-05-18,60.84828
2022-05-19,58.8907
2022-05-20,56.60685
2022-05-21,37.68352
2022-05-22,35.0734
2022-05-23,75.69331
2022-05-24,65.41598
2022-05-25,62.80587
2022-05-26,61.01141
2022-05-27,53.50734
2022-05-28,37.68352
2022-05-29,43.55628
2022-05-30,64.43719
2022-05-31,59.86949
2022-06-01,45.1876
2022-06-02,60.19575
2022-06-03,53.8336
2022-06-04,36.37846
2022-06-05,36.37846
2022-06-06,38.49918
2022-06-07,60.19575
2022-06-08,60.84828
2022-06-09,57.74877
2022-06-10,56.28058
2022-06-11,41.59869
2022-06-12,38.33605
2022-06-13,65.25285
2022-06-14,59.54323
2022-06-15,70.14681
2022-06-16,64.92659
2022-06-17,52.03915
2022-06-18,34.74714
2022-06-19,40.78303
2022-06-20,71.12561
2022-06-21,62.4796
2022-06-22,60.19575
2022-06-23,59.05383
2022-06-24,51.54975
2022-06-25,40.1305
2022-06-26,38.98858
2022-06-27,62.31647
2022-06-28,61.82707
2022-06-29,61.99021
2022-06-30,66.55791
2022-07-01,60.35889
2022-07-02,39.80424
2022-07-03,38.98858
2022-07-04,59.54323
2022-07-05,66.23164
2022-07-06,64.27406
2022-07-07,55.46492
2022-07-08,50.57096
2022-07-09,34.74714
2022-07-10,42.57748
2022-07-11,63.4584
2022-07-12,64.76345
2022-07-13,64.92659
2022-07-14,67.21044
2022-07-15,58.8907
2022-07-16,36.21533
2022-07-17,39.15171
2022-07-18,64.27406
2022-07-19,67.5367
2022-07-20,61.66394
2022-07-21,59.86949
2022-07-22,49.7553
2022-07-23,38.33605
2022-07-24,48.45024
2022-07-25,71.12561
2022-07-26,67.0473
2022-07-27,63.94779
2022-07-28,65.90538
2022-07-29,61.01141
2022-07-30,40.6199
2022-07-31,37.19412
2022-08-01,67.5367
2022-08-02,77.32463
2022-08-03,66.06851
2022-08-04,62.969
2022-08-05,56.28058
2022-08-06,36.37846
2022-08-07,43.39314
2022-08-08,55.46492
2022-08-09,60.68515
2022-08-10,69.16802
2022-08-11,56.76998
2022-08-12,59.05383
2022-08-13,39.47797
2022-08-14,34.09461
2022-08-15,44.37194
2022-08-16,65.57911
2022-08-17,61.01141
2022-08-18,65.08972
2022-08-19,60.35889
2022-08-20,39.15171
2022-08-21,44.2088
2022-08-22,72.1044
2022-08-23,65.74225
2022-08-24,62.80587
2022-08-25,74.71451
2022-08-26,61.17455
2022-08-27,37.19412
2022-08-28,33.76835
2022-08-29,63.29526
2022-08-30,67.21044
2022-08-31,71.28874
2022-09-01,62.80587
2022-09-02,48.7765
2022-09-03,34.58401
2022-09-04,36.54159
2022-09-05,58.72756
2022-09-06,60.19575
2022-09-07,61.01141
2022-09-08,46.81892
2022-09-09,30.01631
2022-09-10,25.77487
2022-09-11,27.73246
2022-09-12,43.23001
2022-09-13,66.88417
2022-09-14,64.92659
2022-09-15,68.18923
2022-09-16,64.27406
2022-09-17,39.96737
2022-09-18,40.45676
2022-09-19,64.11092
2022-09-20,61.99021
2022-09-21,65.41598
2022-09-22,56.60685
2022-09-23,53.01794
2022-09-24,33.76835
2022-09-25,33.27895
2022-09-26,66.72104
2022-09-27,66.39477
2022-09-28,65.74225
2022-09-29,62.969
2022-09-30,64.76345
2022-10-01,40.6199
2022-10-02,32.30016
2022-10-03,40.78303
2022-10-04,65.08972
2022-10-05,60.03262
2022-10-06,57.42251
2022-10-07,55.46492
2022-10-08,39.80424
2022-10-09,30.01631
2022-10-10,37.68352
2022-10-11,61.99021
2022-10-12,59.70636
2022-10-13,66.06851
2022-10-14,54.97553
2022-10-15,38.82544
2022-10-16,44.2088
2022-10-17,56.28058
2022-10-18,57.58564
2022-10-19,57.25938
2022-10-20,55.46492
2022-10-21,55.30179
2022-10-22,33.27895
2022-10-23,34.25774
2022-10-24,58.72756
2022-10-25,64.76345
2022-10-26,56.76998
2022-10-27,61.99021
2022-10-28,58.56443
2022-10-29,41.43556
2022-10-30,36.54159
2022-10-31,59.54323
2022-11-01,67.21044
2022-11-02,55.30179
2022-11-03,56.44371
2022-11-04,54.15986
2022-11-05,37.52039
2022-11-06,40.78303
2022-11-07,63.13213
2022-11-08,63.29526
2022-11-09,53.67047
2022-11-10,65.74225
2022-11-11,53.18107
2022-11-12,34.74714
2022-11-13,33.60522
2022-11-14,60.19575
2022-11-15,58.8907
2022-11-16,64.92659
2022-11-17,60.35889
2022-11-18,56.11745
2022-11-19,36.70473
2022-11-20,39.80424
2022-11-21,63.29526
2022-11-22,65.57911
2022-11-23,54.97553
2022-11-24,55.79119
2022-11-25,57.25938
2022-11-26,36.21533
2022-11-27,36.86786
2022-11-28,60.84828
2022-11-29,67.69983
2022-11-30,65.90538
2022-12-01,58.8907
2022-12-02,58.07504
2022-12-03,35.72593
2022-12-04,39.15171
2022-12-05,53.3442
2022-12-06,58.23817
2022-12-07,66.39477
2022-12-08,58.8907
2022-12-09,51.38662
2022-12-10,38.98858
2022-12-11,40.94616
2022-12-12,64.27406
2022-12-13,59.38009
2022-12-14,62.80587
2022-12-15,64.92659
2022-12-16,61.01141
2022-12-17,32.78955
2022-12-18,40.78303
2022-12-19,73.40946
2022-12-20,71.94127
2022-12-21,65.41598
2022-12-22,68.35236
2022-12-23,57.09624
2022-12-24,30.9951
2022-12-25,37.19412
2022-12-26,69.33115
2022-12-27,75.36704
2022-12-28,65.74225
2022-12-29,68.67862
2022-12-30,62.4796
2022-12-31,40.1305
2023-01-01,37.84665
2023-01-02,60.84828
2023-01-03,65.25285
2023-01-04,59.86949
2023-01-05,67.5367
2023-01-06,59.21696
2023-01-07,44.37194
2023-01-08,47.79771
2023-01-09,74.38825
2023-01-10,69.65742
2023-01-11,69.49429
2023-01-12,61.66394
2023-01-13,71.615
2023-01-14,45.35073
2023-01-15,45.02446
2023-01-16,66.88417
2023-01-17,75.53017
2023-01-18,64.11092
2023-01-19,69.82055
2023-01-20,57.25938
2023-01-21,37.84665
2023-01-22,33.76835
2023-01-23,39.15171
2023-01-24,42.90375
2023-01-25,72.1044
2023-01-26,73.08319
2023-01-27,69.16802
2023-01-28,47.63458
2023-01-29,44.53507
2023-01-30,83.68678
2023-01-31,87.11256
2023-02-01,78.46655
2023-02-02,76.34584
2023-02-03,57.09624
2023-02-04,45.67699
2023-02-05,42.25122
2023-02-06,77.97716
2023-02-07,72.1044
2023-02-08,68.51549
2023-02-09,76.01957
2023-02-10,65.57911
2023-02-11,49.10277
2023-02-12,53.8336
2023-02-13,79.60848
2023-02-14,76.1827
2023-02-15,79.77161
2023-02-16,77.1615
2023-02-17,64.60032
2023-02-18,50.73409
2023-02-19,53.18107
2023-02-20,79.60848
2023-02-21,70.96247
2023-02-22,68.84176
2023-02-23,74.55138
2023-02-24,60.35889
2023-02-25,50.24469
2023-02-26,40.1305
2023-02-27,71.77814
2023-02-28,77.48776
2023-03-01,58.23817
2023-03-02,68.18923
2023-03-03,66.72104
2023-03-04,45.35073
2023-03-05,43.23001
2023-03-06,65.57911
2023-03-07,70.14681
2023-03-08,68.67862
2023-03-09,56.93311
2023-03-10,62.80587
2023-03-11,41.43556
2023-03-12,41.10929
2023-03-13,74.87765
2023-03-14,71.615
2023-03-15,81.56606
2023-03-16,87.27569
2023-03-17,79.28221
2023-03-18,51.06035
2023-03-19,52.69168
2023-03-20,79.93474
2023-03-21,75.20391
2023-03-22,73.73572
2023-03-23,67.37357
2023-03-24,75.69331
2023-03-25,46.16639
2023-03-26,49.2659
2023-03-27,69.98368
2023-03-28,80.7504
2023-03-29,67.21044
2023-03-30,66.72104
2023-03-31,66.55791
2023-04-01,38.33605
2023-04-02,45.84013
2023-04-03,72.75693
2023-04-04,61.50081
2023-04-05,68.0261
2023-04-06,71.615
2023-04-07,61.99021
2023-04-08,36.86786
2023-04-09,49.42903
2023-04-10,76.99836
2023-04-11,64.11092
2023-04-12,66.88417
2023-04-13,68.84176
2023-04-14,63.13213
2023-04-15,42.90375
2023-04-16,40.94616
2023-04-17,68.18923
2023-04-18,70.79934
2023-04-19,74.22512
2023-04-20,68.0261
2023-04-21,64.92659
2023-04-22,41.76182
2023-04-23,38.82544
2023-04-24,67.5367
2023-04-25,75.53017
2023-04-26,70.79934
2023-04-27,67.5367
2023-04-28,62.969
2023-04-29,38.33605
2023-04-30,41.92495
2023-05-01,58.72756
2023-05-02,68.51549
2023-05-03,70.96247
2023-05-04,59.05383
2023-05-05,45.35073
2023-05-06,36.37846
2023-05-07,34.25774
2023-05-08,69.16802
2023-05-09,72.1044
2023-05-10,64.27406
2023-05-11,67.86296
2023-05-12,58.72756
2023-05-13,42.74061
2023-05-14,39.96737
2023-05-15,72.92006
2023-05-16,68.0261
2023-05-17,66.06851
2023-05-18,63.13213
2023-05-19,58.23817
2023-05-20,41.76182
2023-05-21,41.76182
2023-05-22,65.41598
2023-05-23,69.82055
2023-05-24,66.06851
2023-05-25,65.74225
2023-05-26,53.8336
2023-05-27,37.52039
2023-05-28,30.9951
