date,회사채투자
2023-11-25,4.46009
2023-11-26,4.92957
2023-11-27,8.4507
2023-11-28,8.4507
2023-11-29,7.98122
2023-11-30,9.62441
2023-12-01,6.80751
2023-12-02,4.92957
2023-12-03,6.57276
2023-12-04,7.04225
2023-12-05,9.38967
2023-12-06,8.68544
2023-12-07,7.27699
2023-12-08,7.74647
2023-12-09,4.22535
2023-12-10,6.80751
2023-12-11,8.4507
2023-12-12,7.04225
2023-12-13,14.55399
2023-12-14,10.09389
2023-12-15,11.03286
2023-12-16,3.28638
2023-12-17,6.10328
2023-12-18,7.98122
2023-12-19,17.13615
2023-12-20,12.20657
2023-12-21,9.15492
2023-12-22,5.86854
2023-12-23,4.22535
2023-12-24,3.28638
2023-12-25,4.69483
2023-12-26,8.68544
2023-12-27,8.92018
2023-12-28,11.97183
2023-12-29,11.03286
2023-12-30,6.57276
2023-12-31,11.50234
2024-01-01,17.13615
2024-01-02,17.13615
2024-01-03,13.61502
2024-01-04,12.44131
2024-01-05,11.2676
2024-01-06,17.60563
2024-01-07,14.55399
2024-01-08,18.77934
2024-01-09,19.7183
2024-01-10,10.32863
2024-01-11,15.72769
2024-01-12,18.5446
2024-01-13,5.39906
2024-01-14,10.09389
2024-01-15,10.56338
2024-01-16,16.43192
2024-01-17,15.02347
2024-01-18,9.62441
2024-01-19,7.74647
2024-01-20,4.92957
2024-01-21,9.38967
2024-01-22,11.2676
2024-01-23,11.97183
2024-01-24,11.73708
2024-01-25,11.2676
2024-01-26,12.20657
2024-01-27,9.85915
2024-01-28,6.57276
2024-01-29,6.57276
2024-01-30,14.0845
2024-01-31,13.14553
2024-02-01,8.21596
2024-02-02,21.12676
2024-02-03,14.55399
2024-02-04,11.2676
2024-02-05,14.31924
2024-02-06,11.50234
2024-02-07,16.9014
2024-02-08,10.32863
2024-02-09,7.51173
2024-02-10,4.46009
2024-02-11,9.15492
2024-02-12,12.44131
2024-02-13,16.43192
2024-02-14,15.49295
2024-02-15,10.32863
2024-02-16,9.62441
2024-02-17,7.04225
2024-02-18,7.27699
2024-02-19,11.73708
2024-02-20,46.47887
2024-02-21,21.83098
2024-02-22,17.13615
2024-02-23,11.50234
2024-02-24,7.04225
2024-02-25,10.79812
2024-02-26,13.84976
2024-02-27,15.25821
2024-02-28,19.48356
2024-02-29,13.14553
2024-03-01,7.04225
2024-03-02,6.80751
2024-03-03,8.21596
2024-03-04,9.85915
2024-03-05,14.55399
2024-03-06,10.56338
2024-03-07,13.38028
2024-03-08,11.50234
2024-03-09,5.16431
2024-03-10,6.33802
2024-03-11,10.09389
2024-03-12,15.96244
2024-03-13,11.03286
2024-03-14,12.20657
2024-03-15,9.85915
2024-03-16,4.92957
2024-03-17,5.86854
2024-03-18,11.2676
2024-03-19,13.14553
2024-03-20,12.20657
