date,RP
2020-08-01,4.5853
2020-08-02,3.80984
2020-08-03,5.84962
2020-08-04,7.45111
2020-08-05,11.37896
2020-08-06,9.96291
2020-08-07,7.50168
2020-08-08,4.28186
2020-08-09,4.28186
2020-08-10,7.83884
2020-08-11,8.15913
2020-08-12,7.92312
2020-08-13,7.18138
2020-08-14,6.25421
2020-08-15,4.14699
2020-08-16,3.87727
2020-08-17,4.04585
2020-08-18,6.54079
2020-08-19,7.26567
2020-08-20,7.40053
2020-08-21,7.02966
2020-08-22,4.66958
2020-08-23,4.18071
2020-08-24,6.96223
2020-08-25,7.90627
2020-08-26,7.80512
2020-08-27,8.20971
2020-08-28,8.46257
2020-08-29,5.37761
2020-08-30,4.46729
2020-08-31,7.51854
2020-09-01,9.38975
2020-09-02,10.35064
2020-09-03,9.81119
2020-09-04,10.67093
2020-09-05,4.88873
2020-09-06,5.04045
2020-09-07,8.412
2020-09-08,9.12002
2020-09-09,8.51314
2020-09-10,8.04113
2020-09-11,7.90627
2020-09-12,4.50101
2020-09-13,4.41672
2020-09-14,7.5354
2020-09-15,8.42886
2020-09-16,7.95684
2020-09-17,8.22656
2020-09-18,7.3331
2020-09-19,4.77073
2020-09-20,4.61901
2020-09-21,6.8948
2020-09-22,8.63115
2020-09-23,7.45111
2020-09-24,7.43425
2020-09-25,8.02427
2020-09-26,4.55158
2020-09-27,3.89413
2020-09-28,6.49022
2020-09-29,6.08563
2020-09-30,4.14699
2020-10-01,3.3884
2020-10-02,5.37761
2020-10-03,4.51786
2020-10-04,4.24814
2020-10-05,8.04113
2020-10-06,8.53
2020-10-07,7.72083
2020-10-08,7.90627
2020-10-09,4.65273
2020-10-10,4.23128
2020-10-11,3.87727
2020-10-12,7.18138
2020-10-13,7.73769
2020-10-14,7.5354
2020-10-15,8.69858
2020-10-16,6.79366
2020-10-17,4.28186
2020-10-18,4.41672
2020-10-19,7.72083
2020-10-20,7.41739
2020-10-21,9.45718
2020-10-22,9.37289
2020-10-23,7.95684
2020-10-24,4.87188
2020-10-25,4.41672
2020-10-26,7.85569
2020-10-27,7.45111
2020-10-28,7.34996
2020-10-29,7.16453
2020-10-30,6.69251
2020-10-31,4.09642
2020-11-01,3.75927
2020-11-02,6.16992
2020-11-03,6.30478
2020-11-04,6.69251
2020-11-05,6.40593
2020-11-06,6.00134
2020-11-07,3.92784
2020-11-08,3.84356
2020-11-09,6.35536
2020-11-10,7.02966
2020-11-11,6.69251
2020-11-12,7.26567
2020-11-13,6.94538
2020-11-14,4.09642
2020-11-15,4.23128
2020-11-16,7.0971
2020-11-17,7.16453
2020-11-18,7.5354
2020-11-19,7.29939
2020-11-20,6.13621
2020-11-21,4.75387
2020-11-22,4.01213
2020-11-23,6.86109
2020-11-24,6.4565
2020-11-25,6.60822
2020-11-26,7.43425
2020-11-27,6.7768
2020-11-28,4.29871
2020-11-29,4.265
2020-11-30,7.16453
2020-12-01,8.00741
2020-12-02,7.72083
2020-12-03,8.19285
2020-12-04,8.81658
2020-12-05,5.07417
2020-12-06,5.04045
2020-12-07,8.98516
2020-12-08,9.69318
2020-12-09,9.59204
2020-12-10,9.10316
2020-12-11,10.35064
2020-12-12,5.98449
2020-12-13,5.10788
2020-12-14,8.78287
2020-12-15,8.91773
2020-12-16,8.53
2020-12-17,8.29399
2020-12-18,7.36682
2020-12-19,5.54619
2020-12-20,4.7033
2020-12-21,8.37828
2020-12-22,8.31085
2020-12-23,8.10856
2020-12-24,7.50168
2020-12-25,4.45043
2020-12-26,5.24275
2020-12-27,5.27646
2020-12-28,9.35603
2020-12-29,8.88401
2020-12-30,9.96291
2020-12-31,8.0917
2021-01-01,5.10788
2021-01-02,5.24275
2021-01-03,5.52933
2021-01-04,11.63182
2021-01-05,13.03101
2021-01-06,11.66554
2021-01-07,11.24409
2021-01-08,10.90694
2021-01-09,7.14767
2021-01-10,6.67565
2021-01-11,11.17666
2021-01-12,12.33985
2021-01-13,11.32838
2021-01-14,11.05866
2021-01-15,9.65947
2021-01-16,5.22589
2021-01-17,6.22049
2021-01-18,9.57518
2021-01-19,10.33378
2021-01-20,10.90694
2021-01-21,10.46864
2021-01-22,10.70465
2021-01-23,5.79905
2021-01-24,6.10249
2021-01-25,11.24409
2021-01-26,11.49696
2021-01-27,11.21038
2021-01-28,10.55293
2021-01-29,10.24949
2021-01-30,6.32164
2021-01-31,5.68105
2021-02-01,9.76062
2021-02-02,10.87322
2021-02-03,10.31692
2021-02-04,9.55832
2021-02-05,8.71544
2021-02-06,5.51247
2021-02-07,5.27646
2021-02-08,9.23803
2021-02-09,9.32231
2021-02-10,8.46257
2021-02-11,5.12474
2021-02-12,4.87188
2021-02-13,4.92245
2021-02-14,5.88334
2021-02-15,10.56979
2021-02-16,10.36749
2021-02-17,10.38435
2021-02-18,9.06945
2021-02-19,8.91773
2021-02-20,5.78219
2021-02-21,4.92245
2021-02-22,9.42346
2021-02-23,10.03034
2021-02-24,9.55832
2021-02-25,8.53
2021-02-26,8.63115
2021-02-27,5.41132
2021-02-28,4.8213
2021-03-01,6.06877
2021-03-02,9.03573
2021-03-03,9.71004
2021-03-04,10.31692
2021-03-05,9.91233
2021-03-06,6.23735
2021-03-07,5.96763
2021-03-08,10.13149
2021-03-09,10.70465
2021-03-10,11.8004
2021-03-11,10.68779
2021-03-12,12.13755
2021-03-13,8.61429
2021-03-14,6.84423
2021-03-15,10.33378
2021-03-16,11.53068
2021-03-17,9.4066
2021-03-18,9.99662
2021-03-19,8.56372
2021-03-20,6.81051
2021-03-21,5.73162
2021-03-22,9.10316
2021-03-23,9.97977
2021-03-24,9.22117
2021-03-25,9.06945
2021-03-26,12.96358
2021-03-27,6.15306
2021-03-28,5.4619
2021-03-29,8.59743
2021-03-30,8.51314
2021-03-31,9.08631
2021-04-01,8.95144
2021-04-02,7.51854
2021-04-03,5.32703
2021-04-04,5.47875
2021-04-05,7.83884
2021-04-06,8.8503
2021-04-07,8.71544
2021-04-08,8.59743
2021-04-09,8.44571
2021-04-10,5.47875
2021-04-11,4.5853
2021-04-12,8.79973
2021-04-13,9.18745
2021-04-14,9.23803
2021-04-15,8.53
2021-04-16,8.00741
2021-04-17,5.31018
2021-04-18,5.78219
2021-04-19,9.06945
2021-04-20,9.50775
2021-04-21,9.62575
2021-04-22,9.15374
2021-04-23,7.92312
2021-04-24,4.98988
2021-04-25,5.41132
2021-04-26,7.93998
2021-04-27,9.22117
2021-04-28,9.25488
2021-04-29,8.44571
2021-04-30,9.71004
2021-05-01,5.49561
2021-05-02,4.85502
2021-05-03,8.10856
2021-05-04,8.31085
2021-05-05,5.22589
2021-05-06,7.90627
2021-05-07,6.7768
2021-05-08,4.09642
2021-05-09,4.41672
2021-05-10,6.62508
2021-05-11,7.80512
2021-05-12,7.87255
2021-05-13,7.34996
2021-05-14,6.79366
2021-05-15,4.60215
2021-05-16,4.56844
2021-05-17,7.75455
2021-05-18,7.95684
2021-05-19,5.4619
2021-05-20,7.82198
2021-05-21,7.04652
2021-05-22,4.77073
2021-05-23,4.50101
2021-05-24,7.99055
2021-05-25,7.92312
2021-05-26,8.83344
2021-05-27,8.66486
2021-05-28,8.64801
2021-05-29,4.85502
2021-05-30,4.56844
2021-05-31,8.0917
2021-06-01,9.62575
2021-06-02,9.49089
2021-06-03,8.64801
2021-06-04,7.63654
2021-06-05,5.27646
2021-06-06,4.78759
2021-06-07,9.10316
2021-06-08,9.6089
2021-06-09,9.81119
2021-06-10,9.44032
2021-06-11,7.80512
2021-06-12,4.93931
2021-06-13,4.65273
2021-06-14,9.35603
2021-06-15,9.67633
2021-06-16,10.0472
2021-06-17,9.22117
2021-06-18,8.73229
2021-06-19,4.87188
2021-06-20,4.265
2021-06-21,7.48482
2021-06-22,8.12542
2021-06-23,8.07484
2021-06-24,8.00741
2021-06-25,8.00741
2021-06-26,4.77073
2021-06-27,4.50101
2021-06-28,7.70397
2021-06-29,8.34457
2021-06-30,7.56911
2021-07-01,7.6534
2021-07-02,6.60822
2021-07-03,4.48415
2021-07-04,4.60215
2021-07-05,7.63654
2021-07-06,8.36142
2021-07-07,7.63654
2021-07-08,7.50168
2021-07-09,7.26567
2021-07-10,4.28186
2021-07-11,3.79298
2021-07-12,8.00741
2021-07-13,8.412
2021-07-14,8.9683
2021-07-15,7.99055
2021-07-16,7.23196
2021-07-17,4.02899
2021-07-18,4.31557
2021-07-19,6.72623
2021-07-20,7.2151
2021-07-21,7.95684
2021-07-22,7.73769
2021-07-23,8.46257
2021-07-24,4.66958
2021-07-25,4.7033
2021-07-26,7.38368
2021-07-27,7.80512
2021-07-28,8.39514
2021-07-29,7.61968
2021-07-30,6.59136
2021-07-31,4.33243
2021-08-01,4.65273
2021-08-02,9.32231
2021-08-03,8.64801
2021-08-04,7.82198
2021-08-05,8.31085
2021-08-06,7.29939
2021-08-07,4.7033
2021-08-08,4.36614
2021-08-09,8.74915
2021-08-10,9.94605
2021-08-11,7.9737
2021-08-12,9.35603
2021-08-13,8.47943
2021-08-14,5.68105
2021-08-15,5.36075
2021-08-16,7.04652
2021-08-17,9.22117
2021-08-18,9.37289
2021-08-19,9.1706
2021-08-20,7.72083
2021-08-21,4.98988
2021-08-22,5.19217
2021-08-23,8.22656
2021-08-24,9.65947
2021-08-25,8.90087
2021-08-26,9.54146
2021-08-27,9.37289
2021-08-28,6.52393
2021-08-29,6.74308
2021-08-30,11.21038
2021-08-31,10.11463
2021-09-01,10.85637
2021-09-02,10.4855
2021-09-03,9.42346
2021-09-04,6.74308
2021-09-05,5.04045
2021-09-06,10.03034
2021-09-07,9.8449
2021-09-08,8.47943
2021-09-09,8.00741
2021-09-10,9.22117
2021-09-11,5.32703
2021-09-12,5.83277
2021-09-13,8.61429
2021-09-14,8.49629
2021-09-15,7.9737
2021-09-16,7.72083
2021-09-17,7.99055
2021-09-18,5.1416
2021-09-19,3.86041
2021-09-20,4.02899
2021-09-21,3.8267
2021-09-22,5.49561
2021-09-23,8.02427
2021-09-24,8.22656
2021-09-25,5.17532
2021-09-26,5.20903
2021-09-27,7.87255
2021-09-28,7.73769
2021-09-29,8.68172
2021-09-30,9.08631
2021-10-01,7.18138
2021-10-02,4.60215
2021-10-03,4.90559
2021-10-04,5.84962
2021-10-05,7.13081
2021-10-06,6.82737
2021-10-07,7.67026
2021-10-08,10.46864
2021-10-09,4.8213
2021-10-10,4.85502
2021-10-11,4.93931
2021-10-12,7.04652
2021-10-13,7.58597
2021-10-14,7.11395
2021-10-15,6.40593
2021-10-16,4.383
2021-10-17,4.56844
2021-10-18,6.92852
2021-10-19,7.08024
2021-10-20,7.01281
2021-10-21,7.38368
2021-10-22,8.26028
2021-10-23,4.50101
2021-10-24,4.85502
2021-10-25,7.45111
2021-10-26,8.36142
2021-10-27,8.47943
2021-10-28,7.63654
2021-10-29,6.82737
2021-10-30,3.74241
2021-10-31,4.09642
2021-11-01,7.14767
2021-11-02,7.18138
2021-11-03,7.78826
2021-11-04,8.49629
2021-11-05,6.67565
2021-11-06,4.34929
2021-11-07,4.36614
2021-11-08,6.92852
2021-11-09,7.46797
2021-11-10,6.75994
2021-11-11,7.08024
2021-11-12,6.57451
2021-11-13,4.09642
2021-11-14,4.28186
2021-11-15,7.73769
2021-11-16,7.67026
2021-11-17,7.58597
2021-11-18,7.51854
2021-11-19,6.00134
2021-11-20,4.68644
2021-11-21,3.99527
2021-11-22,6.15306
2021-11-23,7.26567
2021-11-24,7.04652
2021-11-25,7.31625
2021-11-26,6.20364
2021-11-27,4.77073
2021-11-28,3.87727
2021-11-29,6.65879
2021-11-30,6.8948
2021-12-01,8.14227
2021-12-02,7.01281
2021-12-03,6.06877
2021-12-04,4.61901
2021-12-05,4.19757
2021-12-06,7.02966
2021-12-07,6.57451
2021-12-08,7.26567
2021-12-09,7.83884
2021-12-10,6.32164
2021-12-11,4.63587
2021-12-12,4.19757
2021-12-13,6.59136
2021-12-14,7.11395
2021-12-15,7.50168
2021-12-16,6.52393
2021-12-17,6.8948
2021-12-18,4.48415
2021-12-19,4.19757
2021-12-20,7.19824
2021-12-21,8.17599
2021-12-22,7.6534
2021-12-23,7.24881
2021-12-24,7.08024
2021-12-25,3.79298
2021-12-26,4.39986
2021-12-27,7.82198
2021-12-28,9.18745
2021-12-29,7.41739
2021-12-30,7.36682
2021-12-31,5.95077
2022-01-01,4.31557
2022-01-02,3.8267
2022-01-03,10.18206
2022-01-04,9.38975
2022-01-05,9.18745
2022-01-06,9.20431
2022-01-07,9.42346
2022-01-08,5.22589
2022-01-09,5.05731
2022-01-10,9.76062
2022-01-11,9.1706
2022-01-12,9.74376
2022-01-13,10.46864
2022-01-14,8.73229
2022-01-15,6.60822
2022-01-16,6.35536
2022-01-17,11.98583
2022-01-18,11.73297
2022-01-19,11.42953
2022-01-20,15.87997
2022-01-21,29.95616
2022-01-22,7.3331
2022-01-23,6.13621
2022-01-24,11.49696
2022-01-25,12.1207
2022-01-26,9.77747
2022-01-27,9.76062
2022-01-28,8.86716
2022-01-29,5.39447
2022-01-30,5.2596
2022-01-31,4.18071
2022-02-01,4.34929
2022-02-02,5.52933
2022-02-03,9.01888
2022-02-04,9.45718
2022-02-05,5.41132
2022-02-06,6.03506
2022-02-07,9.64261
2022-02-08,9.55832
2022-02-09,9.1706
2022-02-10,8.64801
2022-02-11,8.24342
2022-02-12,5.84962
2022-02-13,5.36075
2022-02-14,7.85569
2022-02-15,8.86716
2022-02-16,7.83884
2022-02-17,7.7714
2022-02-18,7.36682
2022-02-19,5.12474
2022-02-20,11.21038
2022-02-21,7.85569
2022-02-22,12.30613
2022-02-23,7.67026
2022-02-24,11.39581
2022-02-25,7.6534
2022-02-26,5.00674
2022-02-27,4.95616
2022-02-28,8.36142
2022-03-01,6.0182
2022-03-02,7.72083
2022-03-03,7.56911
2022-03-04,7.70397
2022-03-05,4.34929
2022-03-06,4.33243
2022-03-07,7.85569
2022-03-08,7.80512
2022-03-09,4.06271
2022-03-10,6.8948
2022-03-11,10.38435
2022-03-12,5.73162
2022-03-13,5.52933
2022-03-14,8.10856
2022-03-15,8.22656
2022-03-16,8.412
2022-03-17,9.10316
2022-03-18,7.95684
2022-03-19,7.9737
2022-03-20,5.29332
2022-03-21,8.27714
2022-03-22,8.83344
2022-03-23,8.39514
2022-03-24,7.83884
2022-03-25,6.59136
2022-03-26,5.47875
2022-03-27,5.37761
2022-03-28,7.56911
2022-03-29,7.90627
2022-03-30,7.82198
2022-03-31,8.61429
2022-04-01,7.04652
2022-04-02,5.1416
2022-04-03,4.16385
2022-04-04,7.26567
2022-04-05,7.95684
2022-04-06,9.45718
2022-04-07,8.26028
2022-04-08,7.3331
2022-04-09,4.66958
2022-04-10,4.88873
2022-04-11,7.40053
2022-04-12,7.73769
2022-04-13,7.83884
2022-04-14,7.93998
2022-04-15,7.83884
2022-04-16,4.31557
2022-04-17,4.43358
2022-04-18,8.15913
2022-04-19,8.53
2022-04-20,8.76601
2022-04-21,7.6534
2022-04-22,7.58597
2022-04-23,4.39986
2022-04-24,4.39986
2022-04-25,7.5354
2022-04-26,7.93998
2022-04-27,7.90627
2022-04-28,7.3331
2022-04-29,7.85569
2022-04-30,3.9447
2022-05-01,4.11328
2022-05-02,7.16453
2022-05-03,7.45111
2022-05-04,6.82737
2022-05-05,4.13014
2022-05-06,7.02966
2022-05-07,4.01213
2022-05-08,3.99527
2022-05-09,7.23196
2022-05-10,6.64194
2022-05-11,8.63115
2022-05-12,7.06338
2022-05-13,7.75455
2022-05-14,4.90559
2022-05-15,4.93931
2022-05-16,7.29939
2022-05-17,9.13688
2022-05-18,8.32771
2022-05-19,7.24881
2022-05-20,7.2151
2022-05-21,4.98988
2022-05-22,4.28186
2022-05-23,7.61968
2022-05-24,7.63654
2022-05-25,7.24881
2022-05-26,7.40053
2022-05-27,6.37221
2022-05-28,4.41672
2022-05-29,4.60215
2022-05-30,7.99055
2022-05-31,7.13081
2022-06-01,4.97302
2022-06-02,7.55225
2022-06-03,7.46797
2022-06-04,4.73701
2022-06-05,4.97302
2022-06-06,5.74848
2022-06-07,7.58597
2022-06-08,8.29399
2022-06-09,8.07484
2022-06-10,6.94538
2022-06-11,4.7033
2022-06-12,4.77073
2022-06-13,7.5354
2022-06-14,6.82737
2022-06-15,8.46257
2022-06-16,7.92312
2022-06-17,6.97909
2022-06-18,4.07956
2022-06-19,3.79298
2022-06-20,7.45111
2022-06-21,7.68712
2022-06-22,7.14767
2022-06-23,6.52393
2022-06-24,6.32164
2022-06-25,4.92245
2022-06-26,4.56844
2022-06-27,7.67026
2022-06-28,8.49629
2022-06-29,6.92852
2022-06-30,6.67565
2022-07-01,6.25421
2022-07-02,4.45043
2022-07-03,4.13014
2022-07-04,7.29939
2022-07-05,7.0971
2022-07-06,7.3331
2022-07-07,7.55225
2022-07-08,6.86109
2022-07-09,4.65273
2022-07-10,4.07956
2022-07-11,7.41739
2022-07-12,8.76601
2022-07-13,7.95684
2022-07-14,8.46257
2022-07-15,8.36142
2022-07-16,5.0236
2022-07-17,3.92784
2022-07-18,8.31085
2022-07-19,7.67026
2022-07-20,7.90627
2022-07-21,7.80512
2022-07-22,8.76601
2022-07-23,4.66958
2022-07-24,4.45043
2022-07-25,7.80512
2022-07-26,8.04113
2022-07-27,7.50168
2022-07-28,8.05799
2022-07-29,7.19824
2022-07-30,4.34929
2022-07-31,4.43358
2022-08-01,7.87255
2022-08-02,7.55225
2022-08-03,7.90627
2022-08-04,7.02966
2022-08-05,6.40593
2022-08-06,4.18071
2022-08-07,4.56844
2022-08-08,6.69251
2022-08-09,6.92852
2022-08-10,8.17599
2022-08-11,7.83884
2022-08-12,7.11395
2022-08-13,4.7033
2022-08-14,4.02899
2022-08-15,4.383
2022-08-16,7.61968
2022-08-17,8.20971
2022-08-18,7.2151
2022-08-19,6.74308
2022-08-20,4.09642
2022-08-21,5.12474
2022-08-22,8.20971
2022-08-23,8.20971
2022-08-24,6.18678
2022-08-25,8.00741
2022-08-26,6.99595
2022-08-27,4.45043
2022-08-28,4.51786
2022-08-29,7.73769
2022-08-30,7.56911
2022-08-31,7.6534
2022-09-01,8.0917
2022-09-02,6.74308
2022-09-03,4.14699
2022-09-04,4.63587
2022-09-05,7.3331
2022-09-06,6.87795
2022-09-07,7.04652
2022-09-08,5.74848
2022-09-09,3.69184
2022-09-10,3.57383
2022-09-11,3.57383
2022-09-12,3.97842
2022-09-13,7.80512
2022-09-14,9.25488
2022-09-15,7.72083
2022-09-16,7.38368
2022-09-17,4.97302
2022-09-18,4.48415
2022-09-19,7.2151
2022-09-20,8.74915
2022-09-21,8.47943
2022-09-22,7.50168
2022-09-23,7.6534
2022-09-24,5.78219
2022-09-25,7.26567
2022-09-26,8.44571
2022-09-27,8.93459
2022-09-28,7.58597
2022-09-29,7.95684
2022-09-30,7.23196
2022-10-01,3.87727
2022-10-02,3.59069
2022-10-03,4.98988
2022-10-04,7.29939
2022-10-05,7.61968
2022-10-06,7.58597
2022-10-07,7.06338
2022-10-08,3.80984
2022-10-09,3.87727
2022-10-10,4.265
2022-10-11,7.23196
2022-10-12,7.75455
2022-10-13,10.83951
2022-10-14,10.03034
2022-10-15,6.25421
2022-10-16,5.79905
2022-10-17,8.53
2022-10-18,9.13688
2022-10-19,9.65947
2022-10-20,10.23263
2022-10-21,10.21577
2022-10-22,5.17532
2022-10-23,6.13621
2022-10-24,10.94066
2022-10-25,11.54753
2022-10-26,10.83951
2022-10-27,35.36749
2022-10-28,21.61159
2022-10-29,6.74308
2022-10-30,4.5853
2022-10-31,10.13149
2022-11-01,10.6035
2022-11-02,10.33378
2022-11-03,9.69318
2022-11-04,8.79973
2022-11-05,6.47336
2022-11-06,5.71476
2022-11-07,13.14902
2022-11-08,20.92043
2022-11-09,11.46325
2022-11-10,10.33378
2022-11-11,8.32771
2022-11-12,4.73701
2022-11-13,5.47875
2022-11-14,9.87862
2022-11-15,9.91233
2022-11-16,9.00202
2022-11-17,8.56372
2022-11-18,7.99055
2022-11-19,4.04585
2022-11-20,4.50101
2022-11-21,9.20431
2022-11-22,8.64801
2022-11-23,7.78826
2022-11-24,7.9737
2022-11-25,6.40593
2022-11-26,4.34929
2022-11-27,4.77073
2022-11-28,12.32299
2022-11-29,10.62036
2022-11-30,9.50775
2022-12-01,8.05799
2022-12-02,6.91166
2022-12-03,3.77612
2022-12-04,4.23128
2022-12-05,7.48482
2022-12-06,8.17599
2022-12-07,9.18745
2022-12-08,9.20431
2022-12-09,8.27714
2022-12-10,4.95616
2022-12-11,4.55158
2022-12-12,8.90087
2022-12-13,9.00202
2022-12-14,8.0917
2022-12-15,8.86716
2022-12-16,7.28253
2022-12-17,4.8213
2022-12-18,5.49561
2022-12-19,8.26028
2022-12-20,7.88941
2022-12-21,6.96223
2022-12-22,6.60822
2022-12-23,6.15306
2022-12-24,4.13014
2022-12-25,3.77612
2022-12-26,6.86109
2022-12-27,7.2151
2022-12-28,7.19824
2022-12-29,6.87795
2022-12-30,5.47875
2022-12-31,2.91638
2023-01-01,4.21443
2023-01-02,7.80512
2023-01-03,7.73769
2023-01-04,7.63654
2023-01-05,7.18138
2023-01-06,6.79366
2023-01-07,4.29871
2023-01-08,4.36614
2023-01-09,7.88941
2023-01-10,8.51314
2023-01-11,8.14227
2023-01-12,8.07484
2023-01-13,7.88941
2023-01-14,4.88873
2023-01-15,4.56844
2023-01-16,8.58057
2023-01-17,9.62575
2023-01-18,8.53
2023-01-19,8.54686
2023-01-20,7.16453
2023-01-21,3.75927
2023-01-22,3.54012
2023-01-23,4.04585
2023-01-24,5.47875
2023-01-25,9.65947
2023-01-26,9.30546
2023-01-27,8.59743
2023-01-28,5.10788
2023-01-29,4.73701
2023-01-30,9.20431
2023-01-31,9.52461
2023-02-01,8.00741
2023-02-02,8.88401
2023-02-03,8.93459
2023-02-04,5.31018
2023-02-05,4.56844
2023-02-06,8.17599
2023-02-07,9.69318
2023-02-08,9.55832
2023-02-09,8.412
2023-02-10,7.92312
2023-02-11,5.34389
2023-02-12,5.09103
2023-02-13,9.03573
2023-02-14,9.00202
2023-02-15,8.49629
2023-02-16,9.13688
2023-02-17,9.20431
2023-02-18,5.20903
2023-02-19,4.46729
2023-02-20,8.73229
2023-02-21,8.76601
2023-02-22,8.20971
2023-02-23,8.8503
2023-02-24,7.92312
2023-02-25,4.78759
2023-02-26,4.95616
2023-02-27,7.63654
2023-02-28,7.72083
2023-03-01,4.85502
2023-03-02,7.70397
2023-03-03,7.28253
2023-03-04,4.88873
2023-03-05,4.61901
2023-03-06,8.58057
2023-03-07,8.412
2023-03-08,8.19285
2023-03-09,7.88941
2023-03-10,6.84423
2023-03-11,5.00674
2023-03-12,5.20903
2023-03-13,8.36142
2023-03-14,8.73229
2023-03-15,8.79973
2023-03-16,8.15913
2023-03-17,6.75994
2023-03-18,4.88873
2023-03-19,5.20903
2023-03-20,8.86716
2023-03-21,8.73229
2023-03-22,8.0917
2023-03-23,8.44571
2023-03-24,7.29939
2023-03-25,4.65273
2023-03-26,4.95616
2023-03-27,8.24342
2023-03-28,8.42886
2023-03-29,8.04113
2023-03-30,7.36682
2023-03-31,7.63654
2023-04-01,3.92784
2023-04-02,4.19757
2023-04-03,6.16992
2023-04-04,8.19285
2023-04-05,8.05799
2023-04-06,7.55225
2023-04-07,6.82737
2023-04-08,5.04045
2023-04-09,4.56844
2023-04-10,7.9737
2023-04-11,8.71544
2023-04-12,7.63654
2023-04-13,8.24342
2023-04-14,8.36142
2023-04-15,4.83816
2023-04-16,4.55158
2023-04-17,8.76601
2023-04-18,8.47943
2023-04-19,7.75455
2023-04-20,8.34457
2023-04-21,6.8948
2023-04-22,4.80445
2023-04-23,3.97842
2023-04-24,7.46797
2023-04-25,8.24342
2023-04-26,7.75455
2023-04-27,7.38368
2023-04-28,6.28792
2023-04-29,4.06271
2023-04-30,3.47269
2023-05-01,4.7033
2023-05-02,6.62508
2023-05-03,7.16453
2023-05-04,6.69251
2023-05-05,4.5853
2023-05-06,4.07956
2023-05-07,3.57383
2023-05-08,7.23196
2023-05-09,7.46797
2023-05-10,7.24881
2023-05-11,7.11395
2023-05-12,6.81051
2023-05-13,4.28186
2023-05-14,4.31557
2023-05-15,6.7768
2023-05-16,6.62508
2023-05-17,7.08024
2023-05-18,7.78826
2023-05-19,6.79366
2023-05-20,3.72555
2023-05-21,4.265
2023-05-22,8.00741
2023-05-23,7.72083
2023-05-24,8.02427
2023-05-25,7.14767
2023-05-26,7.31625
2023-05-27,3.40525
2023-05-28,3.33782
2023-05-29,4.88873
2023-05-30,7.5354
