date,CMA계좌
2020-06-18,1.75112
2020-06-19,1.58066
2020-06-20,0.9143
2020-06-21,1.23973
2020-06-22,2.57244
2020-06-23,1.61165
2020-06-24,2.03006
2020-06-25,1.95258
2020-06-26,1.48768
2020-06-27,0.74384
2020-06-28,1.02278
2020-06-29,1.68913
2020-06-30,1.76662
2020-07-01,1.22423
2020-07-02,1.45668
2020-07-03,1.34821
2020-07-04,0.75933
2020-07-05,1.16225
2020-07-06,1.58066
2020-07-07,2.07655
2020-07-08,2.03006
2020-07-09,1.31721
2020-07-10,1.56516
2020-07-11,0.9143
2020-07-12,1.17774
2020-07-13,2.41748
2020-07-14,1.95258
2020-07-15,1.58066
2020-07-16,1.68913
2020-07-17,1.30172
2020-07-18,0.68185
2020-07-19,0.80582
2020-07-20,1.79761
2020-07-21,1.81311
2020-07-22,2.15403
2020-07-23,1.92158
2020-07-24,1.8441
2020-07-25,0.97629
2020-07-26,1.11576
2020-07-27,2.04556
2020-07-28,2.06105
2020-07-29,1.90609
2020-07-30,1.81311
2020-07-31,1.72013
2020-08-01,1.22423
2020-08-02,1.17774
2020-08-03,1.65814
2020-08-04,2.16953
2020-08-05,2.06105
2020-08-06,2.40198
2020-08-07,1.95258
2020-08-08,1.14675
2020-08-09,1.51867
2020-08-10,2.57244
2020-08-11,1.93708
2020-08-12,2.15403
2020-08-13,2.309
2020-08-14,1.79761
2020-08-15,1.22423
2020-08-16,1.02278
2020-08-17,1.20874
2020-08-18,1.93708
2020-08-19,2.18503
2020-08-20,2.2935
2020-08-21,1.8441
2020-08-22,1.17774
2020-08-23,1.31721
2020-08-24,2.43297
2020-08-25,2.74291
2020-08-26,2.23152
2020-08-27,2.23152
2020-08-28,2.07655
2020-08-29,1.44119
2020-08-30,1.50317
2020-08-31,3.42476
2020-09-01,4.19959
2020-09-02,3.84317
2020-09-03,2.91337
2020-09-04,2.99085
2020-09-05,1.34821
2020-09-06,1.8286
2020-09-07,2.71191
2020-09-08,2.40198
2020-09-09,2.27801
2020-09-10,3.36277
2020-09-11,2.54145
2020-09-12,1.62715
2020-09-13,1.33271
2020-09-14,2.85138
2020-09-15,2.91337
2020-09-16,2.41748
2020-09-17,2.35549
2020-09-18,1.76662
2020-09-19,1.19324
2020-09-20,1.33271
2020-09-21,2.24701
2020-09-22,2.54145
2020-09-23,1.89059
2020-09-24,2.33999
2020-09-25,2.61893
2020-09-26,1.02278
2020-09-27,0.68185
2020-09-28,1.8596
2020-09-29,1.79761
2020-09-30,0.97629
2020-10-01,0.83682
2020-10-02,1.17774
2020-10-03,0.86781
2020-10-04,1.51867
2020-10-05,2.57244
2020-10-06,2.49496
2020-10-07,2.09205
2020-10-08,1.41019
2020-10-09,1.03827
2020-10-10,0.83682
2020-10-11,0.96079
2020-10-12,2.10754
2020-10-13,1.8596
2020-10-14,1.67364
2020-10-15,1.78211
2020-10-16,1.42569
2020-10-17,0.72834
2020-10-18,0.8988
2020-10-19,1.65814
2020-10-20,1.53417
2020-10-21,1.33271
2020-10-22,1.3947
2020-10-23,1.11576
2020-10-24,0.48039
2020-10-25,0.77483
2020-10-26,1.79761
2020-10-27,1.51867
2020-10-28,1.25523
2020-10-29,1.3792
2020-10-30,1.51867
2020-10-31,0.65086
2020-11-01,0.79033
2020-11-02,1.53417
2020-11-03,1.61165
2020-11-04,1.96807
2020-11-05,1.89059
2020-11-06,1.59615
2020-11-07,1.13125
2020-11-08,1.05377
2020-11-09,2.33999
2020-11-10,2.27801
2020-11-11,1.96807
2020-11-12,2.33999
2020-11-13,2.16953
2020-11-14,1.3637
2020-11-15,1.06927
2020-11-16,2.41748
2020-11-17,2.2935
2020-11-18,2.18503
2020-11-19,1.72013
2020-11-20,1.79761
2020-11-21,1.30172
2020-11-22,1.23973
2020-11-23,2.49496
2020-11-24,2.66542
2020-11-25,3.2388
2020-11-26,3.67271
2020-11-27,3.16132
2020-11-28,1.42569
2020-11-29,1.93708
2020-11-30,3.11483
2020-12-01,2.91337
2020-12-02,3.82767
2020-12-03,3.81218
2020-12-04,3.98264
2020-12-05,1.96807
2020-12-06,2.52595
2020-12-07,4.55602
2020-12-08,4.26158
2020-12-09,5.31535
2020-12-10,6.30714
2020-12-11,5.34635
2020-12-12,3.36277
2020-12-13,2.58794
2020-12-14,4.86595
2020-12-15,5.47032
2020-12-16,5.96621
2020-12-17,5.98171
2020-12-18,6.05919
2020-12-19,4.27708
2020-12-20,4.10661
2020-12-21,6.05919
2020-12-22,7.03548
2020-12-23,7.39191
2020-12-24,6.9425
2020-12-25,4.10661
2020-12-26,4.52502
2020-12-27,4.72648
2020-12-28,9.35998
2020-12-29,8.87959
2020-12-30,10.86316
2020-12-31,8.39919
2021-01-01,5.70277
2021-01-02,5.99721
2021-01-03,6.0282
2021-01-04,12.81574
2021-01-05,12.76925
2021-01-06,13.37362
2021-01-07,12.92422
2021-01-08,15.46567
2021-01-09,11.01813
2021-01-10,10.42925
2021-01-11,19.91321
2021-01-12,17.1703
2021-01-13,14.30342
2021-01-14,13.34263
2021-01-15,10.86316
2021-01-16,6.63257
2021-01-17,6.46211
2021-01-18,10.44475
2021-01-19,11.40554
2021-01-20,11.83945
2021-01-21,12.44382
2021-01-22,10.86316
2021-01-23,7.81032
2021-01-24,8.25972
2021-01-25,14.13296
2021-01-26,13.60607
2021-01-27,12.35084
2021-01-28,11.49852
2021-01-29,10.01084
2021-01-30,6.40012
2021-01-31,6.41562
2021-02-01,10.59972
2021-02-02,9.96435
2021-02-03,11.25058
2021-02-04,11.32806
2021-02-05,8.56965
2021-02-06,5.22237
2021-02-07,7.36091
2021-02-08,8.70912
2021-02-09,7.85681
2021-02-10,9.7629
2021-02-11,6.41562
2021-02-12,5.59429
2021-02-13,5.93522
2021-02-14,7.14396
2021-02-15,13.86951
2021-02-16,12.30435
2021-02-17,11.97892
2021-02-18,10.6772
2021-02-19,9.40647
2021-02-20,5.53231
2021-02-21,6.66356
2021-02-22,9.93336
2021-02-23,10.89415
2021-02-24,9.06555
2021-02-25,9.7319
2021-02-26,8.05826
2021-02-27,5.22237
2021-02-28,5.62529
2021-03-01,7.39191
2021-03-02,9.53045
2021-03-03,9.31349
2021-03-04,9.91786
2021-03-05,8.95707
2021-03-06,6.63257
2021-03-07,9.18952
2021-03-08,16.58143
2021-03-09,21.13745
2021-03-10,18.39454
2021-03-11,12.33534
2021-03-12,14.67534
2021-03-13,7.4384
2021-03-14,8.04277
2021-03-15,11.39005
2021-03-16,11.1266
2021-03-17,10.61521
2021-03-18,12.64528
2021-03-19,10.47574
2021-03-20,7.37641
2021-03-21,7.29893
2021-03-22,11.37455
2021-03-23,8.64714
2021-03-24,8.50767
2021-03-25,7.71734
2021-03-26,6.36913
2021-03-27,4.47853
2021-03-28,4.19959
2021-03-29,7.06648
2021-03-30,7.31442
2021-03-31,6.92701
2021-04-01,6.81853
2021-04-02,6.18317
2021-04-03,5.17588
2021-04-04,4.6335
2021-04-05,7.67085
2021-04-06,7.62436
2021-04-07,7.36091
2021-04-08,6.5086
2021-04-09,7.65535
2021-04-10,4.71098
2021-04-11,4.26158
2021-04-12,7.77932
2021-04-13,7.79482
2021-04-14,7.8723
2021-04-15,9.71641
2021-04-16,9.03455
2021-04-17,5.14489
2021-04-18,4.21509
2021-04-19,8.52316
2021-04-20,8.55416
2021-04-21,9.49945
2021-04-22,11.25058
2021-04-23,12.0719
2021-04-24,7.91879
2021-04-25,10.56872
2021-04-26,21.46288
2021-04-27,39.88842
2021-04-28,41.81001
2021-04-29,25.92592
2021-04-30,13.15667
2021-05-01,7.57787
2021-05-02,6.40012
2021-05-03,12.64528
2021-05-04,11.1266
2021-05-05,8.32171
2021-05-06,11.25058
2021-05-07,10.90965
2021-05-08,6.16767
2021-05-09,5.84224
2021-05-10,11.66899
2021-05-11,10.94064
2021-05-12,10.92515
2021-05-13,10.61521
2021-05-14,7.53138
2021-05-15,4.78847
2021-05-16,5.31535
2021-05-17,7.96528
2021-05-18,7.70184
2021-05-19,5.5633
2021-05-20,8.12025
2021-05-21,7.19045
2021-05-22,3.28529
2021-05-23,3.79668
2021-05-24,5.98171
2021-05-25,6.44661
2021-05-26,6.05919
2021-05-27,5.47032
2021-05-28,5.17588
2021-05-29,2.85138
2021-05-30,2.2935
2021-05-31,5.05191
2021-06-01,5.02092
2021-06-02,5.37734
2021-06-03,5.33085
2021-06-04,4.71098
2021-06-05,2.43297
2021-06-06,3.2233
2021-06-07,4.71098
2021-06-08,4.85045
2021-06-09,5.39284
2021-06-10,5.39284
2021-06-11,4.58701
2021-06-12,2.309
2021-06-13,2.63443
2021-06-14,4.44754
2021-06-15,5.95072
2021-06-16,4.54052
2021-06-17,4.29257
2021-06-18,4.40105
2021-06-19,2.54145
2021-06-20,2.43297
2021-06-21,4.60251
2021-06-22,4.55602
2021-06-23,6.0437
2021-06-24,4.72648
2021-06-25,4.29257
2021-06-26,2.7584
2021-06-27,2.7894
2021-06-28,5.70277
2021-06-29,5.26886
2021-06-30,5.82674
2021-07-01,5.82674
2021-07-02,5.31535
2021-07-03,3.34728
2021-07-04,3.2388
2021-07-05,5.36184
2021-07-06,5.71827
2021-07-07,6.81853
2021-07-08,7.79482
2021-07-09,6.77204
2021-07-10,3.06834
2021-07-11,3.51774
2021-07-12,4.88145
2021-07-13,5.95072
2021-07-14,6.16767
2021-07-15,6.53959
2021-07-16,6.60158
2021-07-17,3.20781
2021-07-18,2.60344
2021-07-19,5.20688
2021-07-20,5.88873
2021-07-21,6.9425
2021-07-22,9.09654
2021-07-23,13.86951
2021-07-24,9.63892
2021-07-25,15.66713
2021-07-26,19.5258
2021-07-27,11.52952
2021-07-28,7.4074
2021-07-29,8.47667
2021-07-30,7.9033
2021-07-31,4.10661
2021-08-01,4.98992
2021-08-02,7.06648
2021-08-03,7.4074
2021-08-04,7.93429
2021-08-05,7.31442
2021-08-06,8.3682
2021-08-07,5.47032
2021-08-08,6.10568
2021-08-09,11.76197
2021-08-10,12.28885
2021-08-11,10.25879
2021-08-12,9.17402
2021-08-13,9.90237
2021-08-14,5.65628
2021-08-15,4.78847
2021-08-16,6.69456
2021-08-17,10.28978
2021-08-18,9.62343
2021-08-19,8.74012
2021-08-20,8.16674
2021-08-21,5.20688
2021-08-22,5.93522
2021-08-23,10.52223
2021-08-24,12.59879
2021-08-25,11.49852
2021-08-26,9.14303
2021-08-27,8.61614
2021-08-28,5.42383
2021-08-29,5.64078
2021-08-30,9.68541
2021-08-31,9.7319
2021-09-01,11.51402
2021-09-02,9.51495
2021-09-03,8.15124
2021-09-04,5.33085
2021-09-05,6.0437
2021-09-06,9.60793
2021-09-07,10.94064
2021-09-08,10.18131
2021-09-09,7.96528
2021-09-10,7.60886
2021-09-11,3.79668
2021-09-12,4.26158
2021-09-13,6.38462
2021-09-14,7.94979
2021-09-15,7.01999
2021-09-16,5.93522
2021-09-17,6.72555
2021-09-18,3.7037
2021-09-19,3.50224
2021-09-20,3.59522
2021-09-21,3.95165
2021-09-22,6.19866
2021-09-23,8.87959
2021-09-24,9.84038
2021-09-25,6.0282
2021-09-26,6.22966
2021-09-27,11.06462
2021-09-28,9.32899
2021-09-29,7.62436
2021-09-30,8.07376
2021-10-01,6.57058
2021-10-02,3.65721
2021-10-03,3.13032
2021-10-04,4.24608
2021-10-05,7.17495
2021-10-06,6.84952
2021-10-07,6.46211
2021-10-08,7.4229
2021-10-09,3.96714
2021-10-10,6.19866
2021-10-11,6.30714
2021-10-12,8.52316
2021-10-13,8.18224
2021-10-14,7.51588
2021-10-15,7.29893
2021-10-16,3.90516
2021-10-17,3.96714
2021-10-18,5.53231
2021-10-19,6.81853
2021-10-20,6.05919
2021-10-21,7.03548
2021-10-22,6.98899
2021-10-23,4.38555
2021-10-24,5.22237
2021-10-25,12.5213
2021-10-26,10.63071
2021-10-27,6.80303
2021-10-28,7.01999
2021-10-29,5.5478
2021-10-30,3.42476
2021-10-31,3.39377
2021-11-01,7.48489
2021-11-02,6.958
2021-11-03,7.08197
2021-11-04,6.74105
2021-11-05,6.92701
2021-11-06,4.69549
2021-11-07,5.78025
2021-11-08,7.77932
2021-11-09,7.19045
2021-11-10,8.32171
2021-11-11,9.14303
2021-11-12,7.53138
2021-11-13,3.54873
2021-11-14,4.09112
2021-11-15,6.77204
2021-11-16,6.66356
2021-11-17,7.34542
2021-11-18,6.43111
2021-11-19,6.26065
2021-11-20,3.33178
2021-11-21,3.98264
2021-11-22,6.24515
2021-11-23,5.62529
2021-11-24,6.41562
2021-11-25,7.08197
2021-11-26,5.78025
2021-11-27,3.13032
2021-11-28,3.67271
2021-11-29,5.99721
2021-11-30,5.37734
2021-12-01,5.36184
2021-12-02,5.50131
2021-12-03,4.97443
2021-12-04,2.94436
2021-12-05,3.47125
2021-12-06,4.67999
2021-12-07,5.71827
2021-12-08,7.03548
2021-12-09,6.38462
2021-12-10,6.18317
2021-12-11,4.04463
2021-12-12,4.37006
2021-12-13,6.29164
2021-12-14,6.44661
2021-12-15,6.13668
2021-12-16,6.69456
2021-12-17,5.79575
2021-12-18,3.67271
2021-12-19,4.85045
2021-12-20,6.75654
2021-12-21,6.69456
2021-12-22,5.96621
2021-12-23,7.36091
2021-12-24,8.61614
2021-12-25,4.30807
2021-12-26,5.87323
2021-12-27,9.42197
2021-12-28,10.63071
2021-12-29,9.57694
2021-12-30,8.60065
2021-12-31,8.30621
2022-01-01,5.84224
2022-01-02,7.28343
2022-01-03,11.28157
2022-01-04,10.97164
2022-01-05,12.04091
2022-01-06,11.87044
2022-01-07,10.72369
2022-01-08,6.69456
2022-01-09,10.04184
2022-01-10,16.256
2022-01-11,15.62064
2022-01-12,16.75189
2022-01-13,23.64791
2022-01-14,24.53122
2022-01-15,19.78924
2022-01-16,34.52657
2022-01-17,82.69022
2022-01-18,100.0
2022-01-19,53.0141
2022-01-20,16.90686
2022-01-21,19.75825
2022-01-22,9.11204
2022-01-23,8.8021
2022-01-24,12.13389
2022-01-25,13.55958
2022-01-26,12.33534
2022-01-27,16.51944
2022-01-28,13.04819
2022-01-29,6.92701
2022-01-30,6.22966
2022-01-31,5.31535
2022-02-01,7.36091
2022-02-02,10.59972
2022-02-03,14.83031
2022-02-04,12.47481
2022-02-05,8.18224
2022-02-06,7.9033
2022-02-07,11.93243
2022-02-08,10.25879
2022-02-09,10.10382
2022-02-10,10.6927
2022-02-11,8.72462
2022-02-12,5.0829
2022-02-13,5.74926
2022-02-14,9.298
2022-02-15,10.81667
2022-02-16,9.05005
2022-02-17,8.3527
2022-02-18,8.15124
2022-02-19,5.81125
2022-02-20,5.99721
2022-02-21,10.2278
2022-02-22,9.66992
2022-02-23,8.63164
2022-02-24,8.29071
2022-02-25,8.19773
2022-02-26,4.85045
2022-02-27,4.67999
2022-02-28,7.85681
2022-03-01,6.26065
2022-03-02,6.81853
2022-03-03,6.74105
2022-03-04,5.78025
2022-03-05,3.88966
2022-03-06,4.83496
2022-03-07,6.30714
2022-03-08,5.91972
2022-03-09,3.33178
2022-03-10,5.91972
2022-03-11,6.30714
2022-03-12,3.76569
2022-03-13,3.7037
2022-03-14,6.72555
2022-03-15,7.32992
2022-03-16,7.37641
2022-03-17,6.84952
2022-03-18,6.12118
2022-03-19,3.67271
2022-03-20,4.1531
2022-03-21,5.78025
2022-03-22,5.91972
2022-03-23,5.37734
2022-03-24,5.33085
2022-03-25,5.70277
2022-03-26,4.1531
2022-03-27,3.11483
2022-03-28,5.65628
2022-03-29,5.48582
2022-03-30,7.08197
2022-03-31,6.33813
2022-04-01,5.28436
2022-04-02,4.1686
2022-04-03,4.49403
2022-04-04,5.79575
2022-04-05,5.59429
2022-04-06,4.92794
2022-04-07,4.60251
2022-04-08,4.35456
2022-04-09,2.51046
2022-04-10,2.38648
2022-04-11,5.28436
2022-04-12,4.77297
2022-04-13,5.12939
2022-04-14,4.83496
2022-04-15,4.21509
2022-04-16,2.33999
2022-04-17,2.51046
2022-04-18,4.77297
2022-04-19,5.81125
2022-04-20,4.98992
2022-04-21,4.37006
2022-04-22,3.84317
2022-04-23,2.09205
2022-04-24,2.57244
2022-04-25,4.75747
2022-04-26,4.46304
2022-04-27,4.1531
2022-04-28,4.74198
2022-04-29,4.27708
2022-04-30,2.44847
2022-05-01,2.72741
2022-05-02,3.85867
2022-05-03,3.88966
2022-05-04,3.37827
2022-05-05,2.46397
2022-05-06,3.59522
2022-05-07,2.16953
2022-05-08,2.66542
2022-05-09,3.45575
2022-05-10,3.93615
2022-05-11,4.77297
2022-05-12,3.50224
2022-05-13,2.92887
2022-05-14,2.15403
2022-05-15,1.92158
2022-05-16,3.13032
2022-05-17,3.31628
2022-05-18,3.54873
2022-05-19,3.65721
2022-05-20,2.97536
2022-05-21,2.01456
2022-05-22,2.09205
2022-05-23,2.7739
2022-05-24,3.03734
2022-05-25,3.39377
2022-05-26,3.81218
2022-05-27,3.31628
2022-05-28,2.18503
2022-05-29,1.8286
2022-05-30,3.53324
2022-05-31,3.75019
2022-06-01,2.41748
2022-06-02,3.34728
2022-06-03,3.54873
2022-06-04,2.01456
2022-06-05,1.50317
2022-06-06,2.18503
2022-06-07,3.28529
2022-06-08,3.7192
2022-06-09,3.11483
2022-06-10,3.09933
2022-06-11,1.44119
2022-06-12,2.18503
2022-06-13,3.54873
2022-06-14,4.1841
2022-06-15,4.33906
2022-06-16,3.31628
2022-06-17,3.82767
2022-06-18,1.8441
2022-06-19,2.04556
2022-06-20,3.59522
2022-06-21,3.7192
2022-06-22,3.37827
2022-06-23,3.48675
2022-06-24,3.2388
2022-06-25,1.73562
2022-06-26,2.15403
2022-06-27,3.95165
2022-06-28,3.54873
2022-06-29,3.39377
2022-06-30,3.28529
2022-07-01,3.05284
2022-07-02,2.24701
2022-07-03,1.79761
2022-07-04,2.82039
2022-07-05,3.48675
2022-07-06,3.78118
2022-07-07,3.09933
2022-07-08,2.57244
2022-07-09,1.75112
2022-07-10,2.41748
2022-07-11,3.44026
2022-07-12,3.2388
2022-07-13,3.67271
2022-07-14,3.56423
2022-07-15,3.84317
2022-07-16,1.78211
2022-07-17,2.24701
2022-07-18,6.0127
2022-07-19,5.53231
2022-07-20,3.56423
2022-07-21,3.42476
2022-07-22,3.08383
2022-07-23,1.8441
2022-07-24,2.07655
2022-07-25,3.19231
2022-07-26,3.53324
2022-07-27,3.48675
2022-07-28,4.13761
2022-07-29,3.33178
2022-07-30,1.89059
2022-07-31,2.23152
2022-08-01,3.61072
2022-08-02,3.26979
2022-08-03,3.67271
2022-08-04,3.6882
2022-08-05,3.20781
2022-08-06,1.93708
2022-08-07,1.99907
2022-08-08,3.75019
2022-08-09,3.76569
2022-08-10,4.1841
2022-08-11,4.06012
2022-08-12,3.2233
2022-08-13,1.8286
2022-08-14,1.72013
2022-08-15,2.23152
2022-08-16,3.65721
2022-08-17,3.2233
2022-08-18,2.88238
2022-08-19,3.28529
2022-08-20,1.92158
2022-08-21,2.06105
2022-08-22,3.44026
2022-08-23,3.59522
2022-08-24,3.16132
2022-08-25,3.78118
2022-08-26,3.95165
2022-08-27,2.06105
2022-08-28,1.67364
2022-08-29,3.00635
2022-08-30,2.7894
2022-08-31,3.2388
2022-09-01,3.92065
2022-09-02,2.89787
2022-09-03,2.10754
2022-09-04,1.87509
2022-09-05,2.89787
2022-09-06,2.66542
2022-09-07,2.88238
2022-09-08,2.89787
2022-09-09,1.59615
2022-09-10,1.99907
2022-09-11,2.06105
2022-09-12,2.27801
2022-09-13,4.23059
2022-09-14,3.78118
2022-09-15,4.04463
2022-09-16,3.42476
2022-09-17,2.09205
2022-09-18,1.95258
2022-09-19,2.86688
2022-09-20,3.62622
2022-09-21,3.61072
2022-09-22,3.73469
2022-09-23,3.2388
2022-09-24,1.72013
2022-09-25,1.67364
2022-09-26,3.36277
2022-09-27,3.50224
2022-09-28,3.17681
2022-09-29,4.30807
2022-09-30,2.91337
2022-10-01,1.30172
2022-10-02,1.41019
2022-10-03,2.04556
2022-10-04,3.16132
2022-10-05,3.62622
2022-10-06,2.47946
2022-10-07,2.40198
2022-10-08,1.03827
2022-10-09,1.27072
2022-10-10,1.34821
2022-10-11,2.68092
2022-10-12,2.85138
2022-10-13,2.55695
2022-10-14,2.61893
2022-10-15,1.13125
2022-10-16,1.61165
2022-10-17,2.91337
2022-10-18,2.95986
2022-10-19,2.85138
2022-10-20,2.88238
2022-10-21,2.07655
2022-10-22,1.10026
2022-10-23,1.33271
2022-10-24,2.60344
2022-10-25,2.69642
2022-10-26,2.7894
2022-10-27,2.309
2022-10-28,2.309
2022-10-29,1.30172
2022-10-30,1.23973
2022-10-31,2.41748
2022-11-01,2.82039
2022-11-02,2.38648
2022-11-03,2.86688
2022-11-04,2.2935
2022-11-05,1.27072
2022-11-06,1.62715
2022-11-07,2.85138
2022-11-08,2.95986
2022-11-09,2.60344
2022-11-10,2.7894
2022-11-11,2.54145
2022-11-12,1.53417
2022-11-13,1.95258
2022-11-14,2.95986
2022-11-15,2.91337
2022-11-16,2.7894
2022-11-17,2.7894
2022-11-18,2.61893
2022-11-19,1.67364
2022-11-20,1.41019
2022-11-21,2.21602
2022-11-22,2.43297
2022-11-23,2.33999
2022-11-24,2.20052
2022-11-25,2.58794
2022-11-26,1.31721
2022-11-27,1.16225
2022-11-28,2.26251
2022-11-29,2.18503
2022-11-30,3.67271
2022-12-01,2.66542
2022-12-02,2.47946
2022-12-03,1.27072
2022-12-04,1.3637
2022-12-05,2.63443
2022-12-06,2.41748
2022-12-07,2.47946
2022-12-08,2.40198
2022-12-09,3.56423
2022-12-10,1.51867
2022-12-11,2.04556
2022-12-12,2.61893
2022-12-13,2.94436
2022-12-14,2.64993
2022-12-15,2.83589
2022-12-16,3.13032
2022-12-17,2.40198
2022-12-18,2.69642
2022-12-19,3.53324
2022-12-20,3.7037
2022-12-21,3.51774
2022-12-22,2.66542
2022-12-23,2.92887
2022-12-24,1.54966
2022-12-25,1.95258
2022-12-26,3.05284
2022-12-27,3.20781
2022-12-28,3.02185
2022-12-29,3.11483
2022-12-30,3.11483
2022-12-31,1.75112
2023-01-01,2.18503
2023-01-02,3.39377
2023-01-03,3.19231
2023-01-04,3.19231
2023-01-05,3.7192
2023-01-06,3.42476
2023-01-07,2.16953
2023-01-08,2.01456
2023-01-09,2.99085
2023-01-10,4.02913
2023-01-11,3.98264
2023-01-12,2.82039
2023-01-13,3.56423
2023-01-14,2.69642
2023-01-15,1.99907
2023-01-16,3.95165
2023-01-17,4.06012
2023-01-18,3.54873
2023-01-19,3.50224
2023-01-20,3.20781
2023-01-21,2.21602
2023-01-22,1.93708
2023-01-23,2.04556
2023-01-24,2.86688
2023-01-25,4.85045
2023-01-26,4.37006
2023-01-27,4.58701
2023-01-28,2.63443
2023-01-29,2.95986
2023-01-30,4.49403
2023-01-31,4.69549
2023-02-01,4.72648
2023-02-02,4.27708
2023-02-03,4.13761
2023-02-04,2.309
2023-02-05,2.60344
2023-02-06,3.90516
2023-02-07,4.72648
2023-02-08,4.85045
2023-02-09,4.83496
2023-02-10,4.02913
2023-02-11,2.61893
2023-02-12,2.97536
2023-02-13,4.26158
2023-02-14,4.1686
2023-02-15,3.53324
2023-02-16,4.21509
2023-02-17,3.31628
2023-02-18,2.09205
2023-02-19,2.37099
2023-02-20,3.78118
2023-02-21,3.45575
2023-02-22,3.17681
2023-02-23,3.98264
2023-02-24,3.98264
2023-02-25,2.33999
2023-02-26,2.83589
2023-02-27,3.95165
2023-02-28,3.87416
2023-03-01,3.16132
2023-03-02,3.40926
2023-03-03,4.29257
2023-03-04,2.33999
2023-03-05,2.33999
2023-03-06,3.67271
2023-03-07,4.60251
2023-03-08,4.07562
2023-03-09,3.00635
2023-03-10,3.67271
2023-03-11,2.04556
2023-03-12,2.3245
2023-03-13,4.12211
2023-03-14,4.24608
2023-03-15,3.98264
2023-03-16,3.90516
2023-03-17,3.84317
2023-03-18,2.37099
2023-03-19,2.04556
2023-03-20,3.7037
2023-03-21,4.01363
2023-03-22,3.7037
2023-03-23,5.19138
2023-03-24,3.95165
2023-03-25,2.55695
2023-03-26,2.66542
2023-03-27,3.79668
2023-03-28,4.41655
2023-03-29,3.96714
2023-03-30,4.35456
2023-03-31,3.73469
2023-04-01,2.51046
2023-04-02,2.46397
2023-04-03,3.6882
2023-04-04,3.53324
2023-04-05,4.02913
2023-04-06,2.94436
2023-04-07,3.2233
2023-04-08,1.79761
2023-04-09,2.91337
2023-04-10,4.54052
2023-04-11,4.72648
2023-04-12,4.46304
2023-04-13,4.26158
2023-04-14,3.85867
2023-04-15,1.96807
2023-04-16,2.68092
2023-04-17,4.1841
2023-04-18,4.29257
2023-04-19,4.01363
2023-04-20,3.13032
2023-04-21,3.98264
2023-04-22,1.99907
2023-04-23,1.95258
2023-04-24,3.54873
2023-04-25,4.10661
2023-04-26,3.81218
2023-04-27,3.93615
2023-04-28,3.82767
2023-04-29,2.15403
2023-04-30,2.06105
2023-05-01,2.58794
2023-05-02,4.26158
2023-05-03,3.42476
2023-05-04,3.96714
2023-05-05,2.44847
2023-05-06,2.20052
2023-05-07,2.82039
2023-05-08,3.73469
2023-05-09,4.21509
2023-05-10,4.27708
2023-05-11,3.6882
2023-05-12,2.94436
2023-05-13,1.54966
2023-05-14,2.15403
2023-05-15,3.36277
2023-05-16,3.59522
2023-05-17,3.50224
2023-05-18,2.99085
2023-05-19,3.33178
2023-05-20,1.79761
2023-05-21,2.92887
2023-05-22,3.81218
2023-05-23,3.67271
2023-05-24,4.06012
2023-05-25,4.13761
2023-05-26,3.99814
2023-05-27,1.8441
2023-05-28,1.95258
