date,나스닥100
2020-10-22,4.90243
2020-10-23,4.28963
2020-10-24,2.80599
2020-10-25,1.02402
2020-10-26,2.87856
2020-10-27,4.80567
2020-10-28,4.975
2020-10-29,5.82164
2020-10-30,6.04741
2020-10-31,3.19303
2020-11-01,1.25786
2020-11-02,3.34623
2020-11-03,5.62812
2020-11-04,7.6278
2020-11-05,9.04692
2020-11-06,7.49879
2020-11-07,4.41864
2020-11-08,1.93517
2020-11-09,5.70875
2020-11-10,9.96613
2020-11-11,7.32139
2020-11-12,7.20045
2020-11-13,6.48282
2020-11-14,4.2735
2020-11-15,1.80616
2020-11-16,4.35413
2020-11-17,7.17626
2020-11-18,5.99903
2020-11-19,5.93452
2020-11-20,5.5233
2020-11-21,3.82196
2020-11-22,1.83841
2020-11-23,3.38655
2020-11-24,6.53926
2020-11-25,6.90211
2020-11-26,6.16835
2020-11-27,4.2735
2020-11-28,3.93484
2020-11-29,2.45121
2020-11-30,4.02354
2020-12-01,6.98274
2020-12-02,7.144
2020-12-03,6.25705
2020-12-04,5.77326
2020-12-05,3.78164
2020-12-06,2.21738
2020-12-07,4.12836
2020-12-08,6.04741
2020-12-09,5.80551
2020-12-10,6.85373
2020-12-11,5.91033
2020-12-12,3.70101
2020-12-13,2.0158
2020-12-14,3.33817
2020-12-15,6.25705
2020-12-16,5.99096
2020-12-17,6.06353
2020-12-18,5.73294
2020-12-19,4.95081
2020-12-20,2.04805
2020-12-21,4.47508
2020-12-22,7.94226
2020-12-23,7.02306
2020-12-24,6.08772
2020-12-25,4.44283
2020-12-26,2.33833
2020-12-27,2.41896
2020-12-28,4.53959
2020-12-29,6.7731
2020-12-30,6.81341
2020-12-31,5.53942
2021-01-01,3.94291
2021-01-02,2.24963
2021-01-03,2.49959
2021-01-04,4.25737
2021-01-05,7.32139
2021-01-06,8.2406
2021-01-07,7.95033
2021-01-08,8.57119
2021-01-09,5.6765
2021-01-10,3.04789
2021-01-11,5.741
2021-01-12,7.35365
2021-01-13,7.45041
2021-01-14,8.05515
2021-01-15,7.52298
2021-01-16,4.90243
2021-01-17,2.48347
2021-01-18,3.9671
2021-01-19,5.38622
2021-01-20,7.70843
2021-01-21,9.6436
2021-01-22,8.27285
2021-01-23,6.02322
2021-01-24,3.13659
2021-01-25,5.66037
2021-01-26,8.82115
2021-01-27,9.00661
2021-01-28,9.94194
2021-01-29,9.03886
2021-01-30,5.57974
2021-01-31,2.22544
2021-02-01,4.58796
2021-02-02,7.40203
2021-02-03,7.50685
2021-02-04,7.35365
2021-02-05,7.64392
2021-02-06,5.65231
2021-02-07,2.81406
2021-02-08,4.25737
2021-02-09,7.11175
2021-02-10,7.26495
2021-02-11,6.32156
2021-02-12,6.16835
2021-02-13,5.2169
2021-02-14,2.90275
2021-02-15,4.13642
2021-02-16,5.19271
2021-02-17,7.05531
2021-02-18,7.36977
2021-02-19,6.98274
2021-02-20,5.07176
2021-02-21,2.27382
2021-02-22,5.57974
2021-02-23,10.75632
2021-02-24,9.87743
2021-02-25,10.23222
2021-02-26,11.58684
2021-02-27,7.18432
2021-02-28,2.53184
2021-03-01,4.1848
2021-03-02,7.65199
2021-03-03,7.86969
2021-03-04,10.84502
2021-03-05,11.57877
2021-03-06,8.03902
2021-03-07,2.4754
2021-03-08,6.62796
2021-03-09,10.93372
2021-03-10,11.21593
2021-03-11,10.09514
2021-03-12,9.37751
2021-03-13,5.35397
2021-03-14,2.0803
2021-03-15,4.67666
2021-03-16,7.97452
2021-03-17,7.96645
2021-03-18,9.03886
2021-03-19,8.03902
2021-03-20,5.10401
2021-03-21,2.0803
2021-03-22,4.30575
2021-03-23,7.71649
2021-03-24,7.98258
2021-03-25,8.01483
2021-03-26,7.05531
2021-03-27,5.07176
2021-03-28,2.05611
2021-03-29,5.02338
2021-03-30,7.36977
2021-03-31,6.34575
2021-04-01,7.45847
2021-04-02,6.03934
2021-04-03,2.7818
2021-04-04,1.66102
2021-04-05,4.53152
2021-04-06,7.16819
2021-04-07,5.77326
2021-04-08,6.86985
2021-04-09,6.86985
2021-04-10,4.64441
2021-04-11,1.79809
2021-04-12,4.36219
2021-04-13,7.16819
2021-04-14,8.2406
2021-04-15,7.86163
2021-04-16,7.49879
2021-04-17,5.31365
2021-04-18,2.07224
2021-04-19,3.76552
2021-04-20,6.51507
2021-04-21,7.6278
2021-04-22,6.67634
2021-04-23,6.80535
2021-04-24,4.69279
2021-04-25,1.57232
2021-04-26,3.83809
2021-04-27,6.81341
2021-04-28,8.15997
2021-04-29,7.61973
2021-04-30,7.21657
2021-05-01,3.84615
2021-05-02,1.95129
2021-05-03,3.25753
2021-05-04,6.70859
2021-05-05,8.47443
2021-05-06,6.90211
2021-05-07,6.61183
2021-05-08,3.45105
2021-05-09,1.5562
2021-05-10,4.08805
2021-05-11,9.53072
2021-05-12,8.35349
2021-05-13,9.65166
2021-05-14,7.30527
2021-05-15,4.36219
2021-05-16,1.57232
2021-05-17,3.80583
2021-05-18,5.87808
2021-05-19,5.55555
2021-05-20,7.08756
2021-05-21,6.41831
2021-05-22,3.49943
2021-05-23,1.24979
2021-05-24,3.54781
2021-05-25,5.99096
2021-05-26,6.12804
2021-05-27,6.09579
2021-05-28,5.68456
2021-05-29,3.38655
2021-05-30,1.44331
2021-05-31,2.75761
2021-06-01,4.16061
2021-06-02,5.17658
2021-06-03,6.19254
2021-06-04,5.9184
2021-06-05,4.14449
2021-06-06,1.49169
2021-06-07,3.37848
2021-06-08,6.12804
2021-06-09,5.49911
2021-06-10,5.33784
2021-06-11,5.62812
2021-06-12,3.61232
2021-06-13,1.45137
2021-06-14,3.28979
2021-06-15,6.59571
2021-06-16,5.66037
2021-06-17,6.33768
2021-06-18,8.04708
2021-06-19,4.62022
2021-06-20,1.6207
2021-06-21,3.86228
2021-06-22,6.21673
2021-06-23,7.61167
2021-06-24,7.26495
2021-06-25,7.11175
2021-06-26,4.34607
2021-06-27,1.68521
2021-06-28,4.14449
2021-06-29,7.06337
2021-06-30,7.71649
2021-07-01,6.85373
2021-07-02,6.97468
2021-07-03,4.74117
2021-07-04,1.54007
2021-07-05,3.47524
2021-07-06,5.68456
2021-07-07,8.64376
2021-07-08,8.19222
2021-07-09,7.95033
2021-07-10,5.39429
2021-07-11,1.7094
2021-07-12,4.22512
2021-07-13,8.69214
2021-07-14,9.00661
2021-07-15,9.00661
2021-07-16,7.73262
2021-07-17,4.6686
2021-07-18,1.60457
2021-07-19,4.78955
2021-07-20,8.74052
2021-07-21,7.92614
2021-07-22,7.92614
2021-07-23,8.24866
2021-07-24,6.24899
2021-07-25,1.99161
2021-07-26,5.8297
2021-07-27,8.91791
2021-07-28,10.14352
2021-07-29,8.64376
2021-07-30,9.32107
2021-07-31,4.90243
2021-08-01,1.7739
2021-08-02,5.0395
2021-08-03,8.00677
2021-08-04,7.48266
2021-08-05,8.05515
2021-08-06,7.80519
2021-08-07,4.84599
2021-08-08,2.0158
2021-08-09,4.35413
2021-08-10,7.0795
2021-08-11,7.61167
2021-08-12,8.12772
2021-08-13,7.12788
2021-08-14,4.96694
2021-08-15,2.12868
2021-08-16,4.24125
2021-08-17,9.41783
2021-08-18,8.90179
2021-08-19,9.93388
2021-08-20,9.90969
2021-08-21,5.9829
2021-08-22,2.12062
2021-08-23,5.61199
2021-08-24,11.29656
2021-08-25,9.75649
2021-08-26,8.69214
2021-08-27,8.65183
2021-08-28,6.41025
2021-08-29,3.39461
2021-08-30,6.38606
2021-08-31,10.28059
2021-09-01,8.93404
2021-09-02,9.16787
2021-09-03,9.20819
2021-09-04,5.46686
2021-09-05,2.28995
2021-09-06,4.57184
2021-09-07,6.8376
2021-09-08,8.84534
2021-09-09,8.42606
2021-09-10,8.69214
2021-09-11,5.78938
2021-09-12,2.23351
2021-09-13,5.26527
2021-09-14,8.29704
2021-09-15,8.57119
2021-09-16,7.83744
2021-09-17,6.78116
2021-09-18,5.4346
2021-09-19,2.169
2021-09-20,4.87018
2021-09-21,10.3451
2021-09-22,9.27269
2021-09-23,10.84502
2021-09-24,8.31317
2021-09-25,5.65231
2021-09-26,2.58022
2021-09-27,5.54749
2021-09-28,10.01451
2021-09-29,12.96565
2021-09-30,10.82889
2021-10-01,10.81277
2021-10-02,6.74891
2021-10-03,2.2577
2021-10-04,5.99903
2021-10-05,11.97387
2021-10-06,11.15949
2021-10-07,10.94984
2021-10-08,9.05499
2021-10-09,5.18464
2021-10-10,2.06418
2021-10-11,4.54765
2021-10-12,8.64376
2021-10-13,8.64376
2021-10-14,8.70827
2021-10-15,9.03886
2021-10-16,5.78938
2021-10-17,2.06418
2021-10-18,5.12014
2021-10-19,8.52281
2021-10-20,8.58732
2021-10-21,7.87776
2021-10-22,8.0874
2021-10-23,5.53942
2021-10-24,2.07224
2021-10-25,5.1282
2021-10-26,10.15158
2021-10-27,9.53072
2021-10-28,9.48234
2021-10-29,9.45815
2021-10-30,5.68456
2021-10-31,2.42702
2021-11-01,6.15223
2021-11-02,21.03692
2021-11-03,36.89727
2021-11-04,41.83196
2021-11-05,43.88001
2021-11-06,24.746
2021-11-07,5.78938
2021-11-08,16.21512
2021-11-09,39.80809
2021-11-10,38.90501
2021-11-11,42.94468
2021-11-12,35.5749
2021-11-13,26.56829
2021-11-14,5.78938
2021-11-15,13.08659
2021-11-16,35.1798
2021-11-17,33.41396
2021-11-18,45.35558
2021-11-19,47.66973
2021-11-20,32.14804
2021-11-21,7.31333
2021-11-22,15.24754
2021-11-23,46.54894
2021-11-24,44.67021
2021-11-25,37.38913
2021-11-26,21.7223
2021-11-27,33.70424
2021-11-28,7.20045
2021-11-29,16.06998
2021-11-30,48.56474
2021-12-01,46.01677
2021-12-02,48.24221
2021-12-03,43.83164
2021-12-04,46.6457
2021-12-05,9.04692
2021-12-06,18.7631
2021-12-07,48.06482
2021-12-08,50.34671
2021-12-09,43.21883
2021-12-10,43.57361
2021-12-11,43.81551
2021-12-12,10.77245
2021-12-13,18.05353
2021-12-14,43.27527
2021-12-15,47.40364
2021-12-16,53.75745
2021-12-17,56.45863
2021-12-18,38.05837
2021-12-19,6.81341
2021-12-20,17.90033
2021-12-21,47.44396
2021-12-22,45.62973
2021-12-23,42.11417
2021-12-24,36.07482
2021-12-25,11.1998
2021-12-26,5.06369
2021-12-27,12.03031
2021-12-28,40.10643
2021-12-29,37.88905
2021-12-30,40.05805
2021-12-31,26.44734
2022-01-01,15.04596
2022-01-02,5.46686
2022-01-03,14.08643
2022-01-04,41.30785
2022-01-05,47.79067
2022-01-06,60.28866
2022-01-07,55.70875
2022-01-08,38.27608
2022-01-09,8.35349
2022-01-10,19.94839
2022-01-11,61.36913
2022-01-12,47.87131
2022-01-13,44.1461
2022-01-14,57.73262
2022-01-15,42.2835
2022-01-16,8.43412
2022-01-17,13.89292
2022-01-18,28.97919
2022-01-19,55.32172
2022-01-20,59.96613
2022-01-21,67.74713
2022-01-22,62.6915
2022-01-23,12.68343
2022-01-24,33.88969
2022-01-25,100.0
2022-01-26,87.38913
2022-01-27,90.29995
2022-01-28,84.51862
2022-01-29,58.01483
2022-01-30,10.51443
2022-01-31,14.8605
2022-02-01,55.23302
2022-02-02,64.43315
2022-02-03,76.43928
2022-02-04,77.44718
2022-02-05,55.57168
2022-02-06,10.48218
2022-02-07,21.4159
2022-02-08,55.63618
2022-02-09,49.97581
2022-02-10,50.67731
2022-02-11,52.17706
2022-02-12,49.62909
2022-02-13,10.38542
2022-02-14,24.07676
2022-02-15,69.06144
2022-02-16,52.90275
2022-02-17,56.0716
2022-02-18,52.17706
2022-02-19,42.08998
2022-02-20,7.97452
2022-02-21,15.79583
2022-02-22,34.11546
2022-02-23,60.79664
2022-02-24,73.93162
2022-02-25,87.21174
2022-02-26,42.83986
2022-02-27,8.05515
2022-02-28,17.56168
2022-03-01,47.91162
2022-03-02,52.72536
2022-03-03,45.29914
2022-03-04,49.66134
2022-03-05,33.00274
2022-03-06,6.11191
2022-03-07,18.56152
2022-03-08,55.95871
2022-03-09,44.49282
2022-03-10,40.15481
2022-03-11,40.4854
2022-03-12,37.91323
2022-03-13,8.02289
2022-03-14,22.58506
2022-03-15,59.47427
2022-03-16,55.96677
2022-03-17,63.49782
2022-03-18,55.65231
2022-03-19,42.64634
2022-03-20,8.51475
2022-03-21,24.24608
2022-03-22,51.43525
2022-03-23,53.21722
2022-03-24,50.03225
2022-03-25,51.04015
2022-03-26,31.93033
2022-03-27,6.9263
2022-03-28,23.46395
2022-03-29,59.28882
2022-03-30,51.70133
2022-03-31,46.08934
2022-04-01,45.68617
2022-04-02,32.14804
2022-04-03,6.4425
2022-04-04,21.06111
2022-04-05,52.04805
2022-04-06,50.0
2022-04-07,55.72488
2022-04-08,50.68537
2022-04-09,32.3093
2022-04-10,6.47476
2022-04-11,22.14965
2022-04-12,55.35397
2022-04-13,50.60474
2022-04-14,47.82293
2022-04-15,41.54168
2022-04-16,13.4575
2022-04-17,4.85405
2022-04-18,23.48008
2022-04-19,52.21738
2022-04-20,48.29866
2022-04-21,54.43476
2022-04-22,50.33059
2022-04-23,38.28414
2022-04-24,7.59554
2022-04-25,31.11594
2022-04-26,64.0945
2022-04-27,79.76939
2022-04-28,65.41686
2022-04-29,60.22415
2022-04-30,51.04821
2022-05-01,9.36139
2022-05-02,29.61619
2022-05-03,61.29656
2022-05-04,50.62086
2022-05-05,64.796
2022-05-06,87.40525
2022-05-07,44.22673
2022-05-08,7.86969
2022-05-09,38.79213
2022-05-10,85.67972
2022-05-11,89.21948
2022-05-12,96.89566
2022-05-13,78.69698
2022-05-14,41.76745
2022-05-15,7.80519
2022-05-16,30.17255
2022-05-17,58.84534
2022-05-18,56.26511
2022-05-19,88.78406
2022-05-20,64.50572
2022-05-21,48.98403
2022-05-22,7.78906
2022-05-23,29.85002
2022-05-24,69.18238
2022-05-25,63.19948
2022-05-26,57.61167
2022-05-27,55.35397
2022-05-28,37.34881
2022-05-29,6.73278
2022-05-30,16.5054
2022-05-31,33.23657
2022-06-01,50.96758
2022-06-02,51.15303
2022-06-03,50.79825
2022-06-04,29.55974
2022-06-05,5.81357
2022-06-06,21.22238
2022-06-07,52.28189
2022-06-08,49.32268
2022-06-09,49.11304
2022-06-10,57.68424
2022-06-11,41.7997
2022-06-12,8.45831
2022-06-13,44.46863
2022-06-14,87.84067
2022-06-15,72.67376
2022-06-16,79.51136
2022-06-17,75.48782
2022-06-18,42.30769
2022-06-19,8.14384
2022-06-20,20.4725
2022-06-21,37.01015
2022-06-22,58.80503
2022-06-23,62.6915
2022-06-24,55.99903
2022-06-25,33.35752
2022-06-26,6.79729
2022-06-27,30.17255
2022-06-28,58.28898
2022-06-29,67.55362
2022-06-30,64.796
2022-07-01,55.73294
2022-07-02,33.58329
2022-07-03,5.32978
2022-07-04,12.12707
2022-07-05,35.55071
2022-07-06,65.45718
2022-07-07,53.09627
2022-07-08,46.94404
2022-07-09,30.26124
2022-07-10,5.19271
2022-07-11,22.74633
2022-07-12,52.12868
2022-07-13,57.39396
2022-07-14,57.99064
2022-07-15,54.87018
2022-07-16,28.69698
2022-07-17,5.05563
2022-07-18,23.78648
2022-07-19,53.58006
2022-07-20,59.74036
2022-07-21,62.98177
2022-07-22,59.59522
2022-07-23,31.08369
2022-07-24,4.52346
2022-07-25,23.8913
2022-07-26,48.79051
2022-07-27,50.24995
2022-07-28,62.80438
2022-07-29,54.05579
2022-07-30,36.2764
2022-07-31,5.57974
2022-08-01,28.57603
2022-08-02,56.51507
2022-08-03,58.20029
2022-08-04,64.47347
2022-08-05,53.88646
2022-08-06,32.77697
2022-08-07,5.63618
2022-08-08,27.43912
2022-08-09,56.9908
2022-08-10,53.91872
2022-08-11,57.61167
2022-08-12,56.46669
2022-08-13,33.73649
2022-08-14,5.95871
2022-08-15,26.25383
2022-08-16,60.48218
2022-08-17,60.93372
2022-08-18,54.2735
2022-08-19,52.49959
2022-08-20,27.81809
2022-08-21,5.25721
2022-08-22,26.14094
2022-08-23,52.48347
2022-08-24,54.95887
2022-08-25,48.33897
2022-08-26,49.35494
2022-08-27,45.90388
2022-08-28,6.80535
2022-08-29,32.6157
2022-08-30,59.42589
2022-08-31,56.72472
2022-09-01,57.8455
2022-09-02,63.29624
2022-09-03,36.47798
2022-09-04,5.65231
2022-09-05,12.61893
2022-09-06,34.21222
2022-09-07,59.38558
2022-09-08,51.79809
2022-09-09,40.38058
2022-09-10,27.47943
2022-09-11,7.17626
2022-09-12,24.70569
2022-09-13,69.93226
2022-09-14,85.8813
2022-09-15,67.89227
2022-09-16,62.36897
2022-09-17,37.44557
2022-09-18,6.29737
2022-09-19,32.20448
2022-09-20,56.74891
2022-09-21,56.6199
2022-09-22,76.38284
2022-09-23,63.89292
2022-09-24,38.60667
2022-09-25,6.26511
2022-09-26,38.96145
2022-09-27,75.96355
2022-09-28,80.02741
2022-09-29,70.53701
2022-09-30,63.98161
2022-10-01,41.78358
2022-10-02,6.08772
2022-10-03,31.94646
2022-10-04,66.53765
2022-10-05,63.16723
2022-10-06,67.5133
2022-10-07,51.66908
2022-10-08,39.61457
2022-10-09,6.2893
2022-10-10,34.19609
2022-10-11,70.99661
2022-10-12,76.71343
2022-10-13,77.54394
2022-10-14,82.12385
2022-10-15,45.61361
2022-10-16,7.70037
2022-10-17,32.02709
2022-10-18,68.66634
2022-10-19,71.4804
2022-10-20,62.86889
2022-10-21,59.35333
2022-10-22,35.20399
2022-10-23,5.23302
2022-10-24,36.17964
2022-10-25,63.6994
2022-10-26,65.23141
2022-10-27,73.0366
2022-10-28,66.62635
2022-10-29,43.751
2022-10-30,5.86195
2022-10-31,27.76971
2022-11-01,60.22415
2022-11-02,55.24915
2022-11-03,73.26237
2022-11-04,62.40122
2022-11-05,39.75971
2022-11-06,6.72472
2022-11-07,28.29382
2022-11-08,56.16835
2022-11-09,60.51443
2022-11-10,62.01419
2022-11-11,88.50185
2022-11-12,54.99113
2022-11-13,7.77293
2022-11-14,22.48024
2022-11-15,61.63522
2022-11-16,59.34526
2022-11-17,50.71762
2022-11-18,49.48395
2022-11-19,36.95371
2022-11-20,4.93468
2022-11-21,16.48121
2022-11-22,44.24286
2022-11-23,44.13804
2022-11-24,42.90437
2022-11-25,20.43218
2022-11-26,22.18996
2022-11-27,4.35413
2022-11-28,15.03789
2022-11-29,41.01757
2022-11-30,41.50943
2022-12-01,60.0387
2022-12-02,46.9521
2022-12-03,27.68908
2022-12-04,4.24931
2022-12-05,11.94162
2022-12-06,40.54184
2022-12-07,41.19496
2022-12-08,43.27527
2022-12-09,41.66263
2022-12-10,32.31736
2022-12-11,4.338
2022-12-12,15.50556
2022-12-13,50.2177
2022-12-14,57.20851
2022-12-15,55.72488
2022-12-16,51.5562
2022-12-17,36.0587
2022-12-18,5.08788
2022-12-19,15.17497
2022-12-20,53.45105
2022-12-21,51.68521
2022-12-22,47.07305
2022-12-23,56.20867
2022-12-24,37.88098
2022-12-25,4.91856
2022-12-26,9.25657
2022-12-27,23.81873
2022-12-28,56.12804
2022-12-29,55.32978
2022-12-30,42.93662
2022-12-31,26.18932
2023-01-01,4.90243
2023-01-02,10.65957
2023-01-03,24.94758
2023-01-04,58.49862
2023-01-05,58.07127
2023-01-06,47.20206
2023-01-07,41.46105
2023-01-08,5.70069
2023-01-09,18.5212
2023-01-10,58.95823
2023-01-11,52.24963
2023-01-12,58.20029
2023-01-13,56.42638
2023-01-14,39.57426
2023-01-15,5.65231
2023-01-16,10.87727
2023-01-17,25.89904
2023-01-18,54.09611
2023-01-19,52.4109
2023-01-20,43.75907
2023-01-21,38.49379
2023-01-22,6.21673
2023-01-23,15.48943
2023-01-24,57.16819
2023-01-25,58.60345
2023-01-26,61.0466
2023-01-27,69.53717
2023-01-28,52.91888
2023-01-29,7.6923
2023-01-30,21.46427
2023-01-31,51.38687
2023-02-01,56.61183
2023-02-02,85.8168
2023-02-03,97.96806
2023-02-04,49.16142
2023-02-05,7.27302
2023-02-06,21.93194
2023-02-07,57.81325
2023-02-08,74.48798
2023-02-09,61.8368
2023-02-10,63.41719
2023-02-11,40.15481
2023-02-12,5.81357
2023-02-13,20.2306
2023-02-14,67.60199
2023-02-15,73.91549
2023-02-16,66.08611
2023-02-17,60.46605
2023-02-18,42.94468
2023-02-19,5.65231
2023-02-20,10.8934
2023-02-21,26.84244
2023-02-22,58.20835
2023-02-23,69.18238
2023-02-24,60.88534
2023-02-25,37.81648
2023-02-26,5.41848
2023-02-27,16.91662
2023-02-28,47.90356
2023-03-01,47.66973
2023-03-02,53.78164
2023-03-03,50.75794
2023-03-04,41.60619
2023-03-05,6.09579
2023-03-06,17.56974
2023-03-07,60.57893
2023-03-08,54.90243
2023-03-09,63.7639
2023-03-10,59.61941
2023-03-11,44.18642
2023-03-12,6.24092
2023-03-13,33.22851
2023-03-14,77.93097
2023-03-15,72.01257
2023-03-16,90.19512
2023-03-17,68.85179
2023-03-18,35.71198
2023-03-19,5.40235
2023-03-20,26.72149
2023-03-21,59.10337
2023-03-22,65.92485
2023-03-23,81.1482
2023-03-24,65.15078
2023-03-25,37.82454
2023-03-26,5.8297
2023-03-27,25.52007
2023-03-28,63.02209
2023-03-29,52.0803
2023-03-30,54.49121
2023-03-31,51.41912
2023-04-01,38.24383
2023-04-02,6.38606
2023-04-03,26.31027
2023-04-04,59.89356
2023-04-05,52.62054
2023-04-06,55.4346
2023-04-07,48.52443
2023-04-08,12.48185
2023-04-09,4.23318
2023-04-10,24.51217
2023-04-11,53.42686
2023-04-12,60.36929
2023-04-13,57.37784
2023-04-14,56.74084
2023-04-15,27.95516
2023-04-16,5.06369
2023-04-17,23.35913
2023-04-18,54.77342
2023-04-19,50.54023
2023-04-20,55.70069
2023-04-21,54.14449
2023-04-22,33.13981
2023-04-23,4.99919
2023-04-24,22.00451
2023-04-25,47.96806
2023-04-26,61.85292
2023-04-27,91.30785
2023-04-28,53.05595
2023-04-29,26.76987
2023-04-30,4.74923
2023-05-01,19.20657
2023-05-02,45.71036
2023-05-03,45.80712
2023-05-04,50.51604
2023-05-05,37.59877
2023-05-06,32.83341
2023-05-07,5.82164
2023-05-08,19.50491
2023-05-09,46.37155
2023-05-10,45.77487
2023-05-11,58.9421
2023-05-12,53.47524
2023-05-13,25.1411
2023-05-14,4.26544
2023-05-15,20.06128
2023-05-16,49.40332
2023-05-17,58.26479
2023-05-18,55.28946
2023-05-19,59.11143
2023-05-20,28.30995
2023-05-21,5.2814
2023-05-22,23.8268
2023-05-23,50.99983
2023-05-24,47.41977
2023-05-25,57.72456
2023-05-26,70.64183
2023-05-27,47.194
2023-05-28,9.34526
2023-05-29,15.20722
