date,인도ETF
2023-05-30,20.60221
2023-05-31,25.35657
2023-06-01,23.61331
2023-06-02,34.62757
2023-06-03,15.84786
2023-06-04,15.68938
2023-06-05,21.23613
2023-06-06,16.32329
2023-06-07,17.11568
2023-06-08,15.92709
2023-06-09,15.76862
2023-06-10,7.84469
2023-06-11,8.55784
2023-06-12,14.97622
2023-06-13,18.1458
2023-06-14,18.22503
2023-06-15,22.90015
2023-06-16,16.79873
2023-06-17,10.53882
2023-06-18,10.77654
2023-06-19,15.84786
2023-06-20,18.1458
2023-06-21,26.46592
2023-06-22,34.15213
2023-06-23,26.78288
2023-06-24,13.15372
2023-06-25,14.58003
2023-06-26,28.05071
2023-06-27,28.12995
2023-06-28,32.25039
2023-06-29,24.88114
2023-06-30,23.05863
2023-07-01,17.11568
2023-07-02,15.5309
2023-07-03,23.85103
2023-07-04,26.54516
2023-07-05,19.65134
2023-07-06,14.89698
2023-07-07,18.30427
2023-07-08,12.75752
2023-07-09,12.28209
2023-07-10,26.6244
2023-07-11,26.78288
2023-07-12,32.64659
2023-07-13,26.06973
2023-07-14,21.23613
2023-07-15,15.61014
2023-07-16,16.40253
2023-07-17,19.09667
2023-07-18,73.45483
2023-07-19,53.80348
2023-07-20,35.41996
2023-07-21,26.86212
2023-07-22,13.70839
2023-07-23,16.08557
2023-07-24,18.77971
2023-07-25,22.82091
2023-07-26,23.45483
2023-07-27,19.41362
2023-07-28,20.04754
2023-07-29,11.17274
2023-07-30,12.75752
2023-07-31,20.76069
2023-08-01,28.05071
2023-08-02,19.80982
2023-08-03,14.65927
2023-08-04,23.13787
2023-08-05,17.43264
2023-08-06,14.58003
2023-08-07,17.7496
2023-08-08,17.90808
2023-08-09,19.80982
2023-08-10,17.19492
2023-08-11,11.17274
2023-08-12,13.70839
2023-08-13,23.53407
2023-08-14,23.61331
2023-08-15,16.40253
2023-08-16,20.04754
2023-08-17,34.86529
2023-08-18,24.24722
2023-08-19,9.66719
2023-08-20,14.18383
2023-08-21,21.15689
2023-08-22,24.56418
2023-08-23,21.71156
2023-08-24,30.90332
2023-08-25,19.9683
2023-08-26,24.16798
2023-08-27,19.5721
2023-08-28,21.23613
2023-08-29,20.76069
2023-08-30,17.67036
2023-08-31,17.27416
2023-09-01,23.53407
2023-09-02,16.71949
2023-09-03,13.86687
2023-09-04,37.87638
2023-09-05,44.374
2023-09-06,35.10301
2023-09-07,27.49603
2023-09-08,22.82091
2023-09-09,17.59112
2023-09-10,17.43264
2023-09-11,32.40887
2023-09-12,32.56735
2023-09-13,32.01267
2023-09-14,27.73375
2023-09-15,18.38351
2023-09-16,10.53882
2023-09-17,11.80665
2023-09-18,23.69255
2023-09-19,18.22503
2023-09-20,14.34231
2023-09-21,13.39144
2023-09-22,13.07448
2023-09-23,8.4786
2023-09-24,24.48494
2023-09-25,39.61965
2023-09-26,61.48969
2023-09-27,30.19017
2023-09-28,14.42155
2023-09-29,12.916
2023-09-30,12.916
2023-10-01,12.28209
2023-10-02,13.47068
2023-10-03,15.37242
2023-10-04,19.09667
2023-10-05,19.41362
2023-10-06,14.26307
2023-10-07,9.82567
2023-10-08,25.27733
2023-10-09,13.39144
2023-10-10,16.95721
2023-10-11,20.60221
2023-10-12,18.54199
2023-10-13,15.21394
2023-10-14,8.95404
2023-10-15,15.37242
2023-10-16,19.80982
2023-10-17,18.85895
2023-10-18,15.68938
2023-10-19,16.95721
2023-10-20,16.08557
2023-10-21,7.29001
2023-10-22,7.36925
2023-10-23,15.05546
2023-10-24,17.27416
2023-10-25,16.95721
2023-10-26,13.70839
2023-10-27,8.8748
2023-10-28,7.52773
2023-10-29,6.81458
2023-10-30,11.25198
2023-10-31,12.12361
2023-11-01,10.77654
2023-11-02,11.64817
2023-11-03,11.01426
2023-11-04,5.70522
2023-11-05,6.81458
2023-11-06,14.34231
2023-11-07,9.82567
2023-11-08,10.53882
2023-11-09,11.41045
2023-11-10,9.98415
2023-11-11,9.35023
2023-11-12,9.42947
2023-11-13,11.48969
2023-11-14,12.67828
2023-11-15,12.59904
2023-11-16,11.41045
2023-11-17,10.93502
2023-11-18,5.8637
2023-11-19,7.13153
2023-11-20,13.70839
2023-11-21,13.78763
2023-11-22,14.58003
2023-11-23,14.65927
2023-11-24,9.66719
2023-11-25,8.79556
2023-11-26,7.60697
2023-11-27,12.59904
2023-11-28,12.04437
2023-11-29,12.04437
2023-11-30,9.90491
2023-12-01,19.73058
2023-12-02,16.87797
2023-12-03,12.28209
2023-12-04,18.22503
2023-12-05,20.76069
2023-12-06,26.78288
2023-12-07,29.71473
2023-12-08,22.97939
2023-12-09,19.49286
2023-12-10,16.16481
2023-12-11,23.77179
2023-12-12,31.0618
2023-12-13,37.16323
2023-12-14,27.81299
2023-12-15,25.99049
2023-12-16,15.29318
2023-12-17,20.83993
2023-12-18,27.33755
2023-12-19,24.16798
2023-12-20,26.06973
2023-12-21,20.76069
2023-12-22,18.62123
2023-12-23,13.62916
2023-12-24,25.11885
2023-12-25,29.55625
2023-12-26,38.5103
2023-12-27,36.21236
2023-12-28,39.69889
2023-12-29,44.92868
2023-12-30,31.22028
2023-12-31,24.32646
2024-01-01,34.94453
2024-01-02,47.70206
2024-01-03,38.27258
2024-01-04,41.28367
2024-01-05,49.04912
2024-01-06,26.14896
2024-01-07,26.78288
2024-01-08,34.78605
2024-01-09,35.10301
2024-01-10,32.32963
2024-01-11,35.26148
2024-01-12,25.83201
2024-01-13,17.51188
2024-01-14,21.71156
2024-01-15,34.62757
2024-01-16,45.72107
2024-01-17,40.09508
2024-01-18,32.01267
2024-01-19,28.20919
2024-01-20,34.31061
2024-01-21,29.08082
2024-01-22,38.43106
2024-01-23,46.75118
2024-01-24,54.75435
2024-01-25,37.08399
2024-01-26,30.11093
2024-01-27,19.49286
2024-01-28,25.19809
2024-01-29,38.1141
2024-01-30,56.89381
2024-01-31,53.24881
2024-02-01,36.60855
2024-02-02,41.04595
2024-02-03,25.35657
2024-02-04,29.39778
2024-02-05,34.46909
2024-02-06,46.19651
2024-02-07,41.44215
2024-02-08,43.58161
2024-02-09,24.16798
2024-02-10,26.86212
2024-02-11,23.05863
2024-02-12,28.76386
2024-02-13,54.67511
2024-02-14,41.83835
2024-02-15,48.33597
2024-02-16,41.52139
2024-02-17,39.77812
2024-02-18,43.50237
2024-02-19,63.39144
2024-02-20,95.00792
2024-02-21,89.85736
2024-02-22,81.14104
2024-02-23,71.23613
2024-02-24,40.64976
2024-02-25,37.63866
2024-02-26,53.32805
2024-02-27,46.03803
2024-02-28,52.06022
2024-02-29,44.374
2024-03-01,34.0729
2024-03-02,38.66877
2024-03-03,41.04595
2024-03-04,55.07131
2024-03-05,54.67511
2024-03-06,51.26782
2024-03-07,50.31695
2024-03-08,47.70206
2024-03-09,33.99366
2024-03-10,34.54833
2024-03-11,48.73217
2024-03-12,41.44215
2024-03-13,40.17432
2024-03-14,41.04595
2024-03-15,32.72583
2024-03-16,20.60221
2024-03-17,27.17908
2024-03-18,37.7179
2024-03-19,32.64659
2024-03-20,38.03486
